category,name,when,place,seq,href
공연-자유참가작,웅부예술단,2026.09.29 (화) 17:00,탈춤공원 / 탈춤공원무대,4485,/2024/sub2/sub1_4.asp?yflag=2026&search=&page=8&seq=4485
공연-자유참가작,웅부해금앙상블,2026.09.29 (화) 18:30,중앙선1942 / 메인무대,4471,/2024/sub2/sub1_4.asp?yflag=2026&search=&page=8&seq=4471
공연-자유참가작,월영무용단,2026.09.30 (수) 17:00,중앙선1942 / 메인무대,4436,/2024/sub2/sub1_4.asp?yflag=2026&search=&page=9&seq=4436
공연-자유참가작,유환열,2026.09.30 (수) 13:00,탈춤공원 / 탈춤공원무대,4486,/2024/sub2/sub1_4.asp?yflag=2026&search=&page=9&seq=4486
공연-자유참가작,은빛하모니카앙상블,2026.09.27 (일) 19:30,중앙선1942 / 메인무대,4398,/2024/sub2/sub1_4.asp?yflag=2026&search=&page=9&seq=4398
공연-자유참가작,의성 진 난타(의성행복한난타),2026.09.29 (화) 16:00,중앙선1942 / 메인무대,4446,/2024/sub2/sub1_4.asp?yflag=2026&search=&page=9&seq=4446
공연-자유참가작,의성셋하나풍물패,2026.09.27 (일) 13:00,탈춤공원 / 탈춤공원무대,4464,/2024/sub2/sub1_4.asp?yflag=2026&search=&page=9&seq=4464
공연-자유참가작,이서현국악연구원,2026.09.28 (월) 17:00,중앙선1942 / 메인무대,4480,/2024/sub2/sub1_4.asp?yflag=2026&search=&page=9&seq=4480
공연-자유참가작,이성교_예천한천나들예술공연단,2026.09.29 (화) 13:00,탈춤공원 / 탈춤공원무대,4489,/2024/sub2/sub1_4.asp?yflag=2026&search=&page=9&seq=4489
공연-자유참가작,이자빈,2026.09.29 (화) 16:00,탈춤공원 / 탈춤공원무대,4440,/2024/sub2/sub1_4.asp?yflag=2026&search=&page=9&seq=4440
공연-자유참가작,임성국,2026.09.26 (토) 20:00,탈춤공원 / 탈춤공원무대,4420,/2024/sub2/sub1_4.asp?yflag=2026&search=&page=10&seq=4420
공연-자유참가작,전통우리소리연구소,2026.10.03 (토) 13:00,탈춤공원 / 탈춤공원무대,4438,/2024/sub2/sub1_4.asp?yflag=2026&search=&page=10&seq=4438
공연-자유참가작,점프윙스줄넘기클럽,"2026.10.03 (토) 12:00, 18:00",중앙선1942 메인무대 / 탈춤공원 버스킹무대,4452,/2024/sub2/sub1_4.asp?yflag=2026&search=&page=10&seq=4452
공연-자유참가작,정가희,2026.10.01 (목) 16:30,탈춤공원 / 탈춤공원무대,4473,/2024/sub2/sub1_4.asp?yflag=2026&search=&page=10&seq=4473
공연-자유참가작,정상태권예술단,"2026.10.04 (일) 16:30, 18:00",중앙선1942 메인무대 / 탈춤공원 버스킹무대,4395,/2024/sub2/sub1_4.asp?yflag=2026&search=&page=10&seq=4395
공연-자유참가작,징검다리,2026.09.28 (월) 20:00,탈춤공원 / 탈춤공원무대,4445,/2024/sub2/sub1_4.asp?yflag=2026&search=&page=10&seq=4445
공연-자유참가작,참소리색소폰동호회,2026.09.27 (일) 12:30,중앙선1942 / 메인무대,4410,/2024/sub2/sub1_4.asp?yflag=2026&search=&page=10&seq=4410
공연-자유참가작,찾아가는 청춘음악단,2026.09.27 (일) 14:00,중앙선1942 / 메인무대,4414,/2024/sub2/sub1_4.asp?yflag=2026&search=&page=10&seq=4414
공연-자유참가작,청춘문화예술단,2026.09.29 (화) 17:00,중앙선1942 / 메인무대,4441,/2024/sub2/sub1_4.asp?yflag=2026&search=&page=11&seq=4441
공연-자유참가작,코스모스 색소폰 오케스트라,2026.09.27 (일) 15:30,중앙선1942 / 메인무대,4435,/2024/sub2/sub1_4.asp?yflag=2026&search=&page=11&seq=4435
공연-자유참가작,타나유스,2026.10.04 (일) 11:30,중앙선1942 / 메인무대,4477,/2024/sub2/sub1_4.asp?yflag=2026&search=&page=11&seq=4477
공연-자유참가작,태금태권도,2026.09.27 (일) 17:00 / 2026.10.03 (토) 16:30,메인무대 / 탈춤공원버스킹무대,4430,/2024/sub2/sub1_4.asp?yflag=2026&search=&page=11&seq=4430
공연-자유참가작,패션쇼,2026.09.24 (목) 20:00,중앙선1942 / 메인무대,4491,/2024/sub2/sub1_4.asp?yflag=2026&search=&page=11&seq=4491
공연-자유참가작,포크밴드“블루앙상블”,2026.10.03 (토) 10:00,탈춤공원 / 탈춤공원무대,4442,/2024/sub2/sub1_4.asp?yflag=2026&search=&page=11&seq=4442
공연-자유참가작,풍물굿패 참넋,2026.09.24 (목) 19:00,중앙선1942 / 메인무대,4424,/2024/sub2/sub1_4.asp?yflag=2026&search=&page=11&seq=4424
공연-자유참가작,풍천면 난타,2026.09.27 (일) 12:00,탈춤공원 / 탈춤공원무대,4468,/2024/sub2/sub1_4.asp?yflag=2026&search=&page=11&seq=4468
공연-자유참가작,하모니 예술단,2026.09.29 (화) 15:00,탈춤공원 / 탈춤공원무대,4472,/2024/sub2/sub1_4.asp?yflag=2026&search=&page=12&seq=4472
공연-자유참가작,하회별신굿탈놀이 청소년 아카데미,2026.09.24 (목) 15:00,탈춤공원 / 탈춤공원무대,4488,/2024/sub2/sub1_4.asp?yflag=2026&search=&page=12&seq=4488
공연-자유참가작,한국시노래 연구회,2026.09.30 (수) 13:00,중앙선1942 / 메인무대,4444,/2024/sub2/sub1_4.asp?yflag=2026&search=&page=12&seq=4444
공연-자유참가작,한울림 색소폰 앙상블,2026.10.04 (일) 19:00,탈춤공원 / 탈춤공원무대,4402,/2024/sub2/sub1_4.asp?yflag=2026&search=&page=12&seq=4402
공연-자유참가작,한울이음터,2026.09.27 (일) 18:30,탈춤공원 / 탈춤공원무대,4490,/2024/sub2/sub1_4.asp?yflag=2026&search=&page=12&seq=4490
공연-자유참가작,허만성,2026.09.25 (금) 17:00,탈춤공원 / 탈춤공원무대,4428,/2024/sub2/sub1_4.asp?yflag=2026&search=&page=12&seq=4428
공연-자유참가작,헤이스,2026.10.04 (일) 11:00,중앙선1942 / 메인무대,4478,/2024/sub2/sub1_4.asp?yflag=2026&search=&page=12&seq=4478
공연-자유참가작,황금빛예술공연단,2026.09.28 (월) 14:30,중앙선1942 / 메인무대,4470,/2024/sub2/sub1_4.asp?yflag=2026&search=&page=12&seq=4470
공연-자유참가작,B.O.C,2026.09.26 (토) 12:30,메인무대,4447,/2024/sub2/sub1_4.asp?yflag=2026&search=&page=13&seq=4447
