AREA_NM,SGG_NM,SGG_CD,PTL_SIDO_CD,SRCH_CNT,SPPY_SRCH_CNT,GROW_RATE_SPPY_SRCH_CNT,_YEAR
충주시,충주시,43130,KR-43,2189647,0,0.0,2022
제천시,제천시,43150,KR-43,1560304,0,0.0,2022
보은군,보은군,43720,KR-43,346018,0,0.0,2022
옥천군,옥천군,43730,KR-43,306378,0,0.0,2022
영동군,영동군,43740,KR-43,194398,0,0.0,2022
증평군,증평군,43745,KR-43,288857,0,0.0,2022
진천군,진천군,43750,KR-43,813132,0,0.0,2022
괴산군,괴산군,43760,KR-43,408729,0,0.0,2022
음성군,음성군,43770,KR-43,796984,0,0.0,2022
단양군,단양군,43800,KR-43,1162892,0,0.0,2022
천안시,천안시,44130,KR-44,5340993,0,0.0,2022
공주시,공주시,44150,KR-44,1565016,0,0.0,2022
보령시,보령시,44180,KR-44,1953892,0,0.0,2022
아산시,아산시,44200,KR-44,3147566,0,0.0,2022
서산시,서산시,44210,KR-44,1378203,0,0.0,2022
논산시,논산시,44230,KR-44,824093,0,0.0,2022
계룡시,계룡시,44250,KR-44,230718,0,0.0,2022
당진시,당진시,44270,KR-44,1708664,0,0.0,2022
금산군,금산군,44710,KR-44,328483,0,0.0,2022
부여군,부여군,44760,KR-44,756057,0,0.0,2022
서천군,서천군,44770,KR-44,605332,0,0.0,2022
청양군,청양군,44790,KR-44,160960,0,0.0,2022
홍성군,홍성군,44800,KR-44,574903,0,0.0,2022
예산군,예산군,44810,KR-44,984079,0,0.0,2022
태안군,태안군,44825,KR-44,2789872,0,0.0,2022
포항시,포항시,47110,KR-47,3888226,0,0.0,2022
경주시,경주시,47130,KR-47,6074425,0,0.0,2022
김천시,김천시,47150,KR-47,756963,0,0.0,2022
안동시,안동시,47170,KR-47,994561,0,0.0,2022
구미시,구미시,47190,KR-47,1564699,0,0.0,2022
영주시,영주시,47210,KR-47,515971,0,0.0,2022
영천시,영천시,47230,KR-47,499360,0,0.0,2022
상주시,상주시,47250,KR-47,368521,0,0.0,2022
문경시,문경시,47280,KR-47,638923,0,0.0,2022
경산시,경산시,47290,KR-47,969203,0,0.0,2022
의성군,의성군,47730,KR-47,153319,0,0.0,2022
청송군,청송군,47750,KR-47,220682,0,0.0,2022
영양군,영양군,47760,KR-47,25064,0,0.0,2022
영덕군,영덕군,47770,KR-47,706076,0,0.0,2022
청도군,청도군,47820,KR-47,687718,0,0.0,2022
고령군,고령군,47830,KR-47,167904,0,0.0,2022
성주군,성주군,47840,KR-47,160219,0,0.0,2022
칠곡군,칠곡군,47850,KR-47,680770,0,0.0,2022
예천군,예천군,47900,KR-47,246731,0,0.0,2022
봉화군,봉화군,47920,KR-47,144738,0,0.0,2022
울진군,울진군,47930,KR-47,761649,0,0.0,2022
울릉군,울릉군,47940,KR-47,92496,0,0.0,2022
창원시,창원시,48120,KR-48,5054335,0,0.0,2022
진주시,진주시,48170,KR-48,1382936,0,0.0,2022
통영시,통영시,48220,KR-48,1529991,0,0.0,2022
사천시,사천시,48240,KR-48,970081,0,0.0,2022
김해시,김해시,48250,KR-48,2830380,0,0.0,2022
밀양시,밀양시,48270,KR-48,929711,0,0.0,2022
거제시,거제시,48310,KR-48,2471599,0,0.0,2022
양산시,양산시,48330,KR-48,2145824,0,0.0,2022
의령군,의령군,48720,KR-48,153806,0,0.0,2022
함안군,함안군,48730,KR-48,315936,0,0.0,2022
창녕군,창녕군,48740,KR-48,362401,0,0.0,2022
고성군,고성군,48820,KR-48,369774,0,0.0,2022
남해군,남해군,48840,KR-48,1038220,0,0.0,2022
하동군,하동군,48850,KR-48,586086,0,0.0,2022
산청군,산청군,48860,KR-48,315407,0,0.0,2022
함양군,함양군,48870,KR-48,210216,0,0.0,2022
거창군,거창군,48880,KR-48,308482,0,0.0,2022
합천군,합천군,48890,KR-48,383447,0,0.0,2022
제주시,제주시,50110,KR-50,11484710,0,0.0,2022
서귀포시,서귀포시,50130,KR-50,8503379,0,0.0,2022
춘천시,춘천시,51110,KR-51,3894912,0,0.0,2022
원주시,원주시,51130,KR-51,3008578,0,0.0,2022
강릉시,강릉시,51150,KR-51,6319599,0,0.0,2022
동해시,동해시,51170,KR-51,954903,0,0.0,2022
태백시,태백시,51190,KR-51,354795,0,0.0,2022
속초시,속초시,51210,KR-51,5647619,0,0.0,2022
삼척시,삼척시,51230,KR-51,1360823,0,0.0,2022
홍천군,홍천군,51720,KR-51,1872552,0,0.0,2022
횡성군,횡성군,51730,KR-51,893144,0,0.0,2022
영월군,영월군,51750,KR-51,640284,0,0.0,2022
평창군,평창군,51760,KR-51,2286335,0,0.0,2022
정선군,정선군,51770,KR-51,1248070,0,0.0,2022
철원군,철원군,51780,KR-51,738789,0,0.0,2022
화천군,화천군,51790,KR-51,164589,0,0.0,2022
양구군,양구군,51800,KR-51,132241,0,0.0,2022
인제군,인제군,51810,KR-51,523398,0,0.0,2022
고성군,고성군,51820,KR-51,2282249,0,0.0,2022
양양군,양양군,51830,KR-51,2637874,0,0.0,2022
전주시,전주시,52110,KR-52,3905247,0,0.0,2022
군산시,군산시,52130,KR-52,2174410,0,0.0,2022
익산시,익산시,52140,KR-52,1112157,0,0.0,2022
정읍시,정읍시,52180,KR-52,490431,0,0.0,2022
남원시,남원시,52190,KR-52,556956,0,0.0,2022
김제시,김제시,52210,KR-52,423111,0,0.0,2022
완주군,완주군,52710,KR-52,673027,0,0.0,2022
진안군,진안군,52720,KR-52,172484,0,0.0,2022
무주군,무주군,52730,KR-52,533064,0,0.0,2022
장수군,장수군,52740,KR-52,67361,0,0.0,2022
임실군,임실군,52750,KR-52,245088,0,0.0,2022
순창군,순창군,52770,KR-52,220279,0,0.0,2022
고창군,고창군,52790,KR-52,528724,0,0.0,2022
부안군,부안군,52800,KR-52,919456,0,0.0,2022
종로구,종로구,11110,KR-11,3251949,0,0.0,2023
중구,중구,11140,KR-11,5314872,0,0.0,2023
용산구,용산구,11170,KR-11,4968302,0,0.0,2023
성동구,성동구,11200,KR-11,1535305,0,0.0,2023
광진구,광진구,11215,KR-11,2579273,0,0.0,2023
동대문구,동대문구,11230,KR-11,1167430,0,0.0,2023
중랑구,중랑구,11260,KR-11,687019,0,0.0,2023
성북구,성북구,11290,KR-11,1078634,0,0.0,2023
강북구,강북구,11305,KR-11,1039936,0,0.0,2023
도봉구,도봉구,11320,KR-11,600993,0,0.0,2023
노원구,노원구,11350,KR-11,1639648,0,0.0,2023
은평구,은평구,11380,KR-11,1436290,0,0.0,2023
서대문구,서대문구,11410,KR-11,1134102,0,0.0,2023
마포구,마포구,11440,KR-11,3227374,0,0.0,2023
양천구,양천구,11470,KR-11,1531754,0,0.0,2023
강서구,강서구,11500,KR-11,6016391,0,0.0,2023
구로구,구로구,11530,KR-11,1208336,0,0.0,2023
금천구,금천구,11545,KR-11,888942,0,0.0,2023
영등포구,영등포구,11560,KR-11,5420136,0,0.0,2023
동작구,동작구,11590,KR-11,1054040,0,0.0,2023
관악구,관악구,11620,KR-11,888888,0,0.0,2023
서초구,서초구,11650,KR-11,6004518,0,0.0,2023
강남구,강남구,11680,KR-11,10652331,0,0.0,2023
송파구,송파구,11710,KR-11,7217371,0,0.0,2023
강동구,강동구,11740,KR-11,1482286,0,0.0,2023
목포시,목포시,12110,KR-12,1680758,0,0.0,2023
여수시,여수시,12130,KR-12,3615006,0,0.0,2023
순천시,순천시,12150,KR-12,2179382,0,0.0,2023
나주시,나주시,12170,KR-12,854988,0,0.0,2023
광양시,광양시,12190,KR-12,739266,0,0.0,2023
동구,동구,12210,KR-12,814079,0,0.0,2023
서구,서구,12240,KR-12,2465397,0,0.0,2023
남구,남구,12270,KR-12,542602,0,0.0,2023
북구,북구,12300,KR-12,1359769,0,0.0,2023
광산구,광산구,12330,KR-12,2101458,0,0.0,2023
담양군,담양군,12710,KR-12,1212670,0,0.0,2023
곡성군,곡성군,12720,KR-12,210015,0,0.0,2023
구례군,구례군,12730,KR-12,425841,0,0.0,2023
고흥군,고흥군,12740,KR-12,367999,0,0.0,2023
보성군,보성군,12750,KR-12,331849,0,0.0,2023
화순군,화순군,12760,KR-12,527844,0,0.0,2023
장흥군,장흥군,12770,KR-12,180942,0,0.0,2023
강진군,강진군,12780,KR-12,255760,0,0.0,2023
해남군,해남군,12790,KR-12,390847,0,0.0,2023
영암군,영암군,12800,KR-12,286858,0,0.0,2023
무안군,무안군,12810,KR-12,543506,0,0.0,2023
함평군,함평군,12820,KR-12,236096,0,0.0,2023
영광군,영광군,12830,KR-12,393052,0,0.0,2023
장성군,장성군,12840,KR-12,434174,0,0.0,2023
완도군,완도군,12850,KR-12,333358,0,0.0,2023
진도군,진도군,12860,KR-12,376105,0,0.0,2023
신안군,신안군,12870,KR-12,227319,0,0.0,2023
중구,중구,26110,KR-26,924199,0,0.0,2023
서구,서구,26140,KR-26,402284,0,0.0,2023
동구,동구,26170,KR-26,883784,0,0.0,2023
영도구,영도구,26200,KR-26,798649,0,0.0,2023
부산진구,부산진구,26230,KR-26,1888739,0,0.0,2023
동래구,동래구,26260,KR-26,1139883,0,0.0,2023
남구,남구,26290,KR-26,1008833,0,0.0,2023
북구,북구,26320,KR-26,641056,0,0.0,2023
해운대구,해운대구,26350,KR-26,5170423,0,0.0,2023
사하구,사하구,26380,KR-26,814751,0,0.0,2023
금정구,금정구,26410,KR-26,1019536,0,0.0,2023
강서구,강서구,26440,KR-26,2723781,0,0.0,2023
연제구,연제구,26470,KR-26,464747,0,0.0,2023
수영구,수영구,26500,KR-26,1451412,0,0.0,2023
사상구,사상구,26530,KR-26,967662,0,0.0,2023
기장군,기장군,26710,KR-26,4450233,0,0.0,2023
중구,중구,27110,KR-27,1508391,0,0.0,2023
동구,동구,27140,KR-27,3387760,0,0.0,2023
서구,서구,27170,KR-27,499598,0,0.0,2023
남구,남구,27200,KR-27,711262,0,0.0,2023
북구,북구,27230,KR-27,1779091,0,0.0,2023
수성구,수성구,27260,KR-27,2538939,0,0.0,2023
달서구,달서구,27290,KR-27,1955206,0,0.0,2023
달성군,달성군,27710,KR-27,1288710,0,0.0,2023
군위군,군위군,27720,KR-27,350940,0,0.0,2023
중구,중구,28110,KR-28,11260076,0,0.0,2023
동구,동구,28140,KR-28,149707,0,0.0,2023
미추홀구,미추홀구,28177,KR-28,2220793,0,0.0,2023
연수구,연수구,28185,KR-28,5807126,0,0.0,2023
남동구,남동구,28200,KR-28,2980938,0,0.0,2023
부평구,부평구,28237,KR-28,1576720,0,0.0,2023
계양구,계양구,28245,KR-28,1165578,0,0.0,2023
서구,서구,28260,KR-28,3298329,0,0.0,2023
강화군,강화군,28710,KR-28,2948594,0,0.0,2023
옹진군,옹진군,28720,KR-28,561914,0,0.0,2023
동구,동구,30110,KR-30,1695459,0,0.0,2023
중구,중구,30140,KR-30,1396245,0,0.0,2023
서구,서구,30170,KR-30,2438665,0,0.0,2023
유성구,유성구,30200,KR-30,4392986,0,0.0,2023
대덕구,대덕구,30230,KR-30,717984,0,0.0,2023
중구,중구,31110,KR-31,663305,0,0.0,2023
남구,남구,31140,KR-31,2106316,0,0.0,2023
동구,동구,31170,KR-31,585466,0,0.0,2023
북구,북구,31200,KR-31,1045015,0,0.0,2023
울주군,울주군,31710,KR-31,2134628,0,0.0,2023
세종특별자치시,세종특별자치시,36110,KR-36,2986324,0,0.0,2023
수원시,수원시,41110,KR-41,11802116,0,0.0,2023
성남시,성남시,41130,KR-41,8546579,0,0.0,2023
의정부시,의정부시,41150,KR-41,2616865,0,0.0,2023
안양시,안양시,41170,KR-41,2941964,0,0.0,2023
부천시,부천시,41190,KR-41,4017416,0,0.0,2023
광명시,광명시,41210,KR-41,3427829,0,0.0,2023
평택시,평택시,41220,KR-41,4402361,0,0.0,2023
동두천시,동두천시,41250,KR-41,554748,0,0.0,2023
안산시,안산시,41270,KR-41,4242585,0,0.0,2023
고양시,고양시,41280,KR-41,13091848,0,0.0,2023
과천시,과천시,41290,KR-41,1397431,0,0.0,2023
구리시,구리시,41310,KR-41,1863394,0,0.0,2023
남양주시,남양주시,41360,KR-41,7887110,0,0.0,2023
오산시,오산시,41370,KR-41,1726635,0,0.0,2023
시흥시,시흥시,41390,KR-41,4598515,0,0.0,2023
군포시,군포시,41410,KR-41,798189,0,0.0,2023
의왕시,의왕시,41430,KR-41,2281465,0,0.0,2023
하남시,하남시,41450,KR-41,5442399,0,0.0,2023
용인시,용인시,41460,KR-41,12433536,0,0.0,2023
파주시,파주시,41480,KR-41,7515974,0,0.0,2023
이천시,이천시,41500,KR-41,3331773,0,0.0,2023
안성시,안성시,41550,KR-41,3220634,0,0.0,2023
김포시,김포시,41570,KR-41,5067247,0,0.0,2023
화성시,화성시,41590,KR-41,8959199,0,0.0,2023
광주시,광주시,41610,KR-41,3694974,0,0.0,2023
양주시,양주시,41630,KR-41,2774865,0,0.0,2023
포천시,포천시,41650,KR-41,3472694,0,0.0,2023
여주시,여주시,41670,KR-41,3196449,0,0.0,2023
연천군,연천군,41800,KR-41,850191,0,0.0,2023
가평군,가평군,41820,KR-41,3475070,0,0.0,2023
양평군,양평군,41830,KR-41,2657532,0,0.0,2023
청주시,청주시,43110,KR-43,6933869,0,0.0,2023
충주시,충주시,43130,KR-43,2265162,0,0.0,2023
제천시,제천시,43150,KR-43,1564147,0,0.0,2023
보은군,보은군,43720,KR-43,334202,0,0.0,2023
옥천군,옥천군,43730,KR-43,337113,0,0.0,2023
영동군,영동군,43740,KR-43,212075,0,0.0,2023
증평군,증평군,43745,KR-43,307681,0,0.0,2023
진천군,진천군,43750,KR-43,829007,0,0.0,2023
괴산군,괴산군,43760,KR-43,380250,0,0.0,2023
음성군,음성군,43770,KR-43,847199,0,0.0,2023
단양군,단양군,43800,KR-43,1116000,0,0.0,2023
천안시,천안시,44130,KR-44,6065162,0,0.0,2023
공주시,공주시,44150,KR-44,1630607,0,0.0,2023
보령시,보령시,44180,KR-44,1721559,0,0.0,2023
아산시,아산시,44200,KR-44,3570872,0,0.0,2023
서산시,서산시,44210,KR-44,1378204,0,0.0,2023
논산시,논산시,44230,KR-44,838973,0,0.0,2023
계룡시,계룡시,44250,KR-44,260982,0,0.0,2023
당진시,당진시,44270,KR-44,1792349,0,0.0,2023
금산군,금산군,44710,KR-44,329054,0,0.0,2023
부여군,부여군,44760,KR-44,718585,0,0.0,2023
서천군,서천군,44770,KR-44,637234,0,0.0,2023
청양군,청양군,44790,KR-44,179617,0,0.0,2023
홍성군,홍성군,44800,KR-44,611319,0,0.0,2023
예산군,예산군,44810,KR-44,1343787,0,0.0,2023
태안군,태안군,44825,KR-44,2397063,0,0.0,2023
포항시,포항시,47110,KR-47,3918551,0,0.0,2023
경주시,경주시,47130,KR-47,5975581,0,0.0,2023
김천시,김천시,47150,KR-47,782887,0,0.0,2023
안동시,안동시,47170,KR-47,1119803,0,0.0,2023
구미시,구미시,47190,KR-47,1812362,0,0.0,2023
영주시,영주시,47210,KR-47,529533,0,0.0,2023
영천시,영천시,47230,KR-47,578097,0,0.0,2023
상주시,상주시,47250,KR-47,417661,0,0.0,2023
문경시,문경시,47280,KR-47,691038,0,0.0,2023
경산시,경산시,47290,KR-47,1158952,0,0.0,2023
의성군,의성군,47730,KR-47,162601,0,0.0,2023
청송군,청송군,47750,KR-47,217378,0,0.0,2023
영양군,영양군,47760,KR-47,24263,0,0.0,2023
영덕군,영덕군,47770,KR-47,597860,0,0.0,2023
청도군,청도군,47820,KR-47,709476,0,0.0,2023
고령군,고령군,47830,KR-47,175015,0,0.0,2023
성주군,성주군,47840,KR-47,173601,0,0.0,2023
칠곡군,칠곡군,47850,KR-47,733051,0,0.0,2023
예천군,예천군,47900,KR-47,240255,0,0.0,2023
봉화군,봉화군,47920,KR-47,137037,0,0.0,2023
울진군,울진군,47930,KR-47,735694,0,0.0,2023
울릉군,울릉군,47940,KR-47,89929,0,0.0,2023
창원시,창원시,48120,KR-48,5694812,0,0.0,2023
진주시,진주시,48170,KR-48,1562861,0,0.0,2023
통영시,통영시,48220,KR-48,1356416,0,0.0,2023
사천시,사천시,48240,KR-48,1004846,0,0.0,2023
김해시,김해시,48250,KR-48,3126919,0,0.0,2023
밀양시,밀양시,48270,KR-48,939013,0,0.0,2023
거제시,거제시,48310,KR-48,2265710,0,0.0,2023
양산시,양산시,48330,KR-48,2302781,0,0.0,2023
의령군,의령군,48720,KR-48,178222,0,0.0,2023
함안군,함안군,48730,KR-48,299728,0,0.0,2023
창녕군,창녕군,48740,KR-48,377264,0,0.0,2023
고성군,고성군,48820,KR-48,376976,0,0.0,2023
남해군,남해군,48840,KR-48,888466,0,0.0,2023
하동군,하동군,48850,KR-48,553057,0,0.0,2023
산청군,산청군,48860,KR-48,341523,0,0.0,2023
함양군,함양군,48870,KR-48,196409,0,0.0,2023
거창군,거창군,48880,KR-48,317641,0,0.0,2023
합천군,합천군,48890,KR-48,349320,0,0.0,2023
제주시,제주시,50110,KR-50,8720566,0,0.0,2023
서귀포시,서귀포시,50130,KR-50,6301147,0,0.0,2023
춘천시,춘천시,51110,KR-51,3871620,0,0.0,2023
원주시,원주시,51130,KR-51,3283996,0,0.0,2023
강릉시,강릉시,51150,KR-51,5754931,0,0.0,2023
동해시,동해시,51170,KR-51,903945,0,0.0,2023
태백시,태백시,51190,KR-51,370399,0,0.0,2023
속초시,속초시,51210,KR-51,5339529,0,0.0,2023
삼척시,삼척시,51230,KR-51,1234141,0,0.0,2023
홍천군,홍천군,51720,KR-51,1811731,0,0.0,2023
횡성군,횡성군,51730,KR-51,879097,0,0.0,2023
영월군,영월군,51750,KR-51,611809,0,0.0,2023
평창군,평창군,51760,KR-51,2324130,0,0.0,2023
정선군,정선군,51770,KR-51,1396690,0,0.0,2023
철원군,철원군,51780,KR-51,708899,0,0.0,2023
화천군,화천군,51790,KR-51,175472,0,0.0,2023
양구군,양구군,51800,KR-51,142063,0,0.0,2023
인제군,인제군,51810,KR-51,525966,0,0.0,2023
고성군,고성군,51820,KR-51,2012432,0,0.0,2023
양양군,양양군,51830,KR-51,2433344,0,0.0,2023
전주시,전주시,52110,KR-52,4410620,0,0.0,2023
군산시,군산시,52130,KR-52,2280017,0,0.0,2023
익산시,익산시,52140,KR-52,1314194,0,0.0,2023
정읍시,정읍시,52180,KR-52,520213,0,0.0,2023
남원시,남원시,52190,KR-52,563138,0,0.0,2023
김제시,김제시,52210,KR-52,458971,0,0.0,2023
완주군,완주군,52710,KR-52,726076,0,0.0,2023
진안군,진안군,52720,KR-52,168887,0,0.0,2023
무주군,무주군,52730,KR-52,527363,0,0.0,2023
장수군,장수군,52740,KR-52,68004,0,0.0,2023
임실군,임실군,52750,KR-52,273912,0,0.0,2023
순창군,순창군,52770,KR-52,186978,0,0.0,2023
고창군,고창군,52790,KR-52,532829,0,0.0,2023
부안군,부안군,52800,KR-52,897315,0,0.0,2023
종로구,종로구,11110,KR-11,3130527,0,0.0,2024
중구,중구,11140,KR-11,5299122,0,0.0,2024
용산구,용산구,11170,KR-11,5058066,0,0.0,2024
성동구,성동구,11200,KR-11,1525732,0,0.0,2024
광진구,광진구,11215,KR-11,2576615,0,0.0,2024
동대문구,동대문구,11230,KR-11,1343998,0,0.0,2024
중랑구,중랑구,11260,KR-11,776683,0,0.0,2024
성북구,성북구,11290,KR-11,1142619,0,0.0,2024
강북구,강북구,11305,KR-11,1106582,0,0.0,2024
도봉구,도봉구,11320,KR-11,675943,0,0.0,2024
노원구,노원구,11350,KR-11,1670873,0,0.0,2024
은평구,은평구,11380,KR-11,1485460,0,0.0,2024
서대문구,서대문구,11410,KR-11,1171362,0,0.0,2024
마포구,마포구,11440,KR-11,3241639,0,0.0,2024
양천구,양천구,11470,KR-11,1530028,0,0.0,2024
강서구,강서구,11500,KR-11,6055864,0,0.0,2024
구로구,구로구,11530,KR-11,1405332,0,0.0,2024
금천구,금천구,11545,KR-11,938514,0,0.0,2024
영등포구,영등포구,11560,KR-11,5418195,0,0.0,2024
동작구,동작구,11590,KR-11,1305066,0,0.0,2024
관악구,관악구,11620,KR-11,804988,0,0.0,2024
서초구,서초구,11650,KR-11,5923749,0,0.0,2024
강남구,강남구,11680,KR-11,10510127,0,0.0,2024
송파구,송파구,11710,KR-11,7405675,0,0.0,2024
강동구,강동구,11740,KR-11,1741106,0,0.0,2024
목포시,목포시,12110,KR-12,1849010,0,0.0,2024
여수시,여수시,12130,KR-12,3740449,0,0.0,2024
순천시,순천시,12150,KR-12,2143164,0,0.0,2024
나주시,나주시,12170,KR-12,1056292,0,0.0,2024
광양시,광양시,12190,KR-12,946861,0,0.0,2024
동구,동구,12210,KR-12,871580,0,0.0,2024
서구,서구,12240,KR-12,2632399,0,0.0,2024
남구,남구,12270,KR-12,618928,0,0.0,2024
북구,북구,12300,KR-12,1634616,0,0.0,2024
광산구,광산구,12330,KR-12,2344130,0,0.0,2024
담양군,담양군,12710,KR-12,1318339,0,0.0,2024
곡성군,곡성군,12720,KR-12,255964,0,0.0,2024
구례군,구례군,12730,KR-12,551838,0,0.0,2024
고흥군,고흥군,12740,KR-12,418047,0,0.0,2024
보성군,보성군,12750,KR-12,367436,0,0.0,2024
화순군,화순군,12760,KR-12,622546,0,0.0,2024
장흥군,장흥군,12770,KR-12,208337,0,0.0,2024
강진군,강진군,12780,KR-12,347601,0,0.0,2024
해남군,해남군,12790,KR-12,442435,0,0.0,2024
영암군,영암군,12800,KR-12,359986,0,0.0,2024
무안군,무안군,12810,KR-12,660365,0,0.0,2024
함평군,함평군,12820,KR-12,287543,0,0.0,2024
영광군,영광군,12830,KR-12,451082,0,0.0,2024
장성군,장성군,12840,KR-12,490484,0,0.0,2024
완도군,완도군,12850,KR-12,333660,0,0.0,2024
진도군,진도군,12860,KR-12,370751,0,0.0,2024
신안군,신안군,12870,KR-12,257941,0,0.0,2024
중구,중구,26110,KR-26,958429,0,0.0,2024
서구,서구,26140,KR-26,532722,0,0.0,2024
동구,동구,26170,KR-26,1032751,0,0.0,2024
영도구,영도구,26200,KR-26,909907,0,0.0,2024
부산진구,부산진구,26230,KR-26,1926797,0,0.0,2024
동래구,동래구,26260,KR-26,1291950,0,0.0,2024
남구,남구,26290,KR-26,1161587,0,0.0,2024
북구,북구,26320,KR-26,736229,0,0.0,2024
해운대구,해운대구,26350,KR-26,5081987,0,0.0,2024
사하구,사하구,26380,KR-26,933145,0,0.0,2024
금정구,금정구,26410,KR-26,1183805,0,0.0,2024
강서구,강서구,26440,KR-26,3041201,0,0.0,2024
연제구,연제구,26470,KR-26,564644,0,0.0,2024
수영구,수영구,26500,KR-26,1486229,0,0.0,2024
사상구,사상구,26530,KR-26,1073993,0,0.0,2024
기장군,기장군,26710,KR-26,4999819,0,0.0,2024
중구,중구,27110,KR-27,1528120,0,0.0,2024
동구,동구,27140,KR-27,3552259,0,0.0,2024
서구,서구,27170,KR-27,610701,0,0.0,2024
남구,남구,27200,KR-27,804345,0,0.0,2024
북구,북구,27230,KR-27,2017260,0,0.0,2024
수성구,수성구,27260,KR-27,2879339,0,0.0,2024
달서구,달서구,27290,KR-27,2141874,0,0.0,2024
달성군,달성군,27710,KR-27,1473702,0,0.0,2024
군위군,군위군,27720,KR-27,385349,0,0.0,2024
중구,중구,28110,KR-28,14172915,0,0.0,2024
동구,동구,28140,KR-28,180892,0,0.0,2024
미추홀구,미추홀구,28177,KR-28,2475606,0,0.0,2024
연수구,연수구,28185,KR-28,5970822,0,0.0,2024
남동구,남동구,28200,KR-28,3325631,0,0.0,2024
부평구,부평구,28237,KR-28,1765771,0,0.0,2024
계양구,계양구,28245,KR-28,1268693,0,0.0,2024
서구,서구,28260,KR-28,4013856,0,0.0,2024
강화군,강화군,28710,KR-28,3121560,0,0.0,2024
옹진군,옹진군,28720,KR-28,628917,0,0.0,2024
동구,동구,30110,KR-30,1857922,0,0.0,2024
중구,중구,30140,KR-30,1631012,0,0.0,2024
서구,서구,30170,KR-30,2734538,0,0.0,2024
유성구,유성구,30200,KR-30,4917740,0,0.0,2024
대덕구,대덕구,30230,KR-30,892191,0,0.0,2024
중구,중구,31110,KR-31,808160,0,0.0,2024
남구,남구,31140,KR-31,2312988,0,0.0,2024
동구,동구,31170,KR-31,716691,0,0.0,2024
북구,북구,31200,KR-31,1308564,0,0.0,2024
울주군,울주군,31710,KR-31,2752700,0,0.0,2024
세종특별자치시,세종특별자치시,36110,KR-36,3485973,0,0.0,2024
수원시,수원시,41110,KR-41,13831370,0,0.0,2024
성남시,성남시,41130,KR-41,8797018,0,0.0,2024
의정부시,의정부시,41150,KR-41,2832071,0,0.0,2024
안양시,안양시,41170,KR-41,3102873,0,0.0,2024
부천시,부천시,41190,KR-41,3973136,0,0.0,2024
광명시,광명시,41210,KR-41,3520598,0,0.0,2024
평택시,평택시,41220,KR-41,5171839,0,0.0,2024
동두천시,동두천시,41250,KR-41,641266,0,0.0,2024
안산시,안산시,41270,KR-41,4784934,0,0.0,2024
고양시,고양시,41280,KR-41,13802421,0,0.0,2024
과천시,과천시,41290,KR-41,1672450,0,0.0,2024
구리시,구리시,41310,KR-41,2078387,0,0.0,2024
남양주시,남양주시,41360,KR-41,8795039,0,0.0,2024
오산시,오산시,41370,KR-41,1913830,0,0.0,2024
시흥시,시흥시,41390,KR-41,5151637,0,0.0,2024
군포시,군포시,41410,KR-41,895676,0,0.0,2024
의왕시,의왕시,41430,KR-41,2365024,0,0.0,2024
하남시,하남시,41450,KR-41,5604959,0,0.0,2024
용인시,용인시,41460,KR-41,13562234,0,0.0,2024
파주시,파주시,41480,KR-41,8063503,0,0.0,2024
이천시,이천시,41500,KR-41,3571204,0,0.0,2024
안성시,안성시,41550,KR-41,3434363,0,0.0,2024
김포시,김포시,41570,KR-41,5563632,0,0.0,2024
화성시,화성시,41590,KR-41,10778180,0,0.0,2024
광주시,광주시,41610,KR-41,4200132,0,0.0,2024
양주시,양주시,41630,KR-41,3333489,0,0.0,2024
포천시,포천시,41650,KR-41,3986388,0,0.0,2024
여주시,여주시,41670,KR-41,3770298,0,0.0,2024
연천군,연천군,41800,KR-41,1056460,0,0.0,2024
가평군,가평군,41820,KR-41,3901291,0,0.0,2024
양평군,양평군,41830,KR-41,3019153,0,0.0,2024
청주시,청주시,43110,KR-43,8125609,0,0.0,2024
충주시,충주시,43130,KR-43,2741517,0,0.0,2024
제천시,제천시,43150,KR-43,1814310,0,0.0,2024
보은군,보은군,43720,KR-43,399810,0,0.0,2024
옥천군,옥천군,43730,KR-43,388382,0,0.0,2024
영동군,영동군,43740,KR-43,274355,0,0.0,2024
증평군,증평군,43745,KR-43,372292,0,0.0,2024
진천군,진천군,43750,KR-43,1040425,0,0.0,2024
괴산군,괴산군,43760,KR-43,542953,0,0.0,2024
음성군,음성군,43770,KR-43,1170658,0,0.0,2024
단양군,단양군,43800,KR-43,1092940,0,0.0,2024
천안시,천안시,44130,KR-44,6791293,0,0.0,2024
공주시,공주시,44150,KR-44,1820654,0,0.0,2024
보령시,보령시,44180,KR-44,2021125,0,0.0,2024
아산시,아산시,44200,KR-44,4187792,0,0.0,2024
서산시,서산시,44210,KR-44,1716591,0,0.0,2024
논산시,논산시,44230,KR-44,1087168,0,0.0,2024
계룡시,계룡시,44250,KR-44,313442,0,0.0,2024
당진시,당진시,44270,KR-44,2167900,0,0.0,2024
금산군,금산군,44710,KR-44,378037,0,0.0,2024
부여군,부여군,44760,KR-44,825917,0,0.0,2024
서천군,서천군,44770,KR-44,768172,0,0.0,2024
청양군,청양군,44790,KR-44,210744,0,0.0,2024
홍성군,홍성군,44800,KR-44,765906,0,0.0,2024
예산군,예산군,44810,KR-44,1385248,0,0.0,2024
태안군,태안군,44825,KR-44,2844039,0,0.0,2024
포항시,포항시,47110,KR-47,4530626,0,0.0,2024
