AREA_NM,SGG_NM,SGG_CD,PTL_SIDO_CD,SRCH_CNT,SPPY_SRCH_CNT,GROW_RATE_SPPY_SRCH_CNT,_YEAR
광명시,광명시,41210,KR-41,1860869,0,0.0,2020
평택시,평택시,41220,KR-41,2353487,0,0.0,2020
동두천시,동두천시,41250,KR-41,291645,0,0.0,2020
안산시,안산시,41270,KR-41,3096353,0,0.0,2020
고양시,고양시,41280,KR-41,7865963,0,0.0,2020
과천시,과천시,41290,KR-41,776759,0,0.0,2020
구리시,구리시,41310,KR-41,1347222,0,0.0,2020
남양주시,남양주시,41360,KR-41,4732370,0,0.0,2020
오산시,오산시,41370,KR-41,935355,0,0.0,2020
시흥시,시흥시,41390,KR-41,3041881,0,0.0,2020
군포시,군포시,41410,KR-41,487458,0,0.0,2020
의왕시,의왕시,41430,KR-41,1171733,0,0.0,2020
하남시,하남시,41450,KR-41,3401501,0,0.0,2020
용인시,용인시,41460,KR-41,7756920,0,0.0,2020
파주시,파주시,41480,KR-41,5536765,0,0.0,2020
이천시,이천시,41500,KR-41,2320980,0,0.0,2020
안성시,안성시,41550,KR-41,1973803,0,0.0,2020
김포시,김포시,41570,KR-41,3088741,0,0.0,2020
화성시,화성시,41590,KR-41,5401886,0,0.0,2020
광주시,광주시,41610,KR-41,2491490,0,0.0,2020
양주시,양주시,41630,KR-41,1602889,0,0.0,2020
포천시,포천시,41650,KR-41,2538993,0,0.0,2020
여주시,여주시,41670,KR-41,2564886,0,0.0,2020
연천군,연천군,41800,KR-41,612622,0,0.0,2020
가평군,가평군,41820,KR-41,2710953,0,0.0,2020
양평군,양평군,41830,KR-41,2346542,0,0.0,2020
청주시,청주시,43110,KR-43,3890010,0,0.0,2020
충주시,충주시,43130,KR-43,1465152,0,0.0,2020
제천시,제천시,43150,KR-43,851833,0,0.0,2020
보은군,보은군,43720,KR-43,260356,0,0.0,2020
옥천군,옥천군,43730,KR-43,218699,0,0.0,2020
영동군,영동군,43740,KR-43,131778,0,0.0,2020
증평군,증평군,43745,KR-43,214085,0,0.0,2020
진천군,진천군,43750,KR-43,586514,0,0.0,2020
괴산군,괴산군,43760,KR-43,297682,0,0.0,2020
음성군,음성군,43770,KR-43,512393,0,0.0,2020
단양군,단양군,43800,KR-43,797270,0,0.0,2020
천안시,천안시,44130,KR-44,3389967,0,0.0,2020
공주시,공주시,44150,KR-44,1022622,0,0.0,2020
보령시,보령시,44180,KR-44,1367516,0,0.0,2020
아산시,아산시,44200,KR-44,1996060,0,0.0,2020
서산시,서산시,44210,KR-44,1075662,0,0.0,2020
논산시,논산시,44230,KR-44,513348,0,0.0,2020
계룡시,계룡시,44250,KR-44,137883,0,0.0,2020
당진시,당진시,44270,KR-44,1310559,0,0.0,2020
금산군,금산군,44710,KR-44,202184,0,0.0,2020
부여군,부여군,44760,KR-44,539746,0,0.0,2020
서천군,서천군,44770,KR-44,482156,0,0.0,2020
청양군,청양군,44790,KR-44,112757,0,0.0,2020
홍성군,홍성군,44800,KR-44,394808,0,0.0,2020
예산군,예산군,44810,KR-44,702682,0,0.0,2020
태안군,태안군,44825,KR-44,2232356,0,0.0,2020
포항시,포항시,47110,KR-47,2562657,0,0.0,2020
경주시,경주시,47130,KR-47,3651035,0,0.0,2020
김천시,김천시,47150,KR-47,502431,0,0.0,2020
안동시,안동시,47170,KR-47,662296,0,0.0,2020
구미시,구미시,47190,KR-47,929901,0,0.0,2020
영주시,영주시,47210,KR-47,354714,0,0.0,2020
영천시,영천시,47230,KR-47,339970,0,0.0,2020
상주시,상주시,47250,KR-47,248912,0,0.0,2020
문경시,문경시,47280,KR-47,424715,0,0.0,2020
경산시,경산시,47290,KR-47,554584,0,0.0,2020
의성군,의성군,47730,KR-47,105192,0,0.0,2020
청송군,청송군,47750,KR-47,156597,0,0.0,2020
영양군,영양군,47760,KR-47,13320,0,0.0,2020
영덕군,영덕군,47770,KR-47,582977,0,0.0,2020
청도군,청도군,47820,KR-47,421101,0,0.0,2020
고령군,고령군,47830,KR-47,129051,0,0.0,2020
성주군,성주군,47840,KR-47,125893,0,0.0,2020
칠곡군,칠곡군,47850,KR-47,453455,0,0.0,2020
예천군,예천군,47900,KR-47,168226,0,0.0,2020
봉화군,봉화군,47920,KR-47,101185,0,0.0,2020
울진군,울진군,47930,KR-47,562813,0,0.0,2020
울릉군,울릉군,47940,KR-47,44764,0,0.0,2020
창원시,창원시,48120,KR-48,3508406,0,0.0,2020
진주시,진주시,48170,KR-48,923455,0,0.0,2020
통영시,통영시,48220,KR-48,1248618,0,0.0,2020
사천시,사천시,48240,KR-48,764079,0,0.0,2020
김해시,김해시,48250,KR-48,1919738,0,0.0,2020
밀양시,밀양시,48270,KR-48,688473,0,0.0,2020
거제시,거제시,48310,KR-48,1906152,0,0.0,2020
양산시,양산시,48330,KR-48,1553693,0,0.0,2020
의령군,의령군,48720,KR-48,118924,0,0.0,2020
함안군,함안군,48730,KR-48,189424,0,0.0,2020
창녕군,창녕군,48740,KR-48,253630,0,0.0,2020
고성군,고성군,48820,KR-48,297128,0,0.0,2020
남해군,남해군,48840,KR-48,936017,0,0.0,2020
하동군,하동군,48850,KR-48,469236,0,0.0,2020
산청군,산청군,48860,KR-48,192469,0,0.0,2020
함양군,함양군,48870,KR-48,131904,0,0.0,2020
거창군,거창군,48880,KR-48,159017,0,0.0,2020
합천군,합천군,48890,KR-48,288604,0,0.0,2020
제주시,제주시,50110,KR-50,7876713,0,0.0,2020
서귀포시,서귀포시,50130,KR-50,6123801,0,0.0,2020
춘천시,춘천시,51110,KR-51,2687793,0,0.0,2020
원주시,원주시,51130,KR-51,1929016,0,0.0,2020
강릉시,강릉시,51150,KR-51,5139381,0,0.0,2020
동해시,동해시,51170,KR-51,659755,0,0.0,2020
태백시,태백시,51190,KR-51,234317,0,0.0,2020
속초시,속초시,51210,KR-51,4211163,0,0.0,2020
삼척시,삼척시,51230,KR-51,1115338,0,0.0,2020
홍천군,홍천군,51720,KR-51,1287181,0,0.0,2020
횡성군,횡성군,51730,KR-51,672310,0,0.0,2020
영월군,영월군,51750,KR-51,495120,0,0.0,2020
평창군,평창군,51760,KR-51,1960058,0,0.0,2020
정선군,정선군,51770,KR-51,700320,0,0.0,2020
철원군,철원군,51780,KR-51,343569,0,0.0,2020
화천군,화천군,51790,KR-51,114148,0,0.0,2020
양구군,양구군,51800,KR-51,81312,0,0.0,2020
인제군,인제군,51810,KR-51,441407,0,0.0,2020
고성군,고성군,51820,KR-51,1741923,0,0.0,2020
양양군,양양군,51830,KR-51,2066410,0,0.0,2020
전주시,전주시,52110,KR-52,2613519,0,0.0,2020
군산시,군산시,52130,KR-52,1781810,0,0.0,2020
익산시,익산시,52140,KR-52,748392,0,0.0,2020
정읍시,정읍시,52180,KR-52,352091,0,0.0,2020
남원시,남원시,52190,KR-52,404033,0,0.0,2020
김제시,김제시,52210,KR-52,307709,0,0.0,2020
완주군,완주군,52710,KR-52,493637,0,0.0,2020
진안군,진안군,52720,KR-52,150868,0,0.0,2020
무주군,무주군,52730,KR-52,337899,0,0.0,2020
장수군,장수군,52740,KR-52,49136,0,0.0,2020
임실군,임실군,52750,KR-52,151200,0,0.0,2020
순창군,순창군,52770,KR-52,163891,0,0.0,2020
고창군,고창군,52790,KR-52,410363,0,0.0,2020
부안군,부안군,52800,KR-52,766497,0,0.0,2020
종로구,종로구,11110,KR-11,2697643,0,0.0,2021
중구,중구,11140,KR-11,4193152,0,0.0,2021
용산구,용산구,11170,KR-11,3591022,0,0.0,2021
성동구,성동구,11200,KR-11,1299924,0,0.0,2021
광진구,광진구,11215,KR-11,1993442,0,0.0,2021
동대문구,동대문구,11230,KR-11,893946,0,0.0,2021
중랑구,중랑구,11260,KR-11,516890,0,0.0,2021
성북구,성북구,11290,KR-11,906878,0,0.0,2021
강북구,강북구,11305,KR-11,854417,0,0.0,2021
도봉구,도봉구,11320,KR-11,445480,0,0.0,2021
노원구,노원구,11350,KR-11,1206232,0,0.0,2021
은평구,은평구,11380,KR-11,1031462,0,0.0,2021
서대문구,서대문구,11410,KR-11,933285,0,0.0,2021
마포구,마포구,11440,KR-11,2598030,0,0.0,2021
양천구,양천구,11470,KR-11,1195842,0,0.0,2021
강서구,강서구,11500,KR-11,4743917,0,0.0,2021
구로구,구로구,11530,KR-11,856268,0,0.0,2021
금천구,금천구,11545,KR-11,679795,0,0.0,2021
영등포구,영등포구,11560,KR-11,4267264,0,0.0,2021
동작구,동작구,11590,KR-11,940626,0,0.0,2021
관악구,관악구,11620,KR-11,779380,0,0.0,2021
서초구,서초구,11650,KR-11,4667896,0,0.0,2021
강남구,강남구,11680,KR-11,8565741,0,0.0,2021
송파구,송파구,11710,KR-11,5390161,0,0.0,2021
강동구,강동구,11740,KR-11,1261297,0,0.0,2021
목포시,목포시,12110,KR-12,1291309,0,0.0,2021
여수시,여수시,12130,KR-12,3179414,0,0.0,2021
순천시,순천시,12150,KR-12,1362716,0,0.0,2021
나주시,나주시,12170,KR-12,689715,0,0.0,2021
광양시,광양시,12190,KR-12,518937,0,0.0,2021
동구,동구,12210,KR-12,583280,0,0.0,2021
서구,서구,12240,KR-12,1747077,0,0.0,2021
남구,남구,12270,KR-12,413220,0,0.0,2021
북구,북구,12300,KR-12,958801,0,0.0,2021
광산구,광산구,12330,KR-12,1408956,0,0.0,2021
담양군,담양군,12710,KR-12,1070038,0,0.0,2021
곡성군,곡성군,12720,KR-12,202212,0,0.0,2021
구례군,구례군,12730,KR-12,417718,0,0.0,2021
고흥군,고흥군,12740,KR-12,369392,0,0.0,2021
보성군,보성군,12750,KR-12,310675,0,0.0,2021
화순군,화순군,12760,KR-12,387516,0,0.0,2021
장흥군,장흥군,12770,KR-12,148381,0,0.0,2021
강진군,강진군,12780,KR-12,217479,0,0.0,2021
해남군,해남군,12790,KR-12,342890,0,0.0,2021
영암군,영암군,12800,KR-12,189327,0,0.0,2021
무안군,무안군,12810,KR-12,412472,0,0.0,2021
함평군,함평군,12820,KR-12,198248,0,0.0,2021
영광군,영광군,12830,KR-12,379910,0,0.0,2021
장성군,장성군,12840,KR-12,371430,0,0.0,2021
완도군,완도군,12850,KR-12,333442,0,0.0,2021
진도군,진도군,12860,KR-12,357428,0,0.0,2021
신안군,신안군,12870,KR-12,298462,0,0.0,2021
중구,중구,26110,KR-26,679491,0,0.0,2021
서구,서구,26140,KR-26,404401,0,0.0,2021
동구,동구,26170,KR-26,650456,0,0.0,2021
영도구,영도구,26200,KR-26,557785,0,0.0,2021
부산진구,부산진구,26230,KR-26,1435309,0,0.0,2021
동래구,동래구,26260,KR-26,794878,0,0.0,2021
남구,남구,26290,KR-26,787072,0,0.0,2021
북구,북구,26320,KR-26,458630,0,0.0,2021
해운대구,해운대구,26350,KR-26,4030497,0,0.0,2021
사하구,사하구,26380,KR-26,689397,0,0.0,2021
금정구,금정구,26410,KR-26,751639,0,0.0,2021
강서구,강서구,26440,KR-26,1933257,0,0.0,2021
연제구,연제구,26470,KR-26,295498,0,0.0,2021
수영구,수영구,26500,KR-26,1066960,0,0.0,2021
사상구,사상구,26530,KR-26,715691,0,0.0,2021
기장군,기장군,26710,KR-26,3612710,0,0.0,2021
중구,중구,27110,KR-27,1049651,0,0.0,2021
동구,동구,27140,KR-27,2467916,0,0.0,2021
서구,서구,27170,KR-27,265201,0,0.0,2021
남구,남구,27200,KR-27,579919,0,0.0,2021
북구,북구,27230,KR-27,1122470,0,0.0,2021
수성구,수성구,27260,KR-27,1725415,0,0.0,2021
달서구,달서구,27290,KR-27,1307726,0,0.0,2021
달성군,달성군,27710,KR-27,975361,0,0.0,2021
군위군,군위군,27720,KR-27,300702,0,0.0,2021
중구,중구,28110,KR-28,6268837,0,0.0,2021
동구,동구,28140,KR-28,121903,0,0.0,2021
미추홀구,미추홀구,28177,KR-28,1594818,0,0.0,2021
연수구,연수구,28185,KR-28,4336760,0,0.0,2021
남동구,남동구,28200,KR-28,2499921,0,0.0,2021
부평구,부평구,28237,KR-28,1137699,0,0.0,2021
계양구,계양구,28245,KR-28,930494,0,0.0,2021
서구,서구,28260,KR-28,2322465,0,0.0,2021
강화군,강화군,28710,KR-28,2879091,0,0.0,2021
옹진군,옹진군,28720,KR-28,682423,0,0.0,2021
동구,동구,30110,KR-30,1195450,0,0.0,2021
중구,중구,30140,KR-30,927841,0,0.0,2021
서구,서구,30170,KR-30,1695703,0,0.0,2021
유성구,유성구,30200,KR-30,2863156,0,0.0,2021
대덕구,대덕구,30230,KR-30,586426,0,0.0,2021
중구,중구,31110,KR-31,464824,0,0.0,2021
남구,남구,31140,KR-31,1474729,0,0.0,2021
동구,동구,31170,KR-31,549411,0,0.0,2021
북구,북구,31200,KR-31,792371,0,0.0,2021
울주군,울주군,31710,KR-31,1834985,0,0.0,2021
세종특별자치시,세종특별자치시,36110,KR-36,2451015,0,0.0,2021
수원시,수원시,41110,KR-41,8365510,0,0.0,2021
성남시,성남시,41130,KR-41,6335205,0,0.0,2021
의정부시,의정부시,41150,KR-41,1816177,0,0.0,2021
안양시,안양시,41170,KR-41,2238099,0,0.0,2021
부천시,부천시,41190,KR-41,2954059,0,0.0,2021
광명시,광명시,41210,KR-41,2338155,0,0.0,2021
평택시,평택시,41220,KR-41,3031326,0,0.0,2021
동두천시,동두천시,41250,KR-41,393909,0,0.0,2021
안산시,안산시,41270,KR-41,3503422,0,0.0,2021
고양시,고양시,41280,KR-41,9729595,0,0.0,2021
과천시,과천시,41290,KR-41,1086884,0,0.0,2021
구리시,구리시,41310,KR-41,1514569,0,0.0,2021
남양주시,남양주시,41360,KR-41,5981894,0,0.0,2021
오산시,오산시,41370,KR-41,1151979,0,0.0,2021
시흥시,시흥시,41390,KR-41,3840458,0,0.0,2021
군포시,군포시,41410,KR-41,583611,0,0.0,2021
의왕시,의왕시,41430,KR-41,1753984,0,0.0,2021
하남시,하남시,41450,KR-41,4136062,0,0.0,2021
용인시,용인시,41460,KR-41,9727573,0,0.0,2021
파주시,파주시,41480,KR-41,6859365,0,0.0,2021
이천시,이천시,41500,KR-41,2787370,0,0.0,2021
안성시,안성시,41550,KR-41,2665801,0,0.0,2021
김포시,김포시,41570,KR-41,3839607,0,0.0,2021
화성시,화성시,41590,KR-41,6897287,0,0.0,2021
광주시,광주시,41610,KR-41,2950441,0,0.0,2021
양주시,양주시,41630,KR-41,2067402,0,0.0,2021
포천시,포천시,41650,KR-41,3119100,0,0.0,2021
여주시,여주시,41670,KR-41,2929188,0,0.0,2021
연천군,연천군,41800,KR-41,787533,0,0.0,2021
가평군,가평군,41820,KR-41,3119667,0,0.0,2021
양평군,양평군,41830,KR-41,2590377,0,0.0,2021
청주시,청주시,43110,KR-43,4827959,0,0.0,2021
충주시,충주시,43130,KR-43,1939976,0,0.0,2021
제천시,제천시,43150,KR-43,1228403,0,0.0,2021
보은군,보은군,43720,KR-43,303369,0,0.0,2021
옥천군,옥천군,43730,KR-43,252726,0,0.0,2021
영동군,영동군,43740,KR-43,158830,0,0.0,2021
증평군,증평군,43745,KR-43,269180,0,0.0,2021
진천군,진천군,43750,KR-43,736117,0,0.0,2021
괴산군,괴산군,43760,KR-43,363384,0,0.0,2021
음성군,음성군,43770,KR-43,680882,0,0.0,2021
단양군,단양군,43800,KR-43,929242,0,0.0,2021
천안시,천안시,44130,KR-44,4337163,0,0.0,2021
공주시,공주시,44150,KR-44,1356082,0,0.0,2021
보령시,보령시,44180,KR-44,1575741,0,0.0,2021
아산시,아산시,44200,KR-44,2486625,0,0.0,2021
서산시,서산시,44210,KR-44,1258762,0,0.0,2021
논산시,논산시,44230,KR-44,719039,0,0.0,2021
계룡시,계룡시,44250,KR-44,168718,0,0.0,2021
당진시,당진시,44270,KR-44,1593977,0,0.0,2021
금산군,금산군,44710,KR-44,242381,0,0.0,2021
부여군,부여군,44760,KR-44,671923,0,0.0,2021
서천군,서천군,44770,KR-44,526621,0,0.0,2021
청양군,청양군,44790,KR-44,131557,0,0.0,2021
홍성군,홍성군,44800,KR-44,517636,0,0.0,2021
예산군,예산군,44810,KR-44,801336,0,0.0,2021
태안군,태안군,44825,KR-44,2513033,0,0.0,2021
포항시,포항시,47110,KR-47,3254159,0,0.0,2021
경주시,경주시,47130,KR-47,5150585,0,0.0,2021
김천시,김천시,47150,KR-47,609610,0,0.0,2021
안동시,안동시,47170,KR-47,830649,0,0.0,2021
구미시,구미시,47190,KR-47,1175933,0,0.0,2021
영주시,영주시,47210,KR-47,429429,0,0.0,2021
영천시,영천시,47230,KR-47,432853,0,0.0,2021
상주시,상주시,47250,KR-47,319821,0,0.0,2021
문경시,문경시,47280,KR-47,553876,0,0.0,2021
경산시,경산시,47290,KR-47,754203,0,0.0,2021
의성군,의성군,47730,KR-47,141386,0,0.0,2021
청송군,청송군,47750,KR-47,205878,0,0.0,2021
영양군,영양군,47760,KR-47,21689,0,0.0,2021
영덕군,영덕군,47770,KR-47,690823,0,0.0,2021
청도군,청도군,47820,KR-47,663866,0,0.0,2021
고령군,고령군,47830,KR-47,165740,0,0.0,2021
성주군,성주군,47840,KR-47,149263,0,0.0,2021
칠곡군,칠곡군,47850,KR-47,545261,0,0.0,2021
예천군,예천군,47900,KR-47,223797,0,0.0,2021
봉화군,봉화군,47920,KR-47,123943,0,0.0,2021
울진군,울진군,47930,KR-47,649728,0,0.0,2021
울릉군,울릉군,47940,KR-47,77826,0,0.0,2021
창원시,창원시,48120,KR-48,4204421,0,0.0,2021
진주시,진주시,48170,KR-48,1032554,0,0.0,2021
통영시,통영시,48220,KR-48,1481860,0,0.0,2021
사천시,사천시,48240,KR-48,830289,0,0.0,2021
김해시,김해시,48250,KR-48,2225049,0,0.0,2021
밀양시,밀양시,48270,KR-48,869620,0,0.0,2021
거제시,거제시,48310,KR-48,2185071,0,0.0,2021
양산시,양산시,48330,KR-48,1808740,0,0.0,2021
의령군,의령군,48720,KR-48,136452,0,0.0,2021
함안군,함안군,48730,KR-48,274363,0,0.0,2021
창녕군,창녕군,48740,KR-48,336153,0,0.0,2021
고성군,고성군,48820,KR-48,353223,0,0.0,2021
남해군,남해군,48840,KR-48,1005618,0,0.0,2021
하동군,하동군,48850,KR-48,567690,0,0.0,2021
산청군,산청군,48860,KR-48,248598,0,0.0,2021
함양군,함양군,48870,KR-48,204441,0,0.0,2021
거창군,거창군,48880,KR-48,224197,0,0.0,2021
합천군,합천군,48890,KR-48,338731,0,0.0,2021
제주시,제주시,50110,KR-50,11243345,0,0.0,2021
서귀포시,서귀포시,50130,KR-50,8459791,0,0.0,2021
춘천시,춘천시,51110,KR-51,3212003,0,0.0,2021
원주시,원주시,51130,KR-51,2416666,0,0.0,2021
강릉시,강릉시,51150,KR-51,5569772,0,0.0,2021
동해시,동해시,51170,KR-51,763217,0,0.0,2021
태백시,태백시,51190,KR-51,275300,0,0.0,2021
속초시,속초시,51210,KR-51,4382012,0,0.0,2021
삼척시,삼척시,51230,KR-51,1259026,0,0.0,2021
홍천군,홍천군,51720,KR-51,1514684,0,0.0,2021
횡성군,횡성군,51730,KR-51,828887,0,0.0,2021
영월군,영월군,51750,KR-51,593809,0,0.0,2021
평창군,평창군,51760,KR-51,2116144,0,0.0,2021
정선군,정선군,51770,KR-51,851305,0,0.0,2021
철원군,철원군,51780,KR-51,547521,0,0.0,2021
화천군,화천군,51790,KR-51,148787,0,0.0,2021
양구군,양구군,51800,KR-51,117582,0,0.0,2021
인제군,인제군,51810,KR-51,489351,0,0.0,2021
고성군,고성군,51820,KR-51,2037239,0,0.0,2021
양양군,양양군,51830,KR-51,2316838,0,0.0,2021
전주시,전주시,52110,KR-52,3175999,0,0.0,2021
군산시,군산시,52130,KR-52,2015940,0,0.0,2021
익산시,익산시,52140,KR-52,891194,0,0.0,2021
정읍시,정읍시,52180,KR-52,421795,0,0.0,2021
남원시,남원시,52190,KR-52,494389,0,0.0,2021
김제시,김제시,52210,KR-52,350546,0,0.0,2021
완주군,완주군,52710,KR-52,601653,0,0.0,2021
진안군,진안군,52720,KR-52,168353,0,0.0,2021
무주군,무주군,52730,KR-52,401838,0,0.0,2021
장수군,장수군,52740,KR-52,56752,0,0.0,2021
임실군,임실군,52750,KR-52,187364,0,0.0,2021
순창군,순창군,52770,KR-52,209521,0,0.0,2021
고창군,고창군,52790,KR-52,478974,0,0.0,2021
부안군,부안군,52800,KR-52,851580,0,0.0,2021
종로구,종로구,11110,KR-11,3275565,0,0.0,2022
중구,중구,11140,KR-11,4964661,0,0.0,2022
용산구,용산구,11170,KR-11,4552749,0,0.0,2022
성동구,성동구,11200,KR-11,1501116,0,0.0,2022
광진구,광진구,11215,KR-11,2406617,0,0.0,2022
동대문구,동대문구,11230,KR-11,1030785,0,0.0,2022
중랑구,중랑구,11260,KR-11,621571,0,0.0,2022
성북구,성북구,11290,KR-11,1024577,0,0.0,2022
강북구,강북구,11305,KR-11,1018714,0,0.0,2022
도봉구,도봉구,11320,KR-11,534293,0,0.0,2022
노원구,노원구,11350,KR-11,1450918,0,0.0,2022
은평구,은평구,11380,KR-11,1179406,0,0.0,2022
서대문구,서대문구,11410,KR-11,1075623,0,0.0,2022
마포구,마포구,11440,KR-11,3213181,0,0.0,2022
양천구,양천구,11470,KR-11,1404504,0,0.0,2022
강서구,강서구,11500,KR-11,5532615,0,0.0,2022
구로구,구로구,11530,KR-11,1045259,0,0.0,2022
금천구,금천구,11545,KR-11,814449,0,0.0,2022
영등포구,영등포구,11560,KR-11,5191692,0,0.0,2022
동작구,동작구,11590,KR-11,1094383,0,0.0,2022
관악구,관악구,11620,KR-11,860597,0,0.0,2022
서초구,서초구,11650,KR-11,5535294,0,0.0,2022
강남구,강남구,11680,KR-11,10302832,0,0.0,2022
송파구,송파구,11710,KR-11,6671043,0,0.0,2022
강동구,강동구,11740,KR-11,1429148,0,0.0,2022
목포시,목포시,12110,KR-12,1537473,0,0.0,2022
여수시,여수시,12130,KR-12,3588249,0,0.0,2022
순천시,순천시,12150,KR-12,1624691,0,0.0,2022
나주시,나주시,12170,KR-12,783009,0,0.0,2022
광양시,광양시,12190,KR-12,639954,0,0.0,2022
동구,동구,12210,KR-12,709683,0,0.0,2022
서구,서구,12240,KR-12,2141703,0,0.0,2022
남구,남구,12270,KR-12,479275,0,0.0,2022
북구,북구,12300,KR-12,1162628,0,0.0,2022
광산구,광산구,12330,KR-12,1734606,0,0.0,2022
담양군,담양군,12710,KR-12,1201210,0,0.0,2022
곡성군,곡성군,12720,KR-12,220098,0,0.0,2022
구례군,구례군,12730,KR-12,441601,0,0.0,2022
고흥군,고흥군,12740,KR-12,391930,0,0.0,2022
보성군,보성군,12750,KR-12,350400,0,0.0,2022
화순군,화순군,12760,KR-12,455154,0,0.0,2022
장흥군,장흥군,12770,KR-12,174879,0,0.0,2022
강진군,강진군,12780,KR-12,248834,0,0.0,2022
해남군,해남군,12790,KR-12,379111,0,0.0,2022
영암군,영암군,12800,KR-12,216485,0,0.0,2022
무안군,무안군,12810,KR-12,481979,0,0.0,2022
함평군,함평군,12820,KR-12,220365,0,0.0,2022
영광군,영광군,12830,KR-12,422100,0,0.0,2022
장성군,장성군,12840,KR-12,406178,0,0.0,2022
완도군,완도군,12850,KR-12,349379,0,0.0,2022
진도군,진도군,12860,KR-12,413558,0,0.0,2022
신안군,신안군,12870,KR-12,261560,0,0.0,2022
중구,중구,26110,KR-26,813060,0,0.0,2022
서구,서구,26140,KR-26,443174,0,0.0,2022
동구,동구,26170,KR-26,766713,0,0.0,2022
영도구,영도구,26200,KR-26,730454,0,0.0,2022
부산진구,부산진구,26230,KR-26,1701203,0,0.0,2022
동래구,동래구,26260,KR-26,995793,0,0.0,2022
남구,남구,26290,KR-26,920706,0,0.0,2022
북구,북구,26320,KR-26,548190,0,0.0,2022
해운대구,해운대구,26350,KR-26,4926973,0,0.0,2022
사하구,사하구,26380,KR-26,755050,0,0.0,2022
금정구,금정구,26410,KR-26,921166,0,0.0,2022
강서구,강서구,26440,KR-26,2350778,0,0.0,2022
연제구,연제구,26470,KR-26,385203,0,0.0,2022
수영구,수영구,26500,KR-26,1322819,0,0.0,2022
사상구,사상구,26530,KR-26,878254,0,0.0,2022
기장군,기장군,26710,KR-26,4291796,0,0.0,2022
중구,중구,27110,KR-27,1306250,0,0.0,2022
동구,동구,27140,KR-27,3000665,0,0.0,2022
서구,서구,27170,KR-27,399142,0,0.0,2022
남구,남구,27200,KR-27,640760,0,0.0,2022
북구,북구,27230,KR-27,1486216,0,0.0,2022
수성구,수성구,27260,KR-27,2241627,0,0.0,2022
달서구,달서구,27290,KR-27,1682869,0,0.0,2022
달성군,달성군,27710,KR-27,1169551,0,0.0,2022
군위군,군위군,27720,KR-27,320749,0,0.0,2022
중구,중구,28110,KR-28,8387948,0,0.0,2022
동구,동구,28140,KR-28,144772,0,0.0,2022
미추홀구,미추홀구,28177,KR-28,1993660,0,0.0,2022
연수구,연수구,28185,KR-28,5435035,0,0.0,2022
남동구,남동구,28200,KR-28,2918178,0,0.0,2022
부평구,부평구,28237,KR-28,1402051,0,0.0,2022
계양구,계양구,28245,KR-28,1084527,0,0.0,2022
서구,서구,28260,KR-28,2936117,0,0.0,2022
강화군,강화군,28710,KR-28,2987073,0,0.0,2022
옹진군,옹진군,28720,KR-28,664206,0,0.0,2022
동구,동구,30110,KR-30,1489452,0,0.0,2022
중구,중구,30140,KR-30,1187176,0,0.0,2022
서구,서구,30170,KR-30,2118451,0,0.0,2022
유성구,유성구,30200,KR-30,3847556,0,0.0,2022
대덕구,대덕구,30230,KR-30,667302,0,0.0,2022
중구,중구,31110,KR-31,583149,0,0.0,2022
남구,남구,31140,KR-31,1879891,0,0.0,2022
동구,동구,31170,KR-31,597825,0,0.0,2022
북구,북구,31200,KR-31,999493,0,0.0,2022
울주군,울주군,31710,KR-31,2070143,0,0.0,2022
세종특별자치시,세종특별자치시,36110,KR-36,2893991,0,0.0,2022
수원시,수원시,41110,KR-41,10554642,0,0.0,2022
성남시,성남시,41130,KR-41,7700886,0,0.0,2022
의정부시,의정부시,41150,KR-41,2265367,0,0.0,2022
안양시,안양시,41170,KR-41,2690203,0,0.0,2022
부천시,부천시,41190,KR-41,3565137,0,0.0,2022
광명시,광명시,41210,KR-41,3024018,0,0.0,2022
평택시,평택시,41220,KR-41,4008259,0,0.0,2022
동두천시,동두천시,41250,KR-41,500853,0,0.0,2022
안산시,안산시,41270,KR-41,4056548,0,0.0,2022
고양시,고양시,41280,KR-41,11799847,0,0.0,2022
과천시,과천시,41290,KR-41,1370295,0,0.0,2022
구리시,구리시,41310,KR-41,1762365,0,0.0,2022
남양주시,남양주시,41360,KR-41,6780431,0,0.0,2022
오산시,오산시,41370,KR-41,1510068,0,0.0,2022
시흥시,시흥시,41390,KR-41,4272597,0,0.0,2022
군포시,군포시,41410,KR-41,718480,0,0.0,2022
의왕시,의왕시,41430,KR-41,2282220,0,0.0,2022
하남시,하남시,41450,KR-41,4931170,0,0.0,2022
용인시,용인시,41460,KR-41,11651218,0,0.0,2022
파주시,파주시,41480,KR-41,7572772,0,0.0,2022
이천시,이천시,41500,KR-41,3294197,0,0.0,2022
안성시,안성시,41550,KR-41,3062561,0,0.0,2022
김포시,김포시,41570,KR-41,4619874,0,0.0,2022
화성시,화성시,41590,KR-41,8550224,0,0.0,2022
광주시,광주시,41610,KR-41,3538746,0,0.0,2022
양주시,양주시,41630,KR-41,2495079,0,0.0,2022
포천시,포천시,41650,KR-41,3425093,0,0.0,2022
여주시,여주시,41670,KR-41,3184482,0,0.0,2022
연천군,연천군,41800,KR-41,839389,0,0.0,2022
가평군,가평군,41820,KR-41,3598467,0,0.0,2022
양평군,양평군,41830,KR-41,2677473,0,0.0,2022
청주시,청주시,43110,KR-43,6084124,0,0.0,2022
