BASE_DATE,SIDO_NM,TMAP_CATE_MCLS_NM,SRCH_CNT,SPPY_SRCH_CNT,_YEAR
202310,전국,쇼핑,5765127,0,2023
202310,전국,숙박,4523706,0,2023
202310,전국,음식,17246697,0,2023
202310,전국,역사관광,1684290,0,2023
202310,전국,자연관광,2412019,0,2023
202310,전국,체험관광,296008,0,2023
202310,전국,레저스포츠,2656295,0,2023
202311,전국,기타관광,3790616,0,2023
202311,전국,문화관광,4105387,0,2023
202311,전국,쇼핑,5415637,0,2023
202311,전국,숙박,3820174,0,2023
202311,전국,음식,15060413,0,2023
202311,전국,역사관광,1088334,0,2023
202311,전국,자연관광,1397077,0,2023
202311,전국,체험관광,195753,0,2023
202311,전국,레저스포츠,2016100,0,2023
202312,전국,기타관광,3656725,0,2023
202312,전국,문화관광,4149595,0,2023
202312,전국,쇼핑,5951424,0,2023
202312,전국,숙박,4165298,0,2023
202312,전국,음식,17408600,0,2023
202312,전국,역사관광,767603,0,2023
202312,전국,자연관광,1241245,0,2023
202312,전국,체험관광,252709,0,2023
202312,전국,레저스포츠,1249527,0,2023
202401,전국,전체,33775060,0,2024
202402,전국,전체,33870993,0,2024
202403,전국,전체,40011069,0,2024
202404,전국,전체,40388013,0,2024
202405,전국,전체,46248820,0,2024
202406,전국,전체,45842350,0,2024
202407,전국,전체,49171271,0,2024
202408,전국,전체,54684556,0,2024
202409,전국,전체,46922265,0,2024
202410,전국,전체,48397388,0,2024
202411,전국,전체,39599844,0,2024
202412,전국,전체,36570114,0,2024
202401,전국,기타관광,3454652,0,2024
202401,전국,문화관광,3513754,0,2024
202401,전국,쇼핑,4979620,0,2024
202401,전국,숙박,3482939,0,2024
202401,전국,음식,15000337,0,2024
202401,전국,역사관광,764628,0,2024
202401,전국,자연관광,1199263,0,2024
202401,전국,체험관광,238808,0,2024
202401,전국,레저스포츠,1141059,0,2024
202402,전국,기타관광,3517442,0,2024
202402,전국,문화관광,3764941,0,2024
202402,전국,쇼핑,5142782,0,2024
202402,전국,숙박,3291468,0,2024
202402,전국,음식,14549591,0,2024
202402,전국,역사관광,896192,0,2024
202402,전국,자연관광,1216437,0,2024
202402,전국,체험관광,236924,0,2024
202402,전국,레저스포츠,1255216,0,2024
202403,전국,기타관광,3821443,0,2024
202403,전국,문화관광,4947938,0,2024
202403,전국,쇼핑,5644090,0,2024
202403,전국,숙박,3568140,0,2024
202403,전국,음식,17084045,0,2024
202403,전국,역사관광,1141899,0,2024
202403,전국,자연관광,1600847,0,2024
202403,전국,체험관광,246910,0,2024
202403,전국,레저스포츠,1955757,0,2024
202404,전국,기타관광,4003578,0,2024
202404,전국,문화관광,5524280,0,2024
202404,전국,쇼핑,5138654,0,2024
202404,전국,숙박,3712256,0,2024
202404,전국,음식,16218399,0,2024
202404,전국,역사관광,1338448,0,2024
202404,전국,자연관광,1873855,0,2024
202404,전국,체험관광,209552,0,2024
202404,전국,레저스포츠,2368991,0,2024
202405,전국,기타관광,4360428,0,2024
202405,전국,문화관광,6035570,0,2024
202405,전국,쇼핑,5842253,0,2024
202405,전국,숙박,4433195,0,2024
202405,전국,음식,18877028,0,2024
202405,전국,역사관광,1538493,0,2024
202405,전국,자연관광,2165227,0,2024
202405,전국,체험관광,239627,0,2024
202405,전국,레저스포츠,2756999,0,2024
202406,전국,기타관광,3996994,0,2024
202406,전국,문화관광,5427041,0,2024
202406,전국,쇼핑,5482495,0,2024
202406,전국,숙박,4475299,0,2024
202406,전국,음식,20377158,0,2024
202406,전국,역사관광,1131857,0,2024
202406,전국,자연관광,2123159,0,2024
202406,전국,체험관광,236131,0,2024
202406,전국,레저스포츠,2592216,0,2024
202407,전국,기타관광,3702302,0,2024
202407,전국,문화관광,4807298,0,2024
202407,전국,쇼핑,5351826,0,2024
202407,전국,숙박,4431199,0,2024
202407,전국,음식,25566019,0,2024
202407,전국,레저스포츠,2153346,0,2024
202407,전국,역사관광,900426,0,2024
202407,전국,자연관광,2067050,0,2024
202407,전국,체험관광,191805,0,2024
202408,전국,기타관광,4190085,0,2024
202408,전국,문화관광,5676671,0,2024
202408,전국,쇼핑,5830255,0,2024
202408,전국,숙박,5689072,0,2024
202408,전국,음식,26397073,0,2024
202408,전국,레저스포츠,2398476,0,2024
202408,전국,역사관광,1136323,0,2024
202408,전국,자연관광,3128165,0,2024
202408,전국,체험관광,238436,0,2024
202409,전국,기타관광,4110280,0,2024
202409,전국,문화관광,5140865,0,2024
202409,전국,쇼핑,5757329,0,2024
202409,전국,숙박,4039317,0,2024
202409,전국,음식,22000008,0,2024
202409,전국,역사관광,1193550,0,2024
202409,전국,자연관광,2111032,0,2024
202409,전국,체험관광,230369,0,2024
202409,전국,레저스포츠,2339515,0,2024
202410,전국,기타관광,4385006,0,2024
202410,전국,문화관광,6272898,0,2024
202410,전국,쇼핑,5670346,0,2024
202410,전국,숙박,4416944,0,2024
202410,전국,음식,21069030,0,2024
202410,전국,역사관광,1515261,0,2024
202410,전국,자연관광,2139978,0,2024
202410,전국,체험관광,287116,0,2024
202410,전국,레저스포츠,2640809,0,2024
202411,전국,기타관광,4057847,0,2024
202411,전국,문화관광,4618370,0,2024
202411,전국,쇼핑,5408808,0,2024
202411,전국,숙박,3944084,0,2024
202411,전국,음식,16227246,0,2024
202411,전국,역사관광,1400275,0,2024
202411,전국,자연관광,1649102,0,2024
202411,전국,체험관광,211284,0,2024
202411,전국,레저스포츠,2082828,0,2024
202412,전국,기타관광,3467108,0,2024
202412,전국,문화관광,3816388,0,2024
202412,전국,쇼핑,5739344,0,2024
202412,전국,숙박,3724793,0,2024
202412,전국,음식,16519344,0,2024
202412,전국,역사관광,781102,0,2024
202412,전국,자연관광,1123833,0,2024
202412,전국,체험관광,235066,0,2024
202412,전국,레저스포츠,1163136,0,2024
202501,전국,전체,34369650,0,2025
202502,전국,전체,30100923,0,2025
202503,전국,전체,36952552,0,2025
202504,전국,전체,37386066,0,2025
202505,전국,전체,45095647,0,2025
202506,전국,전체,40426087,0,2025
202507,전국,전체,41341751,0,2025
202508,전국,전체,46897672,0,2025
202509,전국,전체,37099346,0,2025
202510,전국,전체,68358813,0,2025
202511,전국,전체,43060739,0,2025
202512,전국,전체,36015294,0,2025
202501,전국,기타관광,3512246,0,2025
202501,전국,문화관광,3563736,0,2025
202501,전국,쇼핑,5250896,0,2025
202501,전국,숙박,3430821,0,2025
202501,전국,음식,15075151,0,2025
202501,전국,역사관광,910836,0,2025
202501,전국,자연관광,1262201,0,2025
202501,전국,체험관광,270824,0,2025
202501,전국,레저스포츠,1092939,0,2025
202502,전국,기타관광,2973720,0,2025
202502,전국,문화관광,3248517,0,2025
202502,전국,쇼핑,4488051,0,2025
202502,전국,숙박,3007964,0,2025
202502,전국,음식,13464952,0,2025
202502,전국,역사관광,716378,0,2025
202502,전국,자연관광,961944,0,2025
202502,전국,체험관광,219498,0,2025
202502,전국,레저스포츠,1019899,0,2025
202503,전국,기타관광,3458354,0,2025
202503,전국,문화관광,4274879,0,2025
202503,전국,쇼핑,5291949,0,2025
202503,전국,숙박,3213849,0,2025
202503,전국,음식,16232601,0,2025
202503,전국,역사관광,1044041,0,2025
202503,전국,자연관광,1391222,0,2025
202503,전국,체험관광,251791,0,2025
202503,전국,레저스포츠,1793866,0,2025
202504,전국,기타관광,3687353,0,2025
202504,전국,문화관광,4845978,0,2025
202504,전국,쇼핑,4846024,0,2025
202504,전국,숙박,3344308,0,2025
202504,전국,음식,15438670,0,2025
202504,전국,역사관광,1269396,0,2025
202504,전국,자연관광,1557181,0,2025
202504,전국,체험관광,210150,0,2025
202504,전국,레저스포츠,2187006,0,2025
202505,전국,기타관광,4165286,0,2025
202505,전국,문화관광,5903285,0,2025
202505,전국,쇼핑,5567152,0,2025
202505,전국,숙박,4223657,0,2025
202505,전국,역사관광,1617945,0,2025
202505,전국,음식,18601445,0,2025
202505,전국,자연관광,2105949,0,2025
202505,전국,체험관광,345709,0,2025
202505,전국,레저스포츠,2565219,0,2025
202506,전국,기타관광,3663780,0,2025
202506,전국,문화관광,5002985,0,2025
202506,전국,쇼핑,5080621,0,2025
202506,전국,숙박,3783142,0,2025
202506,전국,역사관광,1146795,0,2025
202506,전국,음식,17125593,0,2025
202506,전국,자연관광,1912243,0,2025
202506,전국,체험관광,333968,0,2025
202506,전국,레저스포츠,2376960,0,2025
202507,전국,기타관광,3450471,0,2025
202507,전국,문화관광,4627770,0,2025
202507,전국,쇼핑,5232232,0,2025
202507,전국,숙박,4328420,0,2025
202507,전국,역사관광,915477,0,2025
202507,전국,음식,18350699,0,2025
202507,전국,레저스포츠,2067874,0,2025
202507,전국,자연관광,2055149,0,2025
202507,전국,체험관광,313659,0,2025
202508,전국,기타관광,3901664,0,2025
202508,전국,문화관광,5522372,0,2025
202508,전국,쇼핑,5592969,0,2025
202508,전국,숙박,5016691,0,2025
202508,전국,역사관광,1213421,0,2025
202508,전국,음식,20281592,0,2025
202508,전국,레저스포츠,2216792,0,2025
202508,전국,자연관광,2804616,0,2025
202508,전국,체험관광,347555,0,2025
202509,전국,기타관광,3433431,0,2025
202509,전국,문화관광,4479557,0,2025
202509,전국,쇼핑,5034036,0,2025
202509,전국,숙박,3475885,0,2025
202509,전국,역사관광,1001148,0,2025
202509,전국,음식,15556201,0,2025
202509,전국,자연관광,1585165,0,2025
202509,전국,체험관광,313436,0,2025
202509,전국,레저스포츠,2220487,0,2025
202510,전국,기타관광,6411485,0,2025
202510,전국,문화관광,8774878,0,2025
202510,전국,쇼핑,8656920,0,2025
202510,전국,숙박,6489428,0,2025
202510,전국,역사관광,2559132,0,2025
202510,전국,음식,28003063,0,2025
202510,전국,자연관광,3066701,0,2025
202510,전국,체험관광,621340,0,2025
202510,전국,레저스포츠,3775866,0,2025
202511,전국,기타관광,4211237,0,2025
202511,전국,문화관광,5228380,0,2025
202511,전국,쇼핑,5908400,0,2025
202511,전국,숙박,4077447,0,2025
202511,전국,역사관광,1714314,0,2025
202511,전국,음식,17444274,0,2025
202511,전국,자연관광,1791939,0,2025
202511,전국,체험관광,374954,0,2025
202511,전국,레저스포츠,2309794,0,2025
202512,전국,기타관광,3287714,0,2025
202512,전국,문화관광,3785089,0,2025
202512,전국,쇼핑,5614455,0,2025
202512,전국,숙박,3540743,0,2025
202512,전국,역사관광,819748,0,2025
202512,전국,음식,16429352,0,2025
202512,전국,레저스포츠,1140656,0,2025
202512,전국,자연관광,1069805,0,2025
202512,전국,체험관광,327732,0,2025
202601,전국,전체,33629089,0,2026
202602,전국,전체,33454029,0,2026
202603,전국,전체,34707007,0,2026
202604,전국,전체,39201570,0,2026
202605,전국,전체,47171584,0,2026
202606,전국,전체,37995344,0,2026
202607,전국,전체,41976477,0,2026
202608,전국,전체,47145235,0,2026
202601,전국,기타관광,3219687,0,2026
202601,전국,문화관광,3506095,0,2026
202601,전국,쇼핑,5051524,0,2026
202601,전국,숙박,3281807,0,2026
202601,전국,역사관광,843208,0,2026
202601,전국,음식,15285012,0,2026
202601,전국,레저스포츠,974778,0,2026
202601,전국,자연관광,1108813,0,2026
202601,전국,체험관광,358165,0,2026
202602,전국,기타관광,3258866,0,2026
202602,전국,문화관광,3760961,0,2026
202602,전국,쇼핑,4991157,0,2026
202602,전국,숙박,3114094,0,2026
202602,전국,역사관광,1048287,0,2026
202602,전국,음식,14577807,0,2026
202602,전국,자연관광,1180266,0,2026
202602,전국,체험관광,335041,0,2026
202602,전국,레저스포츠,1187550,0,2026
202603,전국,기타관광,3262818,0,2026
202603,전국,문화관광,4266748,0,2026
202603,전국,쇼핑,4982710,0,2026
202603,전국,숙박,2870287,0,2026
202603,전국,역사관광,1134914,0,2026
202603,전국,음식,14855380,0,2026
202603,전국,자연관광,1235381,0,2026
202603,전국,체험관광,331808,0,2026
202603,전국,레저스포츠,1766961,0,2026
202604,전국,기타관광,3750513,0,2026
202604,전국,문화관광,4544627,0,2026
202604,전국,쇼핑,4271078,0,2026
202604,전국,숙박,3508786,0,2026
202604,전국,역사관광,1427208,0,2026
202604,전국,음식,16950366,0,2026
202604,전국,자연관광,1768361,0,2026
202604,전국,체험관광,351659,0,2026
202604,전국,레저스포츠,2628972,0,2026
202605,전국,기타관광,4125761,0,2026
202605,전국,문화관광,5619679,0,2026
202605,전국,쇼핑,5037381,0,2026
202605,전국,숙박,4339368,0,2026
202605,전국,역사관광,1779766,0,2026
202605,전국,음식,20527241,0,2026
202605,전국,자연관광,2381948,0,2026
202605,전국,체험관광,383077,0,2026
202605,전국,레저스포츠,2977363,0,2026
202606,전국,기타관광,3284609,0,2026
202606,전국,문화관광,4025002,0,2026
202606,전국,쇼핑,4153565,0,2026
202606,전국,숙박,3561004,0,2026
202606,전국,역사관광,1049419,0,2026
202606,전국,음식,17095667,0,2026
202606,전국,자연관광,1844131,0,2026
202606,전국,체험관광,317459,0,2026
202606,전국,레저스포츠,2664488,0,2026
202607,전국,기타관광,3372516,0,2026
202607,전국,문화관광,4317118,0,2026
202607,전국,쇼핑,4528497,0,2026
202607,전국,숙박,4351076,0,2026
202607,전국,역사관광,1018878,0,2026
202607,전국,음식,19421451,0,2026
202607,전국,레저스포츠,2352187,0,2026
202607,전국,자연관광,2298762,0,2026
202607,전국,체험관광,315992,0,2026
202608,전국,기타관광,3725083,0,2026
202608,전국,문화관광,5248642,0,2026
202608,전국,쇼핑,4932833,0,2026
202608,전국,숙박,4972631,0,2026
202608,전국,역사관광,1219395,0,2026
202608,전국,음식,21343850,0,2026
202608,전국,레저스포츠,2426813,0,2026
202608,전국,자연관광,2924546,0,2026
202608,전국,체험관광,351442,0,2026
