BASE_DATE,SIDO_NM,TMAP_CATE_MCLS_NM,SRCH_CNT,SPPY_SRCH_CNT
202101,전국,쇼핑,3652821,0
202101,전국,숙박,1975927,0
202101,전국,음식,7362415,0
202101,전국,문화관광,1880189,0
202101,전국,역사관광,643955,0
202101,전국,자연관광,1315207,0
202101,전국,체험관광,85587,0
202101,전국,레저스포츠,699444,0
202107,전국,기타관광,2969238,0
202107,전국,문화관광,3347254,0
202107,전국,쇼핑,4210218,0
202107,전국,숙박,3896516,0
202107,전국,음식,13357900,0
202107,전국,역사관광,876647,0
202107,전국,자연관광,2663483,0
202107,전국,체험관광,126296,0
202107,전국,레저스포츠,2071431,0
202402,전국,기타관광,3517442,0
202402,전국,문화관광,3764941,0
202402,전국,쇼핑,5142782,0
202402,전국,숙박,3291468,0
202402,전국,음식,14549591,0
202402,전국,역사관광,896192,0
202402,전국,자연관광,1216437,0
202402,전국,체험관광,236924,0
202402,전국,레저스포츠,1255216,0
202405,전국,기타관광,4360428,0
202405,전국,문화관광,6035570,0
202405,전국,쇼핑,5842253,0
202405,전국,숙박,4433195,0
202405,전국,음식,18877028,0
202405,전국,역사관광,1538493,0
202405,전국,자연관광,2165227,0
202405,전국,체험관광,239627,0
202405,전국,레저스포츠,2756999,0
202411,전국,기타관광,4057847,0
202411,전국,문화관광,4618370,0
202411,전국,쇼핑,5408808,0
202411,전국,숙박,3944084,0
202411,전국,음식,16227246,0
202411,전국,역사관광,1400275,0
202411,전국,자연관광,1649102,0
202411,전국,체험관광,211284,0
202411,전국,레저스포츠,2082828,0
202502,전국,기타관광,2973720,0
202502,전국,문화관광,3248517,0
202502,전국,쇼핑,4488051,0
202502,전국,숙박,3007964,0
202502,전국,음식,13464952,0
202502,전국,역사관광,716378,0
202502,전국,자연관광,961944,0
202502,전국,체험관광,219498,0
202502,전국,레저스포츠,1019899,0
202505,전국,기타관광,4165286,0
202505,전국,문화관광,5903285,0
202505,전국,쇼핑,5567152,0
202505,전국,숙박,4223657,0
202505,전국,역사관광,1617945,0
202505,전국,음식,18601445,0
202505,전국,자연관광,2105949,0
202505,전국,체험관광,345709,0
202505,전국,레저스포츠,2565219,0
202510,전국,기타관광,6411485,0
202510,전국,문화관광,8774878,0
202510,전국,쇼핑,8656920,0
202510,전국,숙박,6489428,0
202510,전국,역사관광,2559132,0
202510,전국,음식,28003063,0
202510,전국,자연관광,3066701,0
202510,전국,체험관광,621340,0
202510,전국,레저스포츠,3775866,0
201806,전국,기타관광,1939888,0
201806,전국,쇼핑,2261629,0
201806,전국,숙박,1443192,0
201806,전국,음식,4837686,0
201806,전국,문화관광,2467325,0
201806,전국,역사관광,536255,0
201806,전국,자연관광,1228137,0
201806,전국,체험관광,113065,0
201806,전국,레저스포츠,1113963,0
201909,전국,기타관광,3092126,0
201909,전국,쇼핑,3691164,0
201909,전국,숙박,2253478,0
201909,전국,음식,7730656,0
201909,전국,문화관광,3229098,0
201909,전국,역사관광,808927,0
201909,전국,자연관광,1442023,0
201909,전국,체험관광,161843,0
201909,전국,레저스포츠,1365828,0
202210,전국,기타관광,4654618,0
202210,전국,문화관광,5967202,0
202210,전국,쇼핑,5900749,0
202210,전국,숙박,5002762,0
202210,전국,음식,17492923,0
202210,전국,역사관광,1676035,0
202210,전국,자연관광,2595720,0
202210,전국,체험관광,275902,0
202210,전국,레저스포츠,2647167,0
201812,전국,기타관광,2038827,0
201812,전국,문화관광,2290040,0
201812,전국,쇼핑,3062764,0
201812,전국,숙박,1698639,0
201812,전국,음식,5964946,0
201812,전국,역사관광,473702,0
201812,전국,자연관광,814758,0
201812,전국,체험관광,141180,0
201812,전국,레저스포츠,607441,0
201902,전국,기타관광,2068952,0
201902,전국,쇼핑,2682800,0
201902,전국,숙박,1381496,0
201902,전국,음식,5218274,0
201902,전국,문화관광,2247464,0
201902,전국,역사관광,567979,0
201902,전국,자연관광,863899,0
201902,전국,체험관광,140987,0
201902,전국,레저스포츠,620864,0
202506,전국,기타관광,3663780,0
202506,전국,문화관광,5002985,0
202506,전국,쇼핑,5080621,0
202506,전국,숙박,3783142,0
202506,전국,역사관광,1146795,0
202506,전국,음식,17125593,0
202506,전국,자연관광,1912243,0
202506,전국,체험관광,333968,0
202506,전국,레저스포츠,2376960,0
202604,전국,기타관광,3750513,0
202604,전국,문화관광,4544627,0
202604,전국,쇼핑,4271078,0
202604,전국,숙박,3508786,0
202604,전국,역사관광,1427208,0
202604,전국,음식,16950366,0
202604,전국,자연관광,1768361,0
202604,전국,체험관광,351659,0
202604,전국,레저스포츠,2628972,0
202605,전국,기타관광,4125761,0
202605,전국,문화관광,5619679,0
202605,전국,쇼핑,5037381,0
202605,전국,숙박,4339368,0
202605,전국,역사관광,1779766,0
202605,전국,음식,20527241,0
202605,전국,자연관광,2381948,0
202605,전국,체험관광,383077,0
202605,전국,레저스포츠,2977363,0
202606,전국,기타관광,3284609,0
202606,전국,문화관광,4025002,0
202606,전국,쇼핑,4153565,0
202606,전국,숙박,3561004,0
202606,전국,역사관광,1049419,0
202606,전국,음식,17095667,0
202606,전국,자연관광,1844131,0
202606,전국,체험관광,317459,0
202606,전국,레저스포츠,2664488,0
202607,전국,기타관광,3372516,0
202607,전국,문화관광,4317118,0
202607,전국,쇼핑,4528497,0
202607,전국,숙박,4351076,0
202607,전국,역사관광,1018878,0
202607,전국,음식,19421451,0
202607,전국,레저스포츠,2352187,0
202607,전국,자연관광,2298762,0
202607,전국,체험관광,315992,0
202608,전국,기타관광,3725083,0
202608,전국,문화관광,5248642,0
202608,전국,쇼핑,4932833,0
202608,전국,숙박,4972631,0
202608,전국,역사관광,1219395,0
202608,전국,음식,21343850,0
202608,전국,레저스포츠,2426813,0
202608,전국,자연관광,2924546,0
202608,전국,체험관광,351442,0
