DPTR_REGN_NM,DPTR_REGN_DTL_NM,TOU_NUM,TOU_NUM_SQRT,TOU_NUM_RATE,DTL_TOU_NUM,DTL_TOU_NUM_SQRT,DTL_TOU_NUM_RATE,_YEAR
충청남도,아산시,23475367,4845.0,5.0,3570872,1890.0,15.2,2023
충청남도,예산군,23475367,4845.0,5.0,1343787,1159.0,5.7,2023
충청남도,천안시,23475367,4845.0,5.0,6065162,2463.0,25.8,2023
충청남도,청양군,23475367,4845.0,5.0,179617,424.0,0.8,2023
충청남도,태안군,23475367,4845.0,5.0,2397063,1548.0,10.2,2023
충청남도,홍성군,23475367,4845.0,5.0,611319,782.0,2.6,2023
충청북도,괴산군,15126705,3889.0,3.2,380250,617.0,2.5,2023
충청북도,단양군,15126705,3889.0,3.2,1116000,1056.0,7.4,2023
충청북도,보은군,15126705,3889.0,3.2,334202,578.0,2.2,2023
충청북도,영동군,15126705,3889.0,3.2,212075,461.0,1.4,2023
충청북도,옥천군,15126705,3889.0,3.2,337113,581.0,2.2,2023
충청북도,음성군,15126705,3889.0,3.2,847199,920.0,5.6,2023
충청북도,제천시,15126705,3889.0,3.2,1564147,1251.0,10.3,2023
충청북도,증평군,15126705,3889.0,3.2,307681,555.0,2.0,2023
충청북도,진천군,15126705,3889.0,3.2,829007,910.0,5.5,2023
충청북도,청주시,15126705,3889.0,3.2,6933869,2633.0,45.8,2023
충청북도,충주시,15126705,3889.0,3.2,2265162,1505.0,15.0,2023
강원특별자치도,강릉시,34850405,5903.0,6.8,5931320,2435.0,17.0,2024
강원특별자치도,고성군,34850405,5903.0,6.8,2005876,1416.0,5.8,2024
강원특별자치도,동해시,34850405,5903.0,6.8,942780,971.0,2.7,2024
강원특별자치도,삼척시,34850405,5903.0,6.8,1285895,1134.0,3.7,2024
강원특별자치도,속초시,34850405,5903.0,6.8,5610968,2369.0,16.1,2024
강원특별자치도,양구군,34850405,5903.0,6.8,164873,406.0,0.5,2024
강원특별자치도,양양군,34850405,5903.0,6.8,2467497,1571.0,7.1,2024
강원특별자치도,영월군,34850405,5903.0,6.8,609126,780.0,1.7,2024
강원특별자치도,원주시,34850405,5903.0,6.8,3425158,1851.0,9.8,2024
강원특별자치도,인제군,34850405,5903.0,6.8,579447,761.0,1.7,2024
강원특별자치도,정선군,34850405,5903.0,6.8,1431932,1197.0,4.1,2024
강원특별자치도,철원군,34850405,5903.0,6.8,715979,846.0,2.1,2024
강원특별자치도,춘천시,34850405,5903.0,6.8,3870256,1967.0,11.1,2024
강원특별자치도,태백시,34850405,5903.0,6.8,418778,647.0,1.2,2024
강원특별자치도,평창군,34850405,5903.0,6.8,2415343,1554.0,6.9,2024
강원특별자치도,홍천군,34850405,5903.0,6.8,1840670,1357.0,5.3,2024
강원특별자치도,화천군,34850405,5903.0,6.8,193861,440.0,0.6,2024
강원특별자치도,횡성군,34850405,5903.0,6.8,940646,970.0,2.7,2024
경기도,가평군,157174855,12537.0,30.5,3901291,1975.0,2.5,2024
경기도,고양시,157174855,12537.0,30.5,13802421,3715.0,8.8,2024
경기도,과천시,157174855,12537.0,30.5,1672450,1293.0,1.1,2024
경기도,광명시,157174855,12537.0,30.5,3520598,1876.0,2.2,2024
경기도,광주시,157174855,12537.0,30.5,4200132,2049.0,2.7,2024
경기도,구리시,157174855,12537.0,30.5,2078387,1442.0,1.3,2024
경기도,군포시,157174855,12537.0,30.5,895676,946.0,0.6,2024
경기도,김포시,157174855,12537.0,30.5,5563632,2359.0,3.5,2024
경기도,남양주시,157174855,12537.0,30.5,8795039,2966.0,5.6,2024
경기도,동두천시,157174855,12537.0,30.5,641266,801.0,0.4,2024
경기도,부천시,157174855,12537.0,30.5,3973136,1993.0,2.5,2024
경기도,성남시,157174855,12537.0,30.5,8797018,2966.0,5.6,2024
경기도,수원시,157174855,12537.0,30.5,13831370,3719.0,8.8,2024
경기도,시흥시,157174855,12537.0,30.5,5151637,2270.0,3.3,2024
경기도,안산시,157174855,12537.0,30.5,4784934,2187.0,3.0,2024
경기도,안성시,157174855,12537.0,30.5,3434363,1853.0,2.2,2024
경기도,안양시,157174855,12537.0,30.5,3102873,1761.0,2.0,2024
경기도,양주시,157174855,12537.0,30.5,3333489,1826.0,2.1,2024
경기도,양평군,157174855,12537.0,30.5,3019153,1738.0,1.9,2024
경기도,여주시,157174855,12537.0,30.5,3770298,1942.0,2.4,2024
경기도,연천군,157174855,12537.0,30.5,1056460,1028.0,0.7,2024
경기도,오산시,157174855,12537.0,30.5,1913830,1383.0,1.2,2024
경기도,용인시,157174855,12537.0,30.5,13562234,3683.0,8.6,2024
경기도,의왕시,157174855,12537.0,30.5,2365024,1538.0,1.5,2024
경기도,의정부시,157174855,12537.0,30.5,2832071,1683.0,1.8,2024
경기도,이천시,157174855,12537.0,30.5,3571204,1890.0,2.3,2024
경기도,파주시,157174855,12537.0,30.5,8063503,2840.0,5.1,2024
경기도,평택시,157174855,12537.0,30.5,5171839,2274.0,3.3,2024
경기도,포천시,157174855,12537.0,30.5,3986388,1997.0,2.5,2024
경기도,하남시,157174855,12537.0,30.5,5604959,2367.0,3.6,2024
경기도,화성시,157174855,12537.0,30.5,10778180,3283.0,6.9,2024
경상남도,거제시,25779078,5077.0,5.0,2408813,1552.0,9.3,2024
경상남도,거창군,25779078,5077.0,5.0,431035,657.0,1.7,2024
경상남도,고성군,25779078,5077.0,5.0,486711,698.0,1.9,2024
경상남도,김해시,25779078,5077.0,5.0,3832194,1958.0,14.9,2024
경상남도,남해군,25779078,5077.0,5.0,916264,957.0,3.6,2024
경상남도,밀양시,25779078,5077.0,5.0,1170450,1082.0,4.5,2024
경상남도,사천시,25779078,5077.0,5.0,1140030,1068.0,4.4,2024
경상남도,산청군,25779078,5077.0,5.0,376142,613.0,1.5,2024
경상남도,양산시,25779078,5077.0,5.0,2755165,1660.0,10.7,2024
경상남도,의령군,25779078,5077.0,5.0,235828,486.0,0.9,2024
경상남도,진주시,25779078,5077.0,5.0,1781178,1335.0,6.9,2024
경상남도,창녕군,25779078,5077.0,5.0,460427,679.0,1.8,2024
경상남도,창원시,25779078,5077.0,5.0,6764649,2601.0,26.2,2024
경상남도,통영시,25779078,5077.0,5.0,1406843,1186.0,5.5,2024
경상남도,하동군,25779078,5077.0,5.0,564788,752.0,2.2,2024
경상남도,함안군,25779078,5077.0,5.0,396081,629.0,1.5,2024
경상남도,함양군,25779078,5077.0,5.0,253098,503.0,1.0,2024
경상남도,합천군,25779078,5077.0,5.0,399382,632.0,1.5,2024
경상북도,경산시,23557272,4854.0,4.6,1391004,1179.0,5.9,2024
경상북도,경주시,23557272,4854.0,4.6,5902873,2430.0,25.1,2024
경상북도,고령군,23557272,4854.0,4.6,204337,452.0,0.9,2024
경상북도,구미시,23557272,4854.0,4.6,2178408,1476.0,9.2,2024
경상북도,김천시,23557272,4854.0,4.6,895363,946.0,3.8,2024
경상북도,문경시,23557272,4854.0,4.6,793752,891.0,3.4,2024
경상북도,봉화군,23557272,4854.0,4.6,167929,410.0,0.7,2024
경상북도,상주시,23557272,4854.0,4.6,528336,727.0,2.2,2024
경상북도,성주군,23557272,4854.0,4.6,211333,460.0,0.9,2024
경상북도,안동시,23557272,4854.0,4.6,1294121,1138.0,5.5,2024
경상북도,영덕군,23557272,4854.0,4.6,788044,888.0,3.3,2024
경상북도,영양군,23557272,4854.0,4.6,37343,193.0,0.2,2024
경상북도,영주시,23557272,4854.0,4.6,647882,805.0,2.8,2024
경상북도,영천시,23557272,4854.0,4.6,684821,828.0,2.9,2024
경상북도,예천군,23557272,4854.0,4.6,270943,521.0,1.2,2024
경상북도,울릉군,23557272,4854.0,4.6,108360,329.0,0.5,2024
경상북도,울진군,23557272,4854.0,4.6,848484,921.0,3.6,2024
경상북도,의성군,23557272,4854.0,4.6,201602,449.0,0.9,2024
경상북도,청도군,23557272,4854.0,4.6,761183,872.0,3.2,2024
경상북도,청송군,23557272,4854.0,4.6,218327,467.0,0.9,2024
경상북도,칠곡군,23557272,4854.0,4.6,892201,945.0,3.8,2024
경상북도,포항시,23557272,4854.0,4.6,4530626,2129.0,19.2,2024
대구광역시,군위군,15392949,3923.0,3.0,385349,621.0,2.5,2024
대구광역시,남구,15392949,3923.0,3.0,804345,897.0,5.2,2024
대구광역시,달서구,15392949,3923.0,3.0,2141874,1464.0,13.9,2024
대구광역시,달성군,15392949,3923.0,3.0,1473702,1214.0,9.6,2024
대구광역시,동구,15392949,3923.0,3.0,3552259,1885.0,23.1,2024
대구광역시,북구,15392949,3923.0,3.0,2017260,1420.0,13.1,2024
대구광역시,서구,15392949,3923.0,3.0,610701,781.0,4.0,2024
대구광역시,수성구,15392949,3923.0,3.0,2879339,1697.0,18.7,2024
대구광역시,중구,15392949,3923.0,3.0,1528120,1236.0,9.9,2024
대전광역시,대덕구,12033403,3469.0,2.3,892191,945.0,7.4,2024
대전광역시,동구,12033403,3469.0,2.3,1857922,1363.0,15.4,2024
대전광역시,서구,12033403,3469.0,2.3,2734538,1654.0,22.7,2024
대전광역시,유성구,12033403,3469.0,2.3,4917740,2218.0,40.9,2024
대전광역시,중구,12033403,3469.0,2.3,1631012,1277.0,13.6,2024
부산광역시,강서구,26915195,5188.0,5.2,3041201,1744.0,11.3,2024
부산광역시,금정구,26915195,5188.0,5.2,1183805,1088.0,4.4,2024
부산광역시,기장군,26915195,5188.0,5.2,4999819,2236.0,18.6,2024
부산광역시,남구,26915195,5188.0,5.2,1161587,1078.0,4.3,2024
부산광역시,동구,26915195,5188.0,5.2,1032751,1016.0,3.8,2024
부산광역시,동래구,26915195,5188.0,5.2,1291950,1137.0,4.8,2024
부산광역시,부산진구,26915195,5188.0,5.2,1926797,1388.0,7.2,2024
부산광역시,북구,26915195,5188.0,5.2,736229,858.0,2.7,2024
부산광역시,사상구,26915195,5188.0,5.2,1073993,1036.0,4.0,2024
부산광역시,사하구,26915195,5188.0,5.2,933145,966.0,3.5,2024
부산광역시,서구,26915195,5188.0,5.2,532722,730.0,2.0,2024
부산광역시,수영구,26915195,5188.0,5.2,1486229,1219.0,5.5,2024
부산광역시,연제구,26915195,5188.0,5.2,564644,751.0,2.1,2024
부산광역시,영도구,26915195,5188.0,5.2,909907,954.0,3.4,2024
부산광역시,중구,26915195,5188.0,5.2,958429,979.0,3.6,2024
부산광역시,해운대구,26915195,5188.0,5.2,5081987,2254.0,18.9,2024
서울특별시,강남구,73243865,8558.0,14.2,10510127,3242.0,14.3,2024
서울특별시,강동구,73243865,8558.0,14.2,1741106,1320.0,2.4,2024
서울특별시,강북구,73243865,8558.0,14.2,1106582,1052.0,1.5,2024
서울특별시,강서구,73243865,8558.0,14.2,6055864,2461.0,8.3,2024
서울특별시,관악구,73243865,8558.0,14.2,804988,897.0,1.1,2024
서울특별시,광진구,73243865,8558.0,14.2,2576615,1605.0,3.5,2024
서울특별시,구로구,73243865,8558.0,14.2,1405332,1185.0,1.9,2024
서울특별시,금천구,73243865,8558.0,14.2,938514,969.0,1.3,2024
서울특별시,노원구,73243865,8558.0,14.2,1670873,1293.0,2.3,2024
서울특별시,도봉구,73243865,8558.0,14.2,675943,822.0,0.9,2024
서울특별시,동대문구,73243865,8558.0,14.2,1343998,1159.0,1.8,2024
서울특별시,동작구,73243865,8558.0,14.2,1305066,1142.0,1.8,2024
서울특별시,마포구,73243865,8558.0,14.2,3241639,1800.0,4.4,2024
서울특별시,서대문구,73243865,8558.0,14.2,1171362,1082.0,1.6,2024
서울특별시,서초구,73243865,8558.0,14.2,5923749,2434.0,8.1,2024
서울특별시,성동구,73243865,8558.0,14.2,1525732,1235.0,2.1,2024
서울특별시,성북구,73243865,8558.0,14.2,1142619,1069.0,1.6,2024
서울특별시,송파구,73243865,8558.0,14.2,7405675,2721.0,10.1,2024
서울특별시,양천구,73243865,8558.0,14.2,1530028,1237.0,2.1,2024
서울특별시,영등포구,73243865,8558.0,14.2,5418195,2328.0,7.4,2024
서울특별시,용산구,73243865,8558.0,14.2,5058066,2249.0,6.9,2024
서울특별시,은평구,73243865,8558.0,14.2,1485460,1219.0,2.0,2024
서울특별시,종로구,73243865,8558.0,14.2,3130527,1769.0,4.3,2024
서울특별시,중구,73243865,8558.0,14.2,5299122,2302.0,7.2,2024
서울특별시,중랑구,73243865,8558.0,14.2,776683,881.0,1.1,2024
세종특별자치시,세종특별자치시,3485973,1867.0,0.7,3485973,1867.0,100.0,2024
울산광역시,남구,7899103,2811.0,1.5,2312988,1521.0,29.3,2024
울산광역시,동구,7899103,2811.0,1.5,716691,847.0,9.1,2024
울산광역시,북구,7899103,2811.0,1.5,1308564,1144.0,16.6,2024
울산광역시,울주군,7899103,2811.0,1.5,2752700,1659.0,34.8,2024
울산광역시,중구,7899103,2811.0,1.5,808160,899.0,10.2,2024
인천광역시,강화군,36924663,6077.0,7.2,3121560,1767.0,8.5,2024
인천광역시,계양구,36924663,6077.0,7.2,1268693,1126.0,3.4,2024
인천광역시,남동구,36924663,6077.0,7.2,3325631,1824.0,9.0,2024
인천광역시,동구,36924663,6077.0,7.2,180892,425.0,0.5,2024
인천광역시,미추홀구,36924663,6077.0,7.2,2475606,1573.0,6.7,2024
인천광역시,부평구,36924663,6077.0,7.2,1765771,1329.0,4.8,2024
인천광역시,서구,36924663,6077.0,7.2,4013856,2003.0,10.9,2024
인천광역시,연수구,36924663,6077.0,7.2,5970822,2444.0,16.2,2024
인천광역시,옹진군,36924663,6077.0,7.2,628917,793.0,1.7,2024
인천광역시,중구,36924663,6077.0,7.2,14172915,3765.0,38.4,2024
전남광주통합특별시,강진군,25581784,5058.0,5.0,347601,590.0,1.4,2024
전남광주통합특별시,고흥군,25581784,5058.0,5.0,418047,647.0,1.6,2024
전남광주통합특별시,곡성군,25581784,5058.0,5.0,255964,506.0,1.0,2024
전남광주통합특별시,광산구,25581784,5058.0,5.0,2344130,1531.0,9.2,2024
전남광주통합특별시,광양시,25581784,5058.0,5.0,946861,973.0,3.7,2024
전남광주통합특별시,구례군,25581784,5058.0,5.0,551838,743.0,2.2,2024
전남광주통합특별시,나주시,25581784,5058.0,5.0,1056292,1028.0,4.1,2024
전남광주통합특별시,남구,25581784,5058.0,5.0,618928,787.0,2.4,2024
전남광주통합특별시,담양군,25581784,5058.0,5.0,1318339,1148.0,5.2,2024
전남광주통합특별시,동구,25581784,5058.0,5.0,871580,934.0,3.4,2024
전남광주통합특별시,목포시,25581784,5058.0,5.0,1849010,1360.0,7.2,2024
전남광주통합특별시,무안군,25581784,5058.0,5.0,660365,813.0,2.6,2024
전남광주통합특별시,보성군,25581784,5058.0,5.0,367436,606.0,1.4,2024
전남광주통합특별시,북구,25581784,5058.0,5.0,1634616,1279.0,6.4,2024
전남광주통합특별시,서구,25581784,5058.0,5.0,2632399,1622.0,10.3,2024
전남광주통합특별시,순천시,25581784,5058.0,5.0,2143164,1464.0,8.4,2024
전남광주통합특별시,신안군,25581784,5058.0,5.0,257941,508.0,1.0,2024
전남광주통합특별시,여수시,25581784,5058.0,5.0,3740449,1934.0,14.6,2024
전남광주통합특별시,영광군,25581784,5058.0,5.0,451082,672.0,1.8,2024
전남광주통합특별시,영암군,25581784,5058.0,5.0,359986,600.0,1.4,2024
전남광주통합특별시,완도군,25581784,5058.0,5.0,333660,578.0,1.3,2024
전남광주통합특별시,장성군,25581784,5058.0,5.0,490484,700.0,1.9,2024
전남광주통합특별시,장흥군,25581784,5058.0,5.0,208337,456.0,0.8,2024
전남광주통합특별시,진도군,25581784,5058.0,5.0,370751,609.0,1.4,2024
전남광주통합특별시,함평군,25581784,5058.0,5.0,287543,536.0,1.1,2024
전남광주통합특별시,해남군,25581784,5058.0,5.0,442435,665.0,1.7,2024
전남광주통합특별시,화순군,25581784,5058.0,5.0,622546,789.0,2.4,2024
전북특별자치도,고창군,13325980,3650.0,2.6,574434,758.0,4.3,2024
전북특별자치도,군산시,13325980,3650.0,2.6,2389629,1546.0,17.9,2024
전북특별자치도,김제시,13325980,3650.0,2.6,500272,707.0,3.8,2024
전북특별자치도,남원시,13325980,3650.0,2.6,580607,762.0,4.4,2024
전북특별자치도,무주군,13325980,3650.0,2.6,532811,730.0,4.0,2024
전북특별자치도,부안군,13325980,3650.0,2.6,897822,948.0,6.7,2024
전북특별자치도,순창군,13325980,3650.0,2.6,213704,462.0,1.6,2024
전북특별자치도,완주군,13325980,3650.0,2.6,766145,875.0,5.7,2024
전북특별자치도,익산시,13325980,3650.0,2.6,1349220,1162.0,10.1,2024
전북특별자치도,임실군,13325980,3650.0,2.6,300116,548.0,2.3,2024
전북특별자치도,장수군,13325980,3650.0,2.6,82825,288.0,0.6,2024
전북특별자치도,전주시,13325980,3650.0,2.6,4399478,2097.0,33.0,2024
전북특별자치도,정읍시,13325980,3650.0,2.6,549323,741.0,4.1,2024
전북특별자치도,진안군,13325980,3650.0,2.6,189594,435.0,1.4,2024
제주특별자치도,서귀포시,14069939,3751.0,2.7,5779446,2404.0,41.1,2024
제주특별자치도,제주시,14069939,3751.0,2.7,8290493,2879.0,58.9,2024
충청남도,계룡시,27284028,5223.0,5.3,313442,560.0,1.1,2024
충청남도,공주시,27284028,5223.0,5.3,1820654,1349.0,6.7,2024
충청남도,금산군,27284028,5223.0,5.3,378037,615.0,1.4,2024
충청남도,논산시,27284028,5223.0,5.3,1087168,1043.0,4.0,2024
충청남도,당진시,27284028,5223.0,5.3,2167900,1472.0,7.9,2024
충청남도,보령시,27284028,5223.0,5.3,2021125,1422.0,7.4,2024
충청남도,부여군,27284028,5223.0,5.3,825917,909.0,3.0,2024
충청남도,서산시,27284028,5223.0,5.3,1716591,1310.0,6.3,2024
충청남도,서천군,27284028,5223.0,5.3,768172,876.0,2.8,2024
충청남도,아산시,27284028,5223.0,5.3,4187792,2046.0,15.3,2024
충청남도,예산군,27284028,5223.0,5.3,1385248,1177.0,5.1,2024
충청남도,천안시,27284028,5223.0,5.3,6791293,2606.0,24.9,2024
충청남도,청양군,27284028,5223.0,5.3,210744,459.0,0.8,2024
충청남도,태안군,27284028,5223.0,5.3,2844039,1686.0,10.4,2024
충청남도,홍성군,27284028,5223.0,5.3,765906,875.0,2.8,2024
충청북도,괴산군,17963251,4238.0,3.5,542953,737.0,3.0,2024
충청북도,단양군,17963251,4238.0,3.5,1092940,1045.0,6.1,2024
충청북도,보은군,17963251,4238.0,3.5,399810,632.0,2.2,2024
충청북도,영동군,17963251,4238.0,3.5,274355,524.0,1.5,2024
충청북도,옥천군,17963251,4238.0,3.5,388382,623.0,2.2,2024
충청북도,음성군,17963251,4238.0,3.5,1170658,1082.0,6.5,2024
충청북도,제천시,17963251,4238.0,3.5,1814310,1347.0,10.1,2024
충청북도,증평군,17963251,4238.0,3.5,372292,610.0,2.1,2024
충청북도,진천군,17963251,4238.0,3.5,1040425,1020.0,5.8,2024
충청북도,청주시,17963251,4238.0,3.5,8125609,2851.0,45.2,2024
충청북도,충주시,17963251,4238.0,3.5,2741517,1656.0,15.3,2024
강원특별자치도,강릉시,35310587,5942.0,7.1,6029150,2455.0,17.1,2025
강원특별자치도,고성군,35310587,5942.0,7.1,2099819,1449.0,5.9,2025
강원특별자치도,동해시,35310587,5942.0,7.1,1006957,1003.0,2.9,2025
강원특별자치도,삼척시,35310587,5942.0,7.1,1278297,1131.0,3.6,2025
강원특별자치도,속초시,35310587,5942.0,7.1,5786002,2405.0,16.4,2025
강원특별자치도,양구군,35310587,5942.0,7.1,190507,436.0,0.5,2025
강원특별자치도,양양군,35310587,5942.0,7.1,2427344,1558.0,6.9,2025
강원특별자치도,영월군,35310587,5942.0,7.1,621172,788.0,1.8,2025
강원특별자치도,원주시,35310587,5942.0,7.1,3510828,1874.0,9.9,2025
강원특별자치도,인제군,35310587,5942.0,7.1,615105,784.0,1.7,2025
강원특별자치도,정선군,35310587,5942.0,7.1,1418430,1191.0,4.0,2025
강원특별자치도,철원군,35310587,5942.0,7.1,721729,850.0,2.0,2025
강원특별자치도,춘천시,35310587,5942.0,7.1,3885029,1971.0,11.0,2025
강원특별자치도,태백시,35310587,5942.0,7.1,424904,652.0,1.2,2025
강원특별자치도,평창군,35310587,5942.0,7.1,2275004,1508.0,6.4,2025
강원특별자치도,홍천군,35310587,5942.0,7.1,1834757,1355.0,5.2,2025
강원특별자치도,화천군,35310587,5942.0,7.1,226556,476.0,0.6,2025
강원특별자치도,횡성군,35310587,5942.0,7.1,958997,979.0,2.7,2025
경기도,가평군,149636932,12233.0,30.1,3431759,1853.0,2.3,2025
경기도,고양시,149636932,12233.0,30.1,13196047,3633.0,8.8,2025
경기도,과천시,149636932,12233.0,30.1,1690010,1300.0,1.1,2025
경기도,광명시,149636932,12233.0,30.1,3450709,1858.0,2.3,2025
경기도,광주시,149636932,12233.0,30.1,4001732,2000.0,2.7,2025
경기도,구리시,149636932,12233.0,30.1,2072118,1439.0,1.4,2025
경기도,군포시,149636932,12233.0,30.1,789168,888.0,0.5,2025
경기도,김포시,149636932,12233.0,30.1,5421982,2329.0,3.6,2025
경기도,남양주시,149636932,12233.0,30.1,8389851,2897.0,5.6,2025
경기도,동두천시,149636932,12233.0,30.1,581054,762.0,0.4,2025
경기도,부천시,149636932,12233.0,30.1,4052732,2013.0,2.7,2025
경기도,성남시,149636932,12233.0,30.1,8648713,2941.0,5.8,2025
경기도,수원시,149636932,12233.0,30.1,12677498,3561.0,8.5,2025
경기도,시흥시,149636932,12233.0,30.1,4881439,2209.0,3.3,2025
경기도,안산시,149636932,12233.0,30.1,4347228,2085.0,2.9,2025
경기도,안성시,149636932,12233.0,30.1,3369372,1836.0,2.3,2025
경기도,안양시,149636932,12233.0,30.1,3115419,1765.0,2.1,2025
경기도,양주시,149636932,12233.0,30.1,3000384,1732.0,2.0,2025
경기도,양평군,149636932,12233.0,30.1,2768475,1664.0,1.9,2025
경기도,여주시,149636932,12233.0,30.1,3561077,1887.0,2.4,2025
경기도,연천군,149636932,12233.0,30.1,859461,927.0,0.6,2025
경기도,오산시,149636932,12233.0,30.1,1863380,1365.0,1.2,2025
경기도,용인시,149636932,12233.0,30.1,13362320,3655.0,8.9,2025
경기도,의왕시,149636932,12233.0,30.1,2200664,1483.0,1.5,2025
경기도,의정부시,149636932,12233.0,30.1,2841429,1686.0,1.9,2025
경기도,이천시,149636932,12233.0,30.1,3324592,1823.0,2.2,2025
경기도,파주시,149636932,12233.0,30.1,7844719,2801.0,5.2,2025
경기도,평택시,149636932,12233.0,30.1,4683367,2164.0,3.1,2025
경기도,포천시,149636932,12233.0,30.1,3732450,1932.0,2.5,2025
경기도,하남시,149636932,12233.0,30.1,5441880,2333.0,3.6,2025
경기도,화성시,149636932,12233.0,30.1,10035903,3168.0,6.7,2025
경상남도,거제시,24774686,4977.0,5.0,2352880,1534.0,9.5,2025
경상남도,거창군,24774686,4977.0,5.0,483558,695.0,2.0,2025
경상남도,고성군,24774686,4977.0,5.0,426595,653.0,1.7,2025
경상남도,김해시,24774686,4977.0,5.0,3693222,1922.0,14.9,2025
경상남도,남해군,24774686,4977.0,5.0,1016768,1008.0,4.1,2025
경상남도,밀양시,24774686,4977.0,5.0,1115004,1056.0,4.5,2025
경상남도,사천시,24774686,4977.0,5.0,1070809,1035.0,4.3,2025
경상남도,산청군,24774686,4977.0,5.0,304077,551.0,1.2,2025
경상남도,양산시,24774686,4977.0,5.0,2670994,1634.0,10.8,2025
경상남도,의령군,24774686,4977.0,5.0,280477,530.0,1.1,2025
경상남도,진주시,24774686,4977.0,5.0,1656519,1287.0,6.7,2025
경상남도,창녕군,24774686,4977.0,5.0,460678,679.0,1.9,2025
경상남도,창원시,24774686,4977.0,5.0,6257689,2502.0,25.3,2025
경상남도,통영시,24774686,4977.0,5.0,1416452,1190.0,5.7,2025
경상남도,하동군,24774686,4977.0,5.0,516650,719.0,2.1,2025
경상남도,함안군,24774686,4977.0,5.0,400803,633.0,1.6,2025
경상남도,함양군,24774686,4977.0,5.0,247418,497.0,1.0,2025
경상남도,합천군,24774686,4977.0,5.0,404093,636.0,1.6,2025
경상북도,경산시,22898763,4785.0,4.6,1302746,1141.0,5.7,2025
경상북도,경주시,22898763,4785.0,4.6,6273562,2505.0,27.4,2025
경상북도,고령군,22898763,4785.0,4.6,229006,479.0,1.0,2025
경상북도,구미시,22898763,4785.0,4.6,1954341,1398.0,8.5,2025
경상북도,김천시,22898763,4785.0,4.6,838106,915.0,3.7,2025
경상북도,문경시,22898763,4785.0,4.6,756096,870.0,3.3,2025
경상북도,봉화군,22898763,4785.0,4.6,167683,409.0,0.7,2025
경상북도,상주시,22898763,4785.0,4.6,449515,670.0,2.0,2025
경상북도,성주군,22898763,4785.0,4.6,192547,439.0,0.8,2025
경상북도,안동시,22898763,4785.0,4.6,1270924,1127.0,5.6,2025
경상북도,영덕군,22898763,4785.0,4.6,879344,938.0,3.8,2025
경상북도,영양군,22898763,4785.0,4.6,34980,187.0,0.2,2025
경상북도,영주시,22898763,4785.0,4.6,621929,789.0,2.7,2025
경상북도,영천시,22898763,4785.0,4.6,634381,796.0,2.8,2025
경상북도,예천군,22898763,4785.0,4.6,270162,520.0,1.2,2025
경상북도,울릉군,22898763,4785.0,4.6,91663,303.0,0.4,2025
경상북도,울진군,22898763,4785.0,4.6,835458,914.0,3.6,2025
경상북도,의성군,22898763,4785.0,4.6,199330,446.0,0.9,2025
경상북도,청도군,22898763,4785.0,4.6,733397,856.0,3.2,2025
경상북도,청송군,22898763,4785.0,4.6,218151,467.0,1.0,2025
경상북도,칠곡군,22898763,4785.0,4.6,787566,887.0,3.4,2025
경상북도,포항시,22898763,4785.0,4.6,4157876,2039.0,18.2,2025
대구광역시,군위군,14742815,3840.0,3.0,346494,589.0,2.4,2025
대구광역시,남구,14742815,3840.0,3.0,746528,864.0,5.1,2025
대구광역시,달서구,14742815,3840.0,3.0,2000533,1414.0,13.6,2025
대구광역시,달성군,14742815,3840.0,3.0,1335028,1155.0,9.1,2025
대구광역시,동구,14742815,3840.0,3.0,3472646,1864.0,23.6,2025
대구광역시,북구,14742815,3840.0,3.0,1906828,1381.0,12.9,2025
대구광역시,서구,14742815,3840.0,3.0,540566,735.0,3.7,2025
대구광역시,수성구,14742815,3840.0,3.0,2837883,1685.0,19.2,2025
대구광역시,중구,14742815,3840.0,3.0,1556309,1248.0,10.6,2025
대전광역시,대덕구,11691653,3419.0,2.4,797244,893.0,6.8,2025
대전광역시,동구,11691653,3419.0,2.4,1735651,1317.0,14.8,2025
대전광역시,서구,11691653,3419.0,2.4,2623048,1620.0,22.4,2025
대전광역시,유성구,11691653,3419.0,2.4,4673229,2162.0,40.0,2025
대전광역시,중구,11691653,3419.0,2.4,1862481,1365.0,15.9,2025
부산광역시,강서구,26624086,5160.0,5.4,3049377,1746.0,11.5,2025
부산광역시,금정구,26624086,5160.0,5.4,1085775,1042.0,4.1,2025
부산광역시,기장군,26624086,5160.0,5.4,4855563,2204.0,18.2,2025
부산광역시,남구,26624086,5160.0,5.4,1177866,1085.0,4.4,2025
부산광역시,동구,26624086,5160.0,5.4,1060721,1030.0,4.0,2025
부산광역시,동래구,26624086,5160.0,5.4,1249171,1118.0,4.7,2025
부산광역시,부산진구,26624086,5160.0,5.4,1927110,1388.0,7.2,2025
부산광역시,북구,26624086,5160.0,5.4,778803,882.0,2.9,2025
부산광역시,사상구,26624086,5160.0,5.4,1067975,1033.0,4.0,2025
부산광역시,사하구,26624086,5160.0,5.4,903789,951.0,3.4,2025
부산광역시,서구,26624086,5160.0,5.4,514722,717.0,1.9,2025
부산광역시,수영구,26624086,5160.0,5.4,1472280,1213.0,5.5,2025
부산광역시,연제구,26624086,5160.0,5.4,564351,751.0,2.1,2025
부산광역시,영도구,26624086,5160.0,5.4,841317,917.0,3.2,2025
부산광역시,중구,26624086,5160.0,5.4,979136,990.0,3.7,2025
