DPTR_REGN_NM,DPTR_REGN_DTL_NM,TMAP_CATE_MCLS_NM,SRCH_CNT,SPPY_SRCH_CNT,TOU_NUM,TOU_NUM_SQRT,TOU_NUM_RATE,DTL_TOU_NUM,DTL_TOU_NUM_SQRT,DTL_TOU_NUM_RATE
진도군,숙박,숙박,933748,0,2777130,1666.0,0.1,933748,966.0,33.6
진도군,역사관광,역사관광,210398,0,2777130,1666.0,0.1,210398,459.0,7.6
진도군,음식,음식,454875,0,2777130,1666.0,0.1,454875,674.0,16.4
진도군,자연관광,자연관광,479103,0,2777130,1666.0,0.1,479103,692.0,17.3
진도군,체험관광,체험관광,562,0,2777130,1666.0,0.1,562,24.0,0.0
진안군,기타관광,기타관광,110461,0,1451058,1205.0,0.0,110461,332.0,7.6
진안군,레저스포츠,레저스포츠,144215,0,1451058,1205.0,0.0,144215,380.0,9.9
진안군,문화관광,문화관광,176023,0,1451058,1205.0,0.0,176023,420.0,12.1
진안군,쇼핑,쇼핑,27564,0,1451058,1205.0,0.0,27564,166.0,1.9
진안군,숙박,숙박,128332,0,1451058,1205.0,0.0,128332,358.0,8.8
진안군,역사관광,역사관광,201393,0,1451058,1205.0,0.0,201393,449.0,13.9
진안군,음식,음식,190262,0,1451058,1205.0,0.0,190262,436.0,13.1
진안군,자연관광,자연관광,436617,0,1451058,1205.0,0.0,436617,661.0,30.1
진안군,체험관광,체험관광,36191,0,1451058,1205.0,0.0,36191,190.0,2.5
진주시,기타관광,기타관광,1152669,0,10883854,3299.0,0.3,1152669,1074.0,10.6
진주시,레저스포츠,레저스포츠,191153,0,10883854,3299.0,0.3,191153,437.0,1.8
진주시,문화관광,문화관광,924316,0,10883854,3299.0,0.3,924316,961.0,8.5
진주시,쇼핑,쇼핑,1260651,0,10883854,3299.0,0.3,1260651,1123.0,11.6
진주시,숙박,숙박,933414,0,10883854,3299.0,0.3,933414,966.0,8.6
진주시,역사관광,역사관광,334962,0,10883854,3299.0,0.3,334962,579.0,3.1
진주시,음식,음식,5675272,0,10883854,3299.0,0.3,5675272,2382.0,52.1
진주시,자연관광,자연관광,397549,0,10883854,3299.0,0.3,397549,631.0,3.7
진주시,체험관광,체험관광,13868,0,10883854,3299.0,0.3,13868,118.0,0.1
진천군,기타관광,기타관광,586767,0,6306478,2511.0,0.2,586767,766.0,9.3
진천군,레저스포츠,레저스포츠,1700453,0,6306478,2511.0,0.2,1700453,1304.0,27.0
진천군,문화관광,문화관광,264437,0,6306478,2511.0,0.2,264437,514.0,4.2
진천군,쇼핑,쇼핑,150792,0,6306478,2511.0,0.2,150792,388.0,2.4
진천군,숙박,숙박,502230,0,6306478,2511.0,0.2,502230,709.0,8.0
진천군,역사관광,역사관광,689612,0,6306478,2511.0,0.2,689612,830.0,10.9
진천군,음식,음식,2105137,0,6306478,2511.0,0.2,2105137,1451.0,33.4
진천군,자연관광,자연관광,282734,0,6306478,2511.0,0.2,282734,532.0,4.5
진천군,체험관광,체험관광,24316,0,6306478,2511.0,0.2,24316,156.0,0.4
창녕군,기타관광,기타관광,229255,0,2930824,1712.0,0.1,229255,479.0,7.8
창녕군,레저스포츠,레저스포츠,463071,0,2930824,1712.0,0.1,463071,680.0,15.8
창녕군,문화관광,문화관광,477872,0,2930824,1712.0,0.1,477872,691.0,16.3
창녕군,쇼핑,쇼핑,88572,0,2930824,1712.0,0.1,88572,298.0,3.0
창녕군,숙박,숙박,566256,0,2930824,1712.0,0.1,566256,752.0,19.3
창녕군,역사관광,역사관광,138067,0,2930824,1712.0,0.1,138067,372.0,4.7
창녕군,음식,음식,685673,0,2930824,1712.0,0.1,685673,828.0,23.4
창녕군,자연관광,자연관광,205882,0,2930824,1712.0,0.1,205882,454.0,7.0
창녕군,체험관광,체험관광,76176,0,2930824,1712.0,0.1,76176,276.0,2.6
창원시,기타관광,기타관광,5494234,0,40761133,6384.0,1.2,5494234,2344.0,13.5
창원시,레저스포츠,레저스포츠,1246018,0,40761133,6384.0,1.2,1246018,1116.0,3.1
창원시,문화관광,문화관광,4798940,0,40761133,6384.0,1.2,4798940,2191.0,11.8
창원시,쇼핑,쇼핑,5130450,0,40761133,6384.0,1.2,5130450,2265.0,12.6
창원시,숙박,숙박,2737520,0,40761133,6384.0,1.2,2737520,1655.0,6.7
창원시,역사관광,역사관광,1091875,0,40761133,6384.0,1.2,1091875,1045.0,2.7
창원시,음식,음식,18258298,0,40761133,6384.0,1.2,18258298,4273.0,44.8
창원시,자연관광,자연관광,1373868,0,40761133,6384.0,1.2,1373868,1172.0,3.4
창원시,체험관광,체험관광,629930,0,40761133,6384.0,1.2,629930,794.0,1.5
천안시,기타관광,기타관광,2406369,0,41694130,6457.0,1.2,2406369,1551.0,5.8
천안시,레저스포츠,레저스포츠,1612769,0,41694130,6457.0,1.2,1612769,1270.0,3.9
천안시,문화관광,문화관광,4568144,0,41694130,6457.0,1.2,4568144,2137.0,11.0
천안시,쇼핑,쇼핑,4423709,0,41694130,6457.0,1.2,4423709,2103.0,10.6
천안시,숙박,숙박,3497902,0,41694130,6457.0,1.2,3497902,1870.0,8.4
천안시,역사관광,역사관광,574162,0,41694130,6457.0,1.2,574162,758.0,1.4
천안시,음식,음식,23950313,0,41694130,6457.0,1.2,23950313,4894.0,57.4
천안시,자연관광,자연관광,442151,0,41694130,6457.0,1.2,442151,665.0,1.1
천안시,체험관광,체험관광,218611,0,41694130,6457.0,1.2,218611,468.0,0.5
철원군,기타관광,기타관광,1125612,0,4683003,2164.0,0.1,1125612,1061.0,24.0
철원군,레저스포츠,레저스포츠,334393,0,4683003,2164.0,0.1,334393,578.0,7.1
철원군,문화관광,문화관광,738067,0,4683003,2164.0,0.1,738067,859.0,15.8
철원군,쇼핑,쇼핑,77673,0,4683003,2164.0,0.1,77673,279.0,1.7
철원군,숙박,숙박,396186,0,4683003,2164.0,0.1,396186,629.0,8.5
철원군,역사관광,역사관광,374889,0,4683003,2164.0,0.1,374889,612.0,8.0
철원군,음식,음식,1107982,0,4683003,2164.0,0.1,1107982,1053.0,23.7
철원군,자연관광,자연관광,525051,0,4683003,2164.0,0.1,525051,725.0,11.2
철원군,체험관광,체험관광,3150,0,4683003,2164.0,0.1,3150,56.0,0.1
청도군,기타관광,기타관광,577185,0,5063613,2250.0,0.1,577185,760.0,11.4
청도군,레저스포츠,레저스포츠,663353,0,5063613,2250.0,0.1,663353,814.0,13.1
청도군,문화관광,문화관광,445368,0,5063613,2250.0,0.1,445368,667.0,8.8
청도군,쇼핑,쇼핑,59897,0,5063613,2250.0,0.1,59897,245.0,1.2
청도군,숙박,숙박,566255,0,5063613,2250.0,0.1,566255,752.0,11.2
청도군,역사관광,역사관광,791887,0,5063613,2250.0,0.1,791887,890.0,15.6
청도군,음식,음식,1561328,0,5063613,2250.0,0.1,1561328,1250.0,30.8
청도군,자연관광,자연관광,201056,0,5063613,2250.0,0.1,201056,448.0,4.0
청도군,체험관광,체험관광,197284,0,5063613,2250.0,0.1,197284,444.0,3.9
청송군,기타관광,기타관광,58957,0,1667501,1291.0,0.0,58957,243.0,3.5
청송군,레저스포츠,레저스포츠,5895,0,1667501,1291.0,0.0,5895,77.0,0.4
청송군,문화관광,문화관광,93224,0,1667501,1291.0,0.0,93224,305.0,5.6
청송군,쇼핑,쇼핑,21755,0,1667501,1291.0,0.0,21755,147.0,1.3
청송군,숙박,숙박,428292,0,1667501,1291.0,0.0,428292,654.0,25.7
청송군,역사관광,역사관광,81915,0,1667501,1291.0,0.0,81915,286.0,4.9
청송군,음식,음식,360386,0,1667501,1291.0,0.0,360386,600.0,21.6
청송군,자연관광,자연관광,523594,0,1667501,1291.0,0.0,523594,724.0,31.4
청송군,체험관광,체험관광,93483,0,1667501,1291.0,0.0,93483,306.0,5.6
청양군,기타관광,기타관광,368489,0,1448341,1203.0,0.0,368489,607.0,25.4
청양군,레저스포츠,레저스포츠,69592,0,1448341,1203.0,0.0,69592,264.0,4.8
청양군,문화관광,문화관광,173152,0,1448341,1203.0,0.0,173152,416.0,12.0
청양군,쇼핑,쇼핑,45204,0,1448341,1203.0,0.0,45204,213.0,3.1
청양군,숙박,숙박,130320,0,1448341,1203.0,0.0,130320,361.0,9.0
청양군,역사관광,역사관광,129203,0,1448341,1203.0,0.0,129203,359.0,8.9
청양군,음식,음식,385777,0,1448341,1203.0,0.0,385777,621.0,26.6
청양군,자연관광,자연관광,124869,0,1448341,1203.0,0.0,124869,353.0,8.6
청양군,체험관광,체험관광,21735,0,1448341,1203.0,0.0,21735,147.0,1.5
청주시,기타관광,기타관광,10679813,0,48606082,6972.0,1.4,10679813,3268.0,22.0
청주시,레저스포츠,레저스포츠,2203827,0,48606082,6972.0,1.4,2203827,1485.0,4.5
청주시,문화관광,문화관광,4680596,0,48606082,6972.0,1.4,4680596,2163.0,9.6
청주시,쇼핑,쇼핑,4129716,0,48606082,6972.0,1.4,4129716,2032.0,8.5
청주시,숙박,숙박,3144616,0,48606082,6972.0,1.4,3144616,1773.0,6.5
청주시,역사관광,역사관광,739910,0,48606082,6972.0,1.4,739910,860.0,1.5
청주시,음식,음식,22346747,0,48606082,6972.0,1.4,22346747,4727.0,46.0
청주시,자연관광,자연관광,486245,0,48606082,6972.0,1.4,486245,697.0,1.0
청주시,체험관광,체험관광,194612,0,48606082,6972.0,1.4,194612,441.0,0.4
춘천시,기타관광,기타관광,2351504,0,27909137,5283.0,0.8,2351504,1533.0,8.4
춘천시,레저스포츠,레저스포츠,4321320,0,27909137,5283.0,0.8,4321320,2079.0,15.5
춘천시,문화관광,문화관광,2987313,0,27909137,5283.0,0.8,2987313,1728.0,10.7
춘천시,쇼핑,쇼핑,612757,0,27909137,5283.0,0.8,612757,783.0,2.2
춘천시,숙박,숙박,2648877,0,27909137,5283.0,0.8,2648877,1628.0,9.5
춘천시,역사관광,역사관광,326224,0,27909137,5283.0,0.8,326224,571.0,1.2
춘천시,음식,음식,13213265,0,27909137,5283.0,0.8,13213265,3635.0,47.3
춘천시,자연관광,자연관광,1163280,0,27909137,5283.0,0.8,1163280,1079.0,4.2
춘천시,체험관광,체험관광,284597,0,27909137,5283.0,0.8,284597,533.0,1.0
충주시,기타관광,기타관광,1639033,0,16888318,4110.0,0.5,1639033,1280.0,9.7
충주시,레저스포츠,레저스포츠,4304389,0,16888318,4110.0,0.5,4304389,2075.0,25.5
충주시,문화관광,문화관광,1373867,0,16888318,4110.0,0.5,1373867,1172.0,8.1
충주시,쇼핑,쇼핑,412607,0,16888318,4110.0,0.5,412607,642.0,2.4
충주시,숙박,숙박,1979177,0,16888318,4110.0,0.5,1979177,1407.0,11.7
충주시,역사관광,역사관광,196598,0,16888318,4110.0,0.5,196598,443.0,1.2
충주시,음식,음식,5598721,0,16888318,4110.0,0.5,5598721,2366.0,33.2
충주시,자연관광,자연관광,899531,0,16888318,4110.0,0.5,899531,948.0,5.3
충주시,체험관광,체험관광,484395,0,16888318,4110.0,0.5,484395,696.0,2.9
칠곡군,기타관광,기타관광,633142,0,5140732,2267.0,0.2,633142,796.0,12.3
칠곡군,레저스포츠,레저스포츠,624992,0,5140732,2267.0,0.2,624992,791.0,12.2
칠곡군,문화관광,문화관광,506500,0,5140732,2267.0,0.2,506500,712.0,9.9
칠곡군,쇼핑,쇼핑,90174,0,5140732,2267.0,0.2,90174,300.0,1.8
칠곡군,숙박,숙박,468875,0,5140732,2267.0,0.2,468875,685.0,9.1
칠곡군,역사관광,역사관광,212384,0,5140732,2267.0,0.2,212384,461.0,4.1
칠곡군,음식,음식,2159003,0,5140732,2267.0,0.2,2159003,1469.0,42.0
칠곡군,자연관광,자연관광,280346,0,5140732,2267.0,0.2,280346,529.0,5.5
칠곡군,체험관광,체험관광,165316,0,5140732,2267.0,0.2,165316,407.0,3.2
태백시,기타관광,기타관광,628433,0,2794826,1672.0,0.1,628433,793.0,22.5
태백시,레저스포츠,레저스포츠,166025,0,2794826,1672.0,0.1,166025,407.0,5.9
태백시,문화관광,문화관광,364051,0,2794826,1672.0,0.1,364051,603.0,13.0
태백시,쇼핑,쇼핑,109704,0,2794826,1672.0,0.1,109704,331.0,3.9
태백시,숙박,숙박,465199,0,2794826,1672.0,0.1,465199,682.0,16.6
태백시,역사관광,역사관광,55029,0,2794826,1672.0,0.1,55029,235.0,2.0
태백시,음식,음식,704919,0,2794826,1672.0,0.1,704919,840.0,25.2
태백시,자연관광,자연관광,294215,0,2794826,1672.0,0.1,294215,542.0,10.5
태백시,체험관광,체험관광,7251,0,2794826,1672.0,0.1,7251,85.0,0.3
태안군,기타관광,기타관광,1138732,0,20095799,4483.0,0.6,1138732,1067.0,5.7
태안군,레저스포츠,레저스포츠,1258590,0,20095799,4483.0,0.6,1258590,1122.0,6.3
태안군,문화관광,문화관광,1174120,0,20095799,4483.0,0.6,1174120,1084.0,5.8
태안군,쇼핑,쇼핑,675121,0,20095799,4483.0,0.6,675121,822.0,3.4
태안군,숙박,숙박,4924913,0,20095799,4483.0,0.6,4924913,2219.0,24.5
태안군,역사관광,역사관광,207342,0,20095799,4483.0,0.6,207342,455.0,1.0
태안군,음식,음식,3721792,0,20095799,4483.0,0.6,3721792,1929.0,18.5
태안군,자연관광,자연관광,6868725,0,20095799,4483.0,0.6,6868725,2621.0,34.2
태안군,체험관광,체험관광,126464,0,20095799,4483.0,0.6,126464,356.0,0.6
통영시,기타관광,기타관광,2155213,0,11322231,3365.0,0.3,2155213,1468.0,19.0
통영시,레저스포츠,레저스포츠,672731,0,11322231,3365.0,0.3,672731,820.0,5.9
통영시,문화관광,문화관광,980268,0,11322231,3365.0,0.3,980268,990.0,8.7
통영시,쇼핑,쇼핑,1571685,0,11322231,3365.0,0.3,1571685,1254.0,13.9
통영시,숙박,숙박,2044829,0,11322231,3365.0,0.3,2044829,1430.0,18.1
통영시,역사관광,역사관광,196221,0,11322231,3365.0,0.3,196221,443.0,1.7
통영시,음식,음식,2973720,0,11322231,3365.0,0.3,2973720,1724.0,26.3
통영시,자연관광,자연관광,688182,0,11322231,3365.0,0.3,688182,830.0,6.1
통영시,체험관광,체험관광,39382,0,11322231,3365.0,0.3,39382,198.0,0.3
파주시,기타관광,기타관광,7664092,0,56011505,7484.0,1.6,7664092,2768.0,13.7
파주시,레저스포츠,레저스포츠,4465583,0,56011505,7484.0,1.6,4465583,2113.0,8.0
파주시,문화관광,문화관광,6005370,0,56011505,7484.0,1.6,6005370,2451.0,10.7
파주시,쇼핑,쇼핑,9783428,0,56011505,7484.0,1.6,9783428,3128.0,17.5
파주시,숙박,숙박,2276411,0,56011505,7484.0,1.6,2276411,1509.0,4.1
파주시,역사관광,역사관광,939355,0,56011505,7484.0,1.6,939355,969.0,1.7
파주시,음식,음식,24144857,0,56011505,7484.0,1.6,24144857,4914.0,43.1
파주시,자연관광,자연관광,547120,0,56011505,7484.0,1.6,547120,740.0,1.0
파주시,체험관광,체험관광,185289,0,56011505,7484.0,1.6,185289,430.0,0.3
평창군,기타관광,기타관광,2648497,0,17817210,4221.0,0.5,2648497,1627.0,14.9
평창군,레저스포츠,레저스포츠,1354286,0,17817210,4221.0,0.5,1354286,1164.0,7.6
평창군,문화관광,문화관광,1944265,0,17817210,4221.0,0.5,1944265,1394.0,10.9
평창군,쇼핑,쇼핑,326032,0,17817210,4221.0,0.5,326032,571.0,1.8
평창군,숙박,숙박,5611833,0,17817210,4221.0,0.5,5611833,2369.0,31.5
평창군,역사관광,역사관광,1001057,0,17817210,4221.0,0.5,1001057,1001.0,5.6
평창군,음식,음식,3940331,0,17817210,4221.0,0.5,3940331,1985.0,22.1
평창군,자연관광,자연관광,440727,0,17817210,4221.0,0.5,440727,664.0,2.5
평창군,체험관광,체험관광,550182,0,17817210,4221.0,0.5,550182,742.0,3.1
평택시,기타관광,기타관광,1817267,0,29804518,5459.0,0.9,1817267,1348.0,6.1
평택시,레저스포츠,레저스포츠,792261,0,29804518,5459.0,0.9,792261,890.0,2.7
평택시,문화관광,문화관광,2762338,0,29804518,5459.0,0.9,2762338,1662.0,9.3
평택시,쇼핑,쇼핑,2374184,0,29804518,5459.0,0.9,2374184,1541.0,8.0
평택시,숙박,숙박,2204292,0,29804518,5459.0,0.9,2204292,1485.0,7.4
평택시,역사관광,역사관광,181435,0,29804518,5459.0,0.9,181435,426.0,0.6
평택시,음식,음식,19253697,0,29804518,5459.0,0.9,19253697,4388.0,64.6
평택시,자연관광,자연관광,350163,0,29804518,5459.0,0.9,350163,592.0,1.2
평택시,체험관광,체험관광,68881,0,29804518,5459.0,0.9,68881,262.0,0.2
포천시,기타관광,기타관광,1027338,0,26050740,5104.0,0.8,1027338,1014.0,3.9
포천시,레저스포츠,레저스포츠,5985871,0,26050740,5104.0,0.8,5985871,2447.0,23.0
포천시,문화관광,문화관광,2699513,0,26050740,5104.0,0.8,2699513,1643.0,10.4
포천시,쇼핑,쇼핑,120237,0,26050740,5104.0,0.8,120237,347.0,0.5
포천시,숙박,숙박,2922842,0,26050740,5104.0,0.8,2922842,1710.0,11.2
포천시,역사관광,역사관광,201022,0,26050740,5104.0,0.8,201022,448.0,0.8
포천시,음식,음식,9813983,0,26050740,5104.0,0.8,9813983,3133.0,37.7
포천시,자연관광,자연관광,2381718,0,26050740,5104.0,0.8,2381718,1543.0,9.1
포천시,체험관광,체험관광,898216,0,26050740,5104.0,0.8,898216,948.0,3.4
포항시,기타관광,기타관광,3038377,0,28688893,5356.0,0.8,3038377,1743.0,10.6
포항시,레저스포츠,레저스포츠,1120922,0,28688893,5356.0,0.8,1120922,1059.0,3.9
포항시,문화관광,문화관광,2490803,0,28688893,5356.0,0.8,2490803,1578.0,8.7
포항시,쇼핑,쇼핑,3011216,0,28688893,5356.0,0.8,3011216,1735.0,10.5
포항시,숙박,숙박,2694047,0,28688893,5356.0,0.8,2694047,1641.0,9.4
포항시,역사관광,역사관광,494610,0,28688893,5356.0,0.8,494610,703.0,1.7
포항시,음식,음식,11823382,0,28688893,5356.0,0.8,11823382,3439.0,41.2
포항시,자연관광,자연관광,3905334,0,28688893,5356.0,0.8,3905334,1976.0,13.6
포항시,체험관광,체험관광,110202,0,28688893,5356.0,0.8,110202,332.0,0.4
하남시,기타관광,기타관광,42761,0,37306005,6108.0,1.1,42761,207.0,0.1
하남시,레저스포츠,레저스포츠,1444318,0,37306005,6108.0,1.1,1444318,1202.0,3.9
하남시,문화관광,문화관광,3211732,0,37306005,6108.0,1.1,3211732,1792.0,8.6
하남시,쇼핑,쇼핑,16830576,0,37306005,6108.0,1.1,16830576,4103.0,45.1
하남시,숙박,숙박,452911,0,37306005,6108.0,1.1,452911,673.0,1.2
하남시,역사관광,역사관광,128691,0,37306005,6108.0,1.1,128691,359.0,0.3
하남시,음식,음식,15128842,0,37306005,6108.0,1.1,15128842,3890.0,40.6
하남시,자연관광,자연관광,46168,0,37306005,6108.0,1.1,46168,215.0,0.1
하남시,체험관광,체험관광,20006,0,37306005,6108.0,1.1,20006,141.0,0.1
하동군,기타관광,기타관광,765599,0,4102753,2026.0,0.1,765599,875.0,18.7
하동군,레저스포츠,레저스포츠,126825,0,4102753,2026.0,0.1,126825,356.0,3.1
하동군,문화관광,문화관광,320924,0,4102753,2026.0,0.1,320924,567.0,7.8
하동군,쇼핑,쇼핑,717451,0,4102753,2026.0,0.1,717451,847.0,17.5
하동군,숙박,숙박,459074,0,4102753,2026.0,0.1,459074,678.0,11.2
하동군,역사관광,역사관광,666212,0,4102753,2026.0,0.1,666212,816.0,16.2
하동군,음식,음식,894397,0,4102753,2026.0,0.1,894397,946.0,21.8
하동군,자연관광,자연관광,116945,0,4102753,2026.0,0.1,116945,342.0,2.9
하동군,체험관광,체험관광,35326,0,4102753,2026.0,0.1,35326,188.0,0.9
함안군,기타관광,기타관광,140629,0,2452295,1566.0,0.1,140629,375.0,5.7
함안군,레저스포츠,레저스포츠,318460,0,2452295,1566.0,0.1,318460,564.0,13.0
함안군,문화관광,문화관광,562106,0,2452295,1566.0,0.1,562106,750.0,22.9
함안군,쇼핑,쇼핑,47274,0,2452295,1566.0,0.1,47274,217.0,1.9
함안군,숙박,숙박,114233,0,2452295,1566.0,0.1,114233,338.0,4.7
함안군,역사관광,역사관광,246861,0,2452295,1566.0,0.1,246861,497.0,10.1
함안군,음식,음식,989025,0,2452295,1566.0,0.1,989025,994.0,40.3
함안군,자연관광,자연관광,26867,0,2452295,1566.0,0.1,26867,164.0,1.1
함안군,체험관광,체험관광,6840,0,2452295,1566.0,0.1,6840,83.0,0.3
함양군,기타관광,기타관광,204439,0,1592420,1262.0,0.0,204439,452.0,12.8
함양군,레저스포츠,레저스포츠,164589,0,1592420,1262.0,0.0,164589,406.0,10.3
함양군,문화관광,문화관광,283366,0,1592420,1262.0,0.0,283366,532.0,17.8
함양군,쇼핑,쇼핑,30426,0,1592420,1262.0,0.0,30426,174.0,1.9
함양군,숙박,숙박,211088,0,1592420,1262.0,0.0,211088,459.0,13.3
함양군,역사관광,역사관광,131405,0,1592420,1262.0,0.0,131405,362.0,8.3
함양군,음식,음식,336426,0,1592420,1262.0,0.0,336426,580.0,21.1
함양군,자연관광,자연관광,196445,0,1592420,1262.0,0.0,196445,443.0,12.3
함양군,체험관광,체험관광,34236,0,1592420,1262.0,0.0,34236,185.0,2.1
함평군,기타관광,기타관광,149713,0,1782501,1335.0,0.1,149713,387.0,8.4
함평군,레저스포츠,레저스포츠,263807,0,1782501,1335.0,0.1,263807,514.0,14.8
함평군,문화관광,문화관광,358224,0,1782501,1335.0,0.1,358224,599.0,20.1
함평군,쇼핑,쇼핑,41860,0,1782501,1335.0,0.1,41860,205.0,2.3
함평군,숙박,숙박,70177,0,1782501,1335.0,0.1,70177,265.0,3.9
함평군,역사관광,역사관광,47054,0,1782501,1335.0,0.1,47054,217.0,2.6
함평군,음식,음식,582492,0,1782501,1335.0,0.1,582492,763.0,32.7
함평군,자연관광,자연관광,266602,0,1782501,1335.0,0.1,266602,516.0,15.0
함평군,체험관광,체험관광,2572,0,1782501,1335.0,0.1,2572,51.0,0.1
합천군,기타관광,기타관광,258921,0,2829493,1682.0,0.1,258921,509.0,9.2
합천군,레저스포츠,레저스포츠,229664,0,2829493,1682.0,0.1,229664,479.0,8.1
합천군,문화관광,문화관광,614834,0,2829493,1682.0,0.1,614834,784.0,21.7
합천군,쇼핑,쇼핑,34977,0,2829493,1682.0,0.1,34977,187.0,1.2
합천군,숙박,숙박,359287,0,2829493,1682.0,0.1,359287,599.0,12.7
합천군,역사관광,역사관광,623050,0,2829493,1682.0,0.1,623050,789.0,22.0
합천군,음식,음식,591780,0,2829493,1682.0,0.1,591780,769.0,20.9
합천군,자연관광,자연관광,90982,0,2829493,1682.0,0.1,90982,302.0,3.2
합천군,체험관광,체험관광,25998,0,2829493,1682.0,0.1,25998,161.0,0.9
해남군,기타관광,기타관광,556773,0,3074096,1753.0,0.1,556773,746.0,18.1
해남군,레저스포츠,레저스포츠,227016,0,3074096,1753.0,0.1,227016,476.0,7.4
해남군,문화관광,문화관광,624302,0,3074096,1753.0,0.1,624302,790.0,20.3
해남군,쇼핑,쇼핑,73688,0,3074096,1753.0,0.1,73688,271.0,2.4
해남군,숙박,숙박,304622,0,3074096,1753.0,0.1,304622,552.0,9.9
해남군,역사관광,역사관광,427089,0,3074096,1753.0,0.1,427089,654.0,13.9
해남군,음식,음식,665031,0,3074096,1753.0,0.1,665031,815.0,21.6
해남군,자연관광,자연관광,174079,0,3074096,1753.0,0.1,174079,417.0,5.7
해남군,체험관광,체험관광,21496,0,3074096,1753.0,0.1,21496,147.0,0.7
해운대구,기타관광,기타관광,1127187,0,36205201,6017.0,1.1,1127187,1062.0,3.1
해운대구,레저스포츠,레저스포츠,520215,0,36205201,6017.0,1.1,520215,721.0,1.4
해운대구,문화관광,문화관광,4511848,0,36205201,6017.0,1.1,4511848,2124.0,12.5
해운대구,쇼핑,쇼핑,7162119,0,36205201,6017.0,1.1,7162119,2676.0,19.8
해운대구,숙박,숙박,7579174,0,36205201,6017.0,1.1,7579174,2753.0,20.9
해운대구,역사관광,역사관광,148592,0,36205201,6017.0,1.1,148592,385.0,0.4
해운대구,음식,음식,11082562,0,36205201,6017.0,1.1,11082562,3329.0,30.6
해운대구,자연관광,자연관광,3886949,0,36205201,6017.0,1.1,3886949,1972.0,10.7
해운대구,체험관광,체험관광,186555,0,36205201,6017.0,1.1,186555,432.0,0.5
홍성군,기타관광,기타관광,703958,0,4549677,2133.0,0.1,703958,839.0,15.5
홍성군,레저스포츠,레저스포츠,20981,0,4549677,2133.0,0.1,20981,145.0,0.5
홍성군,문화관광,문화관광,449576,0,4549677,2133.0,0.1,449576,671.0,9.9
홍성군,쇼핑,쇼핑,211951,0,4549677,2133.0,0.1,211951,460.0,4.7
홍성군,숙박,숙박,279360,0,4549677,2133.0,0.1,279360,529.0,6.1
홍성군,역사관광,역사관광,137267,0,4549677,2133.0,0.1,137267,370.0,3.0
홍성군,음식,음식,1848442,0,4549677,2133.0,0.1,1848442,1360.0,40.6
홍성군,자연관광,자연관광,876568,0,4549677,2133.0,0.1,876568,936.0,19.3
홍성군,체험관광,체험관광,21574,0,4549677,2133.0,0.1,21574,147.0,0.5
홍천군,기타관광,기타관광,1139021,0,13681126,3699.0,0.4,1139021,1067.0,8.3
홍천군,레저스포츠,레저스포츠,2435546,0,13681126,3699.0,0.4,2435546,1561.0,17.8
홍천군,문화관광,문화관광,1963430,0,13681126,3699.0,0.4,1963430,1401.0,14.4
홍천군,쇼핑,쇼핑,128420,0,13681126,3699.0,0.4,128420,358.0,0.9
홍천군,숙박,숙박,4133813,0,13681126,3699.0,0.4,4133813,2033.0,30.2
홍천군,역사관광,역사관광,206896,0,13681126,3699.0,0.4,206896,455.0,1.5
홍천군,음식,음식,3239653,0,13681126,3699.0,0.4,3239653,1800.0,23.7
홍천군,자연관광,자연관광,393668,0,13681126,3699.0,0.4,393668,627.0,2.9
홍천군,체험관광,체험관광,40679,0,13681126,3699.0,0.4,40679,202.0,0.3
화성시,기타관광,기타관광,4711472,0,64493139,8031.0,1.9,4711472,2171.0,7.3
화성시,레저스포츠,레저스포츠,5414769,0,64493139,8031.0,1.9,5414769,2327.0,8.4
화성시,문화관광,문화관광,7378893,0,64493139,8031.0,1.9,7378893,2716.0,11.4
화성시,쇼핑,쇼핑,4434437,0,64493139,8031.0,1.9,4434437,2106.0,6.9
화성시,숙박,숙박,4258795,0,64493139,8031.0,1.9,4258795,2064.0,6.6
화성시,역사관광,역사관광,1445914,0,64493139,8031.0,1.9,1445914,1202.0,2.2
화성시,음식,음식,30939876,0,64493139,8031.0,1.9,30939876,5562.0,48.0
화성시,자연관광,자연관광,4754989,0,64493139,8031.0,1.9,4754989,2181.0,7.4
화성시,체험관광,체험관광,1153994,0,64493139,8031.0,1.9,1153994,1074.0,1.8
화순군,기타관광,기타관광,218878,0,3789882,1947.0,0.1,218878,468.0,5.8
화순군,레저스포츠,레저스포츠,529372,0,3789882,1947.0,0.1,529372,728.0,14.0
화순군,문화관광,문화관광,419138,0,3789882,1947.0,0.1,419138,647.0,11.1
화순군,쇼핑,쇼핑,45275,0,3789882,1947.0,0.1,45275,213.0,1.2
화순군,숙박,숙박,322130,0,3789882,1947.0,0.1,322130,568.0,8.5
화순군,역사관광,역사관광,255871,0,3789882,1947.0,0.1,255871,506.0,6.8
화순군,음식,음식,1715903,0,3789882,1947.0,0.1,1715903,1310.0,45.3
화순군,자연관광,자연관광,211210,0,3789882,1947.0,0.1,211210,460.0,5.6
화순군,체험관광,체험관광,72105,0,3789882,1947.0,0.1,72105,269.0,1.9
화천군,기타관광,기타관광,330638,0,1370929,1171.0,0.0,330638,575.0,24.1
화천군,레저스포츠,레저스포츠,91044,0,1370929,1171.0,0.0,91044,302.0,6.6
