DPTR_REGN_NM,DPTR_REGN_DTL_NM,TMAP_CATE_MCLS_NM,SRCH_CNT,SPPY_SRCH_CNT,TOU_NUM,TOU_NUM_SQRT,TOU_NUM_RATE,DTL_TOU_NUM,DTL_TOU_NUM_SQRT,DTL_TOU_NUM_RATE,_YEAR
용산구,음식,음식,1087773,0,3591022,1895.0,1.0,1087773,1043.0,30.3,2021
용산구,자연관광,자연관광,13630,0,3591022,1895.0,1.0,13630,117.0,0.4,2021
용산구,체험관광,체험관광,106,0,3591022,1895.0,1.0,106,10.0,0.0,2021
용인시,기타관광,기타관광,151752,0,9727573,3119.0,2.6,151752,390.0,1.6,2021
용인시,레저스포츠,레저스포츠,1858541,0,9727573,3119.0,2.6,1858541,1363.0,19.1,2021
용인시,문화관광,문화관광,1289457,0,9727573,3119.0,2.6,1289457,1136.0,13.3,2021
용인시,쇼핑,쇼핑,1463410,0,9727573,3119.0,2.6,1463410,1210.0,15.0,2021
용인시,숙박,숙박,448101,0,9727573,3119.0,2.6,448101,669.0,4.6,2021
용인시,역사관광,역사관광,300532,0,9727573,3119.0,2.6,300532,548.0,3.1,2021
용인시,음식,음식,4034328,0,9727573,3119.0,2.6,4034328,2009.0,41.5,2021
용인시,자연관광,자연관광,132812,0,9727573,3119.0,2.6,132812,364.0,1.4,2021
용인시,체험관광,체험관광,48640,0,9727573,3119.0,2.6,48640,221.0,0.5,2021
울릉군,기타관광,기타관광,12661,0,77826,279.0,0.0,12661,113.0,16.3,2021
울릉군,레저스포츠,레저스포츠,833,0,77826,279.0,0.0,833,29.0,1.1,2021
울릉군,문화관광,문화관광,14971,0,77826,279.0,0.0,14971,122.0,19.2,2021
울릉군,쇼핑,쇼핑,414,0,77826,279.0,0.0,414,20.0,0.5,2021
울릉군,숙박,숙박,12339,0,77826,279.0,0.0,12339,111.0,15.9,2021
울릉군,역사관광,역사관광,442,0,77826,279.0,0.0,442,21.0,0.6,2021
울릉군,음식,음식,12443,0,77826,279.0,0.0,12443,112.0,16.0,2021
울릉군,자연관광,자연관광,23723,0,77826,279.0,0.0,23723,154.0,30.5,2021
울주군,기타관광,기타관광,505435,0,1834985,1355.0,0.5,505435,711.0,27.5,2021
울주군,레저스포츠,레저스포츠,130807,0,1834985,1355.0,0.5,130807,362.0,7.1,2021
울주군,문화관광,문화관광,100782,0,1834985,1355.0,0.5,100782,317.0,5.5,2021
울주군,쇼핑,쇼핑,79195,0,1834985,1355.0,0.5,79195,281.0,4.3,2021
울주군,숙박,숙박,100709,0,1834985,1355.0,0.5,100709,317.0,5.5,2021
울주군,역사관광,역사관광,64836,0,1834985,1355.0,0.5,64836,255.0,3.5,2021
울주군,음식,음식,629225,0,1834985,1355.0,0.5,629225,793.0,34.3,2021
울주군,자연관광,자연관광,203745,0,1834985,1355.0,0.5,203745,451.0,11.1,2021
울주군,체험관광,체험관광,20251,0,1834985,1355.0,0.5,20251,142.0,1.1,2021
울진군,기타관광,기타관광,82955,0,649728,806.0,0.2,82955,288.0,12.8,2021
울진군,레저스포츠,레저스포츠,25232,0,649728,806.0,0.2,25232,159.0,3.9,2021
울진군,문화관광,문화관광,47026,0,649728,806.0,0.2,47026,217.0,7.2,2021
울진군,쇼핑,쇼핑,16436,0,649728,806.0,0.2,16436,128.0,2.5,2021
울진군,숙박,숙박,75593,0,649728,806.0,0.2,75593,275.0,11.6,2021
울진군,역사관광,역사관광,23433,0,649728,806.0,0.2,23433,153.0,3.6,2021
울진군,음식,음식,85109,0,649728,806.0,0.2,85109,292.0,13.1,2021
울진군,자연관광,자연관광,254378,0,649728,806.0,0.2,254378,504.0,39.2,2021
울진군,체험관광,체험관광,39566,0,649728,806.0,0.2,39566,199.0,6.1,2021
원주시,기타관광,기타관광,336511,0,2416666,1555.0,0.6,336511,580.0,13.9,2021
원주시,레저스포츠,레저스포츠,316730,0,2416666,1555.0,0.6,316730,563.0,13.1,2021
원주시,문화관광,문화관광,221699,0,2416666,1555.0,0.6,221699,471.0,9.2,2021
원주시,쇼핑,쇼핑,133780,0,2416666,1555.0,0.6,133780,366.0,5.5,2021
원주시,숙박,숙박,305152,0,2416666,1555.0,0.6,305152,552.0,12.6,2021
원주시,역사관광,역사관광,55247,0,2416666,1555.0,0.6,55247,235.0,2.3,2021
원주시,음식,음식,1013486,0,2416666,1555.0,0.6,1013486,1007.0,41.9,2021
원주시,자연관광,자연관광,30584,0,2416666,1555.0,0.6,30584,175.0,1.3,2021
원주시,체험관광,체험관광,3477,0,2416666,1555.0,0.6,3477,59.0,0.1,2021
유성구,기타관광,기타관광,83213,0,2863156,1692.0,0.8,83213,288.0,2.9,2021
유성구,레저스포츠,레저스포츠,78948,0,2863156,1692.0,0.8,78948,281.0,2.8,2021
유성구,문화관광,문화관광,249183,0,2863156,1692.0,0.8,249183,499.0,8.7,2021
유성구,쇼핑,쇼핑,776476,0,2863156,1692.0,0.8,776476,881.0,27.1,2021
유성구,숙박,숙박,329277,0,2863156,1692.0,0.8,329277,574.0,11.5,2021
유성구,역사관광,역사관광,13792,0,2863156,1692.0,0.8,13792,117.0,0.5,2021
유성구,음식,음식,1320163,0,2863156,1692.0,0.8,1320163,1149.0,46.1,2021
유성구,자연관광,자연관광,11420,0,2863156,1692.0,0.8,11420,107.0,0.4,2021
유성구,체험관광,체험관광,684,0,2863156,1692.0,0.8,684,26.0,0.0,2021
은평구,기타관광,기타관광,83413,0,1031462,1016.0,0.3,83413,289.0,8.1,2021
은평구,레저스포츠,레저스포츠,3419,0,1031462,1016.0,0.3,3419,58.0,0.3,2021
은평구,문화관광,문화관광,67625,0,1031462,1016.0,0.3,67625,260.0,6.6,2021
은평구,쇼핑,쇼핑,294758,0,1031462,1016.0,0.3,294758,543.0,28.6,2021
은평구,숙박,숙박,41535,0,1031462,1016.0,0.3,41535,204.0,4.0,2021
은평구,역사관광,역사관광,152632,0,1031462,1016.0,0.3,152632,391.0,14.8,2021
은평구,음식,음식,379670,0,1031462,1016.0,0.3,379670,616.0,36.8,2021
은평구,자연관광,자연관광,7367,0,1031462,1016.0,0.3,7367,86.0,0.7,2021
은평구,체험관광,체험관광,1043,0,1031462,1016.0,0.3,1043,32.0,0.1,2021
음성군,기타관광,기타관광,74925,0,680882,825.0,0.2,74925,274.0,11.0,2021
음성군,레저스포츠,레저스포츠,259627,0,680882,825.0,0.2,259627,510.0,38.1,2021
음성군,문화관광,문화관광,26367,0,680882,825.0,0.2,26367,162.0,3.9,2021
음성군,쇼핑,쇼핑,23633,0,680882,825.0,0.2,23633,154.0,3.5,2021
음성군,숙박,숙박,48915,0,680882,825.0,0.2,48915,221.0,7.2,2021
음성군,역사관광,역사관광,12222,0,680882,825.0,0.2,12222,111.0,1.8,2021
음성군,음식,음식,207430,0,680882,825.0,0.2,207430,455.0,30.5,2021
음성군,자연관광,자연관광,26800,0,680882,825.0,0.2,26800,164.0,3.9,2021
음성군,체험관광,체험관광,963,0,680882,825.0,0.2,963,31.0,0.1,2021
의령군,기타관광,기타관광,16170,0,136452,369.0,0.0,16170,127.0,11.9,2021
의령군,레저스포츠,레저스포츠,23900,0,136452,369.0,0.0,23900,155.0,17.5,2021
의령군,문화관광,문화관광,8079,0,136452,369.0,0.0,8079,90.0,5.9,2021
의령군,쇼핑,쇼핑,11867,0,136452,369.0,0.0,11867,109.0,8.7,2021
의령군,숙박,숙박,13288,0,136452,369.0,0.0,13288,115.0,9.7,2021
의령군,역사관광,역사관광,23036,0,136452,369.0,0.0,23036,152.0,16.9,2021
의령군,음식,음식,35330,0,136452,369.0,0.0,35330,188.0,25.9,2021
의령군,자연관광,자연관광,4726,0,136452,369.0,0.0,4726,69.0,3.5,2021
의령군,체험관광,체험관광,56,0,136452,369.0,0.0,56,7.0,0.0,2021
의성군,기타관광,기타관광,15259,0,141386,376.0,0.0,15259,124.0,10.8,2021
의성군,레저스포츠,레저스포츠,40061,0,141386,376.0,0.0,40061,200.0,28.3,2021
의성군,문화관광,문화관광,12566,0,141386,376.0,0.0,12566,112.0,8.9,2021
의성군,쇼핑,쇼핑,7025,0,141386,376.0,0.0,7025,84.0,5.0,2021
의성군,숙박,숙박,6656,0,141386,376.0,0.0,6656,82.0,4.7,2021
의성군,역사관광,역사관광,15949,0,141386,376.0,0.0,15949,126.0,11.3,2021
의성군,음식,음식,23980,0,141386,376.0,0.0,23980,155.0,17.0,2021
의성군,자연관광,자연관광,18422,0,141386,376.0,0.0,18422,136.0,13.0,2021
의성군,체험관광,체험관광,1468,0,141386,376.0,0.0,1468,38.0,1.0,2021
의왕시,기타관광,기타관광,34526,0,1753984,1324.0,0.5,34526,186.0,2.0,2021
의왕시,레저스포츠,레저스포츠,39460,0,1753984,1324.0,0.5,39460,199.0,2.2,2021
의왕시,문화관광,문화관광,93621,0,1753984,1324.0,0.5,93621,306.0,5.3,2021
의왕시,쇼핑,쇼핑,324998,0,1753984,1324.0,0.5,324998,570.0,18.5,2021
의왕시,숙박,숙박,29104,0,1753984,1324.0,0.5,29104,171.0,1.7,2021
의왕시,역사관광,역사관광,45559,0,1753984,1324.0,0.5,45559,213.0,2.6,2021
의왕시,음식,음식,958182,0,1753984,1324.0,0.5,958182,979.0,54.6,2021
의왕시,자연관광,자연관광,223378,0,1753984,1324.0,0.5,223378,473.0,12.7,2021
의왕시,체험관광,체험관광,5156,0,1753984,1324.0,0.5,5156,72.0,0.3,2021
의정부시,기타관광,기타관광,56194,0,1816177,1348.0,0.5,56194,237.0,3.1,2021
의정부시,레저스포츠,레저스포츠,33156,0,1816177,1348.0,0.5,33156,182.0,1.8,2021
의정부시,문화관광,문화관광,155241,0,1816177,1348.0,0.5,155241,394.0,8.5,2021
의정부시,쇼핑,쇼핑,303618,0,1816177,1348.0,0.5,303618,551.0,16.7,2021
의정부시,숙박,숙박,101463,0,1816177,1348.0,0.5,101463,319.0,5.6,2021
의정부시,역사관광,역사관광,11661,0,1816177,1348.0,0.5,11661,108.0,0.6,2021
의정부시,음식,음식,1148444,0,1816177,1348.0,0.5,1148444,1072.0,63.2,2021
의정부시,자연관광,자연관광,5874,0,1816177,1348.0,0.5,5874,77.0,0.3,2021
의정부시,체험관광,체험관광,526,0,1816177,1348.0,0.5,526,23.0,0.0,2021
이천시,기타관광,기타관광,234456,0,2787370,1670.0,0.7,234456,484.0,8.4,2021
이천시,레저스포츠,레저스포츠,639262,0,2787370,1670.0,0.7,639262,800.0,22.9,2021
이천시,문화관광,문화관광,153390,0,2787370,1670.0,0.7,153390,392.0,5.5,2021
이천시,쇼핑,쇼핑,484078,0,2787370,1670.0,0.7,484078,696.0,17.4,2021
이천시,숙박,숙박,165338,0,2787370,1670.0,0.7,165338,407.0,5.9,2021
이천시,역사관광,역사관광,39830,0,2787370,1670.0,0.7,39830,200.0,1.4,2021
이천시,음식,음식,1010986,0,2787370,1670.0,0.7,1010986,1005.0,36.3,2021
이천시,자연관광,자연관광,13576,0,2787370,1670.0,0.7,13576,117.0,0.5,2021
이천시,체험관광,체험관광,46454,0,2787370,1670.0,0.7,46454,216.0,1.7,2021
익산시,기타관광,기타관광,213731,0,891194,944.0,0.2,213731,462.0,24.0,2021
익산시,레저스포츠,레저스포츠,52619,0,891194,944.0,0.2,52619,229.0,5.9,2021
익산시,문화관광,문화관광,125668,0,891194,944.0,0.2,125668,354.0,14.1,2021
익산시,쇼핑,쇼핑,29533,0,891194,944.0,0.2,29533,172.0,3.3,2021
익산시,숙박,숙박,68381,0,891194,944.0,0.2,68381,261.0,7.7,2021
익산시,역사관광,역사관광,40581,0,891194,944.0,0.2,40581,201.0,4.6,2021
익산시,음식,음식,348854,0,891194,944.0,0.2,348854,591.0,39.1,2021
익산시,자연관광,자연관광,5892,0,891194,944.0,0.2,5892,77.0,0.7,2021
익산시,체험관광,체험관광,5935,0,891194,944.0,0.2,5935,77.0,0.7,2021
인제군,기타관광,기타관광,58264,0,489351,700.0,0.1,58264,241.0,11.9,2021
인제군,레저스포츠,레저스포츠,35949,0,489351,700.0,0.1,35949,190.0,7.3,2021
인제군,문화관광,문화관광,12737,0,489351,700.0,0.1,12737,113.0,2.6,2021
인제군,쇼핑,쇼핑,3674,0,489351,700.0,0.1,3674,61.0,0.8,2021
인제군,숙박,숙박,85536,0,489351,700.0,0.1,85536,292.0,17.5,2021
인제군,역사관광,역사관광,45769,0,489351,700.0,0.1,45769,214.0,9.4,2021
인제군,음식,음식,113648,0,489351,700.0,0.1,113648,337.0,23.2,2021
인제군,자연관광,자연관광,129749,0,489351,700.0,0.1,129749,360.0,26.5,2021
인제군,체험관광,체험관광,4025,0,489351,700.0,0.1,4025,63.0,0.8,2021
임실군,기타관광,기타관광,29088,0,187364,433.0,0.0,29088,171.0,15.5,2021
임실군,레저스포츠,레저스포츠,19644,0,187364,433.0,0.0,19644,140.0,10.5,2021
임실군,문화관광,문화관광,51513,0,187364,433.0,0.0,51513,227.0,27.5,2021
임실군,쇼핑,쇼핑,2639,0,187364,433.0,0.0,2639,51.0,1.4,2021
임실군,숙박,숙박,6740,0,187364,433.0,0.0,6740,82.0,3.6,2021
임실군,역사관광,역사관광,2388,0,187364,433.0,0.0,2388,49.0,1.3,2021
임실군,음식,음식,57317,0,187364,433.0,0.0,57317,239.0,30.6,2021
임실군,자연관광,자연관광,18014,0,187364,433.0,0.0,18014,134.0,9.6,2021
임실군,체험관광,체험관광,21,0,187364,433.0,0.0,21,5.0,0.0,2021
장성군,기타관광,기타관광,57783,0,371430,609.0,0.1,57783,240.0,15.6,2021
장성군,레저스포츠,레저스포츠,42912,0,371430,609.0,0.1,42912,207.0,11.6,2021
장성군,문화관광,문화관광,32915,0,371430,609.0,0.1,32915,181.0,8.9,2021
장성군,쇼핑,쇼핑,2779,0,371430,609.0,0.1,2779,53.0,0.7,2021
장성군,숙박,숙박,31494,0,371430,609.0,0.1,31494,177.0,8.5,2021
장성군,역사관광,역사관광,53724,0,371430,609.0,0.1,53724,232.0,14.5,2021
장성군,음식,음식,115637,0,371430,609.0,0.1,115637,340.0,31.1,2021
장성군,자연관광,자연관광,33061,0,371430,609.0,0.1,33061,182.0,8.9,2021
장성군,체험관광,체험관광,1125,0,371430,609.0,0.1,1125,34.0,0.3,2021
장수군,기타관광,기타관광,6800,0,56752,238.0,0.0,6800,82.0,12.0,2021
장수군,레저스포츠,레저스포츠,14401,0,56752,238.0,0.0,14401,120.0,25.4,2021
장수군,문화관광,문화관광,3976,0,56752,238.0,0.0,3976,63.0,7.0,2021
장수군,쇼핑,쇼핑,806,0,56752,238.0,0.0,806,28.0,1.4,2021
장수군,숙박,숙박,7174,0,56752,238.0,0.0,7174,85.0,12.6,2021
장수군,역사관광,역사관광,3994,0,56752,238.0,0.0,3994,63.0,7.0,2021
장수군,음식,음식,8212,0,56752,238.0,0.0,8212,91.0,14.5,2021
장수군,자연관광,자연관광,10086,0,56752,238.0,0.0,10086,100.0,17.8,2021
장수군,체험관광,체험관광,1303,0,56752,238.0,0.0,1303,36.0,2.3,2021
장흥군,기타관광,기타관광,11108,0,148381,385.0,0.0,11108,105.0,7.5,2021
장흥군,레저스포츠,레저스포츠,22171,0,148381,385.0,0.0,22171,149.0,14.9,2021
장흥군,문화관광,문화관광,22595,0,148381,385.0,0.0,22595,150.0,15.2,2021
장흥군,쇼핑,쇼핑,23147,0,148381,385.0,0.0,23147,152.0,15.6,2021
장흥군,숙박,숙박,10764,0,148381,385.0,0.0,10764,104.0,7.3,2021
장흥군,역사관광,역사관광,5990,0,148381,385.0,0.0,5990,77.0,4.0,2021
장흥군,음식,음식,26632,0,148381,385.0,0.0,26632,163.0,17.9,2021
장흥군,자연관광,자연관광,25949,0,148381,385.0,0.0,25949,161.0,17.5,2021
장흥군,체험관광,체험관광,25,0,148381,385.0,0.0,25,5.0,0.0,2021
전주시,기타관광,기타관광,323064,0,3175999,1782.0,0.8,323064,568.0,10.2,2021
전주시,레저스포츠,레저스포츠,18782,0,3175999,1782.0,0.8,18782,137.0,0.6,2021
전주시,문화관광,문화관광,333010,0,3175999,1782.0,0.8,333010,577.0,10.5,2021
전주시,쇼핑,쇼핑,212948,0,3175999,1782.0,0.8,212948,461.0,6.7,2021
전주시,숙박,숙박,354735,0,3175999,1782.0,0.8,354735,596.0,11.2,2021
전주시,역사관광,역사관광,312591,0,3175999,1782.0,0.8,312591,559.0,9.8,2021
전주시,음식,음식,1550366,0,3175999,1782.0,0.8,1550366,1245.0,48.8,2021
전주시,자연관광,자연관광,70431,0,3175999,1782.0,0.8,70431,265.0,2.2,2021
전주시,체험관광,체험관광,72,0,3175999,1782.0,0.8,72,8.0,0.0,2021
정선군,기타관광,기타관광,80944,0,851305,923.0,0.2,80944,285.0,9.5,2021
정선군,레저스포츠,레저스포츠,55589,0,851305,923.0,0.2,55589,236.0,6.5,2021
정선군,문화관광,문화관광,202542,0,851305,923.0,0.2,202542,450.0,23.8,2021
정선군,쇼핑,쇼핑,82029,0,851305,923.0,0.2,82029,286.0,9.6,2021
정선군,숙박,숙박,284450,0,851305,923.0,0.2,284450,533.0,33.4,2021
정선군,역사관광,역사관광,13954,0,851305,923.0,0.2,13954,118.0,1.6,2021
정선군,음식,음식,80552,0,851305,923.0,0.2,80552,284.0,9.5,2021
정선군,자연관광,자연관광,50224,0,851305,923.0,0.2,50224,224.0,5.9,2021
정선군,체험관광,체험관광,1021,0,851305,923.0,0.2,1021,32.0,0.1,2021
정읍시,기타관광,기타관광,126831,0,421795,649.0,0.1,126831,356.0,30.1,2021
정읍시,레저스포츠,레저스포츠,36765,0,421795,649.0,0.1,36765,192.0,8.7,2021
정읍시,문화관광,문화관광,33422,0,421795,649.0,0.1,33422,183.0,7.9,2021
정읍시,쇼핑,쇼핑,8442,0,421795,649.0,0.1,8442,92.0,2.0,2021
정읍시,숙박,숙박,36100,0,421795,649.0,0.1,36100,190.0,8.6,2021
정읍시,역사관광,역사관광,15457,0,421795,649.0,0.1,15457,124.0,3.7,2021
정읍시,음식,음식,140028,0,421795,649.0,0.1,140028,374.0,33.2,2021
정읍시,자연관광,자연관광,16147,0,421795,649.0,0.1,16147,127.0,3.8,2021
정읍시,체험관광,체험관광,8603,0,421795,649.0,0.1,8603,93.0,2.0,2021
제주시,기타관광,기타관광,1321824,0,11243345,3353.0,3.0,1321824,1150.0,11.8,2021
제주시,레저스포츠,레저스포츠,556990,0,11243345,3353.0,3.0,556990,746.0,5.0,2021
제주시,문화관광,문화관광,746738,0,11243345,3353.0,3.0,746738,864.0,6.6,2021
제주시,쇼핑,쇼핑,429137,0,11243345,3353.0,3.0,429137,655.0,3.8,2021
제주시,숙박,숙박,1665187,0,11243345,3353.0,3.0,1665187,1290.0,14.8,2021
제주시,역사관광,역사관광,62919,0,11243345,3353.0,3.0,62919,251.0,0.6,2021
제주시,음식,음식,4614322,0,11243345,3353.0,3.0,4614322,2148.0,41.0,2021
제주시,자연관광,자연관광,1761007,0,11243345,3353.0,3.0,1761007,1327.0,15.7,2021
제주시,체험관광,체험관광,85221,0,11243345,3353.0,3.0,85221,292.0,0.8,2021
제천시,기타관광,기타관광,240351,0,1228403,1108.0,0.3,240351,490.0,19.6,2021
제천시,레저스포츠,레저스포츠,107125,0,1228403,1108.0,0.3,107125,327.0,8.7,2021
제천시,문화관광,문화관광,49222,0,1228403,1108.0,0.3,49222,222.0,4.0,2021
제천시,쇼핑,쇼핑,38006,0,1228403,1108.0,0.3,38006,195.0,3.1,2021
제천시,숙박,숙박,270885,0,1228403,1108.0,0.3,270885,520.0,22.1,2021
제천시,역사관광,역사관광,43760,0,1228403,1108.0,0.3,43760,209.0,3.6,2021
제천시,음식,음식,362670,0,1228403,1108.0,0.3,362670,602.0,29.5,2021
제천시,자연관광,자연관광,112458,0,1228403,1108.0,0.3,112458,335.0,9.2,2021
제천시,체험관광,체험관광,3926,0,1228403,1108.0,0.3,3926,63.0,0.3,2021
종로구,기타관광,기타관광,139286,0,2697643,1642.0,0.7,139286,373.0,5.2,2021
종로구,레저스포츠,레저스포츠,5032,0,2697643,1642.0,0.7,5032,71.0,0.2,2021
종로구,문화관광,문화관광,679127,0,2697643,1642.0,0.7,679127,824.0,25.2,2021
종로구,쇼핑,쇼핑,338109,0,2697643,1642.0,0.7,338109,581.0,12.5,2021
종로구,숙박,숙박,345131,0,2697643,1642.0,0.7,345131,587.0,12.8,2021
종로구,역사관광,역사관광,305496,0,2697643,1642.0,0.7,305496,553.0,11.3,2021
종로구,음식,음식,875094,0,2697643,1642.0,0.7,875094,935.0,32.4,2021
종로구,자연관광,자연관광,10305,0,2697643,1642.0,0.7,10305,102.0,0.4,2021
종로구,체험관광,체험관광,63,0,2697643,1642.0,0.7,63,8.0,0.0,2021
중구,기타관광,기타관광,1523663,0,13583796,3686.0,3.6,1523663,1234.0,11.2,2021
중구,레저스포츠,레저스포츠,339126,0,13583796,3686.0,3.6,339126,582.0,2.5,2021
중구,문화관광,문화관광,1293636,0,13583796,3686.0,3.6,1293636,1137.0,9.5,2021
중구,쇼핑,쇼핑,3162908,0,13583796,3686.0,3.6,3162908,1778.0,23.3,2021
중구,숙박,숙박,1944680,0,13583796,3686.0,3.6,1944680,1395.0,14.3,2021
중구,역사관광,역사관광,87299,0,13583796,3686.0,3.6,87299,295.0,0.6,2021
중구,음식,음식,3629534,0,13583796,3686.0,3.6,3629534,1905.0,26.7,2021
중구,자연관광,자연관광,1588868,0,13583796,3686.0,3.6,1588868,1261.0,11.7,2021
중구,체험관광,체험관광,14082,0,13583796,3686.0,3.6,14082,119.0,0.1,2021
중랑구,기타관광,기타관광,35379,0,516890,719.0,0.1,35379,188.0,6.8,2021
중랑구,레저스포츠,레저스포츠,1494,0,516890,719.0,0.1,1494,39.0,0.3,2021
중랑구,문화관광,문화관광,74599,0,516890,719.0,0.1,74599,273.0,14.4,2021
중랑구,쇼핑,쇼핑,91429,0,516890,719.0,0.1,91429,302.0,17.7,2021
중랑구,숙박,숙박,42833,0,516890,719.0,0.1,42833,207.0,8.3,2021
중랑구,역사관광,역사관광,6068,0,516890,719.0,0.1,6068,78.0,1.2,2021
중랑구,음식,음식,264647,0,516890,719.0,0.1,264647,514.0,51.2,2021
중랑구,자연관광,자연관광,355,0,516890,719.0,0.1,355,19.0,0.1,2021
중랑구,체험관광,체험관광,86,0,516890,719.0,0.1,86,9.0,0.0,2021
증평군,기타관광,기타관광,32902,0,269180,519.0,0.1,32902,181.0,12.2,2021
증평군,레저스포츠,레저스포츠,52166,0,269180,519.0,0.1,52166,228.0,19.4,2021
증평군,문화관광,문화관광,18076,0,269180,519.0,0.1,18076,134.0,6.7,2021
증평군,쇼핑,쇼핑,2607,0,269180,519.0,0.1,2607,51.0,1.0,2021
증평군,숙박,숙박,19265,0,269180,519.0,0.1,19265,139.0,7.2,2021
증평군,역사관광,역사관광,1409,0,269180,519.0,0.1,1409,38.0,0.5,2021
증평군,음식,음식,105065,0,269180,519.0,0.1,105065,324.0,39.0,2021
증평군,자연관광,자연관광,23316,0,269180,519.0,0.1,23316,153.0,8.7,2021
증평군,체험관광,체험관광,14374,0,269180,519.0,0.1,14374,120.0,5.3,2021
진도군,기타관광,기타관광,25471,0,357428,598.0,0.1,25471,160.0,7.1,2021
진도군,레저스포츠,레저스포츠,3612,0,357428,598.0,0.1,3612,60.0,1.0,2021
진도군,문화관광,문화관광,43323,0,357428,598.0,0.1,43323,208.0,12.1,2021
진도군,쇼핑,쇼핑,10724,0,357428,598.0,0.1,10724,104.0,3.0,2021
진도군,숙박,숙박,133425,0,357428,598.0,0.1,133425,365.0,37.3,2021
진도군,역사관광,역사관광,26948,0,357428,598.0,0.1,26948,164.0,7.5,2021
진도군,음식,음식,55908,0,357428,598.0,0.1,55908,236.0,15.6,2021
진도군,자연관광,자연관광,57989,0,357428,598.0,0.1,57989,241.0,16.2,2021
진도군,체험관광,체험관광,28,0,357428,598.0,0.1,28,5.0,0.0,2021
진안군,기타관광,기타관광,12735,0,168353,410.0,0.0,12735,113.0,7.6,2021
진안군,레저스포츠,레저스포츠,24192,0,168353,410.0,0.0,24192,156.0,14.4,2021
진안군,문화관광,문화관광,21166,0,168353,410.0,0.0,21166,145.0,12.6,2021
진안군,쇼핑,쇼핑,3115,0,168353,410.0,0.0,3115,56.0,1.9,2021
진안군,숙박,숙박,15550,0,168353,410.0,0.0,15550,125.0,9.2,2021
진안군,역사관광,역사관광,21364,0,168353,410.0,0.0,21364,146.0,12.7,2021
진안군,음식,음식,18597,0,168353,410.0,0.0,18597,136.0,11.0,2021
진안군,자연관광,자연관광,50957,0,168353,410.0,0.0,50957,226.0,30.3,2021
진안군,체험관광,체험관광,677,0,168353,410.0,0.0,677,26.0,0.4,2021
진주시,기타관광,기타관광,112748,0,1032554,1016.0,0.3,112748,336.0,10.9,2021
진주시,레저스포츠,레저스포츠,18487,0,1032554,1016.0,0.3,18487,136.0,1.8,2021
진주시,문화관광,문화관광,78902,0,1032554,1016.0,0.3,78902,281.0,7.6,2021
진주시,쇼핑,쇼핑,137665,0,1032554,1016.0,0.3,137665,371.0,13.3,2021
진주시,숙박,숙박,99011,0,1032554,1016.0,0.3,99011,315.0,9.6,2021
진주시,역사관광,역사관광,31764,0,1032554,1016.0,0.3,31764,178.0,3.1,2021
진주시,음식,음식,504254,0,1032554,1016.0,0.3,504254,710.0,48.8,2021
진주시,자연관광,자연관광,49500,0,1032554,1016.0,0.3,49500,222.0,4.8,2021
진주시,체험관광,체험관광,223,0,1032554,1016.0,0.3,223,15.0,0.0,2021
진천군,기타관광,기타관광,68817,0,736117,858.0,0.2,68817,262.0,9.3,2021
진천군,레저스포츠,레저스포츠,226246,0,736117,858.0,0.2,226246,476.0,30.7,2021
진천군,문화관광,문화관광,27976,0,736117,858.0,0.2,27976,167.0,3.8,2021
진천군,쇼핑,쇼핑,17957,0,736117,858.0,0.2,17957,134.0,2.4,2021
진천군,숙박,숙박,62487,0,736117,858.0,0.2,62487,250.0,8.5,2021
진천군,역사관광,역사관광,77012,0,736117,858.0,0.2,77012,278.0,10.5,2021
진천군,음식,음식,212161,0,736117,858.0,0.2,212161,461.0,28.8,2021
진천군,자연관광,자연관광,42098,0,736117,858.0,0.2,42098,205.0,5.7,2021
진천군,체험관광,체험관광,1363,0,736117,858.0,0.2,1363,37.0,0.2,2021
창녕군,기타관광,기타관광,24120,0,336153,580.0,0.1,24120,155.0,7.2,2021
창녕군,레저스포츠,레저스포츠,61048,0,336153,580.0,0.1,61048,247.0,18.2,2021
창녕군,문화관광,문화관광,47842,0,336153,580.0,0.1,47842,219.0,14.2,2021
창녕군,쇼핑,쇼핑,10754,0,336153,580.0,0.1,10754,104.0,3.2,2021
창녕군,숙박,숙박,62607,0,336153,580.0,0.1,62607,250.0,18.6,2021
창녕군,역사관광,역사관광,16048,0,336153,580.0,0.1,16048,127.0,4.8,2021
창녕군,음식,음식,72484,0,336153,580.0,0.1,72484,269.0,21.6,2021
창녕군,자연관광,자연관광,31522,0,336153,580.0,0.1,31522,178.0,9.4,2021
창녕군,체험관광,체험관광,9728,0,336153,580.0,0.1,9728,99.0,2.9,2021
창원시,기타관광,기타관광,580515,0,4204421,2050.0,1.1,580515,762.0,13.8,2021
창원시,레저스포츠,레저스포츠,144476,0,4204421,2050.0,1.1,144476,380.0,3.4,2021
창원시,문화관광,문화관광,492415,0,4204421,2050.0,1.1,492415,702.0,11.7,2021
창원시,쇼핑,쇼핑,584176,0,4204421,2050.0,1.1,584176,764.0,13.9,2021
창원시,숙박,숙박,302062,0,4204421,2050.0,1.1,302062,550.0,7.2,2021
창원시,역사관광,역사관광,106665,0,4204421,2050.0,1.1,106665,327.0,2.5,2021
창원시,음식,음식,1759631,0,4204421,2050.0,1.1,1759631,1327.0,41.9,2021
