DPTR_REGN_NM,DPTR_REGN_DTL_NM,TMAP_CATE_MCLS_NM,SRCH_CNT,SPPY_SRCH_CNT,TOU_NUM,TOU_NUM_SQRT,TOU_NUM_RATE,DTL_TOU_NUM,DTL_TOU_NUM_SQRT,DTL_TOU_NUM_RATE,_YEAR
구미시,쇼핑,쇼핑,38523,0,929901,964.0,0.3,38523,196.0,4.1,2020
구미시,숙박,숙박,69089,0,929901,964.0,0.3,69089,263.0,7.4,2020
구미시,역사관광,역사관광,27830,0,929901,964.0,0.3,27830,167.0,3.0,2020
구미시,음식,음식,422913,0,929901,964.0,0.3,422913,650.0,45.5,2020
구미시,자연관광,자연관광,52282,0,929901,964.0,0.3,52282,229.0,5.6,2020
구미시,체험관광,체험관광,1634,0,929901,964.0,0.3,1634,40.0,0.2,2020
군산시,기타관광,기타관광,244893,0,1781810,1335.0,0.6,244893,495.0,13.7,2020
군산시,레저스포츠,레저스포츠,50856,0,1781810,1335.0,0.6,50856,226.0,2.9,2020
군산시,문화관광,문화관광,136040,0,1781810,1335.0,0.6,136040,369.0,7.6,2020
군산시,쇼핑,쇼핑,126867,0,1781810,1335.0,0.6,126867,356.0,7.1,2020
군산시,숙박,숙박,156753,0,1781810,1335.0,0.6,156753,396.0,8.8,2020
군산시,역사관광,역사관광,26390,0,1781810,1335.0,0.6,26390,162.0,1.5,2020
군산시,음식,음식,797359,0,1781810,1335.0,0.6,797359,893.0,44.7,2020
군산시,자연관광,자연관광,242398,0,1781810,1335.0,0.6,242398,492.0,13.6,2020
군산시,체험관광,체험관광,254,0,1781810,1335.0,0.6,254,16.0,0.0,2020
군위군,기타관광,기타관광,27425,0,246326,496.0,0.1,27425,166.0,11.1,2020
군위군,레저스포츠,레저스포츠,39382,0,246326,496.0,0.1,39382,198.0,16.0,2020
군위군,문화관광,문화관광,48237,0,246326,496.0,0.1,48237,220.0,19.6,2020
군위군,쇼핑,쇼핑,1722,0,246326,496.0,0.1,1722,41.0,0.7,2020
군위군,숙박,숙박,13800,0,246326,496.0,0.1,13800,117.0,5.6,2020
군위군,역사관광,역사관광,31309,0,246326,496.0,0.1,31309,177.0,12.7,2020
군위군,음식,음식,72004,0,246326,496.0,0.1,72004,268.0,29.2,2020
군위군,자연관광,자연관광,11880,0,246326,496.0,0.1,11880,109.0,4.8,2020
군위군,체험관광,체험관광,567,0,246326,496.0,0.1,567,24.0,0.2,2020
군포시,기타관광,기타관광,3099,0,487458,698.0,0.2,3099,56.0,0.6,2020
군포시,레저스포츠,레저스포츠,33991,0,487458,698.0,0.2,33991,184.0,7.0,2020
군포시,문화관광,문화관광,55980,0,487458,698.0,0.2,55980,237.0,11.5,2020
군포시,쇼핑,쇼핑,87397,0,487458,698.0,0.2,87397,296.0,17.9,2020
군포시,숙박,숙박,20238,0,487458,698.0,0.2,20238,142.0,4.2,2020
군포시,역사관광,역사관광,4360,0,487458,698.0,0.2,4360,66.0,0.9,2020
군포시,음식,음식,228681,0,487458,698.0,0.2,228681,478.0,46.9,2020
군포시,자연관광,자연관광,53599,0,487458,698.0,0.2,53599,232.0,11.0,2020
군포시,체험관광,체험관광,113,0,487458,698.0,0.2,113,11.0,0.0,2020
금산군,기타관광,기타관광,12641,0,202184,450.0,0.1,12641,112.0,6.3,2020
금산군,레저스포츠,레저스포츠,17225,0,202184,450.0,0.1,17225,131.0,8.5,2020
금산군,문화관광,문화관광,8304,0,202184,450.0,0.1,8304,91.0,4.1,2020
금산군,쇼핑,쇼핑,23064,0,202184,450.0,0.1,23064,152.0,11.4,2020
금산군,숙박,숙박,23005,0,202184,450.0,0.1,23005,152.0,11.4,2020
금산군,역사관광,역사관광,13487,0,202184,450.0,0.1,13487,116.0,6.7,2020
금산군,음식,음식,62370,0,202184,450.0,0.1,62370,250.0,30.8,2020
금산군,자연관광,자연관광,10172,0,202184,450.0,0.1,10172,101.0,5.0,2020
금산군,체험관광,체험관광,31916,0,202184,450.0,0.1,31916,179.0,15.8,2020
금정구,기타관광,기타관광,111218,0,658620,812.0,0.2,111218,333.0,16.9,2020
금정구,레저스포츠,레저스포츠,47214,0,658620,812.0,0.2,47214,217.0,7.2,2020
금정구,문화관광,문화관광,49042,0,658620,812.0,0.2,49042,221.0,7.4,2020
금정구,쇼핑,쇼핑,55430,0,658620,812.0,0.2,55430,235.0,8.4,2020
금정구,숙박,숙박,10748,0,658620,812.0,0.2,10748,104.0,1.6,2020
금정구,역사관광,역사관광,78147,0,658620,812.0,0.2,78147,280.0,11.9,2020
금정구,음식,음식,287461,0,658620,812.0,0.2,287461,536.0,43.6,2020
금정구,자연관광,자연관광,14898,0,658620,812.0,0.2,14898,122.0,2.3,2020
금정구,체험관광,체험관광,4462,0,658620,812.0,0.2,4462,67.0,0.7,2020
금천구,기타관광,기타관광,1246,0,591334,769.0,0.2,1246,35.0,0.2,2020
금천구,레저스포츠,레저스포츠,732,0,591334,769.0,0.2,732,27.0,0.1,2020
금천구,문화관광,문화관광,37034,0,591334,769.0,0.2,37034,192.0,6.3,2020
금천구,쇼핑,쇼핑,369187,0,591334,769.0,0.2,369187,608.0,62.4,2020
금천구,숙박,숙박,43536,0,591334,769.0,0.2,43536,209.0,7.4,2020
금천구,역사관광,역사관광,11995,0,591334,769.0,0.2,11995,110.0,2.0,2020
금천구,음식,음식,122454,0,591334,769.0,0.2,122454,350.0,20.7,2020
금천구,자연관광,자연관광,5092,0,591334,769.0,0.2,5092,71.0,0.9,2020
금천구,체험관광,체험관광,58,0,591334,769.0,0.2,58,8.0,0.0,2020
기장군,기타관광,기타관광,53411,0,3033413,1742.0,1.0,53411,231.0,1.8,2020
기장군,레저스포츠,레저스포츠,177980,0,3033413,1742.0,1.0,177980,422.0,5.9,2020
기장군,문화관광,문화관광,247596,0,3033413,1742.0,1.0,247596,498.0,8.2,2020
기장군,쇼핑,쇼핑,719595,0,3033413,1742.0,1.0,719595,848.0,23.7,2020
기장군,숙박,숙박,182015,0,3033413,1742.0,1.0,182015,427.0,6.0,2020
기장군,역사관광,역사관광,200077,0,3033413,1742.0,1.0,200077,447.0,6.6,2020
기장군,음식,음식,1159176,0,3033413,1742.0,1.0,1159176,1077.0,38.2,2020
기장군,자연관광,자연관광,277036,0,3033413,1742.0,1.0,277036,526.0,9.1,2020
기장군,체험관광,체험관광,16527,0,3033413,1742.0,1.0,16527,129.0,0.5,2020
김제시,기타관광,기타관광,47024,0,307709,555.0,0.1,47024,217.0,15.3,2020
김제시,레저스포츠,레저스포츠,31177,0,307709,555.0,0.1,31177,177.0,10.1,2020
김제시,문화관광,문화관광,14957,0,307709,555.0,0.1,14957,122.0,4.9,2020
김제시,쇼핑,쇼핑,32201,0,307709,555.0,0.1,32201,179.0,10.5,2020
김제시,숙박,숙박,9157,0,307709,555.0,0.1,9157,96.0,3.0,2020
김제시,역사관광,역사관광,43907,0,307709,555.0,0.1,43907,210.0,14.3,2020
김제시,음식,음식,111857,0,307709,555.0,0.1,111857,334.0,36.4,2020
김제시,자연관광,자연관광,16409,0,307709,555.0,0.1,16409,128.0,5.3,2020
김제시,체험관광,체험관광,1020,0,307709,555.0,0.1,1020,32.0,0.3,2020
김천시,기타관광,기타관광,185993,0,502431,709.0,0.2,185993,431.0,37.0,2020
김천시,레저스포츠,레저스포츠,30098,0,502431,709.0,0.2,30098,173.0,6.0,2020
김천시,문화관광,문화관광,21173,0,502431,709.0,0.2,21173,146.0,4.2,2020
김천시,쇼핑,쇼핑,23742,0,502431,709.0,0.2,23742,154.0,4.7,2020
김천시,숙박,숙박,37975,0,502431,709.0,0.2,37975,195.0,7.6,2020
김천시,역사관광,역사관광,53337,0,502431,709.0,0.2,53337,231.0,10.6,2020
김천시,음식,음식,115925,0,502431,709.0,0.2,115925,340.0,23.1,2020
김천시,자연관광,자연관광,32531,0,502431,709.0,0.2,32531,180.0,6.5,2020
김천시,체험관광,체험관광,1657,0,502431,709.0,0.2,1657,41.0,0.3,2020
김포시,기타관광,기타관광,20229,0,3088741,1757.0,1.0,20229,142.0,0.7,2020
김포시,레저스포츠,레저스포츠,96386,0,3088741,1757.0,1.0,96386,310.0,3.1,2020
김포시,문화관광,문화관광,227183,0,3088741,1757.0,1.0,227183,477.0,7.4,2020
김포시,쇼핑,쇼핑,780803,0,3088741,1757.0,1.0,780803,884.0,25.3,2020
김포시,숙박,숙박,184990,0,3088741,1757.0,1.0,184990,430.0,6.0,2020
김포시,역사관광,역사관광,30724,0,3088741,1757.0,1.0,30724,175.0,1.0,2020
김포시,음식,음식,1514047,0,3088741,1757.0,1.0,1514047,1230.0,49.0,2020
김포시,자연관광,자연관광,224261,0,3088741,1757.0,1.0,224261,474.0,7.3,2020
김포시,체험관광,체험관광,10118,0,3088741,1757.0,1.0,10118,101.0,0.3,2020
김해시,기타관광,기타관광,97422,0,1919738,1386.0,0.6,97422,312.0,5.1,2020
김해시,레저스포츠,레저스포츠,122179,0,1919738,1386.0,0.6,122179,350.0,6.4,2020
김해시,문화관광,문화관광,200925,0,1919738,1386.0,0.6,200925,448.0,10.5,2020
김해시,쇼핑,쇼핑,444449,0,1919738,1386.0,0.6,444449,667.0,23.2,2020
김해시,숙박,숙박,106954,0,1919738,1386.0,0.6,106954,327.0,5.6,2020
김해시,역사관광,역사관광,58098,0,1919738,1386.0,0.6,58098,241.0,3.0,2020
김해시,음식,음식,846001,0,1919738,1386.0,0.6,846001,920.0,44.1,2020
김해시,자연관광,자연관광,34084,0,1919738,1386.0,0.6,34084,185.0,1.8,2020
김해시,체험관광,체험관광,9626,0,1919738,1386.0,0.6,9626,98.0,0.5,2020
나주시,기타관광,기타관광,85630,0,558207,747.0,0.2,85630,293.0,15.3,2020
나주시,레저스포츠,레저스포츠,53987,0,558207,747.0,0.2,53987,232.0,9.7,2020
나주시,문화관광,문화관광,55521,0,558207,747.0,0.2,55521,236.0,9.9,2020
나주시,쇼핑,쇼핑,13164,0,558207,747.0,0.2,13164,115.0,2.4,2020
나주시,숙박,숙박,44669,0,558207,747.0,0.2,44669,211.0,8.0,2020
나주시,역사관광,역사관광,13391,0,558207,747.0,0.2,13391,116.0,2.4,2020
나주시,음식,음식,279513,0,558207,747.0,0.2,279513,529.0,50.1,2020
나주시,자연관광,자연관광,10406,0,558207,747.0,0.2,10406,102.0,1.9,2020
나주시,체험관광,체험관광,1926,0,558207,747.0,0.2,1926,44.0,0.3,2020
남구,기타관광,기타관광,200289,0,2681510,1638.0,0.9,200289,448.0,7.5,2020
남구,레저스포츠,레저스포츠,25412,0,2681510,1638.0,0.9,25412,159.0,0.9,2020
남구,문화관광,문화관광,417928,0,2681510,1638.0,0.9,417928,646.0,15.6,2020
남구,쇼핑,쇼핑,428589,0,2681510,1638.0,0.9,428589,655.0,16.0,2020
남구,숙박,숙박,208090,0,2681510,1638.0,0.9,208090,456.0,7.8,2020
남구,역사관광,역사관광,58624,0,2681510,1638.0,0.9,58624,242.0,2.2,2020
남구,음식,음식,1237081,0,2681510,1638.0,0.9,1237081,1112.0,46.1,2020
남구,자연관광,자연관광,105208,0,2681510,1638.0,0.9,105208,324.0,3.9,2020
남구,체험관광,체험관광,289,0,2681510,1638.0,0.9,289,17.0,0.0,2020
남동구,기타관광,기타관광,47,0,2180498,1477.0,0.7,47,7.0,0.0,2020
남동구,레저스포츠,레저스포츠,33761,0,2180498,1477.0,0.7,33761,184.0,1.5,2020
남동구,문화관광,문화관광,263167,0,2180498,1477.0,0.7,263167,513.0,12.1,2020
남동구,쇼핑,쇼핑,663241,0,2180498,1477.0,0.7,663241,814.0,30.4,2020
남동구,숙박,숙박,114360,0,2180498,1477.0,0.7,114360,338.0,5.2,2020
남동구,역사관광,역사관광,9178,0,2180498,1477.0,0.7,9178,96.0,0.4,2020
남동구,음식,음식,863986,0,2180498,1477.0,0.7,863986,930.0,39.6,2020
남동구,자연관광,자연관광,213933,0,2180498,1477.0,0.7,213933,463.0,9.8,2020
남동구,체험관광,체험관광,18825,0,2180498,1477.0,0.7,18825,137.0,0.9,2020
남양주시,기타관광,기타관광,551773,0,4732370,2175.0,1.5,551773,743.0,11.7,2020
남양주시,레저스포츠,레저스포츠,166070,0,4732370,2175.0,1.5,166070,408.0,3.5,2020
남양주시,문화관광,문화관광,471772,0,4732370,2175.0,1.5,471772,687.0,10.0,2020
남양주시,쇼핑,쇼핑,179379,0,4732370,2175.0,1.5,179379,424.0,3.8,2020
남양주시,숙박,숙박,135283,0,4732370,2175.0,1.5,135283,368.0,2.9,2020
남양주시,역사관광,역사관광,196918,0,4732370,2175.0,1.5,196918,444.0,4.2,2020
남양주시,음식,음식,2926146,0,4732370,2175.0,1.5,2926146,1711.0,61.8,2020
남양주시,자연관광,자연관광,87925,0,4732370,2175.0,1.5,87925,297.0,1.9,2020
남양주시,체험관광,체험관광,17104,0,4732370,2175.0,1.5,17104,131.0,0.4,2020
남원시,기타관광,기타관광,113414,0,404033,636.0,0.1,113414,337.0,28.1,2020
남원시,레저스포츠,레저스포츠,22844,0,404033,636.0,0.1,22844,151.0,5.7,2020
남원시,문화관광,문화관광,33778,0,404033,636.0,0.1,33778,184.0,8.4,2020
남원시,쇼핑,쇼핑,9500,0,404033,636.0,0.1,9500,97.0,2.4,2020
남원시,숙박,숙박,67292,0,404033,636.0,0.1,67292,259.0,16.7,2020
남원시,역사관광,역사관광,12718,0,404033,636.0,0.1,12718,113.0,3.1,2020
남원시,음식,음식,124217,0,404033,636.0,0.1,124217,352.0,30.7,2020
남원시,자연관광,자연관광,20142,0,404033,636.0,0.1,20142,142.0,5.0,2020
남원시,체험관광,체험관광,128,0,404033,636.0,0.1,128,11.0,0.0,2020
남해군,기타관광,기타관광,203093,0,936017,967.0,0.3,203093,451.0,21.7,2020
남해군,레저스포츠,레저스포츠,29687,0,936017,967.0,0.3,29687,172.0,3.2,2020
남해군,문화관광,문화관광,66821,0,936017,967.0,0.3,66821,258.0,7.1,2020
남해군,쇼핑,쇼핑,14775,0,936017,967.0,0.3,14775,122.0,1.6,2020
남해군,숙박,숙박,183679,0,936017,967.0,0.3,183679,429.0,19.6,2020
남해군,역사관광,역사관광,89697,0,936017,967.0,0.3,89697,299.0,9.6,2020
남해군,음식,음식,195188,0,936017,967.0,0.3,195188,442.0,20.9,2020
남해군,자연관광,자연관광,146397,0,936017,967.0,0.3,146397,383.0,15.6,2020
남해군,체험관광,체험관광,6680,0,936017,967.0,0.3,6680,82.0,0.7,2020
노원구,기타관광,기타관광,21335,0,1002898,1001.0,0.3,21335,146.0,2.1,2020
노원구,레저스포츠,레저스포츠,76172,0,1002898,1001.0,0.3,76172,276.0,7.6,2020
노원구,문화관광,문화관광,102012,0,1002898,1001.0,0.3,102012,319.0,10.2,2020
노원구,쇼핑,쇼핑,359172,0,1002898,1001.0,0.3,359172,599.0,35.8,2020
노원구,숙박,숙박,20101,0,1002898,1001.0,0.3,20101,142.0,2.0,2020
노원구,역사관광,역사관광,10396,0,1002898,1001.0,0.3,10396,102.0,1.0,2020
노원구,음식,음식,386290,0,1002898,1001.0,0.3,386290,622.0,38.5,2020
노원구,자연관광,자연관광,15367,0,1002898,1001.0,0.3,15367,124.0,1.5,2020
노원구,체험관광,체험관광,12053,0,1002898,1001.0,0.3,12053,110.0,1.2,2020
논산시,기타관광,기타관광,118074,0,513348,716.0,0.2,118074,344.0,23.0,2020
논산시,레저스포츠,레저스포츠,42799,0,513348,716.0,0.2,42799,207.0,8.3,2020
논산시,문화관광,문화관광,51951,0,513348,716.0,0.2,51951,228.0,10.1,2020
논산시,쇼핑,쇼핑,30885,0,513348,716.0,0.2,30885,176.0,6.0,2020
논산시,숙박,숙박,33693,0,513348,716.0,0.2,33693,184.0,6.6,2020
논산시,역사관광,역사관광,31153,0,513348,716.0,0.2,31153,177.0,6.1,2020
논산시,음식,음식,167277,0,513348,716.0,0.2,167277,409.0,32.6,2020
논산시,자연관광,자연관광,32208,0,513348,716.0,0.2,32208,179.0,6.3,2020
논산시,체험관광,체험관광,5308,0,513348,716.0,0.2,5308,73.0,1.0,2020
단양군,기타관광,기타관광,162078,0,797270,893.0,0.3,162078,403.0,20.3,2020
단양군,레저스포츠,레저스포츠,41854,0,797270,893.0,0.3,41854,205.0,5.2,2020
단양군,문화관광,문화관광,125426,0,797270,893.0,0.3,125426,354.0,15.7,2020
단양군,쇼핑,쇼핑,72958,0,797270,893.0,0.3,72958,270.0,9.2,2020
단양군,숙박,숙박,135407,0,797270,893.0,0.3,135407,368.0,17.0,2020
단양군,역사관광,역사관광,21684,0,797270,893.0,0.3,21684,147.0,2.7,2020
단양군,음식,음식,182064,0,797270,893.0,0.3,182064,427.0,22.8,2020
단양군,자연관광,자연관광,55739,0,797270,893.0,0.3,55739,236.0,7.0,2020
단양군,체험관광,체험관광,60,0,797270,893.0,0.3,60,8.0,0.0,2020
달서구,기타관광,기타관광,9,0,1011911,1006.0,0.3,9,3.0,0.0,2020
달서구,레저스포츠,레저스포츠,11971,0,1011911,1006.0,0.3,11971,109.0,1.2,2020
달서구,문화관광,문화관광,167109,0,1011911,1006.0,0.3,167109,409.0,16.5,2020
달서구,쇼핑,쇼핑,171691,0,1011911,1006.0,0.3,171691,414.0,17.0,2020
달서구,숙박,숙박,69852,0,1011911,1006.0,0.3,69852,264.0,6.9,2020
달서구,역사관광,역사관광,3824,0,1011911,1006.0,0.3,3824,62.0,0.4,2020
달서구,음식,음식,521648,0,1011911,1006.0,0.3,521648,722.0,51.6,2020
달서구,자연관광,자연관광,54511,0,1011911,1006.0,0.3,54511,233.0,5.4,2020
달서구,체험관광,체험관광,11296,0,1011911,1006.0,0.3,11296,106.0,1.1,2020
달성군,기타관광,기타관광,18370,0,740677,861.0,0.2,18370,136.0,2.5,2020
달성군,레저스포츠,레저스포츠,16129,0,740677,861.0,0.2,16129,127.0,2.2,2020
달성군,문화관광,문화관광,205658,0,740677,861.0,0.2,205658,453.0,27.8,2020
달성군,쇼핑,쇼핑,14140,0,740677,861.0,0.2,14140,119.0,1.9,2020
달성군,숙박,숙박,37871,0,740677,861.0,0.2,37871,195.0,5.1,2020
달성군,역사관광,역사관광,43380,0,740677,861.0,0.2,43380,208.0,5.9,2020
달성군,음식,음식,374751,0,740677,861.0,0.2,374751,612.0,50.6,2020
달성군,자연관광,자연관광,29895,0,740677,861.0,0.2,29895,173.0,4.0,2020
달성군,체험관광,체험관광,483,0,740677,861.0,0.2,483,22.0,0.1,2020
담양군,기타관광,기타관광,89231,0,940846,970.0,0.3,89231,299.0,9.5,2020
담양군,레저스포츠,레저스포츠,31769,0,940846,970.0,0.3,31769,178.0,3.4,2020
담양군,문화관광,문화관광,79607,0,940846,970.0,0.3,79607,282.0,8.5,2020
담양군,쇼핑,쇼핑,12415,0,940846,970.0,0.3,12415,111.0,1.3,2020
담양군,숙박,숙박,72755,0,940846,970.0,0.3,72755,270.0,7.7,2020
담양군,역사관광,역사관광,59386,0,940846,970.0,0.3,59386,244.0,6.3,2020
담양군,음식,음식,422034,0,940846,970.0,0.3,422034,650.0,44.9,2020
담양군,자연관광,자연관광,164584,0,940846,970.0,0.3,164584,406.0,17.5,2020
담양군,체험관광,체험관광,9065,0,940846,970.0,0.3,9065,95.0,1.0,2020
당진시,기타관광,기타관광,168814,0,1310559,1145.0,0.4,168814,411.0,12.9,2020
당진시,레저스포츠,레저스포츠,65925,0,1310559,1145.0,0.4,65925,257.0,5.0,2020
당진시,문화관광,문화관광,304669,0,1310559,1145.0,0.4,304669,552.0,23.2,2020
당진시,쇼핑,쇼핑,37660,0,1310559,1145.0,0.4,37660,194.0,2.9,2020
당진시,숙박,숙박,68181,0,1310559,1145.0,0.4,68181,261.0,5.2,2020
당진시,역사관광,역사관광,23628,0,1310559,1145.0,0.4,23628,154.0,1.8,2020
당진시,음식,음식,370845,0,1310559,1145.0,0.4,370845,609.0,28.3,2020
당진시,자연관광,자연관광,269815,0,1310559,1145.0,0.4,269815,519.0,20.6,2020
당진시,체험관광,체험관광,1022,0,1310559,1145.0,0.4,1022,32.0,0.1,2020
대덕구,기타관광,기타관광,76121,0,502752,709.0,0.2,76121,276.0,15.1,2020
대덕구,레저스포츠,레저스포츠,13658,0,502752,709.0,0.2,13658,117.0,2.7,2020
대덕구,문화관광,문화관광,56897,0,502752,709.0,0.2,56897,239.0,11.3,2020
대덕구,쇼핑,쇼핑,90579,0,502752,709.0,0.2,90579,301.0,18.0,2020
대덕구,숙박,숙박,42711,0,502752,709.0,0.2,42711,207.0,8.5,2020
대덕구,역사관광,역사관광,2144,0,502752,709.0,0.2,2144,46.0,0.4,2020
대덕구,음식,음식,196812,0,502752,709.0,0.2,196812,444.0,39.1,2020
대덕구,자연관광,자연관광,23818,0,502752,709.0,0.2,23818,154.0,4.7,2020
대덕구,체험관광,체험관광,12,0,502752,709.0,0.2,12,3.0,0.0,2020
도봉구,기타관광,기타관광,1543,0,374168,612.0,0.1,1543,39.0,0.4,2020
도봉구,레저스포츠,레저스포츠,6791,0,374168,612.0,0.1,6791,82.0,1.8,2020
도봉구,문화관광,문화관광,40551,0,374168,612.0,0.1,40551,201.0,10.8,2020
도봉구,쇼핑,쇼핑,68961,0,374168,612.0,0.1,68961,263.0,18.4,2020
도봉구,숙박,숙박,19006,0,374168,612.0,0.1,19006,138.0,5.1,2020
도봉구,역사관광,역사관광,12868,0,374168,612.0,0.1,12868,113.0,3.4,2020
도봉구,음식,음식,215218,0,374168,612.0,0.1,215218,464.0,57.5,2020
도봉구,자연관광,자연관광,7570,0,374168,612.0,0.1,7570,87.0,2.0,2020
도봉구,체험관광,체험관광,1660,0,374168,612.0,0.1,1660,41.0,0.4,2020
동구,기타관광,기타관광,1208766,0,4349502,2086.0,1.4,1208766,1099.0,27.8,2020
동구,레저스포츠,레저스포츠,33579,0,4349502,2086.0,1.4,33579,183.0,0.8,2020
동구,문화관광,문화관광,415781,0,4349502,2086.0,1.4,415781,645.0,9.6,2020
동구,쇼핑,쇼핑,836508,0,4349502,2086.0,1.4,836508,915.0,19.2,2020
동구,숙박,숙박,253971,0,4349502,2086.0,1.4,253971,504.0,5.8,2020
동구,역사관광,역사관광,83923,0,4349502,2086.0,1.4,83923,290.0,1.9,2020
동구,음식,음식,1279273,0,4349502,2086.0,1.4,1279273,1131.0,29.4,2020
동구,자연관광,자연관광,226738,0,4349502,2086.0,1.4,226738,476.0,5.2,2020
동구,체험관광,체험관광,10963,0,4349502,2086.0,1.4,10963,105.0,0.3,2020
동대문구,기타관광,기타관광,21368,0,753722,868.0,0.2,21368,146.0,2.8,2020
동대문구,레저스포츠,레저스포츠,8198,0,753722,868.0,0.2,8198,91.0,1.1,2020
동대문구,문화관광,문화관광,36230,0,753722,868.0,0.2,36230,190.0,4.8,2020
동대문구,쇼핑,쇼핑,313280,0,753722,868.0,0.2,313280,560.0,41.6,2020
동대문구,숙박,숙박,34401,0,753722,868.0,0.2,34401,185.0,4.6,2020
동대문구,역사관광,역사관광,6090,0,753722,868.0,0.2,6090,78.0,0.8,2020
동대문구,음식,음식,326698,0,753722,868.0,0.2,326698,572.0,43.3,2020
동대문구,자연관광,자연관광,4013,0,753722,868.0,0.2,4013,63.0,0.5,2020
동대문구,체험관광,체험관광,3444,0,753722,868.0,0.2,3444,59.0,0.5,2020
동두천시,기타관광,기타관광,7334,0,291645,540.0,0.1,7334,86.0,2.5,2020
동두천시,레저스포츠,레저스포츠,29851,0,291645,540.0,0.1,29851,173.0,10.2,2020
동두천시,문화관광,문화관광,13167,0,291645,540.0,0.1,13167,115.0,4.5,2020
동두천시,쇼핑,쇼핑,14166,0,291645,540.0,0.1,14166,119.0,4.9,2020
동두천시,숙박,숙박,23238,0,291645,540.0,0.1,23238,152.0,8.0,2020
동두천시,역사관광,역사관광,1388,0,291645,540.0,0.1,1388,37.0,0.5,2020
동두천시,음식,음식,169038,0,291645,540.0,0.1,169038,411.0,58.0,2020
동두천시,자연관광,자연관광,33274,0,291645,540.0,0.1,33274,182.0,11.4,2020
동두천시,체험관광,체험관광,189,0,291645,540.0,0.1,189,14.0,0.1,2020
동래구,기타관광,기타관광,5562,0,697335,835.0,0.2,5562,75.0,0.8,2020
동래구,레저스포츠,레저스포츠,4923,0,697335,835.0,0.2,4923,70.0,0.7,2020
동래구,문화관광,문화관광,76467,0,697335,835.0,0.2,76467,277.0,11.0,2020
동래구,쇼핑,쇼핑,196675,0,697335,835.0,0.2,196675,443.0,28.2,2020
동래구,숙박,숙박,54859,0,697335,835.0,0.2,54859,234.0,7.9,2020
동래구,역사관광,역사관광,13844,0,697335,835.0,0.2,13844,118.0,2.0,2020
동래구,음식,음식,306570,0,697335,835.0,0.2,306570,554.0,44.0,2020
동래구,자연관광,자연관광,10,0,697335,835.0,0.2,10,3.0,0.0,2020
동래구,체험관광,체험관광,38425,0,697335,835.0,0.2,38425,196.0,5.5,2020
동작구,기타관광,기타관광,213,0,830661,911.0,0.3,213,15.0,0.0,2020
동작구,레저스포츠,레저스포츠,226,0,830661,911.0,0.3,226,15.0,0.0,2020
동작구,문화관광,문화관광,90719,0,830661,911.0,0.3,90719,301.0,10.9,2020
동작구,쇼핑,쇼핑,456747,0,830661,911.0,0.3,456747,676.0,55.0,2020
동작구,숙박,숙박,39864,0,830661,911.0,0.3,39864,200.0,4.8,2020
동작구,역사관광,역사관광,9518,0,830661,911.0,0.3,9518,98.0,1.1,2020
동작구,음식,음식,229962,0,830661,911.0,0.3,229962,480.0,27.7,2020
동작구,자연관광,자연관광,3409,0,830661,911.0,0.3,3409,58.0,0.4,2020
동작구,체험관광,체험관광,3,0,830661,911.0,0.3,3,2.0,0.0,2020
동해시,기타관광,기타관광,123039,0,659755,812.0,0.2,123039,351.0,18.6,2020
동해시,레저스포츠,레저스포츠,4972,0,659755,812.0,0.2,4972,71.0,0.8,2020
동해시,문화관광,문화관광,26707,0,659755,812.0,0.2,26707,163.0,4.0,2020
동해시,쇼핑,쇼핑,44075,0,659755,812.0,0.2,44075,210.0,6.7,2020
동해시,숙박,숙박,116456,0,659755,812.0,0.2,116456,341.0,17.7,2020
동해시,역사관광,역사관광,4095,0,659755,812.0,0.2,4095,64.0,0.6,2020
동해시,음식,음식,121130,0,659755,812.0,0.2,121130,348.0,18.4,2020
동해시,자연관광,자연관광,219281,0,659755,812.0,0.2,219281,468.0,33.2,2020
마포구,기타관광,기타관광,5197,0,2225455,1492.0,0.7,5197,72.0,0.2,2020
마포구,레저스포츠,레저스포츠,12818,0,2225455,1492.0,0.7,12818,113.0,0.6,2020
마포구,문화관광,문화관광,599256,0,2225455,1492.0,0.7,599256,774.0,26.9,2020
마포구,쇼핑,쇼핑,188424,0,2225455,1492.0,0.7,188424,434.0,8.5,2020
마포구,숙박,숙박,250261,0,2225455,1492.0,0.7,250261,500.0,11.2,2020
마포구,역사관광,역사관광,13607,0,2225455,1492.0,0.7,13607,117.0,0.6,2020
마포구,음식,음식,1155212,0,2225455,1492.0,0.7,1155212,1075.0,51.9,2020
마포구,자연관광,자연관광,650,0,2225455,1492.0,0.7,650,25.0,0.0,2020
마포구,체험관광,체험관광,30,0,2225455,1492.0,0.7,30,5.0,0.0,2020
목포시,기타관광,기타관광,373322,0,1142962,1069.0,0.4,373322,611.0,32.7,2020
목포시,레저스포츠,레저스포츠,3323,0,1142962,1069.0,0.4,3323,58.0,0.3,2020
목포시,문화관광,문화관광,97985,0,1142962,1069.0,0.4,97985,313.0,8.6,2020
목포시,쇼핑,쇼핑,67557,0,1142962,1069.0,0.4,67557,260.0,5.9,2020
목포시,숙박,숙박,117529,0,1142962,1069.0,0.4,117529,343.0,10.3,2020
목포시,역사관광,역사관광,2487,0,1142962,1069.0,0.4,2487,50.0,0.2,2020
목포시,음식,음식,407209,0,1142962,1069.0,0.4,407209,638.0,35.6,2020
