시군,업종,2024,2026
군포시,문화서비스,56.06506559844747,48.1429275877337
군포시,여행업,1.2068672106651546,1.2603585431738016
군포시,호텔,0.0,0.0
군포시,캠핑장/펜션,0.039402875552565136,0.18483199223831484
군포시,렌터카,3.924960952396276,2.6585831034612952
금산군,일반외식업,3131.6651005249746,3353.8893174923883
금산군,육상운송,4457.44216825083,4729.766670860017
금산군,기타관광쇼핑,4753.424824437293,4779.730366064462
금산군,대형쇼핑몰,0.0,0.0
금산군,제과음료업,501.1419381269961,561.4956343314259
금산군,골프장,395.8551818983465,475.79828090668354
금산군,기타숙박,56.572997686577736,51.83717596034864
금산군,뷰티,114.3362122926639,129.43279599831124
금산군,레저용품쇼핑,114.61933618944781,66.13665122040776
금산군,기타레저,57.76565139056629,51.89368849658768
금산군,문화서비스,2.2476290848503586,2.12357878862072
금산군,여행업,0.23195142270138883,0.0
금산군,호텔,0.0,0.0
금산군,캠핑장/펜션,48.84504030593829,34.9510497729654
금산군,렌터카,137.08892588063105,212.5480074746847
기장군,일반외식업,4826.733286890274,4964.579022251494
기장군,육상운송,2360.425325364237,2742.356454768038
기장군,기타관광쇼핑,2133.764371703972,2324.715189201842
기장군,대형쇼핑몰,9580.50511212677,11093.757398717744
기장군,제과음료업,741.1272824110629,746.7664215825873
기장군,골프장,668.7066777418372,643.609356389549
기장군,기타숙박,134.1822472680489,106.73758112702282
기장군,뷰티,116.2571547100671,166.84999449681058
기장군,레저용품쇼핑,119.03149612030009,131.73321935946123
기장군,기타레저,82.25351975997908,84.85293101422775
기장군,문화서비스,56.81025011882917,38.30064476476134
기장군,여행업,1.7495086808273832,2.610916456358437
기장군,호텔,1154.913443660793,1012.0686339000495
기장군,캠핑장/펜션,2.5121801060103577,1.5924468204224014
기장군,렌터카,0.6468188214946143,0.6081933574649749
김제시,일반외식업,2121.5921322377962,2191.66693472821
김제시,육상운송,5384.886691464709,7359.01370631455
김제시,기타관광쇼핑,3950.2049947630353,3951.302628677062
김제시,대형쇼핑몰,1720.6322176878768,1619.8357750847172
김제시,제과음료업,511.1385109134451,618.4236500169978
김제시,골프장,981.8180024195202,825.2689621528729
김제시,기타숙박,81.38340802638241,75.22262029039975
김제시,뷰티,61.73523514384355,63.324969041784506
김제시,레저용품쇼핑,24.566523442193425,16.819376892292716
김제시,기타레저,60.81111630408418,47.863217798422504
김제시,문화서비스,7.477381632479224,15.332040312444821
김제시,여행업,1.272333912775871,0.0
김제시,호텔,0.0,0.0
김제시,캠핑장/펜션,3.2336041034423584,6.004077158217482
김제시,렌터카,16.453536893436944,17.19740152325297
김천시,일반외식업,3189.066140659521,3122.07972927823
김천시,육상운송,8581.042582339382,9040.91114921407
김천시,기타관광쇼핑,2727.50303276899,2329.470575132948
김천시,대형쇼핑몰,1650.2237083648424,1638.4604884190728
김천시,제과음료업,437.30622540863726,461.4729603058961
김천시,골프장,503.7515825107928,490.1018996309324
김천시,기타숙박,171.52138736278923,167.50735505665946
김천시,뷰티,156.2067434565187,139.52594687653715
김천시,레저용품쇼핑,171.4544344863521,192.97646227188497
김천시,기타레저,86.0671994035408,86.33742153832827
김천시,문화서비스,25.08749077460655,12.203322845997024
김천시,여행업,0.0,0.0
김천시,호텔,2.3636018539747434,1.3042464431224419
김천시,캠핑장/펜션,8.836953110978836,6.334552215488466
