시군,방문_2024,방문_2026,관광소비_방문당_2024,관광소비_방문당_2026,체험문화_2024,체험문화_2026,방문_변화율,관광소비_변화율,체험문화_변화율
칠곡군,14688478.0,14925537.0,23784.11309871588,26352.55850426018,150.71234746036995,148.60356448146555,0.016139112575176195,0.10798995930115107,-0.013992104923313708
태백시,3695132.0,3672550.0,17192.836954133167,17325.39815659419,124.31220319057614,118.63146859811303,-0.006111283710568349,0.007710257638961382,-0.04569732050967101
태안군,11485083.0,12187572.0,15103.43181673132,15790.080337576672,202.82500352848996,183.38312175714736,0.06116533942331981,0.0454630794628208,-0.09585544894918085
통영시,10286774.0,10677982.0,12917.107151377098,13869.759005025482,143.71142984185323,154.37439396320391,0.038030192944843444,0.07375117682962173,0.07419704983162934
파주시,33957321.0,35947133.0,23905.618231779827,23721.91145257676,474.65888136464,462.80466929031587,0.058597437648276296,-0.007684669663085564,-0.024974171009385482
평창군,11732273.0,11816839.0,18874.365180557936,18829.49907331394,375.8032224446192,494.40446806459835,0.007207980925776347,-0.002377092252629165,0.31559400914252933
평택시,31582863.0,37993040.0,23818.27094016144,22194.78399201538,405.6837405779204,306.8429112279512,0.202963771840444,-0.06816141071804682,-0.24364010548996762
포천시,18073959.0,19373839.0,25010.002623110962,25084.575287324315,316.2964461742997,348.39728976791844,0.07192004806473218,0.002981713570251454,0.10148973844596743
하남시,36458146.0,39366559.0,24768.377827001954,24933.101976223017,383.99709080105174,335.8986748117863,0.0797740236160116,0.006650582867057331,-0.1252572405924428
하동군,5447376.0,5399027.0,11773.038431714645,13170.090092159198,278.53594097414975,272.7665558997945,-0.008875649487019022,0.11866534442639076,-0.020713251777050412
함안군,7186316.0,7838820.0,21473.773905851063,24984.94709662934,72.28738619342651,79.05985849911085,0.09079812243157681,0.1635098332585858,0.0936881614112115
함양군,4729314.0,5516530.0,11036.650770069402,8569.24026516669,28.683652639685164,28.905489501552605,0.16645458516816602,-0.22356515181164827,0.007733912575712987
함평군,3843215.0,3949343.0,23583.06209774889,22947.79891237606,126.69652881766959,119.30161548389188,0.027614380147870987,-0.02693726466646884,-0.05836713446522135
합천군,4391046.0,4530192.0,7469.189345773194,8173.798152484486,128.65408378778085,117.60428697061846,0.031688577163618836,0.09433537886009402,-0.08588764920505276
해남군,6026492.0,6241876.0,9298.131483456711,11634.023809508551,155.5555039316405,198.91808167929003,0.035739531389073376,0.2512216922515964,0.2787595208891187
홍성군,7992051.0,8845587.0,15671.90950107801,15664.904432006604,178.8378227316117,167.71560779403336,0.10679811727928157,-0.00044698248614327696,-0.062191625729361766
홍천군,13435801.0,15132799.0,22897.28427802704,20675.950959237613,170.4759545039406,211.37319011506065,0.12630419280547556,-0.0970129597823568,0.2399003174971206
화성시,64710494.0,8054833.0,20195.53851651944,198087.47530830247,448.26797335220465,4008.498127769998,-0.8755250887128138,8.8084770131914,7.942191648879
화순군,8160155.0,8762630.0,11801.946286559507,12195.521207673952,121.5511224970604,106.06598703813809,0.07383131815510868,0.03334830641982012,-0.12739607122342134
화천군,2950449.0,2899574.0,8880.256191515258,9333.13824720459,182.20074300555612,175.92377363019534,-0.017243138247771794,0.05099876016212712,-0.034450844007641424
횡성군,7553340.0,7629459.0,22169.994333632538,23084.8323583625,875.312775540357,739.0201585721871,0.010077528616479592,0.04126469366490215,-0.15570733202658027
