FSTV_ID,FSTV_REPS_NM,BASE_YEAR,FSTV_PERD_CNT,TOT_LOCAL,TOT_OUT,TOT_FORE,TOTAL_COL,PRE_TOTAL,TOTAL_AVG,PRE_TOTAL_AVG,TOTAL_AVG_VAR,PRE_VAL,GROTH_VAL,LOCAL_TOU_NUM_RAT,OUT_TOU_NUM_RAT,FORE_TOU_NUM_RAT,GROTH_VAL_RATE,GROTH_MARK,DISP_YN,SIDO_NM,지역,FSTV_BGNG_YMD,FSTV_END_YMD,시작월,일평균,외지인_일평균,FSTV_YEAR,SGG_NM,외지인소비,외지인_방문당소비
KCTF0052,영주풍기인삼축제,2019,9,25727.0,14786.0,0.0,40513.0,247417.0,4501.4444,27490.7778,-83.6,247417.0,-206904.0,63.5,36.5,0.0,-83.63,▼,N,경상북도,영주시,2019-10-12,2019-10-20,10,4501.444444444444,1642.888888888889,2019,영주시,318968392.6,21572.324671987015
KCTF0052,영주풍기인삼축제,2022,24,308066.0,286599.0,1422.0,596087.0,40513.0,24836.9583,4501.4444,451.8,40513.0,555574.0,51.68,48.08,0.24,1371.35,▲,N,경상북도,영주시,2022-09-30,2022-10-23,9,24836.958333333332,11941.625,2022,영주시,3649933574.0,12735.332551753496
KCTF0052,영주풍기인삼축제,2023,9,106995.0,84936.0,1341.0,193272.0,596087.0,21474.6667,24836.9583,-13.5,596087.0,-402815.0,55.36,43.95,0.69,-67.58,▼,N,경상북도,영주시,2023-10-07,2023-10-15,10,21474.666666666668,9437.333333333334,2023,영주시,1233643227.3,14524.385741028538
KCTF0052,영주풍기인삼축제,2024,9,100960.0,82811.0,1330.0,185101.0,193272.0,20566.7778,21474.6667,-4.2,193272.0,-8171.0,54.54,44.74,0.72,-4.23,▼,N,경상북도,영주시,2024-10-05,2024-10-13,10,20566.777777777777,9201.222222222224,2024,영주시,1184617133.0,14305.06977333929
KCTF0052,영주풍기인삼축제,2025,9,104646.0,92043.0,1453.0,198142.0,185101.0,22015.7778,20566.7778,7.0,185101.0,13041.0,52.81,46.45,0.73,7.05,▲,N,경상북도,,2025-10-18,2025-10-26,10,22015.777777777777,10227.0,2025,영주시,1228377944.5999997,13345.696517931832
KCTF0053,울산고래축제,2018,4,77623.0,59803.0,0.0,137426.0,,34356.5,,,,137426.0,56.48,43.52,0.0,0.0,,N,울산광역시,남구,2018-07-05,2018-07-08,7,34356.5,14950.75,2018,남구,767480962.3,12833.485983980736
KCTF0053,울산고래축제,2019,3,50104.0,54835.0,0.0,104939.0,137426.0,34979.6667,34356.5,1.8,137426.0,-32487.0,47.75,52.25,0.0,-23.64,▼,N,울산광역시,남구,2019-06-07,2019-06-09,6,34979.666666666664,18278.333333333332,2019,남구,464110295.5999999,8463.760291784443
KCTF0053,울산고래축제,2022,4,85235.0,70133.0,1047.0,156415.0,104939.0,39103.75,34979.6667,11.8,104939.0,51476.0,54.49,44.84,0.67,49.05,▲,N,울산광역시,남구,2022-10-13,2022-10-16,10,39103.75,17533.25,2022,남구,880803182.0,12559.040423195927
KCTF0053,울산고래축제,2023,4,82804.0,68240.0,3141.0,154185.0,156415.0,38546.25,39103.75,-1.4,156415.0,-2230.0,53.7,44.26,2.04,-1.43,▼,N,울산광역시,남구,2023-05-11,2023-05-14,5,38546.25,17060.0,2023,남구,811833483.5999999,11896.739208675262
KCTF0054,울산쇠부리축제,2018,3,102607.0,99539.0,0.0,202146.0,,67382.0,,,,202146.0,50.76,49.24,0.0,0.0,,N,울산광역시,북구,2018-05-11,2018-05-13,5,67382.0,33179.666666666664,2018,북구,1887694517.5,18964.370924964085
KCTF0054,울산쇠부리축제,2019,3,52770.0,16940.0,0.0,69710.0,202146.0,23236.6667,67382.0,-65.5,202146.0,-132436.0,75.7,24.3,0.0,-65.52,▼,N,울산광역시,북구,2019-05-10,2019-05-12,5,23236.666666666668,5646.666666666667,2019,북구,218653505.1,12907.526865407319
KCTF0054,울산쇠부리축제,2022,3,60740.0,22997.0,16.0,83753.0,69710.0,27917.6667,23236.6667,20.1,69710.0,14043.0,72.52,27.46,0.02,20.14,▲,N,울산광역시,북구,2022-05-13,2022-05-15,5,27917.666666666668,7665.666666666667,2022,북구,227613494.5,9897.529873461755
KCTF0054,울산쇠부리축제,2023,3,60265.0,20447.0,131.0,80843.0,83753.0,26947.6667,27917.6667,-3.5,83753.0,-2910.0,74.55,25.29,0.16,-3.47,▼,N,울산광역시,북구,2023-05-12,2023-05-14,5,26947.666666666668,6815.666666666667,2023,북구,170222869.8,8325.077996772143
KCTF0055,울산옹기축제,2018,4,64884.0,43019.0,0.0,107903.0,,26975.75,,,,107903.0,60.13,39.87,0.0,0.0,,N,울산광역시,울주군,2018-05-04,2018-05-07,5,26975.75,10754.75,2018,울주군,372819732.7999999,8666.397005974102
KCTF0055,울산옹기축제,2019,4,66591.0,49467.0,0.0,116058.0,107903.0,29014.5,26975.75,7.6,107903.0,8155.0,57.38,42.62,0.0,7.56,▲,N,울산광역시,울주군,2019-05-03,2019-05-06,5,29014.5,12366.75,2019,울주군,411293489.6,8314.50238745022
KCTF0055,울산옹기축제,2022,4,77710.0,52289.0,121.0,130120.0,116058.0,32530.0,29014.5,12.1,116058.0,14062.0,59.72,40.19,0.09,12.12,▲,N,울산광역시,울주군,2022-09-30,2022-10-03,9,32530.0,13072.25,2022,울주군,470022279.8000001,8988.932276387004
KCTF0055,울산옹기축제,2023,3,49749.0,25287.0,243.0,75279.0,130120.0,25093.0,32530.0,-22.9,130120.0,-54841.0,66.09,33.59,0.32,-42.15,▼,N,울산광역시,울주군,2023-05-05,2023-05-07,5,25093.0,8429.0,2023,울주군,299612242.4,11848.46926879424
KCTF0055,울산옹기축제,2024,3,47818.0,33602.0,494.0,81914.0,75279.0,27304.6667,25093.0,8.8,75279.0,6635.0,58.38,41.02,0.6,8.81,▲,N,울산광역시,울주군,2024-05-04,2024-05-06,5,27304.666666666668,11200.666666666666,2024,울주군,321925625.3000001,9580.549529789896
KCTF0055,울산옹기축제,2025,3,55178.0,49809.0,455.0,105442.0,81914.0,35147.3333,27304.6667,28.7,81914.0,23528.0,52.33,47.24,0.43,28.72,▲,N,울산광역시,,2025-05-03,2025-05-05,5,35147.333333333336,16603.0,2025,울주군,413349597.7,8298.692961111445
KCTF0056,원주다이내믹댄싱카니발,2018,6,62324.0,10046.0,0.0,72370.0,,12061.6667,,,,72370.0,86.12,13.88,0.0,0.0,,N,강원특별자치도,원주시,2018-09-11,2018-09-16,9,12061.666666666666,1674.3333333333333,2018,원주시,47813327.099999994,4759.43928926936
KCTF0056,원주다이내믹댄싱카니발,2019,6,40017.0,9699.0,0.0,49716.0,72370.0,8286.0,12061.6667,-31.3,72370.0,-22654.0,80.49,19.51,0.0,-31.3,▼,N,강원특별자치도,원주시,2019-09-03,2019-09-08,9,8286.0,1616.5,2019,원주시,58577850.5,6039.576296525415
KCTF0056,원주다이내믹댄싱카니발,2022,3,68274.0,18641.0,103.0,87018.0,49716.0,29006.0,8286.0,250.1,49716.0,37302.0,78.46,21.42,0.12,75.03,▲,N,강원특별자치도,원주시,2022-10-01,2022-10-03,10,29006.0,6213.666666666667,2022,원주시,25663103.199999996,1376.702065339842
KCTF0056,원주다이내믹댄싱카니발,2023,3,54573.0,11885.0,146.0,66604.0,87018.0,22201.3333,29006.0,-23.5,87018.0,-20414.0,81.94,17.84,0.22,-23.46,▼,N,강원특별자치도,원주시,2023-09-22,2023-09-24,9,22201.333333333332,3961.6666666666665,2023,원주시,20922636.7,1760.4237862852335
KCTF0057,원주한지문화제,2018,4,166858.0,42132.0,0.0,208990.0,,52247.5,,,,208990.0,79.84,20.16,0.0,0.0,,N,강원특별자치도,원주시,2018-05-03,2018-05-06,5,52247.5,10533.0,2018,원주시,797678886.4,18932.851191493402
KCTF0057,원주한지문화제,2019,5,147824.0,48405.0,0.0,196229.0,208990.0,39245.8,52247.5,-24.9,208990.0,-12761.0,75.33,24.67,0.0,-6.11,▼,N,강원특별자치도,원주시,2019-05-02,2019-05-06,5,39245.8,9681.0,2019,원주시,1019380405.7,21059.403071996694
KCTF0057,원주한지문화제,2022,11,651048.0,235547.0,233.0,886828.0,196229.0,80620.7273,39245.8,105.4,196229.0,690599.0,73.41,26.56,0.03,351.94,▲,N,강원특별자치도,원주시,2022-05-05,2022-05-15,5,80620.72727272728,21413.363636363636,2022,원주시,2148904135.5,9123.037591223832
KCTF0057,원주한지문화제,2023,10,627165.0,198065.0,976.0,826206.0,886828.0,82620.6,80620.7273,2.5,886828.0,-60622.0,75.91,23.97,0.12,-6.84,▼,N,강원특별자치도,원주시,2023-05-05,2023-05-14,5,82620.6,19806.5,2023,원주시,2003494131.7000003,10115.336539519856
KCTF0058,음성품바축제,2018,5,85312.0,90314.0,0.0,175626.0,,35125.2,,,,175626.0,48.58,51.42,0.0,0.0,,N,충청북도,음성군,2018-05-23,2018-05-27,5,35125.2,18062.8,2018,음성군,599144886.9000001,6634.020051154861
KCTF0058,음성품바축제,2019,5,89176.0,103489.0,0.0,192665.0,175626.0,38533.0,35125.2,9.7,175626.0,17039.0,46.29,53.71,0.0,9.7,▲,N,충청북도,음성군,2019-05-22,2019-05-26,5,38533.0,20697.8,2019,음성군,681950007.5,6589.589304177255
KCTF0058,음성품바축제,2022,5,105161.0,89717.0,241.0,195119.0,192665.0,39023.8,38533.0,1.3,192665.0,2454.0,53.9,45.98,0.12,1.27,▲,N,충청북도,음성군,2022-09-21,2022-09-25,9,39023.8,17943.4,2022,음성군,798462471.3999999,8899.790133419529
KCTF0058,음성품바축제,2023,5,106527.0,78421.0,1071.0,186019.0,195119.0,37203.8,39023.8,-4.7,195119.0,-9100.0,57.27,42.16,0.58,-4.66,▼,N,충청북도,음성군,2023-05-17,2023-05-21,5,37203.8,15684.2,2023,음성군,904186374.0,11529.9010979202
KCTF0058,음성품바축제,2024,5,104056.0,85308.0,1052.0,190416.0,186019.0,38083.2,37203.8,2.4,186019.0,4397.0,54.65,44.8,0.55,2.36,▲,N,충청북도,음성군,2024-05-22,2024-05-26,5,38083.2,17061.6,2024,음성군,964720672.8,11308.677648051766
KCTF0058,음성품바축제,2025,5,101201.0,79420.0,631.0,181252.0,190416.0,36250.4,38083.2,-4.8,190416.0,-9164.0,55.83,43.82,0.35,-4.81,▼,N,충청북도,,2025-06-11,2025-06-15,6,36250.4,15884.0,2025,음성군,990597108.4,12472.89232435155
KCTF0059,이천쌀문화축제,2018,5,93230.0,56587.0,0.0,149817.0,,29963.4,,,,149817.0,62.23,37.77,0.0,0.0,,N,경기도,이천시,2018-10-17,2018-10-21,10,29963.4,11317.4,2018,이천시,417185596.2,7372.463572905437
KCTF0059,이천쌀문화축제,2022,5,39766.0,55812.0,226.0,95804.0,149817.0,19160.8,29963.4,-36.1,149817.0,-54013.0,41.51,58.26,0.24,-36.05,▼,N,경기도,이천시,2022-10-19,2022-10-23,10,19160.8,11162.4,2022,이천시,1355063767.1,24279.075594854152
KCTF0059,이천쌀문화축제,2023,5,42714.0,59770.0,626.0,103110.0,95804.0,20622.0,19160.8,7.6,95804.0,7306.0,41.43,57.97,0.61,7.63,▲,N,경기도,이천시,2023-10-18,2023-10-22,10,20622.0,11954.0,2023,이천시,1347532475.5,22545.298234900452
KCTF0060,인천펜타포트음악축제,2018,3,59785.0,79304.0,0.0,139089.0,,46363.0,,,,139089.0,42.98,57.02,0.0,0.0,,N,인천광역시,연수구,2018-08-10,2018-08-12,8,46363.0,26434.666666666668,2018,연수구,851269308.4000008,10734.254368001624
KCTF0060,인천펜타포트음악축제,2019,3,56514.0,62168.0,0.0,118682.0,139089.0,39560.6667,46363.0,-14.7,139089.0,-20407.0,47.62,52.38,0.0,-14.67,▼,N,인천광역시,연수구,2019-08-09,2019-08-11,8,39560.666666666664,20722.666666666668,2019,연수구,738885161.2000003,11885.29727834256
KCTF0060,인천펜타포트음악축제,2022,3,68316.0,126659.0,535.0,195510.0,118682.0,65170.0,39560.6667,64.7,118682.0,76828.0,34.94,64.78,0.27,64.73,▲,N,인천광역시,연수구,2022-08-05,2022-08-07,8,65170.0,42219.666666666664,2022,연수구,1132052900.8000002,8937.800715306454
KCTF0060,인천펜타포트음악축제,2023,3,67738.0,109942.0,1786.0,179466.0,195510.0,59822.0,65170.0,-8.2,195510.0,-16044.0,37.74,61.26,1.0,-8.21,▼,N,인천광역시,연수구,2023-08-04,2023-08-06,8,59822.0,36647.333333333336,2023,연수구,1138732549.4,10357.57535245857
KCTF0060,인천펜타포트음악축제,2024,3,66389.0,109747.0,2498.0,178634.0,179466.0,59544.6667,59822.0,-0.5,179466.0,-832.0,37.16,61.44,1.4,-0.46,▼,N,인천광역시,연수구,2024-08-02,2024-08-04,8,59544.666666666664,36582.333333333336,2024,연수구,1077800867.1,9820.777489134098
KCTF0060,인천펜타포트음악축제,2025,3,83732.0,113080.0,3690.0,200502.0,178634.0,66834.0,59544.6667,12.2,178634.0,21868.0,41.76,56.4,1.84,12.24,▲,N,인천광역시,,2025-08-01,2025-08-03,8,66834.0,37693.333333333336,2025,연수구,1052646573.1000004,9308.86605146799
KCTF0061,임실N치즈축제,2018,4,10574.0,44128.0,0.0,54702.0,,13675.5,,,,54702.0,19.33,80.67,0.0,0.0,,N,전북특별자치도,임실군,2018-10-06,2018-10-09,10,13675.5,11032.0,2018,임실군,212615536.0,4818.1548223350255
KCTF0061,임실N치즈축제,2019,4,11779.0,71458.0,0.0,83237.0,54702.0,20809.25,13675.5,52.2,54702.0,28535.0,14.15,85.85,0.0,52.16,▲,N,전북특별자치도,임실군,2019-10-03,2019-10-06,10,20809.25,17864.5,2019,임실군,302865530.5,4238.37121805816
KCTF0061,임실N치즈축제,2022,4,13075.0,87213.0,6.0,100294.0,83237.0,25073.5,20809.25,20.5,83237.0,17057.0,13.04,86.96,0.01,20.49,▲,N,전북특별자치도,임실군,2022-10-07,2022-10-10,10,25073.5,21803.25,2022,임실군,379936093.7000001,4356.415829062183
KCTF0061,임실N치즈축제,2023,4,13923.0,79355.0,40.0,93318.0,100294.0,23329.5,25073.5,-7.0,100294.0,-6976.0,14.92,85.04,0.04,-6.96,▼,N,전북특별자치도,임실군,2023-10-06,2023-10-09,10,23329.5,19838.75,2023,임실군,347951490.8000001,4384.745646777142
KCTF0061,임실N치즈축제,2024,4,14949.0,93573.0,187.0,108709.0,93318.0,27177.25,23329.5,16.5,93318.0,15391.0,13.75,86.08,0.17,16.49,▲,N,전북특별자치도,임실군,2024-10-03,2024-10-06,10,27177.25,23393.25,2024,임실군,470305744.7999999,5026.083857523003
KCTF0061,임실N치즈축제,2025,5,16688.0,127842.0,126.0,144656.0,108709.0,28931.2,27177.25,6.5,108709.0,35947.0,11.54,88.38,0.09,33.07,▲,N,전북특별자치도,,2025-10-08,2025-10-12,10,28931.2,25568.4,2025,임실군,592633125.1000001,4635.668443078176
KCTF0062,정남진장흥물축제,2018,7,107219.0,125625.0,0.0,232844.0,,33263.4286,,,,232844.0,46.05,53.95,0.0,0.0,,N,전라남도,장흥군,2018-07-27,2018-08-02,7,33263.42857142857,17946.428571428572,2018,장흥군,1193262677.6,9498.608378905472
KCTF0062,정남진장흥물축제,2019,7,113509.0,117192.0,0.0,230701.0,232844.0,32957.2857,33263.4286,-0.9,232844.0,-2143.0,49.2,50.8,0.0,-0.92,▼,N,전라남도,장흥군,2019-07-26,2019-08-01,7,32957.28571428572,16741.714285714286,2019,장흥군,1082627865.3000002,9238.069708683188
KCTF0062,정남진장흥물축제,2022,9,152601.0,158739.0,139.0,311479.0,230701.0,34608.7778,32957.2857,5.0,230701.0,80778.0,48.99,50.96,0.04,35.01,▲,N,전라남도,장흥군,2022-07-30,2022-08-07,7,34608.77777777778,17637.666666666668,2022,장흥군,1593090961.0,10035.914053887198
KCTF0062,정남진장흥물축제,2023,9,163708.0,175410.0,622.0,339740.0,311479.0,37748.8889,34608.7778,9.1,311479.0,28261.0,48.19,51.63,0.18,9.07,▲,N,전라남도,장흥군,2023-07-29,2023-08-06,7,37748.88888888889,19490.0,2023,장흥군,1693835303.1,9656.435226611937
KCTF0062,정남진장흥물축제,2024,9,162955.0,170997.0,465.0,334417.0,339740.0,37157.4444,37748.8889,-1.6,339740.0,-5323.0,48.73,51.13,0.14,-1.57,▼,N,전라남도,장흥군,2024-07-27,2024-08-04,7,37157.444444444445,18999.666666666668,2024,장흥군,1604948181.699999,9385.82654491014
KCTF0062,정남진장흥물축제,2025,9,170682.0,161607.0,1036.0,333325.0,334417.0,37036.1111,37157.4444,-0.3,334417.0,-1092.0,51.21,48.48,0.31,-0.33,▼,N,전라남도,,2025-07-26,2025-08-03,7,37036.11111111111,17956.333333333332,2025,장흥군,1433013670.2999997,8867.27474861856
KCTF0063,정선아리랑제,2018,7,71747.0,44245.0,0.0,115992.0,,16570.2857,,,,115992.0,61.86,38.14,0.0,0.0,,N,강원특별자치도,정선군,2018-10-03,2018-10-09,10,16570.285714285714,6320.714285714285,2018,정선군,333155608.90000004,7529.791137981693
KCTF0063,정선아리랑제,2019,4,45176.0,38664.0,0.0,83840.0,115992.0,20960.0,16570.2857,26.5,115992.0,-32152.0,53.88,46.12,0.0,-27.72,▼,N,강원특별자치도,정선군,2019-10-04,2019-10-07,10,20960.0,9666.0,2019,정선군,333400467.0999999,8623.020564349263
KCTF0063,정선아리랑제,2022,4,55398.0,40879.0,56.0,96333.0,83840.0,24083.25,20960.0,14.9,83840.0,12493.0,57.51,42.44,0.06,14.9,▲,N,강원특별자치도,정선군,2022-09-15,2022-09-18,9,24083.25,10219.75,2022,정선군,289906503.1,7091.819836590916
KCTF0063,정선아리랑제,2023,4,55977.0,33394.0,147.0,89518.0,96333.0,22379.5,24083.25,-7.1,96333.0,-6815.0,62.53,37.3,0.16,-7.07,▼,N,강원특별자치도,정선군,2023-09-14,2023-09-17,9,22379.5,8348.5,2023,정선군,260881432.70000008,7812.224731987784
KCTF0063,정선아리랑제,2024,4,58189.0,48888.0,165.0,107242.0,89518.0,26810.5,22379.5,19.8,89518.0,17724.0,54.26,45.59,0.15,19.8,▲,N,강원특별자치도,정선군,2024-10-02,2024-10-05,10,26810.5,12222.0,2024,정선군,425444142.4,8702.424774995909
KCTF0063,정선아리랑제,2025,4,59121.0,38652.0,254.0,98027.0,107242.0,24506.75,26810.5,-8.6,107242.0,-9215.0,60.31,39.43,0.26,-8.59,▼,N,강원특별자치도,,2025-09-25,2025-09-28,9,24506.75,9663.0,2025,정선군,305481135.8000001,7903.372032495086
KCTF0064,제주들불축제,2018,4,214318.0,132354.0,0.0,346672.0,,86668.0,,,,346672.0,61.82,38.18,0.0,0.0,,N,제주특별자치도,제주시,2018-03-01,2018-03-04,3,86668.0,33088.5,2018,제주시,977128403.8,7382.688878311195
KCTF0064,제주들불축제,2019,4,196963.0,120675.0,0.0,317638.0,346672.0,79409.5,86668.0,-8.4,346672.0,-29034.0,62.01,37.99,0.0,-8.38,▼,N,제주특별자치도,제주시,2019-03-07,2019-03-10,3,79409.5,30168.75,2019,제주시,1006509283.4000002,8340.661142738763
KCTF0064,제주들불축제,2023,4,243131.0,146579.0,3241.0,392951.0,317638.0,98237.75,79409.5,23.7,317638.0,75313.0,61.87,37.3,0.82,23.71,▲,N,제주특별자치도,제주시,2023-03-09,2023-03-12,3,98237.75,36644.75,2023,제주시,1624732345.4,11084.345952694452
KCTF0065,지용제,2018,4,99119.0,53603.0,0.0,152722.0,,38180.5,,,,152722.0,64.9,35.1,0.0,0.0,,N,충청북도,옥천군,2018-05-10,2018-05-13,5,38180.5,13400.75,2018,옥천군,909942529.3,16975.589599462717
KCTF0065,지용제,2019,4,103208.0,71134.0,0.0,174342.0,152722.0,43585.5,38180.5,14.2,152722.0,21620.0,59.2,40.8,0.0,14.16,▲,N,충청북도,옥천군,2019-05-09,2019-05-12,5,43585.5,17783.5,2019,옥천군,876023665.6000001,12315.118868614167
KCTF0065,지용제,2022,4,119926.0,65540.0,106.0,185572.0,174342.0,46393.0,43585.5,6.4,174342.0,11230.0,64.63,35.32,0.06,6.44,▲,N,충청북도,옥천군,2022-09-22,2022-09-25,9,46393.0,16385.0,2022,옥천군,1160668786.6,17709.319295086967
KCTF0065,지용제,2023,4,114939.0,69600.0,703.0,185242.0,185572.0,46310.5,46393.0,-0.2,185572.0,-330.0,62.05,37.57,0.38,-0.18,▼,N,충청북도,옥천군,2023-09-07,2023-09-10,9,46310.5,17400.0,2023,옥천군,1298105595.1,18650.94245833333
KCTF0066,진도신비의바닷길축제,2018,4,11300.0,23569.0,0.0,34869.0,,8717.25,,,,34869.0,32.41,67.59,0.0,0.0,,N,전라남도,진도군,2018-05-16,2018-05-19,5,8717.25,5892.25,2018,진도군,28775648.4,1220.9108744537316
KCTF0066,진도신비의바닷길축제,2019,4,11563.0,26449.0,0.0,38012.0,34869.0,9503.0,8717.25,9.0,34869.0,3143.0,30.42,69.58,0.0,9.01,▲,N,전라남도,진도군,2019-03-21,2019-03-24,3,9503.0,6612.25,2019,진도군,36214600.7,1369.223815645204
KCTF0066,진도신비의바닷길축제,2023,3,12120.0,21158.0,278.0,33556.0,38012.0,11185.3333,9503.0,17.7,38012.0,-4456.0,36.12,63.05,0.83,-11.72,▼,N,전라남도,진도군,2023-04-20,2023-04-22,4,11185.333333333334,7052.666666666667,2023,진도군,30688839.4,1450.46031761036
KCTF0066,진도신비의바닷길축제,2024,3,13068.0,14880.0,223.0,28171.0,33556.0,9390.3333,11185.3333,-16.0,33556.0,-5385.0,46.39,52.82,0.79,-16.05,▼,N,전라남도,진도군,2024-03-11,2024-03-13,3,9390.333333333334,4960.0,2024,진도군,30657491.799999997,2060.315309139785
KCTF0066,진도신비의바닷길축제,2025,4,15345.0,28269.0,359.0,43973.0,28171.0,10993.25,9390.3333,17.1,28171.0,15802.0,34.9,64.29,0.82,56.09,▲,N,전라남도,,2025-03-29,2025-04-01,3,10993.25,7067.25,2025,진도군,54637433.5,1932.7685273621282
KCTF0067,진안홍삼축제,2018,4,20748.0,50603.0,0.0,71351.0,,17837.75,,,,71351.0,29.08,70.92,0.0,0.0,,N,전북특별자치도,진안군,2018-10-18,2018-10-21,10,17837.75,12650.75,2018,진안군,517065610.5999999,10218.082141375015
KCTF0067,진안홍삼축제,2019,5,30516.0,69846.0,0.0,100362.0,71351.0,20072.4,17837.75,12.5,71351.0,29011.0,30.41,69.59,0.0,40.66,▲,N,전북특별자치도,진안군,2019-10-09,2019-10-13,10,20072.4,13969.2,2019,진안군,587665533.9,8413.732123528906
KCTF0067,진안홍삼축제,2022,4,29326.0,55999.0,71.0,85396.0,100362.0,21349.0,20072.4,6.4,100362.0,-14966.0,34.34,65.58,0.08,-14.91,▼,N,전북특별자치도,진안군,2022-10-07,2022-10-10,10,21349.0,13999.75,2022,진안군,560695375.1,10012.596208860872
KCTF0067,진안홍삼축제,2023,3,15717.0,30311.0,123.0,46151.0,85396.0,15383.6667,21349.0,-27.9,85396.0,-39245.0,34.06,65.68,0.27,-45.96,▼,N,전북특별자치도,진안군,2023-09-22,2023-09-24,9,15383.666666666666,10103.666666666666,2023,진안군,415543768.6,13709.338807693577
KCTF0067,진안홍삼축제,2024,4,28388.0,52432.0,221.0,81041.0,46151.0,20260.25,15383.6667,31.7,46151.0,34890.0,35.03,64.7,0.27,75.6,▲,N,전북특별자치도,진안군,2024-10-03,2024-10-06,10,20260.25,13108.0,2024,진안군,567745820.5,10828.231242371072
KCTF0067,진안홍삼축제,2025,3,22588.0,42497.0,54.0,65139.0,81041.0,21713.0,20260.25,7.2,81041.0,-15902.0,34.68,65.24,0.08,-19.62,▼,N,전북특별자치도,,2025-09-26,2025-09-28,9,21713.0,14165.666666666666,2025,진안군,485688704.70000017,11428.776259500675
KCTF0068,진주유등축제,2018,14,377069.0,260803.0,0.0,637872.0,,45562.2857,,,,637872.0,59.11,40.89,0.0,0.0,,N,경상남도,진주시,2018-10-01,2018-10-14,10,45562.28571428572,18628.785714285714,2018,진주시,1285324697.3,4928.33555327201
KCTF0068,진주유등축제,2019,13,338899.0,242017.0,0.0,580916.0,637872.0,44685.8462,45562.2857,-1.9,637872.0,-56956.0,58.34,41.66,0.0,-8.93,▼,N,경상남도,진주시,2019-10-01,2019-10-13,10,44685.84615384616,18616.69230769231,2019,진주시,1165579642.2,4816.106480949686
KCTF0068,진주유등축제,2022,22,714686.0,406218.0,1413.0,1122317.0,580916.0,51014.4091,44685.8462,14.2,580916.0,541401.0,63.68,36.19,0.13,93.2,▲,N,경상남도,진주시,2022-10-10,2022-10-31,10,51014.40909090909,18464.454545454544,2022,진주시,1862283376.4,4584.44327036222
KCTF0068,진주유등축제,2023,15,409500.0,259942.0,2074.0,671516.0,1122317.0,44767.7333,51014.4091,-12.2,1122317.0,-450801.0,60.98,38.71,0.31,-40.17,▼,N,경상남도,진주시,2023-10-08,2023-10-22,10,44767.73333333333,17329.466666666667,2023,진주시,1273655822.7,4899.769266605627
KCTF0069,천안흥타령축제,2018,5,141008.0,173032.0,0.0,314040.0,,62808.0,,,,314040.0,44.9,55.1,0.0,0.0,,N,충청남도,천안시,2018-09-12,2018-09-16,9,62808.0,34606.4,2018,천안시 동남구,1675106624.4,9680.906562947894
KCTF0069,천안흥타령축제,2019,5,83362.0,49948.0,0.0,133310.0,314040.0,26662.0,62808.0,-57.5,314040.0,-180730.0,62.53,37.47,0.0,-57.55,▼,N,충청남도,천안시,2019-09-25,2019-09-29,9,26662.0,9989.6,2019,천안시 서북구,512521855.50000006,10261.10866300953
KCTF0069,천안흥타령축제,2022,5,112893.0,75921.0,527.0,189341.0,133310.0,37868.2,26662.0,42.0,133310.0,56031.0,59.62,40.1,0.28,42.03,▲,N,충청남도,천안시,2022-09-21,2022-09-25,9,37868.2,15184.2,2022,천안시 서북구,691840689.0999999,9112.639310599174
KCTF0069,천안흥타령축제,2023,5,106685.0,76898.0,1540.0,185123.0,189341.0,37024.6,37868.2,-2.2,189341.0,-4218.0,57.63,41.54,0.83,-2.23,▼,N,충청남도,천안시,2023-10-05,2023-10-09,10,37024.6,15379.6,2023,천안시 서북구,660895978.5,8594.449511040599
KCTF0069,천안흥타령축제,2024,5,119300.0,85091.0,1868.0,206259.0,185123.0,41251.8,37024.6,11.4,185123.0,21136.0,57.84,41.25,0.91,11.42,▲,N,충청남도,천안시,2024-09-25,2024-09-29,9,41251.8,17018.2,2024,천안시 서북구,774060904.5999999,9096.85988647448
KCTF0069,천안흥타령축제,2025,5,151126.0,81800.0,2316.0,235242.0,206259.0,47048.4,41251.8,14.1,206259.0,28983.0,64.24,34.77,0.98,14.05,▲,N,충청남도,,2025-09-24,2025-09-28,9,47048.4,16360.0,2025,천안시 서북구,676188275.7,8266.360338630808
KCTF0070,청송사과축제,2018,4,28770.0,49876.0,0.0,78646.0,,19661.5,,,,78646.0,36.58,63.42,0.0,0.0,,N,경상북도,청송군,2018-11-01,2018-11-04,11,19661.5,12469.0,2018,청송군,215049985.8,4311.692713930548
KCTF0070,청송사과축제,2019,5,42731.0,70436.0,0.0,113167.0,78646.0,22633.4,19661.5,15.1,78646.0,34521.0,37.76,62.24,0.0,43.89,▲,N,경상북도,청송군,2019-10-30,2019-11-03,10,22633.4,14087.2,2019,청송군,286239270.40000004,4063.8206371741726
KCTF0070,청송사과축제,2022,5,51065.0,49028.0,35.0,100128.0,113167.0,20025.6,22633.4,-11.5,113167.0,-13039.0,51.0,48.97,0.03,-11.52,▼,N,경상북도,청송군,2022-11-09,2022-11-13,11,20025.6,9805.6,2022,청송군,220017587.9,4487.590517663376
