FSTV_ID,FSTV_REPS_NM,BASE_YEAR,FSTV_PERD_CNT,TOT_LOCAL,TOT_OUT,TOT_FORE,TOTAL_COL,TOTAL_AVG,PRE_VAL,GROTH_VAL,LOCAL_TOU_NUM_RAT,OUT_TOU_NUM_RAT,FORE_TOU_NUM_RAT,GROTH_VAL_RATE,GROTH_MARK,DISP_YN,PRE_TOTAL,PRE_TOTAL_AVG,TOTAL_AVG_VAR
KCTF0029,부안마실축제,2019,3,59555.0,65809.0,0.0,125364.0,41788.0,117650,7714.0,47.51,52.49,0.0,6.56,▲,N,117650.0,39216.6667,6.6
KCTF0029,부안마실축제,2022,27,478322.0,144371.0,255.0,622948.0,23072.1481,125364,497584.0,76.78,23.18,0.04,396.91,▲,N,125364.0,41788.0,-44.8
KCTF0029,부안마실축제,2023,3,67163.0,36567.0,89.0,103819.0,34606.3333,622948,-519129.0,64.69,35.22,0.09,-83.33,▼,N,622948.0,23072.1481,50.0
KCTF0030,부천국제만화축제,2019,5,351816.0,275942.0,0.0,627758.0,125551.6,N/A,627758.0,56.04,43.96,0.0,0.0,,N,,,
KCTF0030,부천국제만화축제,2022,4,326099.0,171386.0,0.0,497485.0,124371.25,627758,-130273.0,65.55,34.45,0.0,-20.75,▼,N,627758.0,125551.6,-0.9
KCTF0030,부천국제만화축제,2023,4,325375.0,156454.0,0.0,481829.0,120457.25,497485,-15656.0,67.53,32.47,0.0,-3.15,▼,N,497485.0,124371.25,-3.1
KCTF0030,부천국제만화축제,2024,4,123561.0,81969.0,1123.0,206653.0,51663.25,481829,-275176.0,59.79,39.67,0.54,-57.11,▼,N,481829.0,120457.25,-57.1
KCTF0030,부천국제만화축제,2025,3,39580.0,25085.0,190.0,64855.0,21618.3333,206653,-141798.0,61.03,38.68,0.29,-68.62,▼,N,206653.0,51663.25,-58.2
KCTF0031,부평풍물대축제,2018,3,148214.0,127463.0,0.0,275677.0,91892.3333,N/A,275677.0,53.76,46.24,0.0,0.0,,N,,,
KCTF0031,부평풍물대축제,2022,3,155859.0,115042.0,400.0,271301.0,90433.6667,275677,-4376.0,57.45,42.4,0.15,-1.59,▼,N,275677.0,91892.3333,-1.6
KCTF0031,부평풍물대축제,2023,3,143757.0,115587.0,1775.0,261119.0,87039.6667,271301,-10182.0,55.05,44.27,0.68,-3.75,▼,N,271301.0,90433.6667,-3.8
KCTF0031,부평풍물대축제,2024,3,134223.0,102235.0,2340.0,238798.0,79599.3333,261119,-22321.0,56.21,42.81,0.98,-8.55,▼,N,261119.0,87039.6667,-8.5
KCTF0031,부평풍물대축제,2025,3,142880.0,120570.0,1656.0,265106.0,88368.6667,238798,26308.0,53.9,45.48,0.62,11.02,▲,N,238798.0,79599.3333,11.0
KCTF0032,산청한방약초축제,2018,12,28143.0,58344.0,0.0,86487.0,7207.25,N/A,86487.0,32.54,67.46,0.0,0.0,,N,,,
KCTF0032,산청한방약초축제,2019,13,29375.0,58742.0,0.0,88117.0,6778.2308,86487,1630.0,33.34,66.66,0.0,1.88,▲,N,86487.0,7207.25,-6.0
KCTF0032,산청한방약초축제,2022,11,37706.0,87599.0,109.0,125414.0,11401.2727,88117,37297.0,30.07,69.85,0.09,42.33,▲,N,88117.0,6778.2308,68.2
KCTF0032,산청한방약초축제,2023,5,18100.0,53122.0,197.0,71419.0,14283.8,125414,-53995.0,25.34,74.38,0.28,-43.05,▼,N,125414.0,11401.2727,25.3
KCTF0032,산청한방약초축제,2024,10,44056.0,85078.0,202.0,129336.0,12933.6,71419,57917.0,34.06,65.78,0.16,81.09,▲,N,71419.0,14283.8,-9.5
KCTF0033,서산해미읍성축제,2018,3,39400.0,58296.0,0.0,97696.0,32565.3333,N/A,97696.0,40.33,59.67,0.0,0.0,,N,,,
KCTF0033,서산해미읍성축제,2019,3,42694.0,69242.0,0.0,111936.0,37312.0,97696,14240.0,38.14,61.86,0.0,14.58,▲,N,97696.0,32565.3333,14.6
KCTF0033,서산해미읍성축제,2022,3,42236.0,57249.0,146.0,99631.0,33210.3333,111936,-12305.0,42.39,57.46,0.15,-10.99,▼,N,111936.0,37312.0,-11.0
KCTF0033,서산해미읍성축제,2023,3,43239.0,46942.0,428.0,90609.0,30203.0,99631,-9022.0,47.72,51.81,0.47,-9.06,▼,N,99631.0,33210.3333,-9.1
KCTF0033,서산해미읍성축제,2024,4,54329.0,61471.0,743.0,116543.0,29135.75,90609,25934.0,46.62,52.75,0.64,28.62,▲,N,90609.0,30203.0,-3.5
KCTF0033,서산해미읍성축제,2025,3,41280.0,44914.0,263.0,86457.0,28819.0,116543,-30086.0,47.75,51.95,0.3,-25.82,▼,N,116543.0,29135.75,-1.1
KCTF0034,석장리세계구석기축제,2018,4,27628.0,39349.0,0.0,66977.0,16744.25,N/A,66977.0,41.25,58.75,0.0,0.0,,N,,,
KCTF0034,석장리세계구석기축제,2019,4,34880.0,52960.0,0.0,87840.0,21960.0,66977,20863.0,39.71,60.29,0.0,31.15,▲,N,66977.0,16744.25,31.1
KCTF0034,석장리세계구석기축제,2022,4,37608.0,39184.0,20.0,76812.0,19203.0,87840,-11028.0,48.96,51.01,0.03,-12.55,▼,N,87840.0,21960.0,-12.6
KCTF0034,석장리세계구석기축제,2023,3,30681.0,23278.0,42.0,54001.0,18000.3333,76812,-22811.0,56.82,43.11,0.08,-29.7,▼,N,76812.0,19203.0,-6.3
KCTF0035,세종축제,2018,3,62888.0,27316.0,0.0,90204.0,30068.0,N/A,90204.0,69.72,30.28,0.0,0.0,,N,,,
KCTF0035,세종축제,2019,5,161641.0,56106.0,0.0,217747.0,43549.4,90204,127543.0,74.23,25.77,0.0,141.39,▲,N,90204.0,30068.0,44.8
KCTF0035,세종축제,2022,4,130440.0,66508.0,249.0,197197.0,49299.25,217747,-20550.0,66.15,33.73,0.13,-9.44,▼,N,217747.0,43549.4,13.2
KCTF0035,세종축제,2023,4,123830.0,62219.0,0.0,186049.0,46512.25,197197,-11148.0,66.56,33.44,0.0,-5.65,▼,N,197197.0,49299.25,-5.7
KCTF0035,세종축제,2024,4,161094.0,82060.0,493.0,243647.0,60911.75,186049,57598.0,66.12,33.68,0.2,30.96,▲,N,186049.0,46512.25,31.0
KCTF0035,세종축제,2025,3,124183.0,79478.0,427.0,204088.0,68029.3333,243647,-39559.0,60.85,38.94,0.21,-16.24,▼,N,243647.0,60911.75,11.7
KCTF0036,소래포구축제,2018,3,90723.0,60220.0,0.0,150943.0,50314.3333,N/A,150943.0,60.1,39.9,0.0,0.0,,N,,,
KCTF0036,소래포구축제,2022,3,85990.0,50898.0,719.0,137607.0,45869.0,150943,-13336.0,62.49,36.99,0.52,-8.84,▼,N,150943.0,50314.3333,-8.8
KCTF0036,소래포구축제,2023,3,91933.0,60127.0,2787.0,154847.0,51615.6667,137607,17240.0,59.37,38.83,1.8,12.53,▲,N,137607.0,45869.0,12.5
KCTF0036,소래포구축제,2024,3,89600.0,69994.0,3080.0,162674.0,54224.6667,154847,7827.0,55.08,43.03,1.89,5.05,▲,N,154847.0,51615.6667,5.1
KCTF0036,소래포구축제,2025,3,93240.0,63337.0,2444.0,159021.0,53007.0,162674,-3653.0,58.63,39.83,1.54,-2.25,▼,N,162674.0,54224.6667,-2.2
KCTF0037,수성못페스티벌,2018,3,107064.0,116196.0,0.0,223260.0,74420.0,N/A,223260.0,47.95,52.05,0.0,0.0,,N,,,
KCTF0037,수성못페스티벌,2019,3,102343.0,116830.0,0.0,219173.0,73057.6667,223260,-4087.0,46.7,53.3,0.0,-1.83,▼,N,223260.0,74420.0,-1.8
KCTF0037,수성못페스티벌,2022,3,119484.0,140629.0,153.0,260266.0,86755.3333,219173,41093.0,45.91,54.03,0.06,18.75,▲,N,219173.0,73057.6667,18.7
KCTF0037,수성못페스티벌,2023,3,107473.0,115723.0,437.0,223633.0,74544.3333,260266,-36633.0,48.06,51.75,0.2,-14.08,▼,N,260266.0,86755.3333,-14.1
KCTF0038,수원화성문화제,2018,3,49361.0,123877.0,0.0,173238.0,57746.0,N/A,173238.0,28.49,71.51,0.0,0.0,,N,,,
KCTF0038,수원화성문화제,2019,4,63144.0,185079.0,0.0,248223.0,62055.75,173238,74985.0,25.44,74.56,0.0,43.28,▲,N,173238.0,57746.0,7.5
KCTF0038,수원화성문화제,2022,3,49918.0,148169.0,463.0,198550.0,66183.3333,248223,-49673.0,25.14,74.63,0.23,-20.01,▼,N,248223.0,62055.75,6.7
KCTF0038,수원화성문화제,2023,3,60885.0,195416.0,2753.0,259054.0,86351.3333,198550,60504.0,23.5,75.43,1.06,30.47,▲,N,198550.0,66183.3333,30.5
KCTF0038,수원화성문화제,2024,3,62933.0,182538.0,3348.0,248819.0,82939.6667,259054,-10235.0,25.29,73.36,1.35,-3.95,▼,N,259054.0,86351.3333,-4.0
KCTF0038,수원화성문화제,2025,8,158969.0,401752.0,6289.0,567010.0,70876.25,248819,318191.0,28.04,70.85,1.11,127.88,▲,N,248819.0,82939.6667,-14.5
KCTF0039,순창장류축제,2018,3,21077.0,45997.0,0.0,67074.0,22358.0,N/A,67074.0,31.42,68.58,0.0,0.0,,N,,,
KCTF0039,순창장류축제,2019,3,21171.0,47441.0,0.0,68612.0,22870.6667,67074,1538.0,30.86,69.14,0.0,2.29,▲,N,67074.0,22358.0,2.3
KCTF0039,순창장류축제,2022,3,30150.0,53900.0,34.0,84084.0,28028.0,68612,15472.0,35.86,64.1,0.04,22.55,▲,N,68612.0,22870.6667,22.5
KCTF0039,순창장류축제,2023,3,30582.0,43492.0,82.0,74156.0,24718.6667,84084,-9928.0,41.24,58.65,0.11,-11.81,▼,N,84084.0,28028.0,-11.8
KCTF0039,순창장류축제,2024,3,28005.0,45701.0,154.0,73860.0,24620.0,74156,-296.0,37.92,61.88,0.21,-0.4,▼,N,74156.0,24718.6667,-0.4
KCTF0039,순창장류축제,2025,3,28489.0,54206.0,126.0,82821.0,27607.0,73860,8961.0,34.4,65.45,0.15,12.13,▲,N,73860.0,24620.0,12.1
KCTF0040,시흥갯골축제,2018,3,24690.0,14756.0,0.0,39446.0,13148.6667,N/A,39446.0,62.59,37.41,0.0,0.0,,N,,,
KCTF0040,시흥갯골축제,2019,3,24492.0,17073.0,0.0,41565.0,13855.0,39446,2119.0,58.92,41.08,0.0,5.37,▲,N,39446.0,13148.6667,5.4
KCTF0040,시흥갯골축제,2022,3,47644.0,23541.0,63.0,71248.0,23749.3333,41565,29683.0,66.87,33.04,0.09,71.41,▲,N,41565.0,13855.0,71.4
KCTF0040,시흥갯골축제,2023,3,59972.0,28275.0,158.0,88405.0,29468.3333,71248,17157.0,67.84,31.98,0.18,24.08,▲,N,71248.0,23749.3333,24.1
KCTF0040,시흥갯골축제,2024,3,54029.0,40090.0,194.0,94313.0,31437.6667,88405,5908.0,57.29,42.51,0.21,6.68,▲,N,88405.0,29468.3333,6.7
KCTF0040,시흥갯골축제,2025,3,53912.0,20253.0,190.0,74355.0,24785.0,94313,-19958.0,72.51,27.24,0.26,-21.16,▼,N,94313.0,31437.6667,-21.2
KCTF0041,안동탈춤축제,2018,10,281442.0,123388.0,0.0,404830.0,40483.0,N/A,404830.0,69.52,30.48,0.0,0.0,,N,,,
KCTF0041,안동탈춤축제,2019,10,280924.0,144493.0,0.0,425417.0,42541.7,404830,20587.0,66.03,33.97,0.0,5.09,▲,N,404830.0,40483.0,5.1
KCTF0041,안동탈춤축제,2022,5,166398.0,87333.0,226.0,253957.0,50791.4,425417,-171460.0,65.52,34.39,0.09,-40.3,▼,N,425417.0,42541.7,19.4
KCTF0041,안동탈춤축제,2023,8,233513.0,127305.0,3319.0,364137.0,45517.125,253957,110180.0,64.13,34.96,0.91,43.39,▲,N,253957.0,50791.4,-10.4
KCTF0041,안동탈춤축제,2024,10,317925.0,181964.0,4684.0,504573.0,50457.3,364137,140436.0,63.01,36.06,0.93,38.57,▲,N,364137.0,45517.125,10.9
KCTF0041,안동탈춤축제,2025,10,347269.0,201523.0,5702.0,554494.0,55449.4,504573,49921.0,62.63,36.34,1.03,9.89,▲,N,504573.0,50457.3,9.9
KCTF0042,안성맞춤남사당바우덕이축제,2018,5,70203.0,50112.0,0.0,120315.0,24063.0,N/A,120315.0,58.35,41.65,0.0,0.0,,N,,,
KCTF0042,안성맞춤남사당바우덕이축제,2022,4,68612.0,56939.0,115.0,125666.0,31416.5,120315,5351.0,54.6,45.31,0.09,4.45,▲,N,120315.0,24063.0,30.6
KCTF0042,안성맞춤남사당바우덕이축제,2023,4,64370.0,52108.0,340.0,116818.0,29204.5,125666,-8848.0,55.1,44.61,0.29,-7.04,▼,N,125666.0,31416.5,-7.0
KCTF0042,안성맞춤남사당바우덕이축제,2024,4,65886.0,58780.0,829.0,125495.0,31373.75,116818,8677.0,52.5,46.84,0.66,7.43,▲,N,116818.0,29204.5,7.4
KCTF0042,안성맞춤남사당바우덕이축제,2025,4,62749.0,58863.0,599.0,122211.0,30552.75,125495,-3284.0,51.34,48.17,0.49,-2.62,▼,N,125495.0,31373.75,-2.6
KCTF0043,알프스하동섬진강문화재첩축제,2018,3,18316.0,16480.0,0.0,34796.0,11598.6667,N/A,34796.0,52.64,47.36,0.0,0.0,,N,,,
KCTF0043,알프스하동섬진강문화재첩축제,2019,3,18988.0,25158.0,0.0,44146.0,14715.3333,34796,9350.0,43.01,56.99,0.0,26.87,▲,N,34796.0,11598.6667,26.9
KCTF0043,알프스하동섬진강문화재첩축제,2022,3,24724.0,26869.0,64.0,51657.0,17219.0,44146,7511.0,47.86,52.01,0.12,17.01,▲,N,44146.0,14715.3333,17.0
KCTF0043,알프스하동섬진강문화재첩축제,2023,3,24278.0,25580.0,54.0,49912.0,16637.3333,51657,-1745.0,48.64,51.25,0.11,-3.38,▼,N,51657.0,17219.0,-3.4
KCTF0044,양양송이축제,2018,4,60444.0,74421.0,0.0,134865.0,33716.25,N/A,134865.0,44.82,55.18,0.0,0.0,,N,,,
KCTF0044,양양송이축제,2019,4,57337.0,75702.0,0.0,133039.0,33259.75,134865,-1826.0,43.1,56.9,0.0,-1.35,▼,N,134865.0,33716.25,-1.4
KCTF0044,양양송이축제,2022,3,61130.0,92151.0,124.0,153405.0,51135.0,133039,20366.0,39.85,60.07,0.08,15.31,▲,N,133039.0,33259.75,53.7
KCTF0044,양양송이축제,2023,5,106882.0,102085.0,756.0,209723.0,41944.6,153405,56318.0,50.96,48.68,0.36,36.71,▲,N,153405.0,51135.0,-18.0
KCTF0045,여주오곡나루축제,2018,3,51532.0,34818.0,0.0,86350.0,28783.3333,N/A,86350.0,59.68,40.32,0.0,0.0,,N,,,
KCTF0045,여주오곡나루축제,2022,3,71994.0,42871.0,102.0,114967.0,38322.3333,86350,28617.0,62.62,37.29,0.09,33.14,▲,N,86350.0,28783.3333,33.1
KCTF0045,여주오곡나루축제,2023,3,79535.0,45934.0,286.0,125755.0,41918.3333,114967,10788.0,63.25,36.53,0.23,9.38,▲,N,114967.0,38322.3333,9.4
KCTF0045,여주오곡나루축제,2024,3,75957.0,48959.0,1601.0,126517.0,42172.3333,125755,762.0,60.04,38.7,1.27,0.61,▲,N,125755.0,41918.3333,0.6
KCTF0045,여주오곡나루축제,2025,3,81034.0,59208.0,1460.0,141702.0,47234.0,126517,15185.0,57.19,41.78,1.03,12.0,▲,N,126517.0,42172.3333,12.0
KCTF0046,연천구석기축제,2018,4,60947.0,74018.0,0.0,134965.0,33741.25,N/A,134965.0,45.16,54.84,0.0,0.0,,N,,,
KCTF0046,연천구석기축제,2019,4,60630.0,74238.0,0.0,134868.0,33717.0,134965,-97.0,44.96,55.04,0.0,-0.07,▼,N,134965.0,33741.25,-0.1
KCTF0046,연천구석기축제,2022,4,69787.0,64754.0,101.0,134642.0,33660.5,134868,-226.0,51.83,48.09,0.08,-0.17,▼,N,134868.0,33717.0,-0.2
KCTF0046,연천구석기축제,2023,4,69462.0,64777.0,270.0,134509.0,33627.25,134642,-133.0,51.64,48.16,0.2,-0.1,▼,N,134642.0,33660.5,-0.1
KCTF0046,연천구석기축제,2024,4,65795.0,82905.0,352.0,149052.0,37263.0,134509,14543.0,44.14,55.62,0.24,10.81,▲,N,134509.0,33627.25,10.8
KCTF0046,연천구석기축제,2025,4,70324.0,115768.0,433.0,186525.0,46631.25,149052,37473.0,37.7,62.07,0.23,25.14,▲,N,149052.0,37263.0,25.1
KCTF0047,영덕대게축제,2018,4,25398.0,66853.0,0.0,92251.0,23062.75,N/A,92251.0,27.53,72.47,0.0,0.0,,N,,,
KCTF0047,영덕대게축제,2019,4,27955.0,61096.0,0.0,89051.0,22262.75,92251,-3200.0,31.39,68.61,0.0,-3.47,▼,N,92251.0,23062.75,-3.5
KCTF0047,영덕대게축제,2023,3,24321.0,88025.0,473.0,112819.0,37606.3333,89051,23768.0,21.56,78.02,0.42,26.69,▲,N,89051.0,22262.75,68.9
KCTF0048,영도다리축제,2018,3,49153.0,50768.0,0.0,99921.0,33307.0,N/A,99921.0,49.19,50.81,0.0,0.0,,N,,,
KCTF0048,영도다리축제,2019,3,53349.0,32784.0,0.0,86133.0,28711.0,99921,-13788.0,61.94,38.06,0.0,-13.8,▼,N,99921.0,33307.0,-13.8
KCTF0048,영도다리축제,2022,3,62502.0,36257.0,647.0,99406.0,33135.3333,86133,13273.0,62.88,36.47,0.65,15.41,▲,N,86133.0,28711.0,15.4
KCTF0048,영도다리축제,2023,3,60899.0,36403.0,3625.0,100927.0,33642.3333,99406,1521.0,60.34,36.07,3.59,1.53,▲,N,99406.0,33135.3333,1.5
KCTF0049,영동난계국악축제,2018,4,92918.0,44896.0,0.0,137814.0,34453.5,N/A,137814.0,67.42,32.58,0.0,0.0,,N,,,
KCTF0049,영동난계국악축제,2019,4,88518.0,45423.0,0.0,133941.0,33485.25,137814,-3873.0,66.09,33.91,0.0,-2.81,▼,N,137814.0,34453.5,-2.8
KCTF0049,영동난계국악축제,2022,4,99615.0,48682.0,189.0,148486.0,37121.5,133941,14545.0,67.09,32.79,0.13,10.86,▲,N,133941.0,33485.25,10.9
KCTF0049,영동난계국악축제,2023,4,102361.0,46733.0,446.0,149540.0,37385.0,148486,1054.0,68.45,31.25,0.3,0.71,▲,N,148486.0,37121.5,0.7
KCTF0049,영동난계국악축제,2024,5,123565.0,51671.0,1367.0,176603.0,35320.6,149540,27063.0,69.97,29.26,0.77,18.1,▲,N,149540.0,37385.0,-5.5
KCTF0049,영동난계국악축제,2025,30,59157.0,74001.0,1343.0,134501.0,4483.3667,176603,-42102.0,43.98,55.02,1.0,-23.84,▼,N,176603.0,35320.6,-87.3
KCTF0050,영산강서창들녘억새축제,2018,3,52910.0,68684.0,0.0,121594.0,40531.3333,N/A,121594.0,43.51,56.49,0.0,0.0,,N,,,
KCTF0050,영산강서창들녘억새축제,2019,3,51733.0,67105.0,0.0,118838.0,39612.6667,121594,-2756.0,43.53,56.47,0.0,-2.27,▼,N,121594.0,40531.3333,-2.3
KCTF0050,영산강서창들녘억새축제,2022,4,77392.0,87811.0,243.0,165446.0,41361.5,118838,46608.0,46.78,53.08,0.15,39.22,▲,N,118838.0,39612.6667,4.4
KCTF0050,영산강서창들녘억새축제,2023,5,103247.0,108290.0,549.0,212086.0,42417.2,165446,46640.0,48.68,51.06,0.26,28.19,▲,N,165446.0,41361.5,2.6
KCTF0051,영암왕인문화축제,2018,4,22126.0,35965.0,0.0,58091.0,14522.75,N/A,58091.0,38.09,61.91,0.0,0.0,,N,,,
KCTF0051,영암왕인문화축제,2019,4,30602.0,70264.0,0.0,100866.0,25216.5,58091,42775.0,30.34,69.66,0.0,73.63,▲,N,58091.0,14522.75,73.6
KCTF0051,영암왕인문화축제,2023,4,35281.0,86880.0,242.0,122403.0,30600.75,100866,21537.0,28.82,70.98,0.2,21.35,▲,N,100866.0,25216.5,21.4
KCTF0051,영암왕인문화축제,2024,4,26306.0,51657.0,192.0,78155.0,19538.75,122403,-44248.0,33.66,66.1,0.25,-36.15,▼,N,122403.0,30600.75,-36.1
KCTF0052,영주풍기인삼축제,2018,9,116342.0,131075.0,0.0,247417.0,27490.7778,N/A,247417.0,47.02,52.98,0.0,0.0,,N,,,
KCTF0052,영주풍기인삼축제,2019,9,25727.0,14786.0,0.0,40513.0,4501.4444,247417,-206904.0,63.5,36.5,0.0,-83.63,▼,N,247417.0,27490.7778,-83.6
KCTF0052,영주풍기인삼축제,2022,24,308066.0,286599.0,1422.0,596087.0,24836.9583,40513,555574.0,51.68,48.08,0.24,1371.35,▲,N,40513.0,4501.4444,451.8
KCTF0052,영주풍기인삼축제,2023,9,106995.0,84936.0,1341.0,193272.0,21474.6667,596087,-402815.0,55.36,43.95,0.69,-67.58,▼,N,596087.0,24836.9583,-13.5
KCTF0052,영주풍기인삼축제,2024,9,100960.0,82811.0,1330.0,185101.0,20566.7778,193272,-8171.0,54.54,44.74,0.72,-4.23,▼,N,193272.0,21474.6667,-4.2
KCTF0052,영주풍기인삼축제,2025,9,104646.0,92043.0,1453.0,198142.0,22015.7778,185101,13041.0,52.81,46.45,0.73,7.05,▲,N,185101.0,20566.7778,7.0
KCTF0053,울산고래축제,2018,4,77623.0,59803.0,0.0,137426.0,34356.5,N/A,137426.0,56.48,43.52,0.0,0.0,,N,,,
KCTF0053,울산고래축제,2019,3,50104.0,54835.0,0.0,104939.0,34979.6667,137426,-32487.0,47.75,52.25,0.0,-23.64,▼,N,137426.0,34356.5,1.8
KCTF0053,울산고래축제,2022,4,85235.0,70133.0,1047.0,156415.0,39103.75,104939,51476.0,54.49,44.84,0.67,49.05,▲,N,104939.0,34979.6667,11.8
KCTF0053,울산고래축제,2023,4,82804.0,68240.0,3141.0,154185.0,38546.25,156415,-2230.0,53.7,44.26,2.04,-1.43,▼,N,156415.0,39103.75,-1.4
KCTF0054,울산쇠부리축제,2018,3,102607.0,99539.0,0.0,202146.0,67382.0,N/A,202146.0,50.76,49.24,0.0,0.0,,N,,,
KCTF0054,울산쇠부리축제,2019,3,52770.0,16940.0,0.0,69710.0,23236.6667,202146,-132436.0,75.7,24.3,0.0,-65.52,▼,N,202146.0,67382.0,-65.5
KCTF0054,울산쇠부리축제,2022,3,60740.0,22997.0,16.0,83753.0,27917.6667,69710,14043.0,72.52,27.46,0.02,20.14,▲,N,69710.0,23236.6667,20.1
KCTF0054,울산쇠부리축제,2023,3,60265.0,20447.0,131.0,80843.0,26947.6667,83753,-2910.0,74.55,25.29,0.16,-3.47,▼,N,83753.0,27917.6667,-3.5
KCTF0055,울산옹기축제,2018,4,64884.0,43019.0,0.0,107903.0,26975.75,N/A,107903.0,60.13,39.87,0.0,0.0,,N,,,
KCTF0055,울산옹기축제,2019,4,66591.0,49467.0,0.0,116058.0,29014.5,107903,8155.0,57.38,42.62,0.0,7.56,▲,N,107903.0,26975.75,7.6
KCTF0055,울산옹기축제,2022,4,77710.0,52289.0,121.0,130120.0,32530.0,116058,14062.0,59.72,40.19,0.09,12.12,▲,N,116058.0,29014.5,12.1
KCTF0055,울산옹기축제,2023,3,49749.0,25287.0,243.0,75279.0,25093.0,130120,-54841.0,66.09,33.59,0.32,-42.15,▼,N,130120.0,32530.0,-22.9
KCTF0055,울산옹기축제,2024,3,47818.0,33602.0,494.0,81914.0,27304.6667,75279,6635.0,58.38,41.02,0.6,8.81,▲,N,75279.0,25093.0,8.8
KCTF0055,울산옹기축제,2025,3,55178.0,49809.0,455.0,105442.0,35147.3333,81914,23528.0,52.33,47.24,0.43,28.72,▲,N,81914.0,27304.6667,28.7
KCTF0056,원주다이내믹댄싱카니발,2018,6,62324.0,10046.0,0.0,72370.0,12061.6667,N/A,72370.0,86.12,13.88,0.0,0.0,,N,,,
KCTF0056,원주다이내믹댄싱카니발,2019,6,40017.0,9699.0,0.0,49716.0,8286.0,72370,-22654.0,80.49,19.51,0.0,-31.3,▼,N,72370.0,12061.6667,-31.3
KCTF0056,원주다이내믹댄싱카니발,2022,3,68274.0,18641.0,103.0,87018.0,29006.0,49716,37302.0,78.46,21.42,0.12,75.03,▲,N,49716.0,8286.0,250.1
KCTF0056,원주다이내믹댄싱카니발,2023,3,54573.0,11885.0,146.0,66604.0,22201.3333,87018,-20414.0,81.94,17.84,0.22,-23.46,▼,N,87018.0,29006.0,-23.5
KCTF0057,원주한지문화제,2018,4,166858.0,42132.0,0.0,208990.0,52247.5,N/A,208990.0,79.84,20.16,0.0,0.0,,N,,,
KCTF0057,원주한지문화제,2019,5,147824.0,48405.0,0.0,196229.0,39245.8,208990,-12761.0,75.33,24.67,0.0,-6.11,▼,N,208990.0,52247.5,-24.9
KCTF0057,원주한지문화제,2022,11,651048.0,235547.0,233.0,886828.0,80620.7273,196229,690599.0,73.41,26.56,0.03,351.94,▲,N,196229.0,39245.8,105.4
KCTF0057,원주한지문화제,2023,10,627165.0,198065.0,976.0,826206.0,82620.6,886828,-60622.0,75.91,23.97,0.12,-6.84,▼,N,886828.0,80620.7273,2.5
KCTF0058,음성품바축제,2018,5,85312.0,90314.0,0.0,175626.0,35125.2,N/A,175626.0,48.58,51.42,0.0,0.0,,N,,,
KCTF0058,음성품바축제,2019,5,89176.0,103489.0,0.0,192665.0,38533.0,175626,17039.0,46.29,53.71,0.0,9.7,▲,N,175626.0,35125.2,9.7
KCTF0058,음성품바축제,2022,5,105161.0,89717.0,241.0,195119.0,39023.8,192665,2454.0,53.9,45.98,0.12,1.27,▲,N,192665.0,38533.0,1.3
KCTF0058,음성품바축제,2023,5,106527.0,78421.0,1071.0,186019.0,37203.8,195119,-9100.0,57.27,42.16,0.58,-4.66,▼,N,195119.0,39023.8,-4.7
KCTF0058,음성품바축제,2024,5,104056.0,85308.0,1052.0,190416.0,38083.2,186019,4397.0,54.65,44.8,0.55,2.36,▲,N,186019.0,37203.8,2.4
KCTF0058,음성품바축제,2025,5,101201.0,79420.0,631.0,181252.0,36250.4,190416,-9164.0,55.83,43.82,0.35,-4.81,▼,N,190416.0,38083.2,-4.8
KCTF0059,이천쌀문화축제,2018,5,93230.0,56587.0,0.0,149817.0,29963.4,N/A,149817.0,62.23,37.77,0.0,0.0,,N,,,
KCTF0059,이천쌀문화축제,2022,5,39766.0,55812.0,226.0,95804.0,19160.8,149817,-54013.0,41.51,58.26,0.24,-36.05,▼,N,149817.0,29963.4,-36.1
KCTF0059,이천쌀문화축제,2023,5,42714.0,59770.0,626.0,103110.0,20622.0,95804,7306.0,41.43,57.97,0.61,7.63,▲,N,95804.0,19160.8,7.6
KCTF0060,인천펜타포트음악축제,2018,3,59785.0,79304.0,0.0,139089.0,46363.0,N/A,139089.0,42.98,57.02,0.0,0.0,,N,,,
KCTF0060,인천펜타포트음악축제,2019,3,56514.0,62168.0,0.0,118682.0,39560.6667,139089,-20407.0,47.62,52.38,0.0,-14.67,▼,N,139089.0,46363.0,-14.7
KCTF0060,인천펜타포트음악축제,2022,3,68316.0,126659.0,535.0,195510.0,65170.0,118682,76828.0,34.94,64.78,0.27,64.73,▲,N,118682.0,39560.6667,64.7
KCTF0060,인천펜타포트음악축제,2023,3,67738.0,109942.0,1786.0,179466.0,59822.0,195510,-16044.0,37.74,61.26,1.0,-8.21,▼,N,195510.0,65170.0,-8.2
KCTF0060,인천펜타포트음악축제,2024,3,66389.0,109747.0,2498.0,178634.0,59544.6667,179466,-832.0,37.16,61.44,1.4,-0.46,▼,N,179466.0,59822.0,-0.5
KCTF0060,인천펜타포트음악축제,2025,3,83732.0,113080.0,3690.0,200502.0,66834.0,178634,21868.0,41.76,56.4,1.84,12.24,▲,N,178634.0,59544.6667,12.2
KCTF0061,임실N치즈축제,2018,4,10574.0,44128.0,0.0,54702.0,13675.5,N/A,54702.0,19.33,80.67,0.0,0.0,,N,,,
