FSTV_ID,FSTV_REPS_NM,SIDO_CD,SIDO_NM,ADONG_NM1,ADONG_NM2,ADONG_NM3,ADONG_NM4,ADONG_NM5,FSTV_BGNG_YMD,FSTV_END_YMD,BASE_YEAR,ROWNUM,FLOOR_VAR,MOD_VAR,PAGING_VAR
KCTF0047,영덕대게축제,47,경상북도,,,영덕군 강구면,,,-,-,2022,219,21,9,22
KCTF0048,영도다리축제,26,부산광역시,,,영도구 동삼1동,,,2022-10-14,2022-10-16,2022,220,22,0,22
KCTF0049,영동난계국악축제,43,충청북도,,,영동군 영동읍,,,2022-10-06,2022-10-09,2022,221,22,1,23
KCTF0050,영산강서창들녘억새축제,29,광주광역시,,,서구 서창동,,,2022-10-07,2022-10-10,2022,222,22,2,23
KCTF0051,영암왕인문화축제,46,전라남도,,,영암군 군서면,,,-,-,2022,223,22,3,23
KCTF0052,영주풍기인삼축제,47,경상북도,,,영주시 풍기읍,,,2022-09-30,2022-10-23,2022,224,22,4,23
KCTF0053,울산고래축제,31,울산광역시,,,남구 야음장생포동,,,2022-10-13,2022-10-16,2022,225,22,5,23
KCTF0054,울산쇠부리축제,31,울산광역시,,,북구 농소3동,,,2022-05-13,2022-05-15,2022,226,22,6,23
KCTF0055,울산옹기축제,31,울산광역시,,,울주군 온양읍,,,2022-09-30,2022-10-03,2022,227,22,7,23
KCTF0056,원주다이내믹댄싱카니발,51,강원특별자치도,,,원주시 명륜1동,,,2022-10-01,2022-10-03,2022,228,22,8,23
KCTF0057,원주한지문화제,51,강원특별자치도,,,원주시 무실동,,,2022-05-05,2022-05-15,2022,229,22,9,23
KCTF0058,음성품바축제,43,충청북도,,,음성군 음성읍,,,2022-09-21,2022-09-25,2022,230,23,0,23
KCTF0059,이천쌀문화축제,41,경기도,,,이천시 모가면,,,2022-10-19,2022-10-23,2022,231,23,1,24
KCTF0060,인천펜타포트음악축제,28,인천광역시,,,연수구 송도2동,,,2022-08-05,2022-08-07,2022,232,23,2,24
KCTF0061,임실N치즈축제,52,전북특별자치도,,,임실군 성수면,,,2022-10-07,2022-10-10,2022,233,23,3,24
KCTF0062,정남진장흥물축제,46,전라남도,,,장흥군 장흥읍,,,2022-07-30,2022-08-07,2022,234,23,4,24
KCTF0063,정선아리랑제,51,강원특별자치도,,,정선군 정선읍,,,2022-09-15,2022-09-18,2022,235,23,5,24
KCTF0064,제주들불축제,50,제주특별자치도,,,제주시 애월읍,,,-,-,2022,236,23,6,24
KCTF0065,지용제,43,충청북도,,,옥천군 옥천읍,,,2022-09-22,2022-09-25,2022,237,23,7,24
KCTF0066,진도신비의바닷길축제,46,전라남도,,,진도군 고군면,,,-,-,2022,238,23,8,24
KCTF0067,진안홍삼축제,52,전북특별자치도,,,진안군 진안읍,,,2022-10-07,2022-10-10,2022,239,23,9,24
KCTF0068,진주유등축제,48,경상남도,,,진주시 성북동,,,2022-10-10,2022-10-31,2022,240,24,0,24
KCTF0069,천안흥타령축제,44,충청남도,,,천안시 서북구 백석동,,,2022-09-21,2022-09-25,2022,241,24,1,25
KCTF0070,청송사과축제,47,경상북도,,,청송군 청송읍,,,2022-11-09,2022-11-13,2022,242,24,2,25
KCTF0071,추억의충장축제,29,광주광역시,,,동구 충장동,,,2022-10-13,2022-10-17,2022,243,24,3,25
KCTF0072,춘천마임축제,51,강원특별자치도,,,춘천시 강남동,,,2022-05-22,2022-05-28,2022,244,24,4,25
KCTF0073,탐라입춘굿축제,50,제주특별자치도,,,제주시 삼도2동,,,-,-,2022,245,24,5,25
KCTF0074,탐라문화제,50,제주특별자치도,,,제주시 일도1동,,,2022-10-06,2022-10-10,2022,246,24,6,25
KCTF0075,태백산눈축제,51,강원특별자치도,,,태백시 문곡소도동,,,-,-,2022,247,24,7,25
KCTF0076,통영한산대첩축제,48,경상남도,,,통영시 중앙동,,,2022-08-06,2022-08-14,2022,248,24,8,25
KCTF0077,평창송어축제,51,강원특별자치도,,,평창군 진부면,,,-,-,2022,249,24,9,25
KCTF0078,평창효석문화제,51,강원특별자치도,,,평창군 봉평면,,,-,-,2022,250,25,0,25
KCTF0079,포항국제불빛축제,47,경상북도,,,포항시 남구 해도동,,,-,-,2022,251,25,1,26
KCTF0080,하동야생차문화축제,48,경상남도,,,하동군 화개면,,,2022-05-04,2022-05-08,2022,252,25,2,26
KCTF0081,한산모시문화제,44,충청남도,,,서천군 한산면,,,2022-06-10,2022-06-12,2022,253,25,3,26
KCTF0082,한성백제문화제,11,서울특별시,,,송파구 오륜동,,,2022-09-30,2022-10-02,2022,254,25,4,26
KCTF0083,함평나비축제,46,전라남도,,,함평군 함평읍,,,2022-04-29,2022-05-08,2022,255,25,5,26
KCTF0084,화성뱃놀이축제,41,경기도,,,화성시 서신면,,,2022-09-16,2022-09-18,2022,256,25,6,26
KCTF0085,화천산천어축제,51,강원특별자치도,,,화천군 화천읍,,,-,-,2022,257,25,7,26
KCTF0086,횡성한우축제,51,강원특별자치도,,,횡성군 횡성읍,,,2022-09-30,2022-10-04,2022,258,25,8,26
KCTF0001,강경젓갈축제,44,충청남도,,,,논산시 강경읍,,2023-10-19,2023-10-22,2023,259,25,9,26
KCTF0002,강릉커피축제,51,강원특별자치도,,,,강릉시 포남2동,,2023-10-12,2023-10-15,2023,260,26,0,26
KCTF0003,강진청자축제,46,전라남도,,,,강진군 대구면,,2023-02-23,2023-03-01,2023,261,26,1,27
KCTF0004,고령대가야축제,47,경상북도,,,,고령군 대가야읍,,2023-03-31,2023-04-02,2023,262,26,2,27
KCTF0005,곡성세계장미축제,46,전라남도,,,,곡성군 오곡면,,2023-05-20,2023-05-29,2023,263,26,3,27
KCTF0006,관악강감찬축제,11,서울특별시,,,,관악구 낙성대동,,2023-10-13,2023-10-15,2023,264,26,4,27
KCTF0007,광안리어방축제,26,부산광역시,,,,수영구 광안2동,,2023-05-12,2023-05-14,2023,265,26,5,27
KCTF0008,광주김치축제,29,광주광역시,,,,서구 치평동,,2023-11-03,2023-11-06,2023,266,26,6,27
KCTF0009,괴산고추축제,43,충청북도,,,,괴산군 괴산읍,,2023-08-31,2023-09-03,2023,267,26,7,27
KCTF0010,군산시간여행축제,52,전북특별자치도,,,,군산시 월명동,,2023-10-06,2023-10-09,2023,268,26,8,27
KCTF0011,금산인삼축제,44,충청남도,,,,금산군 금산읍,,2023-10-06,2023-10-15,2023,269,26,9,27
KCTF0012,금호강바람소리길축제,27,대구광역시,,,,북구 산격2동,,2023-09-15,2023-09-17,2023,270,27,0,27
KCTF0013,김제지평선축제,52,전북특별자치도,,,,김제시 부량면,,2023-10-05,2023-10-09,2023,271,27,1,28
KCTF0014,김해분청도자기축제,48,경상남도,,,,김해시 진례면,,2023-10-20,2023-10-29,2023,272,27,2,28
KCTF0015,남원춘향제,52,전북특별자치도,,,,남원시 금동,,2023-05-25,2023-05-29,2023,273,27,3,28
KCTF0016,담양대나무축제,46,전라남도,,,,담양군 담양읍,,2023-05-03,2023-05-07,2023,274,27,4,28
KCTF0017,대구약령시한방문화축제,27,대구광역시,,,,중구 성내2동,,2023-05-05,2023-05-07,2023,275,27,5,28
KCTF0018,대구치맥페스티벌,27,대구광역시,,,,달서구 두류3동,,2023-08-30,2023-09-03,2023,276,27,6,28
KCTF0019,대전사이언스페스티벌,30,대전광역시,,,,유성구 신성동,,2023-10-20,2023-10-22,2023,277,27,7,28
KCTF0020,대전효문화뿌리축제,30,대전광역시,,,,중구 산성동,,2023-10-13,2023-10-15,2023,278,27,8,28
KCTF0021,동래읍성역사축제,26,부산광역시,,,,동래구 명륜동,,2023-10-13,2023-10-15,2023,279,27,9,28
KCTF0022,목포항구축제,46,전라남도,,,,목포시 만호동,,2023-10-20,2023-10-22,2023,280,28,0,28
KCTF0023,무주반딧불축제,52,전북특별자치도,,,,무주군 무주읍,,2023-09-02,2023-09-10,2023,281,28,1,29
KCTF0024,문경찻사발축제,47,경상북도,,,,문경시 문경읍,,2023-04-29,2023-05-07,2023,282,28,2,29
KCTF0025,밀양아리랑대축제,48,경상남도,,,,밀양시 삼문동,,2023-05-18,2023-05-21,2023,283,28,3,29
KCTF0026,보령머드축제,44,충청남도,,,,보령시 대천5동,,2023-07-21,2023-08-06,2023,284,28,4,29
KCTF0027,보성다향대축제,46,전라남도,,,,보성군 보성읍,,2023-04-29,2023-05-07,2023,285,28,5,29
KCTF0028,봉화은어축제,47,경상북도,,,,봉화군 봉화읍,,-,-,2023,286,28,6,29
KCTF0029,부안마실축제,52,전북특별자치도,,,,부안군 부안읍,,2023-05-04,2023-05-06,2023,287,28,7,29
KCTF0030,부천국제만화축제,41,경기도,,,,부천시 상동,,2023-09-14,2023-09-17,2023,288,28,8,29
KCTF0031,부평풍물대축제,28,인천광역시,,,,부평구 부평1동,,2023-09-22,2023-09-24,2023,289,28,9,29
KCTF0032,산청한방약초축제,48,경상남도,,,,산청군 금서면,,2023-10-06,2023-10-10,2023,290,29,0,29
KCTF0033,서산해미읍성축제,44,충청남도,,,,서산시 해미면,,2023-10-06,2023-10-08,2023,291,29,1,30
KCTF0034,석장리세계구석기축제,44,충청남도,,,,공주시 월송동,,2023-05-05,2023-05-07,2023,292,29,2,30
KCTF0035,세종축제,36,세종특별자치시,,,,세종특별자치시 나성동,,2023-10-06,2023-10-09,2023,293,29,3,30
KCTF0036,소래포구축제,28,인천광역시,,,,남동구 논현고잔동,,2023-09-15,2023-09-17,2023,294,29,4,30
KCTF0037,수성못페스티벌,27,대구광역시,,,,수성구 두산동,,2023-09-22,2023-09-24,2023,295,29,5,30
KCTF0038,수원화성문화제,41,경기도,,,,수원시 팔달구 행궁동,,2023-10-07,2023-10-09,2023,296,29,6,30
KCTF0039,순창장류축제,52,전북특별자치도,,,,순창군 순창읍,,2023-10-13,2023-10-15,2023,297,29,7,30
KCTF0040,시흥갯골축제,41,경기도,,,,시흥시 장곡동,,2023-09-22,2023-09-24,2023,298,29,8,30
KCTF0041,안동탈춤축제,47,경상북도,,,,안동시 중구동,,2023-10-02,2023-10-09,2023,299,29,9,30
KCTF0042,안성맞춤남사당바우덕이축제,41,경기도,,,,안성시 보개면,,2023-10-06,2023-10-09,2023,300,30,0,30
KCTF0043,알프스하동섬진강문화재첩축제,48,경상남도,,,,하동군 하동읍,,2023-08-04,2023-08-06,2023,301,30,1,31
KCTF0044,양양송이축제,51,강원특별자치도,,,,양양군 양양읍,,2023-10-04,2023-10-08,2023,302,30,2,31
KCTF0045,여주오곡나루축제,41,경기도,,,,여주시 오학동,,2023-10-20,2023-10-22,2023,303,30,3,31
KCTF0046,연천구석기축제,41,경기도,,,,연천군 전곡읍,,2023-05-04,2023-05-07,2023,304,30,4,31
KCTF0047,영덕대게축제,47,경상북도,,,,영덕군 강구면,,2023-02-24,2023-02-26,2023,305,30,5,31
KCTF0048,영도다리축제,26,부산광역시,,,,영도구 동삼1동,,2023-10-13,2023-10-15,2023,306,30,6,31
KCTF0049,영동난계국악축제,43,충청북도,,,,영동군 영동읍,,2023-10-12,2023-10-15,2023,307,30,7,31
KCTF0050,영산강서창들녘억새축제,29,광주광역시,,,,서구 서창동,,2023-10-06,2023-10-10,2023,308,30,8,31
KCTF0051,영암왕인문화축제,46,전라남도,,,,영암군 군서면,,2023-03-30,2023-04-02,2023,309,30,9,31
KCTF0052,영주풍기인삼축제,47,경상북도,,,,영주시 풍기읍,,2023-10-07,2023-10-15,2023,310,31,0,31
KCTF0053,울산고래축제,31,울산광역시,,,,남구 야음장생포동,,2023-05-11,2023-05-14,2023,311,31,1,32
KCTF0054,울산쇠부리축제,31,울산광역시,,,,북구 농소3동,,2023-05-12,2023-05-14,2023,312,31,2,32
KCTF0055,울산옹기축제,31,울산광역시,,,,울주군 온양읍,,2023-05-05,2023-05-07,2023,313,31,3,32
KCTF0056,원주다이내믹댄싱카니발,51,강원특별자치도,,,,원주시 명륜1동,,2023-09-22,2023-09-24,2023,314,31,4,32
KCTF0057,원주한지문화제,51,강원특별자치도,,,,원주시 무실동,,2023-05-05,2023-05-14,2023,315,31,5,32
KCTF0058,음성품바축제,43,충청북도,,,,음성군 음성읍,,2023-05-17,2023-05-21,2023,316,31,6,32
KCTF0059,이천쌀문화축제,41,경기도,,,,이천시 모가면,,2023-10-18,2023-10-22,2023,317,31,7,32
KCTF0060,인천펜타포트음악축제,28,인천광역시,,,,연수구 송도2동,,2023-08-04,2023-08-06,2023,318,31,8,32
KCTF0061,임실N치즈축제,52,전북특별자치도,,,,임실군 성수면,,2023-10-06,2023-10-09,2023,319,31,9,32
KCTF0062,정남진장흥물축제,46,전라남도,,,,장흥군 장흥읍,,2023-07-29,2023-08-06,2023,320,32,0,32
KCTF0063,정선아리랑제,51,강원특별자치도,,,,정선군 정선읍,,2023-09-14,2023-09-17,2023,321,32,1,33
KCTF0064,제주들불축제,50,제주특별자치도,,,,제주시 애월읍,,2023-03-09,2023-03-12,2023,322,32,2,33
KCTF0065,지용제,43,충청북도,,,,옥천군 옥천읍,,2023-09-07,2023-09-10,2023,323,32,3,33
KCTF0066,진도신비의바닷길축제,46,전라남도,,,,진도군 고군면,,2023-04-20,2023-04-22,2023,324,32,4,33
KCTF0067,진안홍삼축제,52,전북특별자치도,,,,진안군 진안읍,,2023-09-22,2023-09-24,2023,325,32,5,33
KCTF0068,진주유등축제,48,경상남도,,,,진주시 성북동,,2023-10-08,2023-10-22,2023,326,32,6,33
KCTF0069,천안흥타령축제,44,충청남도,,,,천안시 서북구 백석동,,2023-10-05,2023-10-09,2023,327,32,7,33
KCTF0070,청송사과축제,47,경상북도,,,,청송군 청송읍,,2023-11-01,2023-11-05,2023,328,32,8,33
KCTF0071,추억의충장축제,29,광주광역시,,,,동구 충장동,,2023-10-05,2023-10-09,2023,329,32,9,33
KCTF0072,춘천마임축제,51,강원특별자치도,,,,춘천시 강남동,,2023-05-28,2023-06-04,2023,330,33,0,33
KCTF0073,탐라입춘굿축제,50,제주특별자치도,,,,제주시 삼도2동,,2023-02-02,2023-02-04,2023,331,33,1,34
KCTF0074,탐라문화제,50,제주특별자치도,,,,제주시 일도1동,,2023-10-06,2023-10-10,2023,332,33,2,34
KCTF0075,태백산눈축제,51,강원특별자치도,,,,태백시 문곡소도동,,2023-01-27,2023-01-31,2023,333,33,3,34
KCTF0076,통영한산대첩축제,48,경상남도,,,,통영시 중앙동,,2023-08-04,2023-08-12,2023,334,33,4,34
KCTF0077,평창송어축제,51,강원특별자치도,,,,평창군 진부면,,2022-12-30,2023-01-29,2023,335,33,5,34
KCTF0078,평창효석문화제,51,강원특별자치도,,,,평창군 봉평면,,2023-09-08,2023-09-17,2023,336,33,6,34
KCTF0079,포항국제불빛축제,47,경상북도,,,,포항시 남구 해도동,,2023-05-26,2023-05-28,2023,337,33,7,34
KCTF0080,하동야생차문화축제,48,경상남도,,,,하동군 적량면,,2023-05-04,2023-06-03,2023,338,33,8,34
KCTF0081,한산모시문화제,44,충청남도,,,,서천군 한산면,,2023-06-09,2023-06-11,2023,339,33,9,34
KCTF0082,한성백제문화제,11,서울특별시,,,,송파구 오륜동,,2023-09-22,2023-09-24,2023,340,34,0,34
KCTF0083,함평나비축제,46,전라남도,,,,함평군 함평읍,,2023-04-28,2023-05-07,2023,341,34,1,35
KCTF0084,화성뱃놀이축제,41,경기도,,,,화성시 서신면,,2023-06-09,2023-06-11,2023,342,34,2,35
KCTF0085,화천산천어축제,51,강원특별자치도,,,,화천군 화천읍,,2023-01-07,2023-01-29,2023,343,34,3,35
KCTF0086,횡성한우축제,51,강원특별자치도,,,,횡성군 횡성읍,,2023-10-06,2023-10-10,2023,344,34,4,35
KCTF0002,강릉커피축제,51,강원특별자치도,,,,,강릉시 송정동,2024-10-24,2024-10-27,2024,345,34,5,35
KCTF0004,고령대가야축제,47,경상북도,,,,,고령군 대가야읍,2024-03-29,2024-03-31,2024,346,34,6,35
KCTF0005,곡성세계장미축제,46,전라남도,,,,,곡성군 오곡면,2024-05-17,2024-05-26,2024,347,34,7,35
KCTF0006,관악강감찬축제,11,서울특별시,,,,,관악구 낙성대동,2024-10-11,2024-10-13,2024,348,34,8,35
KCTF0007,광안리어방축제,26,부산광역시,,,,,수영구 광안2동,2024-05-10,2024-05-12,2024,349,34,9,35
KCTF0008,광주김치축제,29,광주광역시,,,,,서구 치평동,2024-10-18,2024-10-20,2024,350,35,0,35
KCTF0009,괴산고추축제,43,충청북도,,,,,괴산군 괴산읍,2024-08-29,2024-09-01,2024,351,35,1,36
KCTF0011,금산인삼축제,44,충청남도,,,,,금산군 금산읍,2024-10-03,2024-10-13,2024,352,35,2,36
KCTF0013,김제지평선축제,52,전북특별자치도,,,,,김제시 부량면,2024-10-02,2024-10-06,2024,353,35,3,36
KCTF0014,김해분청도자기축제,48,경상남도,,,,,김해시 진례면,2024-11-05,2024-11-10,2024,354,35,4,36
KCTF0016,담양대나무축제,46,전라남도,,,,,담양군 담양읍,2024-05-11,2024-05-15,2024,355,35,5,36
KCTF0017,대구약령시한방문화축제,27,대구광역시,,,,,중구 성내2동,2024-05-08,2024-05-12,2024,356,35,6,36
KCTF0018,대구치맥페스티벌,27,대구광역시,,,,,달서구 두류3동,2024-07-03,2024-07-07,2024,357,35,7,36
KCTF0020,대전효문화뿌리축제,30,대전광역시,,,,,중구 산성동,2024-10-11,2024-10-13,2024,358,35,8,36
KCTF0021,동래읍성역사축제,26,부산광역시,,,,,동래구 명륜동,2024-10-11,2024-10-13,2024,359,35,9,36
KCTF0022,목포항구축제,46,전라남도,,,,,목포시 만호동,2024-10-11,2024-10-13,2024,360,36,0,36
KCTF0023,무주반딧불축제,52,전북특별자치도,,,,,무주군 무주읍,2024-08-31,2024-09-08,2024,361,36,1,37
KCTF0024,문경찻사발축제,47,경상북도,,,,,문경시 문경읍,2024-04-27,2024-05-06,2024,362,36,2,37
KCTF0025,밀양아리랑대축제,48,경상남도,,,,,밀양시 삼문동,2024-05-23,2024-05-26,2024,363,36,3,37
KCTF0026,보령머드축제,44,충청남도,,,,,보령시 대천5동,2024-07-19,2024-08-04,2024,364,36,4,37
KCTF0027,보성다향대축제,46,전라남도,,,,,보성군 보성읍,2024-05-03,2024-05-07,2024,365,36,5,37
KCTF0030,부천국제만화축제,41,경기도,,,,,부천시 원미구 상3동,2024-10-03,2024-10-06,2024,366,36,6,37
KCTF0031,부평풍물대축제,28,인천광역시,,,,,부평구 부평1동,2024-09-27,2024-09-29,2024,367,36,7,37
KCTF0032,산청한방약초축제,48,경상남도,,,,,산청군 금서면,2024-09-27,2024-10-06,2024,368,36,8,37
KCTF0033,서산해미읍성축제,44,충청남도,,,,,서산시 해미면,2024-10-02,2024-10-05,2024,369,36,9,37
KCTF0035,세종축제,36,세종특별자치시,,,,,세종특별자치시 나성동,2024-10-09,2024-10-12,2024,370,37,0,37
KCTF0036,소래포구축제,28,인천광역시,,,,,남동구 논현고잔동,2024-09-27,2024-09-29,2024,371,37,1,38
KCTF0038,수원화성문화제,41,경기도,,,,,수원시 팔달구 행궁동,2024-10-04,2024-10-06,2024,372,37,2,38
KCTF0039,순창장류축제,52,전북특별자치도,,,,,순창군 순창읍,2024-10-11,2024-10-13,2024,373,37,3,38
KCTF0040,시흥갯골축제,41,경기도,,,,,시흥시 장곡동,2024-09-27,2024-09-29,2024,374,37,4,38
KCTF0041,안동탈춤축제,47,경상북도,,,,,안동시 중구동,2024-09-27,2024-10-06,2024,375,37,5,38
KCTF0042,안성맞춤남사당바우덕이축제,41,경기도,,,,,안성시 보개면,2024-10-03,2024-10-06,2024,376,37,6,38
KCTF0045,여주오곡나루축제,41,경기도,,,,,여주시 오학동,2024-10-18,2024-10-20,2024,377,37,7,38
KCTF0046,연천구석기축제,41,경기도,,,,,연천군 전곡읍,2024-05-03,2024-05-06,2024,378,37,8,38
KCTF0049,영동난계국악축제,43,충청북도,,,,,영동군 영동읍,2024-10-09,2024-10-13,2024,379,37,9,38
KCTF0051,영암왕인문화축제,46,전라남도,,,,,영암군 군서면,2024-03-28,2024-03-31,2024,380,38,0,38
KCTF0052,영주풍기인삼축제,47,경상북도,,,,,영주시 풍기읍,2024-10-05,2024-10-13,2024,381,38,1,39
KCTF0055,울산옹기축제,31,울산광역시,,,,,울주군 온양읍,2024-05-04,2024-05-06,2024,382,38,2,39
KCTF0058,음성품바축제,43,충청북도,,,,,음성군 음성읍,2024-05-22,2024-05-26,2024,383,38,3,39
KCTF0060,인천펜타포트음악축제,28,인천광역시,,,,,연수구 송도2동,2024-08-02,2024-08-04,2024,384,38,4,39
KCTF0061,임실N치즈축제,52,전북특별자치도,,,,,임실군 성수면,2024-10-03,2024-10-06,2024,385,38,5,39
KCTF0062,정남진장흥물축제,46,전라남도,,,,,장흥군 장흥읍,2024-07-27,2024-08-04,2024,386,38,6,39
KCTF0063,정선아리랑제,51,강원특별자치도,,,,,정선군 정선읍,2024-10-02,2024-10-05,2024,387,38,7,39
KCTF0066,진도신비의바닷길축제,46,전라남도,,,,,진도군 고군면,2024-03-11,2024-03-13,2024,388,38,8,39
KCTF0067,진안홍삼축제,52,전북특별자치도,,,,,진안군 진안읍,2024-10-03,2024-10-06,2024,389,38,9,39
KCTF0069,천안흥타령축제,44,충청남도,,,,,천안시 서북구 백석동,2024-09-25,2024-09-29,2024,390,39,0,39
KCTF0070,청송사과축제,47,경상북도,,,,,청송군 청송읍,2024-10-30,2024-11-03,2024,391,39,1,40
KCTF0071,추억의충장축제,29,광주광역시,,,,,동구 충장동,2024-10-02,2024-10-06,2024,392,39,2,40
KCTF0072,춘천마임축제,51,강원특별자치도,,,,,춘천시 근화동,2024-05-26,2024-06-02,2024,393,39,3,40
KCTF0074,탐라문화제,50,제주특별자치도,,,,,제주시 삼도2동,2024-10-05,2024-10-09,2024,394,39,4,40
KCTF0076,통영한산대첩축제,48,경상남도,,,,,통영시 중앙동,2024-08-09,2024-08-14,2024,395,39,5,40
KCTF0077,평창송어축제,51,강원특별자치도,,,,,평창군 진부면,2023-12-29,2024-01-28,2024,396,39,6,40
KCTF0078,평창효석문화제,51,강원특별자치도,,,,,평창군 봉평면,2024-09-06,2024-09-15,2024,397,39,7,40
KCTF0079,포항국제불빛축제,47,경상북도,,,,,포항시 북구 두호동,2024-05-31,2024-06-02,2024,398,39,8,40
KCTF0080,하동야생차문화축제,48,경상남도,,,,,하동군 화개면,2024-05-11,2024-05-15,2024,399,39,9,40
KCTF0081,한산모시문화제,44,충청남도,,,,,서천군 한산면,2024-06-07,2024-06-09,2024,400,40,0,40
KCTF0083,함평나비축제,46,전라남도,,,,,함평군 함평읍,2024-04-26,2024-05-06,2024,401,40,1,41
KCTF0084,화성뱃놀이축제,41,경기도,,,,,화성시 서신면,2024-05-31,2024-06-02,2024,402,40,2,41
KCTF0085,화천산천어축제,51,강원특별자치도,,,,,화천군 화천읍,2024-01-06,2024-01-28,2024,403,40,3,41
KCTF0087,논산딸기축제,44,충청남도,,,,,논산시 취암동,2024-03-21,2024-03-24,2024,404,40,4,41
KCTF0088,부산국제록페스티벌,26,부산광역시,,,,,사상구 삼락동,2024-10-04,2024-10-06,2024,405,40,5,41
KCTF0089,장수한우랑사과랑축제,52,전북특별자치도,,,,,장수군 장수읍,2024-09-05,2024-09-08,2024,406,40,6,41
KCTF0090,진주남강유등축제,48,경상남도,,,,,진주시 천천동,2024-10-05,2024-10-20,2024,407,40,7,41
KCTF0091,태화강마두희축제,31,울산광역시,,,,,중구 중앙동,2024-06-14,2024-06-16,2024,408,40,8,41
KCTF0092,한탄강얼음트레킹축제,51,강원특별자치도,,,,,철원군 갈말읍,2024-01-13,2024-01-21,2024,409,40,9,41
KCTF0002,강릉커피축제,51,강원특별자치도,,,,,,2025-10-30,2025-11-02,2025,410,41,0,41
KCTF0005,곡성세계장미축제,46,전라남도,,,,,,2025-05-16,2025-05-25,2025,411,41,1,42
KCTF0006,관악강감찬축제,11,서울특별시,,,,,,2025-10-17,2025-10-19,2025,412,41,2,42
KCTF0007,광안리어방축제,26,부산광역시,,,,,,2025-05-09,2025-05-11,2025,413,41,3,42
KCTF0008,광주김치축제,29,광주광역시,,,,,,2025-10-31,2025-11-02,2025,414,41,4,42
KCTF0009,괴산고추축제,43,충청북도,,,,,,2025-09-04,2025-09-07,2025,415,41,5,42
KCTF0011,금산인삼축제,44,충청남도,,,,,,2025-09-19,2025-09-28,2025,416,41,6,42
KCTF0013,김제지평선축제,52,전북특별자치도,,,,,,2025-10-08,2025-10-12,2025,417,41,7,42
KCTF0014,김해분청도자기축제,48,경상남도,,,,,,2025-11-04,2025-11-09,2025,418,41,8,42
KCTF0016,담양대나무축제,46,전라남도,,,,,,2025-05-02,2025-05-06,2025,419,41,9,42
KCTF0017,대구약령시한방문화축제,27,대구광역시,,,,,,2025-05-08,2025-05-11,2025,420,42,0,42
KCTF0018,대구치맥페스티벌,27,대구광역시,,,,,,2025-07-02,2025-07-06,2025,421,42,1,43
KCTF0020,대전효문화뿌리축제,30,대전광역시,,,,,,2025-09-26,2025-09-28,2025,422,42,2,43
KCTF0021,동래읍성역사축제,26,부산광역시,,,,,,2025-10-24,2025-10-26,2025,423,42,3,43
KCTF0022,목포항구축제,46,전라남도,,,,,,2025-09-26,2025-09-28,2025,424,42,4,43
KCTF0023,무주반딧불축제,52,전북특별자치도,,,,,,2025-09-06,2025-09-14,2025,425,42,5,43
KCTF0024,문경찻사발축제,47,경상북도,,,,,,2025-05-03,2025-05-11,2025,426,42,6,43
KCTF0025,밀양아리랑대축제,48,경상남도,,,,,,2025-05-22,2025-05-25,2025,427,42,7,43
KCTF0026,보령머드축제,44,충청남도,,,,,,2025-07-25,2025-08-10,2025,428,42,8,43
KCTF0027,보성다향대축제,46,전라남도,,,,,,2025-05-02,2025-05-06,2025,429,42,9,43
KCTF0030,부천국제만화축제,41,경기도,,,,,,2025-09-26,2025-09-28,2025,430,43,0,43
KCTF0031,부평풍물대축제,28,인천광역시,,,,,,2025-09-26,2025-09-28,2025,431,43,1,44
KCTF0033,서산해미읍성축제,44,충청남도,,,,,,2025-09-26,2025-09-28,2025,432,43,2,44
KCTF0035,세종축제,36,세종특별자치시,,,,,,2025-10-09,2025-10-11,2025,433,43,3,44
KCTF0036,소래포구축제,28,인천광역시,,,,,,2025-09-26,2025-09-28,2025,434,43,4,44
KCTF0038,수원화성문화제,41,경기도,,,,,,2025-09-27,2025-10-04,2025,435,43,5,44
KCTF0039,순창장류축제,52,전북특별자치도,,,,,,2025-10-17,2025-10-19,2025,436,43,6,44
KCTF0040,시흥갯골축제,41,경기도,,,,,,2025-09-26,2025-09-28,2025,437,43,7,44
KCTF0041,안동탈춤축제,47,경상북도,,,,,,2025-09-26,2025-10-05,2025,438,43,8,44
KCTF0042,안성맞춤남사당바우덕이축제,41,경기도,,,,,,2025-10-09,2025-10-12,2025,439,43,9,44
KCTF0045,여주오곡나루축제,41,경기도,,,,,,2025-10-31,2025-11-02,2025,440,44,0,44
KCTF0046,연천구석기축제,41,경기도,,,,,,2025-05-02,2025-05-05,2025,441,44,1,45
KCTF0049,영동난계국악축제,43,충청북도,,,,,,2025-09-12,2025-10-11,2025,442,44,2,45
KCTF0052,영주풍기인삼축제,47,경상북도,,,,,,2025-10-18,2025-10-26,2025,443,44,3,45
KCTF0055,울산옹기축제,31,울산광역시,,,,,,2025-05-03,2025-05-05,2025,444,44,4,45
KCTF0058,음성품바축제,43,충청북도,,,,,,2025-06-11,2025-06-15,2025,445,44,5,45
KCTF0060,인천펜타포트음악축제,28,인천광역시,,,,,,2025-08-01,2025-08-03,2025,446,44,6,45
KCTF0061,임실N치즈축제,52,전북특별자치도,,,,,,2025-10-08,2025-10-12,2025,447,44,7,45
KCTF0062,정남진장흥물축제,46,전라남도,,,,,,2025-07-26,2025-08-03,2025,448,44,8,45
