시군,연월,방문
남동구,202010,4638081.0
남동구,202011,4015030.0
남동구,202012,3396050.0
남동구,202101,3473107.0
남동구,202102,3705352.0
남동구,202103,4335190.0
남동구,202104,3940903.0
남동구,202105,4283640.0
남동구,202106,4100960.0
남동구,202107,3810707.0
남동구,202108,3783020.0
남동구,202109,4251258.0
남동구,202110,4349886.0
남동구,202111,4156149.0
남동구,202112,3872577.0
남동구,202201,3982260.0
남동구,202202,3384780.0
남동구,202203,3941333.0
남동구,202204,4543350.0
남동구,202205,4812060.0
남동구,202206,4358947.0
남동구,202207,4519145.0
남동구,202208,4297540.0
남동구,202209,4714030.0
남동구,202210,4750136.0
남동구,202211,4387201.0
남동구,202212,4286241.0
남동구,202301,4313618.0
남동구,202302,3947495.0
남동구,202303,4662122.0
남동구,202304,4380805.0
남동구,202305,4716191.0
남동구,202306,4444271.0
남동구,202307,4445007.0
남동구,202308,4320073.0
남동구,202309,4778873.0
남동구,202310,4725110.0
남동구,202311,4248902.0
남동구,202312,4445405.0
남동구,202401,4223446.0
남동구,202402,4364474.0
남동구,202403,4864298.0
남동구,202404,4559672.0
남동구,202405,4736610.0
남동구,202406,4438071.0
남동구,202407,4420165.0
남동구,202408,4393444.0
남동구,202409,4718304.0
남동구,202410,4849846.0
남동구,202411,4474465.0
남동구,202412,4459363.0
남동구,202501,4456695.0
남동구,202502,4089457.0
남동구,202503,4852256.0
남동구,202504,4555167.0
남동구,202505,5345785.0
남동구,202506,4807385.0
남동구,202507,4943265.0
남동구,202508,4865923.0
남동구,202509,5089589.0
남동구,202510,5260210.0
남동구,202511,5145750.0
남동구,202512,4920405.0
남동구,202601,4612857.0
남동구,202602,4490141.0
남동구,202603,5152779.0
남동구,202604,4840010.0
남동구,202605,5252816.0
남동구,202606,4760487.0
남동구,202607,4799509.0
남동구,202608,4902179.0
남양주시,201901,4515361.0
남양주시,201902,4441029.0
남양주시,201903,5690503.0
남양주시,201904,4834169.0
남양주시,201905,5453930.0
남양주시,201906,5434766.0
남양주시,201907,5859644.0
남양주시,201908,6632844.0
남양주시,201909,6003806.0
남양주시,201910,5874768.0
남양주시,201911,5942873.0
남양주시,201912,5366444.0
남양주시,202001,5377652.0
남양주시,202002,4501641.0
남양주시,202003,5467632.0
남양주시,202004,5679075.0
남양주시,202005,6402846.0
남양주시,202006,5816612.0
남양주시,202007,6211760.0
남양주시,202008,5645150.0
남양주시,202009,5842893.0
남양주시,202010,6661770.0
남양주시,202011,5386476.0
남양주시,202012,4598367.0
남양주시,202101,4485463.0
남양주시,202102,5207314.0
남양주시,202103,6013308.0
남양주시,202104,5936400.0
남양주시,202105,6287770.0
남양주시,202106,5812963.0
남양주시,202107,5949242.0
남양주시,202108,5950100.0
남양주시,202109,6485678.0
남양주시,202110,6241596.0
남양주시,202111,5604694.0
남양주시,202112,5202183.0
남양주시,202201,5332927.0
남양주시,202202,4642895.0
남양주시,202203,5537287.0
남양주시,202204,6388808.0
남양주시,202205,6714654.0
남양주시,202206,6055637.0
남양주시,202207,6506807.0
남양주시,202208,6515649.0
남양주시,202209,6804956.0
남양주시,202210,6812614.0
남양주시,202211,6004404.0
남양주시,202212,5323274.0
남양주시,202301,5630049.0
남양주시,202302,5255732.0
남양주시,202303,6483025.0
남양주시,202304,6238294.0
남양주시,202305,6699181.0
남양주시,202306,5895285.0
남양주시,202307,6581719.0
남양주시,202308,6471671.0
남양주시,202309,6493367.0
남양주시,202310,6336279.0
남양주시,202311,5416098.0
남양주시,202312,5462678.0
남양주시,202401,5104917.0
남양주시,202402,5502522.0
남양주시,202403,6335310.0
남양주시,202404,5693243.0
남양주시,202405,6272197.0
남양주시,202406,5828962.0
남양주시,202407,5675486.0
남양주시,202408,6191992.0
남양주시,202409,6253711.0
남양주시,202410,6120610.0
남양주시,202411,5522231.0
남양주시,202412,5315430.0
남양주시,202501,5498821.0
남양주시,202502,4693622.0
남양주시,202503,6140503.0
남양주시,202504,5492018.0
남양주시,202505,6836358.0
남양주시,202506,6057022.0
남양주시,202507,6251136.0
남양주시,202508,6511954.0
남양주시,202509,5786554.0
남양주시,202510,6772342.0
남양주시,202511,5884970.0
남양주시,202512,5611732.0
남양주시,202601,5383536.0
남양주시,202602,5553606.0
남양주시,202603,6330217.0
남양주시,202604,5719777.0
남양주시,202605,6842384.0
남양주시,202606,5883781.0
남양주시,202607,6142453.0
남양주시,202608,6434309.0
남원시,201901,605950.0
남원시,201902,750761.0
남원시,201903,783918.0
남원시,201904,752316.0
남원시,201905,976293.0
남원시,201906,732940.0
남원시,201907,829275.0
남원시,201908,1081050.0
남원시,201909,844836.0
남원시,201910,821627.0
남원시,201911,819131.0
남원시,201912,640664.0
남원시,202001,781499.0
남원시,202002,517155.0
남원시,202003,588239.0
남원시,202004,641322.0
남원시,202005,830722.0
남원시,202006,688732.0
남원시,202007,754739.0
남원시,202008,934676.0
남원시,202009,669515.0
남원시,202010,899785.0
남원시,202011,679960.0
남원시,202012,541682.0
남원시,202101,519695.0
남원시,202102,654239.0
남원시,202103,711752.0
남원시,202104,725149.0
남원시,202105,829011.0
남원시,202106,709372.0
남원시,202107,819892.0
남원시,202108,939845.0
남원시,202109,886973.0
남원시,202110,849585.0
남원시,202111,796182.0
남원시,202112,625184.0
남원시,202201,716012.0
남원시,202202,587898.0
남원시,202203,641307.0
남원시,202204,784806.0
남원시,202205,895433.0
남원시,202206,750605.0
남원시,202207,1175234.0
남원시,202208,1019497.0
남원시,202209,941559.0
남원시,202210,1000765.0
남원시,202211,859060.0
남원시,202212,616644.0
남원시,202301,826434.0
남원시,202302,642167.0
남원시,202303,879840.0
남원시,202304,899797.0
남원시,202305,1038075.0
남원시,202306,825744.0
남원시,202307,871908.0
남원시,202308,1049120.0
남원시,202309,951042.0
남원시,202310,985445.0
남원시,202311,808530.0
남원시,202312,678515.0
남원시,202401,651716.0
남원시,202402,810588.0
남원시,202403,874232.0
남원시,202404,859469.0
남원시,202405,1090295.0
남원시,202406,811142.0
남원시,202407,866502.0
남원시,202408,1077898.0
남원시,202409,979531.0
남원시,202410,885664.0
남원시,202411,874714.0
남원시,202412,665990.0
남원시,202501,852935.0
남원시,202502,588978.0
남원시,202503,844944.0
남원시,202504,850970.0
남원시,202505,1202721.0
남원시,202506,838878.0
남원시,202507,955886.0
남원시,202508,1081229.0
남원시,202509,783478.0
남원시,202510,1238797.0
남원시,202511,915024.0
남원시,202512,688043.0
남원시,202601,687601.0
남원시,202602,828065.0
남원시,202603,834659.0
남원시,202604,841932.0
남원시,202605,1167068.0
남원시,202606,789296.0
남원시,202607,917308.0
남원시,202608,1048553.0
남해군,201901,516908.0
남해군,201902,657593.0
남해군,201903,683779.0
남해군,201904,686534.0
남해군,201905,744562.0
남해군,201906,658662.0
남해군,201907,723614.0
남해군,201908,1025078.0
남해군,201909,646908.0
남해군,201910,674160.0
남해군,201911,643642.0
남해군,201912,583771.0
남해군,202001,662959.0
남해군,202002,436223.0
남해군,202003,505588.0
남해군,202004,541099.0
남해군,202005,782742.0
남해군,202006,615916.0
남해군,202007,690688.0
남해군,202008,1055441.0
남해군,202009,570860.0
남해군,202010,836352.0
남해군,202011,616573.0
남해군,202012,528298.0
남해군,202101,476347.0
남해군,202102,615095.0
남해군,202103,569340.0
남해군,202104,603057.0
남해군,202105,741987.0
남해군,202106,633331.0
남해군,202107,756608.0
남해군,202108,907755.0
남해군,202109,758626.0
남해군,202110,779152.0
남해군,202111,634237.0
남해군,202112,601876.0
남해군,202201,699089.0
남해군,202202,563230.0
남해군,202203,531255.0
남해군,202204,707756.0
남해군,202205,801984.0
남해군,202206,691711.0
남해군,202207,875320.0
남해군,202208,1024469.0
남해군,202209,762641.0
남해군,202210,857567.0
남해군,202211,635991.0
남해군,202212,576831.0
남해군,202301,690701.0
남해군,202302,546584.0
남해군,202303,692181.0
남해군,202304,765747.0
남해군,202305,776028.0
남해군,202306,673779.0
남해군,202307,756485.0
남해군,202308,869052.0
남해군,202309,808672.0
남해군,202310,826387.0
남해군,202311,583153.0
남해군,202312,581682.0
남해군,202401,562021.0
남해군,202402,652531.0
남해군,202403,697981.0
남해군,202404,701851.0
남해군,202405,736983.0
남해군,202406,657835.0
남해군,202407,701285.0
남해군,202408,972939.0
남해군,202409,808694.0
남해군,202410,710582.0
남해군,202411,614713.0
남해군,202412,572352.0
남해군,202501,741174.0
남해군,202502,465609.0
남해군,202503,662241.0
남해군,202504,671875.0
남해군,202505,875125.0
남해군,202506,703735.0
남해군,202507,823543.0
남해군,202508,1047964.0
남해군,202509,689162.0
남해군,202510,1095790.0
남해군,202511,667717.0
남해군,202512,613509.0
남해군,202601,615612.0
남해군,202602,704218.0
남해군,202603,661367.0
남해군,202604,728851.0
남해군,202605,922633.0
남해군,202606,684710.0
남해군,202607,836669.0
남해군,202608,978143.0
노원구,201901,4127050.0
노원구,201902,4026075.0
노원구,201903,5430458.0
노원구,201904,3874403.0
노원구,201905,4517100.0
노원구,201906,4308882.0
노원구,201907,4729016.0
노원구,201908,5354874.0
노원구,201909,5345239.0
노원구,201910,4874760.0
노원구,201911,5269766.0
노원구,201912,4816827.0
노원구,202001,4691058.0
노원구,202002,3800710.0
노원구,202003,3609083.0
노원구,202004,3704250.0
노원구,202005,4370118.0
노원구,202006,4259810.0
노원구,202007,4574009.0
노원구,202008,4054212.0
노원구,202009,4012433.0
노원구,202010,4833825.0
노원구,202011,4227490.0
노원구,202012,3723084.0
노원구,202101,3708482.0
노원구,202102,3992638.0
노원구,202103,4780836.0
노원구,202104,4154689.0
노원구,202105,4478676.0
노원구,202106,4232894.0
노원구,202107,4033450.0
노원구,202108,4016762.0
노원구,202109,4654771.0
노원구,202110,4496032.0
노원구,202111,4415885.0
노원구,202112,4251374.0
노원구,202201,4223299.0
노원구,202202,3829884.0
노원구,202203,4719951.0
노원구,202204,4905736.0
노원구,202205,5195044.0
노원구,202206,4551844.0
노원구,202207,4833703.0
노원구,202208,4592909.0
노원구,202209,5312051.0
노원구,202210,4892632.0
노원구,202211,4642277.0
노원구,202212,4491950.0
노원구,202301,4538023.0
노원구,202302,4362691.0
노원구,202303,5437183.0
노원구,202304,4445825.0
노원구,202305,5133994.0
노원구,202306,4694331.0
노원구,202307,4870166.0
노원구,202308,4801493.0
노원구,202309,5430709.0
노원구,202310,4946016.0
노원구,202311,4789021.0
노원구,202312,4910666.0
노원구,202401,4567951.0
노원구,202402,4755622.0
노원구,202403,5659676.0
노원구,202404,4645584.0
노원구,202405,5324105.0
노원구,202406,4720063.0
노원구,202407,4688953.0
노원구,202408,4824089.0
노원구,202409,5246257.0
노원구,202410,5019719.0
노원구,202411,4831165.0
노원구,202412,4721892.0
노원구,202501,4705327.0
노원구,202502,4334237.0
노원구,202503,5592614.0
노원구,202504,4691327.0
노원구,202505,5552431.0
노원구,202506,4961014.0
노원구,202507,5094255.0
노원구,202508,5130296.0
노원구,202509,5467548.0
노원구,202510,5443020.0
노원구,202511,5348934.0
노원구,202512,5213562.0
노원구,202601,4942351.0
노원구,202602,4954698.0
노원구,202603,6108336.0
노원구,202604,4923042.0
노원구,202605,5505163.0
노원구,202606,5086948.0
노원구,202607,5116850.0
노원구,202608,5312429.0
논산시,201901,1027661.0
논산시,201902,1235415.0
논산시,201903,1379437.0
논산시,201904,1194824.0
논산시,201905,1285241.0
논산시,201906,1165207.0
논산시,201907,1263403.0
논산시,201908,1372932.0
논산시,201909,1437722.0
논산시,201910,1315035.0
논산시,201911,1297051.0
논산시,201912,1127773.0
논산시,202001,1315014.0
논산시,202002,889726.0
논산시,202003,1045769.0
논산시,202004,1114553.0
논산시,202005,1323095.0
논산시,202006,1127287.0
논산시,202007,1167204.0
논산시,202008,1251291.0
논산시,202009,1201986.0
논산시,202010,1376659.0
논산시,202011,1182665.0
논산시,202012,1012116.0
논산시,202101,927401.0
논산시,202102,1126837.0
논산시,202103,1239005.0
논산시,202104,1199901.0
논산시,202105,1349644.0
논산시,202106,1166436.0
논산시,202107,1228963.0
논산시,202108,1273849.0
논산시,202109,1408220.0
논산시,202110,1369108.0
논산시,202111,1277848.0
논산시,202112,1124956.0
논산시,202201,1232977.0
논산시,202202,1075120.0
논산시,202203,1277307.0
논산시,202204,1326454.0
논산시,202205,1507280.0
논산시,202206,1356517.0
논산시,202207,1414619.0
논산시,202208,1429111.0
논산시,202209,1580136.0
논산시,202210,1561625.0
논산시,202211,1355806.0
논산시,202212,1143581.0
논산시,202301,1323467.0
논산시,202302,1104276.0
논산시,202303,1554639.0
논산시,202304,1348600.0
논산시,202305,1421190.0
논산시,202306,1416994.0
논산시,202307,1360186.0
논산시,202308,1440275.0
논산시,202309,1574725.0
논산시,202310,1522142.0
논산시,202311,1282566.0
논산시,202312,1222882.0
논산시,202401,1225399.0
논산시,202402,1406637.0
논산시,202403,1648354.0
논산시,202404,1526704.0
논산시,202405,1483013.0
논산시,202406,1349904.0
논산시,202407,1333661.0
논산시,202408,1403588.0
논산시,202409,1520044.0
논산시,202410,1466215.0
논산시,202411,1382124.0
논산시,202412,1206489.0
논산시,202501,1352098.0
논산시,202502,1199902.0
논산시,202503,1600217.0
논산시,202504,1419627.0
논산시,202505,1672636.0
논산시,202506,1433376.0
논산시,202507,1368396.0
논산시,202508,1544467.0
논산시,202509,1356365.0
논산시,202510,1733211.0
논산시,202511,1441367.0
논산시,202512,1329326.0
논산시,202601,1248201.0
논산시,202602,1419343.0
논산시,202603,1623774.0
논산시,202604,1327926.0
논산시,202605,1636039.0
논산시,202606,1409515.0
논산시,202607,1427312.0
논산시,202608,1575812.0
단양군,201901,474216.0
단양군,201902,612358.0
단양군,201903,572870.0
단양군,201904,682684.0
단양군,201905,844472.0
단양군,201906,726975.0
단양군,201907,715550.0
단양군,201908,1039029.0
단양군,201909,707367.0
단양군,201910,853090.0
단양군,201911,701309.0
단양군,201912,509806.0
단양군,202001,602058.0
단양군,202002,333814.0
단양군,202003,323211.0
단양군,202004,437141.0
단양군,202005,666563.0
단양군,202006,590749.0
단양군,202007,654928.0
단양군,202008,826214.0
단양군,202009,535532.0
단양군,202010,846711.0
단양군,202011,620607.0
단양군,202012,324898.0
단양군,202101,318667.0
단양군,202102,463411.0
단양군,202103,434577.0
단양군,202104,520863.0
단양군,202105,670985.0
단양군,202106,624897.0
단양군,202107,686009.0
단양군,202108,829088.0
단양군,202109,733548.0
단양군,202110,832838.0
단양군,202111,702573.0
단양군,202112,449916.0
단양군,202201,509877.0
단양군,202202,441646.0
단양군,202203,413011.0
단양군,202204,608027.0
단양군,202205,831258.0
단양군,202206,794721.0
단양군,202207,865072.0
단양군,202208,1017505.0
단양군,202209,894546.0
단양군,202210,1171574.0
단양군,202211,788600.0
단양군,202212,471239.0
단양군,202301,615163.0
단양군,202302,515163.0
단양군,202303,585124.0
단양군,202304,766119.0
단양군,202305,871701.0
단양군,202306,835495.0
단양군,202307,790584.0
단양군,202308,991309.0
단양군,202309,977119.0
단양군,202310,1166507.0
단양군,202311,782401.0
단양군,202312,524709.0
단양군,202401,543591.0
단양군,202402,701556.0
단양군,202403,648094.0
단양군,202404,798295.0
단양군,202405,927531.0
단양군,202406,872371.0
단양군,202407,778901.0
단양군,202408,1067275.0
단양군,202409,899820.0
단양군,202410,1019796.0
단양군,202411,889226.0
단양군,202412,524240.0
단양군,202501,646311.0
단양군,202502,471255.0
단양군,202503,594480.0
단양군,202504,676170.0
단양군,202505,993671.0
단양군,202506,820265.0
단양군,202507,831153.0
단양군,202508,1059592.0
단양군,202509,705000.0
단양군,202510,1186195.0
단양군,202511,930753.0
단양군,202512,513088.0
단양군,202601,519435.0
단양군,202602,688874.0
단양군,202603,589455.0
단양군,202604,718389.0
단양군,202605,1018943.0
단양군,202606,763194.0
단양군,202607,793551.0
단양군,202608,1046665.0
달서구,201901,4499466.0
달서구,201902,4668862.0
달서구,201903,5455392.0
달서구,201904,4468219.0
달서구,201905,4817497.0
달서구,201906,4349630.0
달서구,201907,4984569.0
달서구,201908,4698867.0
달서구,201909,5190118.0
달서구,201910,4768543.0
달서구,201911,4647715.0
달서구,201912,4976853.0
달서구,202001,4996894.0
달서구,202002,3423999.0
달서구,202003,2780283.0
달서구,202004,3622659.0
달서구,202005,4295699.0
달서구,202006,4082272.0
달서구,202007,4275613.0
달서구,202008,4156235.0
달서구,202009,4144772.0
달서구,202010,4569160.0
달서구,202011,4105607.0
달서구,202012,3814543.0
달서구,202101,3486561.0
달서구,202102,3774974.0
달서구,202103,4507810.0
달서구,202104,3829574.0
달서구,202105,4090542.0
달서구,202106,3754371.0
달서구,202107,3917753.0
달서구,202108,3804693.0
달서구,202109,4235711.0
달서구,202110,4213466.0
달서구,202111,4073216.0
달서구,202112,3969358.0
달서구,202201,3995704.0
달서구,202202,3461427.0
달서구,202203,4284386.0
달서구,202204,4044473.0
달서구,202205,4321704.0
달서구,202206,4166074.0
달서구,202207,5319360.0
달서구,202208,4430894.0
달서구,202209,4899540.0
달서구,202210,4532116.0
달서구,202211,4332966.0
달서구,202212,4409555.0
달서구,202301,4589439.0
달서구,202302,4111579.0
달서구,202303,5118024.0
달서구,202304,4282845.0
달서구,202305,4589601.0
달서구,202306,4280968.0
달서구,202307,4517543.0
달서구,202308,4400395.0
달서구,202309,4972798.0
달서구,202310,4683232.0
달서구,202311,4326339.0
달서구,202312,4665816.0
달서구,202401,4374449.0
달서구,202402,4583773.0
달서구,202403,5163715.0
달서구,202404,4413007.0
달서구,202405,4640755.0
달서구,202406,4442986.0
달서구,202407,4586235.0
달서구,202408,4291222.0
달서구,202409,5026668.0
달서구,202410,4537268.0
달서구,202411,4501638.0
달서구,202412,4590318.0
달서구,202501,4822830.0
달서구,202502,4054968.0
달서구,202503,5052555.0
달서구,202504,4337347.0
달서구,202505,5231257.0
달서구,202506,4552996.0
달서구,202507,4802887.0
달서구,202508,4684533.0
달서구,202509,4817290.0
달서구,202510,5215206.0
달서구,202511,4730942.0
달서구,202512,4794684.0
달서구,202601,4578421.0
달서구,202602,4582860.0
달서구,202603,5184519.0
달서구,202604,4369839.0
달서구,202605,4962976.0
달서구,202606,4372328.0
달서구,202607,4608609.0
달서구,202608,4581617.0
달성군,201901,2207520.0
달성군,201902,2344496.0
달성군,201903,2695582.0
달성군,201904,2435219.0
달성군,201905,2496871.0
달성군,201906,2290822.0
달성군,201907,2597301.0
달성군,201908,2530310.0
달성군,201909,2565889.0
달성군,201910,2560870.0
달성군,201911,2342977.0
달성군,201912,2308428.0
달성군,202001,2443593.0
달성군,202002,1841813.0
달성군,202003,1900701.0
달성군,202004,2239858.0
달성군,202005,2516969.0
달성군,202006,2285662.0
달성군,202007,2380170.0
달성군,202008,2479642.0
달성군,202009,2321541.0
달성군,202010,2621710.0
달성군,202011,2219736.0
달성군,202012,2015054.0
달성군,202101,1997955.0
달성군,202102,2208850.0
달성군,202103,2517492.0
달성군,202104,2377804.0
달성군,202105,2544888.0
달성군,202106,2289385.0
달성군,202107,2412692.0
달성군,202108,2395693.0
달성군,202109,2619278.0
달성군,202110,2549810.0
달성군,202111,2244524.0
달성군,202112,2145826.0
달성군,202201,2240058.0
달성군,202202,2009844.0
달성군,202203,2355831.0
달성군,202204,2520142.0
달성군,202205,2470545.0
달성군,202206,2382782.0
달성군,202207,2907157.0
달성군,202208,2461490.0
달성군,202209,2615289.0
달성군,202210,2640571.0
달성군,202211,2334624.0
달성군,202212,2177881.0
달성군,202301,2416590.0
달성군,202302,2188288.0
달성군,202303,2728191.0
달성군,202304,2586902.0
달성군,202305,2606747.0
달성군,202306,2413311.0
달성군,202307,2541185.0
달성군,202308,2485931.0
달성군,202309,2677838.0
달성군,202310,2656672.0
달성군,202311,2292614.0
달성군,202312,2349912.0
달성군,202401,2306203.0
달성군,202402,2425354.0
달성군,202403,2723450.0
달성군,202404,2564163.0
달성군,202405,2660085.0
달성군,202406,2482856.0
달성군,202407,2521447.0
달성군,202408,2457961.0
달성군,202409,2638223.0
달성군,202410,2560717.0
달성군,202411,2407549.0
달성군,202412,2325103.0
달성군,202501,2557096.0
달성군,202502,2156374.0
달성군,202503,2645189.0
달성군,202504,2508866.0
달성군,202505,2907859.0
달성군,202506,2586878.0
달성군,202507,2685952.0
달성군,202508,2729712.0
달성군,202509,2491037.0
달성군,202510,2963416.0
달성군,202511,2576292.0
달성군,202512,2448817.0
달성군,202601,2471341.0
달성군,202602,2463555.0
달성군,202603,2797330.0
달성군,202604,2641987.0
달성군,202605,2845189.0
달성군,202606,2440641.0
달성군,202607,2550978.0
달성군,202608,2616217.0
담양군,201901,930483.0
담양군,201902,1020921.0
담양군,201903,1103920.0
담양군,201904,1025653.0
담양군,201905,1271719.0
담양군,201906,1132805.0
담양군,201907,1121264.0
담양군,201908,1342336.0
담양군,201909,1122070.0
담양군,201910,1172648.0
담양군,201911,1193002.0
담양군,201912,1021914.0
담양군,202001,1030111.0
담양군,202002,781056.0
담양군,202003,1023403.0
담양군,202004,1104704.0
담양군,202005,1358048.0
담양군,202006,1103710.0
담양군,202007,1042161.0
담양군,202008,1285032.0
담양군,202009,999311.0
담양군,202010,1299596.0
담양군,202011,1026081.0
담양군,202012,930450.0
담양군,202101,900992.0
담양군,202102,1091731.0
담양군,202103,1203570.0
담양군,202104,1157269.0
담양군,202105,1403151.0
담양군,202106,1265257.0
담양군,202107,1313610.0
담양군,202108,1384672.0
담양군,202109,1361890.0
담양군,202110,1409112.0
담양군,202111,1284439.0
담양군,202112,1057631.0
담양군,202201,1137127.0
담양군,202202,989133.0
담양군,202203,1112278.0
담양군,202204,1280578.0
담양군,202205,1373605.0
담양군,202206,1179536.0
담양군,202207,1565420.0
담양군,202208,1506942.0
담양군,202209,1414012.0
담양군,202210,1544097.0
담양군,202211,1392915.0
담양군,202212,974952.0
담양군,202301,1180086.0
담양군,202302,1066732.0
담양군,202303,1326047.0
담양군,202304,1320328.0
담양군,202305,1441684.0
담양군,202306,1348687.0
담양군,202307,1322371.0
담양군,202308,1506689.0
담양군,202309,1404983.0
담양군,202310,1491599.0
담양군,202311,1287524.0
담양군,202312,1178611.0
담양군,202401,1099167.0
담양군,202402,1225827.0
담양군,202403,1289255.0
담양군,202404,1282416.0
담양군,202405,1515310.0
담양군,202406,1326785.0
담양군,202407,1283132.0
담양군,202408,1488754.0
담양군,202409,1391500.0
담양군,202410,1320739.0
담양군,202411,1401708.0
담양군,202412,1132115.0
담양군,202501,1252382.0
담양군,202502,938587.0
담양군,202503,1342393.0
담양군,202504,1266955.0
담양군,202505,1643872.0
담양군,202506,1380934.0
담양군,202507,1346055.0
담양군,202508,1534296.0
담양군,202509,1202398.0
담양군,202510,1680109.0
담양군,202511,1534424.0
담양군,202512,1193475.0
담양군,202601,1135208.0
담양군,202602,1283717.0
담양군,202603,1294144.0
담양군,202604,1232192.0
담양군,202605,1634175.0
담양군,202606,1250695.0
담양군,202607,1304871.0
담양군,202608,1459211.0
당진시,201901,1145801.0
당진시,201902,1329979.0
당진시,201903,1514015.0
당진시,201904,1826030.0
당진시,201905,1553137.0
당진시,201906,1471141.0
당진시,201907,1297476.0
당진시,201908,1415671.0
당진시,201909,1804402.0
당진시,201910,2073637.0
당진시,201911,1633144.0
당진시,201912,1496272.0
당진시,202001,1495288.0
당진시,202002,1078643.0
당진시,202003,1426175.0
당진시,202004,1681556.0
당진시,202005,1908260.0
당진시,202006,1579965.0
당진시,202007,1575132.0
당진시,202008,1612579.0
당진시,202009,1682229.0
당진시,202010,1970624.0
당진시,202011,1596944.0
당진시,202012,1270949.0
당진시,202101,1202821.0
당진시,202102,1382077.0
당진시,202103,1623997.0
당진시,202104,1710442.0
당진시,202105,1799450.0
당진시,202106,1624234.0
당진시,202107,1574559.0
당진시,202108,1737869.0
당진시,202109,1949643.0
당진시,202110,2022871.0
당진시,202111,1633500.0
당진시,202112,1357811.0
당진시,202201,1582585.0
당진시,202202,1435105.0
당진시,202203,1722241.0
당진시,202204,2153995.0
당진시,202205,2239340.0
당진시,202206,1985596.0
당진시,202207,2000396.0
당진시,202208,2106905.0
당진시,202209,2301738.0
당진시,202210,2319996.0
당진시,202211,1922300.0
당진시,202212,1522790.0
당진시,202301,1801072.0
당진시,202302,1603910.0
당진시,202303,2055450.0
당진시,202304,2217971.0
당진시,202305,2192160.0
당진시,202306,1948813.0
당진시,202307,1756093.0
당진시,202308,1881453.0
당진시,202309,2095757.0
당진시,202310,2228635.0
당진시,202311,1738807.0
당진시,202312,1605152.0
당진시,202401,1524228.0
당진시,202402,1772027.0
당진시,202403,2047209.0
당진시,202404,2256767.0
당진시,202405,2147552.0
당진시,202406,2034369.0
당진시,202407,1803189.0
당진시,202408,2015348.0
당진시,202409,2257813.0
당진시,202410,2276701.0
당진시,202411,1888911.0
당진시,202412,1576643.0
당진시,202501,1616153.0
당진시,202502,1476868.0
당진시,202503,1793412.0
당진시,202504,1891688.0
당진시,202505,2243752.0
당진시,202506,1834313.0
당진시,202507,1758051.0
당진시,202508,1957841.0
당진시,202509,1871325.0
당진시,202510,2288030.0
당진시,202511,1878878.0
당진시,202512,1640052.0
당진시,202601,1511686.0
당진시,202602,1652309.0
당진시,202603,1907003.0
당진시,202604,1957030.0
당진시,202605,2226459.0
당진시,202606,1845727.0
당진시,202607,1810174.0
당진시,202608,2007141.0
대덕구,201901,1822791.0
대덕구,201902,1781304.0
대덕구,201903,2215289.0
대덕구,201904,1836080.0
대덕구,201905,1932145.0
대덕구,201906,1793055.0
대덕구,201907,1988502.0
대덕구,201908,1911433.0
대덕구,201909,2167883.0
대덕구,201910,2071600.0
대덕구,201911,1948801.0
대덕구,201912,1933672.0
대덕구,202001,1974903.0
대덕구,202002,1632241.0
대덕구,202003,1688448.0
대덕구,202004,1791552.0
대덕구,202005,1998180.0
대덕구,202006,1873846.0
대덕구,202007,1971547.0
대덕구,202008,1992914.0
대덕구,202009,1990405.0
대덕구,202010,2239557.0
대덕구,202011,2033589.0
대덕구,202012,1765546.0
대덕구,202101,1772539.0
대덕구,202102,1865235.0
대덕구,202103,2192639.0
대덕구,202104,1871820.0
대덕구,202105,2106636.0
대덕구,202106,1998975.0
대덕구,202107,1913212.0
대덕구,202108,1846423.0
대덕구,202109,2155685.0
대덕구,202110,2144668.0
대덕구,202111,2048895.0
대덕구,202112,1971163.0
대덕구,202201,2005205.0
대덕구,202202,1639030.0
대덕구,202203,2059207.0
대덕구,202204,2000967.0
대덕구,202205,2187374.0
대덕구,202206,1995111.0
대덕구,202207,2103749.0
대덕구,202208,2031547.0
대덕구,202209,2298237.0
대덕구,202210,2045816.0
대덕구,202211,1930859.0
대덕구,202212,1874270.0
대덕구,202301,1960012.0
대덕구,202302,1788554.0
대덕구,202303,2208291.0
대덕구,202304,1938739.0
대덕구,202305,2062885.0
대덕구,202306,2174766.0
대덕구,202307,2139218.0
대덕구,202308,2177746.0
대덕구,202309,2277289.0
대덕구,202310,2305635.0
대덕구,202311,2062579.0
대덕구,202312,2121557.0
대덕구,202401,2011407.0
대덕구,202402,2051609.0
대덕구,202403,2405088.0
대덕구,202404,2121437.0
대덕구,202405,2384726.0
대덕구,202406,2184318.0
대덕구,202407,2182515.0
대덕구,202408,2209787.0
대덕구,202409,2466148.0
대덕구,202410,2396479.0
대덕구,202411,2320386.0
대덕구,202412,2306524.0
대덕구,202501,2312068.0
대덕구,202502,2029222.0
대덕구,202503,2495322.0
대덕구,202504,2209242.0
대덕구,202505,2632601.0
대덕구,202506,2316569.0
대덕구,202507,2332734.0
대덕구,202508,2325105.0
대덕구,202509,2438886.0
대덕구,202510,2516398.0
대덕구,202511,2526788.0
대덕구,202512,2428508.0
대덕구,202601,2239796.0
대덕구,202602,2242721.0
대덕구,202603,2611029.0
대덕구,202604,2243108.0
대덕구,202605,2469219.0
대덕구,202606,2286112.0
대덕구,202607,2281452.0
