시군,연월,방문
강화군,202504,1257265.0
강화군,202505,1757278.0
강화군,202506,1493948.0
강화군,202507,1345102.0
강화군,202508,1597060.0
강화군,202509,1404297.0
강화군,202510,1999653.0
강화군,202511,1487594.0
강화군,202512,1102338.0
강화군,202601,1179362.0
강화군,202602,1376930.0
강화군,202603,1500827.0
강화군,202604,1378829.0
강화군,202605,1795156.0
강화군,202606,1396732.0
강화군,202607,1384329.0
강화군,202608,1580319.0
거제시,201901,1691454.0
거제시,201902,1744312.0
거제시,201903,1975131.0
거제시,201904,1714640.0
거제시,201905,1930348.0
거제시,201906,1770478.0
거제시,201907,2155570.0
거제시,201908,2445734.0
거제시,201909,1819943.0
거제시,201910,1867616.0
거제시,201911,1758431.0
거제시,201912,1841572.0
거제시,202001,1967853.0
거제시,202002,1513515.0
거제시,202003,1457691.0
거제시,202004,1517496.0
거제시,202005,1912787.0
거제시,202006,1726886.0
거제시,202007,1967609.0
거제시,202008,2545149.0
거제시,202009,1648642.0
거제시,202010,2087101.0
거제시,202011,1736298.0
거제시,202012,1572591.0
거제시,202101,1416525.0
거제시,202102,1591760.0
거제시,202103,1590735.0
거제시,202104,1525850.0
거제시,202105,1865180.0
거제시,202106,1787081.0
거제시,202107,2054149.0
거제시,202108,2217330.0
거제시,202109,1940816.0
거제시,202110,1971066.0
거제시,202111,1740566.0
거제시,202112,1780739.0
거제시,202201,1936739.0
거제시,202202,1599101.0
거제시,202203,1609142.0
거제시,202204,1674741.0
거제시,202205,1979254.0
거제시,202206,1958769.0
거제시,202207,2343052.0
거제시,202208,2435820.0
거제시,202209,1912911.0
거제시,202210,2130701.0
거제시,202211,1743251.0
거제시,202212,1788993.0
거제시,202301,2013743.0
거제시,202302,1662549.0
거제시,202303,1853745.0
거제시,202304,1830672.0
거제시,202305,1963731.0
거제시,202306,1973050.0
거제시,202307,2158909.0
거제시,202308,2294128.0
거제시,202309,1947991.0
거제시,202310,2064456.0
거제시,202311,1616123.0
거제시,202312,1780006.0
거제시,202401,1747793.0
거제시,202402,1807625.0
거제시,202403,1818572.0
거제시,202404,1682979.0
거제시,202405,1900770.0
거제시,202406,1892683.0
거제시,202407,2017910.0
거제시,202408,2274727.0
거제시,202409,2039766.0
거제시,202410,1873116.0
거제시,202411,1733116.0
거제시,202412,1752710.0
거제시,202501,2047148.0
거제시,202502,1508576.0
거제시,202503,1853658.0
거제시,202504,1675954.0
거제시,202505,2232031.0
거제시,202506,1985295.0
거제시,202507,2123597.0
거제시,202508,2371002.0
거제시,202509,1772557.0
거제시,202510,2474586.0
거제시,202511,1829328.0
거제시,202512,1782460.0
거제시,202601,1820591.0
거제시,202602,1830280.0
거제시,202603,1818466.0
거제시,202604,1644159.0
거제시,202605,2116376.0
거제시,202606,1821298.0
거제시,202607,2125397.0
거제시,202608,2252795.0
거창군,201901,438257.0
거창군,201902,558575.0
거창군,201903,500251.0
거창군,201904,475253.0
거창군,201905,545947.0
거창군,201906,487172.0
거창군,201907,583627.0
거창군,201908,774076.0
거창군,201909,641714.0
거창군,201910,529825.0
거창군,201911,569671.0
거창군,201912,470045.0
거창군,202001,643996.0
거창군,202002,358015.0
거창군,202003,298165.0
거창군,202004,404887.0
거창군,202005,561352.0
거창군,202006,474443.0
거창군,202007,509247.0
거창군,202008,696759.0
거창군,202009,497017.0
거창군,202010,655909.0
거창군,202011,583340.0
거창군,202012,400271.0
거창군,202101,381732.0
거창군,202102,463706.0
거창군,202103,485648.0
거창군,202104,490048.0
거창군,202105,553881.0
거창군,202106,506224.0
거창군,202107,583812.0
거창군,202108,645144.0
거창군,202109,679512.0
거창군,202110,670767.0
거창군,202111,580728.0
거창군,202112,469461.0
거창군,202201,568016.0
거창군,202202,457358.0
거창군,202203,455046.0
거창군,202204,531378.0
