시군,연월,체험문화,체험문화_유원제외,관광총소비,방문
가평군,202202,346670000.0,235385000.0,23158294000.0,1563295.0
가평군,202203,385871000.0,267759000.0,28722923000.0,1565470.0
가평군,202204,546806000.0,370068000.0,41950880000.0,2364239.0
가평군,202205,834041000.0,599724000.0,49531021000.0,2826054.0
가평군,202206,966394000.0,808356000.0,49126989000.0,2881407.0
가평군,202207,1560620000.0,1392117000.0,59871668000.0,3472349.0
가평군,202208,1698241000.0,1478127000.0,60511441000.0,3778676.0
가평군,202209,639789000.0,470483000.0,44874966000.0,2577892.0
가평군,202210,769394000.0,504538000.0,53905604000.0,2809112.0
가평군,202211,595489000.0,407099000.0,39339709000.0,1974653.0
가평군,202212,412860000.0,326846000.0,28971798000.0,1488326.0
