시군,연월,체험문화,체험문화_유원제외,관광총소비,방문
금천구,202204,860723000.0,860723000.0,53934929000.0,2612345.0
금천구,202205,1369318000.0,1368004000.0,60112654000.0,2626301.0
금천구,202206,1427695000.0,1427695000.0,55101639000.0,2409220.0
금천구,202207,1683357000.0,1683357000.0,58898710000.0,2603481.0
금천구,202208,1677970000.0,1677970000.0,55367685000.0,2417836.0
금천구,202209,1186255000.0,1186044000.0,55563596000.0,2583710.0
금천구,202210,1216426000.0,1211176000.0,61872474000.0,2614217.0
금천구,202211,1051670000.0,1040433000.0,58448910000.0,2473380.0
금천구,202212,1421031000.0,1398655000.0,63329130000.0,2429313.0
금천구,202301,1417502000.0,1388724000.0,56471460000.0,2428466.0
금천구,202302,1163346000.0,1136771000.0,50734009000.0,2349334.0
금천구,202303,1093740000.0,1080511000.0,58524175000.0,2595627.0
금천구,202304,1077849000.0,1064938000.0,55926237000.0,2332211.0
금천구,202305,1333397000.0,1312449000.0,58572102000.0,2562996.0
금천구,202306,1518095000.0,1502432000.0,55073882000.0,2426998.0
금천구,202307,1793294000.0,1767019000.0,58155897000.0,2416238.0
금천구,202308,1864997000.0,1839824000.0,55555647000.0,2304850.0
금천구,202309,1196559000.0,1179942000.0,58469612000.0,2358444.0
금천구,202310,1034822000.0,1018688000.0,55656977000.0,2388410.0
금천구,202311,1031300000.0,1017128000.0,56669087000.0,2334281.0
금천구,202312,1506136000.0,1479807000.0,59394954000.0,2360092.0
금천구,202401,1165863000.0,1142279000.0,54279533000.0,2441231.0
금천구,202402,1237278000.0,1209116000.0,52056058000.0,2254539.0
금천구,202403,1123347000.0,1105633000.0,58617822000.0,2643872.0
금천구,202404,1001815000.0,990309000.0,55279846000.0,2393773.0
금천구,202405,1219451000.0,1202122000.0,61867752000.0,2403737.0
금천구,202406,1286911000.0,1270645000.0,56344248000.0,2330009.0
금천구,202407,1423480000.0,1407278000.0,56479529000.0,2533067.0
금천구,202408,1669768000.0,1649156000.0,59116085000.0,2296219.0
금천구,202501,1159985000.0,1144201000.0,54377745000.0,2272926.0
금천구,202502,1057501000.0,1044170000.0,49199176000.0,2275447.0
금천구,202503,1039339000.0,1021580000.0,58978410000.0,2511563.0
금천구,202504,936744000.0,929279000.0,55166299000.0,2357307.0
금천구,202505,1172465000.0,1157955000.0,57879554000.0,2749057.0
금천구,202506,1184908000.0,1174288000.0,53748239000.0,2500839.0
금천구,202507,1600261000.0,1587673000.0,57331504000.0,2671123.0
금천구,202508,1776240000.0,1761900000.0,54877185000.0,2414844.0
금천구,202509,890515000.0,883126000.0,53671086000.0,2533267.0
금천구,202510,1225839000.0,1215265000.0,56153584000.0,2648104.0
금천구,202511,1119972000.0,1109968000.0,57726783000.0,2671291.0
금천구,202512,1490082000.0,1473948000.0,58389005000.0,2574699.0
금천구,202601,1384434000.0,1365357000.0,56273294000.0,2461416.0
금천구,202602,1377453000.0,1357113000.0,50794854000.0,2410384.0
금천구,202603,1197514000.0,1181483000.0,56534763000.0,2879150.0
금천구,202604,1018029000.0,1011713000.0,54502322000.0,2607177.0
금천구,202605,1375331000.0,1359736000.0,55272828000.0,2696253.0
금천구,202606,1248895000.0,1231367000.0,53753263000.0,2700290.0
금천구,202607,1644022000.0,1625927000.0,52619492000.0,2668857.0
금천구,202608,1864575000.0,1853982000.0,52016870000.0,2645973.0
기장군,201901,277784000.0,262276000.0,61509898000.0,2683232.0
기장군,201902,319209000.0,304133000.0,63463120000.0,2856914.0
기장군,201903,298117000.0,278497000.0,68648758000.0,2988857.0
기장군,201904,238440000.0,223679000.0,59678471000.0,2636611.0
기장군,201905,274497000.0,251484000.0,67957962000.0,3071580.0
기장군,201906,299684000.0,282766000.0,62480278000.0,2765974.0
기장군,201907,248831000.0,230010000.0,58027359000.0,2951649.0
기장군,201908,337616000.0,322781000.0,66838912000.0,3217145.0
기장군,201909,292862000.0,275943000.0,64552431000.0,2974921.0
기장군,201910,308088000.0,287239000.0,72635197000.0,3057721.0
기장군,201911,267579000.0,249058000.0,72257696000.0,2980121.0
기장군,201912,327274000.0,312987000.0,73418022000.0,3080811.0
기장군,202001,308517000.0,298035000.0,65063991000.0,3143043.0
기장군,202002,199883000.0,192058000.0,46581251000.0,2594417.0
기장군,202003,145500000.0,139801000.0,44385978000.0,2721266.0
기장군,202004,159691000.0,144225000.0,53113192000.0,3054909.0
기장군,202005,248580000.0,223798000.0,70177049000.0,3697127.0
기장군,202006,212792000.0,196814000.0,57040429000.0,3147841.0
기장군,202007,283480000.0,267930000.0,56172553000.0,3321233.0
기장군,202008,311123000.0,298212000.0,64170563000.0,3679023.0
기장군,202009,180000000.0,165917000.0,60472776000.0,2937838.0
기장군,202010,270870000.0,246157000.0,75317287000.0,3538984.0
기장군,202011,246055000.0,232128000.0,71198909000.0,3093232.0
기장군,202012,111903000.0,102694000.0,52473180000.0,2507590.0
기장군,202101,169623000.0,156994000.0,54219815000.0,2711373.0
기장군,202102,252751000.0,236127000.0,59999388000.0,2939617.0
기장군,202103,210767000.0,196858000.0,63998061000.0,3126432.0
기장군,202104,279187000.0,265735000.0,63255506000.0,2980799.0
기장군,202105,259438000.0,241357000.0,71893363000.0,3492734.0
기장군,202106,289470000.0,275697000.0,60322419000.0,3088363.0
기장군,202107,375896000.0,361840000.0,61818498000.0,3147406.0
기장군,202108,422786000.0,407076000.0,62211988000.0,3160232.0
기장군,202109,416720000.0,395888000.0,74039051000.0,3293186.0
기장군,202110,415733000.0,392680000.0,85561488000.0,3613758.0
기장군,202111,377369000.0,359678000.0,79062609000.0,3209583.0
기장군,202112,444459000.0,432925000.0,73622595000.0,3006129.0
기장군,202201,333944000.0,317908000.0,73279751000.0,3298480.0
기장군,202202,274629000.0,258658000.0,56602583000.0,2736559.0
기장군,202203,369744000.0,239724000.0,65551220000.0,2944474.0
기장군,202204,2359800000.0,248212000.0,79188745000.0,3407542.0
기장군,202205,2684127000.0,449786000.0,86553018000.0,3919122.0
기장군,202206,2004145000.0,572705000.0,71757118000.0,3429460.0
기장군,202207,2249734000.0,620113000.0,77136513000.0,3685191.0
기장군,202208,2721756000.0,639100000.0,77183838000.0,3807174.0
기장군,202209,2583775000.0,516793000.0,76006441000.0,3521803.0
기장군,202210,3290365000.0,665570000.0,95830063000.0,3763441.0
기장군,202211,1758036000.0,399881000.0,75573817000.0,3219517.0
기장군,202212,1480357000.0,610916000.0,82584960000.0,3273140.0
기장군,202301,1390501000.0,561567000.0,75731086000.0,3759975.0
기장군,202302,1675801000.0,458762000.0,67317826000.0,3151036.0
기장군,202303,1259253000.0,534800000.0,74759022000.0,3456497.0
기장군,202304,1472581000.0,466599000.0,76647503000.0,3528009.0
기장군,202305,1553314000.0,504183000.0,77942603000.0,3718343.0
기장군,202306,1551388000.0,506384000.0,68870575000.0,3456026.0
기장군,202307,1343027000.0,592532000.0,72311535000.0,3576363.0
기장군,202308,1533154000.0,616975000.0,76758706000.0,3709021.0
기장군,202309,1952348000.0,540162000.0,81628053000.0,3456937.0
기장군,202310,2012530000.0,495086000.0,92201981000.0,3580610.0
기장군,202311,1130787000.0,391559000.0,76469726000.0,2953102.0
기장군,202312,1351679000.0,595638000.0,90121271000.0,3245317.0
기장군,202401,1031038000.0,455062000.0,67994789000.0,3123458.0
기장군,202402,1090491000.0,431167000.0,74499720000.0,3259374.0
기장군,202403,1154558000.0,529398000.0,79460083000.0,3401418.0
기장군,202404,1235975000.0,423402000.0,72206673000.0,3141827.0
기장군,202405,1566039000.0,472235000.0,82375112000.0,3667797.0
기장군,202406,1159141000.0,501014000.0,72399538000.0,3252839.0
기장군,202407,852663000.0,417474000.0,69295972000.0,3299399.0
기장군,202408,1039145000.0,496137000.0,76063838000.0,3646553.0
기장군,202501,806298000.0,430316000.0,83855984000.0,3685662.0
기장군,202502,847650000.0,431530000.0,64281279000.0,2933376.0
기장군,202503,891312000.0,359062000.0,80209985000.0,3392488.0
기장군,202504,1196011000.0,393848000.0,71326256000.0,3149527.0
기장군,202505,1634368000.0,416282000.0,89550115000.0,3903612.0
기장군,202506,955609000.0,451713000.0,75226598000.0,3414889.0
기장군,202507,645063000.0,355600000.0,73481993000.0,3473280.0
기장군,202508,672916000.0,358076000.0,83346924000.0,3835966.0
기장군,202509,882992000.0,368574000.0,77956578000.0,3307927.0
기장군,202510,1741518000.0,489618000.0,109178556000.0,4171533.0
기장군,202511,929968000.0,376039000.0,97413251000.0,3544957.0
기장군,202512,856735000.0,425695000.0,91103529000.0,3411097.0
기장군,202601,534516000.0,288133000.0,82725139000.0,3370465.0
기장군,202602,810780000.0,348528000.0,87306253000.0,3503456.0
기장군,202603,955167000.0,501875000.0,82860065000.0,3419237.0
기장군,202604,1017654000.0,325442000.0,81743237000.0,3262744.0
기장군,202605,1701047000.0,428096000.0,103378237000.0,4098097.0
기장군,202606,1008232000.0,498728000.0,76508151000.0,3254626.0
기장군,202607,965405000.0,551070000.0,82270575000.0,3605077.0
기장군,202608,1009515000.0,545830000.0,89132978000.0,3806239.0
김제시,201901,131593000.0,131593000.0,10332803000.0,735325.0
김제시,201902,80801000.0,80801000.0,9731911000.0,866076.0
김제시,201903,64832000.0,60409000.0,10660212000.0,834428.0
김제시,201904,40305000.0,28672000.0,10221020000.0,812483.0
김제시,201905,38660000.0,35811000.0,11729943000.0,895999.0
김제시,201906,42361000.0,33380000.0,10843403000.0,812137.0
김제시,201907,46810000.0,43777000.0,11112655000.0,832451.0
김제시,201908,55510000.0,45055000.0,12062034000.0,889683.0
김제시,201909,42766000.0,41626000.0,11458044000.0,1050842.0
김제시,201910,32487000.0,28682000.0,12187159000.0,977145.0
김제시,201911,54242000.0,51013000.0,11821862000.0,951300.0
김제시,201912,74655000.0,69363000.0,10640561000.0,817981.0
김제시,202001,136105000.0,136105000.0,10510861000.0,948647.0
김제시,202002,31718000.0,31718000.0,8362788000.0,678584.0
김제시,202003,47791000.0,43668000.0,9806075000.0,841228.0
김제시,202004,31713000.0,19295000.0,10109579000.0,887548.0
김제시,202005,74508000.0,71064000.0,10899524000.0,974205.0
김제시,202006,37241000.0,25937000.0,9733824000.0,860879.0
김제시,202007,57632000.0,32330000.0,9566869000.0,867426.0
김제시,202008,48746000.0,38640000.0,10347904000.0,891503.0
김제시,202009,55356000.0,36659000.0,12563924000.0,939077.0
김제시,202010,49858000.0,38551000.0,13369653000.0,1101065.0
김제시,202011,54399000.0,41672000.0,11516270000.0,817028.0
김제시,202012,49747000.0,44804000.0,9900808000.0,782898.0
김제시,202101,28294000.0,28294000.0,9117840000.0,723725.0
김제시,202102,26850000.0,26850000.0,9972250000.0,887340.0
김제시,202103,25847000.0,25847000.0,11485900000.0,952227.0
김제시,202104,33970000.0,29569000.0,11478844000.0,955498.0
김제시,202105,48634000.0,34113000.0,12555695000.0,1043132.0
김제시,202106,40027000.0,29336000.0,11968830000.0,942578.0
김제시,202107,47601000.0,42220000.0,11932811000.0,960006.0
김제시,202108,37360000.0,24735000.0,11605537000.0,953940.0
김제시,202109,45810000.0,30663000.0,13072839000.0,1192407.0
김제시,202110,40036000.0,36858000.0,13903059000.0,1075839.0
김제시,202111,49769000.0,48066000.0,12983561000.0,1045554.0
김제시,202112,60680000.0,58990000.0,11859099000.0,862012.0
김제시,202201,175564000.0,175564000.0,11496824000.0,937038.0
김제시,202202,65196000.0,65196000.0,8683756000.0,776047.0
김제시,202203,51396000.0,43797000.0,11914043000.0,887302.0
김제시,202204,29604000.0,29604000.0,13465361000.0,968442.0
김제시,202205,61637000.0,52292000.0,14726847000.0,969866.0
김제시,202206,74172000.0,63906000.0,15280771000.0,879206.0
김제시,202207,67042000.0,55499000.0,16054938000.0,1186950.0
김제시,202208,60862000.0,59684000.0,15009663000.0,968171.0
김제시,202209,64280000.0,59787000.0,15437666000.0,1243655.0
김제시,202210,66584000.0,59077000.0,17135828000.0,1171470.0
김제시,202211,53162000.0,50658000.0,16047661000.0,1069061.0
김제시,202212,50204000.0,50204000.0,13710742000.0,819574.0
김제시,202301,90675000.0,90675000.0,13398432000.0,1003678.0
김제시,202302,46697000.0,46697000.0,12098369000.0,831807.0
김제시,202303,63553000.0,48122000.0,14770348000.0,1044464.0
김제시,202304,58868000.0,53896000.0,14826989000.0,1038415.0
김제시,202305,88397000.0,87990000.0,15975902000.0,1094087.0
김제시,202306,51088000.0,50543000.0,14655922000.0,984951.0
김제시,202307,77863000.0,71412000.0,14265035000.0,956677.0
김제시,202308,78927000.0,61389000.0,15058510000.0,1035007.0
김제시,202309,61194000.0,56279000.0,17376277000.0,1156560.0
김제시,202310,91384000.0,90763000.0,17257826000.0,1204547.0
김제시,202311,64570000.0,64570000.0,15493658000.0,968502.0
김제시,202312,98542000.0,96513000.0,14304050000.0,881073.0
김제시,202401,51777000.0,51777000.0,12050617000.0,834831.0
김제시,202402,99061000.0,99061000.0,13564471000.0,1003920.0
김제시,202403,50374000.0,45969000.0,15310010000.0,1023122.0
김제시,202404,62309000.0,57155000.0,15609388000.0,1049624.0
김제시,202405,86681000.0,86681000.0,17775241000.0,1137346.0
김제시,202406,81447000.0,72731000.0,16271039000.0,1010646.0
김제시,202407,101380000.0,96560000.0,14940055000.0,943883.0
김제시,202408,38996000.0,36821000.0,14019805000.0,1003174.0
김제시,202501,107419000.0,64624000.0,12830497000.0,1020236.0
김제시,202502,86144000.0,56788000.0,10462050000.0,773939.0
김제시,202503,49697000.0,49697000.0,14121853000.0,1045645.0
김제시,202504,109875000.0,48535000.0,13902434000.0,1010582.0
김제시,202505,117272000.0,67487000.0,16374689000.0,1201999.0
김제시,202506,71910000.0,66914000.0,14264069000.0,1030212.0
김제시,202507,111431000.0,71013000.0,14880935000.0,993596.0
김제시,202508,112652000.0,68067000.0,15404556000.0,1057658.0
김제시,202509,85214000.0,47238000.0,14776030000.0,1001343.0
김제시,202510,92749000.0,73806000.0,19105308000.0,1453464.0
김제시,202511,86918000.0,55017000.0,18221497000.0,1156989.0
김제시,202512,87338000.0,60770000.0,18135806000.0,1017840.0
김제시,202601,103478000.0,69405000.0,16342573000.0,939922.0
김제시,202602,155669000.0,80805000.0,16823698000.0,1066721.0
김제시,202603,62087000.0,54045000.0,17921238000.0,1086241.0
김제시,202604,71045000.0,42687000.0,18723588000.0,1103083.0
김제시,202605,72980000.0,72980000.0,21326976000.0,1246669.0
김제시,202606,62046000.0,58036000.0,18877794000.0,1058003.0
김제시,202607,71792000.0,71642000.0,17844175000.0,1058711.0
김제시,202608,96971000.0,96552000.0,17543288000.0,1082944.0
김천시,201901,166460000.0,166460000.0,18041944000.0,877686.0
김천시,201902,203529000.0,203529000.0,16670215000.0,1047784.0
김천시,201903,173027000.0,169679000.0,19050022000.0,1075236.0
김천시,201904,144213000.0,140588000.0,18495122000.0,992438.0
김천시,201905,142217000.0,136248000.0,20310320000.0,1049440.0
김천시,201906,150045000.0,139778000.0,18258792000.0,943867.0
김천시,201907,143643000.0,139819000.0,18270109000.0,1049632.0
김천시,201908,172275000.0,166533000.0,20623642000.0,1135139.0
김천시,201909,171140000.0,166390000.0,20702401000.0,1212051.0
김천시,201910,161790000.0,157477000.0,21066846000.0,1034665.0
김천시,201911,169204000.0,165209000.0,20445951000.0,1011346.0
김천시,201912,172314000.0,167085000.0,20160694000.0,936460.0
김천시,202001,197156000.0,191357000.0,20056290000.0,1097224.0
김천시,202002,111272000.0,110785000.0,15885471000.0,716219.0
김천시,202003,56217000.0,55524000.0,14598020000.0,668131.0
김천시,202004,81686000.0,79455000.0,15658856000.0,816292.0
김천시,202005,99755000.0,95453000.0,18868427000.0,1001319.0
김천시,202006,104574000.0,93782000.0,16782011000.0,900525.0
김천시,202007,136540000.0,131167000.0,17330997000.0,982711.0
김천시,202008,140590000.0,126145000.0,17829890000.0,1057769.0
김천시,202009,116237000.0,95797000.0,18145757000.0,980251.0
김천시,202010,117078000.0,106531000.0,19028067000.0,1149825.0
김천시,202011,105081000.0,97876000.0,17513689000.0,928585.0
김천시,202012,55474000.0,47940000.0,15376744000.0,755908.0
김천시,202101,47860000.0,43771000.0,14879521000.0,736613.0
김천시,202102,73456000.0,67553000.0,15435982000.0,888210.0
김천시,202103,100313000.0,83863000.0,17902575000.0,990144.0
김천시,202104,112501000.0,97490000.0,19141335000.0,961921.0
김천시,202105,110066000.0,98431000.0,18881151000.0,975606.0
김천시,202106,108123000.0,101218000.0,19742585000.0,928320.0
김천시,202107,131481000.0,116417000.0,19981457000.0,1003972.0
김천시,202108,105107000.0,99370000.0,19926849000.0,990469.0
김천시,202109,113571000.0,107840000.0,21203429000.0,1138487.0
김천시,202110,148936000.0,138866000.0,22544832000.0,1049587.0
김천시,202111,146793000.0,133797000.0,22916480000.0,979704.0
김천시,202112,107033000.0,94548000.0,20157699000.0,877589.0
김천시,202201,92069000.0,81105000.0,19306217000.0,923268.0
김천시,202202,62976000.0,53534000.0,15384067000.0,804273.0
김천시,202203,85076000.0,78493000.0,18559184000.0,929201.0
김천시,202204,135493000.0,127169000.0,22582693000.0,1039160.0
김천시,202205,169729000.0,159058000.0,22549762000.0,1093898.0
김천시,202206,171082000.0,162888000.0,20663910000.0,1046796.0
김천시,202207,174375000.0,166636000.0,23343235000.0,1266292.0
김천시,202208,166209000.0,159702000.0,23032091000.0,1118630.0
김천시,202209,173441000.0,167158000.0,23839795000.0,1219640.0
김천시,202210,187475000.0,175049000.0,26012563000.0,1164149.0
김천시,202211,142358000.0,136027000.0,23874765000.0,1035075.0
김천시,202212,152392000.0,149899000.0,22041424000.0,922313.0
김천시,202301,155676000.0,148194000.0,20362416000.0,1074359.0
김천시,202302,148957000.0,134445000.0,17989742000.0,860002.0
김천시,202303,133708000.0,124905000.0,21532397000.0,1156596.0
김천시,202304,154236000.0,147215000.0,21477493000.0,1095458.0
김천시,202305,150296000.0,147192000.0,22373570000.0,1153803.0
김천시,202306,202831000.0,192216000.0,20803750000.0,1056044.0
김천시,202307,185401000.0,166503000.0,21410148000.0,1067994.0
김천시,202308,189439000.0,168836000.0,22162804000.0,1108150.0
김천시,202309,166326000.0,162430000.0,24945749000.0,1272572.0
김천시,202310,198152000.0,173926000.0,24044066000.0,1166146.0
김천시,202311,160639000.0,140106000.0,21663356000.0,1011470.0
김천시,202312,178675000.0,168192000.0,20954334000.0,974242.0
김천시,202401,123101000.0,100866000.0,18563546000.0,928353.0
김천시,202402,142436000.0,132341000.0,19439949000.0,1207934.0
김천시,202403,163408000.0,148469000.0,22286002000.0,1300720.0
김천시,202404,164301000.0,138744000.0,22087323000.0,1231405.0
김천시,202405,148339000.0,138752000.0,23709523000.0,1284911.0
김천시,202406,153416000.0,144319000.0,21797169000.0,1230780.0
김천시,202407,144107000.0,127673000.0,21392874000.0,1208213.0
김천시,202408,158314000.0,144641000.0,22288822000.0,1286133.0
김천시,202501,186499000.0,126456000.0,19613944000.0,1292715.0
김천시,202502,144232000.0,97475000.0,17222724000.0,982514.0
김천시,202503,139155000.0,105808000.0,21595640000.0,1319118.0
김천시,202504,118935000.0,95486000.0,21246712000.0,1254263.0
김천시,202505,160982000.0,130889000.0,23275002000.0,1506051.0
김천시,202506,140951000.0,117148000.0,20631237000.0,1278291.0
김천시,202507,153072000.0,121114000.0,22024768000.0,1301159.0
김천시,202508,149625000.0,123787000.0,21729622000.0,1349498.0
김천시,202509,128181000.0,106517000.0,21241731000.0,1319068.0
김천시,202510,168611000.0,144706000.0,24260010000.0,1663258.0
김천시,202511,119112000.0,108713000.0,22721136000.0,1344517.0
김천시,202512,142871000.0,126761000.0,20706811000.0,1153737.0
김천시,202601,157061000.0,127304000.0,19681782000.0,1118068.0
김천시,202602,165267000.0,140040000.0,19936660000.0,1288752.0
김천시,202603,132173000.0,119575000.0,23592650000.0,1318199.0
김천시,202604,132024000.0,118665000.0,22262438000.0,1287984.0
김천시,202605,170691000.0,141770000.0,25245671000.0,1440418.0
김천시,202606,132156000.0,111127000.0,22914410000.0,1248938.0
김천시,202607,160639000.0,133094000.0,24796536000.0,1296665.0
김천시,202608,169095000.0,127721000.0,24786932000.0,1344880.0
김포시,201901,1301331000.0,1301142000.0,79919846000.0,3602621.0
김포시,201902,1272496000.0,1265918000.0,74063482000.0,3270082.0
김포시,201903,1468700000.0,1467946000.0,92880543000.0,4289044.0
김포시,201904,1245716000.0,1244629000.0,82716911000.0,3610768.0
김포시,201905,1359290000.0,1354217000.0,95207376000.0,3866735.0
김포시,201906,1292982000.0,1260166000.0,89241291000.0,3868008.0
김포시,201907,1489089000.0,1467032000.0,84397354000.0,4067576.0
김포시,201908,1466627000.0,1457958000.0,91113942000.0,4477089.0
김포시,201909,1492376000.0,1464606000.0,93746980000.0,4186078.0
김포시,201910,1445364000.0,1405826000.0,98974912000.0,4189129.0
김포시,201911,1315892000.0,1313485000.0,95163838000.0,4302358.0
김포시,201912,1586882000.0,1577841000.0,95075091000.0,3937636.0
김포시,202001,1476848000.0,1462529000.0,85952491000.0,3834238.0
김포시,202002,1136572000.0,1135292000.0,69785261000.0,3189605.0
김포시,202003,887848000.0,879097000.0,76864643000.0,3845560.0
김포시,202004,973355000.0,969222000.0,86210458000.0,3951721.0
김포시,202005,1227708000.0,1222404000.0,95794067000.0,4247893.0
김포시,202006,1035981000.0,986745000.0,90115661000.0,3942585.0
김포시,202007,1207211000.0,1198174000.0,88515511000.0,4272681.0
김포시,202008,902779000.0,894950000.0,84990258000.0,4033888.0
김포시,202009,609157000.0,599170000.0,96706018000.0,4478972.0
김포시,202010,1045211000.0,1017214000.0,106212777000.0,4799298.0
김포시,202011,975933000.0,965605000.0,90788080000.0,3925470.0
김포시,202012,510651000.0,506585000.0,80379632000.0,3716582.0
김포시,202101,497953000.0,488442000.0,77986365000.0,3570255.0
김포시,202102,880375000.0,872105000.0,83730578000.0,3765136.0
김포시,202103,881873000.0,872872000.0,91801075000.0,4365023.0
김포시,202104,779957000.0,770210000.0,91335606000.0,4069093.0
김포시,202105,1159340000.0,1146269000.0,99558065000.0,4380849.0
김포시,202106,1064960000.0,1058059000.0,88953443000.0,4032982.0
김포시,202107,972411000.0,964828000.0,88959748000.0,4057424.0
김포시,202108,896569000.0,885723000.0,92050474000.0,4171939.0
김포시,202109,945118000.0,936647000.0,104374617000.0,4712701.0
김포시,202110,1159012000.0,1151506000.0,117499992000.0,4760409.0
김포시,202111,1307811000.0,1289800000.0,102500759000.0,4073653.0
김포시,202112,1101111000.0,1095693000.0,96162817000.0,3904574.0
김포시,202201,1025162000.0,1018320000.0,95782902000.0,4028717.0
김포시,202202,816488000.0,810363000.0,76141230000.0,3434179.0
김포시,202203,1148714000.0,1136744000.0,98646113000.0,4076211.0
김포시,202204,1165482000.0,1158592000.0,108509064000.0,4212010.0
김포시,202205,1651272000.0,1638205000.0,119654369000.0,4600196.0
김포시,202206,1629228000.0,1619832000.0,109727797000.0,4245924.0
김포시,202207,1669577000.0,1651145000.0,113519078000.0,4434994.0
김포시,202208,1562319000.0,1551411000.0,108945658000.0,4269248.0
김포시,202209,1494174000.0,1486314000.0,117178667000.0,4685734.0
김포시,202210,1478176000.0,1468038000.0,130836132000.0,4789242.0
김포시,202211,1273088000.0,1267730000.0,108280995000.0,4133842.0
김포시,202212,1527172000.0,1518306000.0,110657097000.0,4013444.0
김포시,202301,1486673000.0,1481451000.0,99038039000.0,4116699.0
김포시,202302,1386327000.0,1373618000.0,93043610000.0,3823619.0
김포시,202303,1449134000.0,1438325000.0,109084556000.0,4525465.0
김포시,202304,1475458000.0,1466532000.0,108987288000.0,4177688.0
김포시,202305,1468569000.0,1458896000.0,114265033000.0,4632269.0
김포시,202306,1509030000.0,1468320000.0,100704137000.0,4303043.0
김포시,202307,1580697000.0,1568961000.0,106116443000.0,4454312.0
김포시,202308,1563764000.0,1552909000.0,106523855000.0,4414285.0
김포시,202309,1491482000.0,1477828000.0,117374715000.0,4440114.0
김포시,202310,1514369000.0,1496939000.0,121220172000.0,4421427.0
김포시,202311,1282892000.0,1269083000.0,115042772000.0,3898749.0
김포시,202312,1675439000.0,1669814000.0,111611548000.0,4046580.0
김포시,202401,1452616000.0,1446963000.0,95515622000.0,3904690.0
김포시,202402,1487314000.0,1476134000.0,97868431000.0,3950198.0
김포시,202403,1613501000.0,1603953000.0,115717921000.0,4419065.0
김포시,202404,1403539000.0,1393212000.0,107218456000.0,4044872.0
김포시,202405,1744796000.0,1735879000.0,115369857000.0,4392207.0
김포시,202406,1617619000.0,1602221000.0,110350971000.0,4103284.0
김포시,202407,1578852000.0,1569197000.0,102706492000.0,4071912.0
김포시,202408,1624915000.0,1614440000.0,113465367000.0,4274798.0
김포시,202501,1526345000.0,1519028000.0,105866738000.0,4117651.0
김포시,202502,1509996000.0,1503762000.0,89238980000.0,3623784.0
김포시,202503,1442988000.0,1430030000.0,113988580000.0,4417168.0
김포시,202504,1397086000.0,1392400000.0,103377843000.0,3964151.0
김포시,202505,1819517000.0,1811031000.0,118953892000.0,4853453.0
김포시,202506,1509442000.0,1499093000.0,105865929000.0,4365772.0
김포시,202507,1580434000.0,1571315000.0,107591057000.0,4464222.0
김포시,202508,1513745000.0,1505723000.0,112366687000.0,4541283.0
김포시,202509,1299446000.0,1286925000.0,109337342000.0,4417137.0
김포시,202510,1656180000.0,1645101000.0,132205418000.0,5009150.0
김포시,202511,1539864000.0,1533338000.0,123773978000.0,4490839.0
김포시,202512,1562504000.0,1558944000.0,116647841000.0,4239164.0
김포시,202601,1702625000.0,1699802000.0,111089617000.0,4083684.0
김포시,202602,1605837000.0,1601180000.0,106986755000.0,4087671.0
김포시,202603,1471594000.0,1467973000.0,113922608000.0,4760347.0
김포시,202604,1394122000.0,1391755000.0,113848114000.0,4133863.0
김포시,202605,1694837000.0,1683947000.0,130880147000.0,4725215.0
김포시,202606,1349529000.0,1347095000.0,110260724000.0,4289117.0
김포시,202607,1491314000.0,1482209000.0,111961992000.0,4422673.0
김포시,202608,1582662000.0,1565340000.0,117437407000.0,4564698.0
김해시,201901,748298000.0,733941000.0,61732117000.0,2963895.0
김해시,201902,797945000.0,783333000.0,58084861000.0,3130130.0
김해시,201903,736282000.0,718053000.0,69118281000.0,3563315.0
김해시,201904,694506000.0,684060000.0,62971052000.0,2946691.0
김해시,201905,707780000.0,694521000.0,70921708000.0,3405233.0
김해시,201906,711331000.0,700884000.0,66944783000.0,3040778.0
김해시,201907,683454000.0,677253000.0,64751667000.0,3349308.0
김해시,201908,873625000.0,865461000.0,69853633000.0,3395265.0
김해시,201909,673103000.0,668799000.0,65938852000.0,3394099.0
김해시,201910,803538000.0,791915000.0,73504933000.0,3397188.0
김해시,201911,704898000.0,700390000.0,72221067000.0,3197612.0
김해시,201912,813776000.0,807493000.0,73052715000.0,3410383.0
김해시,202001,852308000.0,846619000.0,66951117000.0,3593218.0
김해시,202002,498494000.0,496767000.0,51250298000.0,2764274.0
김해시,202003,421995000.0,421995000.0,49308954000.0,2797659.0
김해시,202004,468579000.0,465933000.0,55484287000.0,2910056.0
김해시,202005,577356000.0,563750000.0,64494192000.0,3453688.0
김해시,202006,526911000.0,516305000.0,58293053000.0,3164940.0
김해시,202007,710217000.0,675169000.0,56968810000.0,3221508.0
김해시,202008,604511000.0,599025000.0,59095771000.0,3375204.0
김해시,202009,520269000.0,509670000.0,61779246000.0,3188638.0
김해시,202010,574163000.0,568835000.0,67223248000.0,3635388.0
김해시,202011,548916000.0,543139000.0,62753822000.0,3210248.0
김해시,202012,387629000.0,384935000.0,54507071000.0,2921400.0
김해시,202101,471311000.0,466474000.0,55833232000.0,2822734.0
김해시,202102,501009000.0,477449000.0,57004863000.0,3016399.0
김해시,202103,722235000.0,709200000.0,66255722000.0,3531264.0
김해시,202104,648298000.0,640571000.0,67211723000.0,3176896.0
김해시,202105,748499000.0,735661000.0,70589399000.0,3453090.0
