y,안동,경주,포항,전주,군산
2018,1.421778546547462,2.839253010110388,1.79271948533292,2.408048161243902,1.165786789752746
2019,1.4564033176586995,2.6607496558983796,1.9938230254298221,2.3896457075196484,1.457066826335064
2020,0.8973508159420946,1.617007506067541,1.383571204624425,1.7089402875702524,1.0669702941889685
2021,0.8900163374968051,1.895138330981872,1.3197122754742983,1.7906597430046283,1.0851955850688775
2022,1.1203771609155326,2.2141569677973214,1.4785299699141286,2.198298935892918,1.3490774987748821
2023,1.3124316231580866,2.256549997027926,1.6679733089005722,2.4314406218787252,1.4475517957890298
2024,1.2189828135066902,1.6790564553875138,1.65374503678279,2.5390589564637667,1.1137493932088247
2025,1.1228526718650849,1.6752255150658222,1.609621911159823,2.2854724500091255,1.1498800811169725
