,안동,경주,포항,전주,군산
수도권,15.706691810492082,9.385046612309281,4.713732039696076,9.495566415883797,21.13414178107805
부울경,6.501865289222318,46.44475462576813,10.916892534222178,2.724641543023342,3.793204765211817
대구·경북,63.20438012726784,36.83439154339796,79.37139231130328,1.2828762735215244,1.9293231476040387
호남,0.8007761789584443,0.6882053551670724,0.41446401570103863,71.25498211258582,31.782146482183876
충청·대전·세종,9.560119706473168,4.396423079760101,2.867397463206588,9.511299402996922,33.498851434371495
강원,3.3661751777604687,1.0090160632315976,0.8086412326825045,0.3099823677153435,0.49869116940007474
