y,안동,경주,포항,전주,군산
2018,2554.0,7246.0,7908.0,10973.0,7152.0
2019,2535.0,7540.0,8003.0,11232.0,5584.0
2020,2055.0,6142.0,7269.0,10030.0,3628.0
2021,2400.0,7778.0,7997.0,10382.0,3863.0
2022,2684.0,9522.0,9211.0,12326.0,4336.0
2023,2722.0,9385.0,9610.0,12058.0,4543.0
2024,2755.0,9157.0,9432.0,11815.0,5504.0
2025,2721.0,9286.0,9334.0,11933.0,5516.0
