y,안동,경주,포항,전주,군산
2018,2.640591780772753,8.233333279646198,1.9221533925091763,1.5301739499657205,1.4795185821324206
2019,2.6754253933328815,7.956364115673541,2.099440581182963,1.7294167705879382,1.8222774840931357
2020,2.3516227903268008,6.337534057887749,1.998515999226928,1.6242883408578872,2.599135477237353
2021,2.0316661746818196,7.478960056442019,2.142391064438152,1.9341462661195197,2.6219401272347587
2022,1.845528864636009,8.060577544616939,2.0331790979670044,1.8946330065946884,2.818640058319013
2023,1.9517382303883106,7.510985674199596,2.2218962646668308,1.98577856816269,2.8552309624753596
2024,1.9599273584377253,6.708800454139471,2.0496349944338568,1.8538861836567364,2.4016988303341216
2025,2.653842402265776,5.584849722983804,1.941843860295154,1.9285750995057402,2.2245347268321023
