y,안동,경주,포항,전주,군산
2018,15.43351262429781,15.573912505974,15.870598571650014,16.416246683432448,17.466504826256628
2019,15.435019128915462,15.727762285026806,15.892588722588732,16.24576775220227,17.04555342624789
2020,16.40780142151452,15.719876580677097,16.026243357133875,16.879990342001804,17.95895535785552
2021,15.556951686670784,15.619245296813904,15.553846653048753,15.901797570218054,17.54560868827649
2022,16.24896791637257,15.949098827871325,15.74206926606787,16.127529439710738,17.7498402124528
2023,16.333908941660408,15.584459480934045,15.416747527694422,15.584504900462312,17.20497797173889
2024,16.29187183168116,15.712361132205787,15.472304650946542,15.179071689198087,17.37436203828787
2025,15.783390365705706,15.268566668917854,15.178505481959338,14.809315786656985,17.036120606618347
