y,안동,경주,포항,전주,군산
2018,24.722403017484236,24.449828110193327,25.304554894890423,25.51726634499842,26.924318007625747
2019,24.386671527653732,24.32760452333405,25.097488012250764,25.077708297254325,26.356869939172828
2020,24.705295380969144,23.99228778163323,24.704324528114025,25.041553792843253,27.053610273689944
2021,23.914215465853193,24.25350171097805,24.079729171135693,23.902742356885852,26.607120993889133
2022,24.714297644887495,24.776406225335272,24.355143137926095,24.4352781089773,26.86809744219018
2023,24.691451266556093,24.22471124071526,23.879070277056137,23.71151941602566,26.04679847754016
2024,24.499799117515117,24.009228375215493,23.730290074791586,23.122727873974995,25.917961936652883
2025,24.45406231848441,23.753700632152338,23.591439042989506,23.000147009188286,25.994241114726886
