ym,안동,경주,포항,전주,군산
2018,3.0075000000000003,2.6733333333333333,3.089374842390764,3.0450651339166104,3.2866666666666666
2019,2.9825,2.620833333333333,3.017999873880305,3.0310173847692816,3.1374999999999997
2020,4.136666666666667,3.4308333333333336,3.432437174603755,4.092215821993244,3.7291666666666665
2021,4.235833333333333,3.555,3.4611469380505735,4.183474952117528,3.85
2022,3.1024999999999996,2.9166666666666665,3.197890128832846,3.335435625811733,3.685
2023,2.9466666666666668,2.7616666666666667,3.1989754495861895,3.1364810414760846,3.4008333333333334
2024,3.001666666666667,2.7449999999999997,3.338893866177102,3.0961324501358902,3.5233333333333334
2025,3.0658333333333334,2.8725,3.248263272913796,3.1441887910354396,3.4716666666666662
2026,3.037142857142857,2.7714285714285714,3.300803241676603,3.1662896371893288,3.4714285714285715
