SGG_CD,SGG_NM,부울경_2019,부울경_2022,부울경_2023,부울경_2025,수도권_2019,수도권_2022,수도권_2023,수도권_2025,d수도권_2022,d부울경_2022,d숙박_2022,d수도권_2023,d부울경_2023,d숙박_2023,d수도권_2025,d부울경_2025,d숙박_2025,ktx
11440,서울특별시 마포구,0.2,0.26,0.23,0.24,97.78,97.45,97.79,97.85,-0.3299999999999983,0.06,-0.9916666666666671,0.010000000000005116,0.03,-0.9000000000000004,0.06999999999999318,0.03999999999999998,-1.4000000000000004,
11470,서울특별시 양천구,0.06,0.06,0.17,0.36,97.7,97.82,97.46,97.13,0.11999999999999034,0.0,-0.016666666666667496,-0.2400000000000091,0.11000000000000001,0.3583333333333325,-0.5700000000000074,0.3,-1.1833333333333336,
11500,서울특별시 강서구,0.18,0.21,0.24,0.32,97.51,97.43,97.23,97.08,-0.0799999999999983,0.03,-1.5,-0.28000000000000114,0.06,-1.3666666666666654,-0.4300000000000068,0.14,-2.75,
11530,서울특별시 구로구,0.21,0.3,0.33,0.31,97.23,96.93,96.73,96.7,-0.29999999999999716,0.09,-0.47500000000000053,-0.5,0.12000000000000002,-0.35000000000000053,-0.5300000000000011,0.1,-1.416666666666667,
11545,서울특별시 금천구,0.21,0.28,0.34,0.47,97.01,97.16,96.77,96.07,0.14999999999999147,0.07000000000000003,-0.42499999999999893,-0.2400000000000091,0.13000000000000003,0.2833333333333341,-0.9400000000000119,0.26,-0.9916666666666671,
11560,서울특별시 영등포구,0.27,0.24,0.27,0.28,97.34,97.46,97.46,97.54,0.11999999999999034,-0.030000000000000027,-0.625,0.11999999999999034,0.0,-0.5916666666666668,0.20000000000000284,0.010000000000000009,-1.2166666666666672,
11590,서울특별시 동작구,0.44,0.34,0.47,0.47,96.41,96.57,96.41,96.45,0.1599999999999966,-0.09999999999999998,-0.5999999999999996,0.0,0.02999999999999997,-0.6333333333333329,0.04000000000000625,0.02999999999999997,-2.1166666666666663,
11620,서울특별시 관악구,0.29,0.24,0.3,0.5,96.63,97.01,96.57,96.15,0.38000000000000966,-0.04999999999999999,-1.2166666666666668,-0.060000000000002274,0.010000000000000009,-0.8666666666666671,-0.47999999999998977,0.21000000000000002,-2.866666666666667,
11650,서울특별시 서초구,0.25,0.27,0.26,0.27,96.8,96.89,96.93,97.31,0.09000000000000341,0.020000000000000018,-0.75,0.13000000000000966,0.010000000000000009,-0.641666666666667,0.5100000000000051,0.020000000000000018,-1.208333333333334,
11680,서울특별시 강남구,0.24,0.26,0.23,0.21,97.11,96.96,97.24,97.51,-0.15000000000000568,0.020000000000000018,-0.6666666666666665,0.12999999999999545,-0.009999999999999981,-0.6249999999999996,0.4000000000000057,-0.03,-0.9999999999999996,
11710,서울특별시 송파구,0.36,0.32,0.37,0.44,95.57,96.06,95.79,95.64,0.4900000000000091,-0.03999999999999998,-0.4666666666666677,0.22000000000001307,0.010000000000000009,-0.25,0.07000000000000739,0.08000000000000002,-1.0916666666666668,
