ym,안동,경주,포항,전주,군산
2018,1841.0,4036.0,5482.0,7459.0,2273.0
2019,1897.0,4274.0,5593.0,7353.0,2365.0
2020,1590.0,3598.0,5177.0,6300.0,2162.0
2021,1677.0,3958.0,5394.0,6788.0,2249.0
2022,1710.0,4525.0,5938.0,7484.0,2494.0
2023,1729.0,4847.0,6219.0,7881.0,2604.0
2024,1738.0,4828.0,6151.0,8120.0,2664.0
2025,1832.0,5159.0,6383.0,8651.0,2784.0
