,"당일 증감(2019→2025,%)","숙박 증감(2019→2025,%)","당일 증감(2019→2023,%)","숙박 증감(2019→2023,%)"
안동,-3.359928172447657,-3.980811196837619,-11.036499154403467,4.593236329612971
경주,24.046951725467913,6.062862307756411,12.640428629196077,16.689885938676795
포항,14.951607146428536,7.694569326230938,10.384180284542953,17.4176034100729
전주,19.70155131918141,0.6273833494133463,7.56962522186333,3.93512184583098
군산,19.75101617191932,6.955452356461667,9.320761700032287,14.081093887072926
