y,00~06시,06~11시,11~14시,14~18시,18~21시,21~24시
2018,15.296224098872516,20.37722354413201,17.610059511736033,23.43657263231294,13.853741294334776,9.42617891861172
2019,15.156671169773487,20.624854693504556,17.833141049565253,23.521660741438268,13.633671987838186,9.230000357880247
2020,15.560041487001335,20.756197175876512,17.972667276325513,23.359799070537655,13.20604109629118,9.145253893967805
2021,15.018167674563895,21.019219424526504,18.342308234541434,23.70229106876069,13.021965806318182,8.896047791289297
2022,15.605514936569609,21.12707524911657,17.986132658285495,23.171065101378407,13.001429346332033,9.108782708317886
2023,15.617602626667429,21.171243445398648,18.04251548441671,23.083788293285437,13.011001510343108,9.073848639888665
2024,15.525853957355826,21.304628778663034,18.194506555782564,23.120248773894517,12.880816774144769,8.97394516015929
2025,15.540744539100027,21.537865823401365,18.31465580006047,23.04734438836818,12.646071669685568,8.913317779384387
