LODG_NM,안동,경주,포항,전주,군산
무박,85.7683586881509,82.11305318330194,88.61795797876148,89.86907604023735,84.30716930835452
1박,9.391677657263532,12.940935982027815,7.876963994705593,6.8653868054718625,10.697749270296908
2박,2.498952654651236,3.4343668536820187,1.7840338693666646,1.5967552574748702,2.5293988349714924
3박,0.8324480069825797,0.6590428312029976,0.6132331317456106,0.5596225166972612,0.8582774121155499
4박,0.42998622884742016,0.25977161968066953,0.3077763533784572,0.2956487428230565,0.44849115838679177
5박,0.27330565281510555,0.1495419292300099,0.1977202605074611,0.1935433910963189,0.2790614293918568
6박,0.15516641489006827,0.08345078799401852,0.1188988789347691,0.11959733113076014,0.16313810905228884
7박이상,0.6501046963991636,0.35983681288052527,0.483415532599974,0.5003699150685176,0.7167144774305892
