ym,안동,경주,포항,전주,군산
2020-03-01,31.67109849102291,38.77347985911505,34.65857473851307,30.51937217408483,35.70717406017759
2020-04-01,30.87857629248884,35.5599453067932,31.24162808685935,28.827489645563688,33.05254177375665
2020-05-01,41.46892221516287,45.00238049688925,40.25887326681699,36.86151030356902,41.248463235552194
2020-06-01,36.126368393596685,41.79183195647723,35.59108139069209,30.021526786783966,36.18377593187038
2020-07-01,34.26662147587239,39.356368499724645,34.11666815813204,29.128214576533964,33.71850971605878
2020-08-01,40.523508649721244,42.56383933682712,40.56697626886354,34.406174733807596,39.34880182725066
2020-09-01,33.05857503844526,36.39468225615007,31.067651357159136,27.86537546045067,32.86666384339301
2020-10-01,35.784621125963824,40.46033306742358,35.23063066312614,33.34152676452346,36.85800682996651
2020-11-01,40.492914736858744,45.44025053599525,38.364267964259234,34.370156504568264,37.003110446437205
2020-12-01,30.388028870757406,35.496411433095325,31.91771725167014,27.27546868005558,32.34712822264071
2021-01-01,37.1856529962996,41.97789756214268,37.47617873206677,34.59106672801883,40.13063271464733
2021-02-01,35.86952163278399,41.57393193964244,36.11740619017091,32.62746116017022,38.19733462349934
2021-03-01,30.79421279465537,37.39660632565863,31.132613158288557,28.764971676453673,31.18021090195081
2021-04-01,35.8138416107046,41.423569936013436,34.69456896424186,31.842041127640535,36.43015216099066
2021-05-01,42.33476521296836,45.34005491882933,40.92558683910365,38.137754994580256,42.7269257978246
2021-06-01,36.25446218392243,41.370529595075624,35.90736269087414,31.962242348029385,37.6309068589409
2021-07-01,36.781226012852905,40.94369558124508,36.99583025263981,33.10115898129361,37.10870635527289
2021-08-01,35.2620414241952,38.01913764719202,34.767863089150666,31.58547966879906,36.51697567147646
2021-09-01,33.41076750291018,36.90342750517411,32.20838022294029,30.03479691170623,34.50761699302286
2021-10-01,43.45066009188614,48.259432964278595,41.95414611522608,38.70910738419305,42.96416459104988
2021-11-01,38.66249280378304,42.39497895933423,36.66696662780214,33.58548445840254,38.15240371059759
2021-12-01,32.45273425225137,36.78189822222815,32.48333407170433,29.953571642874664,32.966270051930344
2022-01-01,41.29951502027689,45.4264639836342,41.25642721884218,36.321115665820045,41.797885458074106
2022-02-01,31.977023073893267,35.60918601298755,32.58825881968719,30.72544289005577,32.58048986761214
2022-03-01,28.65601357712851,35.09118605296351,29.428927973960946,27.591535376359555,29.327412272660602
2022-04-01,41.74965307433525,47.06637033613531,39.822599189638964,37.80153009684469,41.26893907450822
2022-05-01,40.825737093858486,42.950812648098726,37.75137989735897,35.9279024042725,40.700388796436336
2022-06-01,37.162008076877555,39.46869134373344,35.259608050650385,29.886798808401434,33.64559967686782
