MCLS_NM,안동,경주,포항,전주,군산
기타관광,6.473156177866307,6.473156177866307,6.473156177866307,6.473156177866307,6.473156177866307
레저스포츠,4.6113912294370625,4.6113912294370625,4.6113912294370625,4.6113912294370625,4.6113912294370625
문화관광,11.316710057387779,11.316710057387779,11.316710057387779,11.316710057387779,11.316710057387779
쇼핑,5.732349753948628,5.732349753948628,5.732349753948628,5.732349753948628,5.732349753948628
숙박,10.61478843879317,10.61478843879317,10.61478843879317,10.61478843879317,10.61478843879317
역사관광,2.8262572617284194,2.8262572617284194,2.8262572617284194,2.8262572617284194,2.8262572617284194
음식,53.75871230414304,53.75871230414304,53.75871230414304,53.75871230414304,53.75871230414304
자연관광,4.125984702324848,4.125984702324848,4.125984702324848,4.125984702324848,4.125984702324848
체험관광,0.5406500743707406,0.5406500743707406,0.5406500743707406,0.5406500743707406,0.5406500743707406
