_YEAR,안동,경주,포항,전주,군산
2018,65.53307677096485,66.00159890735443,66.55571479275538,69.31799839471805,70.89737295922863
2019,100.0,100.0,100.0,100.0,100.0
2020,100.74321960420438,92.105817494993,118.5867911894371,96.31393212266477,106.80374008798161
2021,126.35174396495337,129.93544077294482,150.5860026645109,117.04255913488717,120.83776148577327
2022,151.28473859539707,153.24144535372105,179.92741313384516,143.91695429810926,130.33663549127468
2023,170.33555924004807,150.7478764275193,181.33070059791848,162.54106256693282,136.66684049600102
2024,196.85143213519723,148.91364865966003,209.65443265307636,162.13045532370606,143.23710980559287
2025,193.32288830410246,158.26513758852582,192.4054498918786,167.48633336060396,154.29019788371775
2026,114.29686192786845,102.88138847116657,128.5302108239854,102.1631505980007,110.25029625913278
