열차종류,승하차,연월,구분,요일,시간대,인원
KTX-이음,하차,2026-02,명절대수송,일,17-18,0
KTX-이음,하차,2026-03,평일,월,17-18,0
KTX-이음,하차,2026-03,평일,화,17-18,0
KTX-이음,하차,2026-03,평일,수,17-18,0
KTX-이음,하차,2026-03,평일,목,17-18,0
KTX-이음,하차,2026-03,평일,금,17-18,0
KTX-이음,하차,2026-03,주말,토,17-18,0
KTX-이음,하차,2026-03,주말,일,17-18,0
KTX-이음,하차,2026-03,공휴일,월,17-18,0
KTX-이음,하차,2026-03,공휴일,일,17-18,0
KTX-이음,하차,2026-04,평일,월,17-18,0
KTX-이음,하차,2026-04,평일,화,17-18,0
KTX-이음,하차,2026-04,평일,수,17-18,0
KTX-이음,하차,2026-04,평일,목,17-18,0
KTX-이음,하차,2026-04,평일,금,17-18,0
KTX-이음,하차,2026-04,주말,토,17-18,0
KTX-이음,하차,2026-04,주말,일,17-18,0
KTX-이음,하차,2026-05,평일,월,17-18,0
KTX-이음,하차,2026-05,평일,화,17-18,0
KTX-이음,하차,2026-05,평일,수,17-18,0
KTX-이음,하차,2026-05,평일,목,17-18,0
KTX-이음,하차,2026-05,평일,금,17-18,0
KTX-이음,하차,2026-05,주말,토,17-18,0
KTX-이음,하차,2026-05,주말,일,17-18,0
KTX-이음,하차,2026-05,공휴일,월,17-18,0
KTX-이음,하차,2026-05,공휴일,화,17-18,0
KTX-이음,하차,2026-05,공휴일,금,17-18,0
KTX-이음,하차,2026-06,평일,월,17-18,0
KTX-이음,하차,2026-06,평일,화,17-18,0
KTX-이음,하차,2026-06,평일,수,17-18,0
KTX-이음,하차,2026-06,평일,목,17-18,0
KTX-이음,하차,2026-06,평일,금,17-18,0
KTX-이음,하차,2026-06,주말,토,17-18,0
KTX-이음,하차,2026-06,주말,일,17-18,0
KTX-이음,하차,2026-06,공휴일,수,17-18,0
KTX-이음,하차,2026-06,공휴일,토,17-18,0
KTX-이음,하차,2026-07,평일,월,17-18,0
KTX-이음,하차,2026-07,평일,화,17-18,0
KTX-이음,하차,2026-07,평일,수,17-18,0
KTX-이음,하차,2026-07,평일,목,17-18,0
KTX-이음,하차,2026-07,평일,금,17-18,0
KTX-이음,하차,2026-07,주말,토,17-18,0
KTX-이음,하차,2026-07,주말,일,17-18,0
KTX-이음,하차,2026-07,공휴일,금,17-18,0
KTX-이음,하차,2026-08,평일,월,17-18,0
KTX-이음,하차,2026-08,평일,화,17-18,0
KTX-이음,하차,2026-08,평일,수,17-18,0
KTX-이음,하차,2026-08,평일,목,17-18,0
KTX-이음,하차,2026-08,평일,금,17-18,0
KTX-이음,하차,2026-08,주말,토,17-18,0
KTX-이음,하차,2026-08,주말,일,17-18,0
KTX-이음,하차,2026-08,공휴일,월,17-18,0
KTX-이음,하차,2026-08,공휴일,토,17-18,0
KTX-이음,하차,2024-01,평일,월,18-19,0
KTX-이음,하차,2024-01,평일,화,18-19,0
KTX-이음,하차,2024-01,평일,수,18-19,0
KTX-이음,하차,2024-01,평일,목,18-19,0
KTX-이음,하차,2024-01,평일,금,18-19,0
KTX-이음,하차,2024-01,주말,토,18-19,434
KTX-이음,하차,2024-01,주말,일,18-19,541
KTX-이음,하차,2024-01,공휴일,월,18-19,0
KTX-이음,하차,2024-02,평일,월,18-19,0
KTX-이음,하차,2024-02,평일,화,18-19,0
KTX-이음,하차,2024-02,평일,수,18-19,0
KTX-이음,하차,2024-02,평일,목,18-19,0
KTX-이음,하차,2024-02,평일,금,18-19,0
KTX-이음,하차,2024-02,주말,토,18-19,290
KTX-이음,하차,2024-02,주말,일,18-19,410
KTX-이음,하차,2024-02,명절대수송,월,18-19,96
KTX-이음,하차,2024-02,명절대수송,목,18-19,0
KTX-이음,하차,2024-02,명절대수송,금,18-19,199
KTX-이음,하차,2024-02,명절대수송,토,18-19,147
KTX-이음,하차,2024-02,명절대수송,일,18-19,68
KTX-이음,하차,2024-03,평일,월,18-19,0
KTX-이음,하차,2024-03,평일,화,18-19,0
KTX-이음,하차,2024-03,평일,수,18-19,0
KTX-이음,하차,2024-03,평일,목,18-19,0
KTX-이음,하차,2024-03,평일,금,18-19,0
KTX-이음,하차,2024-03,주말,토,18-19,550
KTX-이음,하차,2024-03,주말,일,18-19,710
KTX-이음,하차,2024-03,공휴일,금,18-19,0
KTX-이음,하차,2024-04,평일,월,18-19,0
KTX-이음,하차,2024-04,평일,화,18-19,0
KTX-이음,하차,2024-04,평일,수,18-19,0
KTX-이음,하차,2024-04,평일,목,18-19,0
KTX-이음,하차,2024-04,평일,금,18-19,0
KTX-이음,하차,2024-04,주말,토,18-19,386
KTX-이음,하차,2024-04,주말,일,18-19,586
KTX-이음,하차,2024-04,공휴일,수,18-19,0
KTX-이음,하차,2024-05,평일,월,18-19,0
KTX-이음,하차,2024-05,평일,화,18-19,0
KTX-이음,하차,2024-05,평일,수,18-19,0
KTX-이음,하차,2024-05,평일,목,18-19,0
KTX-이음,하차,2024-05,평일,금,18-19,0
KTX-이음,하차,2024-05,주말,토,18-19,479
KTX-이음,하차,2024-05,주말,일,18-19,428
KTX-이음,하차,2024-05,공휴일,월,18-19,0
KTX-이음,하차,2024-05,공휴일,수,18-19,0
KTX-이음,하차,2024-05,공휴일,일,18-19,123
KTX-이음,하차,2024-06,평일,월,18-19,0
KTX-이음,하차,2024-06,평일,화,18-19,0
KTX-이음,하차,2024-06,평일,수,18-19,0
KTX-이음,하차,2024-06,평일,목,18-19,0
KTX-이음,하차,2024-06,평일,금,18-19,0
KTX-이음,하차,2024-06,주말,토,18-19,612
KTX-이음,하차,2024-06,주말,일,18-19,724
KTX-이음,하차,2024-06,공휴일,목,18-19,0
KTX-이음,하차,2024-07,평일,월,18-19,0
KTX-이음,하차,2024-07,평일,화,18-19,0
KTX-이음,하차,2024-07,평일,수,18-19,0
KTX-이음,하차,2024-07,평일,목,18-19,0
KTX-이음,하차,2024-07,평일,금,18-19,0
KTX-이음,하차,2024-07,주말,토,18-19,458
KTX-이음,하차,2024-07,주말,일,18-19,598
KTX-이음,하차,2024-08,평일,월,18-19,0
KTX-이음,하차,2024-08,평일,화,18-19,0
KTX-이음,하차,2024-08,평일,수,18-19,0
KTX-이음,하차,2024-08,평일,목,18-19,0
KTX-이음,하차,2024-08,평일,금,18-19,0
KTX-이음,하차,2024-08,주말,토,18-19,571
KTX-이음,하차,2024-08,주말,일,18-19,546
KTX-이음,하차,2024-08,공휴일,목,18-19,0
KTX-이음,하차,2024-09,평일,월,18-19,0
KTX-이음,하차,2024-09,평일,화,18-19,0
KTX-이음,하차,2024-09,평일,수,18-19,0
KTX-이음,하차,2024-09,평일,목,18-19,0
KTX-이음,하차,2024-09,평일,금,18-19,0
KTX-이음,하차,2024-09,주말,토,18-19,306
KTX-이음,하차,2024-09,주말,일,18-19,572
KTX-이음,하차,2024-09,명절대수송,월,18-19,112
KTX-이음,하차,2024-09,명절대수송,화,18-19,96
KTX-이음,하차,2024-09,명절대수송,수,18-19,150
KTX-이음,하차,2024-09,명절대수송,금,18-19,0
KTX-이음,하차,2024-09,명절대수송,토,18-19,172
KTX-이음,하차,2024-09,명절대수송,일,18-19,155
KTX-이음,하차,2024-10,평일,월,18-19,0
KTX-이음,하차,2024-10,평일,화,18-19,0
KTX-이음,하차,2024-10,평일,수,18-19,0
KTX-이음,하차,2024-10,평일,목,18-19,0
KTX-이음,하차,2024-10,평일,금,18-19,0
KTX-이음,하차,2024-10,주말,토,18-19,469
KTX-이음,하차,2024-10,주말,일,18-19,629
KTX-이음,하차,2024-10,공휴일,화,18-19,0
KTX-이음,하차,2024-10,공휴일,수,18-19,0
KTX-이음,하차,2024-10,공휴일,목,18-19,0
KTX-이음,하차,2024-11,평일,월,18-19,0
KTX-이음,하차,2024-11,평일,화,18-19,0
KTX-이음,하차,2024-11,평일,수,18-19,0
KTX-이음,하차,2024-11,평일,목,18-19,0
KTX-이음,하차,2024-11,평일,금,18-19,0
KTX-이음,하차,2024-11,주말,토,18-19,650
KTX-이음,하차,2024-11,주말,일,18-19,663
KTX-이음,하차,2024-12,평일,월,18-19,0
KTX-이음,하차,2024-12,평일,화,18-19,0
KTX-이음,하차,2024-12,평일,수,18-19,0
KTX-이음,하차,2024-12,평일,목,18-19,0
KTX-이음,하차,2024-12,평일,금,18-19,0
KTX-이음,하차,2024-12,주말,토,18-19,514
KTX-이음,하차,2024-12,주말,일,18-19,788
KTX-이음,하차,2024-12,공휴일,수,18-19,0
KTX-이음,하차,2025-01,평일,월,18-19,0
KTX-이음,하차,2025-01,평일,화,18-19,0
KTX-이음,하차,2025-01,평일,수,18-19,0
KTX-이음,하차,2025-01,평일,목,18-19,0
KTX-이음,하차,2025-01,평일,금,18-19,0
KTX-이음,하차,2025-01,주말,토,18-19,343
KTX-이음,하차,2025-01,주말,일,18-19,449
KTX-이음,하차,2025-01,공휴일,수,18-19,0
KTX-이음,하차,2025-01,명절대수송,월,18-19,0
KTX-이음,하차,2025-01,명절대수송,화,18-19,0
KTX-이음,하차,2025-01,명절대수송,수,18-19,0
KTX-이음,하차,2025-01,명절대수송,목,18-19,0
KTX-이음,하차,2025-01,명절대수송,금,18-19,0
KTX-이음,하차,2025-01,명절대수송,토,18-19,179
KTX-이음,하차,2025-01,명절대수송,일,18-19,191
KTX-이음,하차,2025-02,평일,월,18-19,0
KTX-이음,하차,2025-02,평일,화,18-19,0
KTX-이음,하차,2025-02,평일,수,18-19,0
KTX-이음,하차,2025-02,평일,목,18-19,0
KTX-이음,하차,2025-02,평일,금,18-19,0
KTX-이음,하차,2025-02,주말,토,18-19,390
KTX-이음,하차,2025-02,주말,일,18-19,529
KTX-이음,하차,2025-02,명절대수송,토,18-19,60
KTX-이음,하차,2025-02,명절대수송,일,18-19,109
KTX-이음,하차,2025-03,평일,월,18-19,0
KTX-이음,하차,2025-03,평일,화,18-19,0
KTX-이음,하차,2025-03,평일,수,18-19,0
KTX-이음,하차,2025-03,평일,목,18-19,0
KTX-이음,하차,2025-03,평일,금,18-19,0
KTX-이음,하차,2025-03,주말,토,18-19,418
KTX-이음,하차,2025-03,주말,일,18-19,824
KTX-이음,하차,2025-03,공휴일,월,18-19,0
KTX-이음,하차,2025-03,공휴일,토,18-19,119
KTX-이음,하차,2025-04,평일,월,18-19,0
KTX-이음,하차,2025-04,평일,화,18-19,0
KTX-이음,하차,2025-04,평일,수,18-19,0
KTX-이음,하차,2025-04,평일,목,18-19,0
KTX-이음,하차,2025-04,평일,금,18-19,0
KTX-이음,하차,2025-04,주말,토,18-19,463
KTX-이음,하차,2025-04,주말,일,18-19,662
KTX-이음,하차,2025-05,평일,월,18-19,0
KTX-이음,하차,2025-05,평일,화,18-19,0
KTX-이음,하차,2025-05,평일,수,18-19,0
KTX-이음,하차,2025-05,평일,목,18-19,0
KTX-이음,하차,2025-05,평일,금,18-19,0
KTX-이음,하차,2025-05,주말,토,18-19,618
KTX-이음,하차,2025-05,주말,일,18-19,744
KTX-이음,하차,2025-05,공휴일,월,18-19,0
KTX-이음,하차,2025-05,공휴일,화,18-19,0
KTX-이음,하차,2025-06,평일,월,18-19,0
KTX-이음,하차,2025-06,평일,화,18-19,0
KTX-이음,하차,2025-06,평일,수,18-19,0
KTX-이음,하차,2025-06,평일,목,18-19,0
KTX-이음,하차,2025-06,평일,금,18-19,0
KTX-이음,하차,2025-06,주말,토,18-19,479
KTX-이음,하차,2025-06,주말,일,18-19,913
KTX-이음,하차,2025-06,공휴일,화,18-19,0
KTX-이음,하차,2025-06,공휴일,금,18-19,0
KTX-이음,하차,2025-07,평일,월,18-19,0
KTX-이음,하차,2025-07,평일,화,18-19,0
KTX-이음,하차,2025-07,평일,수,18-19,0
KTX-이음,하차,2025-07,평일,목,18-19,0
KTX-이음,하차,2025-07,평일,금,18-19,0
KTX-이음,하차,2025-07,주말,토,18-19,443
KTX-이음,하차,2025-07,주말,일,18-19,661
KTX-이음,하차,2025-08,평일,월,18-19,0
KTX-이음,하차,2025-08,평일,화,18-19,0
KTX-이음,하차,2025-08,평일,수,18-19,0
KTX-이음,하차,2025-08,평일,목,18-19,0
KTX-이음,하차,2025-08,평일,금,18-19,0
KTX-이음,하차,2025-08,주말,토,18-19,601
KTX-이음,하차,2025-08,주말,일,18-19,809
KTX-이음,하차,2025-08,공휴일,금,18-19,0
KTX-이음,하차,2025-09,평일,월,18-19,0
KTX-이음,하차,2025-09,평일,화,18-19,0
KTX-이음,하차,2025-09,평일,수,18-19,0
KTX-이음,하차,2025-09,평일,목,18-19,0
KTX-이음,하차,2025-09,평일,금,18-19,0
KTX-이음,하차,2025-09,주말,토,18-19,476
KTX-이음,하차,2025-09,주말,일,18-19,742
KTX-이음,하차,2025-10,평일,월,18-19,0
KTX-이음,하차,2025-10,평일,화,18-19,0
KTX-이음,하차,2025-10,평일,수,18-19,0
KTX-이음,하차,2025-10,평일,목,18-19,0
KTX-이음,하차,2025-10,평일,금,18-19,0
KTX-이음,하차,2025-10,주말,토,18-19,251
KTX-이음,하차,2025-10,주말,일,18-19,335
KTX-이음,하차,2025-10,명절대수송,월,18-19,174
KTX-이음,하차,2025-10,명절대수송,화,18-19,136
KTX-이음,하차,2025-10,명절대수송,수,18-19,80
KTX-이음,하차,2025-10,명절대수송,목,18-19,108
KTX-이음,하차,2025-10,명절대수송,금,18-19,0
KTX-이음,하차,2025-10,명절대수송,토,18-19,279
KTX-이음,하차,2025-10,명절대수송,일,18-19,401
KTX-이음,하차,2025-11,평일,월,18-19,0
KTX-이음,하차,2025-11,평일,화,18-19,0
KTX-이음,하차,2025-11,평일,수,18-19,0
KTX-이음,하차,2025-11,평일,목,18-19,0
KTX-이음,하차,2025-11,평일,금,18-19,0
KTX-이음,하차,2025-11,주말,토,18-19,643
KTX-이음,하차,2025-11,주말,일,18-19,969
KTX-이음,하차,2025-12,평일,월,18-19,0
KTX-이음,하차,2025-12,평일,화,18-19,147
KTX-이음,하차,2025-12,평일,수,18-19,159
KTX-이음,하차,2025-12,평일,목,18-19,0
KTX-이음,하차,2025-12,평일,금,18-19,0
KTX-이음,하차,2025-12,주말,토,18-19,493
KTX-이음,하차,2025-12,주말,일,18-19,736
KTX-이음,하차,2025-12,공휴일,목,18-19,0
KTX-이음,하차,2026-01,평일,월,18-19,600
KTX-이음,하차,2026-01,평일,화,18-19,575
KTX-이음,하차,2026-01,평일,수,18-19,610
KTX-이음,하차,2026-01,평일,목,18-19,573
KTX-이음,하차,2026-01,평일,금,18-19,788
KTX-이음,하차,2026-01,주말,토,18-19,737
KTX-이음,하차,2026-01,주말,일,18-19,771
KTX-이음,하차,2026-01,공휴일,목,18-19,138
KTX-이음,하차,2026-02,평일,월,18-19,455
KTX-이음,하차,2026-02,평일,화,18-19,492
KTX-이음,하차,2026-02,평일,수,18-19,461
KTX-이음,하차,2026-02,평일,목,18-19,600
KTX-이음,하차,2026-02,평일,금,18-19,517
KTX-이음,하차,2026-02,주말,토,18-19,410
KTX-이음,하차,2026-02,주말,일,18-19,527
KTX-이음,하차,2026-02,명절대수송,월,18-19,152
KTX-이음,하차,2026-02,명절대수송,화,18-19,146
KTX-이음,하차,2026-02,명절대수송,수,18-19,139
KTX-이음,하차,2026-02,명절대수송,금,18-19,196
KTX-이음,하차,2026-02,명절대수송,토,18-19,201
KTX-이음,하차,2026-02,명절대수송,일,18-19,199
KTX-이음,하차,2026-03,평일,월,18-19,526
KTX-이음,하차,2026-03,평일,화,18-19,678
KTX-이음,하차,2026-03,평일,수,18-19,496
KTX-이음,하차,2026-03,평일,목,18-19,533
KTX-이음,하차,2026-03,평일,금,18-19,690
KTX-이음,하차,2026-03,주말,토,18-19,612
KTX-이음,하차,2026-03,주말,일,18-19,863
KTX-이음,하차,2026-03,공휴일,월,18-19,183
KTX-이음,하차,2026-03,공휴일,일,18-19,163
KTX-이음,하차,2026-04,평일,월,18-19,513
KTX-이음,하차,2026-04,평일,화,18-19,522
KTX-이음,하차,2026-04,평일,수,18-19,618
KTX-이음,하차,2026-04,평일,목,18-19,787
KTX-이음,하차,2026-04,평일,금,18-19,705
KTX-이음,하차,2026-04,주말,토,18-19,656
KTX-이음,하차,2026-04,주말,일,18-19,992
KTX-이음,하차,2026-05,평일,월,18-19,477
KTX-이음,하차,2026-05,평일,화,18-19,265
KTX-이음,하차,2026-05,평일,수,18-19,493
KTX-이음,하차,2026-05,평일,목,18-19,578
KTX-이음,하차,2026-05,평일,금,18-19,755
KTX-이음,하차,2026-05,주말,토,18-19,837
KTX-이음,하차,2026-05,주말,일,18-19,1118
KTX-이음,하차,2026-05,공휴일,월,18-19,312
KTX-이음,하차,2026-05,공휴일,화,18-19,244
KTX-이음,하차,2026-05,공휴일,금,18-19,229
KTX-이음,하차,2026-06,평일,월,18-19,643
KTX-이음,하차,2026-06,평일,화,18-19,700
KTX-이음,하차,2026-06,평일,수,18-19,400
KTX-이음,하차,2026-06,평일,목,18-19,535
KTX-이음,하차,2026-06,평일,금,18-19,735
KTX-이음,하차,2026-06,주말,토,18-19,465
KTX-이음,하차,2026-06,주말,일,18-19,990
KTX-이음,하차,2026-06,공휴일,수,18-19,122
KTX-이음,하차,2026-06,공휴일,토,18-19,152
KTX-이음,하차,2026-07,평일,월,18-19,599
KTX-이음,하차,2026-07,평일,화,18-19,532
KTX-이음,하차,2026-07,평일,수,18-19,649
KTX-이음,하차,2026-07,평일,목,18-19,739
KTX-이음,하차,2026-07,평일,금,18-19,732
KTX-이음,하차,2026-07,주말,토,18-19,601
KTX-이음,하차,2026-07,주말,일,18-19,839
KTX-이음,하차,2026-07,공휴일,금,18-19,143
KTX-이음,하차,2026-08,평일,월,18-19,598
KTX-이음,하차,2026-08,평일,화,18-19,570
KTX-이음,하차,2026-08,평일,수,18-19,591
KTX-이음,하차,2026-08,평일,목,18-19,567
KTX-이음,하차,2026-08,평일,금,18-19,711
KTX-이음,하차,2026-08,주말,토,18-19,537
KTX-이음,하차,2026-08,주말,일,18-19,1015
KTX-이음,하차,2026-08,공휴일,월,18-19,265
KTX-이음,하차,2026-08,공휴일,토,18-19,153
KTX-이음,하차,2024-01,평일,월,19-20,0
KTX-이음,하차,2024-01,평일,화,19-20,0
KTX-이음,하차,2024-01,평일,수,19-20,0
KTX-이음,하차,2024-01,평일,목,19-20,0
KTX-이음,하차,2024-01,평일,금,19-20,0
KTX-이음,하차,2024-01,주말,토,19-20,0
KTX-이음,하차,2024-01,주말,일,19-20,0
KTX-이음,하차,2024-01,공휴일,월,19-20,0
KTX-이음,하차,2024-02,평일,월,19-20,0
KTX-이음,하차,2024-02,평일,화,19-20,0
KTX-이음,하차,2024-02,평일,수,19-20,0
KTX-이음,하차,2024-02,평일,목,19-20,0
KTX-이음,하차,2024-02,평일,금,19-20,0
KTX-이음,하차,2024-02,주말,토,19-20,0
KTX-이음,하차,2024-02,주말,일,19-20,0
KTX-이음,하차,2024-02,명절대수송,월,19-20,0
KTX-이음,하차,2024-02,명절대수송,목,19-20,0
KTX-이음,하차,2024-02,명절대수송,금,19-20,0
KTX-이음,하차,2024-02,명절대수송,토,19-20,0
KTX-이음,하차,2024-02,명절대수송,일,19-20,0
KTX-이음,하차,2024-03,평일,월,19-20,0
KTX-이음,하차,2024-03,평일,화,19-20,0
KTX-이음,하차,2024-03,평일,수,19-20,0
KTX-이음,하차,2024-03,평일,목,19-20,0
KTX-이음,하차,2024-03,평일,금,19-20,0
KTX-이음,하차,2024-03,주말,토,19-20,0
KTX-이음,하차,2024-03,주말,일,19-20,0
KTX-이음,하차,2024-03,공휴일,금,19-20,0
KTX-이음,하차,2024-04,평일,월,19-20,0
KTX-이음,하차,2024-04,평일,화,19-20,0
KTX-이음,하차,2024-04,평일,수,19-20,0
KTX-이음,하차,2024-04,평일,목,19-20,0
KTX-이음,하차,2024-04,평일,금,19-20,0
KTX-이음,하차,2024-04,주말,토,19-20,0
KTX-이음,하차,2024-04,주말,일,19-20,0
KTX-이음,하차,2024-04,공휴일,수,19-20,0
KTX-이음,하차,2024-05,평일,월,19-20,0
KTX-이음,하차,2024-05,평일,화,19-20,0
KTX-이음,하차,2024-05,평일,수,19-20,0
KTX-이음,하차,2024-05,평일,목,19-20,0
KTX-이음,하차,2024-05,평일,금,19-20,0
KTX-이음,하차,2024-05,주말,토,19-20,0
KTX-이음,하차,2024-05,주말,일,19-20,0
KTX-이음,하차,2024-05,공휴일,월,19-20,0
KTX-이음,하차,2024-05,공휴일,수,19-20,0
KTX-이음,하차,2024-05,공휴일,일,19-20,0
KTX-이음,하차,2024-06,평일,월,19-20,0
KTX-이음,하차,2024-06,평일,화,19-20,0
KTX-이음,하차,2024-06,평일,수,19-20,0
KTX-이음,하차,2024-06,평일,목,19-20,0
KTX-이음,하차,2024-06,평일,금,19-20,0
KTX-이음,하차,2024-06,주말,토,19-20,0
KTX-이음,하차,2024-06,주말,일,19-20,0
KTX-이음,하차,2024-06,공휴일,목,19-20,0
KTX-이음,하차,2024-07,평일,월,19-20,0
KTX-이음,하차,2024-07,평일,화,19-20,0
KTX-이음,하차,2024-07,평일,수,19-20,0
KTX-이음,하차,2024-07,평일,목,19-20,0
KTX-이음,하차,2024-07,평일,금,19-20,0
KTX-이음,하차,2024-07,주말,토,19-20,0
KTX-이음,하차,2024-07,주말,일,19-20,0
KTX-이음,하차,2024-08,평일,월,19-20,0
KTX-이음,하차,2024-08,평일,화,19-20,0
KTX-이음,하차,2024-08,평일,수,19-20,0
KTX-이음,하차,2024-08,평일,목,19-20,0
KTX-이음,하차,2024-08,평일,금,19-20,0
KTX-이음,하차,2024-08,주말,토,19-20,0
KTX-이음,하차,2024-08,주말,일,19-20,0
KTX-이음,하차,2024-08,공휴일,목,19-20,0
KTX-이음,하차,2024-09,평일,월,19-20,0
KTX-이음,하차,2024-09,평일,화,19-20,0
KTX-이음,하차,2024-09,평일,수,19-20,0
KTX-이음,하차,2024-09,평일,목,19-20,0
KTX-이음,하차,2024-09,평일,금,19-20,0
KTX-이음,하차,2024-09,주말,토,19-20,0
KTX-이음,하차,2024-09,주말,일,19-20,0
KTX-이음,하차,2024-09,명절대수송,월,19-20,0
KTX-이음,하차,2024-09,명절대수송,화,19-20,0
KTX-이음,하차,2024-09,명절대수송,수,19-20,0
KTX-이음,하차,2024-09,명절대수송,금,19-20,0
KTX-이음,하차,2024-09,명절대수송,토,19-20,0
KTX-이음,하차,2024-09,명절대수송,일,19-20,0
KTX-이음,하차,2024-10,평일,월,19-20,0
KTX-이음,하차,2024-10,평일,화,19-20,0
KTX-이음,하차,2024-10,평일,수,19-20,0
KTX-이음,하차,2024-10,평일,목,19-20,0
KTX-이음,하차,2024-10,평일,금,19-20,0
KTX-이음,하차,2024-10,주말,토,19-20,0
KTX-이음,하차,2024-10,주말,일,19-20,0
KTX-이음,하차,2024-10,공휴일,화,19-20,0
KTX-이음,하차,2024-10,공휴일,수,19-20,0
KTX-이음,하차,2024-10,공휴일,목,19-20,0
KTX-이음,하차,2024-11,평일,월,19-20,0
KTX-이음,하차,2024-11,평일,화,19-20,0
KTX-이음,하차,2024-11,평일,수,19-20,0
KTX-이음,하차,2024-11,평일,목,19-20,0
KTX-이음,하차,2024-11,평일,금,19-20,0
KTX-이음,하차,2024-11,주말,토,19-20,0
KTX-이음,하차,2024-11,주말,일,19-20,0
KTX-이음,하차,2024-12,평일,월,19-20,0
KTX-이음,하차,2024-12,평일,화,19-20,0
KTX-이음,하차,2024-12,평일,수,19-20,0
KTX-이음,하차,2024-12,평일,목,19-20,0
KTX-이음,하차,2024-12,평일,금,19-20,0
KTX-이음,하차,2024-12,주말,토,19-20,0
KTX-이음,하차,2024-12,주말,일,19-20,0
KTX-이음,하차,2024-12,공휴일,수,19-20,0
KTX-이음,하차,2025-01,평일,월,19-20,0
KTX-이음,하차,2025-01,평일,화,19-20,0
KTX-이음,하차,2025-01,평일,수,19-20,0
KTX-이음,하차,2025-01,평일,목,19-20,0
KTX-이음,하차,2025-01,평일,금,19-20,0
KTX-이음,하차,2025-01,주말,토,19-20,0
KTX-이음,하차,2025-01,주말,일,19-20,0
KTX-이음,하차,2025-01,공휴일,수,19-20,0
KTX-이음,하차,2025-01,명절대수송,월,19-20,0
KTX-이음,하차,2025-01,명절대수송,화,19-20,0
KTX-이음,하차,2025-01,명절대수송,수,19-20,0
KTX-이음,하차,2025-01,명절대수송,목,19-20,0
KTX-이음,하차,2025-01,명절대수송,금,19-20,0
KTX-이음,하차,2025-01,명절대수송,토,19-20,0
KTX-이음,하차,2025-01,명절대수송,일,19-20,0
KTX-이음,하차,2025-02,평일,월,19-20,0
KTX-이음,하차,2025-02,평일,화,19-20,0
KTX-이음,하차,2025-02,평일,수,19-20,0
KTX-이음,하차,2025-02,평일,목,19-20,0
KTX-이음,하차,2025-02,평일,금,19-20,0
KTX-이음,하차,2025-02,주말,토,19-20,0
KTX-이음,하차,2025-02,주말,일,19-20,0
KTX-이음,하차,2025-02,명절대수송,토,19-20,0
KTX-이음,하차,2025-02,명절대수송,일,19-20,0
KTX-이음,하차,2025-03,평일,월,19-20,0
KTX-이음,하차,2025-03,평일,화,19-20,0
KTX-이음,하차,2025-03,평일,수,19-20,0
KTX-이음,하차,2025-03,평일,목,19-20,0
KTX-이음,하차,2025-03,평일,금,19-20,0
KTX-이음,하차,2025-03,주말,토,19-20,0
KTX-이음,하차,2025-03,주말,일,19-20,0
KTX-이음,하차,2025-03,공휴일,월,19-20,0
KTX-이음,하차,2025-03,공휴일,토,19-20,0
KTX-이음,하차,2025-04,평일,월,19-20,0
KTX-이음,하차,2025-04,평일,화,19-20,0
KTX-이음,하차,2025-04,평일,수,19-20,0
KTX-이음,하차,2025-04,평일,목,19-20,0
KTX-이음,하차,2025-04,평일,금,19-20,0
KTX-이음,하차,2025-04,주말,토,19-20,0
KTX-이음,하차,2025-04,주말,일,19-20,0
KTX-이음,하차,2025-05,평일,월,19-20,0
KTX-이음,하차,2025-05,평일,화,19-20,0
KTX-이음,하차,2025-05,평일,수,19-20,0
KTX-이음,하차,2025-05,평일,목,19-20,0
KTX-이음,하차,2025-05,평일,금,19-20,0
KTX-이음,하차,2025-05,주말,토,19-20,0
KTX-이음,하차,2025-05,주말,일,19-20,0
KTX-이음,하차,2025-05,공휴일,월,19-20,0
KTX-이음,하차,2025-05,공휴일,화,19-20,0
KTX-이음,하차,2025-06,평일,월,19-20,0
KTX-이음,하차,2025-06,평일,화,19-20,0
KTX-이음,하차,2025-06,평일,수,19-20,0
KTX-이음,하차,2025-06,평일,목,19-20,0
KTX-이음,하차,2025-06,평일,금,19-20,0
KTX-이음,하차,2025-06,주말,토,19-20,0
KTX-이음,하차,2025-06,주말,일,19-20,0
KTX-이음,하차,2025-06,공휴일,화,19-20,0
KTX-이음,하차,2025-06,공휴일,금,19-20,0
KTX-이음,하차,2025-07,평일,월,19-20,0
KTX-이음,하차,2025-07,평일,화,19-20,0
KTX-이음,하차,2025-07,평일,수,19-20,0
KTX-이음,하차,2025-07,평일,목,19-20,0
KTX-이음,하차,2025-07,평일,금,19-20,0
KTX-이음,하차,2025-07,주말,토,19-20,0
KTX-이음,하차,2025-07,주말,일,19-20,0
KTX-이음,하차,2025-08,평일,월,19-20,0
KTX-이음,하차,2025-08,평일,화,19-20,0
KTX-이음,하차,2025-08,평일,수,19-20,0
KTX-이음,하차,2025-08,평일,목,19-20,0
KTX-이음,하차,2025-08,평일,금,19-20,0
KTX-이음,하차,2025-08,주말,토,19-20,0
KTX-이음,하차,2025-08,주말,일,19-20,0
KTX-이음,하차,2025-08,공휴일,금,19-20,0
KTX-이음,하차,2025-09,평일,월,19-20,0
KTX-이음,하차,2025-09,평일,화,19-20,0
KTX-이음,하차,2025-09,평일,수,19-20,0
KTX-이음,하차,2025-09,평일,목,19-20,0
