관리번호,사업장명,업태구분명,인허가일자,소재지면적,시설총규모,남성종사자수,여성종사자수,전통업소주된음식,도로명주소,지번주소,전화번호,경도,위도,데이터갱신시점
5070000-101-2016-00007,상수리식당,한식,2016-01-21,94.95,94.95,,,,"경상북도 안동시 송천1길 135, 1층 (송천동)",경상북도 안동시 송천동 899-4 1층 ,548235281.0,128.79373245078082,36.54491039313735,2026-05-07 22:05:05
5070000-101-2016-00012,호식이두마리치킨용상점,호프/통닭,2016-02-02,37.2,37.2,,,,경상북도 안동시 용상시장6길 7 (용상동),경상북도 안동시 용상동 1470-32 ,548239919.0,128.74856506541605,36.55822789103786,2026-05-07 22:05:05
5070000-101-2016-00013,정하 숯불막창,식육(숯불구이),2016-02-04,71.24,71.24,,,,"경상북도 안동시 강남1길 127, 102호 (정하동)",경상북도 안동시 정하동 291-10 ,548548115.0,128.73438258272188,36.54920740249303,2026-05-07 22:05:05
5070000-101-2016-00016,월남선생,"외국음식전문점(인도,태국등)",2016-02-16,112.96,112.96,,,,"경상북도 안동시 강남7길 15-5, 1층 (정하동)",경상북도 안동시 정하동 284-5 1층 ,,128.73337703753276,36.54960387006896,2026-05-07 22:05:05
5070000-101-2016-00021,명륜진사갈비 정하점,식육(숯불구이),2016-02-19,165.0,165.0,,,,"경상북도 안동시 충효로 4445, 1층 (정하동)",경상북도 안동시 정하동 295-2 1층 ,548439899.0,128.73597434906074,36.550031365939866,2026-05-07 22:05:05
5070000-101-2016-00024,말자네집,한식,2016-02-29,22.0,22.0,,,,"경상북도 안동시 길안면 천지길 56-1, 1층",경상북도 안동시 길안면 천지리 778-29 1층 ,,128.89300002476224,36.45732756710667,2026-05-07 22:05:05
5070000-101-2016-00025,백두철판,식육(숯불구이),2016-02-29,132.6,132.6,,,,"경상북도 안동시 송천1길 145-3, 1층 (송천동)",경상북도 안동시 송천동 894-8 1층 ,548217892.0,128.793926261984,36.54516573072806,2026-05-07 22:05:05
5070000-101-2016-00023,철우네 동태탕 해물찜,중국식,2016-02-29,88.1,88.1,,,,"경상북도 안동시 중평4길 24-4, 1층 (용상동)",경상북도 안동시 용상동 1179-215 1층 ,548237373.0,128.7543588971954,36.55577291768826,2026-08-28 21:47:50
5070000-101-2016-00026,안동병원매점식당,한식,2016-03-03,60.9,60.9,,,,"경상북도 안동시 앙실로 11, 지하1층 (수상동)",경상북도 안동시 수상동 574-2 지하1층 ,,128.70097003987993,36.546823645222624,2026-05-07 22:05:05
5070000-101-2016-00028,한솥도시락 안동중앙점,김밥(도시락),2016-03-16,74.12,74.12,,,,"경상북도 안동시 서동문로 184-1, 1층 (삼산동)",경상북도 안동시 삼산동 91-1 1층 ,548550000.0,128.7320458923149,36.56590077021539,2026-05-07 22:05:05
5070000-101-2016-00032,안동가마솥곰탕,탕류(보신용),2016-03-22,123.9,123.9,,,,"경상북도 안동시 솔밭길 208, 1층 (옥동)",경상북도 안동시 옥동 1295-3 1층 ,,128.68788883960846,36.55734930252168,2026-05-07 22:05:05
5070000-101-2016-00034,우물집청국장,한식,2016-03-28,80.8,80.8,,,,"경상북도 안동시 일직면 풍일로 2017, 1층",경상북도 안동시 일직면 국곡리 31 1층 ,548584993.0,128.6168221073794,36.4666739348366,2026-05-07 22:05:05
5070000-101-2016-00035,피플&주,한식,2016-03-28,126.29,126.29,,,,"경상북도 안동시 옥명2길 19, 머동 101호 (옥동)",경상북도 안동시 옥동 611-2 머동 101호,,128.70325225493147,36.5647460843806,2026-05-07 22:05:05
5070000-101-2016-00049,치킨플러스,호프/통닭,2016-04-06,37.5,37.5,,,,"경상북도 안동시 길안면 천지길 51, 1층",경상북도 안동시 길안면 천지리 746-9 1층 ,,128.8927930300773,36.45784109569865,2026-05-07 22:05:05
5070000-101-2016-00050,심지식당,호프/통닭,2016-04-14,27.28,27.28,,,,"경상북도 안동시 퇴계로 82-1, 2층 (서부동)",경상북도 안동시 서부동 178-4 2층 ,,128.72752951256254,36.56582963526526,2026-05-07 22:05:05
5070000-101-2016-00052,주꾸미네도청점,식육(숯불구이),2016-04-15,248.84,248.84,,,,"경상북도 안동시 풍천면 수호로 67, 3층",경상북도 안동시 풍천면 갈전리 1335 3층 ,548527975.0,128.50123361739176,36.57618851173997,2026-05-07 22:05:05
5070000-101-2016-00055,홍익의집식당,한식,2016-04-20,459.79,459.79,,,,"경상북도 안동시 도산면 퇴계로 1997, 본관동 1층",경상북도 안동시 도산면 서부리 220 1층 본관동 ,548510902.0,128.81095659823836,36.70207173058617,2026-05-07 22:05:05
5070000-101-2016-00056,갤러리카페,경양식,2016-04-22,114.4,114.4,,,,"경상북도 안동시 일직면 경북대로 7652, 1층",경상북도 안동시 일직면 원호리 481-1 1층 ,,128.6675893144608,36.497437374755386,2026-05-07 22:05:05
5070000-101-2016-00060,윤가 농부쌈밥,일식,2016-04-25,80.0,80.0,,,,"경상북도 안동시 풍산읍 풍산중앙길 92, 1층 4호",경상북도 안동시 풍산읍 안교리 138-6 1층 104호,,128.57091438673902,36.579963570060464,2026-07-31 21:47:50
5070000-101-2016-00065,김성구의성마늘치킨송현점,호프/통닭,2016-04-27,97.96,97.96,,,,"경상북도 안동시 송하2길 68-7, 1층 (송현동)",경상북도 안동시 송현동 307-10 1층 ,,128.69578894180952,36.57063408171886,2026-05-07 22:05:06
5070000-101-2016-00068,우주의 농담(Cosmic Joke),경양식,2016-05-09,41.7,41.7,,,,"경상북도 안동시 번영1길 58-15, 3층 (서부동)",경상북도 안동시 서부동 149-17 3층 ,548540979.0,128.72915747075623,36.565655941877836,2026-05-07 22:05:06
5070000-101-2016-00070,오뚜기식당,한식,2016-05-10,27.2,27.2,,,,"경상북도 안동시 일직면 중앙통길 21-6, 1층",경상북도 안동시 일직면 운산리 79 1층 ,548584850.0,128.65871449800358,36.474201799802266,2026-05-07 22:05:06
5070000-101-2016-00072,동악골생오리,한식,2016-05-12,95.52,95.52,,,,"경상북도 안동시 와룡면 동악골길 240, 1층",경상북도 안동시 와룡면 중가구리 188-6 ,548596112.0,128.78598492023303,36.602094452274734,2026-05-07 22:05:06
5070000-101-2016-00074,청솔갈비,식육(숯불구이),2016-05-13,142.04,142.04,,,,"경상북도 안동시 광명로 134, 1층 (옥동)",경상북도 안동시 옥동 788-8 ,548569090.0,128.6992651395826,36.56001162233504,2026-05-07 22:05:06
5070000-101-2016-00075,대왕민물장어,식육(숯불구이),2016-05-13,51.75,51.75,,,,"경상북도 안동시 당북길 22-20, 1층 (당북동)",경상북도 안동시 당북동 42-3 1층 ,548550592.0,128.71912349955022,36.564557020982754,2026-05-07 22:05:06
5070000-101-2016-00078,신토불이,식육(숯불구이),2016-05-18,37.58,37.58,,,,경상북도 안동시 길안면 천지길 62-2,경상북도 안동시 길안면 천지리 752-5 ,,128.89364481065374,36.45693950215011,2026-05-07 22:05:06
5070000-101-2016-00079,소래향,식육(숯불구이),2016-05-23,87.84,87.84,,,,"경상북도 안동시 중평길 17, 1층 (용상동)",경상북도 안동시 용상동 1179-15 1층 ,548219293.0,128.75353154933464,36.55450710036499,2026-05-07 03:03:03
5070000-101-2016-00083,나들이백반기행,한식,2016-05-24,89.0,89.0,,,,"경상북도 안동시 용상북길 26, 1층 (용상동)",경상북도 안동시 용상동 1429-10 1층 ,,128.74792822696492,36.5622310851813,2026-05-07 22:05:06
5070000-101-2016-00088,에이와이(AY)22,한식,2016-05-31,62.59,62.59,,,,"경상북도 안동시 옥동2길 43, 1층 (옥동)",경상북도 안동시 옥동 945-18 1층 ,,128.70141109117017,36.560105021513024,2026-05-07 22:05:06
5070000-101-2016-00087,더테이스팅키친,경양식,2016-05-31,154.59,154.59,,,,"경상북도 안동시 운동장길 10, 1층 (정하동)",경상북도 안동시 정하동 371-4 1층 ,,128.72044477118322,36.55116799237637,2026-05-07 22:05:06
5070000-101-2016-00090,달보드레,한식,2016-06-01,50.02,50.02,,,,"경상북도 안동시 풍천면 수호로 67, 1층",경상북도 안동시 풍천면 갈전리 1335 1충 ,,128.50123361739176,36.57618851173997,2026-05-07 22:05:06
5070000-101-2016-00089,밥상 주막,한식,2016-06-01,67.08,67.08,,,,"경상북도 안동시 대안로 30, 1층 (태화동)",경상북도 안동시 태화동 59-23 1층 ,,128.7160160536855,36.565158079313065,2026-05-07 22:05:06
5070000-101-2016-00093,동악골 아리랑,경양식,2016-06-08,156.0,156.0,,,,"경상북도 안동시 와룡면 동악골길 55, 1층",경상북도 안동시 와룡면 중가구리 446-2 ,548558989.0,128.773830524741,36.592160953486704,2026-06-25 03:03:03
5070000-101-2016-00096,보담송,경양식,2016-06-14,249.42,249.42,,,,"경상북도 안동시 강남5길 5, 2층 2호 (정하동)",경상북도 안동시 정하동 282-3 202호,548568338.0,128.7359713898743,36.550537822828936,2026-05-07 22:05:06
5070000-101-2016-00097,이쁜돼지,식육(숯불구이),2016-06-14,72.0,72.0,,,,"경상북도 안동시 황토마을1길 6-1, 1층 5~6호 (송현동)",경상북도 안동시 송현동 586-15 ,,128.6857949703106,36.57590840575619,2026-05-07 22:05:06
5070000-101-2016-00099,야포,정종/대포집/소주방,2016-06-16,62.7,62.7,,,,"경상북도 안동시 황토마을길 10, 5호 (송현동)",경상북도 안동시 송현동 585-2 5 ,548594799.0,128.68758096368646,36.57572275007807,2026-05-07 22:05:06
5070000-101-2016-00102,이향숙칼국수&수육,한식,2016-06-22,81.9,81.9,,,,"경상북도 안동시 풍천면 수호로 65, 2층 202호",경상북도 안동시 풍천면 갈전리 1336 2층 202호,,128.50121133343444,36.57600012395769,2026-05-07 22:05:06
5070000-101-2016-00103,온천식당,한식,2016-06-23,56.0,56.0,,,,"경상북도 안동시 대안로 189, 3층 (운흥동)",경상북도 안동시 운흥동 141-26 3층 ,,128.7335968616781,36.563996381814356,2026-05-07 22:05:06
5070000-101-2016-00104,최군맥주,식육(숯불구이),2016-06-23,87.3,87.3,,,,"경상북도 안동시 풍천면 천년숲동로 46, 1층 18호",경상북도 안동시 풍천면 갈전리 1658 118호,548430018.0,128.50704788062453,36.57296180374662,2026-05-07 22:05:06
5070000-101-2016-00107,나들이,한식,2016-06-29,116.13,116.13,,,,"경상북도 안동시 풍천면 수호로 65, 4층 401호",경상북도 안동시 풍천면 갈전리 1336-401 4층 ,,128.50121133343444,36.57600012395769,2026-05-07 22:05:06
5070000-101-2016-00109,대구왕뽈찜,한식,2016-07-01,87.16,87.16,,,,"경상북도 안동시 강남4길 27, 1층 (정하동)",경상북도 안동시 정하동 255-8 1층 ,548574554.0,128.73399663731027,36.55121308798176,2026-05-07 22:05:06
5070000-101-2016-00110,소백산돈직화구이,식육(숯불구이),2016-07-01,91.68,91.68,,,,"경상북도 안동시 송하2길 108, 1층 (송현동)",경상북도 안동시 송현동 331 1층 ,548576622.0,128.69422323274685,36.56997511900256,2026-05-07 22:05:06
5070000-101-2016-00111,자이로,호프/통닭,2016-07-04,84.08,84.08,,,,"경상북도 안동시 배움길 86, 2층 (당북동)",경상북도 안동시 당북동 333-114 2층 ,,128.71721626422018,36.561159418371865,2026-05-07 22:05:06
5070000-101-2016-00112,교촌치킨 용상점,호프/통닭,2016-07-05,65.6,65.6,,,,"경상북도 안동시 경동로 916-1, 1층 (용상동)",경상북도 안동시 용상동 1179-188 1층 ,548225888.0,128.75522057950633,36.556470505565024,2026-05-07 22:05:06
5070000-101-2016-00115,길안선비골장수촌,한식,2016-07-18,82.0,82.0,,,,"경상북도 안동시 길안면 충효로 466, 1층",경상북도 안동시 길안면 송사리 686-2 1층 ,,128.92632873328097,36.32123278611037,2026-05-07 22:05:06
5070000-101-2016-00120,서부뒷고기,한식,2016-07-22,89.33,89.33,,,,"경상북도 안동시 안기천로 95, 1층 (태화동)",경상북도 안동시 태화동 70-8 1층 ,548227007.0,128.71751115133475,36.565856838962446,2026-05-07 22:05:06
5070000-101-2016-00124,시청옆카페,경양식,2016-08-03,81.71,81.71,,,,"경상북도 안동시 명륜길 12, 1층 (명륜동)",경상북도 안동시 명륜동 330-2 1층 ,548413581.0,128.7303181367389,36.56866165946201,2026-05-07 22:05:06
5070000-101-2016-00125,옛날순대국밥,한식,2016-08-04,155.29,155.29,,,,경상북도 안동시 경동로 1028 (용상동),경상북도 안동시 용상동 528-7 ,,128.76542056161756,36.55060692926487,2026-08-28 21:47:50
5070000-101-2016-00127,선어대민물장어,식육(숯불구이),2016-08-08,44.8,44.8,,,,"경상북도 안동시 경동로 862, 용상시장 C동 1층 6호 (용상동)",경상북도 안동시 용상동 1242 ,548220592.0,128.750038109251,36.55930933138272,2026-05-07 22:05:06
5070000-101-2016-00129,촌닭두마리,호프/통닭,2016-08-11,89.75,89.75,,,,"경상북도 안동시 강남3길 35, 1층 (정하동)",경상북도 안동시 정하동 242-7 1층 ,,128.73433289313925,36.55167039449877,2026-05-07 22:05:06
5070000-101-2016-00132,꼴통숯불구이,식육(숯불구이),2016-08-12,61.11,61.11,,,,"경상북도 안동시 서동문로 25, 1층 (평화동)",경상북도 안동시 평화동 169-8 1층 ,548563132.0,128.71449213261488,36.566543128687165,2026-05-07 22:05:06
5070000-101-2016-00134,태백소주방,한식,2016-08-16,31.2,31.2,,,,"경상북도 안동시 길안면 천지길 50-3, 1층",경상북도 안동시 길안면 천지리 778-28 1층 ,,128.8925704389099,36.45766984498452,2026-05-07 22:05:06
5070000-101-2016-00135,반찬도감 한식뷔페,뷔페식,2016-08-17,128.77,128.77,,,,"경상북도 안동시 풍천면 풍요6길 8, 1층",경상북도 안동시 풍천면 갈전리 1399 1층 ,548428121.0,128.49775439616943,36.57573608123473,2026-05-07 22:05:06
5070000-101-2016-00140,마라감성,경양식,2016-08-23,130.08,130.08,,,,"경상북도 안동시 옥동길 23, 2층 (옥동)",경상북도 안동시 옥동 788-10 2층 ,548580100.0,128.6993996702858,36.55994046750132,2026-05-07 22:05:07
5070000-101-2016-00142,몽뜨레셰프,경양식,2016-08-26,177.91,177.91,,,,"경상북도 안동시 관광단지로 346-124, 1층 (성곡동)",경상북도 안동시 성곡동 1568-3 1층 ,548235454.0,128.77783942381686,36.56789795442554,2026-05-07 22:05:07
5070000-101-2016-00143,안동수산식당,횟집,2016-08-29,200.0,200.0,,,,"경상북도 안동시 풍산읍 유통단지길 64, 2층 (안동수산물도매시장 가-창측)",경상북도 안동시 풍산읍 노리 산 116-3 안동수산물도매시장 가-창측 ,548599779.0,,,2026-05-07 22:05:07
5070000-101-2016-00148,말콥(malcop),경양식,2016-09-06,46.27,46.27,,,,"경상북도 안동시 영가로 5, 1층 (운흥동)",경상북도 안동시 운흥동 182-8 ,548570161.0,128.73276998222454,36.56374523333191,2026-05-07 22:05:07
5070000-101-2016-00150,한우축산 식당,식육(숯불구이),2016-09-08,208.0,208.0,,,,"경상북도 안동시 하이마로 141, 1층 (송현동)",경상북도 안동시 송현동 534-2 1층 ,548558100.0,128.68581428137975,36.564390668238715,2026-05-07 22:05:07
5070000-101-2016-00152,홍초불닭 안동옥동점,호프/통닭,2016-09-09,43.2,43.2,,,,"경상북도 안동시 복주2길 25, 201동 1층 4호 (옥동)",경상북도 안동시 옥동 766-1 201동 104호,,128.69877349141044,36.56231106923621,2026-05-07 22:05:07
5070000-101-2016-00159,안포정,한식,2016-09-26,192.56,192.56,,,,"경상북도 안동시 충효로 4298, 1층 (정상동)",경상북도 안동시 정상동 284-5 ,548422828.0,128.74421946534585,36.53938219669986,2026-05-07 22:05:07
5070000-101-2016-00160,어탕칼국수,한식,2016-09-26,63.0,63.0,,,,"경상북도 안동시 풍천면 풍요6길 33, 1층",경상북도 안동시 풍천면 갈전리 1388 ,,128.50057021618574,36.5758439412603,2026-05-07 22:05:07
5070000-101-2016-00188,본죽&비빔밥 경북도청점,한식,2016-10-04,49.77,49.77,,,,"경상북도 안동시 풍천면 수호로 65, 1층 2호",경상북도 안동시 풍천면 갈전리 1336 102호,,128.50121133343444,36.57600012395769,2026-05-07 22:05:07
5070000-101-2016-00189,델부리또,경양식,2016-10-04,18.03,18.03,,,,"경상북도 안동시 논골길 34, 1층 (송천동)",경상북도 안동시 송천동 483-1 1층 ,,128.7966338064008,36.53990538763153,2026-05-07 22:05:07
5070000-101-2016-00190,카페라떼르,경양식,2016-10-04,116.21,116.21,,,,"경상북도 안동시 충효로 4429, 1층 (정하동)",경상북도 안동시 정하동 318-1 1층 ,548521239.0,128.73613306689634,36.548700879958545,2026-05-07 22:05:07
5070000-101-2016-00195,김준년 꼬끼요안동찜닭(안동점),호프/통닭,2016-10-12,32.59,32.59,,,,"경상북도 안동시 번영1길 51, 1층 102호 (서부동)",경상북도 안동시 서부동 181-2 ,,128.72789344185955,36.56558976670095,2026-07-14 21:47:50
5070000-101-2016-00196,블랑디스,뷔페식,2016-10-12,214.65,214.65,,,,"경상북도 안동시 강남5길 5, 2층 1호 (정하동)",경상북도 안동시 정하동 282-3 201호,548431151.0,128.7359713898743,36.550537822828936,2026-05-07 22:05:07
5070000-101-2016-00199,사라있네 아귀,횟집,2016-10-14,149.01,149.01,,,,"경상북도 안동시 강남1길 143, 2동 1층 1호 (정하동)",경상북도 안동시 정하동 292-5 2동 101호,548429922.0,128.73519333964762,36.549306226191476,2026-05-07 22:05:07
5070000-101-2016-00201,월남골보리밥,한식,2016-10-21,55.2,55.2,,,,"경상북도 안동시 말구리5길 2, 1층 (태화동)",경상북도 안동시 태화동 651-5 1층 ,548412113.0,128.70627184500228,36.56688522145888,2026-05-07 22:05:07
5070000-101-2016-00207,권대감안동찜닭,식육(숯불구이),2016-11-02,36.99,36.99,,,,"경상북도 안동시 풍천면 천년숲서로 29, 127호",경상북도 안동시 풍천면 갈전리 1647 127호,548586667.0,128.503009162722,36.571775791540304,2026-05-07 22:05:07
5070000-101-2016-00208,오블라디,호프/통닭,2016-11-02,59.0,59.0,,,,"경상북도 안동시 강남5길 53, 1층 (정하동)",경상북도 안동시 정하동 277-12 1층 ,,128.73329785925824,36.55019431663496,2026-05-07 22:05:07
5070000-101-2016-00209,육향족발(도청),한식,2016-11-08,146.25,146.25,,,,"경상북도 안동시 풍천면 풍요4길 30, 1층",경상북도 안동시 풍천면 갈전리 1364 1층 ,,128.49858422629143,36.57599328120472,2026-05-07 22:05:07
5070000-101-2016-00210,쪼닭쪼림닭 경북도청점,한식,2016-11-09,36.2,36.2,,,,"경상북도 안동시 풍천면 천년숲서로 7-19, 104호",경상북도 안동시 풍천면 갈전리 1632 ,549003181.0,128.50152786004543,36.57299153693924,2026-05-07 22:05:07
5070000-101-2016-00214,예전,한식,2016-11-22,56.15,56.15,,,,"경상북도 안동시 와룡면 퇴계로 972-5, 1층",경상북도 안동시 와룡면 태리 10-8 1층 ,,128.76712966392768,36.6290928880054,2026-05-07 22:05:07
5070000-101-2016-00213,이가정육,식육(숯불구이),2016-11-22,160.77,160.77,,,,"경상북도 안동시 풍천면 천년숲동로 38, 102~104호",경상북도 안동시 풍천면 갈전리 1666 102~4호,548592976.0,128.50697634136432,36.57238950455207,2026-05-07 22:05:07
5070000-101-2016-00216,태경식육식당,한식,2016-11-24,108.67,108.67,,,,경상북도 안동시 제비원로 267 (안기동),경상북도 안동시 안기동 236-19 ,548536565.0,128.71865669401768,36.57564699078674,2026-05-07 22:05:07
5070000-101-2016-00218,키햐아 안동점,일식,2016-11-28,110.36,110.36,,,,"경상북도 안동시 복주1길 16, 1층 (옥동)",경상북도 안동시 옥동 784-8 1층 ,548439773.0,128.6990343819979,36.56072405319618,2026-05-07 22:05:07
5070000-101-2016-00220,복돼지국밥,한식,2016-11-28,175.2,175.2,,,,"경상북도 안동시 송천3길 5-3, 1층 (송천동)",경상북도 안동시 송천동 700 1층 ,,128.7901949244568,36.541503103920206,2026-05-07 22:05:07
5070000-101-2016-00219,와촌식육식당 안동점,식육(숯불구이),2016-11-28,168.0,168.0,,,,"경상북도 안동시 광명로 128, 1층 (옥동)",경상북도 안동시 옥동 788-5 1층 ,548588893.0,128.6989833421061,36.559623803406076,2026-05-07 22:05:07
5070000-101-2016-00224,권나영수제도시락,김밥(도시락),2016-11-29,36.0,36.0,,,,"경상북도 안동시 서동문로 239, 1층 (신세동)",경상북도 안동시 신세동 91-10 1층 ,,128.7382296597074,36.565032924835634,2026-05-07 22:05:07
5070000-101-2016-00225,낭만족,한식,2016-12-01,66.51,66.51,,,,"경상북도 안동시 안기1길 34, 101호 (안기동)",경상북도 안동시 안기동 173-6 101호,548529258.0,128.71747921205898,36.574003843297724,2026-05-07 22:05:07
5070000-101-2016-00228,노랑통닭 안동용상점,호프/통닭,2016-12-06,36.36,36.36,,,,"경상북도 안동시 경동로 981, 1층 7호 (용상동)",경상북도 안동시 용상동 1626 107호,548227474.0,128.7612817875688,36.55317317968394,2026-05-07 22:05:07
5070000-101-2016-00232,홈스타일,한식,2016-12-14,92.5,92.5,,,,경상북도 안동시 무주무1길 74 (수상동),경상북도 안동시 수상동 631-1 ,,128.69905944400512,36.54427034175399,2026-05-07 22:05:07
5070000-101-2016-00233,미풍해장국,한식,2016-12-15,158.6,158.6,,,,"경상북도 안동시 옥명길 60, 1층 (옥동)",경상북도 안동시 옥동 616-3 1층 ,,128.7042545598216,36.56415313391425,2026-09-04 21:47:50
5070000-101-2016-00234,돈우리숯불돼지갈비,식육(숯불구이),2016-12-16,133.7,133.7,,,,"경상북도 안동시 복주2길 42, 1층 (옥동)",경상북도 안동시 옥동 770-2 1층 ,548411777.0,128.70000359042652,36.562519223925236,2026-05-07 22:05:07
5070000-101-2017-00002,안동브루잉컴퍼니,호프/통닭,2017-01-03,24.9,24.9,,,,"경상북도 안동시 풍산읍 괴정2길 98, 1호",경상북도 안동시 풍산읍 괴정리 668-2 ,,128.53406068837188,36.603412813063656,2026-06-19 03:03:03
5070000-101-2017-00001,나드리김밥 경북도청점,분식,2017-01-03,46.55,46.55,,,,"경상북도 안동시 풍천면 수호로 65, 1층 1호",경상북도 안동시 풍천면 갈전리 1336 101호,548553310.0,128.50121133343444,36.57600012395769,2026-05-07 22:05:07
5070000-101-2017-00005,진미해물탕,탕류(보신용),2017-01-09,110.96,110.96,,,,"경상북도 안동시 풍산읍 풍산중앙길 157, 2층",경상북도 안동시 풍산읍 상리리 459-17 2층 ,,128.57757249022828,36.57827540563588,2026-05-07 22:05:07
5070000-101-2017-00008,신도청니하오,중국식,2017-01-12,98.4,98.4,,,,"경상북도 안동시 풍천면 수호로 59, 1층",경상북도 안동시 풍천면 갈전리 1429 ,548410977.0,128.50114739347148,36.57546555562715,2026-05-07 22:05:07
5070000-101-2017-00009,냉삼언니,식육(숯불구이),2017-01-17,39.6,39.6,,,,경상북도 안동시 경동로 291 (송현동),경상북도 안동시 송현동 514-8 ,548580902.0,128.69314853962777,36.573579026409014,2026-05-07 22:05:07
5070000-101-2017-00012,장수찜닭,호프/통닭,2017-01-19,40.82,40.82,,,,"경상북도 안동시 음식의길 49, 1층 (삼산동)",경상북도 안동시 삼산동 83-2 1층 ,,128.73213892942633,36.56543833815729,2026-05-07 22:05:07
5070000-101-2017-00011,우렁찬 아낙네,한식,2017-01-19,84.0,84.0,,,,"경상북도 안동시 남선면 기느리길 226-72, 2동 1층",경상북도 안동시 남선면 신석리 1160-9 1층 2동 ,,128.77820512764967,36.54743743233436,2026-05-07 22:05:07
5070000-101-2017-00015,카츠예안 도산점,호프/통닭,2017-01-20,73.46,73.46,,,,"경상북도 안동시 도산면 선성길 28, 1층",경상북도 안동시 도산면 서부리 174-92 1층 ,,128.81234174022075,36.69834874666365,2026-05-07 22:05:07
5070000-101-2017-00016,조광칼국수,한식,2017-01-25,34.8,34.8,,,,경상북도 안동시 영호6길 30 (옥야동),경상북도 안동시 옥야동 323-12 ,,128.72431506547596,36.56184164064349,2026-05-07 22:05:08
5070000-101-2017-00019,안동전문장례식장식당,한식,2017-01-26,30.23,30.23,,,,"경상북도 안동시 강남로 5, 1층 (수상동)",경상북도 안동시 수상동 577-1 1층 ,548210101.0,128.70310833340207,36.54656061059436,2026-05-07 22:05:08
5070000-101-2017-00018,내담대구뽈찜 옥동점,한식,2017-01-26,110.36,110.36,,,,"경상북도 안동시 복주1길 16, 1층 (옥동)",경상북도 안동시 옥동 784-8 1층 ,,128.6990343819979,36.56072405319618,2026-05-07 22:05:08
5070000-101-2017-00022,60계치킨 송현점,호프/통닭,2017-01-31,54.9,54.9,,,,"경상북도 안동시 송현길 16, 상가동 2층 3호 (송현동)",경상북도 안동시 송현동 1145 상가동 203호,548549979.0,128.68842581650085,36.5743199369165,2026-05-07 22:05:08
5070000-101-2017-00021,보리수카페,한식,2017-01-31,36.8,36.8,,,,경상북도 안동시 용상시장6길 17 (용상동),경상북도 안동시 용상동 1466-18 ,548218846.0,128.74917093685693,36.55858813942872,2026-05-07 22:05:08
5070000-101-2017-00020,햇살식육식당,한식,2017-01-31,57.6,57.6,,,,"경상북도 안동시 길안면 천지길 61, 1층",경상북도 안동시 길안면 천지리 749-4 1층 ,548224600.0,128.8936688819786,36.457352519233744,2026-05-07 22:05:08
5070000-101-2017-00024,김밥킹 안동용상점,분식,2017-02-02,82.5,82.5,,,,"경상북도 안동시 경동로 844, 1층 (용상동)",경상북도 안동시 용상동 1439-2 1층 ,548212113.0,128.74892522675597,36.56049581948665,2026-05-07 22:05:08
5070000-101-2017-00027,안동명가,식육(숯불구이),2017-02-06,120.31,120.31,,,,"경상북도 안동시 풍천면 풍요6길 9-4, 1층",경상북도 안동시 풍천면 갈전리 1356 1층 ,,128.4981007560769,36.57619671232675,2026-05-07 22:05:08
5070000-101-2017-00029,BBQ 치킨&비어(강남점),호프/통닭,2017-02-10,199.78,199.78,,,,"경상북도 안동시 강남1길 133-4, 1층 1,2호 (정하동)",경상북도 안동시 정하동 292-6 1층 101~2호,548534999.0,128.73497813899152,36.54934544586109,2026-05-07 22:05:08
5070000-101-2017-00033,술이 술술,한식,2017-02-21,60.0,60.0,,,,"경상북도 안동시 퇴계로 220-34, 207동 2층 1호 (안막동)",경상북도 안동시 안막동 71-9 207동 201호,,128.7337258904918,36.57759454400661,2026-05-07 22:05:08
5070000-101-2017-00032,도연식당,한식,2017-02-21,40.5,40.5,,,,경상북도 안동시 풍천면 지풍로 1656,경상북도 안동시 풍천면 가곡리 904-6 ,548210110.0,128.52345511370046,36.56373618856847,2026-05-07 22:05:08
5070000-101-2017-00035,쨍하고해뜰날,횟집,2017-02-23,290.06,290.06,,,,"경상북도 안동시 복주길 43, 1,2층 (옥동)",경상북도 안동시 옥동 764-17 ,,128.6991682772765,36.5635803230085,2026-05-07 22:05:08
5070000-101-2017-00036,두찜 경북도청점,한식,2017-02-24,68.0,68.0,,,,"경상북도 안동시 풍천면 풍요3길 32-16, 1층",경상북도 안동시 풍천면 갈전리 1440 1층 ,,128.49817130309594,36.57522423504329,2026-08-22 21:47:50
5070000-101-2017-00037,한끼식당,한식,2017-02-27,72.6,72.6,,,,"경상북도 안동시 중앙로 46-1, 1층 (삼산동)",경상북도 안동시 삼산동 103-7 1층 ,548573764.0,128.73157483587224,36.56515031940263,2026-05-07 22:05:08
5070000-101-2017-00038,본죽&비빔밥카페 안동강남점,한식,2017-02-27,59.78,59.78,,,,"경상북도 안동시 강남5길 5, 1층 5호 (정하동)",경상북도 안동시 정하동 282-3 105호,548566288.0,128.7359713898743,36.550537822828936,2026-05-07 22:05:08
5070000-101-2017-00041,청춘안동대밥상,한식,2017-03-02,75.66,75.66,,,,"경상북도 안동시 송천1길 136, 1층 (송천동)",경상북도 안동시 송천동 893-1 1층 ,,128.79399652008115,36.544685946186576,2026-05-07 22:05:08
