관리번호,사업장명,업태구분명,인허가일자,소재지면적,시설총규모,남성종사자수,여성종사자수,전통업소주된음식,도로명주소,지번주소,전화번호,경도,위도,데이터갱신시점
5070000-101-2000-00284,새감골식당,중국식,2000-03-11,27.0,27.0,0.0,0.0,,경상북도 안동시 서부시장길 8 (태화동),경상북도 안동시 태화동 178-6 ,548525780.0,128.7155348926129,36.564075913670585,2026-05-07 22:02:40
5070000-101-2000-00720,안동본가갈비,식육(숯불구이),2000-03-11,24.3,24.3,0.0,0.0,,"경상북도 안동시 음식의길 14, c동 106호 (운흥동)",경상북도 안동시 운흥동 171-7 c동 106호,548598000.0,128.73199899405947,36.563731143801334,2026-05-07 22:03:02
5070000-101-2000-00875,관광식당,한식,2000-03-11,74.55,74.55,,,,경상북도 안동시 임동면 편항길 20,경상북도 안동시 임동면 중평리 908 ,548223064.0,128.9185494901758,36.568069203576215,2026-05-07 22:03:10
5070000-101-2000-00877,팔도식육식당,한식,2000-03-11,36.6,36.6,0.0,0.0,,경상북도 안동시 임동면 챗거리길 39-5,경상북도 안동시 임동면 중평리 933 ,548573142.0,128.91956042144682,36.567997772954,2026-05-07 22:03:10
5070000-101-2000-00659,흥국관,중국식,2000-03-11,99.51,99.51,0.0,0.0,,"경상북도 안동시 합전길 31, 1층 (송현동)",경상북도 안동시 송현동 290-24 ,548572020.0,128.69944983054265,36.56944093770999,2026-05-07 22:02:59
5070000-101-2000-00575,동해회식당,횟집,2000-03-11,93.58,93.58,0.0,0.0,,경상북도 안동시 대안로 101-15 (광석동),경상북도 안동시 광석동 257-2 ,548551164.0,128.72398846702436,36.56552744144155,2026-05-07 22:02:55
5070000-101-2000-00616,정하식당,한식,2000-03-11,21.3,21.3,,,,경상북도 안동시 운동장길 9 (정하동),경상북도 안동시 정하동 375-5 ,548586906.0,128.72076471553657,36.551567137294725,2026-05-07 22:02:58
5070000-101-2000-01149,서울복어식당,복어취급,2000-03-11,123.09,123.09,0.0,0.0,,경상북도 안동시 태사1길 22 (북문동),경상북도 안동시 북문동 17-4 ,548577051.0,128.7322241890787,36.56713689516072,2026-05-07 22:03:17
5070000-101-2000-00846,몽실식당,한식,2000-03-11,40.68,40.68,0.0,0.0,,경상북도 안동시 도산면 퇴계로 2624-1,경상북도 안동시 도산면 온혜리 569-3 ,548554131.0,128.83254498715428,36.74833817083213,2026-05-07 22:03:09
5070000-101-2000-00811,신동해반점,중국식,2000-03-11,75.29,75.29,0.0,0.0,,경상북도 안동시 일직면 중앙통길 16,경상북도 안동시 일직면 운산리 97-18 ,548584519.0,128.65911321718443,36.47488165528468,2026-05-07 22:03:08
5070000-101-2000-00723,포진기사가든,한식,2000-03-11,146.56,146.56,0.0,0.0,,경상북도 안동시 경동로 1546 (송천동),경상북도 안동시 송천동 55-1 ,548570646.0,128.81232767966202,36.539209687037165,2026-05-07 22:03:02
5070000-101-2000-01217,보문식당,한식,2000-03-11,62.5,62.5,0.0,0.0,,"경상북도 안동시 대안로 135, 1층 (남문동)",경상북도 안동시 남문동 222-45 1층 ,548546009.0,128.72774730878547,36.56517275905992,2026-05-07 22:03:20
5070000-101-2000-00978,머거치킨,호프/통닭,2000-03-11,22.44,22.44,,,,경상북도 안동시 경동로 898-1 (용상동),경상북도 안동시 용상동 1212-2 ,548216966.0,128.7536643191013,36.557487512488564,2026-05-07 22:03:13
5070000-101-2000-01683,영덕회식당,횟집,2000-03-11,12.95,12.95,0.0,0.0,,"경상북도 안동시 중앙시장2길 27 (옥야동,,305-1)","경상북도 안동시 옥야동 303-13 ,305-1 ",548586664.0,128.72341175515535,36.56416635032698,2026-05-07 22:03:43
5070000-101-2000-00390,시골장터,한식,2000-03-11,21.0,21.0,0.0,0.0,,경상북도 안동시 당북길 43 (당북동),경상북도 안동시 당북동 95-13 ,,128.71867341520016,36.56559682955393,2026-05-07 22:02:46
5070000-101-2000-01327,가마솥,한식,2000-03-11,90.99,90.99,0.0,0.0,,경상북도 안동시 와룡면 매구네길 14,경상북도 안동시 와룡면 태리 520-4 ,548567661.0,128.76519496539228,36.62967887715146,2026-05-07 22:03:25
5070000-101-2000-00673,돈돼지,통닭(치킨),2000-03-11,78.0,78.0,0.0,0.0,,"경상북도 안동시 길주길 103, 2층 201,202호 (용상동)",경상북도 안동시 용상동 600 ,548219322.0,128.76365975209555,36.55480469430447,2026-05-07 22:03:00
5070000-101-2000-01222,황소곳간,식육(숯불구이),2000-03-11,520.0,520.0,,,,경상북도 안동시 풍산읍 풍산태사로 1027,경상북도 안동시 풍산읍 안교리 597 ,548431002.0,128.57093757915524,36.57886749863867,2026-05-07 22:03:20
5070000-101-2000-01193,오리아재,식육(숯불구이),2000-03-11,172.38,172.38,0.0,0.0,,경상북도 안동시 충효로 4264-11 (정상동),경상북도 안동시 정상동 272-1 ,548415292.0,128.7442742789343,36.5358417406404,2026-05-07 22:03:18
5070000-101-2000-00144,류의자능이버섯백숙,한식,2000-03-11,320.0,320.0,,,,경상북도 안동시 옥동4길 59 (옥동),경상북도 안동시 옥동 985-4 ,,128.7026523910977,36.559958119799084,2026-05-07 22:01:57
5070000-101-2000-01488,유아히어 안동점,경양식,2000-03-11,67.2,67.2,0.0,0.0,,"경상북도 안동시 강남로 277, 1층 (정하동)",경상북도 안동시 정하동 316-1 ,548414455.0,128.73175188358005,36.55361389139967,2026-05-07 22:03:35
5070000-101-2000-01171,고삐,한식,2000-03-11,91.11,91.11,,,,경상북도 안동시 옥명길 61 (태화동),경상북도 안동시 태화동 913-1 ,548522332.0,128.704253335943,36.564401253477925,2026-05-07 22:03:17
5070000-101-2000-01373,삼다도찜마을,한식,2000-03-11,71.08,71.08,0.0,0.0,,경상북도 안동시 풍산읍 풍산중앙길 152-1,경상북도 안동시 풍산읍 상리리 460-12 ,548587676.0,128.57725796774426,36.577845710059535,2026-05-07 22:03:27
5070000-101-2000-01002,동해가든식당,한식,2000-03-11,38.0,38.0,0.0,0.0,,,경상북도 안동시 상아동 550 ,548592541.0,,,2026-08-27 21:47:50
5070000-101-2000-00578,일광식당,한식,2000-03-11,43.12,43.12,0.0,0.0,,,경상북도 안동시 풍천면 구담리 495 ,,128.46446218075673,36.54244773968878,2026-05-07 22:02:55
5070000-101-2000-00882,임동식육식당,식육(숯불구이),2000-03-11,32.25,32.25,0.0,0.0,,경상북도 안동시 임동면 챗거리길 39-8,경상북도 안동시 임동면 중평리 937 ,548223144.0,128.91963781114535,36.56824677651195,2026-05-07 22:03:10
5070000-101-2000-00411,서울식당,중국식,2000-03-11,124.0,124.0,0.0,0.0,,경상북도 안동시 중앙로 75 (동부동),경상북도 안동시 동부동 153-1 ,548581597.0,128.73485398497186,36.56502080712609,2026-05-07 22:02:47
5070000-101-2000-00533,옛날이야기,한식,2000-03-11,189.0,189.0,0.0,0.0,,경상북도 안동시 석주로 424 (성곡동),경상북도 안동시 성곡동 210 ,548212225.0,128.77593802879838,36.57878727382254,2026-05-07 22:02:50
5070000-101-2000-00295,한성아구찜,한식,2000-03-11,39.0,39.0,0.0,0.0,,경상북도 안동시 음식의길 26 (운흥동),경상북도 안동시 운흥동 147-3 ,548579015.0,128.73202921076086,36.56439119803788,2026-05-07 22:02:41
5070000-101-2000-00831,세명식당,한식,2000-03-11,66.12,66.12,0.0,0.0,,,경상북도 안동시 예안면 정산리 630 ,548561535.0,,,2026-05-07 22:03:08
5070000-101-2000-00242,우리집식당,한식,2000-03-11,10.5,10.5,0.0,0.0,,경상북도 안동시 중앙시장2길 37 (옥야동),경상북도 안동시 옥야동 303-15 ,548526183.0,128.7239761579033,36.56400324671853,2026-05-07 22:02:34
5070000-101-2000-00509,강구회식당,횟집,2000-03-11,13.14,13.14,0.0,0.0,,"경상북도 안동시 중앙시장2길 31, 3호 (옥야동)",경상북도 안동시 옥야동 303-17 3호,,128.7235843999911,36.56401202160069,2026-05-07 22:02:50
5070000-101-2000-01056,동진가든,식육(숯불구이),2000-03-11,123.2,123.2,0.0,0.0,,경상북도 안동시 송천1길 61 (송천동),경상북도 안동시 송천동 909-4 ,548541481.0,128.79075408447653,36.54443942335721,2026-05-07 22:03:14
5070000-101-2000-01267,가든퇴계로,식육(숯불구이),2000-03-11,74.88,74.88,0.0,0.0,,경상북도 안동시 와룡면 퇴계로 741,경상북도 안동시 와룡면 태리 125 ,548567077.0,128.7634837259847,36.609823111911865,2026-05-07 22:03:21
5070000-101-2000-01039,장군주먹고기,식육(숯불구이),2000-03-11,115.48,115.48,0.0,0.0,,경상북도 안동시 음식의길 52-1 (동부동),경상북도 안동시 동부동 81-9 ,548576379.0,128.73239342820455,36.565575917450936,2026-05-07 22:03:14
5070000-101-2000-01202,청량산육육봉가가든,한식,2000-03-11,189.92,189.92,0.0,0.0,,경상북도 안동시 도산면 퇴계로 2979,경상북도 안동시 도산면 태자리 462-5 ,548562551.0,128.8444182823156,36.777086681474934,2026-05-07 22:03:19
5070000-101-2000-00425,태함식당,한식,2000-03-11,79.57,79.57,0.0,0.0,,경상북도 안동시 음식의길 83-1 (북문동),경상북도 안동시 북문동 15-5 ,548413233.0,128.73254500780627,36.56687491789809,2026-05-07 22:02:47
5070000-101-2000-00944,솥뚜껑삼겹살,식육(숯불구이),2000-03-11,33.0,33.0,,,,경상북도 안동시 송천1길 122 (송천동),경상북도 안동시 송천동 892-2 ,548578246.0,128.79340937435302,36.54439338819501,2026-05-07 22:03:12
5070000-101-2000-00948,동부숯불갈비,식육(숯불구이),2000-03-11,78.08,78.08,0.0,0.0,,경상북도 안동시 경동로 677-10 (운흥동),경상북도 안동시 운흥동 171-10 ,548572707.0,128.73230773933258,36.563747468724955,2026-05-07 22:03:12
5070000-101-2000-01677,풍년식당,한식,2000-03-11,10.64,10.64,0.0,0.0,,경상북도 안동시 중앙시장4길 26-9 (옥야동),경상북도 안동시 옥야동 288-1 ,,128.7232852531453,36.56501229680568,2026-05-07 22:03:42
5070000-101-2000-00263,퀸즈커피(QUEENS COFFEE),까페,2000-03-11,84.33,84.33,0.0,0.0,,경상북도 안동시 경동로 662 (운흥동),경상북도 안동시 운흥동 247-12 ,548596018.0,128.7302980567532,36.56292756715581,2026-05-07 22:02:38
5070000-101-2000-01703,태림숯불갈비,식육(숯불구이),2000-03-11,80.02,80.02,0.0,0.0,,경상북도 안동시 중앙로 71-5 (동부동),경상북도 안동시 동부동 71-25 ,548592801.0,128.73420588834009,36.565204379578184,2026-05-07 22:03:44
5070000-101-2000-00275,보영분식,분식,2000-03-11,30.5,30.5,0.0,0.0,,경상북도 안동시 번영1길 1 (천리동),경상북도 안동시 천리동 220-9 ,,128.7271592707161,36.5635048669115,2026-05-07 22:02:39
5070000-101-2000-00314,안동회관,한식,2000-03-11,210.28,210.28,0.0,0.0,,경상북도 안동시 태사길 71 (옥정동),경상북도 안동시 옥정동 441 ,548579555.0,128.73503428604005,36.56650293956952,2026-05-07 22:02:42
5070000-101-2000-00488,온정,한식,2000-03-11,61.63,61.63,0.0,0.0,,경상북도 안동시 송하1길 7 (송현동),경상북도 안동시 송현동 304-2 ,548538539.0,128.69681556288128,36.57139147997549,2026-05-07 22:02:48
5070000-101-2000-01439,꼬기마을,한식,2000-03-11,16.9,16.9,0.0,0.0,,,경상북도 안동시 옥동 103 삼익종합상가 ,548575828.0,,,2026-05-07 22:03:28
5070000-101-2000-00483,성전식당,한식,2000-03-11,11.88,11.88,0.0,0.0,,경상북도 안동시 동흥1길 9 (운흥동),경상북도 안동시 운흥동 205-4 ,,128.73397636682023,36.56416575937217,2026-05-07 22:02:48
5070000-101-2000-01112,학가산참마식당,한식,2000-03-11,114.3,114.3,0.0,0.0,,경상북도 안동시 북후면 북평로 677,경상북도 안동시 북후면 도촌리 139-2 ,548587456.0,128.7032952924592,36.667995662077786,2026-05-07 22:03:15
5070000-101-2000-01491,천지식당,한식,2000-03-13,82.0,82.0,0.0,0.0,,경상북도 안동시 길안면 웃장터길 90,경상북도 안동시 길안면 천지리 572-4 ,548228388.0,128.89763255394973,36.45536657929186,2026-05-07 22:03:35
5070000-101-2000-01362,치킨피아,통닭(치킨),2000-03-14,19.68,19.68,0.0,0.0,,경상북도 안동시 서동문로 46 (태화동),경상북도 안동시 태화동 65-60 ,,128.716818468782,36.56638231265218,2026-05-07 22:03:26
5070000-101-2000-01172,영빈관,중국식,2000-03-15,93.0,93.0,0.0,0.0,,경상북도 안동시 복주3길 47 (옥동),경상북도 안동시 옥동 764-12 ,548432626.0,128.6998336638709,36.563749812389936,2026-05-07 22:03:17
5070000-101-2000-00327,술공장,호프/통닭,2000-03-30,114.0,114.0,0.0,0.0,,경상북도 안동시 복주1길 59 (옥동),경상북도 안동시 옥동 770-6 ,548549229.0,128.70029368321687,36.562474412481684,2026-05-07 22:02:43
5070000-101-2000-00365,장수고을,한식,2000-04-04,32.0,32.0,0.0,0.0,,경상북도 안동시 남문로 10-1 (남문동),경상북도 안동시 남문동 189-20 ,548526913.0,128.72975736305236,36.564037584609935,2026-05-07 22:02:45
5070000-101-2000-00326,서부포차식당,식육(숯불구이),2000-04-07,48.0,48.0,0.0,0.0,,"경상북도 안동시 서부시장길 27 (태화동,외 1필)",경상북도 안동시 태화동 60-19 외 1필 ,,128.7153469409326,36.564909518696105,2026-05-07 22:02:43
5070000-101-2000-00276,도산식당,한식,2000-04-07,13.0,13.0,0.0,0.0,,경상북도 안동시 중앙시장길 7 (옥야동),경상북도 안동시 옥야동 307-2 ,548537502.0,128.72415511139334,36.56373783546307,2026-05-07 22:02:39
5070000-101-2000-01184,엄지식당,한식,2000-04-07,20.0,20.0,0.0,0.0,,경상북도 안동시 중앙시장2길 8-1 (옥야동),경상북도 안동시 옥야동 299-7 ,548540996.0,128.72234137134035,36.563881457291345,2026-05-07 22:03:18
5070000-101-2000-01503,맥코리아치킨,통닭(치킨),2000-04-10,36.0,36.0,0.0,0.0,,,경상북도 안동시 태화동 578-1 우성아파트상가 A107호 ,548411858.0,128.70588894388442,36.559532468170794,2026-05-07 22:03:35
5070000-101-2000-00900,고향소주방,호프/통닭,2000-04-21,60.16,60.16,0.0,0.0,,,경상북도 안동시 예안면 정산리 666-10 ,548232058.0,128.88566894707188,36.66200270712481,2026-05-07 22:03:11
5070000-101-2000-01509,머뭄카페,한식,2000-04-26,82.76,82.76,0.0,0.0,,경상북도 안동시 대안로 131 (남문동),경상북도 안동시 남문동 224-1 ,548588161.0,128.72725350540503,36.565341917333235,2026-05-07 22:03:36
5070000-101-2000-00924,동아식당,한식,2000-04-29,26.04,26.04,0.0,0.0,,"경상북도 안동시 어가골윗길 14, 우성아파트 상가 1층 106호 (태화동)",경상북도 안동시 태화동 578-1 우성아파트 ,548411858.0,128.70588894388442,36.559532468170794,2026-05-07 22:03:12
5070000-101-2000-01513,망치,한식,2000-05-03,55.4,55.4,,,,"경상북도 안동시 말구리길 5, 1층 (옥동)",경상북도 안동시 옥동 616-4 1층 ,548227567.0,128.7049839669855,36.564202081839156,2026-05-07 22:03:36
5070000-101-2000-01515,무봉리토종순대국,한식,2000-05-04,125.0,125.0,,,,"경상북도 안동시 경동로 857 (용상동,외3필지)",경상북도 안동시 용상동 1258-3 외3필지 ,548233636.0,128.75050222264716,36.56009133319927,2026-05-07 22:03:36
5070000-101-2000-00734,셀프비빔밥앤도시락1호점,한식,2000-05-17,66.0,66.0,0.0,0.0,,경상북도 안동시 경동로 572 (당북동),경상북도 안동시 당북동 333-7 ,,128.72025366802526,36.563193467779996,2026-05-07 22:03:02
5070000-101-2000-01522,김밥천국남부점,김밥(도시락),2000-05-17,16.5,16.5,0.0,0.0,,경상북도 안동시 경동로 665 (남부동),경상북도 안동시 남부동 234-3 ,548529298.0,128.7306395146979,36.563331222941635,2026-05-07 22:03:37
5070000-101-2000-00677,채꺼리매운탕,탕류(보신용),2000-05-30,49.52,49.52,0.0,0.0,,경상북도 안동시 태화중앙로 61 (태화동),경상북도 안동시 태화동 230-42 ,548577741.0,128.7115686306,36.558830711886486,2026-05-07 22:03:00
5070000-101-2000-00424,효자통닭,호프/통닭,2000-06-16,74.34,74.34,0.0,0.0,,"경상북도 안동시 당북길 54, 1층 (당북동)",경상북도 안동시 당북동 89-5 1층 ,,128.71890410686413,36.566075496753314,2026-05-07 22:02:47
5070000-101-2000-01536,지코바치킨 용상점,통닭(치킨),2000-06-19,26.0,26.0,0.0,0.0,,경상북도 안동시 전거리4길 48 (용상동),경상북도 안동시 용상동 1567-5 ,548229282.0,128.74419534852208,36.5577640638561,2026-05-07 22:03:37
5070000-101-2000-01539,보배네 염소탕,한식,2000-06-27,36.0,36.0,0.0,0.0,,경상북도 안동시 풍천면 지풍로 1051-1,경상북도 안동시 풍천면 구담리 489 ,,128.46584708103222,36.54176746353291,2026-05-07 22:03:37
5070000-101-2000-01451,보성한정식,한식,2000-06-30,87.77,87.77,0.0,0.0,,경상북도 안동시 중앙로 90 (법흥동),경상북도 안동시 법흥동 185-3 ,548579252.0,128.73644629782459,36.5647800435475,2026-05-07 22:03:30
5070000-101-2000-00611,콩깍지,한식,2000-07-01,360.36,360.36,,,,"경상북도 안동시 석주로 171-4 (상아동,외 1필지)",경상북도 안동시 상아동 21-3 외 1필지 ,548598877.0,128.75609116103436,36.57549420099092,2026-05-07 22:02:57
5070000-101-2000-01196,부산갈매기식당,한식,2000-07-11,21.75,21.75,0.0,0.0,,,경상북도 안동시 운흥동 841-18 ,548545285.0,,,2026-05-07 22:03:19
5070000-101-2000-00651,안동유진찜닭,통닭(치킨),2000-07-11,8.84,8.84,0.0,0.0,,경상북도 안동시 번영1길 47 (남문동),경상북도 안동시 남문동 181-7 ,548546019.0,128.72783154097868,36.56542588580287,2026-05-07 22:02:59
5070000-101-2000-00048,부어치킨 옥동점,호프/통닭,2000-07-14,34.3,34.3,0.0,0.0,,경상북도 안동시 광명로 198 (옥동),경상북도 안동시 옥동 638-1 상가 115호 ,548539592.0,128.70486884964353,36.56279844861128,2026-05-07 22:01:53
5070000-101-2000-01544,새자매식당,한식,2000-07-18,82.0,82.0,0.0,0.0,,경상북도 안동시 중앙시장4길 2 (옥야동),경상북도 안동시 옥야동 300-27 ,548520021.0,128.723043321014,36.563602130099625,2026-05-07 22:03:37
5070000-101-2000-00413,풍전식당,한식,2000-07-19,20.2,20.2,,,,경상북도 안동시 서부시장3길 33-7 (태화동),경상북도 안동시 태화동 62-1 라-42호 ,,128.71513320828979,36.56463923171302,2026-05-07 22:02:47
5070000-101-2000-00581,카페M2,한식,2000-07-20,89.59,89.59,0.0,0.0,,경상북도 안동시 강남로 175 (정하동),경상북도 안동시 정하동 377-4 ,548588858.0,128.7204118901897,36.55252833099983,2026-05-07 22:02:56
5070000-101-2000-00786,선영식당,한식,2000-07-21,20.97,20.97,0.0,0.0,,,경상북도 안동시 와룡면 가구리 722-7 ,548555390.0,128.7678762662518,36.61693536978876,2026-05-07 22:03:04
5070000-101-2000-00623,122번지,한식,2000-07-22,90.3,90.3,0.0,0.0,,경상북도 안동시 송천1길 122 (송천동),경상북도 안동시 송천동 892-2 ,,128.79340937435302,36.54439338819501,2026-05-07 22:02:58
5070000-101-2000-01548,옥류관면옥,한식,2000-07-26,148.0,148.0,0.0,0.0,,경상북도 안동시 문화광장길 40-11 (삼산동),경상북도 안동시 삼산동 103-3 ,548538484.0,128.73159068673783,36.56496175248641,2026-05-07 22:03:37
5070000-101-2000-01555,학가산포장마차,호프/통닭,2000-08-01,49.5,49.5,,,,경상북도 안동시 경동로 445-1 (태화동),경상북도 안동시 태화동 677-6 ,548541336.0,128.70814344996856,36.56819880684361,2026-05-07 22:03:38
5070000-101-2000-00583,독도해물탕,탕류(보신용),2000-08-04,136.3,136.3,0.0,0.0,,경상북도 안동시 음식의길 40 (동부동),경상북도 안동시 동부동 112-8 ,548563344.0,128.73223772550907,36.56503093325362,2026-05-07 22:02:56
5070000-101-2000-00457,한밝식당,한식,2000-08-04,30.8,30.8,0.0,0.0,,경상북도 안동시 논골길 87 (송천동),경상북도 안동시 송천동 489-2 ,,128.79695952072794,36.539811284482994,2026-05-07 22:02:48
5070000-101-2000-01228,우체국삼겹살,식육(숯불구이),2000-08-07,110.19,110.19,0.0,0.0,,경상북도 안동시 음식의길 40 (동부동),경상북도 안동시 동부동 112-8 ,548553525.0,128.73223772550907,36.56503093325362,2026-05-07 22:03:20
5070000-101-2000-00456,안동촌갈비,식육(숯불구이),2000-08-11,82.46,82.46,0.0,0.0,,경상북도 안동시 경동로 677-10 (운흥동),경상북도 안동시 운흥동 171-10 ,548417700.0,128.73230773933258,36.563747468724955,2026-05-07 03:03:03
5070000-101-2000-01561,해림식당,한식,2000-08-16,60.0,60.0,0.0,0.0,,"경상북도 안동시 대안로 108-7, 1층 (안흥동)",경상북도 안동시 안흥동 280-7 ,548538844.0,128.72488743724094,36.565022908086384,2026-05-07 22:03:38
5070000-101-2000-00216,소문난 막국수,한식,2000-08-17,81.84,81.84,0.0,0.0,,경상북도 안동시 태사1길 20 (북문동),경상북도 안동시 북문동 16 ,548411109.0,128.732219733406,36.56700103167425,2026-05-07 22:02:26
5070000-101-2000-01565,욱이네감자탕,한식,2000-08-21,112.0,112.0,0.0,0.0,,경상북도 안동시 대안로 175 (운흥동),경상북도 안동시 운흥동 147-2 ,548580775.0,128.73198699268374,36.56419091174535,2026-05-07 22:03:38
5070000-101-2000-01089,고속기사님식당,한식,2000-08-26,93.03,93.03,0.0,0.0,,경상북도 안동시 풍산읍 서선길 35,경상북도 안동시 풍산읍 수곡리 400-1 ,548534038.0,128.63692271077514,36.590448519894544,2026-05-07 22:03:15
5070000-101-2000-01570,뚱반장,중국식,2000-09-05,30.0,30.0,0.0,0.0,,경상북도 안동시 제비원로 236 (안기동),경상북도 안동시 안기동 182-10 ,548535053.0,128.7193793598196,36.573025857701715,2026-05-07 22:03:38
5070000-101-2000-01574,송화촌,한식,2000-09-06,89.0,89.0,0.0,0.0,,경상북도 안동시 태사길 24 (삼산동),경상북도 안동시 삼산동 60-2 ,548438525.0,128.73232216324388,36.56653727535613,2026-05-07 22:03:38
5070000-101-2000-01575,간이역안기점,호프/통닭,2000-09-07,43.0,43.0,0.0,0.0,,경상북도 안동시 안기1길 14 (안기동),경상북도 안동시 안기동 179-2 ,548419255.0,128.71850400603793,36.57393773415814,2026-05-07 22:03:38
5070000-101-2000-01576,퇴근길,호프/통닭,2000-09-07,79.0,79.0,,,,"경상북도 안동시 경북대로 427 (옥동,외1필지 306호)",경상북도 안동시 옥동 989 외1필지 306호 ,548419976.0,128.6985157064129,36.56687423896304,2026-05-07 22:03:38
5070000-101-2000-01283,촌가한식,한식,2000-09-14,73.44,73.44,0.0,0.0,,,경상북도 안동시 태화동 294-16 ,548557887.0,128.7161026737034,36.56118680966855,2026-05-07 22:03:21
5070000-101-2000-00844,온혜치킨,호프/통닭,2000-09-14,18.3,18.3,0.0,0.0,,경상북도 안동시 도산면 퇴계로 2610,경상북도 안동시 도산면 온혜리 339-1 ,548411231.0,128.83329261182448,36.74731129299748,2026-05-07 22:03:09
5070000-101-2000-01339,누룽지식당,한식,2000-09-21,75.92,75.92,0.0,0.0,,경상북도 안동시 명륜길 16 (명륜동),경상북도 안동시 명륜동 330-1 ,548415967.0,128.73030369455088,36.56877021424159,2026-05-07 22:03:25
5070000-101-2002-00001,쪼닭 안동대점,한식,2000-09-27,49.5,49.5,0.0,0.0,,경상북도 안동시 논골길 50 (송천동),경상북도 안동시 송천동 479 ,548597477.0,128.79702275044787,36.540463371418554,2026-05-07 22:04:14
5070000-101-2000-00493,신시장부산아구찜,한식,2000-09-27,57.0,57.0,0.0,0.0,,경상북도 안동시 중앙시장1길 52 (옥야동),경상북도 안동시 옥야동 303-8 ,548556314.0,128.72377433252805,36.564175512105784,2026-05-07 22:02:48
5070000-101-2000-00632,레몽레인,호프/통닭,2000-10-02,45.08,45.08,0.0,0.0,,"경상북도 안동시 서후면 귀여리길 17 (,5)","경상북도 안동시 서후면 명리 417-3 ,5 ",548550083.0,128.65182812335817,36.588448800851445,2026-05-07 22:02:58
5070000-101-2000-01070,딸랑이식당,한식,2000-10-02,17.38,17.38,0.0,0.0,,,경상북도 안동시 예안면 정산리 630 ,548228836.0,,,2026-05-07 22:03:15
5070000-101-2000-01445,세경식당,한식,2000-10-04,24.86,24.86,0.0,0.0,,"경상북도 안동시 번영3길 12 (남문동,,26)","경상북도 안동시 남문동 221-25 ,26 ",548418402.0,128.72653493948727,36.564321484189875,2026-05-07 22:03:29
5070000-101-2000-01589,안막갈비식당,식육(숯불구이),2000-10-09,96.0,96.0,0.0,0.0,,경상북도 안동시 상아길 5 (안막동),경상북도 안동시 안막동 116-3 ,548582617.0,128.73739345025012,36.5827765107496,2026-05-07 22:03:39
5070000-101-2000-01590,간이역송현점,호프/통닭,2000-10-12,48.0,48.0,0.0,0.0,,"경상북도 안동시 합전2길 8 (송현동,상가 2호)",경상북도 안동시 송현동 295-2 상가 2호 ,548419289.0,128.69796173999399,36.57023688224151,2026-05-07 22:03:39
5070000-101-2000-01591,정다운사람들,한식,2000-10-18,49.0,49.0,0.0,0.0,,경상북도 안동시 제비원로 264 (안기동),경상북도 안동시 안기동 223-45 ,548593393.0,128.7193260560979,36.57558230903609,2026-05-07 22:03:39
5070000-101-2000-01592,먹고호프소주방,호프/통닭,2000-10-18,33.0,33.0,0.0,0.0,,경상북도 안동시 태화중앙로 49 (태화동),경상북도 안동시 태화동 231-2 ,,128.7101756106692,36.55885747403665,2026-05-07 22:03:39
5070000-101-2000-00895,샛별네 김밥집,분식,2000-10-26,77.76,77.76,,,,"경상북도 안동시 풍천면 구담배나들길 46, 1층",경상북도 안동시 풍천면 구담리 454-3 ,,128.4666557007459,36.54182192535368,2026-05-07 22:03:11
5070000-101-2000-01363,행복포차,호프/통닭,2000-10-30,36.4,36.4,0.0,0.0,,경상북도 안동시 안기천로 89 (태화동),경상북도 안동시 태화동 53-15 ,548556679.0,128.71726317974924,36.56547097657085,2026-08-25 21:47:50
5070000-101-2000-00160,좋은사람들,한식,2000-11-07,68.06,68.06,0.0,0.0,,"경상북도 안동시 안기천로 91, 2층 (태화동)",경상북도 안동시 태화동 53-2 ,,128.71735044022063,36.56562156739113,2026-05-07 22:01:58
5070000-101-2000-00042,산군한우갈비,식육(숯불구이),2000-11-09,78.5,78.5,0.0,0.0,,경상북도 안동시 안기1길 15 (안기동),경상북도 안동시 안기동 167-5 ,548435432.0,128.71837004513267,36.573726883033146,2026-05-07 22:01:52
5070000-101-2000-00439,더치페이,호프/통닭,2000-11-09,131.5,131.5,,,,경상북도 안동시 중앙로 54 (동부동),경상북도 안동시 동부동 114-1 ,548538200.0,128.7324126164759,36.5649032983097,2026-05-07 22:02:47
5070000-101-2000-00870,강변가든,한식,2000-11-13,101.31,101.31,0.0,0.0,,경상북도 안동시 풍천면 풍일로 36-28,경상북도 안동시 풍천면 도양리 6 ,548532225.0,128.51004350847734,36.55129124527695,2026-05-07 22:03:09
5070000-101-2000-01607,교동찜닭,통닭(치킨),2000-11-17,103.7,103.7,0.0,0.0,,경상북도 안동시 서후면 서선길 191-8,경상북도 안동시 서후면 교리 483 ,548527156.0,128.65424688761726,36.58718485057631,2026-05-07 22:03:40
5070000-101-2000-01610,골목안손국수,한식,2000-11-20,48.0,48.0,,,,경상북도 안동시 남문로 2 (남문동),경상북도 안동시 남문동 207-1 ,548578887.0,128.72952219955928,36.56347661896229,2026-05-07 22:03:40
5070000-101-2000-00526,호반정,한식,2000-11-29,107.66,107.66,0.0,0.0,,"경상북도 안동시 석주로 217, 1층 (상아동)",경상북도 안동시 상아동 542 ,548539449.0,128.75905744774627,36.57873719437868,2026-05-07 22:02:50
