SGG_CD,SGG_NM,BASE_YM,TOU_NUM,PREV_TOU_NUM,TOU_NUM_PER
11680,서울특별시 강남구,201801,16422689.0,0.0,
11680,서울특별시 강남구,201802,13466792.0,0.0,
11680,서울특별시 강남구,201803,17175399.0,0.0,
11680,서울특별시 강남구,201804,15217674.0,0.0,
11680,서울특별시 강남구,201805,15661915.0,0.0,
11680,서울특별시 강남구,201806,16255732.0,0.0,
11680,서울특별시 강남구,201807,18744015.0,0.0,
11680,서울특별시 강남구,201808,16466887.0,0.0,
11680,서울특별시 강남구,201809,15423943.0,0.0,
11680,서울특별시 강남구,201810,17705268.0,0.0,
11680,서울특별시 강남구,201811,16667801.0,0.0,
11680,서울특별시 강남구,201812,17344883.0,0.0,
11680,서울특별시 강남구,201901,17246033.0,16422689.0,5.0
11680,서울특별시 강남구,201902,13361407.0,13466792.0,-0.8
11680,서울특별시 강남구,201903,18073398.0,17175399.0,5.2
11680,서울특별시 강남구,201904,14706860.0,15217674.0,-3.4
11680,서울특별시 강남구,201905,16020602.0,15661915.0,2.3
11680,서울특별시 강남구,201906,15859980.0,16255732.0,-2.4
11680,서울특별시 강남구,201907,18096218.0,18744015.0,-3.4
11680,서울특별시 강남구,201908,17633938.0,16466887.0,7.1
11680,서울특별시 강남구,201909,15810396.0,15423943.0,2.5
11680,서울특별시 강남구,201910,16926388.0,17705268.0,-4.4
11680,서울특별시 강남구,201911,19235874.0,16667801.0,15.4
11680,서울특별시 강남구,201912,18896489.0,17344883.0,8.9
11680,서울특별시 강남구,202001,17448701.0,17246033.0,1.2
11680,서울특별시 강남구,202002,14361868.0,13361407.0,7.5
11680,서울특별시 강남구,202003,12225268.0,18073398.0,-32.4
11680,서울특별시 강남구,202004,14529125.0,14706860.0,-1.2
11680,서울특별시 강남구,202005,16150557.0,16020602.0,0.8
11680,서울특별시 강남구,202006,16250238.0,15859980.0,2.5
11680,서울특별시 강남구,202007,17771109.0,18096218.0,-1.8
11680,서울특별시 강남구,202008,14989584.0,17633938.0,-15.0
11680,서울특별시 강남구,202009,14035760.0,15810396.0,-11.2
11680,서울특별시 강남구,202010,17130686.0,16926388.0,1.2
11680,서울특별시 강남구,202011,16167671.0,19235874.0,-16.0
11680,서울특별시 강남구,202012,12383487.0,18896489.0,-34.5
11680,서울특별시 강남구,202101,13734087.0,17448701.0,-21.3
11680,서울특별시 강남구,202102,14173643.0,14361868.0,-1.3
11680,서울특별시 강남구,202103,17571895.0,12225268.0,43.7
11680,서울특별시 강남구,202104,15496849.0,14529125.0,6.7
11680,서울특별시 강남구,202105,16322722.0,16150557.0,1.1
11680,서울특별시 강남구,202106,16677505.0,16250238.0,2.6
11680,서울특별시 강남구,202107,14650624.0,17771109.0,-17.6
11680,서울특별시 강남구,202108,14930923.0,14989584.0,-0.4
11680,서울특별시 강남구,202109,15226194.0,14035760.0,8.5
11680,서울특별시 강남구,202110,17246288.0,17130686.0,0.7
11680,서울특별시 강남구,202111,18207168.0,16167671.0,12.6
11680,서울특별시 강남구,202112,16938480.0,12383487.0,36.8
11680,서울특별시 강남구,202201,16566241.0,13734087.0,20.6
11680,서울특별시 강남구,202202,13854589.0,14173643.0,-2.2
11680,서울특별시 강남구,202203,16611279.0,17571895.0,-5.5
11680,서울특별시 강남구,202204,18167145.0,15496849.0,17.2
11680,서울특별시 강남구,202205,18975619.0,16322722.0,16.2
11680,서울특별시 강남구,202206,17925371.0,16677505.0,7.5
11680,서울특별시 강남구,202207,19414979.0,14650624.0,32.5
11680,서울특별시 강남구,202208,18152804.0,14930923.0,21.6
11680,서울특별시 강남구,202209,17973651.0,15226194.0,18.0
11680,서울특별시 강남구,202210,19031323.0,17246288.0,10.4
11680,서울특별시 강남구,202211,18699820.0,18207168.0,2.7
11680,서울특별시 강남구,202212,19056732.0,16938480.0,12.5
11680,서울특별시 강남구,202301,17986785.0,16566241.0,8.6
11680,서울특별시 강남구,202302,18048149.0,13854589.0,30.3
11680,서울특별시 강남구,202303,19561221.0,16611279.0,17.8
11680,서울특별시 강남구,202304,18016150.0,18167145.0,-0.8
11680,서울특별시 강남구,202305,19272405.0,18975619.0,1.6
11680,서울특별시 강남구,202306,18891762.0,17925371.0,5.4
11680,서울특별시 강남구,202307,19988866.0,19414979.0,3.0
11680,서울특별시 강남구,202308,19024613.0,18152804.0,4.8
11680,서울특별시 강남구,202309,18200114.0,17973651.0,1.2
11680,서울특별시 강남구,202310,18850251.0,19031323.0,-1.0
11680,서울특별시 강남구,202311,19103087.0,18699820.0,2.2
11680,서울특별시 강남구,202312,19400672.0,19056732.0,1.8
11680,서울특별시 강남구,202401,19605354.0,17986785.0,9.0
11680,서울특별시 강남구,202402,16799880.0,18048149.0,-6.9
11680,서울특별시 강남구,202403,20085377.0,19561221.0,2.7
11680,서울특별시 강남구,202404,18476060.0,18016150.0,2.6
11680,서울특별시 강남구,202405,19084847.0,19272405.0,-1.0
11680,서울특별시 강남구,202406,18560762.0,18891762.0,-1.8
11680,서울특별시 강남구,202407,19762874.0,19988866.0,-1.1
11680,서울특별시 강남구,202408,18571119.0,19024613.0,-2.4
11680,서울특별시 강남구,202409,17520327.0,18200114.0,-3.7
11680,서울특별시 강남구,202410,19966771.0,18850251.0,5.9
11680,서울특별시 강남구,202411,19094921.0,19103087.0,-0.0
11680,서울특별시 강남구,202412,19574198.0,19400672.0,0.9
11680,서울특별시 강남구,202501,17764175.0,19605354.0,-9.4
11680,서울특별시 강남구,202502,18199558.0,16799880.0,8.3
11680,서울특별시 강남구,202503,19835879.0,20085377.0,-1.2
11680,서울특별시 강남구,202504,18951719.0,18476060.0,2.6
11680,서울특별시 강남구,202505,20259246.0,19084847.0,6.2
11680,서울특별시 강남구,202506,19708491.0,18560762.0,6.2
11680,서울특별시 강남구,202507,21611519.0,19762874.0,9.4
11680,서울특별시 강남구,202508,19853804.0,18571119.0,6.9
11680,서울특별시 강남구,202509,20463045.0,17520327.0,16.8
11680,서울특별시 강남구,202510,18754647.0,19966771.0,-6.1
11680,서울특별시 강남구,202511,21394684.0,19094921.0,12.0
11680,서울특별시 강남구,202512,21519954.0,19574198.0,9.9
11680,서울특별시 강남구,202601,20134665.0,17764175.0,13.3
11680,서울특별시 강남구,202602,17069752.0,18199558.0,-6.2
11680,서울특별시 강남구,202603,21160940.0,19835879.0,6.7
11680,서울특별시 강남구,202604,19066991.0,18951719.0,0.6
11680,서울특별시 강남구,202605,19577180.0,20259246.0,-3.4
11680,서울특별시 강남구,202606,20093976.0,19708491.0,2.0
11680,서울특별시 강남구,202607,20114740.0,21611519.0,-6.9
11680,서울특별시 강남구,202608,19601507.0,19853804.0,-1.3
11740,서울특별시 강동구,201801,3752402.0,0.0,
11740,서울특별시 강동구,201802,3523663.0,0.0,
11740,서울특별시 강동구,201803,4261057.0,0.0,
11740,서울특별시 강동구,201804,3855673.0,0.0,
11740,서울특별시 강동구,201805,4117407.0,0.0,
11740,서울특별시 강동구,201806,4038699.0,0.0,
11740,서울특별시 강동구,201807,4585763.0,0.0,
11740,서울특별시 강동구,201808,4059699.0,0.0,
11740,서울특별시 강동구,201809,4257148.0,0.0,
11740,서울특별시 강동구,201810,4253714.0,0.0,
11740,서울특별시 강동구,201811,4046665.0,0.0,
11740,서울특별시 강동구,201812,4168206.0,0.0,
11740,서울특별시 강동구,201901,3913504.0,3752402.0,4.3
11740,서울특별시 강동구,201902,3611293.0,3523663.0,2.5
11740,서울특별시 강동구,201903,4558788.0,4261057.0,7.0
11740,서울특별시 강동구,201904,3731651.0,3855673.0,-3.2
11740,서울특별시 강동구,201905,4163904.0,4117407.0,1.1
11740,서울특별시 강동구,201906,4143475.0,4038699.0,2.6
11740,서울특별시 강동구,201907,4497272.0,4585763.0,-1.9
11740,서울특별시 강동구,201908,4891369.0,4059699.0,20.5
11740,서울특별시 강동구,201909,4741492.0,4257148.0,11.4
11740,서울특별시 강동구,201910,4628113.0,4253714.0,8.8
11740,서울특별시 강동구,201911,5039709.0,4046665.0,24.5
11740,서울특별시 강동구,201912,4752902.0,4168206.0,14.0
11740,서울특별시 강동구,202001,4707456.0,3913504.0,20.3
11740,서울특별시 강동구,202002,3928843.0,3611293.0,8.8
11740,서울특별시 강동구,202003,4001263.0,4558788.0,-12.2
11740,서울특별시 강동구,202004,4223786.0,3731651.0,13.2
11740,서울특별시 강동구,202005,4636139.0,4163904.0,11.3
11740,서울특별시 강동구,202006,3999292.0,4143475.0,-3.5
11740,서울특별시 강동구,202007,4225912.0,4497272.0,-6.0
11740,서울특별시 강동구,202008,3656973.0,4891369.0,-25.2
11740,서울특별시 강동구,202009,3795275.0,4741492.0,-20.0
11740,서울특별시 강동구,202010,4237087.0,4628113.0,-8.4
11740,서울특별시 강동구,202011,3840055.0,5039709.0,-23.8
11740,서울특별시 강동구,202012,3325442.0,4752902.0,-30.0
11740,서울특별시 강동구,202101,3430912.0,4707456.0,-27.1
11740,서울특별시 강동구,202102,3653678.0,3928843.0,-7.0
11740,서울특별시 강동구,202103,4465387.0,4001263.0,11.6
11740,서울특별시 강동구,202104,3928582.0,4223786.0,-7.0
11740,서울특별시 강동구,202105,4162851.0,4636139.0,-10.2
11740,서울특별시 강동구,202106,3963375.0,3999292.0,-0.9
11740,서울특별시 강동구,202107,3773213.0,4225912.0,-10.7
11740,서울특별시 강동구,202108,3727990.0,3656973.0,1.9
11740,서울특별시 강동구,202109,4135386.0,3795275.0,9.0
11740,서울특별시 강동구,202110,4177267.0,4237087.0,-1.4
11740,서울특별시 강동구,202111,4087127.0,3840055.0,6.4
11740,서울특별시 강동구,202112,3983870.0,3325442.0,19.8
11740,서울특별시 강동구,202201,3850835.0,3430912.0,12.2
11740,서울특별시 강동구,202202,3308532.0,3653678.0,-9.4
11740,서울특별시 강동구,202203,4034739.0,4465387.0,-9.6
11740,서울특별시 강동구,202204,4365285.0,3928582.0,11.1
11740,서울특별시 강동구,202205,4566650.0,4162851.0,9.7
11740,서울특별시 강동구,202206,4155915.0,3963375.0,4.8
11740,서울특별시 강동구,202207,4327845.0,3773213.0,14.7
11740,서울특별시 강동구,202208,4113253.0,3727990.0,10.3
11740,서울특별시 강동구,202209,4310473.0,4135386.0,4.2
11740,서울특별시 강동구,202210,4378316.0,4177267.0,4.8
11740,서울특별시 강동구,202211,4134482.0,4087127.0,1.2
11740,서울특별시 강동구,202212,4111909.0,3983870.0,3.2
11740,서울특별시 강동구,202301,4013197.0,3850835.0,4.2
11740,서울특별시 강동구,202302,3907135.0,3308532.0,18.1
11740,서울특별시 강동구,202303,4502569.0,4034739.0,11.6
11740,서울특별시 강동구,202304,4016319.0,4365285.0,-8.0
11740,서울특별시 강동구,202305,4434330.0,4566650.0,-2.9
11740,서울특별시 강동구,202306,4171431.0,4155915.0,0.4
11740,서울특별시 강동구,202307,4260405.0,4327845.0,-1.6
11740,서울특별시 강동구,202308,4264290.0,4113253.0,3.7
11740,서울특별시 강동구,202309,4255966.0,4310473.0,-1.3
11740,서울특별시 강동구,202310,4312770.0,4378316.0,-1.5
11740,서울특별시 강동구,202311,4051088.0,4134482.0,-2.0
11740,서울특별시 강동구,202312,4255590.0,4111909.0,3.5
11740,서울특별시 강동구,202401,4072465.0,4013197.0,1.5
11740,서울특별시 강동구,202402,4012083.0,3907135.0,2.7
11740,서울특별시 강동구,202403,4734034.0,4502569.0,5.1
11740,서울특별시 강동구,202404,4195244.0,4016319.0,4.4
11740,서울특별시 강동구,202405,4444695.0,4434330.0,0.2
11740,서울특별시 강동구,202406,4238480.0,4171431.0,1.6
11740,서울특별시 강동구,202407,4319967.0,4260405.0,1.4
11740,서울특별시 강동구,202408,4397842.0,4264290.0,3.1
11740,서울특별시 강동구,202409,4365823.0,4255966.0,2.6
11740,서울특별시 강동구,202410,4651242.0,4312770.0,7.8
11740,서울특별시 강동구,202411,4252199.0,4051088.0,5.0
11740,서울특별시 강동구,202412,4631067.0,4255590.0,8.8
11740,서울특별시 강동구,202501,4435063.0,4072465.0,8.9
11740,서울특별시 강동구,202502,4270239.0,4012083.0,6.4
11740,서울특별시 강동구,202503,5058728.0,4734034.0,6.8
11740,서울특별시 강동구,202504,4552279.0,4195244.0,8.5
11740,서울특별시 강동구,202505,5460057.0,4444695.0,22.8
11740,서울특별시 강동구,202506,4877130.0,4238480.0,15.1
11740,서울특별시 강동구,202507,5055055.0,4319967.0,17.0
11740,서울특별시 강동구,202508,4938011.0,4397842.0,12.3
11740,서울특별시 강동구,202509,4782099.0,4365823.0,9.5
11740,서울특별시 강동구,202510,4982214.0,4651242.0,7.1
11740,서울특별시 강동구,202511,4923110.0,4252199.0,15.8
11740,서울특별시 강동구,202512,4988295.0,4631067.0,7.7
11740,서울특별시 강동구,202601,4686057.0,4435063.0,5.6
11740,서울특별시 강동구,202602,4485983.0,4270239.0,5.0
11740,서울특별시 강동구,202603,5297250.0,5058728.0,4.7
11740,서울특별시 강동구,202604,4580116.0,4552279.0,0.6
11740,서울특별시 강동구,202605,5053613.0,5460057.0,-7.4
11740,서울특별시 강동구,202606,4781293.0,4877130.0,-2.0
11740,서울특별시 강동구,202607,4914840.0,5055055.0,-2.8
11740,서울특별시 강동구,202608,4946555.0,4938011.0,0.2
11500,서울특별시 강서구,201801,4889955.0,0.0,
11500,서울특별시 강서구,201802,4602136.0,0.0,
11500,서울특별시 강서구,201803,5386825.0,0.0,
11500,서울특별시 강서구,201804,4960585.0,0.0,
11500,서울특별시 강서구,201805,5234362.0,0.0,
11500,서울특별시 강서구,201806,4882682.0,0.0,
11500,서울특별시 강서구,201807,5627433.0,0.0,
11500,서울특별시 강서구,201808,5223820.0,0.0,
11500,서울특별시 강서구,201809,5231177.0,0.0,
11500,서울특별시 강서구,201810,5196579.0,0.0,
11500,서울특별시 강서구,201811,4924038.0,0.0,
11500,서울특별시 강서구,201812,5120724.0,0.0,
11500,서울특별시 강서구,201901,4966472.0,4889955.0,1.6
11500,서울특별시 강서구,201902,4734814.0,4602136.0,2.9
11500,서울특별시 강서구,201903,5794638.0,5386825.0,7.6
11500,서울특별시 강서구,201904,4632813.0,4960585.0,-6.6
11500,서울특별시 강서구,201905,5186104.0,5234362.0,-0.9
11500,서울특별시 강서구,201906,5129050.0,4882682.0,5.0
11500,서울특별시 강서구,201907,5612911.0,5627433.0,-0.2
11500,서울특별시 강서구,201908,6033720.0,5223820.0,15.5
11500,서울특별시 강서구,201909,5722643.0,5231177.0,9.4
11500,서울특별시 강서구,201910,5835595.0,5196579.0,12.3
11500,서울특별시 강서구,201911,6310629.0,4924038.0,28.2
11500,서울특별시 강서구,201912,5822036.0,5120724.0,13.7
11500,서울특별시 강서구,202001,5758901.0,4966472.0,16.0
11500,서울특별시 강서구,202002,4535692.0,4734814.0,-4.2
11500,서울특별시 강서구,202003,4242113.0,5794638.0,-26.8
11500,서울특별시 강서구,202004,4536122.0,4632813.0,-2.1
11500,서울특별시 강서구,202005,5236427.0,5186104.0,1.0
11500,서울특별시 강서구,202006,4789840.0,5129050.0,-6.6
11500,서울특별시 강서구,202007,5469537.0,5612911.0,-2.6
11500,서울특별시 강서구,202008,4896019.0,6033720.0,-18.8
11500,서울특별시 강서구,202009,4629384.0,5722643.0,-19.1
11500,서울특별시 강서구,202010,5747792.0,5835595.0,-1.5
11500,서울특별시 강서구,202011,5876702.0,6310629.0,-6.9
11500,서울특별시 강서구,202012,4583756.0,5822036.0,-21.3
11500,서울특별시 강서구,202101,4699271.0,5758901.0,-18.4
11500,서울특별시 강서구,202102,5369191.0,4535692.0,18.4
11500,서울특별시 강서구,202103,6361081.0,4242113.0,50.0
11500,서울특별시 강서구,202104,5747854.0,4536122.0,26.7
11500,서울특별시 강서구,202105,6185250.0,5236427.0,18.1
11500,서울특별시 강서구,202106,5824435.0,4789840.0,21.6
11500,서울특별시 강서구,202107,5591487.0,5469537.0,2.2
11500,서울특별시 강서구,202108,5515746.0,4896019.0,12.6
11500,서울특별시 강서구,202109,5768256.0,4629384.0,24.6
11500,서울특별시 강서구,202110,6251395.0,5747792.0,8.8
11500,서울특별시 강서구,202111,6141459.0,5876702.0,4.5
11500,서울특별시 강서구,202112,5877789.0,4583756.0,28.2
11500,서울특별시 강서구,202201,5984758.0,4699271.0,27.4
11500,서울특별시 강서구,202202,5169394.0,5369191.0,-3.7
11500,서울특별시 강서구,202203,5844900.0,6361081.0,-8.1
11500,서울특별시 강서구,202204,6338664.0,5747854.0,10.3
11500,서울특별시 강서구,202205,6900127.0,6185250.0,11.6
11500,서울특별시 강서구,202206,6445486.0,5824435.0,10.7
11500,서울특별시 강서구,202207,6746309.0,5591487.0,20.6
11500,서울특별시 강서구,202208,6912674.0,5515746.0,25.3
11500,서울특별시 강서구,202209,6809591.0,5768256.0,18.0
11500,서울특별시 강서구,202210,6951279.0,6251395.0,11.2
11500,서울특별시 강서구,202211,6407173.0,6141459.0,4.3
11500,서울특별시 강서구,202212,6458517.0,5877789.0,9.9
11500,서울특별시 강서구,202301,6384864.0,5984758.0,6.7
11500,서울특별시 강서구,202302,6134598.0,5169394.0,18.7
11500,서울특별시 강서구,202303,6787133.0,5844900.0,16.1
11500,서울특별시 강서구,202304,6387788.0,6338664.0,0.8
11500,서울특별시 강서구,202305,7124928.0,6900127.0,3.2
11500,서울특별시 강서구,202306,6820786.0,6445486.0,5.8
11500,서울특별시 강서구,202307,7249223.0,6746309.0,7.4
11500,서울특별시 강서구,202308,7135496.0,6912674.0,3.2
11500,서울특별시 강서구,202309,7150114.0,6809591.0,5.0
11500,서울특별시 강서구,202310,7294723.0,6951279.0,4.9
11500,서울특별시 강서구,202311,6972012.0,6407173.0,8.8
11500,서울특별시 강서구,202312,7246656.0,6458517.0,12.2
11500,서울특별시 강서구,202401,6934165.0,6384864.0,8.6
11500,서울특별시 강서구,202402,6708261.0,6134598.0,9.4
11500,서울특별시 강서구,202403,7627621.0,6787133.0,12.4
11500,서울특별시 강서구,202404,7022821.0,6387788.0,9.9
11500,서울특별시 강서구,202405,7360002.0,7124928.0,3.3
11500,서울특별시 강서구,202406,7105851.0,6820786.0,4.2
11500,서울특별시 강서구,202407,7188497.0,7249223.0,-0.8
11500,서울특별시 강서구,202408,7166459.0,7135496.0,0.4
11500,서울특별시 강서구,202409,7206624.0,7150114.0,0.8
11500,서울특별시 강서구,202410,7599728.0,7294723.0,4.2
11500,서울특별시 강서구,202411,7084480.0,6972012.0,1.6
11500,서울특별시 강서구,202412,7335457.0,7246656.0,1.2
11500,서울특별시 강서구,202501,6986475.0,6934165.0,0.8
11500,서울특별시 강서구,202502,6830349.0,6708261.0,1.8
11500,서울특별시 강서구,202503,7939287.0,7627621.0,4.1
11500,서울특별시 강서구,202504,7212035.0,7022821.0,2.7
11500,서울특별시 강서구,202505,8780977.0,7360002.0,19.3
11500,서울특별시 강서구,202506,8225361.0,7105851.0,15.8
11500,서울특별시 강서구,202507,8793150.0,7188497.0,22.3
11500,서울특별시 강서구,202508,8497931.0,7166459.0,18.6
11500,서울특별시 강서구,202509,8500991.0,7206624.0,18.0
11500,서울특별시 강서구,202510,8739744.0,7599728.0,15.0
11500,서울특별시 강서구,202511,8988361.0,7084480.0,26.9
11500,서울특별시 강서구,202512,8990067.0,7335457.0,22.6
11500,서울특별시 강서구,202601,8361151.0,6986475.0,19.7
11500,서울특별시 강서구,202602,7977927.0,6830349.0,16.8
11500,서울특별시 강서구,202603,9320263.0,7939287.0,17.4
11500,서울특별시 강서구,202604,8183450.0,7212035.0,13.5
11500,서울특별시 강서구,202605,8848796.0,8780977.0,0.8
11500,서울특별시 강서구,202606,8362810.0,8225361.0,1.7
11500,서울특별시 강서구,202607,8704092.0,8793150.0,-1.0
11500,서울특별시 강서구,202608,8727070.0,8497931.0,2.7
11305,서울특별시 강북구,201801,2558101.0,0.0,
11305,서울특별시 강북구,201802,2438310.0,0.0,
11305,서울특별시 강북구,201803,2958774.0,0.0,
11305,서울특별시 강북구,201804,2562017.0,0.0,
11305,서울특별시 강북구,201805,2918720.0,0.0,
11305,서울특별시 강북구,201806,2748056.0,0.0,
11305,서울특별시 강북구,201807,2730024.0,0.0,
11305,서울특별시 강북구,201808,2833561.0,0.0,
11305,서울특별시 강북구,201809,3022554.0,0.0,
11305,서울특별시 강북구,201810,2782202.0,0.0,
11305,서울특별시 강북구,201811,2628507.0,0.0,
11305,서울특별시 강북구,201812,2798113.0,0.0,
11305,서울특별시 강북구,201901,2588320.0,2558101.0,1.2
11305,서울특별시 강북구,201902,2530269.0,2438310.0,3.8
11305,서울특별시 강북구,201903,3082163.0,2958774.0,4.2
11305,서울특별시 강북구,201904,2471563.0,2562017.0,-3.5
11305,서울특별시 강북구,201905,2768335.0,2918720.0,-5.2
11305,서울특별시 강북구,201906,2695791.0,2748056.0,-1.9
11305,서울특별시 강북구,201907,2955557.0,2730024.0,8.3
11305,서울특별시 강북구,201908,3382141.0,2833561.0,19.4
11305,서울특별시 강북구,201909,3050306.0,3022554.0,0.9
11305,서울특별시 강북구,201910,2861204.0,2782202.0,2.8
11305,서울특별시 강북구,201911,3075982.0,2628507.0,17.0
11305,서울특별시 강북구,201912,2920361.0,2798113.0,4.4
11305,서울특별시 강북구,202001,2872675.0,2588320.0,11.0
11305,서울특별시 강북구,202002,2331428.0,2530269.0,-7.8
11305,서울특별시 강북구,202003,2282382.0,3082163.0,-25.9
11305,서울특별시 강북구,202004,2360480.0,2471563.0,-4.5
11305,서울특별시 강북구,202005,2678596.0,2768335.0,-3.2
11305,서울특별시 강북구,202006,2361613.0,2695791.0,-12.4
11305,서울특별시 강북구,202007,2611298.0,2955557.0,-11.6
11305,서울특별시 강북구,202008,2303933.0,3382141.0,-31.9
11305,서울특별시 강북구,202009,2256249.0,3050306.0,-26.0
11305,서울특별시 강북구,202010,2690604.0,2861204.0,-6.0
11305,서울특별시 강북구,202011,2307104.0,3075982.0,-25.0
11305,서울특별시 강북구,202012,1904889.0,2920361.0,-34.8
11305,서울특별시 강북구,202101,1991441.0,2872675.0,-30.7
11305,서울특별시 강북구,202102,2162793.0,2331428.0,-7.2
11305,서울특별시 강북구,202103,2524062.0,2282382.0,10.6
11305,서울특별시 강북구,202104,2230261.0,2360480.0,-5.5
11305,서울특별시 강북구,202105,2458788.0,2678596.0,-8.2
11305,서울특별시 강북구,202106,2341526.0,2361613.0,-0.8
11305,서울특별시 강북구,202107,2232384.0,2611298.0,-14.5
11305,서울특별시 강북구,202108,2208404.0,2303933.0,-4.1
11305,서울특별시 강북구,202109,2487131.0,2256249.0,10.2
11305,서울특별시 강북구,202110,2445245.0,2690604.0,-9.1
11305,서울특별시 강북구,202111,2443990.0,2307104.0,5.9
11305,서울특별시 강북구,202112,2310133.0,1904889.0,21.3
11305,서울특별시 강북구,202201,2370356.0,1991441.0,19.0
11305,서울특별시 강북구,202202,2114184.0,2162793.0,-2.2
11305,서울특별시 강북구,202203,2449778.0,2524062.0,-2.9
11305,서울특별시 강북구,202204,2682657.0,2230261.0,20.3
11305,서울특별시 강북구,202205,2918205.0,2458788.0,18.7
11305,서울특별시 강북구,202206,2622220.0,2341526.0,12.0
11305,서울특별시 강북구,202207,2808425.0,2232384.0,25.8
11305,서울특별시 강북구,202208,2651247.0,2208404.0,20.0
11305,서울특별시 강북구,202209,2886070.0,2487131.0,16.0
11305,서울특별시 강북구,202210,2829279.0,2445245.0,15.7
11305,서울특별시 강북구,202211,2595095.0,2443990.0,6.2
11305,서울특별시 강북구,202212,2641924.0,2310133.0,14.4
11305,서울특별시 강북구,202301,2680684.0,2370356.0,13.1
11305,서울특별시 강북구,202302,2447178.0,2114184.0,15.8
11305,서울특별시 강북구,202303,2962921.0,2449778.0,20.9
11305,서울특별시 강북구,202304,2610471.0,2682657.0,-2.7
11305,서울특별시 강북구,202305,2797128.0,2918205.0,-4.1
11305,서울특별시 강북구,202306,2670118.0,2622220.0,1.8
11305,서울특별시 강북구,202307,2783387.0,2808425.0,-0.9
11305,서울특별시 강북구,202308,2736299.0,2651247.0,3.2
11305,서울특별시 강북구,202309,2948834.0,2886070.0,2.2
11305,서울특별시 강북구,202310,2866569.0,2829279.0,1.3
11305,서울특별시 강북구,202311,2634899.0,2595095.0,1.5
11305,서울특별시 강북구,202312,2864644.0,2641924.0,8.4
11305,서울특별시 강북구,202401,2642310.0,2680684.0,-1.4
11305,서울특별시 강북구,202402,2748682.0,2447178.0,12.3
11305,서울특별시 강북구,202403,3071928.0,2962921.0,3.7
11305,서울특별시 강북구,202404,2565694.0,2610471.0,-1.7
11305,서울특별시 강북구,202405,2885405.0,2797128.0,3.2
11305,서울특별시 강북구,202406,2669813.0,2670118.0,-0.0
11305,서울특별시 강북구,202407,2636181.0,2783387.0,-5.3
11305,서울특별시 강북구,202408,2806006.0,2736299.0,2.5
11305,서울특별시 강북구,202409,2884254.0,2948834.0,-2.2
11305,서울특별시 강북구,202410,3064043.0,2866569.0,6.9
11305,서울특별시 강북구,202411,2836705.0,2634899.0,7.6
11305,서울특별시 강북구,202412,2793583.0,2864644.0,-2.5
11305,서울특별시 강북구,202501,2793404.0,2642310.0,5.7
11305,서울특별시 강북구,202502,2505486.0,2748682.0,-8.8
11305,서울특별시 강북구,202503,3134489.0,3071928.0,2.0
11305,서울특별시 강북구,202504,2767631.0,2565694.0,7.9
11305,서울특별시 강북구,202505,3270498.0,2885405.0,13.3
11305,서울특별시 강북구,202506,2907788.0,2669813.0,8.9
11305,서울특별시 강북구,202507,3145561.0,2636181.0,19.3
11305,서울특별시 강북구,202508,3007470.0,2806006.0,7.2
11305,서울특별시 강북구,202509,2927799.0,2884254.0,1.5
11305,서울특별시 강북구,202510,3270640.0,3064043.0,6.7
11305,서울특별시 강북구,202511,2982606.0,2836705.0,5.1
11305,서울특별시 강북구,202512,2995882.0,2793583.0,7.2
11305,서울특별시 강북구,202601,2786487.0,2793404.0,-0.2
11305,서울특별시 강북구,202602,2801656.0,2505486.0,11.8
11305,서울특별시 강북구,202603,3234999.0,3134489.0,3.2
11305,서울특별시 강북구,202604,2771399.0,2767631.0,0.1
11305,서울특별시 강북구,202605,3200595.0,3270498.0,-2.1
11305,서울특별시 강북구,202606,2825685.0,2907788.0,-2.8
11305,서울특별시 강북구,202607,2836745.0,3145561.0,-9.8
11305,서울특별시 강북구,202608,2956963.0,3007470.0,-1.7
11620,서울특별시 관악구,201801,4210682.0,0.0,
11620,서울특별시 관악구,201802,3858060.0,0.0,
11620,서울특별시 관악구,201803,5010040.0,0.0,
11620,서울특별시 관악구,201804,4074238.0,0.0,
11620,서울특별시 관악구,201805,4356726.0,0.0,
11620,서울특별시 관악구,201806,4230782.0,0.0,
11620,서울특별시 관악구,201807,4620423.0,0.0,
11620,서울특별시 관악구,201808,4322696.0,0.0,
11620,서울특별시 관악구,201809,4663148.0,0.0,
11620,서울특별시 관악구,201810,4404963.0,0.0,
11620,서울특별시 관악구,201811,4100537.0,0.0,
11620,서울특별시 관악구,201812,4892573.0,0.0,
11620,서울특별시 관악구,201901,4649099.0,4210682.0,10.4
11620,서울특별시 관악구,201902,4223289.0,3858060.0,9.5
11620,서울특별시 관악구,201903,5634853.0,5010040.0,12.5
11620,서울특별시 관악구,201904,4100379.0,4074238.0,0.6
11620,서울특별시 관악구,201905,4689576.0,4356726.0,7.6
11620,서울특별시 관악구,201906,4598062.0,4230782.0,8.7
11620,서울특별시 관악구,201907,4992827.0,4620423.0,8.0
11620,서울특별시 관악구,201908,5261371.0,4322696.0,21.7
11620,서울특별시 관악구,201909,4992505.0,4663148.0,7.1
11620,서울특별시 관악구,201910,4689653.0,4404963.0,6.5
11620,서울특별시 관악구,201911,5121620.0,4100537.0,24.9
11620,서울특별시 관악구,201912,4816171.0,4892573.0,-1.6
11620,서울특별시 관악구,202001,4666333.0,4649099.0,0.4
