SGG_CD,SGG_NM,BASE_YM,SIDO_NM,LODG_TOU_NUM_RATE,AVG_LODG_DAYS
11305,서울특별시 강북구,201801,강북구,9.5,3.37
11305,서울특별시 강북구,201802,강북구,11.2,3.27
11305,서울특별시 강북구,201803,강북구,8.8,3.26
11305,서울특별시 강북구,201804,강북구,8.9,3.12
11305,서울특별시 강북구,201805,강북구,9.1,3.28
11305,서울특별시 강북구,201806,강북구,8.6,3.33
11305,서울특별시 강북구,201807,강북구,8.6,3.19
11305,서울특별시 강북구,201808,강북구,9.3,3.13
11305,서울특별시 강북구,201809,강북구,10.2,3.27
11305,서울특별시 강북구,201810,강북구,8.3,3.17
11305,서울특별시 강북구,201811,강북구,9.1,3.22
11305,서울특별시 강북구,201812,강북구,9.7,3.14
11305,서울특별시 강북구,201901,강북구,8.0,3.08
11305,서울특별시 강북구,201902,강북구,10.2,3.11
11305,서울특별시 강북구,201903,강북구,8.5,2.96
11305,서울특별시 강북구,201904,강북구,7.8,3.0
11305,서울특별시 강북구,201905,강북구,8.5,3.04
11305,서울특별시 강북구,201906,강북구,8.7,3.09
11305,서울특별시 강북구,201907,강북구,9.6,3.24
11305,서울특별시 강북구,201908,강북구,9.6,3.31
11305,서울특별시 강북구,201909,강북구,9.7,3.24
11305,서울특별시 강북구,201910,강북구,9.1,3.08
11305,서울특별시 강북구,201911,강북구,9.2,3.36
11305,서울특별시 강북구,201912,강북구,8.5,3.33
11305,서울특별시 강북구,202001,강북구,9.5,3.3
11305,서울특별시 강북구,202002,강북구,8.4,3.49
11305,서울특별시 강북구,202003,강북구,8.6,3.67
11305,서울특별시 강북구,202004,강북구,7.8,3.84
11305,서울특별시 강북구,202005,강북구,7.9,4.41
11305,서울특별시 강북구,202006,강북구,7.4,3.83
11305,서울특별시 강북구,202007,강북구,8.3,3.98
11305,서울특별시 강북구,202008,강북구,9.0,3.84
11305,서울특별시 강북구,202009,강북구,8.8,4.25
11305,서울특별시 강북구,202010,강북구,8.2,4.15
11305,서울특별시 강북구,202011,강북구,8.0,4.45
11305,서울특별시 강북구,202012,강북구,9.5,4.64
11305,서울특별시 강북구,202101,강북구,8.6,4.91
11305,서울특별시 강북구,202102,강북구,8.8,4.16
11305,서울특별시 강북구,202103,강북구,7.4,4.02
11305,서울특별시 강북구,202104,강북구,7.4,4.88
11305,서울특별시 강북구,202105,강북구,7.7,4.1
11305,서울특별시 강북구,202106,강북구,7.3,4.63
11305,서울특별시 강북구,202107,강북구,7.8,4.02
11305,서울특별시 강북구,202108,강북구,7.2,3.8
11305,서울특별시 강북구,202109,강북구,8.2,4.07
11305,서울특별시 강북구,202110,강북구,7.2,3.69
11305,서울특별시 강북구,202111,강북구,7.4,3.81
11305,서울특별시 강북구,202112,강북구,8.6,3.66
11305,서울특별시 강북구,202201,강북구,9.2,3.29
11305,서울특별시 강북구,202202,강북구,8.1,4.18
11305,서울특별시 강북구,202203,강북구,7.6,4.57
11305,서울특별시 강북구,202204,강북구,7.5,3.59
11305,서울특별시 강북구,202205,강북구,7.5,3.74
11305,서울특별시 강북구,202206,강북구,7.6,3.51
11305,서울특별시 강북구,202207,강북구,7.8,3.53
11305,서울특별시 강북구,202208,강북구,8.0,3.53
11305,서울특별시 강북구,202209,강북구,8.5,3.9
11305,서울특별시 강북구,202210,강북구,7.9,3.74
11305,서울특별시 강북구,202211,강북구,7.8,3.64
11305,서울특별시 강북구,202212,강북구,9.0,3.54
11305,서울특별시 강북구,202301,강북구,9.3,3.7
11305,서울특별시 강북구,202302,강북구,8.1,3.63
11305,서울특별시 강북구,202303,강북구,7.8,3.7
11305,서울특별시 강북구,202304,강북구,7.7,3.43
11305,서울특별시 강북구,202305,강북구,7.6,3.51
11305,서울특별시 강북구,202306,강북구,7.5,3.55
11305,서울특별시 강북구,202307,강북구,8.0,3.52
11305,서울특별시 강북구,202308,강북구,7.9,3.39
11305,서울특별시 강북구,202309,강북구,8.9,3.55
11305,서울특별시 강북구,202310,강북구,7.4,3.27
11305,서울특별시 강북구,202311,강북구,7.7,3.27
11305,서울특별시 강북구,202312,강북구,8.6,3.47
11305,서울특별시 강북구,202401,강북구,7.6,3.37
11305,서울특별시 강북구,202402,강북구,9.2,3.39
11305,서울특별시 강북구,202403,강북구,7.3,3.4
11305,서울특별시 강북구,202404,강북구,7.0,3.45
11305,서울특별시 강북구,202405,강북구,9.2,3.41
11305,서울특별시 강북구,202406,강북구,8.3,3.36
11305,서울특별시 강북구,202407,강북구,7.8,3.47
11305,서울특별시 강북구,202408,강북구,7.7,3.39
11305,서울특별시 강북구,202409,강북구,7.6,3.57
11305,서울특별시 강북구,202410,강북구,7.3,3.33
11305,서울특별시 강북구,202411,강북구,7.2,3.33
11305,서울특별시 강북구,202412,강북구,7.5,3.43
11305,서울특별시 강북구,202501,강북구,8.4,3.41
11305,서울특별시 강북구,202502,강북구,6.9,3.49
11305,서울특별시 강북구,202503,강북구,7.2,3.72
11305,서울특별시 강북구,202504,강북구,6.3,3.55
11305,서울특별시 강북구,202505,강북구,7.2,3.51
11305,서울특별시 강북구,202506,강북구,6.3,3.52
11305,서울특별시 강북구,202507,강북구,7.1,3.56
11305,서울특별시 강북구,202508,강북구,6.9,3.65
11305,서울특별시 강북구,202509,강북구,6.4,3.61
11305,서울특별시 강북구,202510,강북구,8.5,3.57
11305,서울특별시 강북구,202511,강북구,6.5,3.52
11305,서울특별시 강북구,202512,강북구,7.8,3.58
11305,서울특별시 강북구,202601,강북구,7.3,3.59
11305,서울특별시 강북구,202602,강북구,7.9,3.64
11305,서울특별시 강북구,202603,강북구,7.0,3.66
11305,서울특별시 강북구,202604,강북구,6.4,3.5
11305,서울특별시 강북구,202605,강북구,7.2,3.45
11305,서울특별시 강북구,202606,강북구,6.3,3.4
11305,서울특별시 강북구,202607,강북구,7.1,3.41
11500,서울특별시 강서구,201801,강서구,7.6,2.91
11500,서울특별시 강서구,201802,강서구,8.3,2.81
11500,서울특별시 강서구,201803,강서구,6.6,2.87
11500,서울특별시 강서구,201804,강서구,6.7,2.88
11500,서울특별시 강서구,201805,강서구,7.7,2.93
11500,서울특별시 강서구,201806,강서구,7.7,2.93
11500,서울특별시 강서구,201807,강서구,7.6,2.99
11500,서울특별시 강서구,201808,강서구,8.0,2.9
11500,서울특별시 강서구,201809,강서구,8.4,2.98
11500,서울특별시 강서구,201810,강서구,7.0,2.97
11500,서울특별시 강서구,201811,강서구,7.5,2.89
11500,서울특별시 강서구,201812,강서구,8.3,2.9
11500,서울특별시 강서구,201901,강서구,7.0,2.9
11500,서울특별시 강서구,201902,강서구,8.8,2.9
11500,서울특별시 강서구,201903,강서구,7.3,2.87
11500,서울특별시 강서구,201904,강서구,7.1,2.8
11500,서울특별시 강서구,201905,강서구,7.9,2.98
11500,서울특별시 강서구,201906,강서구,8.0,3.01
11500,서울특별시 강서구,201907,강서구,8.1,3.11
11500,서울특별시 강서구,201908,강서구,8.3,3.06
11500,서울특별시 강서구,201909,강서구,8.3,2.99
11500,서울특별시 강서구,201910,강서구,7.8,3.08
11500,서울특별시 강서구,201911,강서구,7.5,2.92
11500,서울특별시 강서구,201912,강서구,7.2,2.94
11500,서울특별시 강서구,202001,강서구,7.4,2.97
11500,서울특별시 강서구,202002,강서구,7.0,3.26
11500,서울특별시 강서구,202003,강서구,7.3,3.49
11500,서울특별시 강서구,202004,강서구,6.8,4.06
11500,서울특별시 강서구,202005,강서구,7.2,3.59
11500,서울특별시 강서구,202006,강서구,6.5,2.98
11500,서울특별시 강서구,202007,강서구,7.5,3.17
11500,서울특별시 강서구,202008,강서구,7.8,3.7
11500,서울특별시 강서구,202009,강서구,7.5,3.69
11500,서울특별시 강서구,202010,강서구,6.2,4.13
11500,서울특별시 강서구,202011,강서구,6.0,4.05
11500,서울특별시 강서구,202012,강서구,7.3,4.29
11500,서울특별시 강서구,202101,강서구,6.9,4.21
11500,서울특별시 강서구,202102,강서구,6.5,4.42
11500,서울특별시 강서구,202103,강서구,5.9,3.73
11500,서울특별시 강서구,202104,강서구,5.8,3.81
11500,서울특별시 강서구,202105,강서구,6.2,3.97
11500,서울특별시 강서구,202106,강서구,5.5,4.27
11500,서울특별시 강서구,202107,강서구,6.3,4.01
11500,서울특별시 강서구,202108,강서구,5.9,3.92
11500,서울특별시 강서구,202109,강서구,6.3,3.86
11500,서울특별시 강서구,202110,강서구,5.8,3.92
11500,서울특별시 강서구,202111,강서구,5.7,4.98
11500,서울특별시 강서구,202112,강서구,6.9,4.64
11500,서울특별시 강서구,202201,강서구,6.7,4.57
11500,서울특별시 강서구,202202,강서구,6.3,5.1
11500,서울특별시 강서구,202203,강서구,6.3,4.17
11500,서울특별시 강서구,202204,강서구,5.9,3.66
11500,서울특별시 강서구,202205,강서구,6.0,3.51
11500,서울특별시 강서구,202206,강서구,6.0,3.49
11500,서울특별시 강서구,202207,강서구,6.3,3.3
11500,서울특별시 강서구,202208,강서구,6.2,3.32
11500,서울특별시 강서구,202209,강서구,6.3,3.49
11500,서울특별시 강서구,202210,강서구,6.2,3.32
11500,서울특별시 강서구,202211,강서구,6.1,3.28
11500,서울특별시 강서구,202212,강서구,7.0,3.28
11500,서울특별시 강서구,202301,강서구,6.9,3.33
11500,서울특별시 강서구,202302,강서구,6.7,3.26
11500,서울특별시 강서구,202303,강서구,6.4,3.2
11500,서울특별시 강서구,202304,강서구,6.2,3.16
11500,서울특별시 강서구,202305,강서구,6.4,3.12
11500,서울특별시 강서구,202306,강서구,6.2,3.07
11500,서울특별시 강서구,202307,강서구,6.5,3.09
11500,서울특별시 강서구,202308,강서구,6.5,3.04
11500,서울특별시 강서구,202309,강서구,6.5,2.92
11500,서울특별시 강서구,202310,강서구,6.0,2.97
11500,서울특별시 강서구,202311,강서구,5.9,3.15
11500,서울특별시 강서구,202312,강서구,6.7,3.27
11500,서울특별시 강서구,202401,강서구,5.8,3.24
11500,서울특별시 강서구,202402,강서구,6.8,3.3
11500,서울특별시 강서구,202403,강서구,5.9,3.13
11500,서울특별시 강서구,202404,강서구,5.2,3.16
11500,서울특별시 강서구,202405,강서구,5.5,2.97
11500,서울특별시 강서구,202406,강서구,5.5,3.04
11500,서울특별시 강서구,202407,강서구,5.5,3.19
11500,서울특별시 강서구,202408,강서구,5.8,3.18
11500,서울특별시 강서구,202409,강서구,5.8,3.16
11500,서울특별시 강서구,202410,강서구,5.4,3.08
11500,서울특별시 강서구,202411,강서구,5.6,3.14
11500,서울특별시 강서구,202412,강서구,5.8,3.22
11500,서울특별시 강서구,202501,강서구,6.2,3.31
11500,서울특별시 강서구,202502,강서구,5.2,3.12
11500,서울특별시 강서구,202503,강서구,5.3,3.2
11500,서울특별시 강서구,202504,강서구,5.1,3.25
11500,서울특별시 강서구,202505,강서구,5.3,3.27
11500,서울특별시 강서구,202506,강서구,4.6,3.24
11500,서울특별시 강서구,202507,강서구,4.8,3.39
11500,서울특별시 강서구,202508,강서구,4.9,3.25
11500,서울특별시 강서구,202509,강서구,4.4,3.17
11500,서울특별시 강서구,202510,강서구,5.4,3.24
11500,서울특별시 강서구,202511,강서구,4.3,3.21
11500,서울특별시 강서구,202512,강서구,4.8,3.29
11500,서울특별시 강서구,202601,강서구,4.6,3.31
11500,서울특별시 강서구,202602,강서구,4.9,3.29
11500,서울특별시 강서구,202603,강서구,4.5,3.04
11500,서울특별시 강서구,202604,강서구,4.4,3.05
11500,서울특별시 강서구,202605,강서구,4.9,3.03
11500,서울특별시 강서구,202606,강서구,4.4,3.03
11500,서울특별시 강서구,202607,강서구,4.7,3.1
11680,서울특별시 강남구,201801,강남구,4.1,3.3
11680,서울특별시 강남구,201802,강남구,4.6,3.26
11680,서울특별시 강남구,201803,강남구,3.9,3.18
11680,서울특별시 강남구,201804,강남구,4.0,3.18
11680,서울특별시 강남구,201805,강남구,4.4,3.22
11680,서울특별시 강남구,201806,강남구,4.3,3.2
11680,서울특별시 강남구,201807,강남구,4.1,3.35
11680,서울특별시 강남구,201808,강남구,4.5,3.29
11680,서울특별시 강남구,201809,강남구,4.4,3.28
11680,서울특별시 강남구,201810,강남구,4.1,3.35
11680,서울특별시 강남구,201811,강남구,4.2,3.25
11680,서울특별시 강남구,201812,강남구,4.6,3.3
11680,서울특별시 강남구,201901,강남구,3.8,3.31
11680,서울특별시 강남구,201902,강남구,4.6,3.23
11680,서울특별시 강남구,201903,강남구,4.0,3.14
11680,서울특별시 강남구,201904,강남구,3.8,3.12
11680,서울특별시 강남구,201905,강남구,4.2,3.01
11680,서울특별시 강남구,201906,강남구,4.3,3.11
11680,서울특별시 강남구,201907,강남구,4.3,3.17
11680,서울특별시 강남구,201908,강남구,4.7,3.2
11680,서울특별시 강남구,201909,강남구,4.4,3.13
11680,서울특별시 강남구,201910,강남구,4.4,3.17
11680,서울특별시 강남구,201911,강남구,4.2,3.29
11680,서울특별시 강남구,201912,강남구,4.2,3.35
11680,서울특별시 강남구,202001,강남구,3.7,3.37
11680,서울특별시 강남구,202002,강남구,3.7,3.36
11680,서울특별시 강남구,202003,강남구,3.8,3.67
11680,서울특별시 강남구,202004,강남구,3.4,4.12
11680,서울특별시 강남구,202005,강남구,3.5,4.24
11680,서울특별시 강남구,202006,강남구,3.3,4.23
11680,서울특별시 강남구,202007,강남구,3.8,4.42
11680,서울특별시 강남구,202008,강남구,4.2,4.59
11680,서울특별시 강남구,202009,강남구,3.6,4.13
11680,서울특별시 강남구,202010,강남구,3.9,3.98
11680,서울특별시 강남구,202011,강남구,3.7,3.99
11680,서울특별시 강남구,202012,강남구,4.1,4.29
11680,서울특별시 강남구,202101,강남구,3.7,3.87
11680,서울특별시 강남구,202102,강남구,3.7,4.38
11680,서울특별시 강남구,202103,강남구,3.3,3.93
11680,서울특별시 강남구,202104,강남구,3.3,4.06
11680,서울특별시 강남구,202105,강남구,3.5,3.9
11680,서울특별시 강남구,202106,강남구,3.2,4.01
11680,서울특별시 강남구,202107,강남구,3.6,3.76
11680,서울특별시 강남구,202108,강남구,3.5,3.98
11680,서울특별시 강남구,202109,강남구,3.5,3.77
11680,서울특별시 강남구,202110,강남구,3.4,3.96
11680,서울특별시 강남구,202111,강남구,3.5,5.03
11680,서울특별시 강남구,202112,강남구,4.0,4.48
11680,서울특별시 강남구,202201,강남구,3.7,4.36
11680,서울특별시 강남구,202202,강남구,3.7,5.53
11680,서울특별시 강남구,202203,강남구,3.5,4.27
11680,서울특별시 강남구,202204,강남구,3.6,3.7
11680,서울특별시 강남구,202205,강남구,3.5,3.81
11680,서울특별시 강남구,202206,강남구,3.5,3.86
11680,서울특별시 강남구,202207,강남구,3.5,3.62
11680,서울특별시 강남구,202208,강남구,3.6,3.54
11680,서울특별시 강남구,202209,강남구,3.6,3.61
11680,서울특별시 강남구,202210,강남구,3.5,3.53
11680,서울특별시 강남구,202211,강남구,3.3,3.56
11680,서울특별시 강남구,202212,강남구,3.9,3.61
11680,서울특별시 강남구,202301,강남구,3.7,3.52
11680,서울특별시 강남구,202302,강남구,3.6,3.48
11680,서울특별시 강남구,202303,강남구,3.5,3.6
11680,서울특별시 강남구,202304,강남구,3.5,3.52
11680,서울특별시 강남구,202305,강남구,3.6,3.39
11680,서울특별시 강남구,202306,강남구,3.4,3.38
11680,서울특별시 강남구,202307,강남구,3.6,3.44
11680,서울특별시 강남구,202308,강남구,3.7,3.29
11680,서울특별시 강남구,202309,강남구,3.7,3.33
11680,서울특별시 강남구,202310,강남구,3.6,3.37
11680,서울특별시 강남구,202311,강남구,3.4,3.35
11680,서울특별시 강남구,202312,강남구,4.1,3.49
11680,서울특별시 강남구,202401,강남구,3.5,3.37
11680,서울특별시 강남구,202402,강남구,4.0,3.32
11680,서울특별시 강남구,202403,강남구,3.5,3.38
11680,서울특별시 강남구,202404,강남구,3.2,3.42
11680,서울특별시 강남구,202405,강남구,3.4,3.35
11680,서울특별시 강남구,202406,강남구,3.4,3.39
11680,서울특별시 강남구,202407,강남구,3.4,3.34
11680,서울특별시 강남구,202408,강남구,3.6,3.33
11680,서울특별시 강남구,202409,강남구,3.5,3.27
11680,서울특별시 강남구,202410,강남구,3.2,3.24
11680,서울특별시 강남구,202411,강남구,3.2,3.24
11680,서울특별시 강남구,202412,강남구,3.6,3.33
11680,서울특별시 강남구,202501,강남구,3.6,3.34
11680,서울특별시 강남구,202502,강남구,3.2,3.37
11680,서울특별시 강남구,202503,강남구,3.3,3.4
11680,서울특별시 강남구,202504,강남구,3.0,3.44
11680,서울특별시 강남구,202505,강남구,3.4,3.38
11680,서울특별시 강남구,202506,강남구,3.1,3.39
11680,서울특별시 강남구,202507,강남구,3.2,3.43
11680,서울특별시 강남구,202508,강남구,3.3,3.38
11680,서울특별시 강남구,202509,강남구,2.9,3.38
11680,서울특별시 강남구,202510,강남구,3.5,3.43
11680,서울특별시 강남구,202511,강남구,3.0,3.36
11680,서울특별시 강남구,202512,강남구,3.4,3.39
11680,서울특별시 강남구,202601,강남구,3.3,3.25
11680,서울특별시 강남구,202602,강남구,3.6,3.28
11680,서울특별시 강남구,202603,강남구,3.3,3.24
11680,서울특별시 강남구,202604,강남구,3.1,3.29
11680,서울특별시 강남구,202605,강남구,3.4,3.22
11680,서울특별시 강남구,202606,강남구,3.0,3.18
11680,서울특별시 강남구,202607,강남구,3.3,3.3
11740,서울특별시 강동구,201801,강동구,7.9,3.28
11740,서울특별시 강동구,201802,강동구,8.9,3.45
11740,서울특별시 강동구,201803,강동구,6.7,3.28
11740,서울특별시 강동구,201804,강동구,7.1,3.26
11740,서울특별시 강동구,201805,강동구,8.2,3.26
11740,서울특별시 강동구,201806,강동구,8.4,3.43
11740,서울특별시 강동구,201807,강동구,7.9,3.34
11740,서울특별시 강동구,201808,강동구,8.0,3.16
11740,서울특별시 강동구,201809,강동구,8.3,3.37
11740,서울특별시 강동구,201810,강동구,7.4,3.3
11740,서울특별시 강동구,201811,강동구,7.7,3.32
11740,서울특별시 강동구,201812,강동구,8.2,3.28
11740,서울특별시 강동구,201901,강동구,7.1,3.46
11740,서울특별시 강동구,201902,강동구,9.2,3.36
11740,서울특별시 강동구,201903,강동구,7.5,3.16
11740,서울특별시 강동구,201904,강동구,7.1,3.07
11740,서울특별시 강동구,201905,강동구,7.9,3.14
11740,서울특별시 강동구,201906,강동구,7.9,3.19
11740,서울특별시 강동구,201907,강동구,8.3,3.25
11740,서울특별시 강동구,201908,강동구,8.9,3.23
11740,서울특별시 강동구,201909,강동구,8.5,3.28
11740,서울특별시 강동구,201910,강동구,7.6,3.12
11740,서울특별시 강동구,201911,강동구,7.7,3.32
11740,서울특별시 강동구,201912,강동구,7.0,3.45
11740,서울특별시 강동구,202001,강동구,7.8,3.51
11740,서울특별시 강동구,202002,강동구,7.0,3.49
11740,서울특별시 강동구,202003,강동구,7.7,3.43
11740,서울특별시 강동구,202004,강동구,6.7,4.04
11740,서울특별시 강동구,202005,강동구,6.7,4.0
11740,서울특별시 강동구,202006,강동구,6.6,3.82
11740,서울특별시 강동구,202007,강동구,7.7,3.81
11740,서울특별시 강동구,202008,강동구,8.4,4.21
11740,서울특별시 강동구,202009,강동구,8.2,4.71
11740,서울특별시 강동구,202010,강동구,7.5,3.91
11740,서울특별시 강동구,202011,강동구,7.2,4.17
11740,서울특별시 강동구,202012,강동구,8.6,4.5
11740,서울특별시 강동구,202101,강동구,8.0,3.94
11740,서울특별시 강동구,202102,강동구,8.2,3.96
11740,서울특별시 강동구,202103,강동구,7.3,4.27
11740,서울특별시 강동구,202104,강동구,6.9,4.23
11740,서울특별시 강동구,202105,강동구,7.5,4.09
11740,서울특별시 강동구,202106,강동구,6.3,4.23
11740,서울특별시 강동구,202107,강동구,7.4,3.85
11740,서울특별시 강동구,202108,강동구,7.0,3.79
11740,서울특별시 강동구,202109,강동구,7.4,3.62
11740,서울특별시 강동구,202110,강동구,6.9,3.83
11740,서울특별시 강동구,202111,강동구,7.0,3.73
11740,서울특별시 강동구,202112,강동구,8.3,3.83
11740,서울특별시 강동구,202201,강동구,8.3,4.53
11740,서울특별시 강동구,202202,강동구,7.6,4.91
11740,서울특별시 강동구,202203,강동구,7.4,3.85
11740,서울특별시 강동구,202204,강동구,7.4,3.66
11740,서울특별시 강동구,202205,강동구,7.3,3.9
11740,서울특별시 강동구,202206,강동구,7.2,3.5
11740,서울특별시 강동구,202207,강동구,7.6,3.66
11740,서울특별시 강동구,202208,강동구,7.7,3.73
11740,서울특별시 강동구,202209,강동구,8.2,3.54
11740,서울특별시 강동구,202210,강동구,7.9,3.54
11740,서울특별시 강동구,202211,강동구,7.5,3.64
11740,서울특별시 강동구,202212,강동구,8.7,3.65
11740,서울특별시 강동구,202301,강동구,9.4,3.63
11740,서울특별시 강동구,202302,강동구,8.6,3.61
11740,서울특별시 강동구,202303,강동구,7.9,3.62
11740,서울특별시 강동구,202304,강동구,7.8,3.41
11740,서울특별시 강동구,202305,강동구,8.4,3.44
11740,서울특별시 강동구,202306,강동구,7.8,3.44
11740,서울특별시 강동구,202307,강동구,8.4,3.53
11740,서울특별시 강동구,202308,강동구,8.7,3.33
11740,서울특별시 강동구,202309,강동구,8.8,3.41
11740,서울특별시 강동구,202310,강동구,8.4,3.38
11740,서울특별시 강동구,202311,강동구,8.0,3.46
11740,서울특별시 강동구,202312,강동구,9.4,3.56
11740,서울특별시 강동구,202401,강동구,8.2,3.49
11740,서울특별시 강동구,202402,강동구,9.5,3.41
11740,서울특별시 강동구,202403,강동구,7.5,3.39
11740,서울특별시 강동구,202404,강동구,6.9,3.39
11740,서울특별시 강동구,202405,강동구,7.2,3.47
11740,서울특별시 강동구,202406,강동구,7.2,3.54
11740,서울특별시 강동구,202407,강동구,7.3,3.49
11740,서울특별시 강동구,202408,강동구,7.5,3.38
11740,서울특별시 강동구,202409,강동구,7.5,3.52
11740,서울특별시 강동구,202410,강동구,7.1,3.53
11740,서울특별시 강동구,202411,강동구,7.3,3.36
11740,서울특별시 강동구,202412,강동구,8.0,3.55
11740,서울특별시 강동구,202501,강동구,8.6,3.65
11740,서울특별시 강동구,202502,강동구,7.0,3.56
11740,서울특별시 강동구,202503,강동구,7.1,3.57
11740,서울특별시 강동구,202504,강동구,6.1,3.56
11740,서울특별시 강동구,202505,강동구,7.1,3.74
11740,서울특별시 강동구,202506,강동구,6.1,3.5
11740,서울특별시 강동구,202507,강동구,6.6,3.43
11740,서울특별시 강동구,202508,강동구,6.7,3.49
11740,서울특별시 강동구,202509,강동구,6.2,3.57
11740,서울특별시 강동구,202510,강동구,7.6,3.4
11740,서울특별시 강동구,202511,강동구,6.1,3.42
11740,서울특별시 강동구,202512,강동구,7.1,3.56
11740,서울특별시 강동구,202601,강동구,6.7,3.45
11740,서울특별시 강동구,202602,강동구,7.3,3.51
11740,서울특별시 강동구,202603,강동구,6.4,3.38
11740,서울특별시 강동구,202604,강동구,6.0,3.43
11740,서울특별시 강동구,202605,강동구,6.7,3.46
11740,서울특별시 강동구,202606,강동구,5.9,3.38
11740,서울특별시 강동구,202607,강동구,6.6,3.36
11620,서울특별시 관악구,201801,관악구,10.4,3.36
11620,서울특별시 관악구,201802,관악구,11.8,3.34
11620,서울특별시 관악구,201803,관악구,9.2,3.32
11620,서울특별시 관악구,201804,관악구,9.4,3.19
11620,서울특별시 관악구,201805,관악구,10.6,3.24
11620,서울특별시 관악구,201806,관악구,10.7,3.35
11620,서울특별시 관악구,201807,관악구,10.0,3.45
11620,서울특별시 관악구,201808,관악구,10.8,3.29
11620,서울특별시 관악구,201809,관악구,10.9,3.43
11620,서울특별시 관악구,201810,관악구,9.7,3.37
11620,서울특별시 관악구,201811,관악구,10.1,3.29
11620,서울특별시 관악구,201812,관악구,10.1,3.36
11620,서울특별시 관악구,201901,관악구,9.1,3.28
11620,서울특별시 관악구,201902,관악구,11.4,3.39
11620,서울특별시 관악구,201903,관악구,9.5,3.01
11620,서울특별시 관악구,201904,관악구,8.9,3.13
11620,서울특별시 관악구,201905,관악구,9.8,3.06
11620,서울특별시 관악구,201906,관악구,9.9,3.02
11620,서울특별시 관악구,201907,관악구,10.5,3.18
11620,서울특별시 관악구,201908,관악구,10.9,3.16
11620,서울특별시 관악구,201909,관악구,10.6,3.14
11620,서울특별시 관악구,201910,관악구,10.6,3.02
11620,서울특별시 관악구,201911,관악구,10.4,3.22
11620,서울특별시 관악구,201912,관악구,9.8,3.18
11620,서울특별시 관악구,202001,관악구,10.6,3.48
11620,서울특별시 관악구,202002,관악구,10.1,3.54
11620,서울특별시 관악구,202003,관악구,10.1,3.84
11620,서울특별시 관악구,202004,관악구,9.3,4.32
11620,서울특별시 관악구,202005,관악구,9.5,4.26
11620,서울특별시 관악구,202006,관악구,9.1,3.95
11620,서울특별시 관악구,202007,관악구,9.7,4.44
11620,서울특별시 관악구,202008,관악구,10.6,4.21
11620,서울특별시 관악구,202009,관악구,10.5,3.99
11620,서울특별시 관악구,202010,관악구,8.7,3.98
11620,서울특별시 관악구,202011,관악구,8.6,4.51
11620,서울특별시 관악구,202012,관악구,10.0,4.36
11620,서울특별시 관악구,202101,관악구,9.5,4.04
11620,서울특별시 관악구,202102,관악구,9.5,4.25
11620,서울특별시 관악구,202103,관악구,8.6,3.91
11620,서울특별시 관악구,202104,관악구,8.3,4.0
11620,서울특별시 관악구,202105,관악구,8.6,3.88
11620,서울특별시 관악구,202106,관악구,8.0,4.11
11620,서울특별시 관악구,202107,관악구,9.0,3.72
11620,서울특별시 관악구,202108,관악구,8.8,3.86
11620,서울특별시 관악구,202109,관악구,9.0,3.99
11620,서울특별시 관악구,202110,관악구,8.5,3.83
11620,서울특별시 관악구,202111,관악구,8.3,4.61
11620,서울특별시 관악구,202112,관악구,9.8,4.36
11620,서울특별시 관악구,202201,관악구,9.4,4.59
11620,서울특별시 관악구,202202,관악구,9.0,4.29
11620,서울특별시 관악구,202203,관악구,8.4,3.69
11620,서울특별시 관악구,202204,관악구,8.6,3.74
11620,서울특별시 관악구,202205,관악구,8.3,3.62
11620,서울특별시 관악구,202206,관악구,8.3,3.59
11620,서울특별시 관악구,202207,관악구,8.7,3.6
11620,서울특별시 관악구,202208,관악구,9.2,3.66
11620,서울특별시 관악구,202209,관악구,9.2,3.73
11620,서울특별시 관악구,202210,관악구,9.0,3.46
11620,서울특별시 관악구,202211,관악구,8.7,3.58
11620,서울특별시 관악구,202212,관악구,10.0,3.73
11620,서울특별시 관악구,202301,관악구,10.3,3.78
11620,서울특별시 관악구,202302,관악구,10.3,3.67
11620,서울특별시 관악구,202303,관악구,8.7,3.72
11620,서울특별시 관악구,202304,관악구,8.8,3.41
11620,서울특별시 관악구,202305,관악구,8.8,3.37
11620,서울특별시 관악구,202306,관악구,8.7,3.45
11620,서울특별시 관악구,202307,관악구,9.0,3.47
11620,서울특별시 관악구,202308,관악구,9.4,3.36
11620,서울특별시 관악구,202309,관악구,9.5,3.46
11620,서울특별시 관악구,202310,관악구,9.0,3.42
11620,서울특별시 관악구,202311,관악구,8.8,3.37
11620,서울특별시 관악구,202312,관악구,9.7,3.43
11620,서울특별시 관악구,202401,관악구,8.6,3.49
11620,서울특별시 관악구,202402,관악구,10.0,3.43
11620,서울특별시 관악구,202403,관악구,8.1,3.5
11620,서울특별시 관악구,202404,관악구,7.4,3.35
11620,서울특별시 관악구,202405,관악구,7.7,3.4
11620,서울특별시 관악구,202406,관악구,7.6,3.48
11620,서울특별시 관악구,202407,관악구,7.7,3.41
11620,서울특별시 관악구,202408,관악구,8.0,3.36
11620,서울특별시 관악구,202409,관악구,7.8,3.47
11620,서울특별시 관악구,202410,관악구,7.1,3.29
11620,서울특별시 관악구,202411,관악구,7.5,3.22
11620,서울특별시 관악구,202412,관악구,7.8,3.4
11620,서울특별시 관악구,202501,관악구,8.4,3.53
