SGG_CD,SGG_NM,MCLS_NM,SRCH_CNT,TOTL_CNT,SPPY_SRCH_CNT,SPPY_SRCH_PER,TOTL_SPPY_SRCH_CNT,TOTL_SPPY_SRCH_PER
46910,전라남도 신안군,기타관광,174002006,2688055119,,,,
46910,전라남도 신안군,레저스포츠,123956738,2688055119,,,,
46910,전라남도 신안군,문화관광,304199404,2688055119,,,,
46910,전라남도 신안군,쇼핑,154088721,2688055119,,,,
46910,전라남도 신안군,숙박,285331364,2688055119,,,,
46910,전라남도 신안군,역사관광,75971353,2688055119,,,,
46910,전라남도 신안군,음식,1445063818,2688055119,,,,
46910,전라남도 신안군,자연관광,110908743,2688055119,,,,
46910,전라남도 신안군,체험관광,14532972,2688055119,,,,
46870,전라남도 영광군,기타관광,174002006,2688055119,,,,
46870,전라남도 영광군,레저스포츠,123956738,2688055119,,,,
46870,전라남도 영광군,문화관광,304199404,2688055119,,,,
46870,전라남도 영광군,쇼핑,154088721,2688055119,,,,
46870,전라남도 영광군,숙박,285331364,2688055119,,,,
46870,전라남도 영광군,역사관광,75971353,2688055119,,,,
46870,전라남도 영광군,음식,1445063818,2688055119,,,,
46870,전라남도 영광군,자연관광,110908743,2688055119,,,,
46870,전라남도 영광군,체험관광,14532972,2688055119,,,,
46830,전라남도 영암군,기타관광,174002006,2688055119,,,,
46830,전라남도 영암군,레저스포츠,123956738,2688055119,,,,
46830,전라남도 영암군,문화관광,304199404,2688055119,,,,
46830,전라남도 영암군,쇼핑,154088721,2688055119,,,,
46830,전라남도 영암군,숙박,285331364,2688055119,,,,
46830,전라남도 영암군,역사관광,75971353,2688055119,,,,
46830,전라남도 영암군,음식,1445063818,2688055119,,,,
46830,전라남도 영암군,자연관광,110908743,2688055119,,,,
46830,전라남도 영암군,체험관광,14532972,2688055119,,,,
46890,전라남도 완도군,기타관광,174002006,2688055119,,,,
46890,전라남도 완도군,레저스포츠,123956738,2688055119,,,,
46890,전라남도 완도군,문화관광,304199404,2688055119,,,,
46890,전라남도 완도군,쇼핑,154088721,2688055119,,,,
46890,전라남도 완도군,숙박,285331364,2688055119,,,,
46890,전라남도 완도군,역사관광,75971353,2688055119,,,,
46890,전라남도 완도군,음식,1445063818,2688055119,,,,
46890,전라남도 완도군,자연관광,110908743,2688055119,,,,
46890,전라남도 완도군,체험관광,14532972,2688055119,,,,
46900,전라남도 진도군,기타관광,174002006,2688055119,,,,
46900,전라남도 진도군,레저스포츠,123956738,2688055119,,,,
46900,전라남도 진도군,문화관광,304199404,2688055119,,,,
46900,전라남도 진도군,쇼핑,154088721,2688055119,,,,
46900,전라남도 진도군,숙박,285331364,2688055119,,,,
46900,전라남도 진도군,역사관광,75971353,2688055119,,,,
46900,전라남도 진도군,음식,1445063818,2688055119,,,,
46900,전라남도 진도군,자연관광,110908743,2688055119,,,,
46900,전라남도 진도군,체험관광,14532972,2688055119,,,,
46880,전라남도 장성군,기타관광,174002006,2688055119,,,,
46880,전라남도 장성군,레저스포츠,123956738,2688055119,,,,
46880,전라남도 장성군,문화관광,304199404,2688055119,,,,
46880,전라남도 장성군,쇼핑,154088721,2688055119,,,,
46880,전라남도 장성군,숙박,285331364,2688055119,,,,
46880,전라남도 장성군,역사관광,75971353,2688055119,,,,
46880,전라남도 장성군,음식,1445063818,2688055119,,,,
46880,전라남도 장성군,자연관광,110908743,2688055119,,,,
46880,전라남도 장성군,체험관광,14532972,2688055119,,,,
46800,전라남도 장흥군,기타관광,174002006,2688055119,,,,
46800,전라남도 장흥군,레저스포츠,123956738,2688055119,,,,
46800,전라남도 장흥군,문화관광,304199404,2688055119,,,,
46800,전라남도 장흥군,쇼핑,154088721,2688055119,,,,
46800,전라남도 장흥군,숙박,285331364,2688055119,,,,
46800,전라남도 장흥군,역사관광,75971353,2688055119,,,,
46800,전라남도 장흥군,음식,1445063818,2688055119,,,,
46800,전라남도 장흥군,자연관광,110908743,2688055119,,,,
46800,전라남도 장흥군,체험관광,14532972,2688055119,,,,
46820,전라남도 해남군,기타관광,174002006,2688055119,,,,
46820,전라남도 해남군,레저스포츠,123956738,2688055119,,,,
46820,전라남도 해남군,문화관광,304199404,2688055119,,,,
46820,전라남도 해남군,쇼핑,154088721,2688055119,,,,
46820,전라남도 해남군,숙박,285331364,2688055119,,,,
46820,전라남도 해남군,역사관광,75971353,2688055119,,,,
46820,전라남도 해남군,음식,1445063818,2688055119,,,,
46820,전라남도 해남군,자연관광,110908743,2688055119,,,,
46820,전라남도 해남군,체험관광,14532972,2688055119,,,,
46860,전라남도 함평군,기타관광,174002006,2688055119,,,,
46860,전라남도 함평군,레저스포츠,123956738,2688055119,,,,
46860,전라남도 함평군,문화관광,304199404,2688055119,,,,
46860,전라남도 함평군,쇼핑,154088721,2688055119,,,,
46860,전라남도 함평군,숙박,285331364,2688055119,,,,
46860,전라남도 함평군,역사관광,75971353,2688055119,,,,
46860,전라남도 함평군,음식,1445063818,2688055119,,,,
46860,전라남도 함평군,자연관광,110908743,2688055119,,,,
46860,전라남도 함평군,체험관광,14532972,2688055119,,,,
46790,전라남도 화순군,기타관광,174002006,2688055119,,,,
46790,전라남도 화순군,레저스포츠,123956738,2688055119,,,,
46790,전라남도 화순군,문화관광,304199404,2688055119,,,,
46790,전라남도 화순군,쇼핑,154088721,2688055119,,,,
46790,전라남도 화순군,숙박,285331364,2688055119,,,,
46790,전라남도 화순군,역사관광,75971353,2688055119,,,,
46790,전라남도 화순군,음식,1445063818,2688055119,,,,
46790,전라남도 화순군,자연관광,110908743,2688055119,,,,
46790,전라남도 화순군,체험관광,14532972,2688055119,,,,
47290,경상북도 경산시,기타관광,174002006,2688055119,,,,
47290,경상북도 경산시,레저스포츠,123956738,2688055119,,,,
47290,경상북도 경산시,문화관광,304199404,2688055119,,,,
47290,경상북도 경산시,쇼핑,154088721,2688055119,,,,
47290,경상북도 경산시,숙박,285331364,2688055119,,,,
47290,경상북도 경산시,역사관광,75971353,2688055119,,,,
47290,경상북도 경산시,음식,1445063818,2688055119,,,,
47290,경상북도 경산시,자연관광,110908743,2688055119,,,,
47290,경상북도 경산시,체험관광,14532972,2688055119,,,,
47130,경상북도 경주시,기타관광,174002006,2688055119,,,,
47130,경상북도 경주시,레저스포츠,123956738,2688055119,,,,
47130,경상북도 경주시,문화관광,304199404,2688055119,,,,
47130,경상북도 경주시,쇼핑,154088721,2688055119,,,,
47130,경상북도 경주시,숙박,285331364,2688055119,,,,
47130,경상북도 경주시,역사관광,75971353,2688055119,,,,
47130,경상북도 경주시,음식,1445063818,2688055119,,,,
47130,경상북도 경주시,자연관광,110908743,2688055119,,,,
47130,경상북도 경주시,체험관광,14532972,2688055119,,,,
47830,경상북도 고령군,기타관광,174002006,2688055119,,,,
47830,경상북도 고령군,레저스포츠,123956738,2688055119,,,,
47830,경상북도 고령군,문화관광,304199404,2688055119,,,,
47830,경상북도 고령군,쇼핑,154088721,2688055119,,,,
47830,경상북도 고령군,숙박,285331364,2688055119,,,,
47830,경상북도 고령군,역사관광,75971353,2688055119,,,,
47830,경상북도 고령군,음식,1445063818,2688055119,,,,
47830,경상북도 고령군,자연관광,110908743,2688055119,,,,
47830,경상북도 고령군,체험관광,14532972,2688055119,,,,
47150,경상북도 김천시,기타관광,174002006,2688055119,,,,
47150,경상북도 김천시,레저스포츠,123956738,2688055119,,,,
47150,경상북도 김천시,문화관광,304199404,2688055119,,,,
47150,경상북도 김천시,쇼핑,154088721,2688055119,,,,
47150,경상북도 김천시,숙박,285331364,2688055119,,,,
47150,경상북도 김천시,역사관광,75971353,2688055119,,,,
47150,경상북도 김천시,음식,1445063818,2688055119,,,,
47150,경상북도 김천시,자연관광,110908743,2688055119,,,,
47150,경상북도 김천시,체험관광,14532972,2688055119,,,,
47280,경상북도 문경시,기타관광,174002006,2688055119,,,,
47280,경상북도 문경시,레저스포츠,123956738,2688055119,,,,
47280,경상북도 문경시,문화관광,304199404,2688055119,,,,
47280,경상북도 문경시,쇼핑,154088721,2688055119,,,,
47280,경상북도 문경시,숙박,285331364,2688055119,,,,
47280,경상북도 문경시,역사관광,75971353,2688055119,,,,
47280,경상북도 문경시,음식,1445063818,2688055119,,,,
47280,경상북도 문경시,자연관광,110908743,2688055119,,,,
47280,경상북도 문경시,체험관광,14532972,2688055119,,,,
47190,경상북도 구미시,기타관광,174002006,2688055119,,,,
47190,경상북도 구미시,레저스포츠,123956738,2688055119,,,,
47190,경상북도 구미시,문화관광,304199404,2688055119,,,,
47190,경상북도 구미시,쇼핑,154088721,2688055119,,,,
47190,경상북도 구미시,숙박,285331364,2688055119,,,,
47190,경상북도 구미시,역사관광,75971353,2688055119,,,,
47190,경상북도 구미시,음식,1445063818,2688055119,,,,
47190,경상북도 구미시,자연관광,110908743,2688055119,,,,
47190,경상북도 구미시,체험관광,14532972,2688055119,,,,
47920,경상북도 봉화군,기타관광,174002006,2688055119,,,,
47920,경상북도 봉화군,레저스포츠,123956738,2688055119,,,,
47920,경상북도 봉화군,문화관광,304199404,2688055119,,,,
47920,경상북도 봉화군,쇼핑,154088721,2688055119,,,,
47920,경상북도 봉화군,숙박,285331364,2688055119,,,,
47920,경상북도 봉화군,역사관광,75971353,2688055119,,,,
47920,경상북도 봉화군,음식,1445063818,2688055119,,,,
47920,경상북도 봉화군,자연관광,110908743,2688055119,,,,
47920,경상북도 봉화군,체험관광,14532972,2688055119,,,,
47250,경상북도 상주시,기타관광,174002006,2688055119,,,,
47250,경상북도 상주시,레저스포츠,123956738,2688055119,,,,
47250,경상북도 상주시,문화관광,304199404,2688055119,,,,
47250,경상북도 상주시,쇼핑,154088721,2688055119,,,,
47250,경상북도 상주시,숙박,285331364,2688055119,,,,
47250,경상북도 상주시,역사관광,75971353,2688055119,,,,
47250,경상북도 상주시,음식,1445063818,2688055119,,,,
47250,경상북도 상주시,자연관광,110908743,2688055119,,,,
47250,경상북도 상주시,체험관광,14532972,2688055119,,,,
47840,경상북도 성주군,기타관광,174002006,2688055119,,,,
47840,경상북도 성주군,레저스포츠,123956738,2688055119,,,,
47840,경상북도 성주군,문화관광,304199404,2688055119,,,,
47840,경상북도 성주군,쇼핑,154088721,2688055119,,,,
47840,경상북도 성주군,숙박,285331364,2688055119,,,,
47840,경상북도 성주군,역사관광,75971353,2688055119,,,,
47840,경상북도 성주군,음식,1445063818,2688055119,,,,
47840,경상북도 성주군,자연관광,110908743,2688055119,,,,
47840,경상북도 성주군,체험관광,14532972,2688055119,,,,
47170,경상북도 안동시,기타관광,174002006,2688055119,,,,
47170,경상북도 안동시,레저스포츠,123956738,2688055119,,,,
47170,경상북도 안동시,문화관광,304199404,2688055119,,,,
47170,경상북도 안동시,쇼핑,154088721,2688055119,,,,
47170,경상북도 안동시,숙박,285331364,2688055119,,,,
47170,경상북도 안동시,역사관광,75971353,2688055119,,,,
47170,경상북도 안동시,음식,1445063818,2688055119,,,,
47170,경상북도 안동시,자연관광,110908743,2688055119,,,,
47170,경상북도 안동시,체험관광,14532972,2688055119,,,,
47770,경상북도 영덕군,기타관광,174002006,2688055119,,,,
47770,경상북도 영덕군,레저스포츠,123956738,2688055119,,,,
47770,경상북도 영덕군,문화관광,304199404,2688055119,,,,
47770,경상북도 영덕군,쇼핑,154088721,2688055119,,,,
47770,경상북도 영덕군,숙박,285331364,2688055119,,,,
47770,경상북도 영덕군,역사관광,75971353,2688055119,,,,
47770,경상북도 영덕군,음식,1445063818,2688055119,,,,
47770,경상북도 영덕군,자연관광,110908743,2688055119,,,,
47770,경상북도 영덕군,체험관광,14532972,2688055119,,,,
47760,경상북도 영양군,기타관광,174002006,2688055119,,,,
47760,경상북도 영양군,레저스포츠,123956738,2688055119,,,,
47760,경상북도 영양군,문화관광,304199404,2688055119,,,,
47760,경상북도 영양군,쇼핑,154088721,2688055119,,,,
47760,경상북도 영양군,숙박,285331364,2688055119,,,,
47760,경상북도 영양군,역사관광,75971353,2688055119,,,,
47760,경상북도 영양군,음식,1445063818,2688055119,,,,
47760,경상북도 영양군,자연관광,110908743,2688055119,,,,
47760,경상북도 영양군,체험관광,14532972,2688055119,,,,
47210,경상북도 영주시,기타관광,174002006,2688055119,,,,
47210,경상북도 영주시,레저스포츠,123956738,2688055119,,,,
47210,경상북도 영주시,문화관광,304199404,2688055119,,,,
47210,경상북도 영주시,쇼핑,154088721,2688055119,,,,
47210,경상북도 영주시,숙박,285331364,2688055119,,,,
47210,경상북도 영주시,역사관광,75971353,2688055119,,,,
47210,경상북도 영주시,음식,1445063818,2688055119,,,,
47210,경상북도 영주시,자연관광,110908743,2688055119,,,,
47210,경상북도 영주시,체험관광,14532972,2688055119,,,,
47230,경상북도 영천시,기타관광,174002006,2688055119,,,,
47230,경상북도 영천시,레저스포츠,123956738,2688055119,,,,
47230,경상북도 영천시,문화관광,304199404,2688055119,,,,
47230,경상북도 영천시,쇼핑,154088721,2688055119,,,,
47230,경상북도 영천시,숙박,285331364,2688055119,,,,
47230,경상북도 영천시,역사관광,75971353,2688055119,,,,
47230,경상북도 영천시,음식,1445063818,2688055119,,,,
47230,경상북도 영천시,자연관광,110908743,2688055119,,,,
47230,경상북도 영천시,체험관광,14532972,2688055119,,,,
47900,경상북도 예천군,기타관광,174002006,2688055119,,,,
47900,경상북도 예천군,레저스포츠,123956738,2688055119,,,,
47900,경상북도 예천군,문화관광,304199404,2688055119,,,,
47900,경상북도 예천군,쇼핑,154088721,2688055119,,,,
47900,경상북도 예천군,숙박,285331364,2688055119,,,,
47900,경상북도 예천군,역사관광,75971353,2688055119,,,,
47900,경상북도 예천군,음식,1445063818,2688055119,,,,
47900,경상북도 예천군,자연관광,110908743,2688055119,,,,
47900,경상북도 예천군,체험관광,14532972,2688055119,,,,
47940,경상북도 울릉군,기타관광,174002006,2688055119,,,,
47940,경상북도 울릉군,레저스포츠,123956738,2688055119,,,,
47940,경상북도 울릉군,문화관광,304199404,2688055119,,,,
47940,경상북도 울릉군,쇼핑,154088721,2688055119,,,,
47940,경상북도 울릉군,숙박,285331364,2688055119,,,,
47940,경상북도 울릉군,역사관광,75971353,2688055119,,,,
47940,경상북도 울릉군,음식,1445063818,2688055119,,,,
47940,경상북도 울릉군,자연관광,110908743,2688055119,,,,
47940,경상북도 울릉군,체험관광,14532972,2688055119,,,,
47930,경상북도 울진군,기타관광,174002006,2688055119,,,,
47930,경상북도 울진군,레저스포츠,123956738,2688055119,,,,
47930,경상북도 울진군,문화관광,304199404,2688055119,,,,
47930,경상북도 울진군,쇼핑,154088721,2688055119,,,,
47930,경상북도 울진군,숙박,285331364,2688055119,,,,
47930,경상북도 울진군,역사관광,75971353,2688055119,,,,
47930,경상북도 울진군,음식,1445063818,2688055119,,,,
47930,경상북도 울진군,자연관광,110908743,2688055119,,,,
47930,경상북도 울진군,체험관광,14532972,2688055119,,,,
47730,경상북도 의성군,기타관광,174002006,2688055119,,,,
47730,경상북도 의성군,레저스포츠,123956738,2688055119,,,,
47730,경상북도 의성군,문화관광,304199404,2688055119,,,,
47730,경상북도 의성군,쇼핑,154088721,2688055119,,,,
47730,경상북도 의성군,숙박,285331364,2688055119,,,,
47730,경상북도 의성군,역사관광,75971353,2688055119,,,,
47730,경상북도 의성군,음식,1445063818,2688055119,,,,
47730,경상북도 의성군,자연관광,110908743,2688055119,,,,
47730,경상북도 의성군,체험관광,14532972,2688055119,,,,
47820,경상북도 청도군,기타관광,174002006,2688055119,,,,
47820,경상북도 청도군,레저스포츠,123956738,2688055119,,,,
47820,경상북도 청도군,문화관광,304199404,2688055119,,,,
47820,경상북도 청도군,쇼핑,154088721,2688055119,,,,
47820,경상북도 청도군,숙박,285331364,2688055119,,,,
47820,경상북도 청도군,역사관광,75971353,2688055119,,,,
47820,경상북도 청도군,음식,1445063818,2688055119,,,,
47820,경상북도 청도군,자연관광,110908743,2688055119,,,,
47820,경상북도 청도군,체험관광,14532972,2688055119,,,,
47750,경상북도 청송군,기타관광,174002006,2688055119,,,,
47750,경상북도 청송군,레저스포츠,123956738,2688055119,,,,
47750,경상북도 청송군,문화관광,304199404,2688055119,,,,
47750,경상북도 청송군,쇼핑,154088721,2688055119,,,,
47750,경상북도 청송군,숙박,285331364,2688055119,,,,
47750,경상북도 청송군,역사관광,75971353,2688055119,,,,
47750,경상북도 청송군,음식,1445063818,2688055119,,,,
47750,경상북도 청송군,자연관광,110908743,2688055119,,,,
47750,경상북도 청송군,체험관광,14532972,2688055119,,,,
47850,경상북도 칠곡군,기타관광,174002006,2688055119,,,,
47850,경상북도 칠곡군,레저스포츠,123956738,2688055119,,,,
47850,경상북도 칠곡군,문화관광,304199404,2688055119,,,,
47850,경상북도 칠곡군,쇼핑,154088721,2688055119,,,,
47850,경상북도 칠곡군,숙박,285331364,2688055119,,,,
47850,경상북도 칠곡군,역사관광,75971353,2688055119,,,,
47850,경상북도 칠곡군,음식,1445063818,2688055119,,,,
47850,경상북도 칠곡군,자연관광,110908743,2688055119,,,,
47850,경상북도 칠곡군,체험관광,14532972,2688055119,,,,
47110,경상북도 포항시,기타관광,174002006,2688055119,,,,
47110,경상북도 포항시,레저스포츠,123956738,2688055119,,,,
47110,경상북도 포항시,문화관광,304199404,2688055119,,,,
47110,경상북도 포항시,쇼핑,154088721,2688055119,,,,
47110,경상북도 포항시,숙박,285331364,2688055119,,,,
47110,경상북도 포항시,역사관광,75971353,2688055119,,,,
47110,경상북도 포항시,음식,1445063818,2688055119,,,,
47110,경상북도 포항시,자연관광,110908743,2688055119,,,,
47110,경상북도 포항시,체험관광,14532972,2688055119,,,,
47113,경상북도 포항시 북구,기타관광,174002006,2688055119,,,,
47113,경상북도 포항시 북구,레저스포츠,123956738,2688055119,,,,
47113,경상북도 포항시 북구,문화관광,304199404,2688055119,,,,
47113,경상북도 포항시 북구,쇼핑,154088721,2688055119,,,,
47113,경상북도 포항시 북구,숙박,285331364,2688055119,,,,
47113,경상북도 포항시 북구,역사관광,75971353,2688055119,,,,
47113,경상북도 포항시 북구,음식,1445063818,2688055119,,,,
47113,경상북도 포항시 북구,자연관광,110908743,2688055119,,,,
47113,경상북도 포항시 북구,체험관광,14532972,2688055119,,,,
47111,경상북도 포항시 남구,기타관광,174002006,2688055119,,,,
47111,경상북도 포항시 남구,레저스포츠,123956738,2688055119,,,,
47111,경상북도 포항시 남구,문화관광,304199404,2688055119,,,,
47111,경상북도 포항시 남구,쇼핑,154088721,2688055119,,,,
47111,경상북도 포항시 남구,숙박,285331364,2688055119,,,,
47111,경상북도 포항시 남구,역사관광,75971353,2688055119,,,,
47111,경상북도 포항시 남구,음식,1445063818,2688055119,,,,
47111,경상북도 포항시 남구,자연관광,110908743,2688055119,,,,
47111,경상북도 포항시 남구,체험관광,14532972,2688055119,,,,
48310,경상남도 거제시,기타관광,174002006,2688055119,,,,
48310,경상남도 거제시,레저스포츠,123956738,2688055119,,,,
48310,경상남도 거제시,문화관광,304199404,2688055119,,,,
48310,경상남도 거제시,쇼핑,154088721,2688055119,,,,
48310,경상남도 거제시,숙박,285331364,2688055119,,,,
48310,경상남도 거제시,역사관광,75971353,2688055119,,,,
48310,경상남도 거제시,음식,1445063818,2688055119,,,,
48310,경상남도 거제시,자연관광,110908743,2688055119,,,,
48310,경상남도 거제시,체험관광,14532972,2688055119,,,,
48880,경상남도 거창군,기타관광,174002006,2688055119,,,,
48880,경상남도 거창군,레저스포츠,123956738,2688055119,,,,
48880,경상남도 거창군,문화관광,304199404,2688055119,,,,
48880,경상남도 거창군,쇼핑,154088721,2688055119,,,,
48880,경상남도 거창군,숙박,285331364,2688055119,,,,
48880,경상남도 거창군,역사관광,75971353,2688055119,,,,
48880,경상남도 거창군,음식,1445063818,2688055119,,,,
48880,경상남도 거창군,자연관광,110908743,2688055119,,,,
48880,경상남도 거창군,체험관광,14532972,2688055119,,,,
48820,경상남도 고성군,기타관광,174002006,2688055119,,,,
48820,경상남도 고성군,레저스포츠,123956738,2688055119,,,,
48820,경상남도 고성군,문화관광,304199404,2688055119,,,,
48820,경상남도 고성군,쇼핑,154088721,2688055119,,,,
48820,경상남도 고성군,숙박,285331364,2688055119,,,,
48820,경상남도 고성군,역사관광,75971353,2688055119,,,,
48820,경상남도 고성군,음식,1445063818,2688055119,,,,
48820,경상남도 고성군,자연관광,110908743,2688055119,,,,
48820,경상남도 고성군,체험관광,14532972,2688055119,,,,
48250,경상남도 김해시,기타관광,174002006,2688055119,,,,
48250,경상남도 김해시,레저스포츠,123956738,2688055119,,,,
48250,경상남도 김해시,문화관광,304199404,2688055119,,,,
48250,경상남도 김해시,쇼핑,154088721,2688055119,,,,
48250,경상남도 김해시,숙박,285331364,2688055119,,,,
48250,경상남도 김해시,역사관광,75971353,2688055119,,,,
48250,경상남도 김해시,음식,1445063818,2688055119,,,,
48250,경상남도 김해시,자연관광,110908743,2688055119,,,,
48250,경상남도 김해시,체험관광,14532972,2688055119,,,,
48840,경상남도 남해군,기타관광,174002006,2688055119,,,,
48840,경상남도 남해군,레저스포츠,123956738,2688055119,,,,
48840,경상남도 남해군,문화관광,304199404,2688055119,,,,
48840,경상남도 남해군,쇼핑,154088721,2688055119,,,,
48840,경상남도 남해군,숙박,285331364,2688055119,,,,
48840,경상남도 남해군,역사관광,75971353,2688055119,,,,
48840,경상남도 남해군,음식,1445063818,2688055119,,,,
48840,경상남도 남해군,자연관광,110908743,2688055119,,,,
48840,경상남도 남해군,체험관광,14532972,2688055119,,,,
48270,경상남도 밀양시,기타관광,174002006,2688055119,,,,
48270,경상남도 밀양시,레저스포츠,123956738,2688055119,,,,
48270,경상남도 밀양시,문화관광,304199404,2688055119,,,,
48270,경상남도 밀양시,쇼핑,154088721,2688055119,,,,
48270,경상남도 밀양시,숙박,285331364,2688055119,,,,
48270,경상남도 밀양시,역사관광,75971353,2688055119,,,,
48270,경상남도 밀양시,음식,1445063818,2688055119,,,,
48270,경상남도 밀양시,자연관광,110908743,2688055119,,,,
48270,경상남도 밀양시,체험관광,14532972,2688055119,,,,
48860,경상남도 산청군,기타관광,174002006,2688055119,,,,
48860,경상남도 산청군,레저스포츠,123956738,2688055119,,,,
48860,경상남도 산청군,문화관광,304199404,2688055119,,,,
48860,경상남도 산청군,쇼핑,154088721,2688055119,,,,
48860,경상남도 산청군,숙박,285331364,2688055119,,,,
48860,경상남도 산청군,역사관광,75971353,2688055119,,,,
48860,경상남도 산청군,음식,1445063818,2688055119,,,,
48860,경상남도 산청군,자연관광,110908743,2688055119,,,,
48860,경상남도 산청군,체험관광,14532972,2688055119,,,,
48240,경상남도 사천시,기타관광,174002006,2688055119,,,,
48240,경상남도 사천시,레저스포츠,123956738,2688055119,,,,
48240,경상남도 사천시,문화관광,304199404,2688055119,,,,
48240,경상남도 사천시,쇼핑,154088721,2688055119,,,,
48240,경상남도 사천시,숙박,285331364,2688055119,,,,
48240,경상남도 사천시,역사관광,75971353,2688055119,,,,
48240,경상남도 사천시,음식,1445063818,2688055119,,,,
48240,경상남도 사천시,자연관광,110908743,2688055119,,,,
48240,경상남도 사천시,체험관광,14532972,2688055119,,,,
48330,경상남도 양산시,기타관광,174002006,2688055119,,,,
48330,경상남도 양산시,레저스포츠,123956738,2688055119,,,,
48330,경상남도 양산시,문화관광,304199404,2688055119,,,,
48330,경상남도 양산시,쇼핑,154088721,2688055119,,,,
48330,경상남도 양산시,숙박,285331364,2688055119,,,,
48330,경상남도 양산시,역사관광,75971353,2688055119,,,,
48330,경상남도 양산시,음식,1445063818,2688055119,,,,
48330,경상남도 양산시,자연관광,110908743,2688055119,,,,
48330,경상남도 양산시,체험관광,14532972,2688055119,,,,
48720,경상남도 의령군,기타관광,174002006,2688055119,,,,
48720,경상남도 의령군,레저스포츠,123956738,2688055119,,,,
48720,경상남도 의령군,문화관광,304199404,2688055119,,,,
48720,경상남도 의령군,쇼핑,154088721,2688055119,,,,
48720,경상남도 의령군,숙박,285331364,2688055119,,,,
48720,경상남도 의령군,역사관광,75971353,2688055119,,,,
48720,경상남도 의령군,음식,1445063818,2688055119,,,,
48720,경상남도 의령군,자연관광,110908743,2688055119,,,,
48720,경상남도 의령군,체험관광,14532972,2688055119,,,,
48170,경상남도 진주시,기타관광,174002006,2688055119,,,,
48170,경상남도 진주시,레저스포츠,123956738,2688055119,,,,
48170,경상남도 진주시,문화관광,304199404,2688055119,,,,
48170,경상남도 진주시,쇼핑,154088721,2688055119,,,,
48170,경상남도 진주시,숙박,285331364,2688055119,,,,
48170,경상남도 진주시,역사관광,75971353,2688055119,,,,
48170,경상남도 진주시,음식,1445063818,2688055119,,,,
48170,경상남도 진주시,자연관광,110908743,2688055119,,,,
48170,경상남도 진주시,체험관광,14532972,2688055119,,,,
48740,경상남도 창녕군,기타관광,174002006,2688055119,,,,
48740,경상남도 창녕군,레저스포츠,123956738,2688055119,,,,
48740,경상남도 창녕군,문화관광,304199404,2688055119,,,,
48740,경상남도 창녕군,쇼핑,154088721,2688055119,,,,
48740,경상남도 창녕군,숙박,285331364,2688055119,,,,
48740,경상남도 창녕군,역사관광,75971353,2688055119,,,,
48740,경상남도 창녕군,음식,1445063818,2688055119,,,,
48740,경상남도 창녕군,자연관광,110908743,2688055119,,,,
48740,경상남도 창녕군,체험관광,14532972,2688055119,,,,
48120,경상남도 창원시,기타관광,174002006,2688055119,,,,
48120,경상남도 창원시,레저스포츠,123956738,2688055119,,,,
48120,경상남도 창원시,문화관광,304199404,2688055119,,,,
48120,경상남도 창원시,쇼핑,154088721,2688055119,,,,
48120,경상남도 창원시,숙박,285331364,2688055119,,,,
48120,경상남도 창원시,역사관광,75971353,2688055119,,,,
48120,경상남도 창원시,음식,1445063818,2688055119,,,,
48120,경상남도 창원시,자연관광,110908743,2688055119,,,,
48120,경상남도 창원시,체험관광,14532972,2688055119,,,,
48125,경상남도 창원시 마산합포구,기타관광,174002006,2688055119,,,,
48125,경상남도 창원시 마산합포구,레저스포츠,123956738,2688055119,,,,
48125,경상남도 창원시 마산합포구,문화관광,304199404,2688055119,,,,
48125,경상남도 창원시 마산합포구,쇼핑,154088721,2688055119,,,,
48125,경상남도 창원시 마산합포구,숙박,285331364,2688055119,,,,
48125,경상남도 창원시 마산합포구,역사관광,75971353,2688055119,,,,
48125,경상남도 창원시 마산합포구,음식,1445063818,2688055119,,,,
48125,경상남도 창원시 마산합포구,자연관광,110908743,2688055119,,,,
48125,경상남도 창원시 마산합포구,체험관광,14532972,2688055119,,,,
48127,경상남도 창원시 마산회원구,기타관광,174002006,2688055119,,,,
48127,경상남도 창원시 마산회원구,레저스포츠,123956738,2688055119,,,,
48127,경상남도 창원시 마산회원구,문화관광,304199404,2688055119,,,,
48127,경상남도 창원시 마산회원구,쇼핑,154088721,2688055119,,,,
48127,경상남도 창원시 마산회원구,숙박,285331364,2688055119,,,,
48127,경상남도 창원시 마산회원구,역사관광,75971353,2688055119,,,,
48127,경상남도 창원시 마산회원구,음식,1445063818,2688055119,,,,
48127,경상남도 창원시 마산회원구,자연관광,110908743,2688055119,,,,
48127,경상남도 창원시 마산회원구,체험관광,14532972,2688055119,,,,
48123,경상남도 창원시 성산구,기타관광,174002006,2688055119,,,,
48123,경상남도 창원시 성산구,레저스포츠,123956738,2688055119,,,,
48123,경상남도 창원시 성산구,문화관광,304199404,2688055119,,,,
48123,경상남도 창원시 성산구,쇼핑,154088721,2688055119,,,,
48123,경상남도 창원시 성산구,숙박,285331364,2688055119,,,,
48123,경상남도 창원시 성산구,역사관광,75971353,2688055119,,,,
48123,경상남도 창원시 성산구,음식,1445063818,2688055119,,,,
48123,경상남도 창원시 성산구,자연관광,110908743,2688055119,,,,
48123,경상남도 창원시 성산구,체험관광,14532972,2688055119,,,,
48121,경상남도 창원시 의창구,기타관광,174002006,2688055119,,,,
48121,경상남도 창원시 의창구,레저스포츠,123956738,2688055119,,,,
