SGG_CD,SGG_NM,SIDO_CD,SIDO_NM,SIDO_AVG_STAY_TM,SIDO_AVG_LODG_TOU_RAT,SGG_CD,SGG_NM,SGG_AVG_STAY_TM,SGG_AVG_LODG_TOU_RAT
,,48270,밀양시,60.124475986300354,-0.20807663377012364,,,0.0,0.0
,,48240,사천시,83.16341693107745,-0.16206921791624795,,,0.0,0.0
,,48330,양산시,117.50798994811782,0.10300209315070363,,,0.0,0.0
,,48860,산청군,-83.14172726756294,-0.3457295099553046,,,0.0,0.0
,,48720,의령군,36.8090159775312,-0.14027022452174354,,,0.0,0.0
,,48740,창녕군,-30.86221189012838,-0.2501602060401158,,,0.0,0.0
,,48170,진주시,723.3034016147909,0.10174678524756331,,,0.0,0.0
,,48127,창원시 마산회원구,-2.4333076604079906,0.15675072839393378,,,0.0,0.0
,,48121,창원시 의창구,-166.0950635158997,0.12465948901248813,,,0.0,0.0
,,48123,창원시 성산구,-74.2524545601957,0.09732897683577635,,,0.0,0.0
,,48125,창원시 마산합포구,-118.00520007481634,0.011381199415135601,,,0.0,0.0
,,48129,창원시 진해구,278.85119123752736,0.12752554864434762,,,0.0,0.0
,,50110,제주시,796.2168161768121,0.2649629245165377,,,0.0,0.0
,,50130,서귀포시,365.29715240745406,0.22499568226571487,,,0.0,0.0
,,48730,함안군,-81.55325631704,-0.01246579737889908,,,0.0,0.0
,,48890,합천군,61.21758574556554,-0.2742504967333259,,,0.0,0.0
,,48850,하동군,-95.7087071132571,-0.30387829907321606,,,0.0,0.0
,,48220,통영시,245.76234342928967,-0.2905363785355344,,,0.0,0.0
,,48870,함양군,76.03267511078059,-0.20991376167400544,,,0.0,0.0
,,51150,강릉시,729.7227355827756,-0.5468839820492564,,,0.0,0.0
,,51820,고성군,-99.13850901724368,-0.7239856094530155,,,0.0,0.0
,,51830,양양군,-391.2126343345111,-0.7971654556463088,,,0.0,0.0
,,51210,속초시,-168.51030115624428,-0.7373933492431295,,,0.0,0.0
,,51800,양구군,1391.5786041302347,0.160452337574974,,,0.0,0.0
,,51170,동해시,580.010078821969,-0.2887451646158521,,,0.0,0.0
,,51750,영월군,195.37063146400828,-0.5057276575343508,,,0.0,0.0
,,51230,삼척시,573.442038267913,-0.36414437025177904,,,0.0,0.0
,,51130,원주시,1275.7625637758929,0.0005903828443902803,,,0.0,0.0
,,51110,춘천시,1187.2794545820107,-0.21531565436102484,,,0.0,0.0
,,51760,평창군,125.40506811663965,-0.47949643651585827,,,0.0,0.0
,,51780,철원군,853.088206192001,-0.1796276528669707,,,0.0,0.0
,,51770,정선군,548.211137799128,-0.5834803101848136,,,0.0,0.0
,,51810,인제군,-93.33008574397024,-0.26268150557221803,,,0.0,0.0
,,51190,태백시,1069.753857762263,0.016563023337964555,,,0.0,0.0
,,51720,홍천군,-127.224765106223,-0.7389867568435844,,,0.0,0.0
,,51790,화천군,837.4715939313658,-0.18517112326498308,,,0.0,0.0
,,51730,횡성군,-155.0049576903308,-0.5454100710658967,,,0.0,0.0
,,52730,무주군,-476.3354874575417,-0.8212687913806587,,,0.0,0.0
,,52790,고창군,-3.6734044690406336,-0.38834520041277054,,,0.0,0.0
,,52190,남원시,281.52641499894776,-0.3838617182370072,,,0.0,0.0
,,52130,군산시,1161.5186382709248,-0.13735945156240392,,,0.0,0.0
,,52210,김제시,-125.00616498507065,-0.07004126512619413,,,0.0,0.0
,,52800,부안군,-44.0574198174869,-0.7768543909549761,,,0.0,0.0
,,52770,순창군,-266.0916160489285,-0.3396354366817258,,,0.0,0.0
,,52710,완주군,-376.29349698234114,-0.2812091682382669,,,0.0,0.0
,,52140,익산시,1136.9024545783784,0.265532156231012,,,0.0,0.0
,,52740,장수군,429.4011902741295,-0.3325777382183914,,,0.0,0.0
,,52750,임실군,-971.611778802511,-0.4512433814826493,,,0.0,0.0
,,52113,전주시 덕진구,380.62174591629287,0.11138462355808132,,,0.0,0.0
,,52180,정읍시,429.4750284783115,-0.14118736927419118,,,0.0,0.0
,,52111,전주시 완산구,317.2441915510092,-0.16195140954377463,,,0.0,0.0
,,52720,진안군,-310.4858708273779,-0.5780604886296885,,,0.0,0.0
