SGG_CD,SGG_NM,CD_NM,CD_RAT
46910,전라남도 신안군,쇼핑,0.5
46910,전라남도 신안군,레저스포츠,0.3
46910,전라남도 신안군,체험관광,0.0
46870,전라남도 영광군,음식,27.7
46870,전라남도 영광군,기타관광,26.4
46870,전라남도 영광군,문화관광,11.5
46870,전라남도 영광군,역사관광,9.9
46870,전라남도 영광군,자연관광,9.8
46870,전라남도 영광군,숙박,7.2
46870,전라남도 영광군,레저스포츠,5.5
46870,전라남도 영광군,쇼핑,1.8
46870,전라남도 영광군,체험관광,0.3
46780,전라남도 보성군,기타관광,29.6
46780,전라남도 보성군,음식,20.5
46780,전라남도 보성군,자연관광,15.7
46780,전라남도 보성군,숙박,10.2
46780,전라남도 보성군,문화관광,8.5
46780,전라남도 보성군,체험관광,4.9
46780,전라남도 보성군,레저스포츠,4.8
46780,전라남도 보성군,쇼핑,3.4
46780,전라남도 보성군,역사관광,2.4
46150,전라남도 순천시,음식,34.6
46150,전라남도 순천시,기타관광,30.9
46150,전라남도 순천시,역사관광,8.9
46150,전라남도 순천시,숙박,8.3
46150,전라남도 순천시,쇼핑,5.6
46150,전라남도 순천시,문화관광,5.6
46150,전라남도 순천시,레저스포츠,3.8
46150,전라남도 순천시,자연관광,2.1
46150,전라남도 순천시,체험관광,0.2
46830,전라남도 영암군,음식,23.8
46830,전라남도 영암군,레저스포츠,22.7
46830,전라남도 영암군,숙박,14.3
46830,전라남도 영암군,기타관광,13.1
46830,전라남도 영암군,문화관광,9.9
46830,전라남도 영암군,역사관광,8.5
46830,전라남도 영암군,자연관광,6.4
46830,전라남도 영암군,쇼핑,0.7
46830,전라남도 영암군,체험관광,0.6
46130,전라남도 여수시,음식,33.9
46130,전라남도 여수시,숙박,21.8
46130,전라남도 여수시,기타관광,13.1
46130,전라남도 여수시,문화관광,10.7
46130,전라남도 여수시,자연관광,9.4
46130,전라남도 여수시,역사관광,4.0
46130,전라남도 여수시,레저스포츠,4.0
46130,전라남도 여수시,쇼핑,3.1
46130,전라남도 여수시,체험관광,0.1
46890,전라남도 완도군,기타관광,42.5
46890,전라남도 완도군,자연관광,24.7
46890,전라남도 완도군,음식,10.6
46890,전라남도 완도군,숙박,9.3
46890,전라남도 완도군,문화관광,7.2
46890,전라남도 완도군,쇼핑,3.1
46890,전라남도 완도군,역사관광,2.1
46890,전라남도 완도군,레저스포츠,0.5
46890,전라남도 완도군,체험관광,0.0
46880,전라남도 장성군,음식,33.1
46880,전라남도 장성군,역사관광,16.0
46880,전라남도 장성군,기타관광,13.6
46880,전라남도 장성군,레저스포츠,10.9
46880,전라남도 장성군,문화관광,9.2
46880,전라남도 장성군,자연관광,8.5
46880,전라남도 장성군,숙박,7.7
46880,전라남도 장성군,쇼핑,0.8
46880,전라남도 장성군,체험관광,0.3
46800,전라남도 장흥군,음식,21.4
46800,전라남도 장흥군,문화관광,19.4
46800,전라남도 장흥군,자연관광,14.7
46800,전라남도 장흥군,쇼핑,13.4
46800,전라남도 장흥군,레저스포츠,12.2
46800,전라남도 장흥군,숙박,7.8
46800,전라남도 장흥군,기타관광,7.1
46800,전라남도 장흥군,역사관광,4.0
46800,전라남도 장흥군,체험관광,0.0
46900,전라남도 진도군,숙박,34.2
46900,전라남도 진도군,자연관광,17.1
46900,전라남도 진도군,음식,16.2
46900,전라남도 진도군,문화관광,12.5
46900,전라남도 진도군,기타관광,8.3
46900,전라남도 진도군,역사관광,7.7
46900,전라남도 진도군,쇼핑,2.9
46900,전라남도 진도군,레저스포츠,1.2
46900,전라남도 진도군,체험관광,0.0
46860,전라남도 함평군,음식,33.1
46860,전라남도 함평군,문화관광,20.1
46860,전라남도 함평군,자연관광,15.8
46860,전라남도 함평군,레저스포츠,14.1
46860,전라남도 함평군,기타관광,7.7
46860,전라남도 함평군,숙박,3.9
46860,전라남도 함평군,역사관광,2.7
46860,전라남도 함평군,쇼핑,2.4
46860,전라남도 함평군,체험관광,0.1
46820,전라남도 해남군,문화관광,21.4
46820,전라남도 해남군,음식,21.1
46820,전라남도 해남군,기타관광,17.1
46820,전라남도 해남군,역사관광,14.5
46820,전라남도 해남군,숙박,9.7
46820,전라남도 해남군,레저스포츠,7.6
46820,전라남도 해남군,자연관광,5.6
46820,전라남도 해남군,쇼핑,2.2
46820,전라남도 해남군,체험관광,0.7
46790,전라남도 화순군,음식,44.5
46790,전라남도 화순군,레저스포츠,14.1
46790,전라남도 화순군,문화관광,11.1
46790,전라남도 화순군,숙박,8.5
46790,전라남도 화순군,역사관광,7.0
46790,전라남도 화순군,자연관광,5.9
46790,전라남도 화순군,기타관광,5.7
46790,전라남도 화순군,체험관광,2.0
46790,전라남도 화순군,쇼핑,1.2
47290,경상북도 경산시,음식,51.0
47290,경상북도 경산시,레저스포츠,9.4
47290,경상북도 경산시,기타관광,9.3
47290,경상북도 경산시,문화관광,8.0
47290,경상북도 경산시,역사관광,6.9
47290,경상북도 경산시,숙박,6.8
47290,경상북도 경산시,쇼핑,5.1
47290,경상북도 경산시,자연관광,3.1
47290,경상북도 경산시,체험관광,0.5
47920,경상북도 봉화군,기타관광,35.5
47920,경상북도 봉화군,음식,19.6
47920,경상북도 봉화군,자연관광,14.1
47920,경상북도 봉화군,역사관광,11.9
47920,경상북도 봉화군,숙박,9.9
47920,경상북도 봉화군,문화관광,6.5
47920,경상북도 봉화군,쇼핑,1.8
47920,경상북도 봉화군,레저스포츠,0.5
47920,경상북도 봉화군,체험관광,0.2
47280,경상북도 문경시,음식,26.7
47280,경상북도 문경시,숙박,17.3
47280,경상북도 문경시,기타관광,16.5
47280,경상북도 문경시,역사관광,15.5
47280,경상북도 문경시,문화관광,9.3
47280,경상북도 문경시,레저스포츠,5.2
47280,경상북도 문경시,체험관광,3.8
47280,경상북도 문경시,자연관광,3.7
47280,경상북도 문경시,쇼핑,1.9
47130,경상북도 경주시,음식,33.1
47130,경상북도 경주시,역사관광,19.2
47130,경상북도 경주시,숙박,18.3
47130,경상북도 경주시,문화관광,13.2
47130,경상북도 경주시,기타관광,7.2
47130,경상북도 경주시,레저스포츠,4.4
47130,경상북도 경주시,자연관광,2.9
47130,경상북도 경주시,쇼핑,1.7
47130,경상북도 경주시,체험관광,0.2
47830,경상북도 고령군,레저스포츠,32.1
47830,경상북도 고령군,음식,20.6
47830,경상북도 고령군,문화관광,18.3
47830,경상북도 고령군,기타관광,10.4
47830,경상북도 고령군,숙박,6.6
47830,경상북도 고령군,쇼핑,6.1
47830,경상북도 고령군,자연관광,2.1
47830,경상북도 고령군,역사관광,2.0
47830,경상북도 고령군,체험관광,1.6
47150,경상북도 김천시,기타관광,34.8
47150,경상북도 김천시,음식,25.5
47150,경상북도 김천시,역사관광,10.5
47150,경상북도 김천시,숙박,9.0
47150,경상북도 김천시,자연관광,5.4
47150,경상북도 김천시,레저스포츠,5.3
47150,경상북도 김천시,문화관광,4.7
47150,경상북도 김천시,쇼핑,4.3
47150,경상북도 김천시,체험관광,0.4
47190,경상북도 구미시,음식,44.1
47190,경상북도 구미시,기타관광,15.4
47190,경상북도 구미시,숙박,12.0
47190,경상북도 구미시,문화관광,10.4
47190,경상북도 구미시,레저스포츠,6.6
47190,경상북도 구미시,자연관광,4.6
47190,경상북도 구미시,쇼핑,3.6
47190,경상북도 구미시,역사관광,3.1
47190,경상북도 구미시,체험관광,0.2
47250,경상북도 상주시,음식,36.5
47250,경상북도 상주시,문화관광,15.0
47250,경상북도 상주시,기타관광,14.1
47250,경상북도 상주시,숙박,11.8
47250,경상북도 상주시,레저스포츠,11.6
47250,경상북도 상주시,자연관광,5.6
47250,경상북도 상주시,역사관광,3.1
47250,경상북도 상주시,쇼핑,1.6
47250,경상북도 상주시,체험관광,0.7
47840,경상북도 성주군,음식,30.1
47840,경상북도 성주군,숙박,23.6
47840,경상북도 성주군,자연관광,10.8
47840,경상북도 성주군,문화관광,10.3
47840,경상북도 성주군,기타관광,8.4
47840,경상북도 성주군,역사관광,6.4
47840,경상북도 성주군,레저스포츠,5.9
47840,경상북도 성주군,쇼핑,3.1
47840,경상북도 성주군,체험관광,1.5
47760,경상북도 영양군,자연관광,27.9
47760,경상북도 영양군,역사관광,15.0
47760,경상북도 영양군,기타관광,13.7
47760,경상북도 영양군,음식,13.2
47760,경상북도 영양군,숙박,12.5
47760,경상북도 영양군,문화관광,11.0
47760,경상북도 영양군,쇼핑,3.3
47760,경상북도 영양군,레저스포츠,3.0
47760,경상북도 영양군,체험관광,0.5
47770,경상북도 영덕군,자연관광,37.0
47770,경상북도 영덕군,음식,17.9
47770,경상북도 영덕군,문화관광,14.0
47770,경상북도 영덕군,숙박,13.4
47770,경상북도 영덕군,기타관광,5.7
47770,경상북도 영덕군,쇼핑,5.6
47770,경상북도 영덕군,레저스포츠,5.6
47770,경상북도 영덕군,역사관광,0.7
47770,경상북도 영덕군,체험관광,0.2
47230,경상북도 영천시,음식,24.2
47230,경상북도 영천시,레저스포츠,19.9
47230,경상북도 영천시,기타관광,14.7
47230,경상북도 영천시,역사관광,14.2
47230,경상북도 영천시,숙박,8.2
47230,경상북도 영천시,문화관광,8.0
47230,경상북도 영천시,쇼핑,5.9
47230,경상북도 영천시,자연관광,3.8
47230,경상북도 영천시,체험관광,1.2
47170,경상북도 안동시,음식,30.0
47170,경상북도 안동시,역사관광,19.6
47170,경상북도 안동시,기타관광,16.2
47170,경상북도 안동시,숙박,11.5
47170,경상북도 안동시,쇼핑,8.6
47170,경상북도 안동시,문화관광,8.1
47170,경상북도 안동시,레저스포츠,4.2
47170,경상북도 안동시,자연관광,0.9
47170,경상북도 안동시,체험관광,0.9
47210,경상북도 영주시,음식,31.9
47210,경상북도 영주시,기타관광,22.4
47210,경상북도 영주시,역사관광,20.9
47210,경상북도 영주시,숙박,13.4
47210,경상북도 영주시,문화관광,4.6
47210,경상북도 영주시,쇼핑,3.5
47210,경상북도 영주시,자연관광,2.0
47210,경상북도 영주시,체험관광,0.7
47210,경상북도 영주시,레저스포츠,0.7
47900,경상북도 예천군,음식,36.6
47900,경상북도 예천군,기타관광,18.2
47900,경상북도 예천군,역사관광,12.4
47900,경상북도 예천군,레저스포츠,10.8
47900,경상북도 예천군,문화관광,9.4
47900,경상북도 예천군,숙박,6.1
47900,경상북도 예천군,체험관광,3.0
47900,경상북도 예천군,쇼핑,1.8
47900,경상북도 예천군,자연관광,1.7
47730,경상북도 의성군,레저스포츠,28.5
47730,경상북도 의성군,음식,20.4
47730,경상북도 의성군,역사관광,11.1
47730,경상북도 의성군,기타관광,10.6
47730,경상북도 의성군,자연관광,8.8
47730,경상북도 의성군,문화관광,8.7
47730,경상북도 의성군,숙박,5.2
47730,경상북도 의성군,쇼핑,4.7
47730,경상북도 의성군,체험관광,2.1
47930,경상북도 울진군,자연관광,34.2
47930,경상북도 울진군,음식,15.1
47930,경상북도 울진군,숙박,12.2
47930,경상북도 울진군,기타관광,10.0
47930,경상북도 울진군,문화관광,9.4
47930,경상북도 울진군,체험관광,8.1
47930,경상북도 울진군,레저스포츠,5.1
47930,경상북도 울진군,역사관광,3.7
47930,경상북도 울진군,쇼핑,2.2
47940,경상북도 울릉군,자연관광,29.8
47940,경상북도 울릉군,문화관광,19.3
47940,경상북도 울릉군,음식,17.5
47940,경상북도 울릉군,기타관광,16.1
47940,경상북도 울릉군,숙박,14.8
47940,경상북도 울릉군,레저스포츠,1.5
47940,경상북도 울릉군,쇼핑,0.6
47940,경상북도 울릉군,역사관광,0.5
47940,경상북도 울릉군,체험관광,0.0
47820,경상북도 청도군,음식,31.0
47820,경상북도 청도군,역사관광,16.0
47820,경상북도 청도군,레저스포츠,13.2
47820,경상북도 청도군,숙박,11.1
47820,경상북도 청도군,기타관광,10.6
47820,경상북도 청도군,문화관광,9.0
47820,경상북도 청도군,자연관광,4.0
47820,경상북도 청도군,체험관광,3.9
47820,경상북도 청도군,쇼핑,1.1
47850,경상북도 칠곡군,음식,42.7
47850,경상북도 칠곡군,레저스포츠,12.6
47850,경상북도 칠곡군,문화관광,10.0
47850,경상북도 칠곡군,숙박,9.9
47850,경상북도 칠곡군,기타관광,9.5
47850,경상북도 칠곡군,자연관광,5.9
47850,경상북도 칠곡군,역사관광,4.5
47850,경상북도 칠곡군,체험관광,3.3
47850,경상북도 칠곡군,쇼핑,1.6
47750,경상북도 청송군,자연관광,32.4
47750,경상북도 청송군,숙박,25.7
47750,경상북도 청송군,음식,21.4
47750,경상북도 청송군,문화관광,5.5
47750,경상북도 청송군,체험관광,5.2
47750,경상북도 청송군,역사관광,4.9
47750,경상북도 청송군,기타관광,3.4
47750,경상북도 청송군,쇼핑,1.2
47750,경상북도 청송군,레저스포츠,0.3
47111,경상북도 포항시 남구,음식,39.3
47111,경상북도 포항시 남구,문화관광,14.2
47111,경상북도 포항시 남구,기타관광,13.4
47111,경상북도 포항시 남구,자연관광,12.9
47111,경상북도 포항시 남구,숙박,12.7
47111,경상북도 포항시 남구,쇼핑,4.3
47111,경상북도 포항시 남구,역사관광,1.5
47111,경상북도 포항시 남구,레저스포츠,1.2
47111,경상북도 포항시 남구,체험관광,0.5
47110,경상북도 포항시,음식,36.5
47110,경상북도 포항시,자연관광,15.6
47110,경상북도 포항시,쇼핑,11.6
47110,경상북도 포항시,기타관광,10.6
47110,경상북도 포항시,숙박,10.4
47110,경상북도 포항시,문화관광,9.2
47110,경상북도 포항시,레저스포츠,4.1
47110,경상북도 포항시,역사관광,1.7
47110,경상북도 포항시,체험관광,0.3
48820,경상남도 고성군,음식,25.3
48820,경상남도 고성군,문화관광,20.9
48820,경상남도 고성군,숙박,14.3
48820,경상남도 고성군,기타관광,10.9
48820,경상남도 고성군,레저스포츠,9.6
48820,경상남도 고성군,역사관광,7.7
48820,경상남도 고성군,자연관광,6.7
48820,경상남도 고성군,쇼핑,4.0
48820,경상남도 고성군,체험관광,0.7
47113,경상북도 포항시 북구,음식,34.7
47113,경상북도 포항시 북구,자연관광,17.3
47113,경상북도 포항시 북구,쇼핑,16.1
47113,경상북도 포항시 북구,숙박,9.0
47113,경상북도 포항시 북구,기타관광,8.7
47113,경상북도 포항시 북구,문화관광,6.1
47113,경상북도 포항시 북구,레저스포츠,6.0
47113,경상북도 포항시 북구,역사관광,1.9
47113,경상북도 포항시 북구,체험관광,0.2
48310,경상남도 거제시,음식,25.2
48310,경상남도 거제시,숙박,22.4
48310,경상남도 거제시,자연관광,15.1
48310,경상남도 거제시,문화관광,14.5
48310,경상남도 거제시,기타관광,9.6
48310,경상남도 거제시,역사관광,6.5
48310,경상남도 거제시,레저스포츠,3.5
48310,경상남도 거제시,쇼핑,2.8
48310,경상남도 거제시,체험관광,0.6
48880,경상남도 거창군,음식,24.6
48880,경상남도 거창군,기타관광,24.4
48880,경상남도 거창군,문화관광,14.4
48880,경상남도 거창군,레저스포츠,8.6
48880,경상남도 거창군,숙박,8.5
48880,경상남도 거창군,자연관광,7.6
48880,경상남도 거창군,체험관광,5.9
48880,경상남도 거창군,쇼핑,3.1
48880,경상남도 거창군,역사관광,2.9
48250,경상남도 김해시,음식,41.5
48250,경상남도 김해시,쇼핑,23.4
48250,경상남도 김해시,문화관광,12.9
48250,경상남도 김해시,레저스포츠,7.4
48250,경상남도 김해시,숙박,6.4
48250,경상남도 김해시,기타관광,4.0
48250,경상남도 김해시,역사관광,2.8
48250,경상남도 김해시,자연관광,1.2
48250,경상남도 김해시,체험관광,0.5
48840,경상남도 남해군,음식,24.1
48840,경상남도 남해군,기타관광,21.4
48840,경상남도 남해군,숙박,19.4
48840,경상남도 남해군,자연관광,14.0
48840,경상남도 남해군,역사관광,10.3
48840,경상남도 남해군,문화관광,5.4
48840,경상남도 남해군,레저스포츠,3.1
48840,경상남도 남해군,쇼핑,1.7
48840,경상남도 남해군,체험관광,0.6
48270,경상남도 밀양시,음식,27.9
48270,경상남도 밀양시,기타관광,16.6
48270,경상남도 밀양시,역사관광,14.6
48270,경상남도 밀양시,숙박,13.0
48270,경상남도 밀양시,문화관광,8.8
48270,경상남도 밀양시,레저스포츠,8.8
48270,경상남도 밀양시,자연관광,8.3
48270,경상남도 밀양시,체험관광,1.0
48270,경상남도 밀양시,쇼핑,0.9
48240,경상남도 사천시,음식,32.8
48240,경상남도 사천시,기타관광,18.7
48240,경상남도 사천시,자연관광,10.7
48240,경상남도 사천시,숙박,9.8
48240,경상남도 사천시,쇼핑,9.5
48240,경상남도 사천시,문화관광,8.4
48240,경상남도 사천시,레저스포츠,5.9
48240,경상남도 사천시,역사관광,4.0
48240,경상남도 사천시,체험관광,0.2
48860,경상남도 산청군,음식,25.5
48860,경상남도 산청군,역사관광,24.8
48860,경상남도 산청군,기타관광,18.3
48860,경상남도 산청군,숙박,18.1
48860,경상남도 산청군,문화관광,5.4
48860,경상남도 산청군,자연관광,4.9
48860,경상남도 산청군,레저스포츠,1.2
48860,경상남도 산청군,쇼핑,1.1
48860,경상남도 산청군,체험관광,0.6
48330,경상남도 양산시,음식,42.1
48330,경상남도 양산시,레저스포츠,14.5
48330,경상남도 양산시,역사관광,14.4
48330,경상남도 양산시,문화관광,8.8
48330,경상남도 양산시,숙박,6.1
48330,경상남도 양산시,쇼핑,5.6
48330,경상남도 양산시,기타관광,4.0
48330,경상남도 양산시,자연관광,3.9
48330,경상남도 양산시,체험관광,0.7
48720,경상남도 의령군,음식,27.1
48720,경상남도 의령군,역사관광,17.9
48720,경상남도 의령군,문화관광,14.3
48720,경상남도 의령군,레저스포츠,14.1
48720,경상남도 의령군,기타관광,9.0
48720,경상남도 의령군,쇼핑,7.5
48720,경상남도 의령군,숙박,6.6
48720,경상남도 의령군,자연관광,3.4
48720,경상남도 의령군,체험관광,0.2
48740,경상남도 창녕군,음식,22.9
48740,경상남도 창녕군,숙박,19.5
48740,경상남도 창녕군,문화관광,16.7
48740,경상남도 창녕군,레저스포츠,16.2
48740,경상남도 창녕군,자연관광,7.4
48740,경상남도 창녕군,기타관광,7.0
48740,경상남도 창녕군,역사관광,4.8
48740,경상남도 창녕군,쇼핑,2.9
48740,경상남도 창녕군,체험관광,2.5
48120,경상남도 창원시,음식,42.7
48120,경상남도 창원시,기타관광,14.0
48120,경상남도 창원시,쇼핑,12.5
48120,경상남도 창원시,문화관광,12.4
48120,경상남도 창원시,숙박,7.2
48120,경상남도 창원시,자연관광,3.7
48120,경상남도 창원시,레저스포츠,3.3
48120,경상남도 창원시,역사관광,2.6
48120,경상남도 창원시,체험관광,1.6
48170,경상남도 진주시,음식,46.8
48170,경상남도 진주시,쇼핑,11.9
48170,경상남도 진주시,기타관광,11.8
48170,경상남도 진주시,숙박,10.8
48170,경상남도 진주시,문화관광,8.7
48170,경상남도 진주시,자연관광,4.4
48170,경상남도 진주시,역사관광,3.9
48170,경상남도 진주시,레저스포츠,1.7
48170,경상남도 진주시,체험관광,0.1
48125,경상남도 창원시 마산합포구,음식,43.4
48125,경상남도 창원시 마산합포구,쇼핑,17.5
48125,경상남도 창원시 마산합포구,문화관광,14.3
48125,경상남도 창원시 마산합포구,숙박,8.3
48125,경상남도 창원시 마산합포구,기타관광,6.3
48125,경상남도 창원시 마산합포구,자연관광,6.0
48125,경상남도 창원시 마산합포구,역사관광,2.5
48125,경상남도 창원시 마산합포구,체험관광,1.3
48125,경상남도 창원시 마산합포구,레저스포츠,0.4
48127,경상남도 창원시 마산회원구,기타관광,44.5
48127,경상남도 창원시 마산회원구,음식,31.3
48127,경상남도 창원시 마산회원구,문화관광,13.8
48127,경상남도 창원시 마산회원구,쇼핑,4.0
48127,경상남도 창원시 마산회원구,숙박,2.5
48127,경상남도 창원시 마산회원구,자연관광,1.9
48127,경상남도 창원시 마산회원구,역사관광,1.4
48127,경상남도 창원시 마산회원구,레저스포츠,0.7
48127,경상남도 창원시 마산회원구,체험관광,0.0
48123,경상남도 창원시 성산구,음식,47.1
48123,경상남도 창원시 성산구,쇼핑,20.6
48123,경상남도 창원시 성산구,문화관광,14.5
48123,경상남도 창원시 성산구,숙박,10.5
48123,경상남도 창원시 성산구,기타관광,2.8
48123,경상남도 창원시 성산구,역사관광,1.8
48123,경상남도 창원시 성산구,자연관광,1.6
48123,경상남도 창원시 성산구,레저스포츠,0.7
48123,경상남도 창원시 성산구,체험관광,0.3
48121,경상남도 창원시 의창구,음식,40.1
48121,경상남도 창원시 의창구,기타관광,24.8
48121,경상남도 창원시 의창구,쇼핑,7.0
48121,경상남도 창원시 의창구,문화관광,6.8
48121,경상남도 창원시 의창구,숙박,6.1
48121,경상남도 창원시 의창구,체험관광,5.5
48121,경상남도 창원시 의창구,자연관광,3.8
48121,경상남도 창원시 의창구,레저스포츠,3.5
48121,경상남도 창원시 의창구,역사관광,2.4
48129,경상남도 창원시 진해구,음식,44.4
48129,경상남도 창원시 진해구,문화관광,12.9
48129,경상남도 창원시 진해구,레저스포츠,11.1
48129,경상남도 창원시 진해구,기타관광,9.7
48129,경상남도 창원시 진해구,쇼핑,6.9
48129,경상남도 창원시 진해구,숙박,5.2
48129,경상남도 창원시 진해구,자연관광,5.0
48129,경상남도 창원시 진해구,역사관광,4.9
48129,경상남도 창원시 진해구,체험관광,0.0
48850,경상남도 하동군,음식,21.6
48850,경상남도 하동군,기타관광,18.3
48850,경상남도 하동군,쇼핑,17.8
48850,경상남도 하동군,역사관광,16.7
48850,경상남도 하동군,숙박,11.0
48850,경상남도 하동군,문화관광,7.9
48850,경상남도 하동군,레저스포츠,3.1
48850,경상남도 하동군,자연관광,2.8
48850,경상남도 하동군,체험관광,0.8
48870,경상남도 함양군,음식,20.7
48870,경상남도 함양군,문화관광,18.3
48870,경상남도 함양군,숙박,13.2
48870,경상남도 함양군,자연관광,12.8
48870,경상남도 함양군,기타관광,12.3
48870,경상남도 함양군,레저스포츠,10.1
48870,경상남도 함양군,역사관광,8.3
48870,경상남도 함양군,체험관광,2.3
48870,경상남도 함양군,쇼핑,1.9
48220,경상남도 통영시,음식,25.6
48220,경상남도 통영시,기타관광,19.1
48220,경상남도 통영시,숙박,18.2
48220,경상남도 통영시,쇼핑,14.3
48220,경상남도 통영시,문화관광,8.7
48220,경상남도 통영시,레저스포츠,6.3
48220,경상남도 통영시,자연관광,5.9
48220,경상남도 통영시,역사관광,1.7
48220,경상남도 통영시,체험관광,0.3
48730,경상남도 함안군,음식,39.8
48730,경상남도 함안군,문화관광,23.8
48730,경상남도 함안군,레저스포츠,12.9
48730,경상남도 함안군,역사관광,10.4
48730,경상남도 함안군,기타관광,5.3
48730,경상남도 함안군,숙박,4.5
48730,경상남도 함안군,쇼핑,1.9
48730,경상남도 함안군,자연관광,1.1
48730,경상남도 함안군,체험관광,0.2
48890,경상남도 합천군,역사관광,22.3
48890,경상남도 합천군,문화관광,21.8
48890,경상남도 합천군,음식,20.6
48890,경상남도 합천군,숙박,12.8
48890,경상남도 합천군,기타관광,9.0
48890,경상남도 합천군,레저스포츠,8.1
48890,경상남도 합천군,자연관광,3.3
48890,경상남도 합천군,쇼핑,1.2
48890,경상남도 합천군,체험관광,0.9
51150,강원특별자치도 강릉시,음식,39.0
51150,강원특별자치도 강릉시,자연관광,19.2
51150,강원특별자치도 강릉시,숙박,18.0
51150,강원특별자치도 강릉시,문화관광,6.7
51150,강원특별자치도 강릉시,쇼핑,6.3
51150,강원특별자치도 강릉시,기타관광,5.3
51150,강원특별자치도 강릉시,역사관광,3.0
51150,강원특별자치도 강릉시,레저스포츠,2.3
51150,강원특별자치도 강릉시,체험관광,0.2
50130,제주특별자치도 서귀포시,음식,31.6
50130,제주특별자치도 서귀포시,숙박,22.5
50130,제주특별자치도 서귀포시,자연관광,12.6
50130,제주특별자치도 서귀포시,문화관광,12.0
50130,제주특별자치도 서귀포시,기타관광,10.2
50130,제주특별자치도 서귀포시,쇼핑,4.6
50130,제주특별자치도 서귀포시,레저스포츠,4.2
50130,제주특별자치도 서귀포시,체험관광,1.3
50130,제주특별자치도 서귀포시,역사관광,1.1
50110,제주특별자치도 제주시,음식,40.8
50110,제주특별자치도 제주시,자연관광,15.4
50110,제주특별자치도 제주시,숙박,14.5
50110,제주특별자치도 제주시,기타관광,12.2
50110,제주특별자치도 제주시,문화관광,7.1
50110,제주특별자치도 제주시,레저스포츠,4.3
50110,제주특별자치도 제주시,쇼핑,4.2
50110,제주특별자치도 제주시,체험관광,0.9
50110,제주특별자치도 제주시,역사관광,0.6
51820,강원특별자치도 고성군,숙박,32.8
51820,강원특별자치도 고성군,음식,26.9
51820,강원특별자치도 고성군,자연관광,19.0
51820,강원특별자치도 고성군,문화관광,7.1
51820,강원특별자치도 고성군,레저스포츠,5.2
51820,강원특별자치도 고성군,역사관광,4.7
51820,강원특별자치도 고성군,기타관광,3.2
51820,강원특별자치도 고성군,쇼핑,0.8
51820,강원특별자치도 고성군,체험관광,0.4
51170,강원특별자치도 동해시,자연관광,29.1
51170,강원특별자치도 동해시,음식,21.6
51170,강원특별자치도 동해시,숙박,18.6
51170,강원특별자치도 동해시,기타관광,15.1
51170,강원특별자치도 동해시,문화관광,8.2
51170,강원특별자치도 동해시,쇼핑,5.5
51170,강원특별자치도 동해시,레저스포츠,1.0
51170,강원특별자치도 동해시,역사관광,0.8
51170,강원특별자치도 동해시,체험관광,0.0
51230,강원특별자치도 삼척시,자연관광,28.5
51230,강원특별자치도 삼척시,숙박,26.4
51230,강원특별자치도 삼척시,음식,19.3
51230,강원특별자치도 삼척시,기타관광,9.6
51230,강원특별자치도 삼척시,문화관광,6.3
51230,강원특별자치도 삼척시,레저스포츠,5.2
51230,강원특별자치도 삼척시,쇼핑,3.3
51230,강원특별자치도 삼척시,역사관광,1.2
51230,강원특별자치도 삼척시,체험관광,0.2
51210,강원특별자치도 속초시,음식,36.1
51210,강원특별자치도 속초시,숙박,20.6
51210,강원특별자치도 속초시,쇼핑,14.8
51210,강원특별자치도 속초시,자연관광,14.1
51210,강원특별자치도 속초시,기타관광,6.2
51210,강원특별자치도 속초시,문화관광,5.2
51210,강원특별자치도 속초시,레저스포츠,1.3
51210,강원특별자치도 속초시,체험관광,1.0
51210,강원특별자치도 속초시,역사관광,0.6
51800,강원특별자치도 양구군,음식,25.4
51800,강원특별자치도 양구군,문화관광,22.1
51800,강원특별자치도 양구군,숙박,17.2
51800,강원특별자치도 양구군,기타관광,16.4
51800,강원특별자치도 양구군,자연관광,12.5
51800,강원특별자치도 양구군,쇼핑,2.9
51800,강원특별자치도 양구군,레저스포츠,2.4
51800,강원특별자치도 양구군,역사관광,0.9
51800,강원특별자치도 양구군,체험관광,0.2
51750,강원특별자치도 영월군,숙박,25.8
51750,강원특별자치도 영월군,음식,20.0
51750,강원특별자치도 영월군,문화관광,15.2
51750,강원특별자치도 영월군,역사관광,12.0
51750,강원특별자치도 영월군,기타관광,9.1
51750,강원특별자치도 영월군,쇼핑,8.7
51750,강원특별자치도 영월군,자연관광,6.7
51750,강원특별자치도 영월군,레저스포츠,2.2
51750,강원특별자치도 영월군,체험관광,0.4
51830,강원특별자치도 양양군,숙박,24.7
51830,강원특별자치도 양양군,음식,24.2
51830,강원특별자치도 양양군,자연관광,20.8
51830,강원특별자치도 양양군,역사관광,13.9
51830,강원특별자치도 양양군,레저스포츠,7.5
51830,강원특별자치도 양양군,문화관광,3.6
51830,강원특별자치도 양양군,쇼핑,2.6
51830,강원특별자치도 양양군,기타관광,2.2
51830,강원특별자치도 양양군,체험관광,0.5
51130,강원특별자치도 원주시,음식,37.3
51130,강원특별자치도 원주시,기타관광,15.2
51130,강원특별자치도 원주시,레저스포츠,14.6
51130,강원특별자치도 원주시,숙박,14.5
51130,강원특별자치도 원주시,문화관광,9.7
51130,강원특별자치도 원주시,쇼핑,4.8
51130,강원특별자치도 원주시,역사관광,2.5
51130,강원특별자치도 원주시,자연관광,1.2
51130,강원특별자치도 원주시,체험관광,0.1
