SGG_CD,SGG_NM,CD_NM,CD_RAT
41117,경기도 수원시 영통구,레저스포츠,2.2
41117,경기도 수원시 영통구,자연관광,0.4
41117,경기도 수원시 영통구,체험관광,0.1
41117,경기도 수원시 영통구,역사관광,0.0
41117,경기도 수원시 영통구,기타관광,0.0
41115,경기도 수원시 팔달구,음식,41.9
41115,경기도 수원시 팔달구,쇼핑,17.5
41115,경기도 수원시 팔달구,문화관광,13.1
41115,경기도 수원시 팔달구,숙박,11.8
41115,경기도 수원시 팔달구,역사관광,8.6
41115,경기도 수원시 팔달구,기타관광,6.5
41115,경기도 수원시 팔달구,레저스포츠,0.5
41115,경기도 수원시 팔달구,자연관광,0.1
41115,경기도 수원시 팔달구,체험관광,0.1
41390,경기도 시흥시,음식,40.7
41390,경기도 시흥시,쇼핑,21.0
41390,경기도 시흥시,문화관광,19.6
41390,경기도 시흥시,레저스포츠,6.7
41390,경기도 시흥시,자연관광,5.6
41390,경기도 시흥시,숙박,4.1
41390,경기도 시흥시,기타관광,1.8
41390,경기도 시흥시,역사관광,0.4
41390,경기도 시흥시,체험관광,0.1
41273,경기도 안산시 단원구,음식,40.3
41273,경기도 안산시 단원구,문화관광,13.6
41273,경기도 안산시 단원구,숙박,13.1
41273,경기도 안산시 단원구,자연관광,12.4
41273,경기도 안산시 단원구,쇼핑,7.7
41273,경기도 안산시 단원구,레저스포츠,6.9
41273,경기도 안산시 단원구,기타관광,5.7
41273,경기도 안산시 단원구,역사관광,0.2
41273,경기도 안산시 단원구,체험관광,0.1
41550,경기도 안성시,음식,33.6
41550,경기도 안성시,레저스포츠,26.4
41550,경기도 안성시,쇼핑,18.2
41550,경기도 안성시,문화관광,7.9
41550,경기도 안성시,숙박,3.7
41550,경기도 안성시,기타관광,3.5
41550,경기도 안성시,자연관광,3.1
41550,경기도 안성시,역사관광,2.9
41550,경기도 안성시,체험관광,0.7
41271,경기도 안산시 상록구,음식,47.4
41271,경기도 안산시 상록구,문화관광,15.6
41271,경기도 안산시 상록구,기타관광,10.1
41271,경기도 안산시 상록구,쇼핑,8.7
41271,경기도 안산시 상록구,레저스포츠,8.6
41271,경기도 안산시 상록구,숙박,7.3
41271,경기도 안산시 상록구,자연관광,1.1
41271,경기도 안산시 상록구,역사관광,0.9
41271,경기도 안산시 상록구,체험관광,0.4
41170,경기도 안양시,음식,48.3
41170,경기도 안양시,쇼핑,23.1
41170,경기도 안양시,문화관광,17.6
41170,경기도 안양시,숙박,4.1
41170,경기도 안양시,역사관광,2.7
41170,경기도 안양시,레저스포츠,2.1
41170,경기도 안양시,자연관광,1.2
41170,경기도 안양시,기타관광,0.9
41170,경기도 안양시,체험관광,0.1
41173,경기도 안양시 동안구,음식,56.0
41173,경기도 안양시 동안구,쇼핑,29.4
41173,경기도 안양시 동안구,문화관광,9.6
41173,경기도 안양시 동안구,숙박,2.9
41173,경기도 안양시 동안구,레저스포츠,1.5
41173,경기도 안양시 동안구,기타관광,0.3
41173,경기도 안양시 동안구,역사관광,0.1
41173,경기도 안양시 동안구,자연관광,0.0
41173,경기도 안양시 동안구,체험관광,0.0
41171,경기도 안양시 만안구,음식,36.1
41171,경기도 안양시 만안구,문화관광,30.3
41171,경기도 안양시 만안구,쇼핑,12.9
41171,경기도 안양시 만안구,역사관광,6.9
41171,경기도 안양시 만안구,숙박,6.1
41171,경기도 안양시 만안구,레저스포츠,3.0
41171,경기도 안양시 만안구,자연관광,2.9
41171,경기도 안양시 만안구,기타관광,1.8
41171,경기도 안양시 만안구,체험관광,0.1
41630,경기도 양주시,음식,55.0
41630,경기도 양주시,문화관광,14.4
41630,경기도 양주시,레저스포츠,9.3
41630,경기도 양주시,숙박,6.5
41630,경기도 양주시,쇼핑,5.0
41630,경기도 양주시,자연관광,4.8
41630,경기도 양주시,체험관광,2.2
41630,경기도 양주시,역사관광,1.6
41630,경기도 양주시,기타관광,1.3
41830,경기도 양평군,음식,45.1
41830,경기도 양평군,기타관광,16.3
41830,경기도 양평군,숙박,15.2
41830,경기도 양평군,문화관광,7.2
41830,경기도 양평군,레저스포츠,6.2
41830,경기도 양평군,역사관광,4.0
41830,경기도 양평군,자연관광,3.9
41830,경기도 양평군,쇼핑,1.8
41830,경기도 양평군,체험관광,0.2
41670,경기도 여주시,레저스포츠,33.9
41670,경기도 여주시,음식,27.5
41670,경기도 여주시,쇼핑,22.2
41670,경기도 여주시,숙박,4.3
41670,경기도 여주시,문화관광,4.0
41670,경기도 여주시,역사관광,3.7
41670,경기도 여주시,기타관광,2.5
41670,경기도 여주시,자연관광,1.3
41670,경기도 여주시,체험관광,0.5
41800,경기도 연천군,음식,27.6
41800,경기도 연천군,숙박,17.1
41800,경기도 연천군,기타관광,14.3
41800,경기도 연천군,문화관광,10.8
41800,경기도 연천군,자연관광,10.0
41800,경기도 연천군,레저스포츠,9.2
41800,경기도 연천군,역사관광,8.5
41800,경기도 연천군,체험관광,1.6
41800,경기도 연천군,쇼핑,1.0
41370,경기도 오산시,음식,66.7
41370,경기도 오산시,문화관광,12.2
41370,경기도 오산시,쇼핑,8.1
41370,경기도 오산시,숙박,5.9
41370,경기도 오산시,역사관광,2.9
41370,경기도 오산시,기타관광,2.1
41370,경기도 오산시,레저스포츠,1.4
41370,경기도 오산시,자연관광,0.4
41370,경기도 오산시,체험관광,0.2
41460,경기도 용인시,음식,42.2
41460,경기도 용인시,레저스포츠,18.6
41460,경기도 용인시,문화관광,15.3
41460,경기도 용인시,쇼핑,13.0
41460,경기도 용인시,숙박,4.8
41460,경기도 용인시,역사관광,3.1
41460,경기도 용인시,기타관광,1.3
41460,경기도 용인시,자연관광,1.0
41460,경기도 용인시,체험관광,0.7
41463,경기도 용인시 기흥구,음식,45.9
41463,경기도 용인시 기흥구,쇼핑,21.5
41463,경기도 용인시 기흥구,레저스포츠,16.0
41463,경기도 용인시 기흥구,문화관광,7.3
41463,경기도 용인시 기흥구,역사관광,6.4
41463,경기도 용인시 기흥구,숙박,2.5
41463,경기도 용인시 기흥구,기타관광,0.3
41463,경기도 용인시 기흥구,자연관광,0.1
41463,경기도 용인시 기흥구,체험관광,0.1
41465,경기도 용인시 수지구,음식,62.0
41465,경기도 용인시 수지구,쇼핑,27.5
41465,경기도 용인시 수지구,문화관광,6.0
41465,경기도 용인시 수지구,숙박,2.3
41465,경기도 용인시 수지구,자연관광,0.9
41465,경기도 용인시 수지구,역사관광,0.5
41465,경기도 용인시 수지구,레저스포츠,0.4
41465,경기도 용인시 수지구,체험관광,0.3
41465,경기도 용인시 수지구,기타관광,0.1
41150,경기도 의정부시,음식,64.1
41150,경기도 의정부시,쇼핑,15.9
41150,경기도 의정부시,문화관광,8.6
41150,경기도 의정부시,숙박,5.6
41150,경기도 의정부시,기타관광,2.7
41150,경기도 의정부시,레저스포츠,2.3
41150,경기도 의정부시,역사관광,0.6
41150,경기도 의정부시,자연관광,0.2
41150,경기도 의정부시,체험관광,0.1
41461,경기도 용인시 처인구,음식,31.6
41461,경기도 용인시 처인구,레저스포츠,27.6
41461,경기도 용인시 처인구,문화관광,24.8
41461,경기도 용인시 처인구,숙박,7.5
41461,경기도 용인시 처인구,기타관광,2.5
41461,경기도 용인시 처인구,자연관광,1.8
41461,경기도 용인시 처인구,역사관광,1.7
41461,경기도 용인시 처인구,체험관광,1.4
41461,경기도 용인시 처인구,쇼핑,1.2
41430,경기도 의왕시,음식,55.7
41430,경기도 의왕시,쇼핑,20.9
41430,경기도 의왕시,자연관광,9.2
41430,경기도 의왕시,문화관광,6.2
41430,경기도 의왕시,역사관광,2.4
41430,경기도 의왕시,숙박,2.1
41430,경기도 의왕시,레저스포츠,1.9
41430,경기도 의왕시,기타관광,1.2
41430,경기도 의왕시,체험관광,0.3
41500,경기도 이천시,음식,36.4
41500,경기도 이천시,레저스포츠,23.0
41500,경기도 이천시,쇼핑,17.4
41500,경기도 이천시,기타관광,6.3
41500,경기도 이천시,숙박,5.9
41500,경기도 이천시,문화관광,5.5
41500,경기도 이천시,체험관광,3.8
41500,경기도 이천시,역사관광,1.3
41500,경기도 이천시,자연관광,0.3
41480,경기도 파주시,음식,39.3
41480,경기도 파주시,쇼핑,19.5
41480,경기도 파주시,기타관광,14.2
41480,경기도 파주시,문화관광,10.9
41480,경기도 파주시,레저스포츠,9.0
41480,경기도 파주시,숙박,4.1
41480,경기도 파주시,역사관광,1.7
41480,경기도 파주시,자연관광,1.0
41480,경기도 파주시,체험관광,0.3
41650,경기도 포천시,음식,36.7
41650,경기도 포천시,레저스포츠,23.7
41650,경기도 포천시,숙박,11.4
41650,경기도 포천시,문화관광,10.7
41650,경기도 포천시,자연관광,9.4
41650,경기도 포천시,기타관광,3.5
41650,경기도 포천시,체험관광,3.5
41650,경기도 포천시,역사관광,0.7
41650,경기도 포천시,쇼핑,0.5
41450,경기도 하남시,쇼핑,48.1
41450,경기도 하남시,음식,37.8
41450,경기도 하남시,문화관광,8.3
41450,경기도 하남시,레저스포츠,3.9
41450,경기도 하남시,숙박,1.2
41450,경기도 하남시,역사관광,0.3
41450,경기도 하남시,기타관광,0.1
41450,경기도 하남시,자연관광,0.1
41450,경기도 하남시,체험관광,0.0
41591,경기도 화성시 만세구,음식,40.1
41591,경기도 화성시 만세구,자연관광,18.1
41591,경기도 화성시 만세구,문화관광,9.4
41591,경기도 화성시 만세구,숙박,8.4
41591,경기도 화성시 만세구,레저스포츠,7.5
41591,경기도 화성시 만세구,체험관광,6.0
41591,경기도 화성시 만세구,쇼핑,5.3
41591,경기도 화성시 만세구,기타관광,3.6
41591,경기도 화성시 만세구,역사관광,1.7
41220,경기도 평택시,음식,60.8
41220,경기도 평택시,숙박,9.6
41220,경기도 평택시,문화관광,9.2
41220,경기도 평택시,쇼핑,7.8
41220,경기도 평택시,기타관광,6.7
41220,경기도 평택시,레저스포츠,3.6
41220,경기도 평택시,자연관광,1.4
41220,경기도 평택시,역사관광,0.6
41220,경기도 평택시,체험관광,0.2
41595,경기도 화성시 병점구,음식,72.7
41595,경기도 화성시 병점구,문화관광,8.5
41595,경기도 화성시 병점구,역사관광,8.5
41595,경기도 화성시 병점구,레저스포츠,7.0
41595,경기도 화성시 병점구,숙박,3.2
41595,경기도 화성시 병점구,자연관광,0.0
41595,경기도 화성시 병점구,체험관광,0.0
41595,경기도 화성시 병점구,쇼핑,0.0
41590,경기도 화성시,음식,43.5
41590,경기도 화성시,문화관광,10.6
41590,경기도 화성시,레저스포츠,10.5
41590,경기도 화성시,자연관광,9.0
41590,경기도 화성시,기타관광,7.9
41590,경기도 화성시,숙박,7.6
41590,경기도 화성시,쇼핑,6.4
41590,경기도 화성시,역사관광,2.4
41590,경기도 화성시,체험관광,2.1
41593,경기도 화성시 효행구,음식,70.2
41593,경기도 화성시 효행구,레저스포츠,8.9
41593,경기도 화성시 효행구,문화관광,6.2
41593,경기도 화성시 효행구,자연관광,5.6
41593,경기도 화성시 효행구,숙박,5.5
41593,경기도 화성시 효행구,체험관광,2.8
41593,경기도 화성시 효행구,쇼핑,0.5
41593,경기도 화성시 효행구,역사관광,0.4
41593,경기도 화성시 효행구,기타관광,0.0
41597,경기도 화성시 동탄구,음식,45.7
41597,경기도 화성시 동탄구,문화관광,14.3
41597,경기도 화성시 동탄구,쇼핑,13.0
41597,경기도 화성시 동탄구,기타관광,11.7
41597,경기도 화성시 동탄구,레저스포츠,8.8
41597,경기도 화성시 동탄구,숙박,4.7
41597,경기도 화성시 동탄구,체험관광,1.0
41597,경기도 화성시 동탄구,역사관광,0.4
41597,경기도 화성시 동탄구,자연관광,0.4
43760,충청북도 괴산군,숙박,22.4
43760,충청북도 괴산군,자연관광,21.6
43760,충청북도 괴산군,기타관광,20.0
43760,충청북도 괴산군,음식,19.8
43760,충청북도 괴산군,문화관광,6.6
43760,충청북도 괴산군,쇼핑,3.3
43760,충청북도 괴산군,역사관광,3.3
43760,충청북도 괴산군,레저스포츠,2.0
43760,충청북도 괴산군,체험관광,1.0
43740,충청북도 영동군,음식,23.3
43740,충청북도 영동군,기타관광,23.0
43740,충청북도 영동군,자연관광,17.1
43740,충청북도 영동군,레저스포츠,10.3
43740,충청북도 영동군,숙박,9.5
43740,충청북도 영동군,역사관광,8.1
43740,충청북도 영동군,문화관광,6.1
43740,충청북도 영동군,쇼핑,2.2
43740,충청북도 영동군,체험관광,0.3
43770,충청북도 음성군,레저스포츠,39.2
43770,충청북도 음성군,음식,33.2
43770,충청북도 음성군,기타관광,8.4
43770,충청북도 음성군,숙박,6.9
43770,충청북도 음성군,문화관광,4.3
43770,충청북도 음성군,자연관광,3.2
43770,충청북도 음성군,쇼핑,2.8
43770,충청북도 음성군,역사관광,1.9
43770,충청북도 음성군,체험관광,0.2
43800,충청북도 단양군,음식,21.7
43800,충청북도 단양군,기타관광,18.3
43800,충청북도 단양군,숙박,17.7
43800,충청북도 단양군,문화관광,15.9
43800,충청북도 단양군,쇼핑,9.7
43800,충청북도 단양군,자연관광,7.2
43800,충청북도 단양군,레저스포츠,4.9
43800,충청북도 단양군,역사관광,4.5
43800,충청북도 단양군,체험관광,0.0
43720,충청북도 보은군,음식,20.4
43720,충청북도 보은군,역사관광,20.2
43720,충청북도 보은군,레저스포츠,16.4
43720,충청북도 보은군,숙박,12.7
43720,충청북도 보은군,문화관광,11.1
43720,충청북도 보은군,자연관광,10.6
43720,충청북도 보은군,기타관광,7.3
43720,충청북도 보은군,쇼핑,1.2
43720,충청북도 보은군,체험관광,0.1
43730,충청북도 옥천군,음식,44.5
43730,충청북도 옥천군,기타관광,14.7
43730,충청북도 옥천군,문화관광,14.1
43730,충청북도 옥천군,자연관광,7.6
43730,충청북도 옥천군,숙박,7.2
43730,충청북도 옥천군,역사관광,6.2
43730,충청북도 옥천군,레저스포츠,2.7
43730,충청북도 옥천군,체험관광,2.5
43730,충청북도 옥천군,쇼핑,0.5
43150,충청북도 제천시,음식,31.0
43150,충청북도 제천시,숙박,23.3
43150,충청북도 제천시,기타관광,17.3
43150,충청북도 제천시,자연관광,8.1
43150,충청북도 제천시,레저스포츠,7.8
43150,충청북도 제천시,문화관광,4.8
43150,충청북도 제천시,역사관광,3.7
43150,충청북도 제천시,쇼핑,3.2
43150,충청북도 제천시,체험관광,0.7
43745,충청북도 증평군,음식,42.3
43745,충청북도 증평군,레저스포츠,16.6
43745,충청북도 증평군,기타관광,12.8
43745,충청북도 증평군,숙박,9.0
43745,충청북도 증평군,자연관광,8.4
43745,충청북도 증평군,문화관광,6.0
43745,충청북도 증평군,체험관광,3.0
43745,충청북도 증평군,쇼핑,1.5
43745,충청북도 증평군,역사관광,0.5
43750,충청북도 진천군,음식,31.0
43750,충청북도 진천군,레저스포츠,29.9
43750,충청북도 진천군,역사관광,11.7
43750,충청북도 진천군,숙박,8.1
43750,충청북도 진천군,기타관광,8.0
43750,충청북도 진천군,자연관광,4.7
43750,충청북도 진천군,문화관광,4.1
43750,충청북도 진천군,쇼핑,2.2
43750,충청북도 진천군,체험관광,0.4
43113,충청북도 청주시 흥덕구,기타관광,35.9
43113,충청북도 청주시 흥덕구,음식,31.0
43113,충청북도 청주시 흥덕구,쇼핑,16.7
43113,충청북도 청주시 흥덕구,숙박,7.0
43113,충청북도 청주시 흥덕구,문화관광,5.3
43113,충청북도 청주시 흥덕구,레저스포츠,3.8
43113,충청북도 청주시 흥덕구,역사관광,0.1
43113,충청북도 청주시 흥덕구,자연관광,0.1
43113,충청북도 청주시 흥덕구,체험관광,0.0
43110,충청북도 청주시,음식,43.7
43110,충청북도 청주시,기타관광,23.3
43110,충청북도 청주시,문화관광,9.8
43110,충청북도 청주시,쇼핑,8.4
43110,충청북도 청주시,숙박,6.9
43110,충청북도 청주시,레저스포츠,4.9
43110,충청북도 청주시,역사관광,1.6
43110,충청북도 청주시,자연관광,1.1
43110,충청북도 청주시,체험관광,0.4
43111,충청북도 청주시 상당구,음식,44.7
43111,충청북도 청주시 상당구,문화관광,20.0
43111,충청북도 청주시 상당구,기타관광,9.1
43111,충청북도 청주시 상당구,숙박,7.7
43111,충청북도 청주시 상당구,레저스포츠,5.1
43111,충청북도 청주시 상당구,역사관광,4.8
43111,충청북도 청주시 상당구,쇼핑,4.6
43111,충청북도 청주시 상당구,자연관광,3.5
43111,충청북도 청주시 상당구,체험관광,0.4
43112,충청북도 청주시 서원구,음식,77.6
43112,충청북도 청주시 서원구,문화관광,6.8
43112,충청북도 청주시 서원구,레저스포츠,5.6
43112,충청북도 청주시 서원구,쇼핑,4.3
43112,충청북도 청주시 서원구,체험관광,1.8
43112,충청북도 청주시 서원구,기타관광,1.5
43112,충청북도 청주시 서원구,숙박,1.5
43112,충청북도 청주시 서원구,역사관광,1.0
43112,충청북도 청주시 서원구,자연관광,0.0
43114,충청북도 청주시 청원구,음식,44.5
43114,충청북도 청주시 청원구,기타관광,27.1
43114,충청북도 청주시 청원구,문화관광,9.8
43114,충청북도 청주시 청원구,숙박,8.8
43114,충청북도 청주시 청원구,레저스포츠,6.1
43114,충청북도 청주시 청원구,역사관광,1.6
43114,충청북도 청주시 청원구,자연관광,1.0
43114,충청북도 청주시 청원구,쇼핑,0.9
43114,충청북도 청주시 청원구,체험관광,0.1
43130,충청북도 충주시,음식,29.5
43130,충청북도 충주시,레저스포츠,28.9
43130,충청북도 충주시,숙박,12.4
43130,충청북도 충주시,기타관광,8.8
43130,충청북도 충주시,문화관광,8.1
43130,충청북도 충주시,자연관광,5.9
43130,충청북도 충주시,체험관광,3.0
43130,충청북도 충주시,쇼핑,2.3
43130,충청북도 충주시,역사관광,1.1
44250,충청남도 계룡시,음식,38.1
44250,충청남도 계룡시,레저스포츠,26.8
44250,충청남도 계룡시,기타관광,11.8
44250,충청남도 계룡시,숙박,8.1
44250,충청남도 계룡시,쇼핑,7.7
44250,충청남도 계룡시,문화관광,4.6
44250,충청남도 계룡시,역사관광,1.4
44250,충청남도 계룡시,자연관광,1.4
44250,충청남도 계룡시,체험관광,0.0
44230,충청남도 논산시,음식,34.7
44230,충청남도 논산시,기타관광,20.1
44230,충청남도 논산시,문화관광,11.0
44230,충청남도 논산시,숙박,8.5
44230,충청남도 논산시,역사관광,6.7
44230,충청남도 논산시,레저스포츠,6.5
44230,충청남도 논산시,자연관광,6.3
44230,충청남도 논산시,쇼핑,4.6
44230,충청남도 논산시,체험관광,1.5
44150,충청남도 공주시,음식,39.2
44150,충청남도 공주시,역사관광,25.8
44150,충청남도 공주시,숙박,9.4
44150,충청남도 공주시,기타관광,8.7
44150,충청남도 공주시,문화관광,8.6
44150,충청남도 공주시,레저스포츠,3.2
44150,충청남도 공주시,쇼핑,2.4
44150,충청남도 공주시,자연관광,1.9
44150,충청남도 공주시,체험관광,0.8
44710,충청남도 금산군,음식,35.9
44710,충청남도 금산군,숙박,10.7
44710,충청남도 금산군,체험관광,10.4
44710,충청남도 금산군,쇼핑,10.1
44710,충청남도 금산군,레저스포츠,9.9
44710,충청남도 금산군,기타관광,9.5
44710,충청남도 금산군,역사관광,5.5
44710,충청남도 금산군,자연관광,4.3
44710,충청남도 금산군,문화관광,3.8
44270,충청남도 당진시,음식,32.2
44270,충청남도 당진시,문화관광,23.0
44270,충청남도 당진시,자연관광,17.9
44270,충청남도 당진시,기타관광,9.5
44270,충청남도 당진시,레저스포츠,6.2
44270,충청남도 당진시,숙박,6.1
44270,충청남도 당진시,쇼핑,2.6
44270,충청남도 당진시,역사관광,2.3
44270,충청남도 당진시,체험관광,0.1
44180,충청남도 보령시,자연관광,35.7
44180,충청남도 보령시,음식,22.0
44180,충청남도 보령시,숙박,18.6
44180,충청남도 보령시,문화관광,7.3
44180,충청남도 보령시,기타관광,6.7
44180,충청남도 보령시,쇼핑,4.5
44180,충청남도 보령시,레저스포츠,4.5
44180,충청남도 보령시,역사관광,0.6
44180,충청남도 보령시,체험관광,0.2
44760,충청남도 부여군,음식,25.0
44760,충청남도 부여군,역사관광,17.5
44760,충청남도 부여군,쇼핑,16.1
44760,충청남도 부여군,문화관광,13.8
44760,충청남도 부여군,숙박,13.5
44760,충청남도 부여군,레저스포츠,8.4
44760,충청남도 부여군,기타관광,4.4
44760,충청남도 부여군,자연관광,1.0
44760,충청남도 부여군,체험관광,0.3
44210,충청남도 서산시,음식,30.8
44210,충청남도 서산시,역사관광,19.6
44210,충청남도 서산시,자연관광,18.7
44210,충청남도 서산시,숙박,9.4
44210,충청남도 서산시,기타관광,9.1
44210,충청남도 서산시,레저스포츠,4.1
44210,충청남도 서산시,문화관광,4.0
44210,충청남도 서산시,쇼핑,3.6
44210,충청남도 서산시,체험관광,0.7
44770,충청남도 서천군,자연관광,29.7
44770,충청남도 서천군,기타관광,17.3
44770,충청남도 서천군,음식,14.7
44770,충청남도 서천군,쇼핑,13.4
44770,충청남도 서천군,문화관광,11.0
44770,충청남도 서천군,숙박,8.9
44770,충청남도 서천군,역사관광,3.4
44770,충청남도 서천군,레저스포츠,1.5
44770,충청남도 서천군,체험관광,0.3
44810,충청남도 예산군,음식,28.7
44810,충청남도 예산군,기타관광,21.2
44810,충청남도 예산군,숙박,15.7
44810,충청남도 예산군,역사관광,12.4
44810,충청남도 예산군,쇼핑,8.3
44810,충청남도 예산군,자연관광,4.6
44810,충청남도 예산군,문화관광,4.5
44810,충청남도 예산군,레저스포츠,2.5
44810,충청남도 예산군,체험관광,2.0
44200,충청남도 아산시,음식,37.7
44200,충청남도 아산시,기타관광,23.4
44200,충청남도 아산시,문화관광,9.5
44200,충청남도 아산시,숙박,6.6
44200,충청남도 아산시,체험관광,6.2
44200,충청남도 아산시,레저스포츠,5.0
44200,충청남도 아산시,역사관광,4.4
44200,충청남도 아산시,쇼핑,4.3
44200,충청남도 아산시,자연관광,2.9
44790,충청남도 청양군,기타관광,26.3
44790,충청남도 청양군,음식,26.1
44790,충청남도 청양군,문화관광,12.0
44790,충청남도 청양군,숙박,9.0
44790,충청남도 청양군,역사관광,9.0
44790,충청남도 청양군,자연관광,8.9
44790,충청남도 청양군,레저스포츠,4.5
44790,충청남도 청양군,쇼핑,3.0
44790,충청남도 청양군,체험관광,1.2
44130,충청남도 천안시,음식,53.9
44130,충청남도 천안시,문화관광,11.5
44130,충청남도 천안시,쇼핑,11.2
44130,충청남도 천안시,숙박,9.5
44130,충청남도 천안시,기타관광,6.2
44130,충청남도 천안시,레저스포츠,4.4
44130,충청남도 천안시,역사관광,1.5
44130,충청남도 천안시,자연관광,1.1
44130,충청남도 천안시,체험관광,0.6
44133,충청남도 천안시 서북구,음식,65.1
44133,충청남도 천안시 서북구,숙박,12.1
44133,충청남도 천안시 서북구,쇼핑,11.9
44133,충청남도 천안시 서북구,문화관광,7.2
44133,충청남도 천안시 서북구,레저스포츠,2.2
44133,충청남도 천안시 서북구,기타관광,0.7
44133,충청남도 천안시 서북구,자연관광,0.6
44133,충청남도 천안시 서북구,체험관광,0.2
44133,충청남도 천안시 서북구,역사관광,0.1
44131,충청남도 천안시 동남구,음식,45.0
44131,충청남도 천안시 동남구,문화관광,15.0
44131,충청남도 천안시 동남구,기타관광,10.6
44131,충청남도 천안시 동남구,쇼핑,10.6
44131,충청남도 천안시 동남구,숙박,7.5
44131,충청남도 천안시 동남구,레저스포츠,6.2
44131,충청남도 천안시 동남구,역사관광,2.7
44131,충청남도 천안시 동남구,자연관광,1.6
44131,충청남도 천안시 동남구,체험관광,0.9
44825,충청남도 태안군,자연관광,34.8
44825,충청남도 태안군,숙박,24.6
44825,충청남도 태안군,음식,18.1
44825,충청남도 태안군,레저스포츠,6.3
44825,충청남도 태안군,문화관광,5.8
44825,충청남도 태안군,기타관광,5.3
44825,충청남도 태안군,쇼핑,3.3
44825,충청남도 태안군,역사관광,1.0
44825,충청남도 태안군,체험관광,0.7
44800,충청남도 홍성군,음식,37.8
44800,충청남도 홍성군,자연관광,22.1
44800,충청남도 홍성군,기타관광,14.7
44800,충청남도 홍성군,문화관광,9.9
44800,충청남도 홍성군,숙박,6.5
44800,충청남도 홍성군,쇼핑,5.3
44800,충청남도 홍성군,역사관광,2.9
44800,충청남도 홍성군,체험관광,0.4
44800,충청남도 홍성군,레저스포츠,0.4
46730,전라남도 구례군,역사관광,31.5
46730,전라남도 구례군,음식,27.3
46730,전라남도 구례군,숙박,10.5
46730,전라남도 구례군,자연관광,9.7
46730,전라남도 구례군,문화관광,8.2
46730,전라남도 구례군,기타관광,5.9
46730,전라남도 구례군,쇼핑,3.3
46730,전라남도 구례군,체험관광,2.8
46730,전라남도 구례군,레저스포츠,0.9
46720,전라남도 곡성군,기타관광,32.9
46720,전라남도 곡성군,음식,27.1
46720,전라남도 곡성군,레저스포츠,11.7
46720,전라남도 곡성군,문화관광,10.5
46720,전라남도 곡성군,숙박,7.3
46720,전라남도 곡성군,역사관광,4.6
46720,전라남도 곡성군,쇼핑,3.7
46720,전라남도 곡성군,자연관광,2.1
46720,전라남도 곡성군,체험관광,0.1
46710,전라남도 담양군,음식,51.4
46710,전라남도 담양군,자연관광,14.3
46710,전라남도 담양군,문화관광,8.7
46710,전라남도 담양군,기타관광,7.3
46710,전라남도 담양군,숙박,7.0
46710,전라남도 담양군,역사관광,5.7
46710,전라남도 담양군,레저스포츠,2.9
46710,전라남도 담양군,쇼핑,1.3
46710,전라남도 담양군,체험관광,1.2
46770,전라남도 고흥군,자연관광,39.3
46770,전라남도 고흥군,기타관광,16.3
46770,전라남도 고흥군,음식,14.6
46770,전라남도 고흥군,문화관광,13.2
46770,전라남도 고흥군,숙박,10.8
46770,전라남도 고흥군,쇼핑,2.4
46770,전라남도 고흥군,레저스포츠,1.6
46770,전라남도 고흥군,역사관광,1.4
46770,전라남도 고흥군,체험관광,0.3
46810,전라남도 강진군,음식,23.6
46810,전라남도 강진군,역사관광,17.5
46810,전라남도 강진군,기타관광,15.5
46810,전라남도 강진군,문화관광,12.9
46810,전라남도 강진군,자연관광,12.7
46810,전라남도 강진군,숙박,7.7
46810,전라남도 강진군,레저스포츠,6.5
46810,전라남도 강진군,쇼핑,2.9
46810,전라남도 강진군,체험관광,0.6
46170,전라남도 나주시,음식,49.8
46170,전라남도 나주시,기타관광,12.7
46170,전라남도 나주시,문화관광,11.1
46170,전라남도 나주시,숙박,10.0
46170,전라남도 나주시,레저스포츠,9.9
46170,전라남도 나주시,쇼핑,2.3
46170,전라남도 나주시,역사관광,2.3
46170,전라남도 나주시,자연관광,1.4
46170,전라남도 나주시,체험관광,0.6
46230,전라남도 광양시,음식,36.5
46230,전라남도 광양시,쇼핑,19.8
46230,전라남도 광양시,숙박,14.7
46230,전라남도 광양시,문화관광,9.5
46230,전라남도 광양시,기타관광,8.0
46230,전라남도 광양시,자연관광,6.5
46230,전라남도 광양시,체험관광,2.3
46230,전라남도 광양시,레저스포츠,1.6
46230,전라남도 광양시,역사관광,1.1
46110,전라남도 목포시,음식,37.2
46110,전라남도 목포시,기타관광,29.4
46110,전라남도 목포시,숙박,12.4
46110,전라남도 목포시,문화관광,9.8
46110,전라남도 목포시,쇼핑,5.3
46110,전라남도 목포시,자연관광,5.2
46110,전라남도 목포시,레저스포츠,0.5
46110,전라남도 목포시,역사관광,0.2
46110,전라남도 목포시,체험관광,0.0
46840,전라남도 무안군,음식,33.0
46840,전라남도 무안군,기타관광,15.6
46840,전라남도 무안군,쇼핑,14.1
46840,전라남도 무안군,자연관광,10.7
46840,전라남도 무안군,숙박,9.4
46840,전라남도 무안군,레저스포츠,9.0
46840,전라남도 무안군,문화관광,7.1
46840,전라남도 무안군,역사관광,0.9
46840,전라남도 무안군,체험관광,0.2
46910,전라남도 신안군,기타관광,37.0
46910,전라남도 신안군,자연관광,23.6
46910,전라남도 신안군,숙박,16.5
46910,전라남도 신안군,문화관광,11.8
46910,전라남도 신안군,음식,9.1
46910,전라남도 신안군,역사관광,1.2
