SGG_CD,SGG_NM,SEQ,TURSM_DNS_DIV_NM,TURSM_DNS_DIV_VAL,TURSM_DNS_DIV_VAL2
41173,경기도 안양시 동안구,1,방문자유입,196,64
41173,경기도 안양시 동안구,2,숙박방문자 비율,161,99
41173,경기도 안양시 동안구,3,체류시간,95,165
41173,경기도 안양시 동안구,4,목적지 검색량,173,86
41173,경기도 안양시 동안구,5,관광소비,231,29
41171,경기도 안양시 만안구,1,방문자유입,165,95
41171,경기도 안양시 만안구,2,숙박방문자 비율,128,132
41171,경기도 안양시 만안구,3,체류시간,75,185
41171,경기도 안양시 만안구,4,목적지 검색량,124,135
41171,경기도 안양시 만안구,5,관광소비,134,126
41630,경기도 양주시,1,방문자유입,168,92
41630,경기도 양주시,2,숙박방문자 비율,158,102
41630,경기도 양주시,3,체류시간,140,120
41630,경기도 양주시,4,목적지 검색량,202,57
41630,경기도 양주시,5,관광소비,170,90
41830,경기도 양평군,1,방문자유입,163,97
41830,경기도 양평군,2,숙박방문자 비율,191,69
41830,경기도 양평군,3,체류시간,62,198
41830,경기도 양평군,4,목적지 검색량,209,50
41830,경기도 양평군,5,관광소비,127,133
41670,경기도 여주시,1,방문자유입,137,123
41670,경기도 여주시,2,숙박방문자 비율,117,143
41670,경기도 여주시,3,체류시간,77,183
41670,경기도 여주시,4,목적지 검색량,224,35
41670,경기도 여주시,5,관광소비,217,43
41800,경기도 연천군,1,방문자유입,54,206
41800,경기도 연천군,2,숙박방문자 비율,55,205
41800,경기도 연천군,3,체류시간,167,93
41800,경기도 연천군,4,목적지 검색량,102,157
41800,경기도 연천군,5,관광소비,40,220
41370,경기도 오산시,1,방문자유입,146,114
41370,경기도 오산시,2,숙박방문자 비율,141,119
41370,경기도 오산시,3,체류시간,174,86
41370,경기도 오산시,4,목적지 검색량,163,96
41370,경기도 오산시,5,관광소비,153,107
41463,경기도 용인시 기흥구,1,방문자유입,235,25
41463,경기도 용인시 기흥구,2,숙박방문자 비율,208,52
41463,경기도 용인시 기흥구,3,체류시간,113,147
41463,경기도 용인시 기흥구,4,목적지 검색량,234,25
41463,경기도 용인시 기흥구,5,관광소비,241,19
41465,경기도 용인시 수지구,1,방문자유입,178,82
41465,경기도 용인시 수지구,2,숙박방문자 비율,155,105
41465,경기도 용인시 수지구,3,체류시간,168,92
41465,경기도 용인시 수지구,4,목적지 검색량,195,64
41465,경기도 용인시 수지구,5,관광소비,209,51
41461,경기도 용인시 처인구,1,방문자유입,212,48
41461,경기도 용인시 처인구,2,숙박방문자 비율,217,43
41461,경기도 용인시 처인구,3,체류시간,135,125
41461,경기도 용인시 처인구,4,목적지 검색량,243,16
41461,경기도 용인시 처인구,5,관광소비,224,36
41430,경기도 의왕시,1,방문자유입,145,115
41430,경기도 의왕시,2,숙박방문자 비율,76,184
41430,경기도 의왕시,3,체류시간,21,239
41430,경기도 의왕시,4,목적지 검색량,183,76
41430,경기도 의왕시,5,관광소비,157,103
41150,경기도 의정부시,1,방문자유입,198,62
41150,경기도 의정부시,2,숙박방문자 비율,207,53
41150,경기도 의정부시,3,체류시간,193,67
41150,경기도 의정부시,4,목적지 검색량,197,62
41150,경기도 의정부시,5,관광소비,211,49
41500,경기도 이천시,1,방문자유입,187,73
41500,경기도 이천시,2,숙박방문자 비율,165,95
41500,경기도 이천시,3,체류시간,148,112
41500,경기도 이천시,4,목적지 검색량,222,37
41500,경기도 이천시,5,관광소비,205,55
41480,경기도 파주시,1,방문자유입,220,40
41480,경기도 파주시,2,숙박방문자 비율,225,35
41480,경기도 파주시,3,체류시간,164,96
41480,경기도 파주시,4,목적지 검색량,255,4
41480,경기도 파주시,5,관광소비,238,22
41220,경기도 평택시,1,방문자유입,211,49
41220,경기도 평택시,2,숙박방문자 비율,243,17
41220,경기도 평택시,3,체류시간,250,10
41220,경기도 평택시,4,목적지 검색량,233,26
41220,경기도 평택시,5,관광소비,234,26
41650,경기도 포천시,1,방문자유입,147,113
41650,경기도 포천시,2,숙박방문자 비율,177,83
41650,경기도 포천시,3,체류시간,159,101
41650,경기도 포천시,4,목적지 검색량,226,33
41650,경기도 포천시,5,관광소비,179,81
41450,경기도 하남시,1,방문자유입,226,34
41450,경기도 하남시,2,숙박방문자 비율,159,101
41450,경기도 하남시,3,체류시간,32,228
41450,경기도 하남시,4,목적지 검색량,241,18
41450,경기도 하남시,5,관광소비,242,18
41597,경기도 화성시 동탄구,1,방문자유입,12,248
41597,경기도 화성시 동탄구,2,숙박방문자 비율,8,252
41597,경기도 화성시 동탄구,3,체류시간,144,116
41597,경기도 화성시 동탄구,4,목적지 검색량,48,211
41597,경기도 화성시 동탄구,5,관광소비,13,247
41591,경기도 화성시 만세구,1,방문자유입,11,249
41591,경기도 화성시 만세구,2,숙박방문자 비율,7,253
41591,경기도 화성시 만세구,3,체류시간,118,142
41591,경기도 화성시 만세구,4,목적지 검색량,32,227
41591,경기도 화성시 만세구,5,관광소비,30,230
41595,경기도 화성시 병점구,1,방문자유입,4,256
41595,경기도 화성시 병점구,2,숙박방문자 비율,5,255
41595,경기도 화성시 병점구,3,체류시간,129,131
41595,경기도 화성시 병점구,4,목적지 검색량,8,251
41595,경기도 화성시 병점구,5,관광소비,6,254
41593,경기도 화성시 효행구,1,방문자유입,8,252
41593,경기도 화성시 효행구,2,숙박방문자 비율,6,254
41593,경기도 화성시 효행구,3,체류시간,47,213
41593,경기도 화성시 효행구,4,목적지 검색량,7,252
41593,경기도 화성시 효행구,5,관광소비,9,251
43760,충청북도 괴산군,1,방문자유입,74,186
43760,충청북도 괴산군,2,숙박방문자 비율,65,195
43760,충청북도 괴산군,3,체류시간,80,180
43760,충청북도 괴산군,4,목적지 검색량,58,201
43760,충청북도 괴산군,5,관광소비,73,187
43800,충청북도 단양군,1,방문자유입,56,204
43800,충청북도 단양군,2,숙박방문자 비율,85,175
43800,충청북도 단양군,3,체류시간,60,200
43800,충청북도 단양군,4,목적지 검색량,129,130
43800,충청북도 단양군,5,관광소비,67,193
43720,충청북도 보은군,1,방문자유입,45,215
43720,충청북도 보은군,2,숙박방문자 비율,34,226
43720,충청북도 보은군,3,체류시간,65,195
43720,충청북도 보은군,4,목적지 검색량,43,216
43720,충청북도 보은군,5,관광소비,42,218
43740,충청북도 영동군,1,방문자유입,35,225
43740,충청북도 영동군,2,숙박방문자 비율,39,221
43740,충청북도 영동군,3,체류시간,211,49
43740,충청북도 영동군,4,목적지 검색량,23,236
43740,충청북도 영동군,5,관광소비,35,225
43730,충청북도 옥천군,1,방문자유입,77,183
43730,충청북도 옥천군,2,숙박방문자 비율,49,211
43730,충청북도 옥천군,3,체류시간,28,232
43730,충청북도 옥천군,4,목적지 검색량,38,221
43730,충청북도 옥천군,5,관광소비,68,192
43770,충청북도 음성군,1,방문자유입,107,153
43770,충청북도 음성군,2,숙박방문자 비율,105,155
43770,충청북도 음성군,3,체류시간,206,54
43770,충청북도 음성군,4,목적지 검색량,108,151
43770,충청북도 음성군,5,관광소비,147,113
43150,충청북도 제천시,1,방문자유입,94,166
43150,충청북도 제천시,2,숙박방문자 비율,156,104
43150,충청북도 제천시,3,체류시간,228,32
43150,충청북도 제천시,4,목적지 검색량,158,101
43150,충청북도 제천시,5,관광소비,117,143
43750,충청북도 진천군,1,방문자유입,87,173
43750,충청북도 진천군,2,숙박방문자 비율,74,186
43750,충청북도 진천군,3,체류시간,205,55
43750,충청북도 진천군,4,목적지 검색량,104,155
43750,충청북도 진천군,5,관광소비,121,139
43745,충청북도 증평군,1,방문자유입,26,234
43745,충청북도 증평군,2,숙박방문자 비율,22,238
43745,충청북도 증평군,3,체류시간,155,105
43745,충청북도 증평군,4,목적지 검색량,36,223
43745,충청북도 증평군,5,관광소비,61,199
43111,충청북도 청주시 상당구,1,방문자유입,160,100
43111,충청북도 청주시 상당구,2,숙박방문자 비율,125,135
43111,충청북도 청주시 상당구,3,체류시간,34,226
43111,충청북도 청주시 상당구,4,목적지 검색량,145,114
43111,충청북도 청주시 상당구,5,관광소비,174,86
43112,충청북도 청주시 서원구,1,방문자유입,161,99
43112,충청북도 청주시 서원구,2,숙박방문자 비율,135,125
43112,충청북도 청주시 서원구,3,체류시간,127,133
43112,충청북도 청주시 서원구,4,목적지 검색량,106,153
43112,충청북도 청주시 서원구,5,관광소비,185,75
43113,충청북도 청주시 흥덕구,1,방문자유입,181,79
43113,충청북도 청주시 흥덕구,2,숙박방문자 비율,179,81
43113,충청북도 청주시 흥덕구,3,체류시간,154,106
43113,충청북도 청주시 흥덕구,4,목적지 검색량,203,56
43113,충청북도 청주시 흥덕구,5,관광소비,233,27
43114,충청북도 청주시 청원구,1,방문자유입,143,117
43114,충청북도 청주시 청원구,2,숙박방문자 비율,137,123
43114,충청북도 청주시 청원구,3,체류시간,143,117
43114,충청북도 청주시 청원구,4,목적지 검색량,170,89
43114,충청북도 청주시 청원구,5,관광소비,180,80
43130,충청북도 충주시,1,방문자유입,139,121
43130,충청북도 충주시,2,숙박방문자 비율,189,71
43130,충청북도 충주시,3,체류시간,233,27
43130,충청북도 충주시,4,목적지 검색량,188,71
43130,충청북도 충주시,5,관광소비,166,94
44250,충청남도 계룡시,1,방문자유입,21,239
44250,충청남도 계룡시,2,숙박방문자 비율,20,240
44250,충청남도 계룡시,3,체류시간,203,57
44250,충청남도 계룡시,4,목적지 검색량,27,232
44250,충청남도 계룡시,5,관광소비,28,232
44150,충청남도 공주시,1,방문자유입,136,124
44150,충청남도 공주시,2,숙박방문자 비율,145,115
44150,충청남도 공주시,3,체류시간,46,214
44150,충청남도 공주시,4,목적지 검색량,166,93
44150,충청남도 공주시,5,관광소비,138,122
44710,충청남도 금산군,1,방문자유입,70,190
44710,충청남도 금산군,2,숙박방문자 비율,51,209
44710,충청남도 금산군,3,체류시간,96,164
44710,충청남도 금산군,4,목적지 검색량,40,219
44710,충청남도 금산군,5,관광소비,66,194
44230,충청남도 논산시,1,방문자유입,101,159
44230,충청남도 논산시,2,숙박방문자 비율,99,161
44230,충청남도 논산시,3,체류시간,183,77
44230,충청남도 논산시,4,목적지 검색량,107,152
44230,충청남도 논산시,5,관광소비,110,150
44270,충청남도 당진시,1,방문자유입,120,140
44270,충청남도 당진시,2,숙박방문자 비율,144,116
44270,충청남도 당진시,3,체류시간,209,51
44270,충청남도 당진시,4,목적지 검색량,175,84
44270,충청남도 당진시,5,관광소비,150,110
44180,충청남도 보령시,1,방문자유입,106,154
44180,충청남도 보령시,2,숙박방문자 비율,205,55
44180,충청남도 보령시,3,체류시간,216,44
44180,충청남도 보령시,4,목적지 검색량,178,81
44180,충청남도 보령시,5,관광소비,102,158
44760,충청남도 부여군,1,방문자유입,76,184
44760,충청남도 부여군,2,숙박방문자 비율,84,176
44760,충청남도 부여군,3,체류시간,165,95
44760,충청남도 부여군,4,목적지 검색량,100,159
44760,충청남도 부여군,5,관광소비,83,177
44210,충청남도 서산시,1,방문자유입,112,148
44210,충청남도 서산시,2,숙박방문자 비율,150,110
44210,충청남도 서산시,3,체류시간,238,22
44210,충청남도 서산시,4,목적지 검색량,157,102
44210,충청남도 서산시,5,관광소비,120,140
44770,충청남도 서천군,1,방문자유입,67,193
44770,충청남도 서천군,2,숙박방문자 비율,71,189
44770,충청남도 서천군,3,체류시간,101,159
44770,충청남도 서천군,4,목적지 검색량,86,173
44770,충청남도 서천군,5,관광소비,51,209
44200,충청남도 아산시,1,방문자유입,176,84
44200,충청남도 아산시,2,숙박방문자 비율,209,51
44200,충청남도 아산시,3,체류시간,234,26
44200,충청남도 아산시,4,목적지 검색량,225,34
44200,충청남도 아산시,5,관광소비,182,78
44810,충청남도 예산군,1,방문자유입,95,165
44810,충청남도 예산군,2,숙박방문자 비율,111,149
44810,충청남도 예산군,3,체류시간,126,134
44810,충청남도 예산군,4,목적지 검색량,137,122
44810,충청남도 예산군,5,관광소비,97,163
44131,충청남도 천안시 동남구,1,방문자유입,209,51
44131,충청남도 천안시 동남구,2,숙박방문자 비율,206,54
44131,충청남도 천안시 동남구,3,체류시간,124,136
44131,충청남도 천안시 동남구,4,목적지 검색량,207,52
44131,충청남도 천안시 동남구,5,관광소비,197,63
44133,충청남도 천안시 서북구,1,방문자유입,190,70
44133,충청남도 천안시 서북구,2,숙박방문자 비율,227,33
44133,충청남도 천안시 서북구,3,체류시간,214,46
44133,충청남도 천안시 서북구,4,목적지 검색량,206,53
44133,충청남도 천안시 서북구,5,관광소비,219,41
44790,충청남도 청양군,1,방문자유입,18,242
44790,충청남도 청양군,2,숙박방문자 비율,29,231
44790,충청남도 청양군,3,체류시간,202,58
44790,충청남도 청양군,4,목적지 검색량,19,240
44790,충청남도 청양군,5,관광소비,11,249
44825,충청남도 태안군,1,방문자유입,105,155
44825,충청남도 태안군,2,숙박방문자 비율,222,38
44825,충청남도 태안군,3,체류시간,213,47
44825,충청남도 태안군,4,목적지 검색량,204,55
44825,충청남도 태안군,5,관광소비,103,157
44800,충청남도 홍성군,1,방문자유입,85,175
44800,충청남도 홍성군,2,숙박방문자 비율,86,174
44800,충청남도 홍성군,3,체류시간,204,56
44800,충청남도 홍성군,4,목적지 검색량,80,179
44800,충청남도 홍성군,5,관광소비,86,174
46810,전라남도 강진군,1,방문자유입,25,235
46810,전라남도 강진군,2,숙박방문자 비율,30,230
46810,전라남도 강진군,3,체류시간,160,100
46810,전라남도 강진군,4,목적지 검색량,35,224
46810,전라남도 강진군,5,관광소비,20,240
46770,전라남도 고흥군,1,방문자유입,33,227
46770,전라남도 고흥군,2,숙박방문자 비율,73,187
46770,전라남도 고흥군,3,체류시간,244,16
46770,전라남도 고흥군,4,목적지 검색량,52,207
46770,전라남도 고흥군,5,관광소비,32,228
46720,전라남도 곡성군,1,방문자유입,24,236
46720,전라남도 곡성군,2,숙박방문자 비율,25,235
46720,전라남도 곡성군,3,체류시간,97,163
46720,전라남도 곡성군,4,목적지 검색량,25,234
46720,전라남도 곡성군,5,관광소비,36,224
46230,전라남도 광양시,1,방문자유입,92,168
46230,전라남도 광양시,2,숙박방문자 비율,94,166
46230,전라남도 광양시,3,체류시간,227,33
46230,전라남도 광양시,4,목적지 검색량,93,166
46230,전라남도 광양시,5,관광소비,112,148
46730,전라남도 구례군,1,방문자유입,27,233
46730,전라남도 구례군,2,숙박방문자 비율,42,218
46730,전라남도 구례군,3,체류시간,73,187
46730,전라남도 구례군,4,목적지 검색량,61,198
46730,전라남도 구례군,5,관광소비,17,243
46170,전라남도 나주시,1,방문자유입,100,160
46170,전라남도 나주시,2,숙박방문자 비율,95,165
46170,전라남도 나주시,3,체류시간,180,80
46170,전라남도 나주시,4,목적지 검색량,103,156
46170,전라남도 나주시,5,관광소비,96,164
46710,전라남도 담양군,1,방문자유입,97,163
46710,전라남도 담양군,2,숙박방문자 비율,62,198
46710,전라남도 담양군,3,체류시간,12,248
46710,전라남도 담양군,4,목적지 검색량,142,117
46710,전라남도 담양군,5,관광소비,76,184
46110,전라남도 목포시,1,방문자유입,132,128
46110,전라남도 목포시,2,숙박방문자 비율,185,75
46110,전라남도 목포시,3,체류시간,232,28
46110,전라남도 목포시,4,목적지 검색량,168,91
46110,전라남도 목포시,5,관광소비,132,128
46840,전라남도 무안군,1,방문자유입,96,164
46840,전라남도 무안군,2,숙박방문자 비율,80,180
46840,전라남도 무안군,3,체류시간,156,104
46840,전라남도 무안군,4,목적지 검색량,68,191
46840,전라남도 무안군,5,관광소비,101,159
46780,전라남도 보성군,1,방문자유입,41,219
46780,전라남도 보성군,2,숙박방문자 비율,38,222
46780,전라남도 보성군,3,체류시간,104,156
46780,전라남도 보성군,4,목적지 검색량,44,215
46780,전라남도 보성군,5,관광소비,46,214
46150,전라남도 순천시,1,방문자유입,131,129
46150,전라남도 순천시,2,숙박방문자 비율,176,84
46150,전라남도 순천시,3,체류시간,221,39
46150,전라남도 순천시,4,목적지 검색량,179,80
46150,전라남도 순천시,5,관광소비,146,114
46910,전라남도 신안군,1,방문자유입,37,223
46910,전라남도 신안군,2,숙박방문자 비율,59,201
46910,전라남도 신안군,3,체류시간,224,36
46910,전라남도 신안군,4,목적지 검색량,34,225
46910,전라남도 신안군,5,관광소비,18,242
46130,전라남도 여수시,1,방문자유입,138,122
46130,전라남도 여수시,2,숙박방문자 비율,251,9
46130,전라남도 여수시,3,체류시간,253,7
46130,전라남도 여수시,4,목적지 검색량,227,32
46130,전라남도 여수시,5,관광소비,165,95
46830,전라남도 영암군,1,방문자유입,71,189
46830,전라남도 영암군,2,숙박방문자 비율,52,208
46830,전라남도 영암군,3,체류시간,170,90
46830,전라남도 영암군,4,목적지 검색량,33,226
46830,전라남도 영암군,5,관광소비,75,185
46890,전라남도 완도군,1,방문자유입,30,230
46890,전라남도 완도군,2,숙박방문자 비율,60,200
46890,전라남도 완도군,3,체류시간,249,11
46890,전라남도 완도군,4,목적지 검색량,45,214
46890,전라남도 완도군,5,관광소비,22,238
46870,전라남도 영광군,1,방문자유입,46,214
46870,전라남도 영광군,2,숙박방문자 비율,46,214
46870,전라남도 영광군,3,체류시간,210,50
46870,전라남도 영광군,4,목적지 검색량,55,204
46870,전라남도 영광군,5,관광소비,37,223
46880,전라남도 장성군,1,방문자유입,66,194
46880,전라남도 장성군,2,숙박방문자 비율,40,220
46880,전라남도 장성군,3,체류시간,99,161
46880,전라남도 장성군,4,목적지 검색량,57,202
46880,전라남도 장성군,5,관광소비,79,181
46800,전라남도 장흥군,1,방문자유입,22,238
46800,전라남도 장흥군,2,숙박방문자 비율,31,229
46800,전라남도 장흥군,3,체류시간,208,52
46800,전라남도 장흥군,4,목적지 검색량,16,243
46800,전라남도 장흥군,5,관광소비,25,235
46900,전라남도 진도군,1,방문자유입,19,241
46900,전라남도 진도군,2,숙박방문자 비율,43,217
46900,전라남도 진도군,3,체류시간,220,40
46900,전라남도 진도군,4,목적지 검색량,46,213
46900,전라남도 진도군,5,관광소비,21,239
46860,전라남도 함평군,1,방문자유입,29,231
46860,전라남도 함평군,2,숙박방문자 비율,23,237
46860,전라남도 함평군,3,체류시간,52,208
46860,전라남도 함평군,4,목적지 검색량,26,233
46860,전라남도 함평군,5,관광소비,60,200
46790,전라남도 화순군,1,방문자유입,84,176
46790,전라남도 화순군,2,숙박방문자 비율,61,199
46790,전라남도 화순군,3,체류시간,84,176
46790,전라남도 화순군,4,목적지 검색량,65,194
46790,전라남도 화순군,5,관광소비,69,191
46820,전라남도 해남군,1,방문자유입,55,205
46820,전라남도 해남군,2,숙박방문자 비율,67,193
46820,전라남도 해남군,3,체류시간,207,53
46820,전라남도 해남군,4,목적지 검색량,54,205
46820,전라남도 해남군,5,관광소비,43,217
47290,경상북도 경산시,1,방문자유입,162,98
47290,경상북도 경산시,2,숙박방문자 비율,167,93
47290,경상북도 경산시,3,체류시간,235,25
47290,경상북도 경산시,4,목적지 검색량,125,134
47290,경상북도 경산시,5,관광소비,149,111
47130,경상북도 경주시,1,방문자유입,207,53
47130,경상북도 경주시,2,숙박방문자 비율,255,5
47130,경상북도 경주시,3,체류시간,162,98
47130,경상북도 경주시,4,목적지 검색량,249,10
47130,경상북도 경주시,5,관광소비,199,61
47830,경상북도 고령군,1,방문자유입,28,232
47830,경상북도 고령군,2,숙박방문자 비율,11,249
47830,경상북도 고령군,3,체류시간,31,229
47830,경상북도 고령군,4,목적지 검색량,14,245
47830,경상북도 고령군,5,관광소비,26,234
47190,경상북도 구미시,1,방문자유입,140,120
47190,경상북도 구미시,2,숙박방문자 비율,175,85
47190,경상북도 구미시,3,체류시간,251,9
47190,경상북도 구미시,4,목적지 검색량,169,90
47190,경상북도 구미시,5,관광소비,163,97
47150,경상북도 김천시,1,방문자유입,91,169
47150,경상북도 김천시,2,숙박방문자 비율,90,170
47150,경상북도 김천시,3,체류시간,217,43
47150,경상북도 김천시,4,목적지 검색량,97,162
47150,경상북도 김천시,5,관광소비,105,155
47280,경상북도 문경시,1,방문자유입,78,182
47280,경상북도 문경시,2,숙박방문자 비율,92,168
47280,경상북도 문경시,3,체류시간,131,129
47280,경상북도 문경시,4,목적지 검색량,87,172
47280,경상북도 문경시,5,관광소비,93,167
47920,경상북도 봉화군,1,방문자유입,15,245
47920,경상북도 봉화군,2,숙박방문자 비율,27,233
47920,경상북도 봉화군,3,체류시간,186,74
47920,경상북도 봉화군,4,목적지 검색량,10,249
47920,경상북도 봉화군,5,관광소비,14,246
47250,경상북도 상주시,1,방문자유입,89,171
47250,경상북도 상주시,2,숙박방문자 비율,87,173
47250,경상북도 상주시,3,체류시간,138,122
47250,경상북도 상주시,4,목적지 검색량,53,206
47250,경상북도 상주시,5,관광소비,78,182
47170,경상북도 안동시,1,방문자유입,109,151
47170,경상북도 안동시,2,숙박방문자 비율,143,117
47170,경상북도 안동시,3,체류시간,237,23
47170,경상북도 안동시,4,목적지 검색량,128,131
47170,경상북도 안동시,5,관광소비,108,152
47840,경상북도 성주군,1,방문자유입,48,212
47840,경상북도 성주군,2,숙박방문자 비율,33,227
47840,경상북도 성주군,3,체류시간,89,171
47840,경상북도 성주군,4,목적지 검색량,13,246
47840,경상북도 성주군,5,관광소비,88,172
47770,경상북도 영덕군,1,방문자유입,72,188
47770,경상북도 영덕군,2,숙박방문자 비율,98,162
47770,경상북도 영덕군,3,체류시간,92,168
47770,경상북도 영덕군,4,목적지 검색량,98,161
47770,경상북도 영덕군,5,관광소비,63,197
47760,경상북도 영양군,1,방문자유입,6,254
47760,경상북도 영양군,2,숙박방문자 비율,10,250
47760,경상북도 영양군,3,체류시간,256,4
47760,경상북도 영양군,4,목적지 검색량,2,257
47760,경상북도 영양군,5,관광소비,3,257
47210,경상북도 영주시,1,방문자유입,57,203
47210,경상북도 영주시,2,숙박방문자 비율,83,177
47210,경상북도 영주시,3,체류시간,255,5
47210,경상북도 영주시,4,목적지 검색량,69,190
47210,경상북도 영주시,5,관광소비,57,203
47230,경상북도 영천시,1,방문자유입,88,172
47230,경상북도 영천시,2,숙박방문자 비율,72,188
47230,경상북도 영천시,3,체류시간,130,130
47230,경상북도 영천시,4,목적지 검색량,70,189
47230,경상북도 영천시,5,관광소비,98,162
47940,경상북도 울릉군,1,방문자유입,5,255
47940,경상북도 울릉군,2,숙박방문자 비율,15,245
47940,경상북도 울릉군,3,체류시간,259,1
47940,경상북도 울릉군,4,목적지 검색량,6,253
47940,경상북도 울릉군,5,관광소비,7,253
47900,경상북도 예천군,1,방문자유입,38,222
47900,경상북도 예천군,2,숙박방문자 비율,47,213
47900,경상북도 예천군,3,체류시간,225,35
47900,경상북도 예천군,4,목적지 검색량,28,231
47900,경상북도 예천군,5,관광소비,29,231
47820,경상북도 청도군,1,방문자유입,68,192
47820,경상북도 청도군,2,숙박방문자 비율,66,194
47820,경상북도 청도군,3,체류시간,43,217
47820,경상북도 청도군,4,목적지 검색량,89,170
47820,경상북도 청도군,5,관광소비,64,196
47930,경상북도 울진군,1,방문자유입,52,208
47930,경상북도 울진군,2,숙박방문자 비율,96,164
47930,경상북도 울진군,3,체류시간,240,20
47930,경상북도 울진군,4,목적지 검색량,99,160
47930,경상북도 울진군,5,관광소비,50,210
47730,경상북도 의성군,1,방문자유입,44,216
47730,경상북도 의성군,2,숙박방문자 비율,37,223
47730,경상북도 의성군,3,체류시간,161,99
47730,경상북도 의성군,4,목적지 검색량,12,247
47730,경상북도 의성군,5,관광소비,41,219
47750,경상북도 청송군,1,방문자유입,20,240
47750,경상북도 청송군,2,숙박방문자 비율,35,225
47750,경상북도 청송군,3,체류시간,175,85
47750,경상북도 청송군,4,목적지 검색량,24,235
47750,경상북도 청송군,5,관광소비,24,236
47850,경상북도 칠곡군,1,방문자유입,114,146
47850,경상북도 칠곡군,2,숙박방문자 비율,78,182
47850,경상북도 칠곡군,3,체류시간,27,233
47850,경상북도 칠곡군,4,목적지 검색량,90,169
47850,경상북도 칠곡군,5,관광소비,156,104
47111,경상북도 포항시 남구,1,방문자유입,152,108
47111,경상북도 포항시 남구,2,숙박방문자 비율,178,82
47111,경상북도 포항시 남구,3,체류시간,173,87
47111,경상북도 포항시 남구,4,목적지 검색량,159,100
47111,경상북도 포항시 남구,5,관광소비,139,121
47113,경상북도 포항시 북구,1,방문자유입,156,104
47113,경상북도 포항시 북구,2,숙박방문자 비율,196,64
47113,경상북도 포항시 북구,3,체류시간,197,63
47113,경상북도 포항시 북구,4,목적지 검색량,192,67
47113,경상북도 포항시 북구,5,관광소비,152,108
48310,경상남도 거제시,1,방문자유입,123,137
48310,경상남도 거제시,2,숙박방문자 비율,239,21
48310,경상남도 거제시,3,체류시간,257,3
48310,경상남도 거제시,4,목적지 검색량,194,65
48310,경상남도 거제시,5,관광소비,114,146
48880,경상남도 거창군,1,방문자유입,39,221
48880,경상남도 거창군,2,숙박방문자 비율,53,207
48880,경상남도 거창군,3,체류시간,222,38
48880,경상남도 거창군,4,목적지 검색량,39,220
48880,경상남도 거창군,5,관광소비,34,226
48820,경상남도 고성군,1,방문자유입,62,198
48820,경상남도 고성군,2,숙박방문자 비율,44,216
48820,경상남도 고성군,3,체류시간,38,222
48820,경상남도 고성군,4,목적지 검색량,50,209
48820,경상남도 고성군,5,관광소비,54,206
48840,경상남도 남해군,1,방문자유입,53,207
48840,경상남도 남해군,2,숙박방문자 비율,112,148
48840,경상남도 남해군,3,체류시간,179,81
48840,경상남도 남해군,4,목적지 검색량,126,133
48840,경상남도 남해군,5,관광소비,49,211
48250,경상남도 김해시,1,방문자유입,199,61
48250,경상남도 김해시,2,숙박방문자 비율,212,48
48250,경상남도 김해시,3,체류시간,198,62
48250,경상남도 김해시,4,목적지 검색량,215,44
48250,경상남도 김해시,5,관광소비,216,44
48270,경상남도 밀양시,1,방문자유입,93,167
48270,경상남도 밀양시,2,숙박방문자 비율,104,156
48270,경상남도 밀양시,3,체류시간,132,128
48270,경상남도 밀양시,4,목적지 검색량,117,142
48270,경상남도 밀양시,5,관광소비,70,190
48240,경상남도 사천시,1,방문자유입,99,161
48240,경상남도 사천시,2,숙박방문자 비율,110,150
48240,경상남도 사천시,3,체류시간,139,121
48240,경상남도 사천시,4,목적지 검색량,122,137
48240,경상남도 사천시,5,관광소비,107,153
48860,경상남도 산청군,1,방문자유입,42,218
48860,경상남도 산청군,2,숙박방문자 비율,56,204
48860,경상남도 산청군,3,체류시간,87,173
48860,경상남도 산청군,4,목적지 검색량,37,222
48860,경상남도 산청군,5,관광소비,52,208
48330,경상남도 양산시,1,방문자유입,173,87
48330,경상남도 양산시,2,숙박방문자 비율,172,88
48330,경상남도 양산시,3,체류시간,149,111
48330,경상남도 양산시,4,목적지 검색량,191,68
48330,경상남도 양산시,5,관광소비,168,92
48170,경상남도 진주시,1,방문자유입,122,138
48170,경상남도 진주시,2,숙박방문자 비율,170,90
48170,경상남도 진주시,3,체류시간,248,12
48170,경상남도 진주시,4,목적지 검색량,155,104
48170,경상남도 진주시,5,관광소비,126,134
48720,경상남도 의령군,1,방문자유입,13,247
48720,경상남도 의령군,2,숙박방문자 비율,13,247
48720,경상남도 의령군,3,체류시간,115,145
48720,경상남도 의령군,4,목적지 검색량,18,241
48720,경상남도 의령군,5,관광소비,8,252
48740,경상남도 창녕군,1,방문자유입,64,196
48740,경상남도 창녕군,2,숙박방문자 비율,58,202
48740,경상남도 창녕군,3,체류시간,93,167
48740,경상남도 창녕군,4,목적지 검색량,51,208
48740,경상남도 창녕군,5,관광소비,84,176
48125,경상남도 창원시 마산합포구,1,방문자유입,133,127
48125,경상남도 창원시 마산합포구,2,숙박방문자 비율,115,145
48125,경상남도 창원시 마산합포구,3,체류시간,64,196
48125,경상남도 창원시 마산합포구,4,목적지 검색량,123,136
48125,경상남도 창원시 마산합포구,5,관광소비,123,137
48127,경상남도 창원시 마산회원구,1,방문자유입,121,139
