SGG_CD,SGG_NM,LODG_CD,LODG_NM,TOU_NUM,TOU_NUM_SUM,LODG_RAT
51750,강원특별자치도 영월군,5,4박,150589.0,44348893.0,0.3
51750,강원특별자치도 영월군,6,5박,82485.0,44348893.0,0.2
51750,강원특별자치도 영월군,7,6박,42696.0,44348893.0,0.1
51750,강원특별자치도 영월군,8,7박이상,161271.0,44348893.0,0.4
51130,강원특별자치도 원주시,1,무박,178895100.0,211023541.0,84.8
51130,강원특별자치도 원주시,2,1박,20880070.0,211023541.0,9.9
51130,강원특별자치도 원주시,3,2박,5777698.0,211023541.0,2.7
51130,강원특별자치도 원주시,4,3박,1867290.0,211023541.0,0.9
51130,강원특별자치도 원주시,5,4박,1008732.0,211023541.0,0.5
51130,강원특별자치도 원주시,6,5박,656909.0,211023541.0,0.3
51130,강원특별자치도 원주시,7,6박,370535.0,211023541.0,0.2
51130,강원특별자치도 원주시,8,7박이상,1567208.0,211023541.0,0.7
51810,강원특별자치도 인제군,1,무박,58444709.0,66418753.0,88.0
51810,강원특별자치도 인제군,2,1박,5319338.0,66418753.0,8.0
51810,강원특별자치도 인제군,3,2박,1666110.0,66418753.0,2.5
51810,강원특별자치도 인제군,4,3박,416870.0,66418753.0,0.6
51810,강원특별자치도 인제군,5,4박,178423.0,66418753.0,0.3
51810,강원특별자치도 인제군,6,5박,103173.0,66418753.0,0.2
51810,강원특별자치도 인제군,7,6박,57613.0,66418753.0,0.1
51810,강원특별자치도 인제군,8,7박이상,232517.0,66418753.0,0.4
51770,강원특별자치도 정선군,1,무박,37397697.0,53008508.0,70.6
51770,강원특별자치도 정선군,2,1박,10585275.0,53008508.0,20.0
51770,강원특별자치도 정선군,3,2박,3614078.0,53008508.0,6.8
51770,강원특별자치도 정선군,4,3박,720487.0,53008508.0,1.4
51770,강원특별자치도 정선군,5,4박,258948.0,53008508.0,0.5
51770,강원특별자치도 정선군,6,5박,137956.0,53008508.0,0.3
51770,강원특별자치도 정선군,7,6박,66160.0,53008508.0,0.1
51770,강원특별자치도 정선군,8,7박이상,227906.0,53008508.0,0.4
51780,강원특별자치도 철원군,1,무박,37656944.0,44033083.0,85.5
51780,강원특별자치도 철원군,2,1박,4403513.0,44033083.0,10.0
51780,강원특별자치도 철원군,3,2박,1078742.0,44033083.0,2.4
51780,강원특별자치도 철원군,4,3박,322453.0,44033083.0,0.7
51780,강원특별자치도 철원군,5,4박,168863.0,44033083.0,0.4
51780,강원특별자치도 철원군,6,5박,101807.0,44033083.0,0.2
51780,강원특별자치도 철원군,7,6박,58477.0,44033083.0,0.1
51780,강원특별자치도 철원군,8,7박이상,242284.0,44033083.0,0.6
51110,강원특별자치도 춘천시,1,무박,168284276.0,200187146.0,84.1
51110,강원특별자치도 춘천시,2,1박,22301498.0,200187146.0,11.1
51110,강원특별자치도 춘천시,3,2박,4926770.0,200187146.0,2.5
51110,강원특별자치도 춘천시,4,3박,1568024.0,200187146.0,0.8
51110,강원특별자치도 춘천시,5,4박,859834.0,200187146.0,0.4
51110,강원특별자치도 춘천시,6,5박,566086.0,200187146.0,0.3
51110,강원특별자치도 춘천시,7,6박,319960.0,200187146.0,0.2
51110,강원특별자치도 춘천시,8,7박이상,1360696.0,200187146.0,0.7
51720,강원특별자치도 홍천군,1,무박,92564395.0,116236571.0,79.6
51720,강원특별자치도 홍천군,2,1박,17290581.0,116236571.0,14.9
51720,강원특별자치도 홍천군,3,2박,4782748.0,116236571.0,4.1
51720,강원특별자치도 홍천군,4,3박,756659.0,116236571.0,0.7
51720,강원특별자치도 홍천군,5,4박,272116.0,116236571.0,0.2
51720,강원특별자치도 홍천군,6,5박,154916.0,116236571.0,0.1
51720,강원특별자치도 홍천군,7,6박,85178.0,116236571.0,0.1
51720,강원특별자치도 홍천군,8,7박이상,329978.0,116236571.0,0.3
51760,강원특별자치도 평창군,1,무박,80594466.0,105474270.0,76.4
51760,강원특별자치도 평창군,2,1박,15944638.0,105474270.0,15.1
51760,강원특별자치도 평창군,3,2박,6619475.0,105474270.0,6.3
51760,강원특별자치도 평창군,4,3박,1200476.0,105474270.0,1.1
51760,강원특별자치도 평창군,5,4박,411471.0,105474270.0,0.4
51760,강원특별자치도 평창군,6,5박,194067.0,105474270.0,0.2
51760,강원특별자치도 평창군,7,6박,108052.0,105474270.0,0.1
51760,강원특별자치도 평창군,8,7박이상,401626.0,105474270.0,0.4
51190,강원특별자치도 태백시,1,무박,28027415.0,33666664.0,83.2
51190,강원특별자치도 태백시,2,1박,3505679.0,33666664.0,10.4
51190,강원특별자치도 태백시,3,2박,1133659.0,33666664.0,3.4
51190,강원특별자치도 태백시,4,3박,377004.0,33666664.0,1.1
51190,강원특별자치도 태백시,5,4박,188882.0,33666664.0,0.6
51190,강원특별자치도 태백시,6,5박,108495.0,33666664.0,0.3
51190,강원특별자치도 태백시,7,6박,62446.0,33666664.0,0.2
51190,강원특별자치도 태백시,8,7박이상,263084.0,33666664.0,0.8
51790,강원특별자치도 화천군,1,무박,25682873.0,29860069.0,86.0
51790,강원특별자치도 화천군,2,1박,2844832.0,29860069.0,9.5
51790,강원특별자치도 화천군,3,2박,762360.0,29860069.0,2.6
51790,강원특별자치도 화천군,4,3박,208334.0,29860069.0,0.7
51790,강원특별자치도 화천군,5,4박,103093.0,29860069.0,0.3
51790,강원특별자치도 화천군,6,5박,63801.0,29860069.0,0.2
51790,강원특별자치도 화천군,7,6박,38967.0,29860069.0,0.1
51790,강원특별자치도 화천군,8,7박이상,155808.0,29860069.0,0.5
51730,강원특별자치도 횡성군,1,무박,64539598.0,75046756.0,86.0
51730,강원특별자치도 횡성군,2,1박,7356443.0,75046756.0,9.8
51730,강원특별자치도 횡성군,3,2박,2170283.0,75046756.0,2.9
51730,강원특별자치도 횡성군,4,3박,433416.0,75046756.0,0.6
51730,강원특별자치도 횡성군,5,4박,178724.0,75046756.0,0.2
51730,강원특별자치도 횡성군,6,5박,96629.0,75046756.0,0.1
51730,강원특별자치도 횡성군,7,6박,55117.0,75046756.0,0.1
51730,강원특별자치도 횡성군,8,7박이상,216546.0,75046756.0,0.3
52130,전북특별자치도 군산시,1,무박,141838095.0,168239659.0,84.3
52130,전북특별자치도 군산시,2,1박,17997857.0,168239659.0,10.7
52130,전북특별자치도 군산시,3,2박,4255452.0,168239659.0,2.5
52130,전북특별자치도 군산시,4,3박,1443963.0,168239659.0,0.9
52130,전북특별자치도 군산시,5,4박,754540.0,168239659.0,0.4
52130,전북특별자치도 군산시,6,5박,469492.0,168239659.0,0.3
52130,전북특별자치도 군산시,7,6박,274463.0,168239659.0,0.2
52130,전북특별자치도 군산시,8,7박이상,1205798.0,168239659.0,0.7
52790,전북특별자치도 고창군,1,무박,59810178.0,68201281.0,87.7
52790,전북특별자치도 고창군,2,1박,5861746.0,68201281.0,8.6
52790,전북특별자치도 고창군,3,2박,1496689.0,68201281.0,2.2
52790,전북특별자치도 고창군,4,3박,429419.0,68201281.0,0.6
52790,전북특별자치도 고창군,5,4박,185452.0,68201281.0,0.3
52790,전북특별자치도 고창군,6,5박,109999.0,68201281.0,0.2
52790,전북특별자치도 고창군,7,6박,59762.0,68201281.0,0.1
52790,전북특별자치도 고창군,8,7박이상,248035.0,68201281.0,0.4
52210,전북특별자치도 김제시,1,무박,80101332.0,87279422.0,91.8
52210,전북특별자치도 김제시,2,1박,4746306.0,87279422.0,5.4
52210,전북특별자치도 김제시,3,2박,1298080.0,87279422.0,1.5
52210,전북특별자치도 김제시,4,3박,422031.0,87279422.0,0.5
52210,전북특별자치도 김제시,5,4박,211330.0,87279422.0,0.2
52210,전북특별자치도 김제시,6,5박,133508.0,87279422.0,0.2
52210,전북특별자치도 김제시,7,6박,71794.0,87279422.0,0.1
52210,전북특별자치도 김제시,8,7박이상,295042.0,87279422.0,0.3
52190,전북특별자치도 남원시,1,무박,57263728.0,67692237.0,84.6
52190,전북특별자치도 남원시,2,1박,7190433.0,67692237.0,10.6
52190,전북특별자치도 남원시,3,2박,1946394.0,67692237.0,2.9
52190,전북특별자치도 남원시,4,3박,538618.0,67692237.0,0.8
52190,전북특별자치도 남원시,5,4박,239864.0,67692237.0,0.4
52190,전북특별자치도 남원시,6,5박,132835.0,67692237.0,0.2
52190,전북특별자치도 남원시,7,6박,74189.0,67692237.0,0.1
52190,전북특별자치도 남원시,8,7박이상,306177.0,67692237.0,0.5
52730,전북특별자치도 무주군,1,무박,44423398.0,53726218.0,82.7
52730,전북특별자치도 무주군,2,1박,7013888.0,53726218.0,13.1
52730,전북특별자치도 무주군,3,2박,1694508.0,53726218.0,3.2
52730,전북특별자치도 무주군,4,3박,281973.0,53726218.0,0.5
52730,전북특별자치도 무주군,5,4박,115229.0,53726218.0,0.2
52730,전북특별자치도 무주군,6,5박,56838.0,53726218.0,0.1
52730,전북특별자치도 무주군,7,6박,29788.0,53726218.0,0.1
52730,전북특별자치도 무주군,8,7박이상,110595.0,53726218.0,0.2
52800,전북특별자치도 부안군,1,무박,51754074.0,65560331.0,78.9
52800,전북특별자치도 부안군,2,1박,10431522.0,65560331.0,15.9
52800,전북특별자치도 부안군,3,2박,2366573.0,65560331.0,3.6
52800,전북특별자치도 부안군,4,3박,458874.0,65560331.0,0.7
52800,전북특별자치도 부안군,5,4박,179484.0,65560331.0,0.3
52800,전북특별자치도 부안군,6,5박,93216.0,65560331.0,0.1
52800,전북특별자치도 부안군,7,6박,52989.0,65560331.0,0.1
52800,전북특별자치도 부안군,8,7박이상,223599.0,65560331.0,0.3
52770,전북특별자치도 순창군,1,무박,30908008.0,34252777.0,90.2
52770,전북특별자치도 순창군,2,1박,2293382.0,34252777.0,6.7
52770,전북특별자치도 순창군,3,2박,624019.0,34252777.0,1.8
52770,전북특별자치도 순창군,4,3박,182743.0,34252777.0,0.5
52770,전북특별자치도 순창군,5,4박,77436.0,34252777.0,0.2
52770,전북특별자치도 순창군,6,5박,43887.0,34252777.0,0.1
52770,전북특별자치도 순창군,7,6박,25231.0,34252777.0,0.1
52770,전북특별자치도 순창군,8,7박이상,98071.0,34252777.0,0.3
52710,전북특별자치도 완주군,1,무박,144140440.0,155973806.0,92.4
52710,전북특별자치도 완주군,2,1박,8401815.0,155973806.0,5.4
52710,전북특별자치도 완주군,3,2박,1824858.0,155973806.0,1.2
52710,전북특별자치도 완주군,4,3박,551951.0,155973806.0,0.4
52710,전북특별자치도 완주군,5,4박,318534.0,155973806.0,0.2
52710,전북특별자치도 완주군,6,5박,211801.0,155973806.0,0.1
52710,전북특별자치도 완주군,7,6박,106588.0,155973806.0,0.1
52710,전북특별자치도 완주군,8,7박이상,417819.0,155973806.0,0.3
52140,전북특별자치도 익산시,1,무박,142471448.0,162239822.0,87.8
52140,전북특별자치도 익산시,2,1박,12320054.0,162239822.0,7.6
52140,전북특별자치도 익산시,3,2박,3485815.0,162239822.0,2.1
52140,전북특별자치도 익산시,4,3박,1327873.0,162239822.0,0.8
52140,전북특별자치도 익산시,5,4박,712409.0,162239822.0,0.4
52140,전북특별자치도 익산시,6,5박,481236.0,162239822.0,0.3
52140,전북특별자치도 익산시,7,6박,279707.0,162239822.0,0.2
52140,전북특별자치도 익산시,8,7박이상,1161281.0,162239822.0,0.7
52750,전북특별자치도 임실군,1,무박,59460716.0,62779314.0,94.7
52750,전북특별자치도 임실군,2,1박,2370776.0,62779314.0,3.8
52750,전북특별자치도 임실군,3,2박,567329.0,62779314.0,0.9
52750,전북특별자치도 임실군,4,3박,159770.0,62779314.0,0.3
52750,전북특별자치도 임실군,5,4박,69252.0,62779314.0,0.1
52750,전북특별자치도 임실군,6,5박,39875.0,62779314.0,0.1
52750,전북특별자치도 임실군,7,6박,22652.0,62779314.0,0.0
52750,전북특별자치도 임실군,8,7박이상,88944.0,62779314.0,0.1
52740,전북특별자치도 장수군,1,무박,16069782.0,18973800.0,84.7
52740,전북특별자치도 장수군,2,1박,1956036.0,18973800.0,10.3
52740,전북특별자치도 장수군,3,2박,581966.0,18973800.0,3.1
52740,전북특별자치도 장수군,4,3박,159991.0,18973800.0,0.8
52740,전북특별자치도 장수군,5,4박,67904.0,18973800.0,0.4
52740,전북특별자치도 장수군,6,5박,36592.0,18973800.0,0.2
52740,전북특별자치도 장수군,7,6박,19482.0,18973800.0,0.1
52740,전북특별자치도 장수군,8,7박이상,82047.0,18973800.0,0.4
52110,전북특별자치도 전주시,1,무박,438754956.0,490365269.0,89.5
52110,전북특별자치도 전주시,2,1박,34502363.0,490365269.0,7.0
52110,전북특별자치도 전주시,3,2박,8358653.0,490365269.0,1.7
52110,전북특별자치도 전주시,4,3박,2923506.0,490365269.0,0.6
52110,전북특별자치도 전주시,5,4박,1542977.0,490365269.0,0.3
52110,전북특별자치도 전주시,6,5박,1004106.0,490365269.0,0.2
52110,전북특별자치도 전주시,7,6박,618304.0,490365269.0,0.1
52110,전북특별자치도 전주시,8,7박이상,2660403.0,490365269.0,0.5
52113,전북특별자치도 전주시 덕진구,1,무박,241664140.0,266647895.0,90.6
52113,전북특별자치도 전주시 덕진구,2,1박,16485738.0,266647895.0,6.2
52113,전북특별자치도 전주시 덕진구,3,2박,3967653.0,266647895.0,1.5
52113,전북특별자치도 전주시 덕진구,4,3박,1486455.0,266647895.0,0.6
52113,전북특별자치도 전주시 덕진구,5,4박,810346.0,266647895.0,0.3
52113,전북특별자치도 전주시 덕진구,6,5박,537990.0,266647895.0,0.2
52113,전북특별자치도 전주시 덕진구,7,6박,329885.0,266647895.0,0.1
52113,전북특별자치도 전주시 덕진구,8,7박이상,1365687.0,266647895.0,0.5
52111,전북특별자치도 전주시 완산구,1,무박,254450530.0,285393691.0,89.2
52111,전북특별자치도 전주시 완산구,2,1박,21414052.0,285393691.0,7.5
52111,전북특별자치도 전주시 완산구,3,2박,4847100.0,285393691.0,1.7
52111,전북특별자치도 전주시 완산구,4,3박,1602894.0,285393691.0,0.6
52111,전북특별자치도 전주시 완산구,5,4박,821758.0,285393691.0,0.3
52111,전북특별자치도 전주시 완산구,6,5박,530450.0,285393691.0,0.2
52111,전북특별자치도 전주시 완산구,7,6박,330342.0,285393691.0,0.1
52111,전북특별자치도 전주시 완산구,8,7박이상,1396563.0,285393691.0,0.5
52720,전북특별자치도 진안군,1,무박,30237596.0,34090033.0,88.7
52720,전북특별자치도 진안군,2,1박,2796969.0,34090033.0,8.2
52720,전북특별자치도 진안군,3,2박,665973.0,34090033.0,2.0
52720,전북특별자치도 진안군,4,3박,162404.0,34090033.0,0.5
52720,전북특별자치도 진안군,5,4박,84589.0,34090033.0,0.2
52720,전북특별자치도 진안군,6,5박,39124.0,34090033.0,0.1
52720,전북특별자치도 진안군,7,6박,19757.0,34090033.0,0.1
52720,전북특별자치도 진안군,8,7박이상,83621.0,34090033.0,0.2
52180,전북특별자치도 정읍시,1,무박,68709248.0,78361917.0,87.7
52180,전북특별자치도 정읍시,2,1박,6408542.0,78361917.0,8.2
52180,전북특별자치도 정읍시,3,2박,1789460.0,78361917.0,2.3
52180,전북특별자치도 정읍시,4,3박,573264.0,78361917.0,0.7
52180,전북특별자치도 정읍시,5,4박,264260.0,78361917.0,0.3
52180,전북특별자치도 정읍시,6,5박,147479.0,78361917.0,0.2
52180,전북특별자치도 정읍시,7,6박,86675.0,78361917.0,0.1
52180,전북특별자치도 정읍시,8,7박이상,382989.0,78361917.0,0.5
