SGG_CD,SGG_NM,BASE_YM,PRE_BASE_YM,TOU_NUM,PREV_TOU_NUM,TOU_NUM_PER
11560,서울특별시 영등포구,202202,202102,6664868.0,,
11560,서울특별시 영등포구,202203,202103,8077293.0,,
11560,서울특별시 영등포구,202204,202104,9855503.0,,
11560,서울특별시 영등포구,202205,202105,9872877.0,,
11560,서울특별시 영등포구,202206,202106,8866634.0,,
11560,서울특별시 영등포구,202207,202107,9427355.0,,
11560,서울특별시 영등포구,202208,202108,9074412.0,,
11560,서울특별시 영등포구,202209,202109,9166720.0,,
11560,서울특별시 영등포구,202210,202110,9744203.0,,
11560,서울특별시 영등포구,202211,202111,9219906.0,,
11560,서울특별시 영등포구,202212,202112,9249048.0,,
11560,서울특별시 영등포구,202301,202201,8510397.0,,
11560,서울특별시 영등포구,202302,202202,8319140.0,,
11560,서울특별시 영등포구,202303,202203,9444477.0,,
11560,서울특별시 영등포구,202304,202204,9182474.0,,
11560,서울특별시 영등포구,202305,202205,9289620.0,,
11560,서울특별시 영등포구,202306,202206,8983926.0,,
11560,서울특별시 영등포구,202307,202207,9283183.0,,
11560,서울특별시 영등포구,202308,202208,8997422.0,,
11560,서울특별시 영등포구,202309,202209,9678204.0,,
11560,서울특별시 영등포구,202310,202210,9794904.0,,
11560,서울특별시 영등포구,202311,202211,9271262.0,,
11560,서울특별시 영등포구,202312,202212,9609716.0,,
11560,서울특별시 영등포구,202401,202301,9043794.0,,
11560,서울특별시 영등포구,202402,202302,8402950.0,,
11560,서울특별시 영등포구,202403,202303,10080868.0,,
11560,서울특별시 영등포구,202404,202304,9928104.0,,
11560,서울특별시 영등포구,202405,202305,9835434.0,,
11560,서울특별시 영등포구,202406,202306,9665810.0,,
11560,서울특별시 영등포구,202407,202307,9752904.0,,
11560,서울특별시 영등포구,202408,202308,9604812.0,,
11560,서울특별시 영등포구,202409,202309,9271762.0,,
11560,서울특별시 영등포구,202410,202310,10474670.0,,
11560,서울특별시 영등포구,202411,202311,9454196.0,,
11560,서울특별시 영등포구,202412,202312,10563444.0,,
11560,서울특별시 영등포구,202501,202401,8673056.0,,
11560,서울특별시 영등포구,202502,202402,8862066.0,,
11560,서울특별시 영등포구,202503,202403,10180622.0,,
11560,서울특별시 영등포구,202504,202404,9824311.0,,
11560,서울특별시 영등포구,202505,202405,10714823.0,,
11560,서울특별시 영등포구,202506,202406,9959708.0,,
11560,서울특별시 영등포구,202507,202407,10666072.0,,
11560,서울특별시 영등포구,202508,202408,10090647.0,,
11560,서울특별시 영등포구,202509,202409,10514861.0,,
11560,서울특별시 영등포구,202510,202410,10156790.0,,
11560,서울특별시 영등포구,202511,202411,10634869.0,,
11560,서울특별시 영등포구,202512,202412,10537502.0,,
11560,서울특별시 영등포구,202601,202501,9691269.0,,
11560,서울특별시 영등포구,202602,202502,8794972.0,,
11560,서울특별시 영등포구,202603,202503,10886124.0,,
11560,서울특별시 영등포구,202604,202504,10410232.0,,
11560,서울특별시 영등포구,202605,202505,10602697.0,,
11560,서울특별시 영등포구,202606,202506,10324968.0,,
11560,서울특별시 영등포구,202607,202507,10317338.0,,
11560,서울특별시 영등포구,202608,202508,10426840.0,,
11290,서울특별시 성북구,201801,,3602767.0,,
11290,서울특별시 성북구,201802,,3526761.0,,
11290,서울특별시 성북구,201803,,5448342.0,,
11290,서울특별시 성북구,201804,,3728372.0,,
11290,서울특별시 성북구,201805,,4265415.0,,
11290,서울특별시 성북구,201806,,3982086.0,,
11290,서울특별시 성북구,201807,,4122492.0,,
11290,서울특별시 성북구,201808,,4133972.0,,
11290,서울특별시 성북구,201809,,5024264.0,,
11290,서울특별시 성북구,201810,,4479940.0,,
11290,서울특별시 성북구,201811,,4046122.0,,
11290,서울특별시 성북구,201812,,4124141.0,,
11290,서울특별시 성북구,201901,,3850511.0,,
11290,서울특별시 성북구,201902,,3682287.0,,
11290,서울특별시 성북구,201903,,5717996.0,,
11290,서울특별시 성북구,201904,,3742431.0,,
11290,서울특별시 성북구,201905,,4408800.0,,
11290,서울특별시 성북구,201906,,4093229.0,,
11290,서울특별시 성북구,201907,,4267879.0,,
11290,서울특별시 성북구,201908,,4725570.0,,
11290,서울특별시 성북구,201909,,5190479.0,,
11290,서울특별시 성북구,201910,,4781889.0,,
11290,서울특별시 성북구,201911,,4973941.0,,
11290,서울특별시 성북구,201912,,4363202.0,,
11290,서울특별시 성북구,202001,,4072274.0,,
11290,서울특별시 성북구,202002,,3447395.0,,
11290,서울특별시 성북구,202003,,3450122.0,,
11290,서울특별시 성북구,202004,,3432748.0,,
11290,서울특별시 성북구,202005,,3985373.0,,
11290,서울특별시 성북구,202006,,3672630.0,,
11290,서울특별시 성북구,202007,,3899287.0,,
11290,서울특별시 성북구,202008,,3343680.0,,
11290,서울특별시 성북구,202009,,3570024.0,,
11290,서울특별시 성북구,202010,,4024146.0,,
11290,서울특별시 성북구,202011,,3665784.0,,
11290,서울특별시 성북구,202012,,3116967.0,,
11290,서울특별시 성북구,202101,202001,3196809.0,,
11290,서울특별시 성북구,202102,202002,3385784.0,,
11290,서울특별시 성북구,202103,202003,4210003.0,,
11290,서울특별시 성북구,202104,202004,3490014.0,,
11290,서울특별시 성북구,202105,202005,3781946.0,,
11290,서울특별시 성북구,202106,202006,3596684.0,,
11290,서울특별시 성북구,202107,202007,3339791.0,,
11290,서울특별시 성북구,202108,202008,3352363.0,,
11290,서울특별시 성북구,202109,202009,3834758.0,,
11290,서울특별시 성북구,202110,202010,3753592.0,,
11290,서울특별시 성북구,202111,202011,3825490.0,,
11290,서울특별시 성북구,202112,202012,3622605.0,,
11290,서울특별시 성북구,202201,202101,3593219.0,,
11290,서울특별시 성북구,202202,202102,3217032.0,,
11290,서울특별시 성북구,202203,202103,4053794.0,,
11290,서울특별시 성북구,202204,202104,4487000.0,,
11290,서울특별시 성북구,202205,202105,4436086.0,,
11290,서울특별시 성북구,202206,202106,3825854.0,,
11290,서울특별시 성북구,202207,202107,3950278.0,,
11290,서울특별시 성북구,202208,202108,3896896.0,,
11290,서울특별시 성북구,202209,202109,4909118.0,,
11290,서울특별시 성북구,202210,202110,4281960.0,,
11290,서울특별시 성북구,202211,202111,4100918.0,,
11290,서울특별시 성북구,202212,202112,3891170.0,,
11290,서울특별시 성북구,202301,202201,3779944.0,,
11290,서울특별시 성북구,202302,202202,3769462.0,,
11290,서울특별시 성북구,202303,202203,5362357.0,,
11290,서울특별시 성북구,202304,202204,3852170.0,,
11290,서울특별시 성북구,202305,202205,4380674.0,,
11290,서울특별시 성북구,202306,202206,3911418.0,,
11290,서울특별시 성북구,202307,202207,3859408.0,,
11290,서울특별시 성북구,202308,202208,3863454.0,,
11290,서울특별시 성북구,202309,202209,4927450.0,,
11290,서울특별시 성북구,202310,202210,4288193.0,,
11290,서울특별시 성북구,202311,202211,4257988.0,,
11290,서울특별시 성북구,202312,202212,4120459.0,,
11290,서울특별시 성북구,202401,202301,3815270.0,,
11290,서울특별시 성북구,202402,202302,3949754.0,,
11290,서울특별시 성북구,202403,202303,5479352.0,,
11290,서울특별시 성북구,202404,202304,3895888.0,,
11290,서울특별시 성북구,202405,202305,4657804.0,,
11290,서울특별시 성북구,202406,202306,4048688.0,,
11290,서울특별시 성북구,202407,202307,3909472.0,,
11290,서울특별시 성북구,202408,202308,4106508.0,,
11290,서울특별시 성북구,202409,202309,4848634.0,,
11290,서울특별시 성북구,202410,202310,4705788.0,,
11290,서울특별시 성북구,202411,202311,4301300.0,,
11290,서울특별시 성북구,202412,202312,4195012.0,,
11290,서울특별시 성북구,202501,202401,3941399.0,,
11290,서울특별시 성북구,202502,202402,3881174.0,,
11290,서울특별시 성북구,202503,202403,5623583.0,,
11290,서울특별시 성북구,202504,202404,4267938.0,,
11290,서울특별시 성북구,202505,202405,5083376.0,,
11290,서울특별시 성북구,202506,202406,4620494.0,,
11290,서울특별시 성북구,202507,202407,4958037.0,,
11290,서울특별시 성북구,202508,202408,4829688.0,,
11290,서울특별시 성북구,202509,202409,5845200.0,,
11290,서울특별시 성북구,202510,202410,5488472.0,,
11290,서울특별시 성북구,202511,202411,5417430.0,,
11290,서울특별시 성북구,202512,202412,5181718.0,,
11290,서울특별시 성북구,202601,202501,4607250.0,,
11290,서울특별시 성북구,202602,202502,4630230.0,,
11290,서울특별시 성북구,202603,202503,6592750.0,,
11290,서울특별시 성북구,202604,202504,5019525.0,,
11290,서울특별시 성북구,202605,202505,5543528.0,,
11290,서울특별시 성북구,202606,202506,4973311.0,,
11290,서울특별시 성북구,202607,202507,4831218.0,,
11290,서울특별시 성북구,202608,202508,4985834.0,,
11470,서울특별시 양천구,201801,,3068460.0,,
11470,서울특별시 양천구,201802,,2812926.0,,
11470,서울특별시 양천구,201803,,3354715.0,,
11470,서울특별시 양천구,201804,,3015747.0,,
11470,서울특별시 양천구,201805,,3122284.0,,
11470,서울특별시 양천구,201806,,3054138.0,,
11470,서울특별시 양천구,201807,,3357382.0,,
11470,서울특별시 양천구,201808,,3161070.0,,
11470,서울특별시 양천구,201809,,3271394.0,,
11470,서울특별시 양천구,201810,,3147739.0,,
11470,서울특별시 양천구,201811,,2989668.0,,
11470,서울특별시 양천구,201812,,3169523.0,,
11470,서울특별시 양천구,201901,,3046866.0,,
11470,서울특별시 양천구,201902,,2745410.0,,
11470,서울특별시 양천구,201903,,3315988.0,,
11470,서울특별시 양천구,201904,,2623187.0,,
11470,서울특별시 양천구,201905,,2937630.0,,
11470,서울특별시 양천구,201906,,2968192.0,,
11470,서울특별시 양천구,201907,,3321024.0,,
11470,서울특별시 양천구,201908,,3835696.0,,
11470,서울특별시 양천구,201909,,3474810.0,,
11470,서울특별시 양천구,201910,,3485954.0,,
11470,서울특별시 양천구,201911,,3764750.0,,
11470,서울특별시 양천구,201912,,3577858.0,,
11470,서울특별시 양천구,202001,,3564256.0,,
11470,서울특별시 양천구,202002,,2998516.0,,
11470,서울특별시 양천구,202003,,2882652.0,,
11470,서울특별시 양천구,202004,,3040180.0,,
11470,서울특별시 양천구,202005,,3404978.0,,
11470,서울특별시 양천구,202006,,2988629.0,,
11470,서울특별시 양천구,202007,,3362040.0,,
11470,서울특별시 양천구,202008,,2990222.0,,
11470,서울특별시 양천구,202009,,3011463.0,,
11470,서울특별시 양천구,202010,,3504532.0,,
11470,서울특별시 양천구,202011,,3091578.0,,
11470,서울특별시 양천구,202012,,2711468.0,,
11470,서울특별시 양천구,202101,202001,2789402.0,,
11470,서울특별시 양천구,202102,202002,2990169.0,,
11470,서울특별시 양천구,202103,202003,3467986.0,,
11470,서울특별시 양천구,202104,202004,3087452.0,,
11470,서울특별시 양천구,202105,202005,3318612.0,,
11470,서울특별시 양천구,202106,202006,3160801.0,,
11470,서울특별시 양천구,202107,202007,3061300.0,,
11470,서울특별시 양천구,202108,202008,3020388.0,,
11470,서울특별시 양천구,202109,202009,3171504.0,,
11470,서울특별시 양천구,202110,202010,3188944.0,,
11470,서울특별시 양천구,202111,202011,3146815.0,,
11470,서울특별시 양천구,202112,202012,3157332.0,,
11470,서울특별시 양천구,202201,202101,3179026.0,,
11470,서울특별시 양천구,202202,202102,2700660.0,,
11470,서울특별시 양천구,202203,202103,3234682.0,,
11470,서울특별시 양천구,202204,202104,3490932.0,,
11470,서울특별시 양천구,202205,202105,3516096.0,,
11470,서울특별시 양천구,202206,202106,3203354.0,,
11470,서울특별시 양천구,202207,202107,3433262.0,,
11470,서울특별시 양천구,202208,202108,3194432.0,,
11470,서울특별시 양천구,202209,202109,3236300.0,,
11470,서울특별시 양천구,202210,202110,3182742.0,,
11470,서울특별시 양천구,202211,202111,3069406.0,,
11470,서울특별시 양천구,202212,202112,3022750.0,,
11470,서울특별시 양천구,202301,202201,3098102.0,,
11470,서울특별시 양천구,202302,202202,2857050.0,,
11470,서울특별시 양천구,202303,202203,3356528.0,,
11470,서울특별시 양천구,202304,202204,2915227.0,,
11470,서울특별시 양천구,202305,202205,3250418.0,,
11470,서울특별시 양천구,202306,202206,3139675.0,,
11470,서울특별시 양천구,202307,202207,3257100.0,,
11470,서울특별시 양천구,202308,202208,3141078.0,,
11470,서울특별시 양천구,202309,202209,3172729.0,,
11470,서울특별시 양천구,202310,202210,3110352.0,,
11470,서울특별시 양천구,202311,202211,2929416.0,,
11470,서울특별시 양천구,202312,202212,3091060.0,,
11470,서울특별시 양천구,202401,202301,3080595.0,,
11470,서울특별시 양천구,202402,202302,3005286.0,,
11470,서울특별시 양천구,202403,202303,3432090.0,,
11470,서울특별시 양천구,202404,202304,3135828.0,,
11470,서울특별시 양천구,202405,202305,3236891.0,,
11470,서울특별시 양천구,202406,202306,3037520.0,,
11470,서울특별시 양천구,202407,202307,3178634.0,,
11470,서울특별시 양천구,202408,202308,3095942.0,,
11470,서울특별시 양천구,202409,202309,3233587.0,,
11470,서울특별시 양천구,202410,202310,3265206.0,,
11470,서울특별시 양천구,202411,202311,3084610.0,,
11470,서울특별시 양천구,202412,202312,3121951.0,,
11470,서울특별시 양천구,202501,202401,3187772.0,,
11470,서울특별시 양천구,202502,202402,2977597.0,,
11470,서울특별시 양천구,202503,202403,3663079.0,,
11470,서울특별시 양천구,202504,202404,3161851.0,,
11470,서울특별시 양천구,202505,202405,3795939.0,,
11470,서울특별시 양천구,202506,202406,3452295.0,,
11470,서울특별시 양천구,202507,202407,3599295.0,,
11470,서울특별시 양천구,202508,202408,3522295.0,,
11470,서울특별시 양천구,202509,202409,3509674.0,,
11470,서울특별시 양천구,202510,202410,3625629.0,,
11470,서울특별시 양천구,202511,202411,3568310.0,,
11470,서울특별시 양천구,202512,202412,3467352.0,,
11470,서울특별시 양천구,202601,202501,3418268.0,,
11470,서울특별시 양천구,202602,202502,3321168.0,,
11470,서울특별시 양천구,202603,202503,3944664.0,,
11470,서울특별시 양천구,202604,202504,3350812.0,,
11470,서울특별시 양천구,202605,202505,3586152.0,,
11470,서울특별시 양천구,202606,202506,3366440.0,,
11470,서울특별시 양천구,202607,202507,3470999.0,,
11470,서울특별시 양천구,202608,202508,3483543.0,,
11380,서울특별시 은평구,201801,,2673674.0,,
11380,서울특별시 은평구,201802,,2605004.0,,
11380,서울특별시 은평구,201803,,3002230.0,,
11380,서울특별시 은평구,201804,,2718051.0,,
11380,서울특별시 은평구,201805,,3034430.0,,
11380,서울특별시 은평구,201806,,2971465.0,,
11380,서울특별시 은평구,201807,,3225394.0,,
11380,서울특별시 은평구,201808,,3004264.0,,
11380,서울특별시 은평구,201809,,3201432.0,,
11380,서울특별시 은평구,201810,,3036946.0,,
11380,서울특별시 은평구,201811,,2857036.0,,
11380,서울특별시 은평구,201812,,3071432.0,,
11380,서울특별시 은평구,201901,,2886622.0,,
11380,서울특별시 은평구,201902,,2822816.0,,
11380,서울특별시 은평구,201903,,3490487.0,,
11380,서울특별시 은평구,201904,,2777638.0,,
11380,서울특별시 은평구,201905,,3068408.0,,
11380,서울특별시 은평구,201906,,3048658.0,,
11380,서울특별시 은평구,201907,,3286042.0,,
11380,서울특별시 은평구,201908,,3629700.0,,
11380,서울특별시 은평구,201909,,3500192.0,,
11380,서울특별시 은평구,201910,,3356280.0,,
11380,서울특별시 은평구,201911,,3885360.0,,
11380,서울특별시 은평구,201912,,3289272.0,,
11380,서울특별시 은평구,202001,,3295670.0,,
11380,서울특별시 은평구,202002,,2643564.0,,
11380,서울특별시 은평구,202003,,2556200.0,,
11380,서울특별시 은평구,202004,,2744546.0,,
11380,서울특별시 은평구,202005,,3159818.0,,
11380,서울특별시 은평구,202006,,2869710.0,,
11380,서울특별시 은평구,202007,,3123656.0,,
11380,서울특별시 은평구,202008,,2770862.0,,
11380,서울특별시 은평구,202009,,2685918.0,,
11380,서울특별시 은평구,202010,,3130978.0,,
11380,서울특별시 은평구,202011,,2714810.0,,
11380,서울특별시 은평구,202012,,2419501.0,,
11380,서울특별시 은평구,202101,202001,2448075.0,,
11380,서울특별시 은평구,202102,202002,2611833.0,,
11380,서울특별시 은평구,202103,202003,2996581.0,,
11380,서울특별시 은평구,202104,202004,2681441.0,,
11380,서울특별시 은평구,202105,202005,2988842.0,,
11380,서울특별시 은평구,202106,202006,2799041.0,,
11380,서울특별시 은평구,202107,202007,2723420.0,,
11380,서울특별시 은평구,202108,202008,2629193.0,,
11380,서울특별시 은평구,202109,202009,3004757.0,,
11380,서울특별시 은평구,202110,202010,2946646.0,,
11380,서울특별시 은평구,202111,202011,2945544.0,,
11380,서울특별시 은평구,202112,202012,2884242.0,,
11380,서울특별시 은평구,202201,202101,2911762.0,,
11380,서울특별시 은평구,202202,202102,2501065.0,,
11380,서울특별시 은평구,202203,202103,2925930.0,,
11380,서울특별시 은평구,202204,202104,2957146.0,,
11380,서울특별시 은평구,202205,202105,3249778.0,,
11380,서울특별시 은평구,202206,202106,3075121.0,,
11380,서울특별시 은평구,202207,202107,3257580.0,,
11380,서울특별시 은평구,202208,202108,3075824.0,,
11380,서울특별시 은평구,202209,202109,3267712.0,,
11380,서울특별시 은평구,202210,202110,3182578.0,,
11380,서울특별시 은평구,202211,202111,2983712.0,,
11380,서울특별시 은평구,202212,202112,3033100.0,,
11380,서울특별시 은평구,202301,202201,3107657.0,,
11380,서울특별시 은평구,202302,202202,2887616.0,,
11380,서울특별시 은평구,202303,202203,3421901.0,,
11380,서울특별시 은평구,202304,202204,3025876.0,,
11380,서울특별시 은평구,202305,202205,3268727.0,,
11380,서울특별시 은평구,202306,202206,3073626.0,,
11380,서울특별시 은평구,202307,202207,3265994.0,,
11380,서울특별시 은평구,202308,202208,3234574.0,,
11380,서울특별시 은평구,202309,202209,3240769.0,,
11380,서울특별시 은평구,202310,202210,3140641.0,,
11380,서울특별시 은평구,202311,202211,2946048.0,,
11380,서울특별시 은평구,202312,202212,3136840.0,,
11380,서울특별시 은평구,202401,202301,2934547.0,,
11380,서울특별시 은평구,202402,202302,3059038.0,,
11380,서울특별시 은평구,202403,202303,3322434.0,,
11380,서울특별시 은평구,202404,202304,2649423.0,,
11380,서울특별시 은평구,202405,202305,3024693.0,,
11380,서울특별시 은평구,202406,202306,2894720.0,,
11380,서울특별시 은평구,202407,202307,2952296.0,,
11380,서울특별시 은평구,202408,202308,3096110.0,,
11380,서울특별시 은평구,202409,202309,3170930.0,,
11380,서울특별시 은평구,202410,202310,3122906.0,,
11380,서울특별시 은평구,202411,202311,2984194.0,,
11380,서울특별시 은평구,202412,202312,3000162.0,,
11380,서울특별시 은평구,202501,202401,3073749.0,,
11380,서울특별시 은평구,202502,202402,2737598.0,,
11380,서울특별시 은평구,202503,202403,3354754.0,,
11380,서울특별시 은평구,202504,202404,2849126.0,,
11380,서울특별시 은평구,202505,202405,3471300.0,,
11380,서울특별시 은평구,202506,202406,3094494.0,,
11380,서울특별시 은평구,202507,202407,3286654.0,,
11380,서울특별시 은평구,202508,202408,3172918.0,,
11380,서울특별시 은평구,202509,202409,3040870.0,,
11380,서울특별시 은평구,202510,202410,3476596.0,,
11380,서울특별시 은평구,202511,202411,3138198.0,,
11380,서울특별시 은평구,202512,202412,3198626.0,,
11380,서울특별시 은평구,202601,202501,3040720.0,,
11380,서울특별시 은평구,202602,202502,2976480.0,,
11380,서울특별시 은평구,202603,202503,3486924.0,,
11380,서울특별시 은평구,202604,202504,2964731.0,,
11380,서울특별시 은평구,202605,202505,3328692.0,,
11380,서울특별시 은평구,202606,202506,2974419.0,,
11380,서울특별시 은평구,202607,202507,3115070.0,,
11380,서울특별시 은평구,202608,202508,3244560.0,,
11110,서울특별시 종로구,201801,,10669320.0,,
11110,서울특별시 종로구,201802,,9145594.0,,
11110,서울특별시 종로구,201803,,12294443.0,,
11110,서울특별시 종로구,201804,,10694442.0,,
11110,서울특별시 종로구,201805,,12006368.0,,
11110,서울특별시 종로구,201806,,10907620.0,,
11110,서울특별시 종로구,201807,,10933223.0,,
11110,서울특별시 종로구,201808,,10659691.0,,
11110,서울특별시 종로구,201809,,11670782.0,,
11110,서울특별시 종로구,201810,,12465607.0,,
11110,서울특별시 종로구,201811,,11560462.0,,
11110,서울특별시 종로구,201812,,11537914.0,,
11110,서울특별시 종로구,201901,,11291738.0,,
11110,서울특별시 종로구,201902,,9358248.0,,
11110,서울특별시 종로구,201903,,12360862.0,,
11110,서울특별시 종로구,201904,,10294938.0,,
11110,서울특별시 종로구,201905,,11081028.0,,
11110,서울특별시 종로구,201906,,10290164.0,,
11110,서울특별시 종로구,201907,,11073472.0,,
11110,서울특별시 종로구,201908,,11366092.0,,
11110,서울특별시 종로구,201909,,11147682.0,,
11110,서울특별시 종로구,201910,,12605880.0,,
11110,서울특별시 종로구,201911,,12789154.0,,
11110,서울특별시 종로구,201912,,12599874.0,,
11110,서울특별시 종로구,202001,,10920718.0,,
11110,서울특별시 종로구,202002,,8264914.0,,
11110,서울특별시 종로구,202003,,7117366.0,,
11110,서울특별시 종로구,202004,,8222501.0,,
11110,서울특별시 종로구,202005,,9419599.0,,
11110,서울특별시 종로구,202006,,8924794.0,,
11110,서울특별시 종로구,202007,,9846207.0,,
11110,서울특별시 종로구,202008,,7912380.0,,
11110,서울특별시 종로구,202009,,7921624.0,,
11110,서울특별시 종로구,202010,,10063126.0,,
11110,서울특별시 종로구,202011,,8991388.0,,
11110,서울특별시 종로구,202012,,6332938.0,,
11110,서울특별시 종로구,202101,202001,6920193.0,,
11110,서울특별시 종로구,202102,202002,7764508.0,,
11110,서울특별시 종로구,202103,202003,9872058.0,,
11110,서울특별시 종로구,202104,202004,8873218.0,,
11110,서울특별시 종로구,202105,202005,9398582.0,,
11110,서울특별시 종로구,202106,202006,9413044.0,,
11110,서울특별시 종로구,202107,202007,7995351.0,,
11110,서울특별시 종로구,202108,202008,8224825.0,,
11110,서울특별시 종로구,202109,202009,9028428.0,,
11110,서울특별시 종로구,202110,202010,10030198.0,,
11110,서울특별시 종로구,202111,202011,10456593.0,,
11110,서울특별시 종로구,202112,202012,9120024.0,,
11110,서울특별시 종로구,202201,202101,8896489.0,,
11110,서울특별시 종로구,202202,202102,7634756.0,,
11110,서울특별시 종로구,202203,202103,9396818.0,,
11110,서울특별시 종로구,202204,202104,11027026.0,,
11110,서울특별시 종로구,202205,202105,12431580.0,,
11110,서울특별시 종로구,202206,202106,11106624.0,,
11110,서울특별시 종로구,202207,202107,11139286.0,,
11110,서울특별시 종로구,202208,202108,10892763.0,,
11110,서울특별시 종로구,202209,202109,11858875.0,,
11110,서울특별시 종로구,202210,202110,12663416.0,,
11110,서울특별시 종로구,202211,202111,11618394.0,,
11110,서울특별시 종로구,202212,202112,11213629.0,,
11110,서울특별시 종로구,202301,202201,10226391.0,,
11110,서울특별시 종로구,202302,202202,10760134.0,,
11110,서울특별시 종로구,202303,202203,12432486.0,,
11110,서울특별시 종로구,202304,202204,11121082.0,,
11110,서울특별시 종로구,202305,202205,12108674.0,,
11110,서울특별시 종로구,202306,202206,11120760.0,,
11110,서울특별시 종로구,202307,202207,10978566.0,,
11110,서울특별시 종로구,202308,202208,10734126.0,,
11110,서울특별시 종로구,202309,202209,11739609.0,,
11110,서울특별시 종로구,202310,202210,12493929.0,,
11110,서울특별시 종로구,202311,202211,11413860.0,,
11110,서울특별시 종로구,202312,202212,11781368.0,,
11110,서울특별시 종로구,202401,202301,11003076.0,,
11110,서울특별시 종로구,202402,202302,10273224.0,,
11110,서울특별시 종로구,202403,202303,12570677.0,,
11110,서울특별시 종로구,202404,202304,11486164.0,,
11110,서울특별시 종로구,202405,202305,12467672.0,,
11110,서울특별시 종로구,202406,202306,11169854.0,,
11110,서울특별시 종로구,202407,202307,10860056.0,,
11110,서울특별시 종로구,202408,202308,10605200.0,,
11110,서울특별시 종로구,202409,202309,11367321.0,,
11110,서울특별시 종로구,202410,202310,12979435.0,,
11110,서울특별시 종로구,202411,202311,11763409.0,,
11110,서울특별시 종로구,202412,202312,11797352.0,,
11110,서울특별시 종로구,202501,202401,10435054.0,,
11110,서울특별시 종로구,202502,202402,10636234.0,,
11110,서울특별시 종로구,202503,202403,13247028.0,,
11110,서울특별시 종로구,202504,202404,11936438.0,,
11110,서울특별시 종로구,202505,202405,13493770.0,,
11110,서울특별시 종로구,202506,202406,12478900.0,,
11110,서울특별시 종로구,202507,202407,11929855.0,,
11110,서울특별시 종로구,202508,202408,11764988.0,,
11110,서울특별시 종로구,202509,202409,13168418.0,,
11110,서울특별시 종로구,202510,202410,12867438.0,,
11110,서울특별시 종로구,202511,202411,13616190.0,,
11110,서울특별시 종로구,202512,202412,13344258.0,,
11110,서울특별시 종로구,202601,202501,11556174.0,,
11110,서울특별시 종로구,202602,202502,11029070.0,,
11110,서울특별시 종로구,202603,202503,14714581.0,,
11110,서울특별시 종로구,202604,202504,12604980.0,,
11110,서울특별시 종로구,202605,202505,13811875.0,,
11110,서울특별시 종로구,202606,202506,12687580.0,,
11110,서울특별시 종로구,202607,202507,12041760.0,,
11110,서울특별시 종로구,202608,202508,11980076.0,,
11170,서울특별시 용산구,201801,,7474436.0,,
11170,서울특별시 용산구,201802,,7076590.0,,
11170,서울특별시 용산구,201803,,8609822.0,,
11170,서울특별시 용산구,201804,,7911572.0,,
11170,서울특별시 용산구,201805,,8441251.0,,
11170,서울특별시 용산구,201806,,8142670.0,,
11170,서울특별시 용산구,201807,,8244800.0,,
11170,서울특별시 용산구,201808,,8392856.0,,
11170,서울특별시 용산구,201809,,8399856.0,,
11170,서울특별시 용산구,201810,,8978994.0,,
11170,서울특별시 용산구,201811,,7930300.0,,
11170,서울특별시 용산구,201812,,8786386.0,,
11170,서울특별시 용산구,201901,,7761943.0,,
11170,서울특별시 용산구,201902,,6900744.0,,
11170,서울특별시 용산구,201903,,8506564.0,,
11170,서울특별시 용산구,201904,,7192654.0,,
11170,서울특별시 용산구,201905,,7970830.0,,
11170,서울특별시 용산구,201906,,7958958.0,,
11170,서울특별시 용산구,201907,,8164499.0,,
11170,서울특별시 용산구,201908,,8725269.0,,
11170,서울특별시 용산구,201909,,8241902.0,,
11170,서울특별시 용산구,201910,,8978018.0,,
11170,서울특별시 용산구,201911,,9483642.0,,
11170,서울특별시 용산구,201912,,9682606.0,,
11170,서울특별시 용산구,202001,,8731804.0,,
11170,서울특별시 용산구,202002,,6646696.0,,
11170,서울특별시 용산구,202003,,5749880.0,,
11170,서울특별시 용산구,202004,,6373182.0,,
11170,서울특별시 용산구,202005,,7000546.0,,
11170,서울특별시 용산구,202006,,6730626.0,,
11170,서울특별시 용산구,202007,,7127936.0,,
11170,서울특별시 용산구,202008,,6545690.0,,
11170,서울특별시 용산구,202009,,6064286.0,,
11170,서울특별시 용산구,202010,,7288589.0,,
11170,서울특별시 용산구,202011,,6622360.0,,
11170,서울특별시 용산구,202012,,4922764.0,,
11170,서울특별시 용산구,202101,202001,5042048.0,,
11170,서울특별시 용산구,202102,202002,5671932.0,,
11170,서울특별시 용산구,202103,202003,6888154.0,,
11170,서울특별시 용산구,202104,202004,6521907.0,,
11170,서울특별시 용산구,202105,202005,7097622.0,,
11170,서울특별시 용산구,202106,202006,7103758.0,,
11170,서울특별시 용산구,202107,202007,6224046.0,,
11170,서울특별시 용산구,202108,202008,6387574.0,,
11170,서울특별시 용산구,202109,202009,6746940.0,,
11170,서울특별시 용산구,202110,202010,7543036.0,,
11170,서울특별시 용산구,202111,202011,7740355.0,,
11170,서울특별시 용산구,202112,202012,6991873.0,,
11170,서울특별시 용산구,202201,202101,6530587.0,,
11170,서울특별시 용산구,202202,202102,5421070.0,,
11170,서울특별시 용산구,202203,202103,6416116.0,,
11170,서울특별시 용산구,202204,202104,7766826.0,,
11170,서울특별시 용산구,202205,202105,9100679.0,,
11170,서울특별시 용산구,202206,202106,8413422.0,,
11170,서울특별시 용산구,202207,202107,8895380.0,,
11170,서울특별시 용산구,202208,202108,8669031.0,,
