SGG_CD,SGG_NM,PERIOD,수도권,부울경,대구경북,합계
41480,경기도 파주시,2022,95.7,0.27,0.73,105690
41480,경기도 파주시,2023,96.48,0.28,0.54,98011
41480,경기도 파주시,2025,95.93,0.32,0.66,59001
41220,경기도 평택시,2019,63.83,2.01,1.93,50002
41220,경기도 평택시,2022,65.72,2.44,2.02,80989
41220,경기도 평택시,2023,65.43,2.39,2.17,84115
41220,경기도 평택시,2025,64.26,3.02,2.56,62560
41650,경기도 포천시,2019,93.97,0.14,0.19,113538
41650,경기도 포천시,2022,93.38,0.11,0.16,196871
41650,경기도 포천시,2023,93.23,0.14,0.18,185797
41650,경기도 포천시,2025,90.91,0.19,0.27,101044
41450,경기도 하남시,2019,94.14,0.46,0.57,12722
41450,경기도 하남시,2022,94.69,0.44,0.8,24629
41450,경기도 하남시,2023,93.98,0.55,0.69,29093
41450,경기도 하남시,2025,93.12,0.53,0.85,19113
43760,충청북도 괴산군,2019,25.76,1.12,6.41,14456
43760,충청북도 괴산군,2022,26.12,1.04,5.77,28922
43760,충청북도 괴산군,2023,25.75,1.21,6.53,26694
43760,충청북도 괴산군,2025,26.97,1.61,8.42,18558
43800,충청북도 단양군,2019,41.79,4.07,15.69,71674
43800,충청북도 단양군,2022,40.2,3.08,13.69,74872
43800,충청북도 단양군,2023,39.9,3.05,14.54,78806
43800,충청북도 단양군,2025,37.15,3.32,15.94,50256
43720,충청북도 보은군,2019,27.61,3.51,10.28,12119
43720,충청북도 보은군,2022,23.61,3.3,8.4,14238
43720,충청북도 보은군,2023,23.36,3.05,9.44,14646
43720,충청북도 보은군,2025,23.23,3.38,11.1,10770
43740,충청북도 영동군,2019,15.51,3.31,22.12,4706
43740,충청북도 영동군,2022,13.41,3.18,24.77,6576
43740,충청북도 영동군,2023,12.97,3.82,22.69,7272
43740,충청북도 영동군,2025,14.89,3.4,20.3,6139
43730,충청북도 옥천군,2019,13.51,2.38,5.6,4463
43730,충청북도 옥천군,2022,13.93,2.17,5.65,6509
43730,충청북도 옥천군,2023,13.42,2.34,5.03,6149
43730,충청북도 옥천군,2025,13.74,2.31,6.03,4591
43770,충청북도 음성군,2019,29.85,1.52,2.69,14100
43770,충청북도 음성군,2022,33.95,1.78,2.79,25983
43770,충청북도 음성군,2023,33.89,1.8,3.03,27882
43770,충청북도 음성군,2025,34.13,1.93,3.43,21113
43150,충청북도 제천시,2019,49.36,1.88,5.93,86382
43150,충청북도 제천시,2022,50.6,1.41,5.06,151586
43150,충청북도 제천시,2023,49.84,1.51,5.27,161747
43150,충청북도 제천시,2025,47.19,1.72,5.74,103314
43745,충청북도 증평군,2019,21.07,1.15,2.81,6872
43745,충청북도 증평군,2022,23.95,1.43,2.95,11615
43745,충청북도 증평군,2023,30.79,1.4,3.0,20067
43745,충청북도 증평군,2025,25.46,1.16,3.24,20179
43750,충청북도 진천군,2019,32.58,1.55,2.41,12963
43750,충청북도 진천군,2022,36.36,0.97,1.64,41343
43750,충청북도 진천군,2023,35.87,1.33,2.05,37730
43750,충청북도 진천군,2025,32.69,1.46,2.14,25780
43111,충청북도 청주시 상당구,2019,9.88,0.92,1.98,24094
43111,충청북도 청주시 상당구,2022,8.81,0.96,1.61,46369
43111,충청북도 청주시 상당구,2023,9.98,1.01,1.83,45742
43111,충청북도 청주시 상당구,2025,10.01,1.13,2.03,39140
43112,충청북도 청주시 서원구,2019,7.68,0.34,1.22,5000
43112,충청북도 청주시 서원구,2022,7.5,1.17,1.35,10902
43112,충청북도 청주시 서원구,2023,7.7,1.19,1.38,9714
43112,충청북도 청주시 서원구,2025,9.1,1.01,1.89,8924
43114,충청북도 청주시 청원구,2019,14.5,1.07,1.77,45888
43114,충청북도 청주시 청원구,2022,15.02,1.15,2.1,75531
43114,충청북도 청주시 청원구,2023,15.86,1.26,2.26,74025
43114,충청북도 청주시 청원구,2025,17.55,1.36,2.51,63062
43113,충청북도 청주시 흥덕구,2019,17.89,1.55,2.65,42365
43113,충청북도 청주시 흥덕구,2022,18.96,2.07,2.83,81496
43113,충청북도 청주시 흥덕구,2023,18.34,1.89,3.18,84180
43113,충청북도 청주시 흥덕구,2025,22.08,2.28,3.43,64752
43130,충청북도 충주시,2019,46.32,2.47,10.5,78718
43130,충청북도 충주시,2022,46.68,2.1,9.36,78443
43130,충청북도 충주시,2023,46.27,2.13,9.63,89233
43130,충청북도 충주시,2025,43.13,2.52,10.94,73709
44250,충청남도 계룡시,2019,19.8,4.4,3.1,5748
44250,충청남도 계룡시,2022,19.85,3.7,3.18,12282
44250,충청남도 계룡시,2023,18.32,3.64,2.8,13148
44250,충청남도 계룡시,2025,18.91,4.05,3.01,11805
44150,충청남도 공주시,2019,17.98,1.78,2.21,26803
44150,충청남도 공주시,2022,18.05,1.75,2.06,43568
44150,충청남도 공주시,2023,18.25,1.9,2.45,42564
44150,충청남도 공주시,2025,19.48,2.21,2.57,31145
44710,충청남도 금산군,2019,10.13,2.85,2.68,7323
44710,충청남도 금산군,2022,8.66,2.12,2.0,15983
44710,충청남도 금산군,2023,8.39,2.34,1.63,15953
44710,충청남도 금산군,2025,9.92,2.13,2.7,9909
44230,충청남도 논산시,2019,11.66,1.84,2.06,8879
44230,충청남도 논산시,2022,12.72,1.66,1.57,15966
44230,충청남도 논산시,2023,14.4,2.37,1.72,16766
44230,충청남도 논산시,2025,16.04,2.76,2.17,12771
44270,충청남도 당진시,2019,43.07,2.43,2.56,12702
44270,충청남도 당진시,2022,44.72,2.1,2.2,27121
44270,충청남도 당진시,2023,44.08,2.62,2.53,27824
44270,충청남도 당진시,2025,43.22,3.09,2.58,20523
44180,충청남도 보령시,2019,33.36,1.49,1.55,98230
44180,충청남도 보령시,2022,28.94,1.39,1.3,121362
44180,충청남도 보령시,2023,28.49,1.27,1.36,127368
44180,충청남도 보령시,2025,27.77,1.55,1.48,93628
44760,충청남도 부여군,2019,27.59,2.38,2.18,26866
44760,충청남도 부여군,2022,25.5,2.01,1.77,31242
44760,충청남도 부여군,2023,27.01,1.95,2.06,53608
44760,충청남도 부여군,2025,27.27,2.08,1.99,39946
44210,충청남도 서산시,2019,30.46,3.53,2.3,19941
44210,충청남도 서산시,2022,29.98,2.35,1.97,35788
44210,충청남도 서산시,2023,30.21,2.93,1.99,37698
44210,충청남도 서산시,2025,30.0,3.5,2.39,30544
44770,충청남도 서천군,2019,16.21,1.7,1.58,12082
44770,충청남도 서천군,2022,17.04,0.96,0.95,19453
44770,충청남도 서천군,2023,15.19,1.16,1.14,20414
44770,충청남도 서천군,2025,17.08,1.14,1.17,14187
44200,충청남도 아산시,2019,41.74,1.37,1.77,60517
44200,충청남도 아산시,2022,39.35,1.55,1.91,69939
44200,충청남도 아산시,2023,38.95,1.53,1.91,82445
44200,충청남도 아산시,2025,41.73,1.73,2.06,61078
44810,충청남도 예산군,2019,31.78,0.97,1.1,55668
44810,충청남도 예산군,2022,33.19,0.75,1.04,107376
44810,충청남도 예산군,2023,32.91,0.78,1.26,143643
44810,충청남도 예산군,2025,30.7,0.8,1.5,94112
44131,충청남도 천안시 동남구,2019,33.52,1.48,2.32,55922
44131,충청남도 천안시 동남구,2022,32.58,1.41,2.05,139259
44131,충청남도 천안시 동남구,2023,33.1,1.33,1.9,156558
44131,충청남도 천안시 동남구,2025,34.3,1.67,2.35,110267
44133,충청남도 천안시 서북구,2019,21.55,0.98,1.34,83498
44133,충청남도 천안시 서북구,2022,21.35,0.98,1.33,141071
44133,충청남도 천안시 서북구,2023,21.87,1.05,1.4,146213
44133,충청남도 천안시 서북구,2025,21.75,1.27,1.81,96512
44790,충청남도 청양군,2019,19.17,1.26,1.61,3730
44790,충청남도 청양군,2022,16.82,1.35,1.57,6445
44790,충청남도 청양군,2023,17.68,1.37,2.05,8296
44790,충청남도 청양군,2025,19.65,2.26,1.74,5923
44825,충청남도 태안군,2019,46.83,0.63,1.18,62852
44825,충청남도 태안군,2022,45.35,0.51,0.87,124541
44825,충청남도 태안군,2023,43.7,0.5,0.86,119114
44825,충청남도 태안군,2025,42.28,0.7,0.96,75782
44800,충청남도 홍성군,2019,19.03,0.68,1.04,6363
44800,충청남도 홍성군,2022,18.9,1.15,1.31,12185
44800,충청남도 홍성군,2023,20.22,0.8,1.12,13425
44800,충청남도 홍성군,2025,24.05,1.46,1.4,10321
46810,전라남도 강진군,2019,5.74,3.33,1.09,3398
46810,전라남도 강진군,2022,4.23,3.29,1.26,7169
46810,전라남도 강진군,2023,5.69,2.9,1.13,8046
46810,전라남도 강진군,2025,6.45,3.01,1.04,6136
46770,전라남도 고흥군,2019,6.71,9.72,2.05,3456
46770,전라남도 고흥군,2022,6.04,6.93,1.69,10955
46770,전라남도 고흥군,2023,6.31,6.3,1.84,13600
46770,전라남도 고흥군,2025,6.5,7.89,1.53,10322
46720,전라남도 곡성군,2019,2.53,3.65,0.97,5339
46720,전라남도 곡성군,2022,1.8,2.47,0.97,10921
46720,전라남도 곡성군,2023,2.21,2.7,0.66,8579
46720,전라남도 곡성군,2025,3.03,3.39,0.88,3863
46230,전라남도 광양시,2019,5.76,19.88,2.97,22322
46230,전라남도 광양시,2022,6.22,20.75,3.39,36325
46230,전라남도 광양시,2023,6.44,18.63,3.51,39627
46230,전라남도 광양시,2025,6.99,20.55,3.85,28665
46730,전라남도 구례군,2019,9.3,19.97,2.46,17607
46730,전라남도 구례군,2022,6.54,22.56,1.87,21714
46730,전라남도 구례군,2023,6.66,19.89,1.95,18571
46730,전라남도 구례군,2025,7.12,18.4,1.99,12544
46170,전라남도 나주시,2019,3.75,1.96,1.03,22811
46170,전라남도 나주시,2022,4.66,2.35,1.21,35018
46170,전라남도 나주시,2023,3.65,1.88,1.08,51663
46170,전라남도 나주시,2025,4.67,2.13,1.1,34462
46710,전라남도 담양군,2019,4.04,2.41,0.95,13212
46710,전라남도 담양군,2022,4.27,2.29,0.9,19132
46710,전라남도 담양군,2023,4.26,2.24,0.97,20216
46710,전라남도 담양군,2025,4.16,2.65,1.01,15299
46110,전라남도 목포시,2019,5.74,4.34,1.01,36137
46110,전라남도 목포시,2022,5.51,4.13,0.91,70812
46110,전라남도 목포시,2023,5.66,4.34,1.03,75059
46110,전라남도 목포시,2025,6.71,4.88,1.04,55933
46840,전라남도 무안군,2019,5.14,1.83,0.77,7253
46840,전라남도 무안군,2022,5.12,1.72,0.93,13579
46840,전라남도 무안군,2023,4.8,1.5,0.73,16549
46840,전라남도 무안군,2025,5.53,1.99,0.96,11883
46780,전라남도 보성군,2019,2.72,2.67,0.73,15768
46780,전라남도 보성군,2022,2.52,2.57,0.73,19091
46780,전라남도 보성군,2023,2.67,2.76,0.6,20230
46780,전라남도 보성군,2025,2.59,2.76,0.81,15644
46150,전라남도 순천시,2019,5.85,10.84,1.9,24319
46150,전라남도 순천시,2022,6.13,10.25,1.79,39284
46150,전라남도 순천시,2023,6.17,10.45,2.08,39370
46150,전라남도 순천시,2025,7.61,11.09,2.1,26911
46910,전라남도 신안군,2019,6.77,2.59,1.32,10136
46910,전라남도 신안군,2022,4.86,1.77,0.77,12004
46910,전라남도 신안군,2023,4.42,1.62,0.61,23485
46910,전라남도 신안군,2025,5.07,1.72,0.91,11774
46130,전라남도 여수시,2019,11.33,15.93,3.85,97751
46130,전라남도 여수시,2022,10.44,17.65,3.73,129979
46130,전라남도 여수시,2023,9.61,17.05,3.9,150964
46130,전라남도 여수시,2025,10.07,17.15,3.87,92924
46870,전라남도 영광군,2019,8.95,5.47,1.76,5630
46870,전라남도 영광군,2022,7.28,6.42,1.74,9118
46870,전라남도 영광군,2023,10.0,3.51,1.63,9096
46870,전라남도 영광군,2025,10.91,5.68,2.2,6552
46830,전라남도 영암군,2019,3.91,2.62,0.69,18781
46830,전라남도 영암군,2022,2.77,2.5,0.54,30583
46830,전라남도 영암군,2023,2.83,2.8,0.56,31748
46830,전라남도 영암군,2025,3.18,2.77,0.64,22361
46890,전라남도 완도군,2019,7.4,4.54,1.46,7243
46890,전라남도 완도군,2022,6.31,4.82,1.36,7144
46890,전라남도 완도군,2023,7.19,4.78,1.44,8746
46890,전라남도 완도군,2025,6.91,5.87,1.58,5805
46880,전라남도 장성군,2019,3.71,1.37,0.61,9270
46880,전라남도 장성군,2022,3.61,1.43,0.76,13367
46880,전라남도 장성군,2023,3.95,1.46,0.73,11890
46880,전라남도 장성군,2025,4.26,1.42,0.79,9085
46800,전라남도 장흥군,2019,5.4,3.69,1.3,3388
46800,전라남도 장흥군,2022,5.5,3.18,0.77,6130
46800,전라남도 장흥군,2023,5.94,4.12,1.01,7814
46800,전라남도 장흥군,2025,5.47,3.61,1.96,5352
46900,전라남도 진도군,2019,8.17,4.02,1.7,21793
46900,전라남도 진도군,2022,8.89,5.03,2.15,44540
46900,전라남도 진도군,2023,7.72,5.13,2.09,66339
46900,전라남도 진도군,2025,8.33,4.9,1.96,38484
46860,전라남도 함평군,2019,4.24,1.45,0.69,2616
46860,전라남도 함평군,2022,3.01,1.13,0.53,5816
46860,전라남도 함평군,2023,3.55,1.56,0.62,4873
46860,전라남도 함평군,2025,5.15,1.5,0.92,2934
46820,전라남도 해남군,2019,7.14,4.24,1.39,8068
46820,전라남도 해남군,2022,5.11,3.33,1.07,11634
46820,전라남도 해남군,2023,5.98,3.3,1.31,12843
46820,전라남도 해남군,2025,5.98,3.03,1.24,12130
46790,전라남도 화순군,2019,4.12,3.73,1.09,25222
46790,전라남도 화순군,2022,3.4,3.58,1.02,32929
46790,전라남도 화순군,2023,3.26,3.55,1.21,43836
46790,전라남도 화순군,2025,3.42,3.91,1.28,31200
47290,경상북도 경산시,2019,4.46,7.63,83.28,13353
47290,경상북도 경산시,2022,3.89,7.44,84.76,29838
47290,경상북도 경산시,2023,4.48,6.99,84.03,32718
47290,경상북도 경산시,2025,5.66,7.3,81.7,22474
47130,경상북도 경주시,2019,9.46,46.84,36.03,211935
47130,경상북도 경주시,2022,8.94,47.13,36.86,240170
47130,경상북도 경주시,2023,7.73,46.61,38.57,259292
47130,경상북도 경주시,2025,8.56,46.28,38.5,166731
47830,경상북도 고령군,2019,1.24,13.25,82.98,4030
47830,경상북도 고령군,2022,1.62,12.49,83.62,9110
47830,경상북도 고령군,2023,1.57,13.07,83.01,8878
47830,경상북도 고령군,2025,1.76,15.04,79.54,5859
47190,경상북도 구미시,2019,13.66,7.66,66.21,24458
47190,경상북도 구미시,2022,13.76,7.78,65.05,44674
47190,경상북도 구미시,2023,14.44,7.82,64.22,52285
47190,경상북도 구미시,2025,14.65,8.47,63.58,35832
47150,경상북도 김천시,2019,12.82,8.03,58.28,11881
47150,경상북도 김천시,2022,11.16,8.08,62.45,20712
47150,경상북도 김천시,2023,12.07,7.85,60.23,21513
47150,경상북도 김천시,2025,13.28,8.21,56.45,14507
47280,경상북도 문경시,2019,25.84,7.39,40.31,34021
47280,경상북도 문경시,2022,24.65,6.25,42.95,37282
47280,경상북도 문경시,2023,24.23,6.33,44.84,49091
47280,경상북도 문경시,2025,22.65,6.94,43.57,34300
47920,경상북도 봉화군,2019,13.4,3.59,61.63,2731
47920,경상북도 봉화군,2022,10.85,3.75,67.07,5733
47920,경상북도 봉화군,2023,10.85,3.86,64.89,5465
47920,경상북도 봉화군,2025,13.58,4.41,59.95,3830
47250,경상북도 상주시,2019,12.79,5.55,56.04,6827
47250,경상북도 상주시,2022,13.94,6.39,51.62,12996
47250,경상북도 상주시,2023,13.49,5.91,53.76,12665
47250,경상북도 상주시,2025,15.95,6.69,50.89,9107
47840,경상북도 성주군,2019,3.49,19.77,71.83,7902
47840,경상북도 성주군,2022,3.25,17.41,74.79,15288
47840,경상북도 성주군,2023,3.33,18.32,73.51,16940
47840,경상북도 성주군,2025,3.29,20.03,71.44,12145
47170,경상북도 안동시,2019,15.69,7.17,62.86,18270
47170,경상북도 안동시,2022,15.21,6.38,63.03,29201
47170,경상북도 안동시,2023,15.36,6.27,63.55,33130
47170,경상북도 안동시,2025,14.01,6.11,66.6,31619
47770,경상북도 영덕군,2019,6.95,10.05,71.0,9439
47770,경상북도 영덕군,2022,5.91,8.63,72.32,17401
47770,경상북도 영덕군,2023,5.95,8.29,73.15,21071
47770,경상북도 영덕군,2025,9.17,9.95,67.65,33846
47760,경상북도 영양군,2019,11.83,8.4,69.94,845
47760,경상북도 영양군,2022,9.7,6.02,72.91,1196
47760,경상북도 영양군,2023,8.39,9.01,70.52,1299
47760,경상북도 영양군,2025,10.74,6.63,71.43,875
47210,경상북도 영주시,2019,17.86,3.91,48.63,12853
47210,경상북도 영주시,2022,16.72,4.97,50.01,19244
47210,경상북도 영주시,2023,16.19,3.96,48.14,23731
47210,경상북도 영주시,2025,15.8,3.95,48.81,21200
47230,경상북도 영천시,2019,3.03,8.31,85.19,13780
47230,경상북도 영천시,2022,3.84,9.78,82.41,22642
47230,경상북도 영천시,2023,4.32,9.24,81.43,22290
47230,경상북도 영천시,2025,4.79,8.83,81.58,17946
47900,경상북도 예천군,2019,11.73,3.23,74.64,3036
47900,경상북도 예천군,2022,11.21,3.45,73.49,6465
47900,경상북도 예천군,2023,11.18,3.93,72.65,6789
47900,경상북도 예천군,2025,12.57,3.14,73.01,5101
47940,경상북도 울릉군,2019,0.0,5.0,50.0,20
47940,경상북도 울릉군,2022,16.67,3.33,56.67,30
47940,경상북도 울릉군,2023,3.12,1.04,77.08,96
47940,경상북도 울릉군,2025,6.67,0.0,73.33,15
47930,경상북도 울진군,2019,14.83,10.79,48.63,20067
47930,경상북도 울진군,2022,12.88,8.6,50.61,21764
47930,경상북도 울진군,2023,12.9,8.41,50.39,26188
47930,경상북도 울진군,2025,14.71,9.12,40.83,14064
47730,경상북도 의성군,2019,7.7,4.65,77.27,1377
47730,경상북도 의성군,2022,6.28,5.95,81.4,5113
47730,경상북도 의성군,2023,7.19,5.68,79.34,5896
47730,경상북도 의성군,2025,6.83,5.51,80.43,5713
47820,경상북도 청도군,2019,0.87,43.59,54.36,17960
47820,경상북도 청도군,2022,0.7,50.86,47.42,38023
47820,경상북도 청도군,2023,0.81,51.0,47.12,34291
47820,경상북도 청도군,2025,1.04,51.29,46.44,20024
47750,경상북도 청송군,2019,13.15,10.71,65.49,19200
47750,경상북도 청송군,2022,10.9,10.19,69.72,22146
47750,경상북도 청송군,2023,10.46,10.14,69.31,31728
47750,경상북도 청송군,2025,10.28,10.19,69.81,19887
47850,경상북도 칠곡군,2019,1.56,2.63,93.41,31615
47850,경상북도 칠곡군,2022,2.69,3.59,90.88,40758
47850,경상북도 칠곡군,2023,2.87,4.0,89.72,41518
47850,경상북도 칠곡군,2025,2.51,3.54,90.98,32514
47111,경상북도 포항시 남구,2019,4.14,10.83,80.18,31263
47111,경상북도 포항시 남구,2022,4.25,11.12,79.86,63617
47111,경상북도 포항시 남구,2023,4.36,10.71,79.96,69607
47111,경상북도 포항시 남구,2025,5.06,10.54,79.13,51279
47113,경상북도 포항시 북구,2019,4.22,11.14,80.03,39869
47113,경상북도 포항시 북구,2022,4.12,9.99,81.3,63879
47113,경상북도 포항시 북구,2023,4.61,10.74,79.48,65000
47113,경상북도 포항시 북구,2025,5.16,10.31,79.13,44927
48310,경상남도 거제시,2019,6.43,74.35,8.47,172921
48310,경상남도 거제시,2022,5.75,74.89,8.59,167375
48310,경상남도 거제시,2023,4.73,76.37,8.55,173106
48310,경상남도 거제시,2025,5.41,76.57,8.1,103830
48880,경상남도 거창군,2019,6.53,42.86,30.04,3689
48880,경상남도 거창군,2022,6.03,43.36,32.68,8547
48880,경상남도 거창군,2023,7.37,44.49,29.04,8505
48880,경상남도 거창군,2025,7.64,44.04,29.34,6884
48820,경상남도 고성군,2019,1.75,90.21,3.31,13214
48820,경상남도 고성군,2022,1.86,89.52,4.18,24545
48820,경상남도 고성군,2023,1.95,88.66,4.39,22536
48820,경상남도 고성군,2025,2.53,87.68,4.31,14802
48250,경상남도 김해시,2019,2.92,86.74,6.61,39371
48250,경상남도 김해시,2022,3.07,86.23,7.08,67907
48250,경상남도 김해시,2023,3.35,85.33,7.24,68315
48250,경상남도 김해시,2025,4.08,82.67,8.14,73779
48840,경상남도 남해군,2019,9.61,63.18,5.49,24831
48840,경상남도 남해군,2022,7.01,64.44,5.95,38413
48840,경상남도 남해군,2023,6.46,65.58,5.92,35465
48840,경상남도 남해군,2025,9.73,58.61,6.09,42274
48270,경상남도 밀양시,2019,1.33,84.88,11.99,22014
48270,경상남도 밀양시,2022,1.53,84.27,12.55,52019
48270,경상남도 밀양시,2023,1.54,83.34,13.13,49904
48270,경상남도 밀양시,2025,2.59,79.88,14.63,27893
48240,경상남도 사천시,2019,4.74,77.19,5.14,23842
48240,경상남도 사천시,2022,3.76,77.52,5.39,33683
48240,경상남도 사천시,2023,3.99,77.57,5.09,37954
48240,경상남도 사천시,2025,5.42,75.35,5.64,26880
48860,경상남도 산청군,2019,4.8,75.07,6.94,9853
48860,경상남도 산청군,2022,3.42,75.08,9.74,24477
48860,경상남도 산청군,2023,3.45,75.67,8.71,18234
48860,경상남도 산청군,2025,3.34,76.21,7.43,10343
48330,경상남도 양산시,2019,2.84,83.75,10.73,38337
48330,경상남도 양산시,2022,3.46,84.45,8.41,50416
48330,경상남도 양산시,2023,3.6,82.77,9.7,50426
48330,경상남도 양산시,2025,4.94,81.1,9.94,37403
48720,경상남도 의령군,2019,1.3,89.91,6.09,5152
48720,경상남도 의령군,2022,1.05,88.08,8.29,9351
48720,경상남도 의령군,2023,1.48,88.15,7.47,9976
48720,경상남도 의령군,2025,1.99,85.68,8.38,6026
48170,경상남도 진주시,2019,7.75,69.17,6.97,23882
48170,경상남도 진주시,2022,6.98,71.18,6.16,43107
48170,경상남도 진주시,2023,7.24,70.53,6.18,44435
48170,경상남도 진주시,2025,7.76,70.81,5.88,33254
48740,경상남도 창녕군,2019,3.84,68.29,23.48,28880
48740,경상남도 창녕군,2022,2.06,59.05,35.54,43092
48740,경상남도 창녕군,2023,2.45,62.07,31.65,45369
48740,경상남도 창녕군,2025,2.68,66.04,27.49,37902
48125,경상남도 창원시 마산합포구,2019,2.29,89.97,4.75,30427
48125,경상남도 창원시 마산합포구,2022,2.25,89.84,5.18,47940
48125,경상남도 창원시 마산합포구,2023,2.41,89.62,4.98,53084
48125,경상남도 창원시 마산합포구,2025,2.6,88.57,5.45,32943
48127,경상남도 창원시 마산회원구,2019,2.28,89.96,4.63,6046
48127,경상남도 창원시 마산회원구,2022,2.46,89.47,5.25,10956
48127,경상남도 창원시 마산회원구,2023,3.02,87.71,5.79,12119
48127,경상남도 창원시 마산회원구,2025,3.49,86.32,5.77,9729
48123,경상남도 창원시 성산구,2019,2.97,88.86,5.21,72504
48123,경상남도 창원시 성산구,2022,3.44,87.36,5.86,82500
48123,경상남도 창원시 성산구,2023,3.25,87.62,5.8,92489
48123,경상남도 창원시 성산구,2025,3.63,86.98,5.98,67146
48121,경상남도 창원시 의창구,2019,2.78,89.54,4.68,24312
48121,경상남도 창원시 의창구,2022,2.0,91.29,4.06,49634
48121,경상남도 창원시 의창구,2023,2.23,90.52,4.55,52694
48121,경상남도 창원시 의창구,2025,3.35,87.82,5.33,35483
48129,경상남도 창원시 진해구,2019,4.99,82.74,6.04,15681
48129,경상남도 창원시 진해구,2022,4.55,82.98,6.94,27648
48129,경상남도 창원시 진해구,2023,5.13,82.59,6.55,31982
48129,경상남도 창원시 진해구,2025,6.09,81.69,6.34,26268
48220,경상남도 통영시,2019,9.76,67.4,6.87,51085
48220,경상남도 통영시,2022,7.82,71.39,5.85,63184
48220,경상남도 통영시,2023,7.17,71.26,6.35,63197
48220,경상남도 통영시,2025,8.67,69.56,6.24,49949
48850,경상남도 하동군,2019,7.69,42.75,4.01,17402
48850,경상남도 하동군,2022,5.45,41.2,4.19,23244
48850,경상남도 하동군,2023,4.89,44.45,4.33,24399
48850,경상남도 하동군,2025,5.29,41.77,3.31,16381
48730,경상남도 함안군,2019,2.3,87.3,5.56,4048
48730,경상남도 함안군,2022,2.08,87.59,6.14,8219
48730,경상남도 함안군,2023,2.71,87.54,5.83,10594
48730,경상남도 함안군,2025,2.83,84.5,7.02,8137
48870,경상남도 함양군,2019,7.91,47.43,11.03,4653
48870,경상남도 함양군,2022,4.1,51.85,19.74,12689
48870,경상남도 함양군,2023,5.5,49.08,16.95,10657
48870,경상남도 함양군,2025,5.62,50.94,12.82,6991
48890,경상남도 합천군,2019,3.64,46.94,42.41,14125
48890,경상남도 합천군,2022,3.43,46.06,42.74,26135
48890,경상남도 합천군,2023,3.97,44.69,42.97,18442
48890,경상남도 합천군,2025,5.58,41.42,44.19,9581
50130,제주특별자치도 서귀포시,2019,1.03,0.17,0.08,328705
50130,제주특별자치도 서귀포시,2022,0.94,0.14,0.06,448421
50130,제주특별자치도 서귀포시,2023,1.14,0.2,0.1,370331
50130,제주특별자치도 서귀포시,2025,0.89,0.17,0.08,192227
50110,제주특별자치도 제주시,2019,2.08,0.36,0.2,123038
50110,제주특별자치도 제주시,2022,2.1,0.38,0.2,178522
50110,제주특별자치도 제주시,2023,2.66,0.52,0.31,156364
50110,제주특별자치도 제주시,2025,2.13,0.41,0.26,70079
51150,강원특별자치도 강릉시,2019,42.71,1.57,3.11,153004
51150,강원특별자치도 강릉시,2022,39.73,1.24,2.87,199150
51150,강원특별자치도 강릉시,2023,40.19,1.08,2.77,215006
51150,강원특별자치도 강릉시,2025,39.11,1.14,3.1,147426
51820,강원특별자치도 고성군,2019,20.6,0.29,0.5,384801
51820,강원특별자치도 고성군,2022,17.57,0.16,0.37,491308
51820,강원특별자치도 고성군,2023,17.35,0.2,0.41,575755
51820,강원특별자치도 고성군,2025,16.46,0.21,0.46,399313
51170,강원특별자치도 동해시,2019,22.58,1.97,5.2,31646
51170,강원특별자치도 동해시,2022,19.99,1.78,4.83,52148
51170,강원특별자치도 동해시,2023,20.27,2.0,5.0,52792
51170,강원특별자치도 동해시,2025,20.34,1.77,5.39,38760
51230,강원특별자치도 삼척시,2019,34.53,1.63,6.27,167617
51230,강원특별자치도 삼척시,2022,27.6,1.41,5.95,178705
51230,강원특별자치도 삼척시,2023,25.17,1.46,6.42,181644
51230,강원특별자치도 삼척시,2025,23.06,1.49,7.5,108446
51210,강원특별자치도 속초시,2019,36.94,0.62,1.07,273183
51210,강원특별자치도 속초시,2022,31.49,0.4,0.89,377788
51210,강원특별자치도 속초시,2023,32.47,0.44,0.93,405256
51210,강원특별자치도 속초시,2025,31.9,0.49,1.07,303092
51800,강원특별자치도 양구군,2019,39.57,1.34,1.51,2315
51800,강원특별자치도 양구군,2022,39.32,1.07,1.81,3924
51800,강원특별자치도 양구군,2023,41.06,1.55,1.9,4518
51800,강원특별자치도 양구군,2025,43.04,1.34,1.59,3648
51830,강원특별자치도 양양군,2019,33.25,0.36,0.84,190247
51830,강원특별자치도 양양군,2022,30.62,0.26,0.67,246980
51830,강원특별자치도 양양군,2023,29.67,0.31,0.73,261027
51830,강원특별자치도 양양군,2025,27.25,0.35,0.81,187479
51750,강원특별자치도 영월군,2019,44.87,1.21,4.06,33357
51750,강원특별자치도 영월군,2022,48.66,0.69,2.71,61085
51750,강원특별자치도 영월군,2023,46.35,0.86,2.79,56782
51750,강원특별자치도 영월군,2025,42.55,1.06,4.01,33671
51130,강원특별자치도 원주시,2019,69.88,0.89,2.04,88427
51130,강원특별자치도 원주시,2022,67.58,0.87,2.17,116479
51130,강원특별자치도 원주시,2023,65.7,0.89,2.27,116513
51130,강원특별자치도 원주시,2025,62.11,1.17,2.72,81538
51810,강원특별자치도 인제군,2019,44.44,0.74,1.4,16545
51810,강원특별자치도 인제군,2022,47.18,0.56,0.89,27136
51810,강원특별자치도 인제군,2023,44.02,0.54,1.28,27788
51810,강원특별자치도 인제군,2025,40.99,0.71,1.44,19950
