정류장번호,정류장명,위도,경도,정보수집일,모바일단축번호,도시코드,도시명,관리도시명
ADB354000965,안동약국.성모안과앞,36.566113,128.727629,2025-10-31,540961,37040,경상북도 안동시,안동BIS
