,방문2019(만),방문당2019,방문2023(만),방문당2023,방문2024(만),방문당2024,방문2025(만),방문당2025,방문2026(만),방문당2026,방문%23→24,방문당%23→24,방문%24→25,방문당%24→25,방문%25→26,방문당%25→26,방문당%19→26,방문당%23→26,흐름,문제태그,중앙대비_23→26(%p),중앙보다나쁜해,방문%23→26,초과23→24,초과24→25,초과25→26
양평군,2017.6499,10609.140218032871,2104.6271,12248.143911099502,1945.5016,13249.297456244703,1970.3398,13188.984255406098,1951.4451,13942.35287480032,-7.560745559153926,8.173920492866982,1.276699027130079,-0.4552181052451143,-0.9589564195982891,5.7121049263928025,31.418310892920665,13.832373100756069,급락 후 회복완료,야간공백 · 주말쏠림 · 고령화,7.654623945041717,1,-7.278343987873203,6.433211187809529,3.3757713010713677,-1.7562123302066635
부여군,694.1656,13107.235218800815,718.6112,15221.663675712263,646.225,16762.710820534645,710.1581,17126.24484604203,748.8477,17985.020452089255,-10.073068719218403,10.124038854447171,9.89331889047933,2.168706657291075,5.448026291610275,5.014383560244906,37.21444798893834,18.154104802527016,개선·유지,고령화,11.976355646812664,1,4.2076299395277905,8.383329549389718,5.999696063607557,-2.45393369635456
단양군,566.8154,14145.771621589674,597.0658,15401.454915019416,633.7614,14661.731213040111,609.2897,13895.971325298951,613.8506,15172.779826231334,6.145989269524388,-4.802946903788474,-3.8613427703233394,-5.222847674769104,0.7485601676837872,9.188335748849962,7.260178038462106,-1.484762900971648,급락 후 회복완료,계절쏠림 · 주말쏠림 · 고령화,-7.662512056686,2,2.8112144423612984,-6.543656208845927,-1.3918582684526224,1.720018492250496
남원시,651.2503,9266.481259202492,703.3085,14279.739687491336,704.1842,15593.606758004513,721.6541,14840.578748184207,711.4482,15959.691654290502,0.1245115052640466,9.200917518574148,2.480870772164434,-4.829081696790638,-1.41423709780073,7.540898000647189,72.23033434013605,11.76458397396949,급락 후 회복완료,숙박이탈 · 고령화,5.586834818255138,1,1.1573441811097318,7.460208213516695,-0.998092290474156,0.0725807440477233
서귀포시,2650.0594,21442.697397650783,3119.6795,25168.519330270945,2943.8105,24095.647053368415,2862.7674,22629.655905680636,2957.1424,23471.39278784816,-5.637406021996815,-4.262754843953632,-2.752999895883246,-6.084049722511365,3.296635276760518,3.719618564576699,9.461008345058474,-6.743052780151437,급락 후 회복중(미회복),업무체류의심,-12.92080193586579,3,-5.210057635728282,-6.0034641490110845,-2.253060316194883,-3.748698692022767
태백시,363.34,15373.650024770188,372.4791,17314.983847415868,369.5132,17192.836954133167,376.9792,17028.923346433967,367.255,17325.39815659419,-0.7962594411337398,-0.705440411374858,2.0204961554824097,-0.953383133548502,-2.5795057127820264,1.741007368045433,12.695411490955788,0.0601462252006523,급락 후 회복완료,숙박이탈 · 계절쏠림,-6.1176029305137,2,-1.4025216448386058,-2.446149716432311,2.87760627276798,-5.727309888554033
정읍시,687.8616,10299.010295094246,714.9314,12695.124175550269,703.9128,13397.1716383052,725.7614,13244.257548004069,728.5917,14913.71161653365,-1.54121080707883,5.530055894270136,3.1038787758938424,-1.1413908430038977,0.389976650728463,12.605116311568333,44.80723088156866,17.47590185258836,급락 후 회복완료,,11.29815269687401,0,1.9107147902581723,3.789346589212683,2.6895985633125843,5.136799054968867
영덕군,651.8403,11093.308130841251,714.3296,12286.135279848406,685.7377,12875.60520589724,733.3303,13876.613580537993,716.8522,15876.672764622888,-4.002620079022345,4.797846618339596,6.940350515948013,7.774456878984415,-2.2470229308675815,14.413164800452382,43.11937050124015,29.22430368045552,개선·유지,주말쏠림 · 고령화,23.04655452474117,0,0.3531423029369041,3.0571373132821433,11.605446285300896,6.944847543852916
산청군,446.3393,12003.07255041176,477.6592,15411.854309516071,505.2311,15499.808503474944,486.3243,15334.207647037172,508.246,17668.22936137225,5.7722953938707855,0.57069183365277,-3.7422082686517144,-1.0684058219212478,4.507629990934037,15.221012836525992,47.19755535232644,14.640516361895362,급락 후 회복완료,거쳐가기 · 쓸곳부족 · 야간공백 · 숙박이탈 · 계절쏠림 · 주말쏠림 · 고령화,8.46276720618101,1,6.403477625888909,-1.170017471404683,2.762583584395234,7.752695579926526
당진시,1155.325,21183.355592582175,1545.6922,20133.379142367412,1560.0689,21623.75950190405,1457.2078,21006.29827811792,1491.7529,24638.789440261855,0.9301140291708698,7.402534611789902,-6.593369049277243,-2.8554758192337437,2.3706365008477226,17.29239066327013,16.31202305308832,22.377814802153814,급락 후 회복완료,,16.200065646439462,0,-3.4896533734206647,5.661825306732449,0.9755135870827383,9.824073406670664
횡성군,937.2929,12698.200850555892,744.9525,22413.503008581083,755.334,22169.994333632538,772.1931,21552.07848917583,762.9459,23084.8323583625,1.3935787852245696,-1.0864373804278515,2.23200597351636,-2.787171864628357,-1.1975242980026612,7.11186102053436,81.7960877296401,2.995200480372895,급락 후 회복완료,거쳐가기 · 야간공백 · 숙박이탈,-3.182548675341457,2,2.415375476959958,-2.8271466854853045,1.0438175416881248,-0.3564562360651058
의성군,437.1904,9945.65937403932,481.3359,12111.020806883507,455.5385,13737.097962082238,470.8754,13495.755352689905,444.4033,15960.385532690689,-5.359542057843603,13.426425246289076,3.366762633674214,-1.7568674989324462,-5.621890631789217,18.26226184153188,60.47589136574818,31.783982433746026,급락 후 회복완료,야간공백 · 고령화,25.606233278031674,0,-7.672936924089802,11.685715941231624,2.074121907384036,10.793944584932415
사천시,1051.2713,13142.350980189414,1098.49,16221.560050614937,985.9137,18240.431692956492,1017.6173,18155.54265832548,1003.686,19928.149241894374,-10.248277180493226,12.445607179841025,3.2156567050442675,-0.46538939461499,-1.3690117100013888,9.763445890481504,51.63306224231703,22.84977018063643,급락 후 회복완료,야간공백,16.672021024922078,0,-8.630392629882833,10.704897874783573,3.365600011701492,2.2951286338820385
