,v24,v26,s24,s26,pv24,pv26,방문%,방문당소비%,방문당소비26,격차,소비순위(낮은순)
옥천군,7190702.0,8311604.0,98373728.0,104328099.0,13.680684862201215,12.552101736319488,15.588213779405692,-8.249463658065281,12.552101736319488,19.590768098709667,23.0
옹진군,4177962.0,4835439.0,37071973.0,42526704.0,8.873219287298449,8.794796915026744,15.736787457616884,-0.8838096944584928,8.794796915026744,12.37368781331407,90.0
완도군,4232128.0,4527207.0,31471170.0,34016327.0,7.436251928108034,7.513755611351546,6.972355278479281,1.0422412257250047,7.513755611351546,1.6832047139929696,119.0
완주군,15365622.0,15381299.0,191886064.0,205983770.0,12.48801148433822,13.391831860234952,0.10202645880523775,7.237504361925473,13.391831860234952,-11.382387241881542,176.0
용산구,67769727.0,80404039.0,1073812017.0,1272260798.0,15.845010221156713,15.823344372040813,18.64300264925074,-0.13673610059885544,15.823344372040813,14.53282941108829,99.0
용인시 기흥구,39181127.0,41289736.0,944565628.0,1006097510.0,24.10766867425738,24.36677023074209,5.381695631164463,1.0747681992219649,24.36677023074209,0.06001809318119111,120.0
용인시 수지구,24131803.0,25447886.0,515012773.0,557947057.0,21.341661582435428,21.92508473984833,5.453728426342619,2.733728839056604,21.92508473984833,-1.5269097514752916,135.0
용인시 처인구,31523256.0,36022066.0,745132976.0,852896871.0,23.637563835410912,23.677067023307323,14.271400137092428,0.16712038588864164,23.677067023307323,9.857370412442481,106.0
울릉군,1192872.0,952200.0,26602548.0,18675033.0,22.301259481319036,19.61251102709515,-20.175844516427578,-12.05648701803661,19.61251102709515,-12.366266837152274,11.0
울주군,23742962.0,25400849.0,403355376.0,465036002.0,16.988418546936142,18.307892070851647,6.982646057387454,7.76690025778457,18.307892070851647,-5.031163539158423,181.0
울진군,5373040.0,5814482.0,65329676.0,83651159.0,12.158792043238092,14.38669154019223,8.215870345279397,18.3233621319574,14.38669154019223,-14.35440112543931,216.0
원주시,22557703.0,23349185.0,448560860.0,473175922.0,19.885041486715203,20.26520077681512,3.5086994451518416,1.9117852500025956,20.26520077681512,-2.6499951436120606,126.0
유성구,40178946.0,43162837.0,1054098138.0,1131229671.0,26.23508685369696,26.20841792674564,7.426503920735006,-0.10165366366058359,26.20841792674564,3.281248245634283,100.0
은평구,23933243.0,25131606.0,393413938.0,413516364.0,16.437970316016095,16.45403656256588,5.00710664242201,0.09773862734214767,16.45403656256588,0.6624586763185558,105.0
음성군,11779580.0,12805374.0,320436534.0,317688872.0,27.20271299995416,24.809027209982307,8.708239173213306,-8.799437725111769,24.809027209982307,13.260767559563767,21.0
의령군,2920119.0,2984862.0,18600940.0,22888254.0,6.369925335234626,7.668111289567156,2.217135671525705,20.379924190818045,7.668111289567156,-22.409697858053647,217.0
의성군,4555385.0,4444033.0,62577770.0,70928480.0,13.737097962082238,15.960385532690688,-2.4444037112121175,16.184550599735626,15.960385532690688,-22.87586364970905,213.0
의왕시,19617134.0,20666545.0,373976674.0,425747031.0,19.063777308142974,20.60078406913202,5.34946134333385,8.062446052244443,20.60078406913202,-6.9598940476719,184.0
의정부시,27963671.0,29950039.0,534218714.0,562819022.0,19.104026577912464,18.79192951969111,7.103387820576201,-1.6336716081739144,18.79192951969111,4.490150089988809,76.0
이천시,23501886.0,25305472.0,588338989.0,629401244.0,25.03369257258758,24.872140065200128,7.674218145726686,-0.6453403025503124,24.872140065200128,4.072649109515691,94.0
익산시,15896907.0,17646074.0,228105003.0,240392648.0,14.349017893858221,13.623010308128595,11.003190746476665,-5.059632590188468,13.623010308128595,11.815913997903827,40.0
인제군,5809011.0,8035452.0,74322722.0,80518629.0,12.794384792867495,10.020423119943969,38.32736760181725,-21.681086803563478,10.020423119943969,55.76154506661942,2.0
임실군,5744124.0,5955887.0,70672086.0,77216712.0,12.303370540051016,12.964771158351393,3.6866021694517803,5.3757676902221885,12.964771158351393,-5.936074859531715,164.0
