,v24,v26,s24,s26,pv24,pv26,방문%,방문당소비%,방문당소비26,격차,소비순위(낮은순)
장성군,6529432.0,6874320.0,116536406.0,141795544.0,17.847862723740747,20.62684658264381,5.282052098865564,15.570401352350927,20.62684658264381,-14.53525859224667,210.0
장수군,1775582.0,1767452.0,23982893.0,23613185.0,13.507060220254543,13.360014868862068,-0.45787803660997106,-1.0886554808719362,13.360014868862068,-3.6161318944993415,87.0
장흥군,3572722.0,3653712.0,38515277.0,41268471.0,10.780373339991188,11.294943608034787,2.2668990198509764,4.77321380081277,11.294943608034787,-6.7532241197231,152.0
전주시 덕진구,26152454.0,28298888.0,347714870.0,380548526.0,13.295688045183065,13.447472777022192,8.20739040397509,1.141608702936714,13.447472777022192,2.8188723622770695,121.0
전주시 완산구,26981420.0,28381090.0,396754344.0,418636393.0,14.704724362172191,14.750539637483973,5.187532754021107,0.31156840606709757,14.750539637483973,0.6290550091927027,110.0
정선군,6726784.0,6697697.0,99945498.0,105062383.0,14.857842618404277,15.68634457485909,-0.4324057380168611,5.576192841271288,15.68634457485909,-10.255507918049457,166.0
정읍시,7039128.0,7285917.0,94304406.0,108660065.0,13.397171638305199,14.91371161653365,3.5059598291151906,11.319851825234206,14.91371161653365,-12.060801334880322,198.0
제주시,39557362.0,39206919.0,1322540116.0,1131135825.0,33.43347607456736,28.85041349461813,-0.8859109462354908,-13.708005023849545,28.85041349461813,8.575184738852748,8.0
제천시,10339663.0,10492719.0,225275590.0,240160197.0,21.787517639598118,22.888271095413877,1.4802803534312403,5.052220606422719,22.888271095413877,-7.818849591752786,157.0
종로구,90435897.0,100426079.0,1499455396.0,1616753332.0,16.58031208558699,16.09893912118186,11.046699741364874,-2.9032804806103707,16.09893912118186,9.703070883213938,61.0
중랑구,24275645.0,25103183.0,343796526.0,318694423.0,14.16219943898504,12.695379028229208,3.408922811319748,-10.357292432403097,12.695379028229208,9.519305904961538,13.0
증평군,3931643.0,4089954.0,82688886.0,84679133.0,21.03163639221567,20.70417735749595,4.026586340621474,-1.5569831496369924,20.70417735749595,1.3366601514971599,77.0
진도군,3485930.0,3492625.0,35759408.0,29365621.0,10.25821172542191,8.407894062488817,0.19205778658779593,-18.03742906132103,8.407894062488817,13.982577509147522,4.0
진안군,3191290.0,3319211.0,28726562.0,33322007.0,9.001551723597668,10.039134902842875,4.008441727326573,11.526714627714373,10.039134902842875,-11.765182239149107,199.0
진주시,14685263.0,15293406.0,218946064.0,224850024.0,14.909236831509249,14.702416453208658,4.141178813072677,-1.387196277300362,14.702416453208658,1.2814657516117323,80.0
진천군,8606038.0,9417565.0,206749543.0,222423029.0,24.02377760823273,23.61789156751241,9.429739910513991,-1.689517973981025,23.61789156751241,6.8723485457337095,74.0
창녕군,6584552.0,6904531.0,103561156.0,135312966.0,15.72789705358846,19.5977056225832,4.859540937637052,24.60474248915436,19.5977056225832,-23.992110890278617,221.0
창원시 마산합포구,16254285.0,16520225.0,221413574.0,222636282.0,13.621858728329176,13.476588968975907,1.6361224132590335,-1.0664459399446935,13.476588968975907,-1.5443409855575796,89.0
창원시 마산회원구,13950125.0,14898929.0,174203537.0,192876049.0,12.487596849490595,12.945631796755324,6.801401421134212,3.66791907830859,12.945631796755324,-1.1134269959356846,140.0
창원시 성산구,21322475.0,23549904.0,343878885.0,376513393.0,16.127531395862817,15.987895024964857,10.446390487033042,-0.8658260676756901,15.987895024964857,7.065307215947426,91.0
창원시 의창구,21709166.0,23210657.0,262425458.0,276424811.0,12.08823305326423,11.909391922856816,6.9163919056125955,-1.4794646133921119,11.909391922856816,4.1489471802434,78.0
창원시 진해구,11719939.0,12596446.0,264749022.0,301128250.0,22.58962457057157,23.905810416684197,7.478767594268199,5.826506066981207,23.905810416684197,-2.5946478114743154,167.0
천안시 동남구,30999675.0,32522369.0,544429150.0,575883372.0,17.562414767251592,17.707300842690763,4.91196762546704,0.8249780987369615,17.707300842690763,-0.1599198120312284,114.0
천안시 서북구,26709027.0,29396176.0,659438613.0,677621420.0,24.689728045877523,23.05134586212846,10.060827000549288,-6.635885906497963,23.05134586212846,12.449803568285944,32.0
철원군,4475445.0,4148572.0,46301029.0,46293225.0,10.345569881877669,11.158833690243293,-7.303698291454818,7.860986080527255,11.158833690243293,-19.41159371074338,182.0
청도군,6787793.0,6962042.0,93225957.0,110679855.0,13.734354745349483,15.897613803536377,2.567093604651771,15.750714891934647,15.897613803536377,-17.43053062604418,211.0
청송군,3005144.0,3059023.0,33630711.0,35683800.0,11.191048082887209,11.66509699338645,1.7928924537393254,4.235965273209175,11.66509699338645,-6.689982158231156,144.0
청양군,3078848.0,3406693.0,24418370.0,28398885.0,7.931008611012951,8.33620317416333,10.6483009229426,5.1089915926674,8.33620317416333,1.2923999915138928,159.0
청주시 상당구,19753628.0,21506656.0,397444853.0,403304582.0,20.120094040446645,18.75254721143073,8.874460934467333,-6.796920661835815,18.75254721143073,11.42447225754184,31.0
청주시 서원구,20487521.0,21268373.0,448789370.0,486321312.0,21.90549896202669,22.865938640440433,3.811354238514264,4.384468393432495,22.865938640440433,-4.820023493679537,146.0
청주시 청원구,18737419.0,20615806.0,439605278.0,449228012.0,23.46135708445224,21.79046562622873,10.024790500762148,-7.1218875029646185,21.79046562622873,12.89976866496546,28.0
청주시 흥덕구,25793945.0,28709176.0,736837102.0,837246067.0,28.566281815364032,29.163012794236938,11.301997426140131,2.0889347193653984,29.163012794236938,4.966153368013426,130.0
춘천시,20140669.0,19743292.0,385168802.0,396965008.0,19.123932874325078,20.10632309951147,-1.9730079472533912,5.136967545547622,20.10632309951147,-11.356884831562319,160.0
충주시,20301985.0,20089071.0,375928960.0,357536376.0,18.516857341782096,17.79755649228379,-1.0487348897164517,-3.884573047259221,17.79755649228379,-1.4110711812185377,49.0
칠곡군,14688478.0,14925537.0,349352422.0,393326087.0,23.784113098715878,26.35255850426018,1.6139112575176195,10.798995930115108,26.35255850426018,-13.431994011358796,195.0
태백시,3695132.0,3672550.0,63529802.0,63628391.0,17.192836954133167,17.325398156594193,-0.6111283710568349,0.7710257638961604,17.325398156594193,-5.629063473714302,113.0
태안군,11485083.0,12187572.0,173464168.0,192442741.0,15.10343181673132,15.790080337576672,6.116533942331981,4.54630794628208,15.790080337576672,-2.6766833427114056,150.0
통영시,10286774.0,10677982.0,132875362.0,148101037.0,12.917107151377099,13.86975900502548,3.8030192944843444,7.375117682962151,13.86975900502548,-7.819007727239113,179.0
파주시,33957321.0,35947133.0,811770752.0,852734706.0,23.905618231779826,23.72191145257676,5.85974376482763,-0.7684669663085675,23.72191145257676,2.3813013923748905,93.0
평창군,11732273.0,11816839.0,221439205.0,222505159.0,18.874365180557938,18.829499073313936,0.7207980925776347,-0.2377092252629276,18.829499073313936,-3.2884020209207443,98.0
평택시,31582863.0,37993040.0,752249188.0,843247316.0,23.81827094016144,22.19478399201538,20.296377184044402,-6.816141071804671,22.19478399201538,22.86560891708777,30.0
포천시,18073959.0,19373839.0,452029762.0,485984523.0,25.010002623110964,25.084575287324313,7.192004806473218,0.2981713570251232,25.084575287324313,2.646924110686788,108.0
포항시 남구,19985648.0,20629878.0,277456280.0,327297796.0,13.882776280258714,15.865231776940222,3.223463157161577,14.279964300084247,15.865231776940222,-15.303410481683976,208.0
포항시 북구,20602060.0,21468449.0,322201068.0,325473191.0,15.639264617227598,15.16053586358288,4.205351309529237,-3.0610694643363856,15.16053586358288,3.019511435104316,59.0
하남시,36458146.0,39366559.0,903009135.0,981530430.0,24.768377827001956,24.933101976223018,7.97740236160116,0.6650582867057331,24.933101976223018,3.0654347361341205,112.0
하동군,5447376.0,5399027.0,64132167.0,71105672.0,11.773038431714646,13.170090092159198,-0.8875649487019022,11.866534442639054,13.170090092159198,-17.001008730102264,201.0
함안군,7186316.0,7838820.0,154317325.0,195852503.0,21.473773905851065,24.98494709662934,9.079812243157681,16.350983325858557,24.98494709662934,-11.518080421462184,214.0
함양군,4729314.0,5516530.0,52195787.0,47272471.0,11.036650770069402,8.56924026516669,16.645458516816603,-22.35651518116485,8.56924026516669,34.75506435922014,1.0
함평군,3843215.0,3949343.0,90634778.0,90628729.0,23.58306209774889,22.947798912376058,2.7614380147870987,-2.693726466646884,22.947798912376058,1.2082551426726762,63.0
합천군,4391046.0,4530192.0,32797554.0,37028875.0,7.469189345773194,8.173798152484487,3.1688577163618836,9.433537886009402,8.173798152484487,-10.511589508408825,192.0
해남군,6026492.0,6241876.0,56035115.0,72618134.0,9.29813148345671,11.634023809508552,3.5739531389073376,25.12216922515964,11.634023809508552,-25.79512542501361,222.0
해운대구,45322552.0,48662217.0,1178278421.0,1261092338.0,25.997618602765353,25.91522572841266,7.368660529089355,-0.31692469841806403,25.91522572841266,3.438675888746112,96.0
홍성군,7992051.0,8845587.0,125250700.0,138565275.0,15.671909501078009,15.664904432006605,10.679811727928158,-0.044698248614327696,15.664904432006605,6.477600637781179,103.0
홍천군,13435801.0,15132799.0,307643355.0,312885010.0,22.89728427802704,20.675950959237614,12.630419280547557,-9.701295978235668,20.675950959237614,18.084805920021918,16.0
화성시,64710494.0,8054833.0,1306863274.0,1595561533.0,20.195538516519438,198.0874753083025,-87.55250887128138,880.8477013191401,198.0874753083025,-972.6471195291828,223.0
화순군,8160155.0,8762630.0,96305711.0,106864840.0,11.801946286559508,12.195521207673952,7.383131815510868,3.3348306419820117,12.195521207673952,-0.19860816523245006,138.0
화천군,2950449.0,2899574.0,26200743.0,27062125.0,8.880256191515258,9.33313824720459,-1.7243138247771794,5.099876016212712,9.33313824720459,-11.071099179751197,158.0
횡성군,7553340.0,7629459.0,167457505.0,176124782.0,22.169994333632538,23.0848323583625,1.0077528616479592,4.126469366490215,23.0848323583625,-7.365625843603563,142.0
