BASE_DATE,SIDO_NM,KTO_TOB_MCLS_NM,KTO_TOB_MCLS_CD,CNSM_AMT,SPPY_CNSM_AMT
201808,전국,대형쇼핑몰,42,2233325447.0,0.0
201808,전국,호텔,11,143265280.0,0.0
201808,전국,골프장,53,187563435.0,0.0
201808,전국,기타숙박,14,135170921.0,0.0
201808,전국,문화서비스,56,206557020.0,0.0
201808,전국,제과음료업,72,474416149.0,0.0
201808,전국,레저용품쇼핑,43,228844621.0,0.0
201808,전국,관광유원시설,52,47695516.0,0.0
201808,전국,캠핑장/펜션,13,12861128.0,0.0
201808,전국,렌터카,34,19695287.0,0.0
201808,전국,기타레저,55,161703431.0,0.0
201808,전국,육상운송,31,2928289953.0,0.0
201808,전국,수상운송,32,17357922.0,0.0
201809,전국,면세점,41,183808898.0,0.0
201809,전국,육상운송,31,2804333251.0,0.0
201809,전국,기타관광쇼핑,44,2281277542.0,0.0
201809,전국,캠핑장/펜션,13,8958433.0,0.0
201809,전국,렌터카,34,14516778.0,0.0
201809,전국,기타레저,55,144730000.0,0.0
201809,전국,호텔,11,104574794.0,0.0
201809,전국,레저용품쇼핑,43,302263958.0,0.0
201809,전국,기타숙박,14,111812848.0,0.0
201809,전국,문화서비스,56,128934269.0,0.0
201809,전국,관광유원시설,52,39848171.0,0.0
201809,전국,골프장,53,248529672.0,0.0
201809,전국,뷰티,62,267313512.0,0.0
201809,전국,일반외식업,71,2928272297.0,0.0
201809,전국,여행업,21,151230887.0,0.0
201809,전국,대형쇼핑몰,42,2633543334.0,0.0
201809,전국,콘도,12,34551394.0,0.0
201809,전국,제과음료업,72,459956591.0,0.0
201809,전국,수상운송,32,15322046.0,0.0
201809,전국,항공운송,33,428167439.0,0.0
201809,전국,스키장,54,351054.0,0.0
201810,전국,면세점,41,168124395.0,0.0
201810,전국,뷰티,62,251110855.0,0.0
201810,전국,콘도,12,31032113.0,0.0
201810,전국,항공운송,33,451566887.0,0.0
201810,전국,기타관광쇼핑,44,1949223281.0,0.0
201810,전국,일반외식업,71,2981246444.0,0.0
201810,전국,대형쇼핑몰,42,2529499360.0,0.0
201810,전국,호텔,11,102188521.0,0.0
201810,전국,골프장,53,265502028.0,0.0
201810,전국,기타숙박,14,116753921.0,0.0
201810,전국,문화서비스,56,115951760.0,0.0
201810,전국,여행업,21,131956803.0,0.0
201810,전국,제과음료업,72,450999515.0,0.0
201810,전국,레저용품쇼핑,43,376057567.0,0.0
201810,전국,관광유원시설,52,45695189.0,0.0
201810,전국,캠핑장/펜션,13,9270258.0,0.0
201810,전국,렌터카,34,14874659.0,0.0
201810,전국,기타레저,55,140907524.0,0.0
201810,전국,육상운송,31,2939476347.0,0.0
201810,전국,수상운송,32,15403490.0,0.0
201810,전국,스키장,54,319281.0,0.0
201811,전국,기타숙박,14,110302491.0,0.0
201811,전국,문화서비스,56,127944437.0,0.0
201811,전국,면세점,41,160029390.0,0.0
201811,전국,뷰티,62,251991131.0,0.0
201811,전국,기타관광쇼핑,44,1860856770.0,0.0
201811,전국,일반외식업,71,2840002391.0,0.0
201811,전국,여행업,21,107624633.0,0.0
201811,전국,대형쇼핑몰,42,2398098664.0,0.0
201811,전국,호텔,11,96153672.0,0.0
201811,전국,골프장,53,219074759.0,0.0
201811,전국,항공운송,33,445688105.0,0.0
201811,전국,수상운송,32,11518198.0,0.0
201811,전국,기타레저,55,136617870.0,0.0
201811,전국,제과음료업,72,430048930.0,0.0
201811,전국,레저용품쇼핑,43,351314858.0,0.0
201811,전국,렌터카,34,13909331.0,0.0
201811,전국,콘도,12,24321876.0,0.0
201811,전국,캠핑장/펜션,13,8412855.0,0.0
201811,전국,육상운송,31,2855490787.0,0.0
201811,전국,관광유원시설,52,28687995.0,0.0
201811,전국,스키장,54,440758.0,0.0
201812,전국,면세점,41,157447202.0,0.0
201812,전국,육상운송,31,2787549939.0,0.0
201812,전국,기타관광쇼핑,44,1932028069.0,0.0
