BASE_DATE,SIDO_NM,KTO_TOB_MCLS_NM,KTO_TOB_MCLS_CD,CNSM_AMT,SPPY_CNSM_AMT
201904,전국,수상운송,32,11308354.0,14871959.0
201904,전국,뷰티,62,299349378.0,298137641.0
201904,전국,일반외식업,71,3418081179.0,3255531098.0
201904,전국,제과음료업,72,532921157.0,490686138.0
201904,전국,스키장,54,92105.0,51766.0
201905,전국,호텔,11,114088721.0,113708688.0
201905,전국,콘도,12,28958684.0,33786257.0
201905,전국,기타숙박,14,208559563.0,132254812.0
201905,전국,여행업,21,298755775.0,156531663.0
201905,전국,육상운송,31,3110832141.0,3183671114.0
201905,전국,항공운송,33,523151352.0,521669738.0
201905,전국,렌터카,34,30122867.0,19928032.0
201905,전국,면세점,41,248442204.0,185742847.0
201905,전국,레저용품쇼핑,43,439407134.0,392282163.0
201905,전국,관광유원시설,52,65317884.0,65605327.0
201905,전국,골프장,53,323939381.0,309952639.0
201905,전국,기타레저,55,187952851.0,173259588.0
201905,전국,문화서비스,56,145684025.0,150968862.0
201905,전국,캠핑장/펜션,13,10087354.0,11528011.0
201905,전국,대형쇼핑몰,42,3211252741.0,3121167976.0
201905,전국,기타관광쇼핑,44,2345188258.0,2336618424.0
201905,전국,수상운송,32,11951916.0,16762364.0
201905,전국,뷰티,62,322849929.0,322926390.0
201905,전국,일반외식업,71,3785936534.0,3571495145.0
201905,전국,제과음료업,72,587755964.0,527196627.0
201905,전국,스키장,54,184996.0,149572.0
201906,전국,호텔,11,114619138.0,105031876.0
201906,전국,콘도,12,35231689.0,34718164.0
201906,전국,기타숙박,14,223777837.0,128482147.0
201906,전국,여행업,21,290620541.0,151068066.0
201906,전국,육상운송,31,2959719284.0,3079259804.0
201906,전국,항공운송,33,477722321.0,546739856.0
201906,전국,렌터카,34,31050364.0,19190559.0
201906,전국,면세점,41,237178672.0,185249753.0
201906,전국,레저용품쇼핑,43,367118334.0,340680191.0
201906,전국,관광유원시설,52,58145563.0,50871017.0
201906,전국,골프장,53,321247186.0,314495350.0
201906,전국,기타레저,55,191617365.0,165674239.0
201906,전국,문화서비스,56,166832537.0,140133820.0
201906,전국,캠핑장/펜션,13,10175416.0,10986614.0
201906,전국,대형쇼핑몰,42,2904649372.0,2871490270.0
201906,전국,기타관광쇼핑,44,2243687860.0,2243894398.0
201906,전국,수상운송,32,10411253.0,15372499.0
201906,전국,뷰티,62,317112878.0,313304412.0
201906,전국,일반외식업,71,3604639082.0,3341588098.0
201906,전국,제과음료업,72,562629411.0,505240901.0
201906,전국,스키장,54,285160.0,182039.0
201907,전국,호텔,11,121309898.0,120336355.0
201907,전국,콘도,12,48441016.0,57566226.0
201907,전국,기타숙박,14,264493770.0,140790755.0
201907,전국,여행업,21,362093271.0,196337643.0
201907,전국,육상운송,31,3062139361.0,3285531773.0
201907,전국,항공운송,33,513911874.0,552751841.0
201907,전국,렌터카,34,41267900.0,21884902.0
201907,전국,면세점,41,254377500.0,197366400.0
201907,전국,레저용품쇼핑,43,344584846.0,318311498.0
201907,전국,관광유원시설,52,58375382.0,52750817.0
201907,전국,골프장,53,267460988.0,249960056.0
201907,전국,기타레저,55,196685261.0,173919510.0
201907,전국,문화서비스,56,168229425.0,172450098.0
201907,전국,캠핑장/펜션,13,10976463.0,12307707.0
201907,전국,대형쇼핑몰,42,2748975175.0,2990586004.0
201907,전국,기타관광쇼핑,44,2217980854.0,2289676999.0
201907,전국,수상운송,32,9451286.0,17078878.0
201907,전국,뷰티,62,313134222.0,315748059.0
201907,전국,일반외식업,71,3620257370.0,3480832433.0
201907,전국,제과음료업,72,566324695.0,526859331.0
201907,전국,스키장,54,237036.0,281244.0
201908,전국,호텔,11,155763610.0,147349302.0
201908,전국,콘도,12,70816378.0,70811050.0
201908,전국,기타숙박,14,269952526.0,155308322.0
201908,전국,여행업,21,250490490.0,143938084.0
201908,전국,육상운송,31,3331155384.0,3324843605.0
201908,전국,항공운송,33,394823249.0,500362952.0
201908,전국,렌터카,34,41783745.0,24726025.0
201908,전국,면세점,41,218450961.0,205430399.0
201908,전국,레저용품쇼핑,43,313666191.0,271637498.0
201908,전국,관광유원시설,52,79088973.0,61756965.0
201908,전국,골프장,53,266633683.0,216913352.0
201908,전국,기타레저,55,229521992.0,192851512.0
201908,전국,문화서비스,56,179315700.0,232526634.0
201908,전국,캠핑장/펜션,13,13767149.0,14085009.0
201908,전국,대형쇼핑몰,42,2907962992.0,2749422311.0
201908,전국,기타관광쇼핑,44,2477131436.0,2430389547.0
201908,전국,수상운송,32,13447746.0,17486749.0
201908,전국,뷰티,62,328439577.0,307753332.0
201908,전국,일반외식업,71,3997042734.0,3636757108.0
201908,전국,제과음료업,72,622899183.0,544603838.0
201908,전국,스키장,54,450579.0,495777.0
201909,전국,호텔,11,106073888.0,108032471.0
201909,전국,콘도,12,29580230.0,34665943.0
201909,전국,기타숙박,14,195314770.0,130969781.0
201909,전국,여행업,21,270424193.0,152556923.0
201909,전국,육상운송,31,2893092372.0,3186854082.0
