조회_SGG_CD,조회_지역,조회기간,DPTR_REGN_NM,DPTR_REGN_DTL_NM,TOU_NUM,TOU_NUM_SQRT,TOU_NUM_RATE,DTL_TOU_NUM,DTL_TOU_NUM_SQRT,DTL_TOU_NUM_RATE
47170,경상북도 안동시,202401-202408,쇼핑업,레저용품쇼핑,60255720.0,245470.0,33.5,5543486.824,74455.0,9.2
47170,경상북도 안동시,202401-202408,쇼핑업,기타관광쇼핑,60255720.0,245470.0,33.5,38870418.647,197156.0,64.5
47170,경상북도 안동시,202401-202408,쇼핑업,대형쇼핑몰,60255720.0,245470.0,33.5,15841814.691,125864.0,26.3
47170,경상북도 안동시,202401-202408,숙박업,호텔,3332171.0,57725.0,1.9,133052.191,11535.0,4.0
47170,경상북도 안동시,202401-202408,숙박업,캠핑장/펜션,3332171.0,57725.0,1.9,99429.849,9971.0,3.0
47170,경상북도 안동시,202401-202408,숙박업,기타숙박,3332171.0,57725.0,1.9,3099689.356,55675.0,93.0
47170,경상북도 안동시,202401-202408,식음료업,일반외식업,56187780.0,237040.0,31.3,47216373.701,217293.0,84.0
47170,경상북도 안동시,202401-202408,식음료업,제과음료업,56187780.0,237040.0,31.3,8971406.252,94718.0,16.0
47170,경상북도 안동시,202401-202408,여가서비스업,관광유원시설,10776279.0,103809.0,6.0,8613.233,2935.0,0.1
47170,경상북도 안동시,202401-202408,여가서비스업,골프장,10776279.0,103809.0,6.0,8544199.752,92435.0,79.3
47170,경상북도 안동시,202401-202408,여가서비스업,기타레저,10776279.0,103809.0,6.0,1571942.607,39648.0,14.6
47170,경상북도 안동시,202401-202408,여가서비스업,문화서비스,10776279.0,103809.0,6.0,651523.743,25525.0,6.0
47170,경상북도 안동시,202401-202408,여행업,여행업,40774.0,6385.0,0.0,40774.483,6385.0,100.0
47170,경상북도 안동시,202401-202408,운송업,렌터카,45863096.0,214157.0,25.5,49924.799,7066.0,0.1
47170,경상북도 안동시,202401-202408,운송업,육상운송,45863096.0,214157.0,25.5,45813171.598,214040.0,99.9
47170,경상북도 안동시,202401-202408,의료웰니스업,뷰티,3156027.0,56179.0,1.8,3156027.081,56179.0,100.0
