조회_시도,조회기간,SIDO_CD,SIDO_NM,LRFRN_DIV_CD,LRFRN_DIV_NM,NIGHT_TOU_NUM,TOU_NUM
52,2026_1-8,11,서울특별시,1,내국인,178069524.0,418165317.0
52,2026_1-8,28,인천광역시,1,내국인,55242769.0,123541719.0
52,2026_1-8,47,경상북도,1,내국인,54578841.0,122774501.0
52,2026_1-8,44,충청남도,1,내국인,51689793.0,114765399.0
52,2026_1-8,26,부산광역시,1,내국인,50251701.0,107490575.0
52,2026_1-8,48,경상남도,1,내국인,49343973.0,108142009.0
52,2026_1-8,51,강원특별자치도,1,내국인,49212994.0,102402104.0
52,2026_1-8,43,충청북도,1,내국인,35747262.0,80584230.0
52,2026_1-8,27,대구광역시,1,내국인,34186549.0,73910952.0
52,2026_1-8,52,전북특별자치도,1,내국인,31234485.0,66540271.0
52,2026_1-8,30,대전광역시,1,내국인,27285181.0,60653113.0
52,2026_1-8,50,제주특별자치도,1,내국인,20617410.0,39483367.0
52,2026_1-8,31,울산광역시,1,내국인,15008146.0,33321057.0
52,2026_1-8,12,전남광주통합특별시,1,내국인,10913709.0,22224579.0
52,2026_1-8,36,세종특별자치시,1,내국인,8654097.0,20230462.0
52,2026_1-8,11,서울특별시,2,외국인,20143814.0,38606792.0
52,2026_1-8,28,인천광역시,2,외국인,10476962.0,21580816.0
52,2026_1-8,41,경기도,2,외국인,9106040.0,18244111.0
52,2026_1-8,26,부산광역시,2,외국인,6848452.0,13465439.0
52,2026_1-8,50,제주특별자치도,2,외국인,5924257.0,11753408.0
52,2026_1-8,48,경상남도,2,외국인,3462980.0,6913358.0
52,2026_1-8,47,경상북도,2,외국인,2093614.0,4195150.0
52,2026_1-8,44,충청남도,2,외국인,1825604.0,3616387.0
52,2026_1-8,52,전북특별자치도,2,외국인,1264695.0,2470433.0
52,2026_1-8,51,강원특별자치도,2,외국인,1262480.0,2622668.0
52,2026_1-8,43,충청북도,2,외국인,1167835.0,2314564.0
52,2026_1-8,31,울산광역시,2,외국인,1138420.0,2277464.0
52,2026_1-8,12,전남광주통합특별시,2,외국인,853507.0,1652315.0
52,2026_1-8,27,대구광역시,2,외국인,789109.0,1547717.0
52,2026_1-8,30,대전광역시,2,외국인,449899.0,882102.0
52,2026_1-8,36,세종특별자치시,2,외국인,161192.0,321473.0
52,2025,41,경기도,1,내국인,294117542.0,660044175.0
