조회_SGG_CD,조회_지역,조회기간,BASE_YM,D1,D2,D3,D4,D5,D6,D7,DA,PRE1,PRE2,PRE3,PRE4,PRE5,PRE6,PRE7,PREA,LYD1,LYD2,LYD3,LYD4,LYD5,LYD6,LYD7,LYDA
47130,경상북도 경주시,201801-202608,202604,71.3,22.0,3.3,1.1,0.5,0.3,1.5,100.0,72.8,19.7,3.4,1.2,0.6,0.4,1.8,100.0,-1.5,2.3,-0.1,-0.1,-0.1,-0.1,-0.3,0.0
47130,경상북도 경주시,201801-202608,202605,67.9,24.4,4.2,1.3,0.5,0.3,1.4,100.0,68.4,22.1,4.4,1.6,0.9,0.5,2.2,100.0,-0.5,2.3,-0.2,-0.3,-0.4,-0.2,-0.8,0.0
47130,경상북도 경주시,201801-202608,202606,72.4,20.1,3.2,1.5,0.7,0.4,1.8,100.0,72.0,20.0,3.4,1.4,0.8,0.5,2.0,100.0,0.4,0.1,-0.2,0.1,-0.1,-0.1,-0.2,0.0
47130,경상북도 경주시,201801-202608,202607,68.3,23.6,4.1,1.4,0.7,0.4,1.6,100.0,69.8,21.2,4.2,1.5,0.8,0.4,2.0,100.0,-1.5,2.4,-0.1,-0.1,-0.1,0.0,-0.4,0.0
47130,경상북도 경주시,201801-202608,202608,69.1,23.2,4.0,1.3,0.7,0.3,1.4,100.0,69.7,22.4,4.0,1.2,0.7,0.4,1.7,100.0,-0.6,0.8,0.0,0.1,0.0,-0.1,-0.3,0.0
44150,충청남도 공주시,201801-202608,201801,73.4,15.2,4.6,2.3,1.3,0.6,2.5,100.0,,,,,,,,,,,,,,,,
44150,충청남도 공주시,201801-202608,201802,72.9,16.4,5.2,2.2,1.0,0.6,1.9,100.0,,,,,,,,,,,,,,,,
44150,충청남도 공주시,201801-202608,201803,70.0,10.1,3.7,3.5,4.1,2.3,6.4,100.0,,,,,,,,,,,,,,,,
44150,충청남도 공주시,201801-202608,201804,78.5,12.1,4.0,1.5,1.2,0.6,2.1,100.0,,,,,,,,,,,,,,,,
44150,충청남도 공주시,201801-202608,201805,79.4,11.9,3.8,1.6,0.9,0.5,1.9,100.0,,,,,,,,,,,,,,,,
44150,충청남도 공주시,201801-202608,201806,81.6,9.8,3.4,1.5,1.0,0.6,2.0,100.0,,,,,,,,,,,,,,,,
44150,충청남도 공주시,201801-202608,201807,71.7,13.5,7.8,2.5,1.5,0.8,2.3,100.0,,,,,,,,,,,,,,,,
44150,충청남도 공주시,201801-202608,201808,70.6,13.9,9.6,2.0,1.3,0.5,2.0,100.0,,,,,,,,,,,,,,,,
44150,충청남도 공주시,201801-202608,201809,70.4,15.0,5.4,3.2,2.2,1.0,2.8,100.0,,,,,,,,,,,,,,,,
44150,충청남도 공주시,201801-202608,201810,78.7,10.8,4.6,1.9,1.2,0.6,2.3,100.0,,,,,,,,,,,,,,,,
44150,충청남도 공주시,201801-202608,201811,80.4,11.4,2.9,1.6,1.1,0.5,2.0,100.0,,,,,,,,,,,,,,,,
44150,충청남도 공주시,201801-202608,201812,77.0,13.6,3.5,1.7,1.2,0.7,2.3,100.0,,,,,,,,,,,,,,,,
44150,충청남도 공주시,201801-202608,201901,74.1,13.6,3.7,2.5,1.8,0.8,3.4,100.0,73.4,15.2,4.6,2.3,1.3,0.6,2.5,100.0,0.7,-1.6,-0.9,0.2,0.5,0.2,0.9,0.0
44150,충청남도 공주시,201801-202608,201902,73.0,15.2,5.7,2.4,1.3,0.6,1.8,100.0,72.9,16.4,5.2,2.2,1.0,0.6,1.9,100.0,0.1,-1.2,0.5,0.2,0.3,0.0,-0.1,0.0
44150,충청남도 공주시,201801-202608,201903,70.0,10.4,3.8,3.4,4.2,2.2,6.0,100.0,70.0,10.1,3.7,3.5,4.1,2.3,6.4,100.0,0.0,0.3,0.1,-0.1,0.1,-0.1,-0.4,0.0
44150,충청남도 공주시,201801-202608,201904,78.1,12.1,4.3,1.9,1.0,0.5,2.1,100.0,78.5,12.1,4.0,1.5,1.2,0.6,2.1,100.0,-0.4,0.0,0.3,0.4,-0.2,-0.1,0.0,0.0
44150,충청남도 공주시,201801-202608,201905,80.4,11.9,3.2,1.5,0.9,0.4,1.8,100.0,79.4,11.9,3.8,1.6,0.9,0.5,1.9,100.0,1.0,0.0,-0.6,-0.1,0.0,-0.1,-0.1,0.0
44150,충청남도 공주시,201801-202608,201906,81.4,9.8,3.8,1.4,1.0,0.5,1.9,100.0,81.6,9.8,3.4,1.5,1.0,0.6,2.0,100.0,-0.2,0.0,0.4,-0.1,0.0,-0.1,-0.1,0.0
44150,충청남도 공주시,201801-202608,201907,69.3,13.2,9.8,2.9,1.4,0.7,2.8,100.0,71.7,13.5,7.8,2.5,1.5,0.8,2.3,100.0,-2.4,-0.3,2.0,0.4,-0.1,-0.1,0.5,0.0
44150,충청남도 공주시,201801-202608,201908,70.0,16.1,8.7,1.9,1.1,0.6,1.7,100.0,70.6,13.9,9.6,2.0,1.3,0.5,2.0,100.0,-0.6,2.2,-0.9,-0.1,-0.2,0.1,-0.3,0.0
44150,충청남도 공주시,201801-202608,201909,69.4,15.3,5.8,2.8,2.1,0.8,3.8,100.0,70.4,15.0,5.4,3.2,2.2,1.0,2.8,100.0,-1.0,0.3,0.4,-0.4,-0.1,-0.2,1.0,0.0
44150,충청남도 공주시,201801-202608,201910,80.1,11.0,3.4,1.9,1.1,0.5,2.0,100.0,78.7,10.8,4.6,1.9,1.2,0.6,2.3,100.0,1.4,0.2,-1.2,0.0,-0.1,-0.1,-0.3,0.0
44150,충청남도 공주시,201801-202608,201911,80.6,11.5,2.6,1.6,1.3,0.5,1.8,100.0,80.4,11.4,2.9,1.6,1.1,0.5,2.0,100.0,0.2,0.1,-0.3,0.0,0.2,0.0,-0.2,0.0
44150,충청남도 공주시,201801-202608,201912,80.3,10.3,3.0,2.0,1.4,0.6,2.3,100.0,77.0,13.6,3.5,1.7,1.2,0.7,2.3,100.0,3.3,-3.3,-0.5,0.3,0.2,-0.1,0.0,0.0
44150,충청남도 공주시,201801-202608,202001,71.8,17.4,4.8,2.4,1.1,0.6,1.9,100.0,74.1,13.6,3.7,2.5,1.8,0.8,3.4,100.0,-2.3,3.8,1.1,-0.1,-0.7,-0.2,-1.5,0.0
44150,충청남도 공주시,201801-202608,202002,75.9,10.9,3.9,2.5,1.8,1.0,4.1,100.0,73.0,15.2,5.7,2.4,1.3,0.6,1.8,100.0,2.9,-4.3,-1.8,0.1,0.5,0.4,2.3,0.0
44150,충청남도 공주시,201801-202608,202003,70.6,13.7,4.5,2.9,1.8,1.1,5.3,100.0,70.0,10.4,3.8,3.4,4.2,2.2,6.0,100.0,0.6,3.3,0.7,-0.5,-2.4,-1.1,-0.7,0.0
44150,충청남도 공주시,201801-202608,202004,77.8,11.8,3.4,1.8,1.2,0.7,3.3,100.0,78.1,12.1,4.3,1.9,1.0,0.5,2.1,100.0,-0.3,-0.3,-0.9,-0.1,0.2,0.2,1.2,0.0
44150,충청남도 공주시,201801-202608,202005,76.9,13.2,3.5,1.8,1.1,0.7,2.9,100.0,80.4,11.9,3.2,1.5,0.9,0.4,1.8,100.0,-3.5,1.3,0.3,0.3,0.2,0.3,1.1,0.0
44150,충청남도 공주시,201801-202608,202006,76.6,12.3,3.4,2.4,1.5,0.6,3.1,100.0,81.4,9.8,3.8,1.4,1.0,0.5,1.9,100.0,-4.8,2.5,-0.4,1.0,0.5,0.1,1.2,0.0
44150,충청남도 공주시,201801-202608,202007,78.1,12.1,3.4,2.0,1.2,0.6,2.7,100.0,69.3,13.2,9.8,2.9,1.4,0.7,2.8,100.0,8.8,-1.1,-6.4,-0.9,-0.2,-0.1,-0.1,0.0
44150,충청남도 공주시,201801-202608,202008,76.9,12.8,3.8,2.1,1.1,0.7,2.6,100.0,70.0,16.1,8.7,1.9,1.1,0.6,1.7,100.0,6.9,-3.3,-4.9,0.2,0.0,0.1,0.9,0.0
44150,충청남도 공주시,201801-202608,202009,77.0,12.1,3.3,2.0,1.4,0.7,3.5,100.0,69.4,15.3,5.8,2.8,2.1,0.8,3.8,100.0,7.6,-3.2,-2.5,-0.8,-0.7,-0.1,-0.3,0.0
44150,충청남도 공주시,201801-202608,202010,76.6,13.8,3.9,1.7,1.1,0.6,2.2,100.0,80.1,11.0,3.4,1.9,1.1,0.5,2.0,100.0,-3.5,2.8,0.5,-0.2,0.0,0.1,0.2,0.0
44150,충청남도 공주시,201801-202608,202011,78.0,12.4,3.2,2.1,1.3,0.5,2.5,100.0,80.6,11.5,2.6,1.6,1.3,0.5,1.8,100.0,-2.6,0.9,0.6,0.5,0.0,0.0,0.7,0.0
44150,충청남도 공주시,201801-202608,202012,74.2,12.9,4.6,2.4,1.3,0.9,3.8,100.0,80.3,10.3,3.0,2.0,1.4,0.6,2.3,100.0,-6.1,2.6,1.6,0.4,-0.1,0.3,1.5,0.0
44150,충청남도 공주시,201801-202608,202101,74.1,13.3,3.8,2.2,1.5,0.9,4.2,100.0,71.8,17.4,4.8,2.4,1.1,0.6,1.9,100.0,2.3,-4.1,-1.0,-0.2,0.4,0.3,2.3,0.0
44150,충청남도 공주시,201801-202608,202102,72.9,14.9,4.7,2.5,1.2,0.8,2.9,100.0,75.9,10.9,3.9,2.5,1.8,1.0,4.1,100.0,-3.0,4.0,0.8,0.0,-0.6,-0.2,-1.2,0.0
44150,충청남도 공주시,201801-202608,202103,67.1,12.2,5.5,4.3,3.4,1.2,6.2,100.0,70.6,13.7,4.5,2.9,1.8,1.1,5.3,100.0,-3.5,-1.5,1.0,1.4,1.6,0.1,0.9,0.0
44150,충청남도 공주시,201801-202608,202104,76.6,12.7,3.4,2.2,1.5,0.7,3.0,100.0,77.8,11.8,3.4,1.8,1.2,0.7,3.3,100.0,-1.2,0.9,0.0,0.4,0.3,0.0,-0.3,0.0
44150,충청남도 공주시,201801-202608,202105,79.3,12.1,2.8,1.7,1.0,0.6,2.5,100.0,76.9,13.2,3.5,1.8,1.1,0.7,2.9,100.0,2.4,-1.1,-0.7,-0.1,-0.1,-0.1,-0.4,0.0
44150,충청남도 공주시,201801-202608,202106,76.2,12.5,4.0,2.1,1.3,0.6,3.3,100.0,76.6,12.3,3.4,2.4,1.5,0.6,3.1,100.0,-0.4,0.2,0.6,-0.3,-0.2,0.0,0.2,0.0
44150,충청남도 공주시,201801-202608,202107,76.2,12.9,3.7,2.2,1.3,0.8,3.0,100.0,78.1,12.1,3.4,2.0,1.2,0.6,2.7,100.0,-1.9,0.8,0.3,0.2,0.1,0.2,0.3,0.0
44150,충청남도 공주시,201801-202608,202108,74.5,14.2,4.5,2.2,1.1,0.6,2.9,100.0,76.9,12.8,3.8,2.1,1.1,0.7,2.6,100.0,-2.4,1.4,0.7,0.1,0.0,-0.1,0.3,0.0
44150,충청남도 공주시,201801-202608,202109,69.7,16.2,5.2,2.9,1.6,0.9,3.6,100.0,77.0,12.1,3.3,2.0,1.4,0.7,3.5,100.0,-7.3,4.1,1.9,0.9,0.2,0.2,0.1,0.0
44150,충청남도 공주시,201801-202608,202110,77.2,13.1,3.6,1.8,1.1,0.6,2.6,100.0,76.6,13.8,3.9,1.7,1.1,0.6,2.2,100.0,0.6,-0.7,-0.3,0.1,0.0,0.0,0.4,0.0
44150,충청남도 공주시,201801-202608,202111,77.4,13.0,3.0,2.1,1.2,0.7,2.6,100.0,78.0,12.4,3.2,2.1,1.3,0.5,2.5,100.0,-0.6,0.6,-0.2,0.0,-0.1,0.2,0.1,0.0
44150,충청남도 공주시,201801-202608,202112,76.4,12.0,3.5,2.1,1.8,0.7,3.5,100.0,74.2,12.9,4.6,2.4,1.3,0.9,3.8,100.0,2.2,-0.9,-1.1,-0.3,0.5,-0.2,-0.3,0.0
44150,충청남도 공주시,201801-202608,202201,74.2,14.7,4.5,1.9,1.0,0.6,3.2,100.0,74.1,13.3,3.8,2.2,1.5,0.9,4.2,100.0,0.1,1.4,0.7,-0.3,-0.5,-0.3,-1.0,0.0
44150,충청남도 공주시,201801-202608,202202,76.9,11.7,3.5,2.4,1.6,0.9,3.1,100.0,72.9,14.9,4.7,2.5,1.2,0.8,2.9,100.0,4.0,-3.2,-1.2,-0.1,0.4,0.1,0.2,0.0
44150,충청남도 공주시,201801-202608,202203,64.1,13.2,6.2,4.8,3.4,1.4,6.9,100.0,67.1,12.2,5.5,4.3,3.4,1.2,6.2,100.0,-3.0,1.0,0.7,0.5,0.0,0.2,0.7,0.0
44150,충청남도 공주시,201801-202608,202204,78.7,12.6,3.0,1.6,1.2,0.6,2.2,100.0,76.6,12.7,3.4,2.2,1.5,0.7,3.0,100.0,2.1,-0.1,-0.4,-0.6,-0.3,-0.1,-0.8,0.0
44150,충청남도 공주시,201801-202608,202205,79.1,12.6,3.1,1.8,1.0,0.5,1.9,100.0,79.3,12.1,2.8,1.7,1.0,0.6,2.5,100.0,-0.2,0.5,0.3,0.1,0.0,-0.1,-0.6,0.0
44150,충청남도 공주시,201801-202608,202206,78.0,12.1,4.7,1.8,0.9,0.5,2.0,100.0,76.2,12.5,4.0,2.1,1.3,0.6,3.3,100.0,1.8,-0.4,0.7,-0.3,-0.4,-0.1,-1.3,0.0
44150,충청남도 공주시,201801-202608,202207,71.0,16.1,7.7,2.1,0.9,0.5,1.7,100.0,76.2,12.9,3.7,2.2,1.3,0.8,3.0,100.0,-5.2,3.2,4.0,-0.1,-0.4,-0.3,-1.3,0.0
44150,충청남도 공주시,201801-202608,202208,70.5,14.7,9.0,2.3,1.1,0.5,2.0,100.0,74.5,14.2,4.5,2.2,1.1,0.6,2.9,100.0,-4.0,0.5,4.5,0.1,0.0,-0.1,-0.9,0.0
44150,충청남도 공주시,201801-202608,202209,71.4,14.9,6.0,2.9,1.5,0.6,2.8,100.0,69.7,16.2,5.2,2.9,1.6,0.9,3.6,100.0,1.7,-1.3,0.8,0.0,-0.1,-0.3,-0.8,0.0
44150,충청남도 공주시,201801-202608,202210,79.4,13.3,3.0,1.4,0.8,0.5,1.7,100.0,77.2,13.1,3.6,1.8,1.1,0.6,2.6,100.0,2.2,0.2,-0.6,-0.4,-0.3,-0.1,-0.9,0.0
44150,충청남도 공주시,201801-202608,202211,78.8,12.5,3.5,1.9,1.0,0.5,1.9,100.0,77.4,13.0,3.0,2.1,1.2,0.7,2.6,100.0,1.4,-0.5,0.5,-0.2,-0.2,-0.2,-0.7,0.0
44150,충청남도 공주시,201801-202608,202212,75.8,15.8,2.8,1.7,1.1,0.5,2.2,100.0,76.4,12.0,3.5,2.1,1.8,0.7,3.5,100.0,-0.6,3.8,-0.7,-0.4,-0.7,-0.2,-1.3,0.0
44150,충청남도 공주시,201801-202608,202301,70.9,18.6,4.6,2.1,1.0,0.6,2.2,100.0,74.2,14.7,4.5,1.9,1.0,0.6,3.2,100.0,-3.3,3.9,0.1,0.2,0.0,0.0,-1.0,0.0
44150,충청남도 공주시,201801-202608,202302,79.1,11.0,3.3,2.1,1.1,0.6,2.9,100.0,76.9,11.7,3.5,2.4,1.6,0.9,3.1,100.0,2.2,-0.7,-0.2,-0.3,-0.5,-0.3,-0.2,0.0
44150,충청남도 공주시,201801-202608,202303,69.4,12.5,4.4,4.0,3.9,1.2,4.8,100.0,64.1,13.2,6.2,4.8,3.4,1.4,6.9,100.0,5.3,-0.7,-1.8,-0.8,0.5,-0.2,-2.1,0.0
44150,충청남도 공주시,201801-202608,202304,76.8,13.4,4.8,1.7,1.1,0.5,1.7,100.0,78.7,12.6,3.0,1.6,1.2,0.6,2.2,100.0,-1.9,0.8,1.8,0.1,-0.1,-0.1,-0.5,0.0
44150,충청남도 공주시,201801-202608,202305,77.3,13.7,3.6,1.9,1.1,0.5,2.0,100.0,79.1,12.6,3.1,1.8,1.0,0.5,1.9,100.0,-1.8,1.1,0.5,0.1,0.1,0.0,0.1,0.0
44150,충청남도 공주시,201801-202608,202306,78.5,11.9,4.2,2.0,1.0,0.5,2.1,100.0,78.0,12.1,4.7,1.8,0.9,0.5,2.0,100.0,0.5,-0.2,-0.5,0.2,0.1,0.0,0.1,0.0
44150,충청남도 공주시,201801-202608,202307,67.0,15.2,11.5,2.4,1.4,0.5,1.9,100.0,71.0,16.1,7.7,2.1,0.9,0.5,1.7,100.0,-4.0,-0.9,3.8,0.3,0.5,0.0,0.2,0.0
44150,충청남도 공주시,201801-202608,202308,67.5,15.7,10.0,3.1,1.3,0.5,2.0,100.0,70.5,14.7,9.0,2.3,1.1,0.5,2.0,100.0,-3.0,1.0,1.0,0.8,0.2,0.0,0.0,0.0
44150,충청남도 공주시,201801-202608,202309,71.2,16.1,5.5,2.3,1.7,0.6,2.5,100.0,71.4,14.9,6.0,2.9,1.5,0.6,2.8,100.0,-0.2,1.2,-0.5,-0.6,0.2,0.0,-0.3,0.0
44150,충청남도 공주시,201801-202608,202310,77.6,14.1,3.1,1.7,0.9,0.6,2.1,100.0,79.4,13.3,3.0,1.4,0.8,0.5,1.7,100.0,-1.8,0.8,0.1,0.3,0.1,0.1,0.4,0.0
44150,충청남도 공주시,201801-202608,202311,78.6,12.5,3.6,2.0,1.1,0.4,1.9,100.0,78.8,12.5,3.5,1.9,1.0,0.5,1.9,100.0,-0.2,0.0,0.1,0.1,0.1,-0.1,0.0,0.0
44150,충청남도 공주시,201801-202608,202312,72.9,17.8,3.9,1.7,1.0,0.6,2.1,100.0,75.8,15.8,2.8,1.7,1.1,0.5,2.2,100.0,-2.9,2.0,1.1,0.0,-0.1,0.1,-0.1,0.0
44150,충청남도 공주시,201801-202608,202401,73.1,15.6,3.7,2.2,1.5,0.8,3.2,100.0,70.9,18.6,4.6,2.1,1.0,0.6,2.2,100.0,2.2,-3.0,-0.9,0.1,0.5,0.2,1.0,0.0
44150,충청남도 공주시,201801-202608,202402,74.1,15.6,4.6,2.1,0.9,0.5,2.2,100.0,79.1,11.0,3.3,2.1,1.1,0.6,2.9,100.0,-5.0,4.6,1.3,0.0,-0.2,-0.1,-0.7,0.0
44150,충청남도 공주시,201801-202608,202403,69.6,12.5,3.7,3.6,3.9,1.6,5.1,100.0,69.4,12.5,4.4,4.0,3.9,1.2,4.8,100.0,0.2,0.0,-0.7,-0.4,0.0,0.4,0.3,0.0
44150,충청남도 공주시,201801-202608,202404,75.7,13.7,4.6,1.8,1.1,0.6,2.6,100.0,76.8,13.4,4.8,1.7,1.1,0.5,1.7,100.0,-1.1,0.3,-0.2,0.1,0.0,0.1,0.9,0.0
44150,충청남도 공주시,201801-202608,202405,79.0,13.1,3.0,1.5,0.9,0.4,1.9,100.0,77.3,13.7,3.6,1.9,1.1,0.5,2.0,100.0,1.7,-0.6,-0.6,-0.4,-0.2,-0.1,-0.1,0.0
44150,충청남도 공주시,201801-202608,202406,80.3,11.3,3.1,1.8,1.0,0.5,2.0,100.0,78.5,11.9,4.2,2.0,1.0,0.5,2.1,100.0,1.8,-0.6,-1.1,-0.2,0.0,0.0,-0.1,0.0
44150,충청남도 공주시,201801-202608,202407,67.4,16.7,10.0,2.6,1.0,0.5,1.8,100.0,67.0,15.2,11.5,2.4,1.4,0.5,1.9,100.0,0.4,1.5,-1.5,0.2,-0.4,0.0,-0.1,0.0
44150,충청남도 공주시,201801-202608,202408,68.6,16.4,9.3,2.1,1.2,0.5,1.9,100.0,67.5,15.7,10.0,3.1,1.3,0.5,2.0,100.0,1.1,0.7,-0.7,-1.0,-0.1,0.0,-0.1,0.0
44150,충청남도 공주시,201801-202608,202409,69.4,15.9,6.1,2.9,1.7,0.7,3.3,100.0,71.2,16.1,5.5,2.3,1.7,0.6,2.5,100.0,-1.8,-0.2,0.6,0.6,0.0,0.1,0.8,0.0
44150,충청남도 공주시,201801-202608,202410,77.2,13.2,3.8,2.2,1.0,0.6,2.1,100.0,77.6,14.1,3.1,1.7,0.9,0.6,2.1,100.0,-0.4,-0.9,0.7,0.5,0.1,0.0,0.0,0.0
44150,충청남도 공주시,201801-202608,202411,78.4,12.9,3.2,1.8,1.1,0.5,2.1,100.0,78.6,12.5,3.6,2.0,1.1,0.4,1.9,100.0,-0.2,0.4,-0.4,-0.2,0.0,0.1,0.2,0.0
44150,충청남도 공주시,201801-202608,202412,78.5,11.6,3.2,2.0,1.3,0.7,2.7,100.0,72.9,17.8,3.9,1.7,1.0,0.6,2.1,100.0,5.6,-6.2,-0.7,0.3,0.3,0.1,0.6,0.0
44150,충청남도 공주시,201801-202608,202501,70.4,17.6,4.6,2.5,1.6,0.8,2.5,100.0,73.1,15.6,3.7,2.2,1.5,0.8,3.2,100.0,-2.7,2.0,0.9,0.3,0.1,0.0,-0.7,0.0
44150,충청남도 공주시,201801-202608,202502,76.9,10.4,3.4,2.8,1.8,0.8,4.0,100.0,74.1,15.6,4.6,2.1,0.9,0.5,2.2,100.0,2.8,-5.2,-1.2,0.7,0.9,0.3,1.8,0.0
44150,충청남도 공주시,201801-202608,202503,70.6,12.3,4.2,4.1,3.3,1.1,4.5,100.0,69.6,12.5,3.7,3.6,3.9,1.6,5.1,100.0,1.0,-0.2,0.5,0.5,-0.6,-0.5,-0.6,0.0
44150,충청남도 공주시,201801-202608,202504,75.3,13.5,5.2,2.0,1.0,0.5,2.4,100.0,75.7,13.7,4.6,1.8,1.1,0.6,2.6,100.0,-0.4,-0.2,0.6,0.2,-0.1,-0.1,-0.2,0.0
44150,충청남도 공주시,201801-202608,202505,76.9,13.3,3.4,1.8,1.1,0.6,2.9,100.0,79.0,13.1,3.0,1.5,0.9,0.4,1.9,100.0,-2.1,0.2,0.4,0.3,0.2,0.2,1.0,0.0
44150,충청남도 공주시,201801-202608,202506,77.4,12.8,3.3,2.0,1.2,0.5,2.7,100.0,80.3,11.3,3.1,1.8,1.0,0.5,2.0,100.0,-2.9,1.5,0.2,0.2,0.2,0.0,0.7,0.0
44150,충청남도 공주시,201801-202608,202507,65.3,16.6,11.7,2.8,0.9,0.5,2.2,100.0,67.4,16.7,10.0,2.6,1.0,0.5,1.8,100.0,-2.1,-0.1,1.7,0.2,-0.1,0.0,0.4,0.0
44150,충청남도 공주시,201801-202608,202508,68.6,15.3,9.9,2.4,1.3,0.6,1.9,100.0,68.6,16.4,9.3,2.1,1.2,0.5,1.9,100.0,0.0,-1.1,0.6,0.3,0.1,0.1,0.0,0.0
44150,충청남도 공주시,201801-202608,202509,70.8,14.8,3.9,3.5,2.2,0.8,4.0,100.0,69.4,15.9,6.1,2.9,1.7,0.7,3.3,100.0,1.4,-1.1,-2.2,0.6,0.5,0.1,0.7,0.0
44150,충청남도 공주시,201801-202608,202510,72.3,16.5,4.8,2.4,1.3,0.7,2.0,100.0,77.2,13.2,3.8,2.2,1.0,0.6,2.1,100.0,-4.9,3.3,1.0,0.2,0.3,0.1,-0.1,0.0
44150,충청남도 공주시,201801-202608,202511,79.5,10.8,3.2,2.1,1.7,0.7,2.0,100.0,78.4,12.9,3.2,1.8,1.1,0.5,2.1,100.0,1.1,-2.1,0.0,0.3,0.6,0.2,-0.1,0.0
44150,충청남도 공주시,201801-202608,202512,72.8,16.1,4.1,2.2,1.3,0.7,2.9,100.0,78.5,11.6,3.2,2.0,1.3,0.7,2.7,100.0,-5.7,4.5,0.9,0.2,0.0,0.0,0.2,0.0
44150,충청남도 공주시,201801-202608,202601,74.1,14.9,3.6,2.1,1.3,0.7,3.2,100.0,70.4,17.6,4.6,2.5,1.6,0.8,2.5,100.0,3.7,-2.7,-1.0,-0.4,-0.3,-0.1,0.7,0.0
44150,충청남도 공주시,201801-202608,202602,74.0,15.4,4.4,2.2,1.3,0.6,2.1,100.0,76.9,10.4,3.4,2.8,1.8,0.8,4.0,100.0,-2.9,5.0,1.0,-0.6,-0.5,-0.2,-1.9,0.0
44150,충청남도 공주시,201801-202608,202603,69.8,11.9,4.4,4.3,3.6,1.2,4.9,100.0,70.6,12.3,4.2,4.1,3.3,1.1,4.5,100.0,-0.8,-0.4,0.2,0.2,0.3,0.1,0.4,0.0
44150,충청남도 공주시,201801-202608,202604,75.7,15.0,3.4,2.0,1.1,0.6,2.2,100.0,75.3,13.5,5.2,2.0,1.0,0.5,2.4,100.0,0.4,1.5,-1.8,0.0,0.1,0.1,-0.2,0.0
44150,충청남도 공주시,201801-202608,202605,77.6,14.2,3.3,1.7,0.9,0.5,1.9,100.0,76.9,13.3,3.4,1.8,1.1,0.6,2.9,100.0,0.7,0.9,-0.1,-0.1,-0.2,-0.1,-1.0,0.0
44150,충청남도 공주시,201801-202608,202606,77.0,12.2,3.9,2.2,1.3,0.6,2.8,100.0,77.4,12.8,3.3,2.0,1.2,0.5,2.7,100.0,-0.4,-0.6,0.6,0.2,0.1,0.1,0.1,0.0
44150,충청남도 공주시,201801-202608,202607,64.5,18.4,10.5,2.7,1.3,0.5,2.1,100.0,65.3,16.6,11.7,2.8,0.9,0.5,2.2,100.0,-0.8,1.8,-1.2,-0.1,0.4,0.0,-0.1,0.0
44150,충청남도 공주시,201801-202608,202608,70.7,15.3,8.4,2.2,0.9,0.5,1.9,100.0,68.6,15.3,9.9,2.4,1.3,0.6,1.9,100.0,2.1,0.0,-1.5,-0.2,-0.4,-0.1,0.0,0.0
44760,충청남도 부여군,201801-202608,201801,68.6,19.0,5.6,2.4,1.1,0.6,2.7,100.0,,,,,,,,,,,,,,,,
44760,충청남도 부여군,201801-202608,201802,66.0,21.7,6.3,2.4,0.9,0.6,2.1,100.0,,,,,,,,,,,,,,,,
44760,충청남도 부여군,201801-202608,201803,75.7,12.9,3.5,1.9,1.3,0.9,3.8,100.0,,,,,,,,,,,,,,,,
44760,충청남도 부여군,201801-202608,201804,75.2,15.6,3.4,1.6,0.9,0.7,2.6,100.0,,,,,,,,,,,,,,,,
44760,충청남도 부여군,201801-202608,201805,72.7,17.8,4.3,1.6,0.9,0.5,2.3,100.0,,,,,,,,,,,,,,,,
44760,충청남도 부여군,201801-202608,201806,78.1,12.9,3.0,1.6,1.0,0.7,2.8,100.0,,,,,,,,,,,,,,,,
44760,충청남도 부여군,201801-202608,201807,71.7,16.8,4.6,2.0,1.1,0.8,3.0,100.0,,,,,,,,,,,,,,,,
44760,충청남도 부여군,201801-202608,201808,68.5,19.6,4.6,2.3,1.3,0.8,2.9,100.0,,,,,,,,,,,,,,,,
44760,충청남도 부여군,201801-202608,201809,67.1,20.6,6.2,2.4,1.2,0.6,1.9,100.0,,,,,,,,,,,,,,,,
44760,충청남도 부여군,201801-202608,201810,74.9,14.9,3.7,1.7,1.1,0.6,3.1,100.0,,,,,,,,,,,,,,,,
44760,충청남도 부여군,201801-202608,201811,74.9,16.3,3.4,1.4,0.9,0.6,2.5,100.0,,,,,,,,,,,,,,,,
44760,충청남도 부여군,201801-202608,201812,76.4,13.2,3.9,1.7,1.1,0.5,3.1,100.0,,,,,,,,,,,,,,,,
44760,충청남도 부여군,201801-202608,201901,73.4,13.8,4.3,2.4,1.4,0.8,4.0,100.0,68.6,19.0,5.6,2.4,1.1,0.6,2.7,100.0,4.8,-5.2,-1.3,0.0,0.3,0.2,1.3,0.0
44760,충청남도 부여군,201801-202608,201902,63.8,21.3,7.9,3.3,1.3,0.6,1.8,100.0,66.0,21.7,6.3,2.4,0.9,0.6,2.1,100.0,-2.2,-0.4,1.6,0.9,0.4,0.0,-0.3,0.0
44760,충청남도 부여군,201801-202608,201903,73.8,14.0,3.6,1.9,1.6,1.0,4.2,100.0,75.7,12.9,3.5,1.9,1.3,0.9,3.8,100.0,-1.9,1.1,0.1,0.0,0.3,0.1,0.4,0.0
44760,충청남도 부여군,201801-202608,201904,73.7,16.0,4.1,1.6,1.1,0.8,2.6,100.0,75.2,15.6,3.4,1.6,0.9,0.7,2.6,100.0,-1.5,0.4,0.7,0.0,0.2,0.1,0.0,0.0
