조회_SGG_CD,조회_지역,조회기간,BASE_YM,D1,D2,D3,D4,D5,D6,D7,DA,PRE1,PRE2,PRE3,PRE4,PRE5,PRE6,PRE7,PREA,LYD1,LYD2,LYD3,LYD4,LYD5,LYD6,LYD7,LYDA
47170,경상북도 안동시,201801-202608,202412,68.2,16.1,5.2,2.8,1.9,1.1,4.8,100.0,66.8,18.6,5.9,2.4,1.5,1.0,3.9,100.0,1.4,-2.5,-0.7,0.4,0.4,0.1,0.9,0.0
47170,경상북도 안동시,201801-202608,202501,61.6,20.3,7.6,3.8,2.2,1.1,3.3,100.0,67.6,15.0,5.8,3.0,2.0,1.2,5.4,100.0,-6.0,5.3,1.8,0.8,0.2,-0.1,-2.1,0.0
47170,경상북도 안동시,201801-202608,202502,69.3,13.7,5.0,3.2,2.3,1.3,5.4,100.0,62.7,21.1,7.2,3.3,1.5,0.8,3.4,100.0,6.6,-7.4,-2.2,-0.1,0.8,0.5,2.0,0.0
47170,경상북도 안동시,201801-202608,202503,62.7,16.6,5.6,4.0,3.0,1.4,6.8,100.0,62.4,15.5,4.9,3.8,3.9,1.8,7.7,100.0,0.3,1.1,0.7,0.2,-0.9,-0.4,-0.9,0.0
47170,경상북도 안동시,201801-202608,202504,65.2,18.2,6.5,2.7,1.8,1.1,4.6,100.0,68.4,18.3,4.9,2.4,1.5,0.8,3.8,100.0,-3.2,-0.1,1.6,0.3,0.3,0.3,0.8,0.0
47170,경상북도 안동시,201801-202608,202505,65.2,18.5,6.0,2.9,1.7,1.0,4.7,100.0,68.2,18.3,5.5,2.5,1.4,0.9,3.3,100.0,-3.0,0.2,0.5,0.4,0.3,0.1,1.4,0.0
47170,경상북도 안동시,201801-202608,202506,68.9,16.4,5.2,2.6,1.7,0.9,4.1,100.0,69.3,16.3,4.9,2.8,1.6,1.0,4.1,100.0,-0.4,0.1,0.3,-0.2,0.1,-0.1,0.0,0.0
47170,경상북도 안동시,201801-202608,202507,65.7,17.2,5.9,3.3,1.9,1.1,5.0,100.0,66.1,17.9,5.8,3.0,1.9,1.1,4.2,100.0,-0.4,-0.7,0.1,0.3,0.0,0.0,0.8,0.0
47170,경상북도 안동시,201801-202608,202508,65.4,19.6,5.7,2.6,1.7,1.0,4.1,100.0,66.2,18.2,5.7,2.8,1.9,1.2,4.1,100.0,-0.8,1.4,0.0,-0.2,-0.2,-0.2,0.0,0.0
47170,경상북도 안동시,201801-202608,202509,65.3,17.6,4.9,3.7,2.3,1.1,5.1,100.0,61.7,20.2,7.4,3.8,2.1,1.0,3.9,100.0,3.6,-2.6,-2.5,-0.1,0.2,0.1,1.2,0.0
47170,경상북도 안동시,201801-202608,202510,61.0,21.4,7.5,3.6,2.2,1.2,3.2,100.0,70.2,16.2,4.9,2.7,1.6,1.0,3.4,100.0,-9.2,5.2,2.6,0.9,0.6,0.2,-0.2,0.0
47170,경상북도 안동시,201801-202608,202511,72.1,14.8,4.4,2.7,1.7,1.0,3.3,100.0,71.9,16.7,4.2,2.0,1.2,0.9,3.0,100.0,0.2,-1.9,0.2,0.7,0.5,0.1,0.3,0.0
47170,경상북도 안동시,201801-202608,202512,67.9,16.5,5.7,2.6,1.8,1.0,4.5,100.0,68.2,16.1,5.2,2.8,1.9,1.1,4.8,100.0,-0.3,0.4,0.5,-0.2,-0.1,-0.1,-0.3,0.0
47170,경상북도 안동시,201801-202608,202601,67.1,16.1,5.4,2.9,2.1,1.2,5.2,100.0,61.6,20.3,7.6,3.8,2.2,1.1,3.3,100.0,5.5,-4.2,-2.2,-0.9,-0.1,0.1,1.9,0.0
47170,경상북도 안동시,201801-202608,202602,61.8,20.5,7.7,3.5,2.0,1.0,3.4,100.0,69.3,13.7,5.0,3.2,2.3,1.3,5.4,100.0,-7.5,6.8,2.7,0.3,-0.3,-0.3,-2.0,0.0
47170,경상북도 안동시,201801-202608,202603,61.5,15.4,5.6,4.6,3.6,1.6,7.8,100.0,62.7,16.6,5.6,4.0,3.0,1.4,6.8,100.0,-1.2,-1.2,0.0,0.6,0.6,0.2,1.0,0.0
47170,경상북도 안동시,201801-202608,202604,68.4,17.6,5.5,2.6,1.5,0.9,3.6,100.0,65.2,18.2,6.5,2.7,1.8,1.1,4.6,100.0,3.2,-0.6,-1.0,-0.1,-0.3,-0.2,-1.0,0.0
47170,경상북도 안동시,201801-202608,202605,67.1,20.0,5.2,2.4,1.3,0.8,3.1,100.0,65.2,18.5,6.0,2.9,1.7,1.0,4.7,100.0,1.9,1.5,-0.8,-0.5,-0.4,-0.2,-1.6,0.0
47170,경상북도 안동시,201801-202608,202606,68.9,16.6,4.8,2.9,2.0,0.9,3.9,100.0,68.9,16.4,5.2,2.6,1.7,0.9,4.1,100.0,0.0,0.2,-0.4,0.3,0.3,0.0,-0.2,0.0
47170,경상북도 안동시,201801-202608,202607,66.0,18.5,6.0,3.0,1.8,0.9,3.8,100.0,65.7,17.2,5.9,3.3,1.9,1.1,5.0,100.0,0.3,1.3,0.1,-0.3,-0.1,-0.2,-1.2,0.0
47170,경상북도 안동시,201801-202608,202608,66.3,18.7,5.8,2.6,1.6,1.0,4.0,100.0,65.4,19.6,5.7,2.6,1.7,1.0,4.1,100.0,0.9,-0.9,0.1,0.0,-0.1,0.0,-0.1,0.0
47130,경상북도 경주시,201801-202608,201801,73.6,16.6,4.1,1.9,1.0,0.6,2.3,100.0,,,,,,,,,,,,,,,,
47130,경상북도 경주시,201801-202608,201802,71.9,17.8,4.6,2.0,1.0,0.6,2.1,100.0,,,,,,,,,,,,,,,,
47130,경상북도 경주시,201801-202608,201803,77.0,12.2,2.8,1.9,1.7,1.0,3.4,100.0,,,,,,,,,,,,,,,,
47130,경상북도 경주시,201801-202608,201804,77.9,15.3,2.9,1.2,0.7,0.4,1.7,100.0,,,,,,,,,,,,,,,,
47130,경상북도 경주시,201801-202608,201805,74.8,17.1,3.9,1.5,0.7,0.4,1.6,100.0,,,,,,,,,,,,,,,,
47130,경상북도 경주시,201801-202608,201806,80.1,12.8,2.6,1.2,0.8,0.5,2.0,100.0,,,,,,,,,,,,,,,,
47130,경상북도 경주시,201801-202608,201807,74.2,17.7,3.4,1.5,0.9,0.5,2.0,100.0,,,,,,,,,,,,,,,,
47130,경상북도 경주시,201801-202608,201808,72.2,19.8,3.6,1.5,0.8,0.5,1.7,100.0,,,,,,,,,,,,,,,,
47130,경상북도 경주시,201801-202608,201809,71.6,17.9,4.4,2.3,1.2,0.6,2.0,100.0,,,,,,,,,,,,,,,,
47130,경상북도 경주시,201801-202608,201810,75.8,16.8,3.3,1.3,0.7,0.4,1.8,100.0,,,,,,,,,,,,,,,,
47130,경상북도 경주시,201801-202608,201811,78.8,14.2,2.7,1.4,0.7,0.4,1.9,100.0,,,,,,,,,,,,,,,,
47130,경상북도 경주시,201801-202608,201812,79.5,13.0,3.0,1.3,0.8,0.4,1.9,100.0,,,,,,,,,,,,,,,,
47130,경상북도 경주시,201801-202608,201901,75.5,15.4,3.4,1.8,1.0,0.6,2.5,100.0,73.6,16.6,4.1,1.9,1.0,0.6,2.3,100.0,1.9,-1.2,-0.7,-0.1,0.0,0.0,0.2,0.0
47130,경상북도 경주시,201801-202608,201902,71.9,17.9,4.7,2.0,1.1,0.5,1.8,100.0,71.9,17.8,4.6,2.0,1.0,0.6,2.1,100.0,0.0,0.1,0.1,0.0,0.1,-0.1,-0.3,0.0
47130,경상북도 경주시,201801-202608,201903,76.6,13.7,2.6,1.7,1.5,0.8,3.2,100.0,77.0,12.2,2.8,1.9,1.7,1.0,3.4,100.0,-0.4,1.5,-0.2,-0.2,-0.2,-0.2,-0.2,0.0
47130,경상북도 경주시,201801-202608,201904,77.5,16.1,2.7,1.1,0.6,0.4,1.6,100.0,77.9,15.3,2.9,1.2,0.7,0.4,1.7,100.0,-0.4,0.8,-0.2,-0.1,-0.1,0.0,-0.1,0.0
47130,경상북도 경주시,201801-202608,201905,74.6,18.0,3.4,1.3,0.7,0.4,1.6,100.0,74.8,17.1,3.9,1.5,0.7,0.4,1.6,100.0,-0.2,0.9,-0.5,-0.2,0.0,0.0,0.0,0.0
47130,경상북도 경주시,201801-202608,201906,78.1,14.9,2.9,1.4,0.7,0.4,1.7,100.0,80.1,12.8,2.6,1.2,0.8,0.5,2.0,100.0,-2.0,2.1,0.3,0.2,-0.1,-0.1,-0.3,0.0
47130,경상북도 경주시,201801-202608,201907,72.4,18.6,3.7,1.6,1.0,0.5,2.3,100.0,74.2,17.7,3.4,1.5,0.9,0.5,2.0,100.0,-1.8,0.9,0.3,0.1,0.1,0.0,0.3,0.0
47130,경상북도 경주시,201801-202608,201908,72.2,20.5,3.6,1.2,0.7,0.4,1.5,100.0,72.2,19.8,3.6,1.5,0.8,0.5,1.7,100.0,0.0,0.7,0.0,-0.3,-0.1,-0.1,-0.2,0.0
47130,경상북도 경주시,201801-202608,201909,71.1,17.9,4.5,2.1,1.1,0.5,2.8,100.0,71.6,17.9,4.4,2.3,1.2,0.6,2.0,100.0,-0.5,0.0,0.1,-0.2,-0.1,-0.1,0.8,0.0
47130,경상북도 경주시,201801-202608,201910,73.9,18.7,3.6,1.2,0.6,0.4,1.5,100.0,75.8,16.8,3.3,1.3,0.7,0.4,1.8,100.0,-1.9,1.9,0.3,-0.1,-0.1,0.0,-0.3,0.0
47130,경상북도 경주시,201801-202608,201911,78.3,15.3,2.6,1.1,0.7,0.4,1.7,100.0,78.8,14.2,2.7,1.4,0.7,0.4,1.9,100.0,-0.5,1.1,-0.1,-0.3,0.0,0.0,-0.2,0.0
47130,경상북도 경주시,201801-202608,201912,78.8,14.1,2.8,1.2,0.7,0.5,1.9,100.0,79.5,13.0,3.0,1.3,0.8,0.4,1.9,100.0,-0.7,1.1,-0.2,-0.1,-0.1,0.1,0.0,0.0
47130,경상북도 경주시,201801-202608,202001,72.1,18.3,4.5,1.9,0.9,0.5,1.7,100.0,75.5,15.4,3.4,1.8,1.0,0.6,2.5,100.0,-3.4,2.9,1.1,0.1,-0.1,-0.1,-0.8,0.0
47130,경상북도 경주시,201801-202608,202002,73.2,15.5,3.4,1.8,1.4,0.9,3.9,100.0,71.9,17.9,4.7,2.0,1.1,0.5,1.8,100.0,1.3,-2.4,-1.3,-0.2,0.3,0.4,2.1,0.0
47130,경상북도 경주시,201801-202608,202003,67.4,14.2,4.8,2.9,2.1,1.3,7.3,100.0,76.6,13.7,2.6,1.7,1.5,0.8,3.2,100.0,-9.2,0.5,2.2,1.2,0.6,0.5,4.1,0.0
47130,경상북도 경주시,201801-202608,202004,76.1,12.9,3.4,1.8,1.1,0.7,3.8,100.0,77.5,16.1,2.7,1.1,0.6,0.4,1.6,100.0,-1.4,-3.2,0.7,0.7,0.5,0.3,2.2,0.0
47130,경상북도 경주시,201801-202608,202005,75.4,15.3,3.4,1.6,1.0,0.6,2.7,100.0,74.6,18.0,3.4,1.3,0.7,0.4,1.6,100.0,0.8,-2.7,0.0,0.3,0.3,0.2,1.1,0.0
47130,경상북도 경주시,201801-202608,202006,76.8,14.6,3.0,1.5,1.0,0.5,2.7,100.0,78.1,14.9,2.9,1.4,0.7,0.4,1.7,100.0,-1.3,-0.3,0.1,0.1,0.3,0.1,1.0,0.0
47130,경상북도 경주시,201801-202608,202007,74.9,16.7,3.2,1.5,0.9,0.5,2.3,100.0,72.4,18.6,3.7,1.6,1.0,0.5,2.3,100.0,2.5,-1.9,-0.5,-0.1,-0.1,0.0,0.0,0.0
47130,경상북도 경주시,201801-202608,202008,71.1,21.3,3.8,1.3,0.6,0.4,1.5,100.0,72.2,20.5,3.6,1.2,0.7,0.4,1.5,100.0,-1.1,0.8,0.2,0.1,-0.1,0.0,0.0,0.0
47130,경상북도 경주시,201801-202608,202009,75.2,15.1,3.5,1.6,1.1,0.6,2.9,100.0,71.1,17.9,4.5,2.1,1.1,0.5,2.8,100.0,4.1,-2.8,-1.0,-0.5,0.0,0.1,0.1,0.0
47130,경상북도 경주시,201801-202608,202010,73.1,18.9,3.9,1.3,0.7,0.4,1.7,100.0,73.9,18.7,3.6,1.2,0.6,0.4,1.5,100.0,-0.8,0.2,0.3,0.1,0.1,0.0,0.2,0.0
47130,경상북도 경주시,201801-202608,202011,75.2,17.2,3.0,1.3,0.8,0.5,1.9,100.0,78.3,15.3,2.6,1.1,0.7,0.4,1.7,100.0,-3.1,1.9,0.4,0.2,0.1,0.1,0.2,0.0
47130,경상북도 경주시,201801-202608,202012,72.7,15.9,4.2,1.9,1.1,0.7,3.6,100.0,78.8,14.1,2.8,1.2,0.7,0.5,1.9,100.0,-6.1,1.8,1.4,0.7,0.4,0.2,1.7,0.0
47130,경상북도 경주시,201801-202608,202101,72.5,15.6,3.7,1.9,1.5,0.9,4.0,100.0,72.1,18.3,4.5,1.9,0.9,0.5,1.7,100.0,0.4,-2.7,-0.8,0.0,0.6,0.4,2.3,0.0
47130,경상북도 경주시,201801-202608,202102,70.1,18.9,4.8,2.0,1.0,0.6,2.5,100.0,73.2,15.5,3.4,1.8,1.4,0.9,3.9,100.0,-3.1,3.4,1.4,0.2,-0.4,-0.3,-1.4,0.0
47130,경상북도 경주시,201801-202608,202103,71.7,16.0,4.2,1.9,1.6,0.8,3.8,100.0,67.4,14.2,4.8,2.9,2.1,1.3,7.3,100.0,4.3,1.8,-0.6,-1.0,-0.5,-0.5,-3.5,0.0
47130,경상북도 경주시,201801-202608,202104,73.4,18.7,3.2,1.4,0.8,0.4,2.1,100.0,76.1,12.9,3.4,1.8,1.1,0.7,3.8,100.0,-2.7,5.8,-0.2,-0.4,-0.3,-0.3,-1.7,0.0
47130,경상북도 경주시,201801-202608,202105,73.4,18.7,3.6,1.3,0.7,0.4,1.9,100.0,75.4,15.3,3.4,1.6,1.0,0.6,2.7,100.0,-2.0,3.4,0.2,-0.3,-0.3,-0.2,-0.8,0.0
47130,경상북도 경주시,201801-202608,202106,73.3,18.7,3.4,1.4,0.8,0.5,2.1,100.0,76.8,14.6,3.0,1.5,1.0,0.5,2.7,100.0,-3.5,4.1,0.4,-0.1,-0.2,0.0,-0.6,0.0
47130,경상북도 경주시,201801-202608,202107,71.3,20.5,3.8,1.3,0.8,0.5,1.8,100.0,74.9,16.7,3.2,1.5,0.9,0.5,2.3,100.0,-3.6,3.8,0.6,-0.2,-0.1,0.0,-0.5,0.0
47130,경상북도 경주시,201801-202608,202108,68.2,23.0,4.4,1.5,0.7,0.4,1.8,100.0,71.1,21.3,3.8,1.3,0.6,0.4,1.5,100.0,-2.9,1.7,0.6,0.2,0.1,0.0,0.3,0.0
47130,경상북도 경주시,201801-202608,202109,68.2,21.1,5.0,2.1,1.0,0.5,2.1,100.0,75.2,15.1,3.5,1.6,1.1,0.6,2.9,100.0,-7.0,6.0,1.5,0.5,-0.1,-0.1,-0.8,0.0
47130,경상북도 경주시,201801-202608,202110,70.0,22.1,3.9,1.2,0.6,0.4,1.7,100.0,73.1,18.9,3.9,1.3,0.7,0.4,1.7,100.0,-3.1,3.2,0.0,-0.1,-0.1,0.0,0.0,0.0
47130,경상북도 경주시,201801-202608,202111,72.7,20.1,3.3,1.2,0.7,0.4,1.7,100.0,75.2,17.2,3.0,1.3,0.8,0.5,1.9,100.0,-2.5,2.9,0.3,-0.1,-0.1,-0.1,-0.2,0.0
47130,경상북도 경주시,201801-202608,202112,74.9,17.3,3.0,1.3,0.9,0.4,2.2,100.0,72.7,15.9,4.2,1.9,1.1,0.7,3.6,100.0,2.2,1.4,-1.2,-0.6,-0.2,-0.3,-1.4,0.0
47130,경상북도 경주시,201801-202608,202201,72.0,18.7,4.4,1.3,0.8,0.5,2.2,100.0,72.5,15.6,3.7,1.9,1.5,0.9,4.0,100.0,-0.5,3.1,0.7,-0.6,-0.7,-0.4,-1.8,0.0
47130,경상북도 경주시,201801-202608,202202,73.6,18.2,3.4,1.3,0.9,0.5,2.1,100.0,70.1,18.9,4.8,2.0,1.0,0.6,2.5,100.0,3.5,-0.7,-1.4,-0.7,-0.1,-0.1,-0.4,0.0
47130,경상북도 경주시,201801-202608,202203,69.7,17.5,4.4,2.1,1.4,0.7,4.1,100.0,71.7,16.0,4.2,1.9,1.6,0.8,3.8,100.0,-2.0,1.5,0.2,0.2,-0.2,-0.1,0.3,0.0
47130,경상북도 경주시,201801-202608,202204,73.1,20.2,3.1,1.0,0.6,0.4,1.6,100.0,73.4,18.7,3.2,1.4,0.8,0.4,2.1,100.0,-0.3,1.5,-0.1,-0.4,-0.2,0.0,-0.5,0.0
47130,경상북도 경주시,201801-202608,202205,71.4,20.5,4.2,1.5,0.6,0.4,1.5,100.0,73.4,18.7,3.6,1.3,0.7,0.4,1.9,100.0,-2.0,1.8,0.6,0.2,-0.1,0.0,-0.4,0.0
47130,경상북도 경주시,201801-202608,202206,69.9,20.7,4.0,1.5,0.8,0.5,2.6,100.0,73.3,18.7,3.4,1.4,0.8,0.5,2.1,100.0,-3.4,2.0,0.6,0.1,0.0,0.0,0.5,0.0
47130,경상북도 경주시,201801-202608,202207,69.0,21.0,3.7,1.5,0.8,0.5,3.5,100.0,71.3,20.5,3.8,1.3,0.8,0.5,1.8,100.0,-2.3,0.5,-0.1,0.2,0.0,0.0,1.7,0.0
47130,경상북도 경주시,201801-202608,202208,68.2,23.8,4.2,1.2,0.7,0.4,1.4,100.0,68.2,23.0,4.4,1.5,0.7,0.4,1.8,100.0,0.0,0.8,-0.2,-0.3,0.0,0.0,-0.4,0.0
47130,경상북도 경주시,201801-202608,202209,70.3,20.3,4.3,1.8,0.9,0.4,1.9,100.0,68.2,21.1,5.0,2.1,1.0,0.5,2.1,100.0,2.1,-0.8,-0.7,-0.3,-0.1,-0.1,-0.2,0.0
47130,경상북도 경주시,201801-202608,202210,69.6,23.7,3.5,1.1,0.6,0.3,1.3,100.0,70.0,22.1,3.9,1.2,0.6,0.4,1.7,100.0,-0.4,1.6,-0.4,-0.1,0.0,-0.1,-0.4,0.0
47130,경상북도 경주시,201801-202608,202211,74.3,18.8,3.3,1.1,0.6,0.4,1.6,100.0,72.7,20.1,3.3,1.2,0.7,0.4,1.7,100.0,1.6,-1.3,0.0,-0.1,-0.1,0.0,-0.1,0.0
47130,경상북도 경주시,201801-202608,202212,75.3,17.6,2.9,1.2,0.8,0.4,1.8,100.0,74.9,17.3,3.0,1.3,0.9,0.4,2.2,100.0,0.4,0.3,-0.1,-0.1,-0.1,0.0,-0.4,0.0
47130,경상북도 경주시,201801-202608,202301,70.0,20.8,4.2,1.8,0.9,0.5,1.9,100.0,72.0,18.7,4.4,1.3,0.8,0.5,2.2,100.0,-2.0,2.1,-0.2,0.5,0.1,0.0,-0.3,0.0
47130,경상북도 경주시,201801-202608,202302,73.0,19.9,3.1,1.2,0.7,0.4,1.8,100.0,73.6,18.2,3.4,1.3,0.9,0.5,2.1,100.0,-0.6,1.7,-0.3,-0.1,-0.2,-0.1,-0.3,0.0
47130,경상북도 경주시,201801-202608,202303,74.2,16.4,3.0,1.6,1.5,0.5,2.7,100.0,69.7,17.5,4.4,2.1,1.4,0.7,4.1,100.0,4.5,-1.1,-1.4,-0.5,0.1,-0.2,-1.4,0.0
47130,경상북도 경주시,201801-202608,202304,74.8,19.1,3.0,1.0,0.5,0.3,1.2,100.0,73.1,20.2,3.1,1.0,0.6,0.4,1.6,100.0,1.7,-1.1,-0.1,0.0,-0.1,-0.1,-0.4,0.0
47130,경상북도 경주시,201801-202608,202305,70.6,22.1,3.8,1.2,0.6,0.3,1.4,100.0,71.4,20.5,4.2,1.5,0.6,0.4,1.5,100.0,-0.8,1.6,-0.4,-0.3,0.0,-0.1,-0.1,0.0
47130,경상북도 경주시,201801-202608,202306,73.8,19.1,3.4,1.2,0.7,0.4,1.6,100.0,69.9,20.7,4.0,1.5,0.8,0.5,2.6,100.0,3.9,-1.6,-0.6,-0.3,-0.1,-0.1,-1.0,0.0
47130,경상북도 경주시,201801-202608,202307,72.6,20.2,3.5,1.1,0.6,0.4,1.5,100.0,69.0,21.0,3.7,1.5,0.8,0.5,3.5,100.0,3.6,-0.8,-0.2,-0.4,-0.2,-0.1,-2.0,0.0
47130,경상북도 경주시,201801-202608,202308,69.6,22.3,4.1,1.4,0.7,0.4,1.5,100.0,68.2,23.8,4.2,1.2,0.7,0.4,1.4,100.0,1.4,-1.5,-0.1,0.2,0.0,0.0,0.1,0.0
47130,경상북도 경주시,201801-202608,202309,70.8,20.2,4.7,1.4,0.7,0.3,1.8,100.0,70.3,20.3,4.3,1.8,0.9,0.4,1.9,100.0,0.5,-0.1,0.4,-0.4,-0.2,-0.1,-0.1,0.0
47130,경상북도 경주시,201801-202608,202310,71.4,22.3,3.2,1.0,0.5,0.3,1.4,100.0,69.6,23.7,3.5,1.1,0.6,0.3,1.3,100.0,1.8,-1.4,-0.3,-0.1,-0.1,0.0,0.1,0.0
47130,경상북도 경주시,201801-202608,202311,73.7,19.3,3.2,1.2,0.6,0.4,1.6,100.0,74.3,18.8,3.3,1.1,0.6,0.4,1.6,100.0,-0.6,0.5,-0.1,0.1,0.0,0.0,0.0,0.0
47130,경상북도 경주시,201801-202608,202312,74.2,18.7,3.3,1.1,0.6,0.4,1.7,100.0,75.3,17.6,2.9,1.2,0.8,0.4,1.8,100.0,-1.1,1.1,0.4,-0.1,-0.2,0.0,-0.1,0.0
47130,경상북도 경주시,201801-202608,202401,72.2,18.9,3.6,1.6,0.9,0.5,2.3,100.0,70.0,20.8,4.2,1.8,0.9,0.5,1.9,100.0,2.2,-1.9,-0.6,-0.2,0.0,0.0,0.4,0.0
47130,경상북도 경주시,201801-202608,202402,70.1,20.7,4.4,1.7,0.8,0.4,1.8,100.0,73.0,19.9,3.1,1.2,0.7,0.4,1.8,100.0,-2.9,0.8,1.3,0.5,0.1,0.0,0.0,0.0
47130,경상북도 경주시,201801-202608,202403,72.9,17.9,2.8,1.6,1.4,0.7,2.8,100.0,74.2,16.4,3.0,1.6,1.5,0.5,2.7,100.0,-1.3,1.5,-0.2,0.0,-0.1,0.2,0.1,0.0
47130,경상북도 경주시,201801-202608,202404,73.3,19.8,3.1,1.2,0.6,0.4,1.6,100.0,74.8,19.1,3.0,1.0,0.5,0.3,1.2,100.0,-1.5,0.7,0.1,0.2,0.1,0.1,0.4,0.0
47130,경상북도 경주시,201801-202608,202405,71.4,21.2,3.8,1.3,0.6,0.3,1.5,100.0,70.6,22.1,3.8,1.2,0.6,0.3,1.4,100.0,0.8,-0.9,0.0,0.1,0.0,0.0,0.1,0.0
47130,경상북도 경주시,201801-202608,202406,73.2,18.6,3.6,1.4,0.8,0.5,2.0,100.0,73.8,19.1,3.4,1.2,0.7,0.4,1.6,100.0,-0.6,-0.5,0.2,0.2,0.1,0.1,0.4,0.0
47130,경상북도 경주시,201801-202608,202407,70.8,21.0,3.8,1.4,0.8,0.4,1.8,100.0,72.6,20.2,3.5,1.1,0.6,0.4,1.5,100.0,-1.8,0.8,0.3,0.3,0.2,0.0,0.3,0.0
47130,경상북도 경주시,201801-202608,202408,70.2,22.0,3.9,1.1,0.8,0.4,1.6,100.0,69.6,22.3,4.1,1.4,0.7,0.4,1.5,100.0,0.6,-0.3,-0.2,-0.3,0.1,0.0,0.1,0.0
47130,경상북도 경주시,201801-202608,202409,67.9,21.4,4.8,2.0,1.1,0.5,2.3,100.0,70.8,20.2,4.7,1.4,0.7,0.3,1.8,100.0,-2.9,1.2,0.1,0.6,0.4,0.2,0.5,0.0
47130,경상북도 경주시,201801-202608,202410,69.6,22.4,4.3,1.3,0.6,0.4,1.5,100.0,71.4,22.3,3.2,1.0,0.5,0.3,1.4,100.0,-1.8,0.1,1.1,0.3,0.1,0.1,0.1,0.0
47130,경상북도 경주시,201801-202608,202411,74.7,18.9,2.8,1.1,0.7,0.4,1.5,100.0,73.7,19.3,3.2,1.2,0.6,0.4,1.6,100.0,1.0,-0.4,-0.4,-0.1,0.1,0.0,-0.1,0.0
47130,경상북도 경주시,201801-202608,202412,75.4,17.1,3.1,1.3,0.8,0.5,2.0,100.0,74.2,18.7,3.3,1.1,0.6,0.4,1.7,100.0,1.2,-1.6,-0.2,0.2,0.2,0.1,0.3,0.0
47130,경상북도 경주시,201801-202608,202501,69.2,20.5,4.6,2.0,1.1,0.6,1.9,100.0,72.2,18.9,3.6,1.6,0.9,0.5,2.3,100.0,-3.0,1.6,1.0,0.4,0.2,0.1,-0.4,0.0
47130,경상북도 경주시,201801-202608,202502,73.1,18.1,3.4,1.5,1.0,0.5,2.3,100.0,70.1,20.7,4.4,1.7,0.8,0.4,1.8,100.0,3.0,-2.6,-1.0,-0.2,0.2,0.1,0.5,0.0
47130,경상북도 경주시,201801-202608,202503,72.8,17.3,3.1,1.8,1.3,0.6,3.2,100.0,72.9,17.9,2.8,1.6,1.4,0.7,2.8,100.0,-0.1,-0.6,0.3,0.2,-0.1,-0.1,0.4,0.0
47130,경상북도 경주시,201801-202608,202504,72.8,19.7,3.4,1.2,0.6,0.4,1.8,100.0,73.3,19.8,3.1,1.2,0.6,0.4,1.6,100.0,-0.5,-0.1,0.3,0.0,0.0,0.0,0.2,0.0
47130,경상북도 경주시,201801-202608,202505,68.4,22.1,4.4,1.6,0.9,0.5,2.2,100.0,71.4,21.2,3.8,1.3,0.6,0.3,1.5,100.0,-3.0,0.9,0.6,0.3,0.3,0.2,0.7,0.0
47130,경상북도 경주시,201801-202608,202506,72.0,20.0,3.4,1.4,0.8,0.5,2.0,100.0,73.2,18.6,3.6,1.4,0.8,0.5,2.0,100.0,-1.2,1.4,-0.2,0.0,0.0,0.0,0.0,0.0
47130,경상북도 경주시,201801-202608,202507,69.8,21.2,4.2,1.5,0.8,0.4,2.0,100.0,70.8,21.0,3.8,1.4,0.8,0.4,1.8,100.0,-1.0,0.2,0.4,0.1,0.0,0.0,0.2,0.0
47130,경상북도 경주시,201801-202608,202508,69.7,22.4,4.0,1.2,0.7,0.4,1.7,100.0,70.2,22.0,3.9,1.1,0.8,0.4,1.6,100.0,-0.5,0.4,0.1,0.1,-0.1,0.0,0.1,0.0
47130,경상북도 경주시,201801-202608,202509,70.9,19.7,3.5,1.7,1.0,0.5,2.6,100.0,67.9,21.4,4.8,2.0,1.1,0.5,2.3,100.0,3.0,-1.7,-1.3,-0.3,-0.1,0.0,0.3,0.0
47130,경상북도 경주시,201801-202608,202510,61.8,25.0,6.5,2.4,1.3,0.8,2.3,100.0,69.6,22.4,4.3,1.3,0.6,0.4,1.5,100.0,-7.8,2.6,2.2,1.1,0.7,0.4,0.8,0.0
47130,경상북도 경주시,201801-202608,202511,73.6,19.7,2.9,1.3,0.7,0.4,1.5,100.0,74.7,18.9,2.8,1.1,0.7,0.4,1.5,100.0,-1.1,0.8,0.1,0.2,0.0,0.0,0.0,0.0
47130,경상북도 경주시,201801-202608,202512,73.6,18.5,3.5,1.4,0.6,0.4,1.9,100.0,75.4,17.1,3.1,1.3,0.8,0.5,2.0,100.0,-1.8,1.4,0.4,0.1,-0.2,-0.1,-0.1,0.0
47130,경상북도 경주시,201801-202608,202601,71.2,20.4,3.5,1.2,0.9,0.5,2.3,100.0,69.2,20.5,4.6,2.0,1.1,0.6,1.9,100.0,2.0,-0.1,-1.1,-0.8,-0.2,-0.1,0.4,0.0
47130,경상북도 경주시,201801-202608,202602,68.0,22.7,4.6,1.7,0.9,0.4,1.6,100.0,73.1,18.1,3.4,1.5,1.0,0.5,2.3,100.0,-5.1,4.6,1.2,0.2,-0.1,-0.1,-0.7,0.0
47130,경상북도 경주시,201801-202608,202603,72.5,17.3,3.1,1.7,1.4,0.7,3.3,100.0,72.8,17.3,3.1,1.8,1.3,0.6,3.2,100.0,-0.3,0.0,0.0,-0.1,0.1,0.1,0.1,0.0
