조회_SGG_CD,조회_지역,조회기간,BASE_YM,SIDO_NM,LODG_TOU_NUM_RATE,AVG_LODG_DAYS
43130,충청북도 충주시,201801-202608,202308,충주시,14.3,2.77
43130,충청북도 충주시,201801-202608,202309,충주시,16.2,2.63
43130,충청북도 충주시,201801-202608,202310,충주시,12.1,2.58
43130,충청북도 충주시,201801-202608,202311,충주시,13.3,2.59
43130,충청북도 충주시,201801-202608,202312,충주시,14.0,2.67
43130,충청북도 충주시,201801-202608,202401,충주시,11.8,2.86
43130,충청북도 충주시,201801-202608,202402,충주시,14.5,2.73
43130,충청북도 충주시,201801-202608,202403,충주시,11.7,3.05
43130,충청북도 충주시,201801-202608,202404,충주시,11.1,2.62
43130,충청북도 충주시,201801-202608,202405,충주시,11.4,2.59
43130,충청북도 충주시,201801-202608,202406,충주시,10.9,2.6
43130,충청북도 충주시,201801-202608,202407,충주시,10.9,2.73
43130,충청북도 충주시,201801-202608,202408,충주시,11.2,2.61
43130,충청북도 충주시,201801-202608,202409,충주시,12.1,2.87
43130,충청북도 충주시,201801-202608,202410,충주시,10.5,2.63
43130,충청북도 충주시,201801-202608,202411,충주시,11.8,2.54
43130,충청북도 충주시,201801-202608,202412,충주시,11.5,2.64
43130,충청북도 충주시,201801-202608,202501,충주시,13.2,2.75
43130,충청북도 충주시,201801-202608,202502,충주시,11.2,2.95
43130,충청북도 충주시,201801-202608,202503,충주시,12.4,2.96
43130,충청북도 충주시,201801-202608,202504,충주시,11.2,2.7
43130,충청북도 충주시,201801-202608,202505,충주시,12.4,2.69
43130,충청북도 충주시,201801-202608,202506,충주시,10.6,2.64
43130,충청북도 충주시,201801-202608,202507,충주시,10.9,2.71
43130,충청북도 충주시,201801-202608,202508,충주시,11.4,2.68
43130,충청북도 충주시,201801-202608,202509,충주시,10.7,2.89
43130,충청북도 충주시,201801-202608,202510,충주시,12.8,2.74
43130,충청북도 충주시,201801-202608,202511,충주시,11.1,2.67
43130,충청북도 충주시,201801-202608,202512,충주시,11.9,2.67
43130,충청북도 충주시,201801-202608,202601,충주시,11.9,2.71
43130,충청북도 충주시,201801-202608,202602,충주시,13.4,2.71
43130,충청북도 충주시,201801-202608,202603,충주시,11.9,3.18
43130,충청북도 충주시,201801-202608,202604,충주시,11.3,2.6
43130,충청북도 충주시,201801-202608,202605,충주시,12.1,2.58
43130,충청북도 충주시,201801-202608,202606,충주시,10.8,2.65
43130,충청북도 충주시,201801-202608,202607,충주시,11.4,2.66
43130,충청북도 충주시,201801-202608,202608,충주시,11.6,2.65
