조회_SGG_CD,조회_지역,조회기간,RK,ITS_BRO_ID,MD5_POI_ID,ITS_BRO_NM,KTO_CATE_NAME_C,SRCH_NTV_CNT
47170,경상북도 안동시,202401-202408,23,D305B9B5A69E0478A110B554BA858E29,e68b65e8b6cd16151910c326e50f456c,강변닭집,한식,734
47170,경상북도 안동시,202401-202408,24,B5209CB07C584B4E68F819ADA1C706C1,2635938ea56f75f229b4edd7e209c922,커피홀베이커리안동풍산점,카페/찻집,723
47170,경상북도 안동시,202401-202408,25,C4B3608CAFF25308158D3E8D436AE3A8,1d5054ba68f80d7c4039634a5f71d772,전원,전문음식,717
47170,경상북도 안동시,202401-202408,26,3F9B12A54382BE2020A6EF7BC15D9CC9,a1b062d1981ee8e23384ae964af8588c,콩심안동용상점,한식,712
47170,경상북도 안동시,202401-202408,27,C056BBEFAE5048F5D476E00ABFF1CF03,11a493db541579c7f46d400841f1b9df,산청식당,한식,699
47170,경상북도 안동시,202401-202408,28,51382EC7E25E90BDBACFA79BACDB0507,963dcb24d03d31680b11cdc1b3da29df,청록한정식[한식],한식,693
47170,경상북도 안동시,202401-202408,29,494597300CBC64FAA71B8944FB0A4EB4,858ca4c859330312d6c11ac63bc659d5,큰나무식당,한식,690
47170,경상북도 안동시,202401-202408,30,BCACBED6E5EDB077D019FB15317B2989,e9a8c5eb955b9d4930f9cf67a33140a2,수가성순두부,한식,687
47170,경상북도 안동시,202401-202408,31,140FEFF97ADFE55911611730FDCEF1EF,d8ebe4c573fbd556dde45fdb674b01a3,동백갈비,한식,680
47170,경상북도 안동시,202401-202408,32,FF60B938761F5ECEEE3EF6D5703CD4D0,53f90c64c7ad2fbaadcbdde1d7a0722f,커피명가안동점,카페/찻집,675
47170,경상북도 안동시,202401-202408,33,0F14458CE57D7090E1902C1F705A156E,1aab64319c21d6d843890ce41407fb1d,비스트로봄날본점,전문음식,654
47170,경상북도 안동시,202401-202408,34,9242F6211292D559D1661090ECAF0E30,e636c9ee05f02d0a8f702947b1b4ed06,그녀의홈카페,카페/찻집,653
47170,경상북도 안동시,202401-202408,35,B34AAFD7D1AC7667637F827CAE050A21,683cf978859940abe377da81c96a1289,만복이쭈꾸미낙지볶음,전문음식,639
47170,경상북도 안동시,202401-202408,36,70021C89BA04776DBBEDA265FE68A27F,721bba279279951b166877e100d18eda,땡큐커피,카페/찻집,627
47170,경상북도 안동시,202401-202408,37,A62B6E4A16CC09BA64D0E81C4B561AE5,8c4862891ed47b9b1d89abb606281751,맘모스제과송현분점,간이음식,618
47170,경상북도 안동시,202401-202408,38,395E09B4AE1EE1882E9D1AC8653FD448,cb6cdc5af03b805fa16489fd5636771b,안동찜닭골목,음식점기타,616
47170,경상북도 안동시,202401-202408,39,6F1954F8FC163CCA6442BAB80453CCD7,122ed35b8c7c97b11d9becd6f762238c,청하감자탕,한식,605
47170,경상북도 안동시,202401-202408,40,B4A4CB9DBC099BA0D2A3351930A71D13,7742517a3f4971f38853468b95113694,묵향,한식,592
47170,경상북도 안동시,202401-202408,41,019DEF701586206426FF6D6650C87D16,ad1a0dcf6513658725077459573a8f43,구름에396커피,카페/찻집,585
47170,경상북도 안동시,202401-202408,42,9488A6EC1AC449C587EEDD9300398CB5,c64199b990cebca7133b4eb2135b7f4e,커피킹덤루프탑점,카페/찻집,563
47170,경상북도 안동시,202401-202408,43,AD739A67F21D185816FDF5FE55A21ECA,26f3c4893430374ca42652c5f821b279,곤지곤지,한식,559
47170,경상북도 안동시,202401-202408,44,7C46A893A2B9378AF180BC970D2E5067,0d20668fab5c27c544667095bef7e4d3,대구식육식당,한식,558
47170,경상북도 안동시,202401-202408,45,6325F39C74A0B4F1F873B959951617D1,3b9025006cf978070c2db54f0a07d643,윤부리[일식],외국식,552
47170,경상북도 안동시,202401-202408,46,CB8B0615065D1F5E9205D49B58980B9A,3cea12612ce8fb76fe40c16229d7f951,제비원축산가든,한식,547
47170,경상북도 안동시,202401-202408,47,F711897B461FC0DE41EC398DFD2A9122,95ab69d2dfd102ea37f32369c4ad7fe7,신라국밥,한식,543
47170,경상북도 안동시,202401-202408,48,E9D86374240CF667BB95681D7516CF2F,f71ea9200c95cba5d47e701f8c7a0464,스타벅스안동옥동점,카페/찻집,541
47170,경상북도 안동시,202401-202408,49,EF9A845B9D3821BFE3C042624E8EBE3D,338505faa37c27efee3e6fa955ef7fb6,육공방숯불,한식,540
47170,경상북도 안동시,202401-202408,50,8ECCDFE0DF43C2206EDA821C739BCB11,7b8c5c2b94c1127c6daa3cd31eb1b505,까몬안동점,외국식,535
47170,경상북도 안동시,202401-202408,51,3DCAF721AFE6A02C4B5A8C844A638CC5,926d2e473f8dd60f53be3721b88a7f8f,예전[한식],한식,526
47170,경상북도 안동시,202401-202408,52,3DCFD77DCB41C3DD4D126B536ECAA0A6,03ab85f4e5527d2f113dff2c99cd9225,금강옥,전문음식,493
47170,경상북도 안동시,202401-202408,53,5E3211F21E805B9EB7ACC36B8EDEFB77,cd17a4362f2de9cbc036cbd470cab9f4,꽃피는화덕피자D485안동점,간이음식,491
47170,경상북도 안동시,202401-202408,54,E460E7F4327445FF9BE0CFA33F4510EB,6bcbc5cc2af1419964f82426d2783ebd,예미정본채 [한식],한식,484
47170,경상북도 안동시,202401-202408,55,185FAFD3DCC8EB7582460670DEE9046B,08d62b6ccdbcd337e53161cb4630752e,옥야식당,한식,475
47170,경상북도 안동시,202401-202408,55,D371B4DFCA06BE926D4F8129A5B294F2,7949f82b34c14cf59d4ea45f46be020c,포항회대게,전문음식,475
47170,경상북도 안동시,202401-202408,57,FCCC9C7BFA7568009034A03BDBE6435F,042c2797b6951c517bf60a44673975ad,가마솥식당,한식,472
47170,경상북도 안동시,202401-202408,58,B9590E1989BCA8AE3B2B0795D9977272,214b46e541df0d270e972195a9f9a603,카페더뷰,카페/찻집,470
47170,경상북도 안동시,202401-202408,59,6B470F941B759550B3832DC048281AFA,97038c34891a3011b104f07c21b9520f,인생마카롱,카페/찻집,450
47170,경상북도 안동시,202401-202408,60,130249FD33A5B138E7B6A7FA90F60FD7,654585672a1038f3db72285b458d49b0,교동면옥안동옥동점,한식,445
47170,경상북도 안동시,202401-202408,61,86FA86CBD56F2EA6B9DC9848CBF1DBB0,a4c0c1ed70da6d09e75276184fc914b3,아뜨리에,카페/찻집,436
47170,경상북도 안동시,202401-202408,62,90AB31A30CEF7E2333B0E548C6630B9B,6d7a2380db585087d374cdcccd712687,풍전,전문음식,431
47170,경상북도 안동시,202401-202408,63,1282C8E2FEFCCF2C4DD99373035C458A,7480b081ef8d5598339db25a1af2e2fc,아테네,전문음식,428
47170,경상북도 안동시,202401-202408,64,6A174C172076CAF5793636EB613ABCBF,931a8a5cc5fc2eccc9346f1d7d048f72,헛제사밥까치구멍집[한식],한식,426
47170,경상북도 안동시,202401-202408,65,19608E8BB8D60ADFEA4D7A8E69A79A23,34fa19bffee571723539c53953ad5971,투썸플레이스안동옥동점,카페/찻집,425
47170,경상북도 안동시,202401-202408,66,9D0A402CB006C91D5DBE8BE230566749,a10ee721027a110b656bbe471c1c7eaa,베니네,전문음식,419
47170,경상북도 안동시,202401-202408,67,C23F529B7ADF353D2867426842596324,e7f859ff76377c57ec41a1a6d44ded11,예닮,한식,415
47170,경상북도 안동시,202401-202408,68,B357B046AA53DE7F5DBE9C589E7FDF94,61bbbfcc91055d74a048c3bcc1638732,용마가든,한식,412
47170,경상북도 안동시,202401-202408,69,0F403883307A161DFA0E9E1B3F46D549,94ef29d3a240393d6649745ff5b29568,옛날추어탕,한식,410
47170,경상북도 안동시,202401-202408,70,A2F84D59DBDEFA205C11D8BC9AB254DF,6a44f09e11afd1709d2afba87373c663,나드리김밥경북도청점,간이음식,405
47170,경상북도 안동시,202401-202408,71,24326BF8176CA2A6C9245B54B70A79DE,70aae94f60aaa5bf8d212a95c1fdc3f8,버거킹경북도청점,간이음식,398
47170,경상북도 안동시,202401-202408,72,E5828BE5D2A7B42F8E5AC5BE0A467E80,65da030187e2b17b7714d04a67e0bc30,투썸플레이스경북신도청중앙점,카페/찻집,397
47170,경상북도 안동시,202401-202408,73,CFF2C4432663A5C6C622B53EF8C7422B,15d7b0f81a10db7fd19b8c45d00b124b,만당해장국옥동점,한식,394
47170,경상북도 안동시,202401-202408,74,DD2D52E0DBC852ECF6D1EF46015DB67B,4e88e3a850871809a22c09a11f85b801,버버리찰떡,전문음식,388
47170,경상북도 안동시,202401-202408,75,F37D0B475977CF55295BCEF881E72BE7,e37c20fb91560fa9fd9b925d50f286f7,천하장사,한식,387
47170,경상북도 안동시,202401-202408,76,44B51088FD70ECC9BF3E19C099FFD27D,833d1cd3efeee96663315348d9d668cf,형제갈비,한식,386
47170,경상북도 안동시,202401-202408,77,410528E6BC3F4D0C2118DAFAE344C5F7,5351bd429d646d09e90b64722f4760c8,피오르달리조안동대본점,외국식,384
47170,경상북도 안동시,202401-202408,78,93FD66B3088467AD09D9F4D869B3F0F1,d185f66724429c739c4a81439a121ed5,경복궁,한식,383
47170,경상북도 안동시,202401-202408,78,BBDD3F602B22D27979100CE87B803164,e597799b72b32e53aad0f5a700acc060,투썸플레이스경북도청점,카페/찻집,383
47170,경상북도 안동시,202401-202408,80,36F6B9C85BC12F49948DBA04C6361FBD,0f419f0e472f10e9ea1533bf29a17b58,해물몽땅칼국수,한식,374
47170,경상북도 안동시,202401-202408,81,03AD63ACFFCE7A8A174D024A84ABFD9A,3f570a47ec7945790720c48c06e3ef70,용상마포갈비,한식,372
47170,경상북도 안동시,202401-202408,82,EA52DB242B1178B4C2F57EBA585DB1E8,7972bf68f70272de59592260620561d0,스노잉클라우드안동옥동점,카페/찻집,371
47170,경상북도 안동시,202401-202408,83,21B905A157F42B1E00A42E6F752EF947,2d75eed00c7373a7e635a419d76ad17f,솔밭식당,한식,369
47170,경상북도 안동시,202401-202408,83,2C5223FDDEC233C7998F23C81FF661F1,b2dfc0533853544b0c61c29ee7b10ac8,우리집,한식,369
47170,경상북도 안동시,202401-202408,85,94546B67EDDAA8F54A50231E71E7A701,365918db53629b6ee12e7403186e89de,주꾸미네도청점,전문음식,368
47170,경상북도 안동시,202401-202408,86,429160F5DE182DF9D371A241C55EF79B,0f4fe7ed333ccf5913c7ca0f5be22ead,이웃집밀리,카페/찻집,356
47170,경상북도 안동시,202401-202408,87,00671F159F283EBE87686F11913B13C1,d3700fb30443a26dd13001d80425c454,어매닭국,한식,354
47170,경상북도 안동시,202401-202408,88,8461187CD35A2B36A15F5395A099DD77,3adbcf607666d0cb690dd7a030245624,진성식당,전문음식,353
47170,경상북도 안동시,202401-202408,89,5C24ECF484DE08A91E6D5EAB61759CFC,ac097ef5564e21b239f84a0b9e1e3210,투썸플레이스안동강변점,카페/찻집,352
47170,경상북도 안동시,202401-202408,90,1BC87A95F75E289C2EC4346B86FF2223,47108e3acbb085288c2e595692c13cfc,패밀리뷔페토마토,전문음식,351
47170,경상북도 안동시,202401-202408,90,75BB5C596F6E379C709FC77CEF0FC722,78dbcb4a0d01c31d5862d545161703d4,카페뒤뜰,카페/찻집,351
47170,경상북도 안동시,202401-202408,92,AE8A1ED32C73BA4C01D87A49D5F73FA8,632f22ff2367e82933b402b7745ecdae,백화정맛집,한식,346
47170,경상북도 안동시,202401-202408,92,74FC2EED50388C5F5EEA0C4054F219E9,5ed8c851b77080f8bd32a17dce4f7a36,학가산온천식당,한식,346
47170,경상북도 안동시,202401-202408,94,F3A6D63EA1B5943C28DF164C164F530E,73a507f5ff604d1ca12e2fd0343ddff0,일포스티노,전문음식,330
47170,경상북도 안동시,202401-202408,95,127EBA5877416F62FC3E4B61D670F055,199540fa5ab24db7e7ead8d1c9893888,서가참치,전문음식,323
47170,경상북도 안동시,202401-202408,95,B68AA0E7C77836FF13645EDF9B6D96B5,8fded3399ac7bbb62c1971b42f2666b2,담소소사골순대육개장경북도청점,한식,323
47170,경상북도 안동시,202401-202408,97,86D111CA04B62561076E26449E37D80E,c5ec3a8332270bdca6bda58f0083f409,동굴매운탕,한식,322
47170,경상북도 안동시,202401-202408,97,422DAE0AA03EBB7382D574D10788340C,455d53b2f7a196d56e45d43f78de8e90,보리식당,한식,322
47170,경상북도 안동시,202401-202408,99,66CECCFA0902D4372F4E6DB9EF1EE845,48e55ebf8b674bb1c3fa42ac796dd17e,모씨네안동점,한식,318
47170,경상북도 안동시,202401-202408,100,8F0F88605B725C09CA38AC42053DA182,303916ec5125fd8a33ef1b2af745e723,영양닭불백,한식,315
