조회_시도,조회기간,BASE_DATE,SIDO_NM,KTO_TOB_MCLS_NM,CNSM_AMT
47,2024_1-8,202403,경상북도,관광총소비,453515198.0
47,2024_1-8,202402,경상북도,관광총소비,410098085.0
47,2024_1-8,202401,경상북도,관광총소비,394601504.0
47,2024_1-8,202406,경상북도,관광총소비,451818533.0
47,2024_1-8,202405,경상북도,관광총소비,487981837.0
47,2024_1-8,202404,경상북도,관광총소비,449640992.0
47,2024_1-8,202408,경상북도,관광총소비,501036164.0
47,2024_1-8,202407,경상북도,관광총소비,445457483.0
47,2026_1-8,202603,경상북도,관광총소비,483735156.0
47,2026_1-8,202602,경상북도,관광총소비,446915449.0
47,2026_1-8,202601,경상북도,관광총소비,447711782.0
47,2026_1-8,202606,경상북도,관광총소비,489692020.0
47,2026_1-8,202605,경상북도,관광총소비,561687544.0
47,2026_1-8,202604,경상북도,관광총소비,497472455.0
47,2026_1-8,202608,경상북도,관광총소비,530582627.0
47,2026_1-8,202607,경상북도,관광총소비,501121569.0
47,2025,202503,경상북도,관광총소비,435423790.0
47,2025,202502,경상북도,관광총소비,369310118.0
47,2025,202501,경상북도,관광총소비,434560125.0
47,2025,202506,경상북도,관광총소비,424798593.0
47,2025,202505,경상북도,관광총소비,484681968.0
47,2025,202504,경상북도,관광총소비,424138971.0
47,2025,202508,경상북도,관광총소비,503460834.0
47,2025,202507,경상북도,관광총소비,457443239.0
47,2025,202511,경상북도,관광총소비,494027776.0
47,2025,202510,경상북도,관광총소비,529033137.0
47,2025,202509,경상북도,관광총소비,430934854.0
47,2025,202512,경상북도,관광총소비,466738843.0
44,2024_1-8,202403,충청남도,관광총소비,466512077.0
44,2024_1-8,202402,충청남도,관광총소비,402933983.0
44,2024_1-8,202401,충청남도,관광총소비,385712293.0
44,2024_1-8,202406,충청남도,관광총소비,472244662.0
44,2024_1-8,202405,충청남도,관광총소비,503251389.0
44,2024_1-8,202404,충청남도,관광총소비,467977506.0
44,2024_1-8,202408,충청남도,관광총소비,498121360.0
44,2024_1-8,202407,충청남도,관광총소비,438775761.0
44,2026_1-8,202603,충청남도,관광총소비,473653698.0
44,2026_1-8,202602,충청남도,관광총소비,430076084.0
44,2026_1-8,202601,충청남도,관광총소비,430865727.0
44,2026_1-8,202606,충청남도,관광총소비,491357221.0
44,2026_1-8,202605,충청남도,관광총소비,572387879.0
44,2026_1-8,202604,충청남도,관광총소비,497896166.0
44,2026_1-8,202608,충청남도,관광총소비,528028621.0
44,2026_1-8,202607,충청남도,관광총소비,496596907.0
44,2025,202503,충청남도,관광총소비,447574014.0
44,2025,202502,충청남도,관광총소비,355872244.0
44,2025,202501,충청남도,관광총소비,411692030.0
44,2025,202506,충청남도,관광총소비,438746454.0
44,2025,202505,충청남도,관광총소비,506620346.0
44,2025,202504,충청남도,관광총소비,442806750.0
44,2025,202508,충청남도,관광총소비,495220858.0
44,2025,202507,충청남도,관광총소비,454232624.0
44,2025,202511,충청남도,관광총소비,493353639.0
44,2025,202510,충청남도,관광총소비,535376316.0
44,2025,202509,충청남도,관광총소비,451694531.0
44,2025,202512,충청남도,관광총소비,453393895.0
52,2024_1-8,202403,전북특별자치도,관광총소비,277807023.0
52,2024_1-8,202402,전북특별자치도,관광총소비,258378359.0
52,2024_1-8,202401,전북특별자치도,관광총소비,243303475.0
52,2024_1-8,202405,전북특별자치도,관광총소비,305532553.0
52,2024_1-8,202404,전북특별자치도,관광총소비,272614387.0
52,2024_1-8,202408,전북특별자치도,관광총소비,299797545.0
52,2024_1-8,202407,전북특별자치도,관광총소비,268914988.0
52,2024_1-8,202406,전북특별자치도,관광총소비,280027643.0
52,2026_1-8,202603,전북특별자치도,관광총소비,298923855.0
52,2026_1-8,202602,전북특별자치도,관광총소비,286008373.0
52,2026_1-8,202601,전북특별자치도,관광총소비,275715493.0
52,2026_1-8,202605,전북특별자치도,관광총소비,345100275.0
52,2026_1-8,202604,전북특별자치도,관광총소비,295692134.0
52,2026_1-8,202608,전북특별자치도,관광총소비,323109033.0
52,2026_1-8,202607,전북특별자치도,관광총소비,302118908.0
52,2026_1-8,202606,전북특별자치도,관광총소비,291881312.0
52,2025,202503,전북특별자치도,관광총소비,273773666.0
52,2025,202502,전북특별자치도,관광총소비,222305233.0
52,2025,202501,전북특별자치도,관광총소비,279633805.0
52,2025,202505,전북특별자치도,관광총소비,316543956.0
52,2025,202504,전북특별자치도,관광총소비,266948690.0
52,2025,202508,전북특별자치도,관광총소비,297342774.0
52,2025,202507,전북특별자치도,관광총소비,272269529.0
52,2025,202506,전북특별자치도,관광총소비,264103155.0
52,2025,202511,전북특별자치도,관광총소비,312298629.0
52,2025,202510,전북특별자치도,관광총소비,342974008.0
52,2025,202509,전북특별자치도,관광총소비,267435775.0
52,2025,202512,전북특별자치도,관광총소비,302379813.0
43,2024_1-8,202406,충청북도,관광총소비,472851080.0
43,2024_1-8,202405,충청북도,관광총소비,502440281.0
43,2024_1-8,202404,충청북도,관광총소비,465256019.0
43,2024_1-8,202403,충청북도,관광총소비,466862972.0
43,2024_1-8,202402,충청북도,관광총소비,400985671.0
43,2024_1-8,202401,충청북도,관광총소비,383996497.0
43,2024_1-8,202408,충청북도,관광총소비,487305341.0
43,2024_1-8,202407,충청북도,관광총소비,446771802.0
43,2026_1-8,202606,충청북도,관광총소비,488991150.0
43,2026_1-8,202605,충청북도,관광총소비,546401935.0
43,2026_1-8,202604,충청북도,관광총소비,480541844.0
43,2026_1-8,202603,충청북도,관광총소비,470257138.0
43,2026_1-8,202602,충청북도,관광총소비,423812745.0
43,2026_1-8,202601,충청북도,관광총소비,427761514.0
43,2026_1-8,202608,충청북도,관광총소비,502226607.0
43,2026_1-8,202607,충청북도,관광총소비,484786470.0
43,2025,202506,충청북도,관광총소비,448332813.0
43,2025,202505,충청북도,관광총소비,498277348.0
43,2025,202504,충청북도,관광총소비,441070948.0
43,2025,202503,충청북도,관광총소비,449056298.0
43,2025,202502,충청북도,관광총소비,361463624.0
43,2025,202501,충청북도,관광총소비,404609343.0
43,2025,202512,충청북도,관광총소비,462866287.0
43,2025,202511,충청북도,관광총소비,501598955.0
43,2025,202510,충청북도,관광총소비,523094260.0
43,2025,202509,충청북도,관광총소비,450540809.0
43,2025,202508,충청북도,관광총소비,491594317.0
43,2025,202507,충청북도,관광총소비,475112730.0
00,2024_1-8,202401,전국,관광총소비,11841274922.0
00,2024_1-8,202402,전국,관광총소비,11760560383.0
00,2024_1-8,202403,전국,관광총소비,13258210028.0
00,2024_1-8,202404,전국,관광총소비,12768473089.0
00,2024_1-8,202405,전국,관광총소비,13803030660.0
00,2024_1-8,202406,전국,관광총소비,13120754803.0
00,2024_1-8,202407,전국,관광총소비,12745272468.0
00,2024_1-8,202408,전국,관광총소비,13598759510.0
00,2026_1-8,202601,전국,관광총소비,12926603359.0
00,2026_1-8,202602,전국,관광총소비,12349469310.0
00,2026_1-8,202603,전국,관광총소비,13466425592.0
00,2026_1-8,202604,전국,관광총소비,13319305914.0
00,2026_1-8,202605,전국,관광총소비,14802995416.0
00,2026_1-8,202606,전국,관광총소비,13157113419.0
00,2026_1-8,202607,전국,관광총소비,13615764386.0
00,2026_1-8,202608,전국,관광총소비,14133663651.0
00,2025,202501,전국,관광총소비,12265510946.0
00,2025,202502,전국,관광총소비,10767263455.0
00,2025,202503,전국,관광총소비,12637791817.0
00,2025,202504,전국,관광총소비,12048957560.0
00,2025,202505,전국,관광총소비,13643477689.0
00,2025,202506,전국,관광총소비,12161463262.0
00,2025,202507,전국,관광총소비,12871693436.0
00,2025,202508,전국,관광총소비,13343439114.0
00,2025,202509,전국,관광총소비,12242182420.0
00,2025,202510,전국,관광총소비,13922320418.0
00,2025,202511,전국,관광총소비,13465571484.0
00,2025,202512,전국,관광총소비,13715471769.0
