조회_SGG_CD,조회_지역,조회기간,FROM_NM,TO_NM,DPTR_REGN_NM,DPTR_REGN_DTL_NM,TOU_NUM,TOU_NUM_SQRT,TOU_NUM_RATE,DTL_TOU_NUM,DTL_TOU_NUM_SQRT,DTL_TOU_NUM_RATE
47170,경상북도 안동시,202601-202608,경상남도 창원시 진해구,경상북도 안동시,음식,카페/찻집,58652,242.0,34.8,5,2.0,15.7
47170,경상북도 안동시,202601-202608,경상남도 양산시,경상북도 안동시,음식,카페/찻집,58652,242.0,34.8,13,4.0,15.7
47170,경상북도 안동시,202601-202608,경상남도 함안군,경상북도 안동시,음식,카페/찻집,58652,242.0,34.8,7,3.0,15.7
47170,경상북도 안동시,202601-202608,경상남도 거창군,경상북도 안동시,음식,카페/찻집,58652,242.0,34.8,7,3.0,15.7
47170,경상북도 안동시,202601-202608,강원특별자치도 춘천시,경상북도 안동시,음식,카페/찻집,58652,242.0,34.8,7,3.0,15.7
47170,경상북도 안동시,202601-202608,강원특별자치도 강릉시,경상북도 안동시,음식,카페/찻집,58652,242.0,34.8,5,2.0,15.7
47170,경상북도 안동시,202601-202608,강원특별자치도 태백시,경상북도 안동시,음식,카페/찻집,58652,242.0,34.8,15,4.0,15.7
47170,경상북도 안동시,202601-202608,강원특별자치도 정선군,경상북도 안동시,음식,카페/찻집,58652,242.0,34.8,8,3.0,15.7
47170,경상북도 안동시,202601-202608,서울특별시 강동구,경상북도 안동시,음식,카페/찻집,58652,242.0,34.8,7,3.0,15.7
47170,경상북도 안동시,202601-202608,대구광역시 동구,경상북도 안동시,음식,카페/찻집,58652,242.0,34.8,161,13.0,15.7
47170,경상북도 안동시,202601-202608,대구광역시 달서구,경상북도 안동시,음식,카페/찻집,58652,242.0,34.8,143,12.0,15.7
47170,경상북도 안동시,202601-202608,대구광역시 군위군,경상북도 안동시,음식,카페/찻집,58652,242.0,34.8,160,13.0,15.7
47170,경상북도 안동시,202601-202608,경기도 남양주시,경상북도 안동시,음식,카페/찻집,58652,242.0,34.8,14,4.0,15.7
47170,경상북도 안동시,202601-202608,부산광역시 서구,경상북도 안동시,음식,카페/찻집,58652,242.0,34.8,1,1.0,15.7
47170,경상북도 안동시,202601-202608,경기도 안양시 만안구,경상북도 안동시,음식,카페/찻집,58652,242.0,34.8,1,1.0,15.7
47170,경상북도 안동시,202601-202608,전북특별자치도 전주시 덕진구,경상북도 안동시,음식,카페/찻집,58652,242.0,34.8,1,1.0,15.7
47170,경상북도 안동시,202601-202608,서울특별시 광진구,경상북도 안동시,음식,카페/찻집,58652,242.0,34.8,6,2.0,15.7
47170,경상북도 안동시,202601-202608,전남광주통합특별시 고흥군,경상북도 안동시,음식,카페/찻집,58652,242.0,34.8,1,1.0,15.7
47170,경상북도 안동시,202601-202608,강원특별자치도 속초시,경상북도 안동시,음식,카페/찻집,58652,242.0,34.8,1,1.0,15.7
47170,경상북도 안동시,202601-202608,강원특별자치도 횡성군,경상북도 안동시,음식,카페/찻집,58652,242.0,34.8,2,1.0,15.7
47170,경상북도 안동시,202601-202608,강원특별자치도 영월군,경상북도 안동시,음식,카페/찻집,58652,242.0,34.8,12,3.0,15.7
47170,경상북도 안동시,202601-202608,경기도 의왕시,경상북도 안동시,음식,카페/찻집,58652,242.0,34.8,2,1.0,15.7
47170,경상북도 안동시,202601-202608,충청북도 옥천군,경상북도 안동시,음식,카페/찻집,58652,242.0,34.8,4,2.0,15.7
47170,경상북도 안동시,202601-202608,인천광역시 남동구,경상북도 안동시,음식,카페/찻집,58652,242.0,34.8,4,2.0,15.7
47170,경상북도 안동시,202601-202608,경기도 화성시 동탄구,경상북도 안동시,음식,카페/찻집,58652,242.0,34.8,4,2.0,15.7
47170,경상북도 안동시,202601-202608,전남광주통합특별시 장성군,경상북도 안동시,음식,카페/찻집,58652,242.0,34.8,3,2.0,15.7
47170,경상북도 안동시,202601-202608,전북특별자치도 순창군,경상북도 안동시,음식,카페/찻집,58652,242.0,34.8,1,1.0,15.7
47170,경상북도 안동시,202601-202608,경기도 구리시,경상북도 안동시,음식,카페/찻집,58652,242.0,34.8,5,2.0,15.7
47170,경상북도 안동시,202601-202608,경기도 오산시,경상북도 안동시,음식,카페/찻집,58652,242.0,34.8,3,2.0,15.7
47170,경상북도 안동시,202601-202608,경상남도 창원시 마산회원구,경상북도 안동시,음식,카페/찻집,58652,242.0,34.8,7,3.0,15.7
47170,경상북도 안동시,202601-202608,경상남도 합천군,경상북도 안동시,음식,카페/찻집,58652,242.0,34.8,5,2.0,15.7
47170,경상북도 안동시,202601-202608,서울특별시 성북구,경상북도 안동시,음식,카페/찻집,58652,242.0,34.8,3,2.0,15.7
47170,경상북도 안동시,202601-202608,경기도 광명시,경상북도 안동시,음식,카페/찻집,58652,242.0,34.8,3,2.0,15.7
47170,경상북도 안동시,202601-202608,경기도 의정부시,경상북도 안동시,음식,카페/찻집,58652,242.0,34.8,3,2.0,15.7
47170,경상북도 안동시,202601-202608,경기도 양주시,경상북도 안동시,음식,카페/찻집,58652,242.0,34.8,6,2.0,15.7
47170,경상북도 안동시,202601-202608,경기도 화성시 만세구,경상북도 안동시,음식,카페/찻집,58652,242.0,34.8,2,1.0,15.7
47170,경상북도 안동시,202601-202608,충청남도 부여군,경상북도 안동시,음식,카페/찻집,58652,242.0,34.8,2,1.0,15.7
47170,경상북도 안동시,202601-202608,서울특별시 중랑구,경상북도 안동시,음식,카페/찻집,58652,242.0,34.8,5,2.0,15.7
47170,경상북도 안동시,202601-202608,부산광역시 수영구,경상북도 안동시,음식,카페/찻집,58652,242.0,34.8,25,5.0,15.7
47170,경상북도 안동시,202601-202608,충청북도 청주시 서원구,경상북도 안동시,음식,카페/찻집,58652,242.0,34.8,8,3.0,15.7
