조회_시도,조회기간,RNK,SIDO_CD,SIDO_NM,SGG_CD,SGG_NM,ITS_BRO_ID,ITS_BRO_NM,ADDR_ROAD_NM,KTO_CATE_MCLS_NM,KTO_CATE_SCLS_NM,NIGHT_SRCH_CNT,SRCH_CNT
47,2024_1-8,1,47,경상북도,47130,경주시,5391257,동궁과월지,경북 경주시 원화로 102-0,역사관광,역사유적지,65104,90098
47,2024_1-8,2,47,경상북도,47113,포항시 북구,320097,영일대해수욕장,경북 포항시 북구,자연관광,자연경관(하천/해양),39589,97120
47,2024_1-8,3,47,경상북도,47130,경주시,318201,첨성대,경북 경주시 첨성로 140-25,역사관광,역사유적지,21612,78141
47,2024_1-8,4,47,경상북도,47130,경주시,7940617,황리단길,경북 경주시,음식,음식점기타,18852,103140
47,2024_1-8,5,47,경상북도,47130,경주시,1143513,소노벨 경주,경북 경주시 보문로 402-12,숙박,콘도미니엄,18774,55638
47,2026_1-8,1,47,경상북도,47130,경주시,5391257,동궁과월지,경북 경주시 원화로 102-0,역사관광,역사유적지,48860,68314
47,2026_1-8,2,47,경상북도,47130,경주시,318201,첨성대,경북 경주시 첨성로 140-25,역사관광,역사유적지,29202,86975
47,2026_1-8,3,47,경상북도,47113,포항시 북구,320097,영일대해수욕장,경북 포항시 북구,자연관광,자연경관(하천/해양),28828,79444
47,2026_1-8,4,47,경상북도,47130,경주시,7940617,황리단길,경북 경주시,음식,음식점기타,20312,105439
47,2026_1-8,5,47,경상북도,47130,경주시,318089,라한셀렉트 경주,경북 경주시 보문로 338-0,숙박,호텔,14821,49503
47,2025,1,47,경상북도,47130,경주시,5391257,동궁과월지,경북 경주시 원화로 102-0,역사관광,역사유적지,85815,129429
47,2025,2,47,경상북도,47113,포항시 북구,320097,영일대해수욕장,경북 포항시 북구,자연관광,자연경관(하천/해양),46077,119403
47,2025,3,47,경상북도,47130,경주시,7940617,황리단길,경북 경주시,음식,음식점기타,28739,175677
47,2025,4,47,경상북도,47130,경주시,318201,첨성대,경북 경주시 첨성로 140-25,역사관광,역사유적지,27915,126478
47,2025,5,47,경상북도,47130,경주시,318089,라한셀렉트 경주,경북 경주시 보문로 338-0,숙박,호텔,24336,87904
44,2024_1-8,1,44,충청남도,44180,보령시,352601,대천해수욕장,충남 보령시,자연관광,자연경관(하천/해양),54598,207420
44,2024_1-8,2,44,충청남도,44270,당진시,266639,삽교호관광지,충남 당진시 삽교천3길 100-0,문화관광,복합관광시설,37145,139522
44,2024_1-8,3,44,충청남도,44131,천안시 동남구,2362143,신세계백화점 천안아산점,충남 천안시 동남구 만남로 43-0,쇼핑,백화점,27361,154038
44,2024_1-8,4,44,충청남도,44210,서산시,1155505,삼길포항,충남 서산시,자연관광,자연경관(하천/해양),15874,74816
44,2024_1-8,5,44,충청남도,44150,공주시,267095,동학사,충남 공주시 동학사1로 462-0,역사관광,종교성지,13389,88533
44,2026_1-8,1,44,충청남도,44180,보령시,352601,대천해수욕장,충남 보령시,자연관광,자연경관(하천/해양),47929,191643
44,2026_1-8,2,44,충청남도,44270,당진시,266639,삽교호관광지,충남 당진시 삽교천3길 100-0,문화관광,복합관광시설,28122,118850
44,2026_1-8,3,44,충청남도,44131,천안시 동남구,2362143,신세계백화점 천안아산점,충남 천안시 동남구 만남로 43-0,쇼핑,백화점,23103,137293
44,2026_1-8,4,44,충청남도,44131,천안시 동남구,1933283,소노벨 천안,충남 천안시 동남구 소노로 1-0,숙박,콘도미니엄,13697,71152
44,2026_1-8,5,44,충청남도,44810,예산군,36038,살목지,충남 예산군,자연관광,자연경관(하천/해양),12862,22244
44,2025,1,44,충청남도,44180,보령시,352601,대천해수욕장,충남 보령시,자연관광,자연경관(하천/해양),66452,268350
44,2025,2,44,충청남도,44270,당진시,266639,삽교호관광지,충남 당진시 삽교천3길 100-0,문화관광,복합관광시설,45619,190068
44,2025,3,44,충청남도,44131,천안시 동남구,2362143,신세계백화점 천안아산점,충남 천안시 동남구 만남로 43-0,쇼핑,백화점,36247,221541
44,2025,4,44,충청남도,44180,보령시,736468,오천항,충남 보령시 오천해안로 781-14,자연관광,자연경관(하천/해양),23851,39416
44,2025,5,44,충청남도,44210,서산시,1155505,삼길포항,충남 서산시,자연관광,자연경관(하천/해양),22704,109919
52,2024_1-8,1,52,전북특별자치도,52111,전주시 완산구,737851,전주한옥마을,전북 전주시 완산구 기린대로 99-0,역사관광,역사유적지,22213,176109
52,2024_1-8,2,52,전북특별자치도,52113,전주시 덕진구,396642,전주월드컵경기장,전북 전주시 덕진구 기린대로 1055-0,문화관광,레저스포츠시설,14480,59558
52,2024_1-8,3,52,전북특별자치도,52130,군산시,7837319,롯데몰 군산점,전북 군산시 조촌로 130-0,쇼핑,쇼핑몰,10080,54459
52,2024_1-8,4,52,전북특별자치도,52130,군산시,2979410,은파호수공원,전북 군산시 은파순환길 9-0,문화관광,도시공원,9513,32339
52,2024_1-8,5,52,전북특별자치도,52800,부안군,1538258,소노벨 변산,전북 부안군 변산해변로 51-0,숙박,콘도미니엄,9181,48172
52,2026_1-8,1,52,전북특별자치도,52111,전주시 완산구,737851,전주한옥마을,전북 전주시 완산구 기린대로 99-0,역사관광,역사유적지,20606,130269
52,2026_1-8,2,52,전북특별자치도,52130,군산시,1107658,이성당 본점,전북 군산시 중앙로 177-0,음식,간이음식,11998,102814
52,2026_1-8,3,52,전북특별자치도,52113,전주시 덕진구,396642,전주월드컵경기장,전북 전주시 덕진구 기린대로 1055-0,문화관광,레저스포츠시설,10557,45793
52,2026_1-8,4,52,전북특별자치도,52130,군산시,7837319,롯데몰 군산점,전북 군산시 조촌로 130-0,쇼핑,쇼핑몰,9379,53800
52,2026_1-8,5,52,전북특별자치도,52800,부안군,1538258,소노벨 변산,전북 부안군 변산해변로 51-0,숙박,콘도미니엄,8372,42487
52,2025,1,52,전북특별자치도,52111,전주시 완산구,737851,전주한옥마을,전북 전주시 완산구 기린대로 99-0,역사관광,역사유적지,31922,284348
52,2025,2,52,전북특별자치도,52113,전주시 덕진구,396642,전주월드컵경기장,전북 전주시 덕진구 기린대로 1055-0,문화관광,레저스포츠시설,22523,102465
52,2025,3,52,전북특별자치도,52130,군산시,7837319,롯데몰 군산점,전북 군산시 조촌로 130-0,쇼핑,쇼핑몰,14708,84544
52,2025,4,52,전북특별자치도,52130,군산시,1107658,이성당 본점,전북 군산시 중앙로 177-0,음식,간이음식,13656,132073
52,2025,5,52,전북특별자치도,52111,전주시 완산구,1101425,롯데백화점 전주점,전북 전주시 완산구 온고을로 2-0,쇼핑,백화점,13365,87497
43,2024_1-8,1,43,충청북도,43114,청주시 청원구,1098137,오창호수공원,충북 청주시 청원구 오창공원로 311-0,문화관광,도시공원,21172,56393
43,2024_1-8,2,43,충청북도,43800,단양군,17477,소노문 단양,충북 단양군 삼봉로 187-17,숙박,콘도미니엄,17340,72117
43,2024_1-8,3,43,충청북도,43113,청주시 흥덕구,2844968,현대백화점 충청점,충북 청주시 흥덕구 직지대로 308-0,쇼핑,백화점,15792,93969
43,2024_1-8,4,43,충청북도,43113,청주시 흥덕구,2581088,떼제베CC,충북 청주시 흥덕구 동림2길 149-0,레저스포츠,육상레저스포츠,10967,52199
43,2024_1-8,5,43,충청북도,43150,제천시,1933576,포레스트리솜,충북 제천시 금봉로 365-0,숙박,콘도미니엄,8846,64670
