조회_SGG_CD,조회_지역,조회기간,BASE_DATE,SGG_NM,CARD_AMT,TOTL_CARD_AMT,CARD_PER
44760,충청남도 부여군,201801-202608,202006,충청남도 부여군,85.0,565572.0,0.0
44760,충청남도 부여군,201801-202608,202007,충청남도 부여군,61.0,516120.0,0.0
44760,충청남도 부여군,201801-202608,202008,충청남도 부여군,63.0,481257.0,0.0
44760,충청남도 부여군,201801-202608,202009,충청남도 부여군,70.0,523918.0,0.0
44760,충청남도 부여군,201801-202608,202010,충청남도 부여군,57.0,636221.0,0.0
44760,충청남도 부여군,201801-202608,202011,충청남도 부여군,124.0,616266.0,0.0
44760,충청남도 부여군,201801-202608,202012,충청남도 부여군,59.0,524868.0,0.0
44760,충청남도 부여군,201801-202608,202101,충청남도 부여군,39.0,467757.0,0.0
44760,충청남도 부여군,201801-202608,202102,충청남도 부여군,57.0,497267.0,0.0
44760,충청남도 부여군,201801-202608,202103,충청남도 부여군,72.0,591175.0,0.0
44760,충청남도 부여군,201801-202608,202104,충청남도 부여군,99.0,588975.0,0.0
44760,충청남도 부여군,201801-202608,202105,충청남도 부여군,76.0,637607.0,0.0
44760,충청남도 부여군,201801-202608,202106,충청남도 부여군,88.0,582257.0,0.0
44760,충청남도 부여군,201801-202608,202107,충청남도 부여군,122.0,538825.0,0.0
44760,충청남도 부여군,201801-202608,202108,충청남도 부여군,82.0,504936.0,0.0
44760,충청남도 부여군,201801-202608,202109,충청남도 부여군,79.0,618134.0,0.0
44760,충청남도 부여군,201801-202608,202110,충청남도 부여군,56.0,725689.0,0.0
44760,충청남도 부여군,201801-202608,202111,충청남도 부여군,136.0,696434.0,0.0
44760,충청남도 부여군,201801-202608,202112,충청남도 부여군,95.0,684255.0,0.0
44760,충청남도 부여군,201801-202608,202201,충청남도 부여군,47.0,622496.0,0.0
44760,충청남도 부여군,201801-202608,202205,충청남도 부여군,89.0,762631.0,0.0
44760,충청남도 부여군,201801-202608,202206,충청남도 부여군,97.0,661712.0,0.0
44760,충청남도 부여군,201801-202608,202211,충청남도 부여군,155.0,698144.0,0.0
44760,충청남도 부여군,201801-202608,202212,충청남도 부여군,81.0,770109.0,0.0
44760,충청남도 부여군,201801-202608,202301,충청남도 부여군,48.0,610343.0,0.0
44760,충청남도 부여군,201801-202608,202302,충청남도 부여군,64.0,577071.0,0.0
44760,충청남도 부여군,201801-202608,202303,충청남도 부여군,95.0,668955.0,0.0
44760,충청남도 부여군,201801-202608,202304,충청남도 부여군,83.0,666255.0,0.0
44760,충청남도 부여군,201801-202608,202305,충청남도 부여군,75.0,719541.0,0.0
44760,충청남도 부여군,201801-202608,202306,충청남도 부여군,73.0,647231.0,0.0
44760,충청남도 부여군,201801-202608,202307,충청남도 부여군,62.0,644899.0,0.0
44760,충청남도 부여군,201801-202608,202308,충청남도 부여군,74.0,575318.0,0.0
44760,충청남도 부여군,201801-202608,202309,충청남도 부여군,86.0,624685.0,0.0
44760,충청남도 부여군,201801-202608,202310,충청남도 부여군,95.0,715316.0,0.0
44760,충청남도 부여군,201801-202608,202311,충청남도 부여군,47.0,695656.0,0.0
44760,충청남도 부여군,201801-202608,202312,충청남도 부여군,74.0,750830.0,0.0
44760,충청남도 부여군,201801-202608,202401,충청남도 부여군,44.0,588058.0,0.0
44760,충청남도 부여군,201801-202608,202402,충청남도 부여군,71.0,585128.0,0.0
44760,충청남도 부여군,201801-202608,202403,충청남도 부여군,77.0,673635.0,0.0
44760,충청남도 부여군,201801-202608,202404,충청남도 부여군,61.0,668463.0,0.0
44760,충청남도 부여군,201801-202608,202405,충청남도 부여군,83.0,696796.0,0.0
44760,충청남도 부여군,201801-202608,202406,충청남도 부여군,105.0,668934.0,0.0
44760,충청남도 부여군,201801-202608,202407,충청남도 부여군,89.0,600192.0,0.0
44760,충청남도 부여군,201801-202608,202408,충청남도 부여군,81.0,584654.0,0.0
44760,충청남도 부여군,201801-202608,202409,충청남도 부여군,96.0,609816.0,0.0
44760,충청남도 부여군,201801-202608,202410,충청남도 부여군,85.0,685336.0,0.0
44760,충청남도 부여군,201801-202608,202411,충청남도 부여군,105.0,686712.0,0.0
44760,충청남도 부여군,201801-202608,202412,충청남도 부여군,40.0,743781.0,0.0
44760,충청남도 부여군,201801-202608,202501,충청남도 부여군,45.0,605595.0,0.0
44760,충청남도 부여군,201801-202608,202502,충청남도 부여군,36.0,530778.0,0.0
44760,충청남도 부여군,201801-202608,202503,충청남도 부여군,74.0,626429.0,0.0
44760,충청남도 부여군,201801-202608,202504,충청남도 부여군,63.0,574769.0,0.0
44760,충청남도 부여군,201801-202608,202505,충청남도 부여군,69.0,682499.0,0.0
44760,충청남도 부여군,201801-202608,202507,충청남도 부여군,82.0,600599.0,0.0
44760,충청남도 부여군,201801-202608,202508,충청남도 부여군,80.0,579721.0,0.0
44760,충청남도 부여군,201801-202608,202509,충청남도 부여군,53.0,591325.0,0.0
44760,충청남도 부여군,201801-202608,202510,충청남도 부여군,116.0,699760.0,0.0
44760,충청남도 부여군,201801-202608,202512,충청남도 부여군,61.0,763750.0,0.0
44760,충청남도 부여군,201801-202608,202601,충청남도 부여군,52.0,660320.0,0.0
44760,충청남도 부여군,201801-202608,202602,충청남도 부여군,62.0,644267.0,0.0
44760,충청남도 부여군,201801-202608,201807,충청남도 부여군,85.0,594154.0,0.0
44760,충청남도 부여군,201801-202608,202207,충청남도 부여군,87.0,669231.0,0.0
44760,충청남도 부여군,201801-202608,202209,충청남도 부여군,83.0,650901.0,0.0
44760,충청남도 부여군,201801-202608,202506,충청남도 부여군,73.0,627702.0,0.0
44760,충청남도 부여군,201801-202608,202511,충청남도 부여군,55.0,731979.0,0.0
44760,충청남도 부여군,201801-202608,202203,충청남도 부여군,71.0,592387.0,0.0
44760,충청남도 부여군,201801-202608,202202,충청남도 부여군,39.0,498646.0,0.0
44760,충청남도 부여군,201801-202608,202204,충청남도 부여군,51.0,682496.0,0.0
44760,충청남도 부여군,201801-202608,202208,충청남도 부여군,63.0,608804.0,0.0
44760,충청남도 부여군,201801-202608,202210,충청남도 부여군,144.0,781869.0,0.0
44760,충청남도 부여군,201801-202608,202607,충청남도 부여군,55.0,585521.0,0.0
44760,충청남도 부여군,201801-202608,202608,충청남도 부여군,52.0,577930.0,0.0
47280,경상북도 문경시,201801-202608,202603,경상북도 문경시,225.0,657084.0,0.0
47280,경상북도 문경시,201801-202608,202604,경상북도 문경시,204.0,643947.0,0.0
47280,경상북도 문경시,201801-202608,202605,경상북도 문경시,296.0,747542.0,0.0
47280,경상북도 문경시,201801-202608,202606,경상북도 문경시,237.0,632535.0,0.0
47280,경상북도 문경시,201801-202608,201801,경상북도 문경시,188.0,523339.0,0.0
47280,경상북도 문경시,201801-202608,201802,경상북도 문경시,215.0,520192.0,0.0
47280,경상북도 문경시,201801-202608,201803,경상북도 문경시,295.0,577789.0,0.1
47280,경상북도 문경시,201801-202608,201804,경상북도 문경시,263.0,581444.0,0.0
47280,경상북도 문경시,201801-202608,201805,경상북도 문경시,331.0,632365.0,0.1
47280,경상북도 문경시,201801-202608,201806,경상북도 문경시,244.0,585292.0,0.0
47280,경상북도 문경시,201801-202608,201807,경상북도 문경시,245.0,594154.0,0.0
47280,경상북도 문경시,201801-202608,201808,경상북도 문경시,214.0,540391.0,0.0
47280,경상북도 문경시,201801-202608,201809,경상북도 문경시,210.0,620515.0,0.0
47280,경상북도 문경시,201801-202608,201810,경상북도 문경시,352.0,676479.0,0.1
47280,경상북도 문경시,201801-202608,201811,경상북도 문경시,377.0,646061.0,0.1
47280,경상북도 문경시,201801-202608,201812,경상북도 문경시,302.0,706241.0,0.0
47280,경상북도 문경시,201801-202608,201901,경상북도 문경시,217.0,558412.0,0.0
47280,경상북도 문경시,201801-202608,201902,경상북도 문경시,224.0,529467.0,0.0
47280,경상북도 문경시,201801-202608,201903,경상북도 문경시,275.0,637448.0,0.0
47280,경상북도 문경시,201801-202608,201904,경상북도 문경시,252.0,611147.0,0.0
47280,경상북도 문경시,201801-202608,201905,경상북도 문경시,305.0,692777.0,0.0
47280,경상북도 문경시,201801-202608,201906,경상북도 문경시,256.0,607046.0,0.0
47280,경상북도 문경시,201801-202608,201907,경상북도 문경시,202.0,576127.0,0.0
47280,경상북도 문경시,201801-202608,201908,경상북도 문경시,188.0,567015.0,0.0
47280,경상북도 문경시,201801-202608,201909,경상북도 문경시,217.0,603996.0,0.0
47280,경상북도 문경시,201801-202608,201910,경상북도 문경시,279.0,674993.0,0.0
47280,경상북도 문경시,201801-202608,201911,경상북도 문경시,309.0,718036.0,0.0
47280,경상북도 문경시,201801-202608,201912,경상북도 문경시,304.0,721004.0,0.0
47280,경상북도 문경시,201801-202608,202001,경상북도 문경시,165.0,565670.0,0.0
47280,경상북도 문경시,201801-202608,202002,경상북도 문경시,125.0,424773.0,0.0
47280,경상북도 문경시,201801-202608,202003,경상북도 문경시,147.0,393889.0,0.0
47280,경상북도 문경시,201801-202608,202004,경상북도 문경시,165.0,491457.0,0.0
47280,경상북도 문경시,201801-202608,202005,경상북도 문경시,283.0,644919.0,0.0
47280,경상북도 문경시,201801-202608,202006,경상북도 문경시,221.0,565572.0,0.0
47280,경상북도 문경시,201801-202608,202007,경상북도 문경시,187.0,516120.0,0.0
47280,경상북도 문경시,201801-202608,202008,경상북도 문경시,173.0,481257.0,0.0
47280,경상북도 문경시,201801-202608,202009,경상북도 문경시,198.0,523918.0,0.0
47280,경상북도 문경시,201801-202608,202010,경상북도 문경시,285.0,636221.0,0.0
47280,경상북도 문경시,201801-202608,202011,경상북도 문경시,294.0,616266.0,0.0
47280,경상북도 문경시,201801-202608,202012,경상북도 문경시,208.0,524868.0,0.0
47280,경상북도 문경시,201801-202608,202101,경상북도 문경시,160.0,467757.0,0.0
47280,경상북도 문경시,201801-202608,202102,경상북도 문경시,150.0,497267.0,0.0
47280,경상북도 문경시,201801-202608,202103,경상북도 문경시,242.0,591175.0,0.0
47280,경상북도 문경시,201801-202608,202104,경상북도 문경시,220.0,588975.0,0.0
47280,경상북도 문경시,201801-202608,202105,경상북도 문경시,242.0,637607.0,0.0
47280,경상북도 문경시,201801-202608,202106,경상북도 문경시,215.0,582257.0,0.0
47280,경상북도 문경시,201801-202608,202107,경상북도 문경시,191.0,538825.0,0.0
47280,경상북도 문경시,201801-202608,202108,경상북도 문경시,157.0,504936.0,0.0
47280,경상북도 문경시,201801-202608,202109,경상북도 문경시,209.0,618134.0,0.0
47280,경상북도 문경시,201801-202608,202110,경상북도 문경시,308.0,725689.0,0.0
47280,경상북도 문경시,201801-202608,202111,경상북도 문경시,271.0,696434.0,0.0
47280,경상북도 문경시,201801-202608,202112,경상북도 문경시,278.0,684255.0,0.0
47280,경상북도 문경시,201801-202608,202205,경상북도 문경시,298.0,762631.0,0.0
47280,경상북도 문경시,201801-202608,202301,경상북도 문경시,222.0,610343.0,0.0
47280,경상북도 문경시,201801-202608,202302,경상북도 문경시,190.0,577071.0,0.0
47280,경상북도 문경시,201801-202608,202303,경상북도 문경시,300.0,668955.0,0.0
47280,경상북도 문경시,201801-202608,202304,경상북도 문경시,291.0,666255.0,0.0
47280,경상북도 문경시,201801-202608,202305,경상북도 문경시,358.0,719541.0,0.0
47280,경상북도 문경시,201801-202608,202306,경상북도 문경시,284.0,647231.0,0.0
47280,경상북도 문경시,201801-202608,202307,경상북도 문경시,219.0,644899.0,0.0
47280,경상북도 문경시,201801-202608,202308,경상북도 문경시,180.0,575318.0,0.0
47280,경상북도 문경시,201801-202608,202309,경상북도 문경시,200.0,624685.0,0.0
47280,경상북도 문경시,201801-202608,202310,경상북도 문경시,336.0,715316.0,0.0
47280,경상북도 문경시,201801-202608,202311,경상북도 문경시,298.0,695656.0,0.0
47280,경상북도 문경시,201801-202608,202312,경상북도 문경시,289.0,750830.0,0.0
47280,경상북도 문경시,201801-202608,202401,경상북도 문경시,177.0,588058.0,0.0
47280,경상북도 문경시,201801-202608,202402,경상북도 문경시,146.0,585128.0,0.0
47280,경상북도 문경시,201801-202608,202403,경상북도 문경시,273.0,673635.0,0.0
47280,경상북도 문경시,201801-202608,202404,경상북도 문경시,320.0,668463.0,0.0
47280,경상북도 문경시,201801-202608,202405,경상북도 문경시,301.0,696796.0,0.0
47280,경상북도 문경시,201801-202608,202406,경상북도 문경시,275.0,668934.0,0.0
47280,경상북도 문경시,201801-202608,202407,경상북도 문경시,224.0,600192.0,0.0
47280,경상북도 문경시,201801-202608,202408,경상북도 문경시,189.0,584654.0,0.0
47280,경상북도 문경시,201801-202608,202409,경상북도 문경시,196.0,609816.0,0.0
47280,경상북도 문경시,201801-202608,202410,경상북도 문경시,366.0,685336.0,0.1
47280,경상북도 문경시,201801-202608,202411,경상북도 문경시,323.0,686712.0,0.0
47280,경상북도 문경시,201801-202608,202412,경상북도 문경시,271.0,743781.0,0.0
47280,경상북도 문경시,201801-202608,202501,경상북도 문경시,204.0,605595.0,0.0
47280,경상북도 문경시,201801-202608,202502,경상북도 문경시,201.0,530778.0,0.0
47280,경상북도 문경시,201801-202608,202503,경상북도 문경시,188.0,626429.0,0.0
47280,경상북도 문경시,201801-202608,202504,경상북도 문경시,273.0,574769.0,0.0
47280,경상북도 문경시,201801-202608,202505,경상북도 문경시,240.0,682499.0,0.0
47280,경상북도 문경시,201801-202608,202507,경상북도 문경시,246.0,600599.0,0.0
47280,경상북도 문경시,201801-202608,202508,경상북도 문경시,224.0,579721.0,0.0
47280,경상북도 문경시,201801-202608,202509,경상북도 문경시,229.0,591325.0,0.0
47280,경상북도 문경시,201801-202608,202510,경상북도 문경시,300.0,699760.0,0.0
47280,경상북도 문경시,201801-202608,202511,경상북도 문경시,326.0,731979.0,0.0
47280,경상북도 문경시,201801-202608,202512,경상북도 문경시,291.0,763750.0,0.0
47280,경상북도 문경시,201801-202608,202601,경상북도 문경시,222.0,660320.0,0.0
47280,경상북도 문경시,201801-202608,202602,경상북도 문경시,205.0,644267.0,0.0
47280,경상북도 문경시,201801-202608,202203,경상북도 문경시,199.0,592387.0,0.0
47280,경상북도 문경시,201801-202608,202201,경상북도 문경시,198.0,622496.0,0.0
47280,경상북도 문경시,201801-202608,202207,경상북도 문경시,275.0,669231.0,0.0
47280,경상북도 문경시,201801-202608,202209,경상북도 문경시,251.0,650901.0,0.0
47280,경상북도 문경시,201801-202608,202212,경상북도 문경시,326.0,770109.0,0.0
47280,경상북도 문경시,201801-202608,202506,경상북도 문경시,248.0,627702.0,0.0
47280,경상북도 문경시,201801-202608,202202,경상북도 문경시,153.0,498646.0,0.0
47280,경상북도 문경시,201801-202608,202208,경상북도 문경시,208.0,608804.0,0.0
47280,경상북도 문경시,201801-202608,202204,경상북도 문경시,227.0,682496.0,0.0
47280,경상북도 문경시,201801-202608,202206,경상북도 문경시,252.0,661712.0,0.0
47280,경상북도 문경시,201801-202608,202210,경상북도 문경시,364.0,781869.0,0.0
47280,경상북도 문경시,201801-202608,202211,경상북도 문경시,378.0,698144.0,0.1
47280,경상북도 문경시,201801-202608,202607,경상북도 문경시,243.0,585521.0,0.0
47280,경상북도 문경시,201801-202608,202608,경상북도 문경시,269.0,577930.0,0.0
52190,전북특별자치도 남원시,201801-202608,202603,전북특별자치도 남원시,144.0,657084.0,0.0
52190,전북특별자치도 남원시,201801-202608,202604,전북특별자치도 남원시,329.0,643947.0,0.1
52190,전북특별자치도 남원시,201801-202608,202605,전북특별자치도 남원시,202.0,747542.0,0.0
52190,전북특별자치도 남원시,201801-202608,202606,전북특별자치도 남원시,214.0,632535.0,0.0
52190,전북특별자치도 남원시,201801-202608,201801,전북특별자치도 남원시,229.0,523339.0,0.0
52190,전북특별자치도 남원시,201801-202608,201802,전북특별자치도 남원시,217.0,520192.0,0.0
52190,전북특별자치도 남원시,201801-202608,201803,전북특별자치도 남원시,366.0,577789.0,0.1
52190,전북특별자치도 남원시,201801-202608,201804,전북특별자치도 남원시,287.0,581444.0,0.0
52190,전북특별자치도 남원시,201801-202608,201805,전북특별자치도 남원시,356.0,632365.0,0.1
52190,전북특별자치도 남원시,201801-202608,201806,전북특별자치도 남원시,320.0,585292.0,0.1
52190,전북특별자치도 남원시,201801-202608,201807,전북특별자치도 남원시,270.0,594154.0,0.0
52190,전북특별자치도 남원시,201801-202608,201808,전북특별자치도 남원시,231.0,540391.0,0.0
52190,전북특별자치도 남원시,201801-202608,201809,전북특별자치도 남원시,373.0,620515.0,0.1
52190,전북특별자치도 남원시,201801-202608,201810,전북특별자치도 남원시,338.0,676479.0,0.0
52190,전북특별자치도 남원시,201801-202608,201811,전북특별자치도 남원시,377.0,646061.0,0.1
52190,전북특별자치도 남원시,201801-202608,201812,전북특별자치도 남원시,310.0,706241.0,0.0
52190,전북특별자치도 남원시,201801-202608,201901,전북특별자치도 남원시,246.0,558412.0,0.0
52190,전북특별자치도 남원시,201801-202608,201902,전북특별자치도 남원시,252.0,529467.0,0.0
52190,전북특별자치도 남원시,201801-202608,201903,전북특별자치도 남원시,301.0,637448.0,0.0
52190,전북특별자치도 남원시,201801-202608,201904,전북특별자치도 남원시,324.0,611147.0,0.1
52190,전북특별자치도 남원시,201801-202608,201905,전북특별자치도 남원시,372.0,692777.0,0.1
52190,전북특별자치도 남원시,201801-202608,201906,전북특별자치도 남원시,292.0,607046.0,0.0
52190,전북특별자치도 남원시,201801-202608,201907,전북특별자치도 남원시,238.0,576127.0,0.0
52190,전북특별자치도 남원시,201801-202608,201908,전북특별자치도 남원시,209.0,567015.0,0.0
52190,전북특별자치도 남원시,201801-202608,201909,전북특별자치도 남원시,239.0,603996.0,0.0
52190,전북특별자치도 남원시,201801-202608,201910,전북특별자치도 남원시,342.0,674993.0,0.1
52190,전북특별자치도 남원시,201801-202608,201911,전북특별자치도 남원시,321.0,718036.0,0.0
52190,전북특별자치도 남원시,201801-202608,201912,전북특별자치도 남원시,255.0,721004.0,0.0
52190,전북특별자치도 남원시,201801-202608,202001,전북특별자치도 남원시,185.0,565670.0,0.0
52190,전북특별자치도 남원시,201801-202608,202002,전북특별자치도 남원시,171.0,424773.0,0.0
52190,전북특별자치도 남원시,201801-202608,202003,전북특별자치도 남원시,176.0,393889.0,0.0
52190,전북특별자치도 남원시,201801-202608,202005,전북특별자치도 남원시,278.0,644919.0,0.0
52190,전북특별자치도 남원시,201801-202608,202006,전북특별자치도 남원시,241.0,565572.0,0.0
52190,전북특별자치도 남원시,201801-202608,202007,전북특별자치도 남원시,193.0,516120.0,0.0
52190,전북특별자치도 남원시,201801-202608,202008,전북특별자치도 남원시,175.0,481257.0,0.0
52190,전북특별자치도 남원시,201801-202608,202009,전북특별자치도 남원시,187.0,523918.0,0.0
52190,전북특별자치도 남원시,201801-202608,202010,전북특별자치도 남원시,254.0,636221.0,0.0
52190,전북특별자치도 남원시,201801-202608,202011,전북특별자치도 남원시,325.0,616266.0,0.1
52190,전북특별자치도 남원시,201801-202608,202012,전북특별자치도 남원시,227.0,524868.0,0.0
52190,전북특별자치도 남원시,201801-202608,202101,전북특별자치도 남원시,142.0,467757.0,0.0
52190,전북특별자치도 남원시,201801-202608,202102,전북특별자치도 남원시,134.0,497267.0,0.0
52190,전북특별자치도 남원시,201801-202608,202103,전북특별자치도 남원시,229.0,591175.0,0.0
52190,전북특별자치도 남원시,201801-202608,202104,전북특별자치도 남원시,292.0,588975.0,0.0
52190,전북특별자치도 남원시,201801-202608,202105,전북특별자치도 남원시,269.0,637607.0,0.0
52190,전북특별자치도 남원시,201801-202608,202106,전북특별자치도 남원시,222.0,582257.0,0.0
52190,전북특별자치도 남원시,201801-202608,202107,전북특별자치도 남원시,177.0,538825.0,0.0
52190,전북특별자치도 남원시,201801-202608,202108,전북특별자치도 남원시,200.0,504936.0,0.0
52190,전북특별자치도 남원시,201801-202608,202109,전북특별자치도 남원시,279.0,618134.0,0.0
52190,전북특별자치도 남원시,201801-202608,202110,전북특별자치도 남원시,284.0,725689.0,0.0
52190,전북특별자치도 남원시,201801-202608,202111,전북특별자치도 남원시,341.0,696434.0,0.0
52190,전북특별자치도 남원시,201801-202608,202112,전북특별자치도 남원시,304.0,684255.0,0.0
52190,전북특별자치도 남원시,201801-202608,202204,전북특별자치도 남원시,291.0,682496.0,0.0
52190,전북특별자치도 남원시,201801-202608,202205,전북특별자치도 남원시,270.0,762631.0,0.0
52190,전북특별자치도 남원시,201801-202608,202207,전북특별자치도 남원시,235.0,669231.0,0.0
52190,전북특별자치도 남원시,201801-202608,202210,전북특별자치도 남원시,307.0,781869.0,0.0
52190,전북특별자치도 남원시,201801-202608,202211,전북특별자치도 남원시,281.0,698144.0,0.0
52190,전북특별자치도 남원시,201801-202608,202212,전북특별자치도 남원시,420.0,770109.0,0.1
52190,전북특별자치도 남원시,201801-202608,202301,전북특별자치도 남원시,147.0,610343.0,0.0
52190,전북특별자치도 남원시,201801-202608,202302,전북특별자치도 남원시,197.0,577071.0,0.0
52190,전북특별자치도 남원시,201801-202608,202303,전북특별자치도 남원시,208.0,668955.0,0.0
52190,전북특별자치도 남원시,201801-202608,202304,전북특별자치도 남원시,200.0,666255.0,0.0
52190,전북특별자치도 남원시,201801-202608,202305,전북특별자치도 남원시,278.0,719541.0,0.0
52190,전북특별자치도 남원시,201801-202608,202306,전북특별자치도 남원시,219.0,647231.0,0.0
52190,전북특별자치도 남원시,201801-202608,202307,전북특별자치도 남원시,205.0,644899.0,0.0
52190,전북특별자치도 남원시,201801-202608,202308,전북특별자치도 남원시,199.0,575318.0,0.0
52190,전북특별자치도 남원시,201801-202608,202309,전북특별자치도 남원시,212.0,624685.0,0.0
52190,전북특별자치도 남원시,201801-202608,202310,전북특별자치도 남원시,284.0,715316.0,0.0
52190,전북특별자치도 남원시,201801-202608,202311,전북특별자치도 남원시,317.0,695656.0,0.0
52190,전북특별자치도 남원시,201801-202608,202312,전북특별자치도 남원시,268.0,750830.0,0.0
52190,전북특별자치도 남원시,201801-202608,202401,전북특별자치도 남원시,193.0,588058.0,0.0
52190,전북특별자치도 남원시,201801-202608,202402,전북특별자치도 남원시,171.0,585128.0,0.0
52190,전북특별자치도 남원시,201801-202608,202403,전북특별자치도 남원시,191.0,673635.0,0.0
52190,전북특별자치도 남원시,201801-202608,202404,전북특별자치도 남원시,223.0,668463.0,0.0
52190,전북특별자치도 남원시,201801-202608,202405,전북특별자치도 남원시,223.0,696796.0,0.0
52190,전북특별자치도 남원시,201801-202608,202406,전북특별자치도 남원시,303.0,668934.0,0.0
52190,전북특별자치도 남원시,201801-202608,202407,전북특별자치도 남원시,213.0,600192.0,0.0
52190,전북특별자치도 남원시,201801-202608,202408,전북특별자치도 남원시,152.0,584654.0,0.0
52190,전북특별자치도 남원시,201801-202608,202409,전북특별자치도 남원시,170.0,609816.0,0.0
52190,전북특별자치도 남원시,201801-202608,202410,전북특별자치도 남원시,303.0,685336.0,0.0
52190,전북특별자치도 남원시,201801-202608,202411,전북특별자치도 남원시,204.0,686712.0,0.0
52190,전북특별자치도 남원시,201801-202608,202412,전북특별자치도 남원시,229.0,743781.0,0.0
52190,전북특별자치도 남원시,201801-202608,202501,전북특별자치도 남원시,164.0,605595.0,0.0
52190,전북특별자치도 남원시,201801-202608,202502,전북특별자치도 남원시,102.0,530778.0,0.0
52190,전북특별자치도 남원시,201801-202608,202503,전북특별자치도 남원시,212.0,626429.0,0.0
52190,전북특별자치도 남원시,201801-202608,202504,전북특별자치도 남원시,194.0,574769.0,0.0
52190,전북특별자치도 남원시,201801-202608,202505,전북특별자치도 남원시,298.0,682499.0,0.0
52190,전북특별자치도 남원시,201801-202608,202507,전북특별자치도 남원시,154.0,600599.0,0.0
52190,전북특별자치도 남원시,201801-202608,202508,전북특별자치도 남원시,168.0,579721.0,0.0
52190,전북특별자치도 남원시,201801-202608,202509,전북특별자치도 남원시,146.0,591325.0,0.0
52190,전북특별자치도 남원시,201801-202608,202510,전북특별자치도 남원시,193.0,699760.0,0.0
52190,전북특별자치도 남원시,201801-202608,202511,전북특별자치도 남원시,287.0,731979.0,0.0
52190,전북특별자치도 남원시,201801-202608,202512,전북특별자치도 남원시,199.0,763750.0,0.0
52190,전북특별자치도 남원시,201801-202608,202601,전북특별자치도 남원시,129.0,660320.0,0.0
52190,전북특별자치도 남원시,201801-202608,202602,전북특별자치도 남원시,155.0,644267.0,0.0
52190,전북특별자치도 남원시,201801-202608,202004,전북특별자치도 남원시,170.0,491457.0,0.0
52190,전북특별자치도 남원시,201801-202608,202506,전북특별자치도 남원시,230.0,627702.0,0.0
52190,전북특별자치도 남원시,201801-202608,202206,전북특별자치도 남원시,273.0,661712.0,0.0
52190,전북특별자치도 남원시,201801-202608,202209,전북특별자치도 남원시,206.0,650901.0,0.0
52190,전북특별자치도 남원시,201801-202608,202202,전북특별자치도 남원시,177.0,498646.0,0.0
52190,전북특별자치도 남원시,201801-202608,202208,전북특별자치도 남원시,191.0,608804.0,0.0
52190,전북특별자치도 남원시,201801-202608,202201,전북특별자치도 남원시,230.0,622496.0,0.0
52190,전북특별자치도 남원시,201801-202608,202203,전북특별자치도 남원시,209.0,592387.0,0.0
52190,전북특별자치도 남원시,201801-202608,202607,전북특별자치도 남원시,178.0,585521.0,0.0
52190,전북특별자치도 남원시,201801-202608,202608,전북특별자치도 남원시,139.0,577930.0,0.0
43130,충청북도 충주시,201801-202608,202603,충청북도 충주시,1537.0,657084.0,0.2
43130,충청북도 충주시,201801-202608,202604,충청북도 충주시,1734.0,643947.0,0.3
43130,충청북도 충주시,201801-202608,202605,충청북도 충주시,2029.0,747542.0,0.3
43130,충청북도 충주시,201801-202608,202606,충청북도 충주시,1690.0,632535.0,0.3
43130,충청북도 충주시,201801-202608,201801,충청북도 충주시,1460.0,523339.0,0.3
43130,충청북도 충주시,201801-202608,201802,충청북도 충주시,1527.0,520192.0,0.3
43130,충청북도 충주시,201801-202608,201803,충청북도 충주시,1974.0,577789.0,0.3
43130,충청북도 충주시,201801-202608,201804,충청북도 충주시,2112.0,581444.0,0.4
43130,충청북도 충주시,201801-202608,201805,충청북도 충주시,2109.0,632365.0,0.3
43130,충청북도 충주시,201801-202608,201806,충청북도 충주시,1912.0,585292.0,0.3
43130,충청북도 충주시,201801-202608,201808,충청북도 충주시,1651.0,540391.0,0.3
43130,충청북도 충주시,201801-202608,201809,충청북도 충주시,2266.0,620515.0,0.4
43130,충청북도 충주시,201801-202608,201810,충청북도 충주시,2634.0,676479.0,0.4
43130,충청북도 충주시,201801-202608,201811,충청북도 충주시,2416.0,646061.0,0.4
43130,충청북도 충주시,201801-202608,201812,충청북도 충주시,2357.0,706241.0,0.3
43130,충청북도 충주시,201801-202608,201901,충청북도 충주시,1708.0,558412.0,0.3
43130,충청북도 충주시,201801-202608,201902,충청북도 충주시,1569.0,529467.0,0.3
43130,충청북도 충주시,201801-202608,201903,충청북도 충주시,2081.0,637448.0,0.3
43130,충청북도 충주시,201801-202608,201904,충청북도 충주시,1954.0,611147.0,0.3
43130,충청북도 충주시,201801-202608,201905,충청북도 충주시,2382.0,692777.0,0.3
43130,충청북도 충주시,201801-202608,201906,충청북도 충주시,2028.0,607046.0,0.3
43130,충청북도 충주시,201801-202608,201907,충청북도 충주시,1878.0,576127.0,0.3
43130,충청북도 충주시,201801-202608,201908,충청북도 충주시,1832.0,567015.0,0.3
43130,충청북도 충주시,201801-202608,201909,충청북도 충주시,1902.0,603996.0,0.3
43130,충청북도 충주시,201801-202608,201910,충청북도 충주시,2166.0,674993.0,0.3
43130,충청북도 충주시,201801-202608,201911,충청북도 충주시,2200.0,718036.0,0.3
43130,충청북도 충주시,201801-202608,201912,충청북도 충주시,1843.0,721004.0,0.3
43130,충청북도 충주시,201801-202608,202001,충청북도 충주시,1362.0,565670.0,0.2
