조회_SGG_CD,조회_지역,조회기간,CNTRL_POI_ID,MD5_POI_ID,CNTRL_SIDO_CD,CNTRL_SIDO_NM,CNTRL_SGG_CD,CNTRL_SGG_NM,CNTRL_POI_X_COORD,CNTRL_POI_Y_COORD,CNTRL_TAR_NM,CNTRL_CATE_NM_LARGE,CNTRL_CATE_NM_MIDL,DGRE_CNTRL,BASE_YM,RK
47170,경상북도 안동시,202501-202512,805DB1A51BD0A535C76D9B07EEFE8A9F,20f293475800f79e12653fa07c97258b,47,경북,47170,안동시,128.76092219319045,36.57659732071957,월영교,관광지,기타관광,6.269692947567517,202512,1
47170,경상북도 안동시,202501-202512,3B4656B45B731E7F16BBF5B3D1C4F8AE,446c3106f3d69d4cef86e1cfe0b876bf,47,경북,47170,안동시,128.517994889252,36.539062884929,안동하회마을,관광지,역사관광,4.682491734635143,202512,2
47170,경상북도 안동시,202501-202512,6F7D6A017DA1AC8D29D7A654F7F53218,3a80de0f040387a963970e5981155c73,47,경북,47170,안동시,128.728003827555,36.5655058006821,안동구시장,관광지,쇼핑,4.487073256365345,202512,3
47170,경상북도 안동시,202501-202512,6A8AE4410EE675B86DBF6B6898C9DEB5,365d558c221846b3e972433e9691b393,47,경북,47170,안동시,128.843241853582,36.7273215810925,도산서원,관광지,역사관광,3.3810616202624013,202512,4
47170,경상북도 안동시,202501-202512,42E8AED63CD20640B5F2FD04275DD257,0cd50eb0d6cfdb3bb1560c0f51fb2504,47,경북,47170,안동시,128.552712876298,36.5404331226126,병산서원,관광지,역사관광,2.194392456715451,202512,5
47170,경상북도 안동시,202501-202512,D3CBBA7E99D06CF450917CE4D16CAC47,20c99c680bff19bd1d0925e3aeb26f86,47,경북,47170,안동시,128.66256420783373,36.653328694674215,봉정사,관광지,역사관광,2.183824671986866,202512,6
47170,경상북도 안동시,202501-202512,026CFC2358E65BFA68AE779CA0D85DBB,e9978f29ae16aa0e25948c6c14d55d1e,47,경북,47170,안동시,128.770944235371,36.5878369051768,낙강물길공원,관광지,문화관광,2.129217925580684,202512,7
47170,경상북도 안동시,202501-202512,B64B0A5F39D16EFE651F58ACE99798F9,d0df033ec32bae3d244d2d9427cd7e55,47,경북,47170,안동시,128.723893085829,36.5649225043638,중앙신시장,관광지,쇼핑,1.5729615980448164,202512,8
47170,경상북도 안동시,202501-202512,FF6035F6D19F7D99925C2FC5E5547B03,d709d495a429adce5e59f46969e89f42,47,경북,47170,안동시,128.50902792868578,36.568510045818556,스탠포드호텔/안동,숙박,숙박,1.1842876068960353,202512,9
47170,경상북도 안동시,202501-202512,6BC165A4B9DBCFC9692AF7706FC0794D,fdeb515b719050ed2934841d46f2040a,47,경북,47170,안동시,128.674841755692,36.574782148778,안동역,관광지,기타관광,1.00921462040131,202512,10
47170,경상북도 안동시,202501-202512,89A15DEA964CB31C13C796EE6D8DE3BB,7271e336931c9bb7a70edf611ef61fdc,47,경북,47170,안동시,128.81507507356793,36.69788587017949,선성수상길,관광지,레저스포츠,0.9979035728968051,202512,11
47170,경상북도 안동시,202501-202512,9C8CCE57E3CBA93E49B18E092BF85DF5,976e0f7abaa5c9f9cd2dec1287213a7b,47,경북,47170,안동시,128.51655053436087,36.542645801368835,낙동강12경(부용경)/부용대,관광지,역사관광,0.9684558922665495,202512,12
47170,경상북도 안동시,202501-202512,31A8BFCC46667D1A401B0993F5D3FF4E,9bb22abf5132ed32bc2eb29a0be6f8c5,47,경북,47170,안동시,128.73201213956344,36.564704907810096,안동중앙문화의거리,관광지,쇼핑,0.8799331255751373,202512,13
47170,경상북도 안동시,202501-202512,041858CAF2C91C84AA7C2531564C6126,2fffa6dd1b50ced2b3d67b862bf2f61d,47,경북,47170,안동시,128.90984026130513,36.41044037984126,만휴정,관광지,역사관광,0.8386192584766847,202512,14
47170,경상북도 안동시,202501-202512,39DAE12F127F43A034E2FE4B6D0401D9,f571b732c7e31d518e203c929b4a54c9,47,경북,47170,안동시,128.778277121596,36.5695890286966,유교랜드,관광지,레저스포츠,0.8171420240829801,202512,15
47170,경상북도 안동시,202501-202512,E2FE019909E3EAF939A3799CCEE7AA1A,ecbbdcb183a573c859d71c14ace48427,47,경북,47170,안동시,128.780276974001,36.5669504535263,안동그랜드호텔,숙박,숙박,0.7439774987152268,202512,16
47170,경상북도 안동시,202501-202512,651A7A930C4D44B869E19E3D80F69BDF,53ddf361b2d95cc8a2bf051e334a13d2,47,경북,47170,안동시,128.733197806049,36.5661724285885,웅부공원,관광지,문화관광,0.7264318555638286,202512,17
47170,경상북도 안동시,202501-202512,6CB787495DB3768DFC41FD53228103C6,101c58daf41e6c21759125ffe828e86e,47,경북,47170,안동시,128.67586944569,36.574504409797,안동터미널,관광지,기타관광,0.6536161041996552,202512,18
47170,경상북도 안동시,202501-202512,89B1C6C4EC9DC76E42A3A42EB46261F1,38f348fb19d8d77626d9f186ef9fe402,47,경북,47170,안동시,128.6480514,36.5891878,안동학가산온천,관광지,체험관광,0.6439746448169839,202512,19
47170,경상북도 안동시,202501-202512,C6C8E9A4B13AA82ABBF2A62DAEC8CC70,7b85fe72ff6949c80e26e57e75254399,47,경북,47170,안동시,128.766666926801,36.5795044871,안동시립박물관,관광지,문화관광,0.4708738708332065,202512,20
47170,경상북도 안동시,202501-202512,0762750146B73A3094BB0F6170FA8A32,9d8b328dc999c1372195928a387b78b2,47,경북,47170,안동시,128.782332334077,36.568228101001,리첼호텔,숙박,숙박,0.4224758686527612,202512,21
47170,경상북도 안동시,202501-202512,381B7BE440E9004AC7DFC92E7064D437,8775ace211034aa2f9386a809ef3856a,47,경북,47170,안동시,128.51748196438604,36.53811170572557,영모각,관광지,문화관광,0.4156857655283843,202512,22
47170,경상북도 안동시,202501-202512,B7BE253FFAC20858A8CFD69DE574C8B2,bdfbcd179cf87218bbe8301e74087883,47,경북,47170,안동시,128.735503319599,36.5513685694976,케이스호텔/안동점,숙박,숙박,0.3713293823785855,202512,23
47170,경상북도 안동시,202501-202512,B6D3AD3CBCBBE77BB647E1A977CD8287,59c1c132657789d703978187b892a304,47,경북,47170,안동시,128.495163184217,36.575753003514,CM파크호텔,숙박,숙박,0.3497381483220193,202512,24
47170,경상북도 안동시,202501-202512,0D03964808D98C46D31586C19CA36911,55ab05913143b95c5b5a4455a1e079e4,47,경북,47170,안동시,128.708700148181,36.5497574511488,안동소주전통음식박물관,관광지,문화관광,0.30105950429176814,202512,25
47170,경상북도 안동시,202501-202512,D030C20221D69EB701D890D32EFC687C,7fe09cba97ce77d62073096aaa7445fa,47,경북,47170,안동시,128.608584120615,36.5899347781946,안동시농산물도매시장,관광지,쇼핑,0.2807803861218897,202512,26
47170,경상북도 안동시,202501-202512,6CF1F6E27B0E7205EEFE75CA3FAD0B40,b66c7db9e76513ecdd4144b2da326feb,47,경북,47170,안동시,128.714949416705,36.5662556229137,월영호텔,숙박,숙박,0.2690826218020111,202512,27
47170,경상북도 안동시,202501-202512,AE4EF2035A8D785CD2B8359785EE5174,f7a8b2995a274f82e6278ed5f6cc4ccc,47,경북,47170,안동시,128.749390875269,36.5611731111467,CGV/안동,관광지,문화관광,0.25745646805181505,202512,28
47170,경상북도 안동시,202501-202512,21CFD32801ECADC7D9651270A780F2E5,f951b67e9c846f89d465ef99dd0696fb,47,경북,47170,안동시,128.773392533376,36.5673541107376,안동레이크GC,관광지,레저스포츠,0.2550026729058471,202512,29
47170,경상북도 안동시,202501-202512,CEAC8B3A28D1F878F5E190FA7D4DA32E,719de5cfd5b190694f5b2b59ef08c955,47,경북,47170,안동시,128.5754347896,36.4892356061814,리버힐CC,관광지,레저스포츠,0.2538750093415937,202512,30
47170,경상북도 안동시,202501-202512,88271C9C0B43343507FB440E1A3C9764,2363b066af52f4e64d8cc421ee5766ba,47,경북,47170,안동시,128.828014669818,36.7032962709245,안동호반자연휴양림,관광지,자연관광,0.24328407513182526,202512,31
47170,경상북도 안동시,202501-202512,F3E24262E4EDB871CE4D02D424AE0FE5,80faee9f68baddaef1d68952386b9e83,47,경북,47170,안동시,128.711172078088,36.556562251918,안동강변구장,관광지,문화관광,0.23295813277095015,202512,32
47170,경상북도 안동시,202501-202512,5C0ED7C32BB03773EC188019FADD206C,258789c9d6a4c649bf5e766c16f9cc35,47,경북,47170,안동시,128.70345282626266,36.563979249658246,브라운도트호텔/안동옥동점,숙박,숙박,0.2291546450170614,202512,33
47170,경상북도 안동시,202501-202512,D6EE0409BA9853CED336EC7A0BF2CF6C,9bc463f60f7112293fb223386e35efdc,47,경북,47170,안동시,128.725587440321,36.5594509151887,안동문화예술의전당,관광지,문화관광,0.22108062195491218,202512,34
47170,경상북도 안동시,202501-202512,C8D478CB42DCCB85A8BCCD16CFBD7D32,aeb4863a1843affc070eef80dcad8c1d,47,경북,47170,안동시,128.71625363543274,36.5651547064075,브라운도트호텔/태화점,숙박,숙박,0.20732678379268626,202512,35
47170,경상북도 안동시,202501-202512,CFE3290B1D832EB3BCB80C192019AC4E,59abc4e6b4db67812c9d56a82e4861e1,47,경북,47170,안동시,128.610792936827,36.474459750765,남안동CC,관광지,레저스포츠,0.20583818428312486,202512,36
47170,경상북도 안동시,202501-202512,AE6079ECE3439EDD65B512DF94CDFF93,9661a5d77585c9ffe04a16455dc311cc,47,경북,47170,안동시,128.842629525148,36.694215222298,한국문화테마파크,관광지,문화관광,0.20238270992587307,202512,37
47170,경상북도 안동시,202501-202512,BFDAF3CA4B8F3B09134FCE1C86B30370,e4a796f9290084ae77d3ad3084d72d31,47,경북,47170,안동시,128.744667518918,36.5650944841875,안동임청각,관광지,역사관광,0.19284817391587797,202512,38
47170,경상북도 안동시,202501-202512,A69C29DC804EED269791E5ECBE2D81F5,6c6d95e246b2a07c5685b1963e370cd7,47,경북,47170,안동시,128.843103329843,36.695797385263,안동국제컨벤션센터,관광지,문화관광,0.1909751542817637,202512,39
47170,경상북도 안동시,202501-202512,A8E75312083DF3F6330A164A300325F2,72b7ab771a29f3db7e80cc6364b327a2,47,경북,47170,안동시,128.518050379904,36.5447011339018,화천서원,관광지,역사관광,0.18906805604531715,202512,40
47170,경상북도 안동시,202501-202512,3C7A7760AA183ED79829492F505525ED,49dd1aa5fa675c4159d456dfed3cfb44,47,경북,47170,안동시,128.863045526714,36.7389870656759,이육사문학관,관광지,문화관광,0.17932956069824893,202512,41
47170,경상북도 안동시,202501-202512,28813D9F89453241BD570CD6422DCC72,cfdb3bc0f5d90696528da5fb3a0cf9a9,47,경북,47170,안동시,128.732753419346,36.5644781732833,고려호텔,숙박,숙박,0.1733115295781854,202512,42
47170,경상북도 안동시,202501-202512,F93F087B88160C27DF33AF249F9A7AE4,187fc079998937654773cca40f9b7c17,47,경북,47170,안동시,128.768704061958,36.573302980195,구름에,숙박,숙박,0.15856004345043473,202512,43
47170,경상북도 안동시,202501-202512,74657AED1DDEC61701A31002258A239D,e1188ebdf4e50137c74ba1e3028486bd,47,경북,47170,안동시,128.731531352025,36.5601730976532,탈춤공원,관광지,문화관광,0.15292224941094143,202512,44
47170,경상북도 안동시,202501-202512,CFF8A288858953940029FE539475FD61,558290443cdbf44022859babcadf0cf0,47,경북,47170,안동시,128.73116962982024,36.563875277435834,브라운도트호텔/안동문화의거리점,숙박,숙박,0.14684542747629564,202512,45
47170,경상북도 안동시,202501-202512,B4DFD24B48D0B2F001A2E4FD366DA8AC,fc89b255ff1cda6da5e7dd34d2537276,47,경북,47170,안동시,128.78100646852857,36.56621791788393,주토피움,관광지,문화관광,0.14507710724518208,202508,46
47170,경상북도 안동시,202501-202512,AEECE604343C23D0623F80DC27FC79C0,9db4c493f2dfb03680d8c578fcff8c43,47,경북,47170,안동시,128.735339679353,36.564117028429,안동파크호텔,숙박,숙박,0.1385787961191017,202512,47
47170,경상북도 안동시,202501-202512,BDAFB5A4515B278B8F780FD4B78C0B51,dc5992dda5debc66f3b953225c531865,47,경북,47170,안동시,128.570880611594,36.5791101557749,브라운도트호텔/안동풍산점,숙박,숙박,0.13363960980779213,202512,48
