조회_SGG_CD,조회_지역,조회기간,CMPR_SGG_CD_1,SIDO_NM,SGG_NM,CMPR_SGG_CD_2,SIMIL_DGRE
47170,경상북도 안동시,202401-202408,47170,경상북도 안동시,경상남도 통영시,48220,0.9116353251698293
47170,경상북도 안동시,202401-202408,47170,경상북도 안동시,전남광주통합특별시 나주시,12170,0.9080075589792831
47170,경상북도 안동시,202401-202408,47170,경상북도 안동시,충청남도 논산시,44230,0.9026654973643049
